Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume BTC
2019-07-03,LTCBTC,0.011,0.011,0.01041,0.01042,4.597,0.04809
2019-07-02,LTCBTC,0.0114,0.013,0.011,0.011,100.34,1.194
2019-07-01,LTCBTC,0.0117,0.013,0.011,0.0114,30.65,0.3629
2019-06-30,LTCBTC,0.01199,0.012,0.01039,0.0117,74.34,0.8223
2019-06-29,LTCBTC,0.0098,0.012,0.0097,0.01199,528.48,5.28
2019-06-28,LTCBTC,0.0111,0.0111,0.00975,0.0098,63.22,0.6371
2019-06-27,LTCBTC,0.009621,0.0111,0.009621,0.0111,552.38,5.528
2019-06-26,LTCBTC,0.01143,0.012,0.009006,0.009621,589.73,6.103
2019-06-25,LTCBTC,0.01206,0.01272,0.01057,0.01143,113.43,1.319
2019-06-24,LTCBTC,0.01156,0.01412,0.01156,0.01206,33.23,0.4055
2019-06-23,LTCBTC,0.01266,0.01358,0.01156,0.01156,29.37,0.3704
2019-06-22,LTCBTC,0.01329,0.01402,0.0125,0.01266,120.24,1.523
2019-06-21,LTCBTC,0.01405,0.01413,0.01329,0.01329,160.28,2.173
2019-06-20,LTCBTC,0.0148,0.01516,0.01402,0.01405,118.43,1.69
2019-06-19,LTCBTC,0.0145,0.0149,0.0142,0.0148,9.872,0.1421
2019-06-18,LTCBTC,0.01426,0.01515,0.0142,0.0145,140.05,2.028
2019-06-17,LTCBTC,0.01497,0.0159,0.01426,0.01426,104.82,1.522
2019-06-16,LTCBTC,0.0156,0.01614,0.01447,0.01497,198.54,2.951
2019-06-15,LTCBTC,0.01574,0.01615,0.01478,0.0156,217.72,3.479
2019-06-14,LTCBTC,0.01581,0.01632,0.01451,0.01574,178.35,2.706
2019-06-13,LTCBTC,0.01585,0.01745,0.01581,0.01581,21.73,0.3701
2019-06-12,LTCBTC,0.0169,0.01765,0.01585,0.01585,58.91,1.009
2019-06-11,LTCBTC,0.0154,0.0169,0.0154,0.0169,27.29,0.4512
2019-06-10,LTCBTC,0.01476,0.01587,0.01476,0.0154,28.63,0.4303
2019-06-09,LTCBTC,0.01569,0.01569,0.01469,0.01476,27.35,0.4218
2019-06-08,LTCBTC,0.01568,0.01569,0.01461,0.01569,24.61,0.3647
2019-06-07,LTCBTC,0.01399,0.01568,0.01399,0.01568,7.95,0.1171
2019-06-06,LTCBTC,0.01312,0.01399,0.01312,0.01399,55.84,0.7659
2019-06-05,LTCBTC,0.01299,0.01368,0.01207,0.01312,11.27,0.1438
2019-06-04,LTCBTC,0.01289,0.01299,0.01289,0.01299,6.39,0.08275
2019-06-03,LTCBTC,0.01329,0.01353,0.01289,0.01289,373.9,5.02
2019-06-02,LTCBTC,0.01367,0.01367,0.01296,0.01329,32.68,0.4333
2019-06-01,LTCBTC,0.0129,0.01369,0.0129,0.01367,74.32,1.02
2019-05-31,LTCBTC,0.0131,0.0137,0.01264,0.0129,110.57,1.49
2019-05-30,LTCBTC,0.01375,0.01375,0.01291,0.0131,30.45,0.4076
2019-05-29,LTCBTC,0.01308,0.01375,0.01305,0.01375,77.47,1.02
2019-05-28,LTCBTC,0.01305,0.01385,0.01305,0.01308,166.14,2.2
2019-05-27,LTCBTC,0.012,0.01385,0.012,0.01305,69.21,0.9048
2019-05-26,LTCBTC,0.01267,0.013,0.012,0.012,42.73,0.5256
2019-05-25,LTCBTC,0.01251,0.01389,0.01251,0.01267,11.0,0.1515
2019-05-24,LTCBTC,0.01034,0.01251,0.0101,0.01251,96.0,1.15
2019-05-23,LTCBTC,0.01138,0.012,0.01034,0.01034,22.34,0.2432
2019-05-22,LTCBTC,0.01192,0.012,0.01113,0.01138,27.07,0.3062
2019-05-21,LTCBTC,0.01141,0.01192,0.01138,0.01192,13.57,0.1606
2019-05-20,LTCBTC,0.01198,0.012,0.01138,0.01141,19.98,0.2279
2019-05-19,LTCBTC,0.01247,0.01247,0.01138,0.01198,16.36,0.1884
2019-05-18,LTCBTC,0.01154,0.01251,0.01138,0.01247,31.56,0.3751
2019-05-17,LTCBTC,0.01286,0.01286,0.01144,0.01154,17.02,0.206
2019-05-16,LTCBTC,0.01227,0.01299,0.01198,0.01286,46.28,0.5804
2019-05-15,LTCBTC,0.01173,0.01389,0.01108,0.01227,63.9,0.7616
2019-05-14,LTCBTC,0.01075,0.01174,0.01075,0.01173,65.43,0.7458
2019-05-13,LTCBTC,0.01179,0.01253,0.01043,0.01075,147.24,1.69
2019-05-12,LTCBTC,0.01262,0.01389,0.01179,0.01179,68.0,0.8776
2019-05-11,LTCBTC,0.01231,0.0137,0.01154,0.01262,92.93,1.19
2019-05-10,LTCBTC,0.01188,0.0126,0.0116,0.01231,175.2,2.09
2019-05-09,LTCBTC,0.01226,0.01226,0.01183,0.01188,52.52,0.6241
2019-05-08,LTCBTC,0.0125,0.01338,0.01226,0.01226,143.56,1.79
2019-05-07,LTCBTC,0.01319,0.0136,0.0125,0.0125,19.06,0.24
2019-05-06,LTCBTC,0.01287,0.014,0.01172,0.01319,29.78,0.3993
2019-05-05,LTCBTC,0.01315,0.01315,0.01287,0.01287,37.31,0.4873
2019-05-04,LTCBTC,0.01344,0.014,0.01315,0.01315,17.06,0.2383
2019-05-03,LTCBTC,0.0132,0.0137,0.01314,0.01344,43.65,0.5796
2019-05-02,LTCBTC,0.0131,0.0132,0.0131,0.0132,16.72,0.2201
2019-05-01,LTCBTC,0.01303,0.0131,0.01303,0.0131,0.07513,0.0009842
2019-04-30,LTCBTC,0.01283,0.01369,0.01283,0.01303,1.46,0.01946
2019-04-29,LTCBTC,0.014,0.014,0.01283,0.01283,1.5,0.01941
2019-04-28,LTCBTC,0.01388,0.014,0.013,0.014,60.95,0.8172
2019-04-27,LTCBTC,0.01388,0.01388,0.01341,0.01388,2.99,0.04013
2019-04-26,LTCBTC,0.0138,0.01388,0.013,0.01388,39.1,0.5333
2019-04-25,LTCBTC,0.01388,0.01388,0.013,0.0138,41.49,0.5605
2019-04-24,LTCBTC,0.01339,0.01388,0.01286,0.01388,133.49,1.73
2019-04-23,LTCBTC,0.01756,0.01756,0.01339,0.01339,225.55,3.13
2019-04-22,LTCBTC,0.01436,0.01756,0.01425,0.01756,10.1,0.173
2019-04-21,LTCBTC,0.01507,0.01507,0.01436,0.01436,1.58,0.02371
2019-04-20,LTCBTC,0.01518,0.01518,0.01507,0.01507,3.24,0.04886
2019-04-19,LTCBTC,0.01507,0.0164,0.01507,0.01518,1.68,0.02651
2019-04-18,LTCBTC,0.01506,0.01507,0.01506,0.01507,8.44,0.1271
2019-04-17,LTCBTC,0.01689,0.01689,0.01506,0.01506,1.14,0.01724
2019-04-16,LTCBTC,0.01689,0.01689,0.01689,0.01689,0.0,0.0
2019-04-15,LTCBTC,0.01755,0.01755,0.01506,0.01689,17.06,0.2846
2019-04-14,LTCBTC,0.01755,0.01755,0.01755,0.01755,0.0,0.0
2019-04-13,LTCBTC,0.01545,0.01755,0.01506,0.01755,5.32,0.0806
2019-04-12,LTCBTC,0.01756,0.01756,0.01545,0.01545,12.7,0.1962
2019-04-11,LTCBTC,0.01623,0.01756,0.0152,0.01756,45.16,0.7329
2019-04-10,LTCBTC,0.017,0.01756,0.01623,0.01623,0.6983,0.01183
2019-04-09,LTCBTC,0.01686,0.017,0.01686,0.017,0.03121,0.0005306
2019-04-08,LTCBTC,0.01775,0.01775,0.0165,0.01686,0.06,0.001008
2019-04-07,LTCBTC,0.01792,0.01884,0.0162,0.01775,3.45,0.06297
2019-04-06,LTCBTC,0.018,0.01859,0.01792,0.01792,210.0,3.78
2019-04-05,LTCBTC,0.0169,0.018,0.01506,0.018,2.1,0.03751
2019-04-04,LTCBTC,0.01851,0.01851,0.0169,0.0169,27.98,0.4728
2019-04-03,LTCBTC,0.0159,0.01851,0.01415,0.01851,68.27,1.15
2019-04-02,LTCBTC,0.01553,0.0159,0.01334,0.0159,119.86,1.68
2019-04-01,LTCBTC,0.0146,0.01553,0.0138,0.01553,14.37,0.2074
2019-03-31,LTCBTC,0.01554,0.01554,0.0146,0.0146,2.52,0.0368
2019-03-30,LTCBTC,0.0148,0.01554,0.0148,0.01554,7.24,0.1074
2019-03-29,LTCBTC,0.0148,0.0148,0.0148,0.0148,0.0,0.0
2019-03-28,LTCBTC,0.0148,0.0148,0.0148,0.0148,0.0,0.0
2019-03-27,LTCBTC,0.01555,0.01555,0.0148,0.0148,4.53,0.06702
2019-03-26,LTCBTC,0.0148,0.01555,0.0148,0.01555,1.12,0.01746
2019-03-25,LTCBTC,0.0148,0.0148,0.0148,0.0148,0.7629,0.01129
2019-03-24,LTCBTC,0.01459,0.01555,0.01459,0.0148,3.01,0.04547
2019-03-23,LTCBTC,0.01459,0.01459,0.01459,0.01459,0.0,0.0
2019-03-22,LTCBTC,0.01459,0.01459,0.01459,0.01459,0.0,0.0
2019-03-21,LTCBTC,0.01589,0.01589,0.01419,0.01459,8.3,0.1247
2019-03-20,LTCBTC,0.01589,0.01589,0.01589,0.01589,0.0,0.0
2019-03-19,LTCBTC,0.01589,0.01589,0.01589,0.01589,0.0,0.0
2019-03-18,LTCBTC,0.0159,0.0159,0.01333,0.01589,6.74,0.1022
2019-03-17,LTCBTC,0.01511,0.0159,0.01511,0.0159,3.52,0.05371
2019-03-16,LTCBTC,0.01427,0.0159,0.01427,0.01511,28.33,0.4278
2019-03-15,LTCBTC,0.01404,0.01427,0.01404,0.01427,0.5084,0.007254
2019-03-14,LTCBTC,0.01329,0.01404,0.01329,0.01404,0.9981,0.01401
2019-03-13,LTCBTC,0.01505,0.01505,0.01329,0.01329,6.02,0.08689
2019-03-12,LTCBTC,0.01504,0.01505,0.01392,0.01505,3.07,0.04359
2019-03-11,LTCBTC,0.0143,0.01505,0.0143,0.01504,5.8,0.08647
2019-03-10,LTCBTC,0.0151,0.0151,0.01392,0.0143,93.26,1.3
2019-03-09,LTCBTC,0.01444,0.0151,0.0137,0.0151,24.68,0.3698
2019-03-08,LTCBTC,0.01502,0.01502,0.01444,0.01444,0.02161,0.0003121
2019-03-07,LTCBTC,0.01445,0.01502,0.0137,0.01502,28.76,0.4198
2019-03-06,LTCBTC,0.01396,0.01445,0.01366,0.01445,26.11,0.3651
2019-03-05,LTCBTC,0.01163,0.01396,0.01163,0.01396,13.18,0.1826
2019-03-04,LTCBTC,0.0125,0.0125,0.01163,0.01163,0.2238,0.002602
2019-03-03,LTCBTC,0.01282,0.01282,0.0125,0.0125,6.36,0.07944
2019-03-02,LTCBTC,0.01162,0.01282,0.01162,0.01282,4.45,0.05577
2019-03-01,LTCBTC,0.01162,0.01162,0.01162,0.01162,0.0,0.0
2019-02-28,LTCBTC,0.01162,0.01162,0.01162,0.01162,1.49,0.01732
2019-02-27,LTCBTC,0.01162,0.01163,0.01162,0.01162,58.63,0.6818
2019-02-26,LTCBTC,0.01261,0.01266,0.01162,0.01162,8.0,0.09569
2019-02-25,LTCBTC,0.01162,0.01261,0.01162,0.01261,15.74,0.1986
2019-02-24,LTCBTC,0.0127,0.0127,0.01162,0.01162,3.05,0.03652
2019-02-23,LTCBTC,0.01231,0.0127,0.0118,0.0127,13.96,0.1684
2019-02-22,LTCBTC,0.01167,0.01231,0.01167,0.01231,0.5139,0.006323
2019-02-21,LTCBTC,0.013,0.01396,0.01167,0.01167,21.98,0.2643
2019-02-20,LTCBTC,0.01214,0.013,0.01151,0.013,105.89,1.23
2019-02-19,LTCBTC,0.01251,0.01281,0.01214,0.01214,9.75,0.1183
2019-02-18,LTCBTC,0.0122,0.01251,0.01136,0.01251,15.59,0.1824
