Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DGB,Volume BTC
2019-07-03,DGBBTC,1.12e-06,1.12e-06,1.03e-06,1.08e-06,81297.14,0.0868
2019-07-02,DGBBTC,1.2e-06,1.24e-06,1.08e-06,1.12e-06,120294.18,0.1396
2019-07-01,DGBBTC,1.09e-06,1.22e-06,1.09e-06,1.2e-06,138841.43,0.1613
2019-06-30,DGBBTC,1.05e-06,1.14e-06,1.02e-06,1.09e-06,45406.9,0.0496
2019-06-29,DGBBTC,1.02e-06,1.06e-06,1.0e-06,1.05e-06,47140.11,0.04835
2019-06-28,DGBBTC,1.11e-06,1.11e-06,9.8e-07,1.02e-06,110723.12,0.1125
2019-06-27,DGBBTC,1.0e-06,1.23e-06,9.9e-07,1.11e-06,111875.81,0.1251
2019-06-26,DGBBTC,1.26e-06,1.26e-06,9.8e-07,1.0e-06,323671.36,0.3566
2019-06-25,DGBBTC,1.28e-06,1.31e-06,1.19e-06,1.26e-06,154539.93,0.1945
2019-06-24,DGBBTC,1.31e-06,1.31e-06,1.23e-06,1.28e-06,103217.81,0.1314
2019-06-23,DGBBTC,1.38e-06,1.39e-06,1.26e-06,1.31e-06,199517.07,0.2659
2019-06-22,DGBBTC,1.34e-06,1.4e-06,1.22e-06,1.38e-06,337008.75,0.4415
2019-06-21,DGBBTC,1.51e-06,1.51e-06,1.34e-06,1.34e-06,388838.73,0.5396
2019-06-20,DGBBTC,1.71e-06,1.71e-06,1.49e-06,1.51e-06,226100.62,0.3556
2019-06-19,DGBBTC,1.42e-06,1.74e-06,1.42e-06,1.71e-06,398131.28,0.6354
2019-06-18,DGBBTC,1.34e-06,1.44e-06,1.33e-06,1.42e-06,195701.95,0.2714
2019-06-17,DGBBTC,1.4e-06,1.43e-06,1.34e-06,1.34e-06,132362.84,0.1814
2019-06-16,DGBBTC,1.44e-06,1.44e-06,1.38e-06,1.4e-06,75231.49,0.106
2019-06-15,DGBBTC,1.41e-06,1.49e-06,1.41e-06,1.44e-06,120552.09,0.1753
2019-06-14,DGBBTC,1.49e-06,1.55e-06,1.39e-06,1.41e-06,366554.28,0.5218
2019-06-13,DGBBTC,1.53e-06,1.54e-06,1.47e-06,1.49e-06,204610.06,0.3085
2019-06-12,DGBBTC,1.58e-06,1.59e-06,1.3e-06,1.53e-06,356440.14,0.5308
2019-06-11,DGBBTC,1.6e-06,1.63e-06,1.55e-06,1.58e-06,142168.58,0.2248
2019-06-10,DGBBTC,1.66e-06,1.66e-06,1.6e-06,1.6e-06,125038.96,0.2041
2019-06-09,DGBBTC,1.65e-06,1.68e-06,1.62e-06,1.66e-06,41658.03,0.0688
2019-06-08,DGBBTC,1.67e-06,1.69e-06,1.63e-06,1.65e-06,22453.31,0.03748
2019-06-07,DGBBTC,1.69e-06,1.69e-06,1.62e-06,1.67e-06,10806.28,0.01801
2019-06-06,DGBBTC,1.69e-06,1.69e-06,1.59e-06,1.69e-06,5603.19,0.009192
2019-06-05,DGBBTC,1.7e-06,1.73e-06,1.57e-06,1.69e-06,100982.98,0.1693
2019-06-04,DGBBTC,1.72e-06,1.74e-06,1.7e-06,1.7e-06,90688.57,0.1567
2019-06-03,DGBBTC,1.74e-06,1.75e-06,1.7e-06,1.72e-06,72588.87,0.1257
2019-06-02,DGBBTC,1.72e-06,1.74e-06,1.7e-06,1.74e-06,36630.58,0.06346
2019-06-01,DGBBTC,1.77e-06,1.77e-06,1.66e-06,1.72e-06,187365.08,0.3246
2019-05-31,DGBBTC,1.75e-06,1.79e-06,1.73e-06,1.77e-06,59813.45,0.1054
2019-05-30,DGBBTC,1.74e-06,1.81e-06,1.73e-06,1.75e-06,214870.81,0.3757
2019-05-29,DGBBTC,1.8e-06,1.81e-06,1.73e-06,1.74e-06,858990.71,1.53
2019-05-28,DGBBTC,1.75e-06,1.81e-06,1.71e-06,1.8e-06,622240.13,1.08
2019-05-27,DGBBTC,1.84e-06,1.84e-06,1.7e-06,1.75e-06,982006.09,1.8
2019-05-26,DGBBTC,1.95e-06,2.0e-06,1.84e-06,1.84e-06,1544214.52,2.98
2019-05-25,DGBBTC,1.84e-06,1.98e-06,1.84e-06,1.98e-06,863223.21,1.64
2019-05-24,DGBBTC,1.83e-06,1.9e-06,1.81e-06,1.84e-06,505611.66,0.9379
2019-05-23,DGBBTC,1.9e-06,1.9e-06,1.79e-06,1.83e-06,221656.56,0.4101
2019-05-22,DGBBTC,1.81e-06,1.93e-06,1.77e-06,1.9e-06,897962.68,1.66
2019-05-21,DGBBTC,1.61e-06,1.81e-06,1.59e-06,1.81e-06,1239109.15,2.03
2019-05-20,DGBBTC,1.61e-06,1.62e-06,1.57e-06,1.61e-06,64500.53,0.1026
2019-05-19,DGBBTC,1.72e-06,1.75e-06,1.61e-06,1.61e-06,383049.7,0.6457
2019-05-18,DGBBTC,1.74e-06,1.78e-06,1.66e-06,1.72e-06,59972.36,0.1026
2019-05-17,DGBBTC,1.7e-06,1.74e-06,1.65e-06,1.74e-06,190386.5,0.3171
2019-05-16,DGBBTC,1.84e-06,1.84e-06,1.5e-06,1.7e-06,1812912.32,3.01
2019-05-15,DGBBTC,1.43e-06,1.87e-06,1.38e-06,1.84e-06,1047230.0,1.7
2019-05-14,DGBBTC,1.34e-06,1.48e-06,7.8e-07,1.43e-06,752701.3,0.9921
2019-05-13,DGBBTC,1.48e-06,1.58e-06,1.3e-06,1.34e-06,401187.12,0.5773
2019-05-12,DGBBTC,1.59e-06,1.6e-06,1.47e-06,1.48e-06,227858.3,0.3459
2019-05-11,DGBBTC,1.62e-06,1.64e-06,1.52e-06,1.6e-06,325015.46,0.5147
2019-05-10,DGBBTC,1.69e-06,1.69e-06,1.58e-06,1.62e-06,217787.91,0.3491
2019-05-09,DGBBTC,1.73e-06,1.73e-06,1.57e-06,1.69e-06,454467.11,0.7563
2019-05-08,DGBBTC,1.79e-06,1.81e-06,1.68e-06,1.73e-06,238371.94,0.4107
2019-05-07,DGBBTC,1.81e-06,1.83e-06,1.78e-06,1.79e-06,62785.57,0.1133
2019-05-06,DGBBTC,1.75e-06,1.85e-06,1.74e-06,1.81e-06,247891.31,0.4437
2019-05-05,DGBBTC,1.7e-06,1.78e-06,1.7e-06,1.75e-06,138488.85,0.2418
2019-05-04,DGBBTC,1.82e-06,1.84e-06,1.7e-06,1.7e-06,413160.5,0.7363
2019-05-03,DGBBTC,1.9e-06,1.94e-06,1.79e-06,1.82e-06,367159.4,0.6804
2019-05-02,DGBBTC,1.91e-06,2.03e-06,1.9e-06,1.9e-06,785533.97,1.53
2019-05-01,DGBBTC,1.96e-06,2.04e-06,1.9e-06,1.91e-06,501473.86,0.9685
2019-04-30,DGBBTC,2.03e-06,2.04e-06,1.94e-06,1.96e-06,263920.25,0.5257
2019-04-29,DGBBTC,2.03e-06,2.06e-06,1.93e-06,2.03e-06,294015.64,0.587
2019-04-28,DGBBTC,2.1e-06,2.1e-06,2.02e-06,2.03e-06,339213.98,0.6984
2019-04-27,DGBBTC,2.16e-06,2.16e-06,2.05e-06,2.1e-06,363855.74,0.7585
2019-04-26,DGBBTC,2.13e-06,2.2e-06,2.04e-06,2.16e-06,447903.43,0.9598
2019-04-25,DGBBTC,2.15e-06,2.28e-06,2.09e-06,2.13e-06,343733.4,0.748
2019-04-24,DGBBTC,2.31e-06,2.37e-06,2.1e-06,2.15e-06,386636.45,0.8435
2019-04-23,DGBBTC,2.43e-06,2.44e-06,2.23e-06,2.31e-06,290799.42,0.6865
2019-04-22,DGBBTC,2.39e-06,2.49e-06,2.38e-06,2.43e-06,241862.57,0.5883
2019-04-21,DGBBTC,2.49e-06,2.5e-06,2.38e-06,2.39e-06,235527.79,0.5678
2019-04-20,DGBBTC,2.53e-06,2.56e-06,2.45e-06,2.49e-06,101439.7,0.2534
2019-04-19,DGBBTC,2.63e-06,2.64e-06,2.53e-06,2.53e-06,276384.51,0.7185
2019-04-18,DGBBTC,2.5e-06,2.63e-06,2.49e-06,2.63e-06,222610.08,0.5723
2019-04-17,DGBBTC,2.5e-06,2.53e-06,2.46e-06,2.5e-06,175857.17,0.4392
2019-04-16,DGBBTC,2.53e-06,2.55e-06,2.45e-06,2.5e-06,245265.81,0.6146
2019-04-15,DGBBTC,2.55e-06,2.58e-06,2.47e-06,2.53e-06,119694.94,0.3023
2019-04-14,DGBBTC,2.63e-06,2.64e-06,2.5e-06,2.55e-06,132172.11,0.3339
2019-04-13,DGBBTC,2.57e-06,2.63e-06,2.5e-06,2.63e-06,150710.87,0.3857
2019-04-12,DGBBTC,2.49e-06,2.69e-06,2.49e-06,2.57e-06,171245.24,0.45
2019-04-11,DGBBTC,2.61e-06,2.61e-06,2.45e-06,2.49e-06,450222.94,1.13
2019-04-10,DGBBTC,2.67e-06,2.74e-06,2.57e-06,2.61e-06,157689.87,0.4166
2019-04-09,DGBBTC,2.76e-06,2.85e-06,2.65e-06,2.67e-06,133677.92,0.3643
2019-04-08,DGBBTC,2.91e-06,2.91e-06,2.75e-06,2.76e-06,47110.68,0.1333
2019-04-07,DGBBTC,2.94e-06,2.95e-06,2.83e-06,2.91e-06,19060.07,0.05501
2019-04-06,DGBBTC,2.94e-06,3.01e-06,2.88e-06,2.94e-06,28923.66,0.08448
2019-04-05,DGBBTC,2.97e-06,3.02e-06,2.9e-06,2.94e-06,15854.25,0.04721
2019-04-04,DGBBTC,3.02e-06,3.02e-06,2.88e-06,2.97e-06,24879.49,0.07369
2019-04-03,DGBBTC,2.98e-06,3.12e-06,2.88e-06,3.02e-06,27801.64,0.08323
2019-04-02,DGBBTC,3.14e-06,3.18e-06,2.89e-06,2.98e-06,30986.1,0.09183
2019-04-01,DGBBTC,3.07e-06,3.18e-06,3.06e-06,3.14e-06,69091.57,0.2151
2019-03-31,DGBBTC,2.98e-06,3.07e-06,2.94e-06,3.07e-06,24117.26,0.07212
2019-03-30,DGBBTC,2.94e-06,3.02e-06,2.91e-06,2.98e-06,35577.98,0.1048
2019-03-29,DGBBTC,3.04e-06,3.08e-06,2.89e-06,2.94e-06,22598.15,0.06754
2019-03-28,DGBBTC,3.1e-06,3.13e-06,3.01e-06,3.04e-06,26866.34,0.0817
2019-03-27,DGBBTC,3.07e-06,3.14e-06,3.01e-06,3.1e-06,62460.18,0.1912
2019-03-26,DGBBTC,3.04e-06,3.14e-06,2.98e-06,3.07e-06,39487.21,0.1215
2019-03-25,DGBBTC,3.15e-06,3.18e-06,3.03e-06,3.04e-06,39177.11,0.1206
2019-03-24,DGBBTC,3.15e-06,3.19e-06,3.13e-06,3.15e-06,33448.05,0.1049
2019-03-23,DGBBTC,3.16e-06,3.24e-06,3.13e-06,3.15e-06,68781.28,0.2155
2019-03-22,DGBBTC,3.13e-06,3.23e-06,3.12e-06,3.16e-06,42663.51,0.1365
2019-03-21,DGBBTC,3.29e-06,3.34e-06,3.12e-06,3.13e-06,21596.82,0.06948
