Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume MON,Volume ABTC
2019-07-03,MONABTC,0.0002117,0.0002117,0.0002068,0.0002068,1436.0,0.2973
2019-07-02,MONABTC,0.0002398,0.0002399,0.0002117,0.0002117,1482.0,0.3222
2019-07-01,MONABTC,0.000226,0.0002398,0.0002151,0.0002398,864.0,0.201
2019-06-30,MONABTC,0.0002011,0.000226,0.0002011,0.000226,11786.0,2.451
2019-06-29,MONABTC,0.0002011,0.0002105,0.0002011,0.0002011,5754.0,1.184
2019-06-28,MONABTC,0.0002134,0.0002134,0.0002011,0.0002011,4843.0,0.9867
2019-06-27,MONABTC,0.0002081,0.0002447,0.000206,0.0002134,15796.0,3.595
2019-06-26,MONABTC,0.0002407,0.0002498,0.0002011,0.0002081,12734.0,2.788
2019-06-25,MONABTC,0.0002506,0.0002594,0.0002406,0.0002407,6792.0,1.682
2019-06-24,MONABTC,0.0002377,0.0002506,0.0002377,0.0002506,1481.0,0.3674
2019-06-23,MONABTC,0.0002542,0.0002542,0.0002372,0.0002377,90.0,0.02211
2019-06-22,MONABTC,0.0002759,0.000276,0.0002356,0.0002542,19697.0,5.034
2019-06-21,MONABTC,0.0002412,0.000295,0.000241,0.0002759,22963.0,6.454
2019-06-20,MONABTC,0.0002649,0.0002649,0.0002412,0.0002412,1128.0,0.2805
2019-06-19,MONABTC,0.0002483,0.0002655,0.0002472,0.0002649,8154.0,2.059
2019-06-18,MONABTC,0.0002459,0.0002778,0.0002329,0.0002483,5344.0,1.361
2019-06-17,MONABTC,0.0002209,0.0002459,0.0002209,0.0002459,7156.0,1.701
2019-06-16,MONABTC,0.0002232,0.0002498,0.0002103,0.0002209,7621.0,1.657
2019-06-15,MONABTC,0.0002233,0.00023,0.0002232,0.0002232,4890.0,1.092
2019-06-14,MONABTC,0.0002471,0.0002471,0.0002233,0.0002233,3069.0,0.7355
2019-06-13,MONABTC,0.0002494,0.0002599,0.000244,0.0002471,1767.0,0.4499
2019-06-12,MONABTC,0.0002708,0.0002708,0.0002402,0.0002494,757.0,0.191
2019-06-11,MONABTC,0.0002746,0.0002848,0.0002602,0.0002708,4458.0,1.206
2019-06-10,MONABTC,0.0002957,0.0002957,0.0002702,0.0002746,1411.0,0.3898
2019-06-09,MONABTC,0.0003082,0.0003082,0.000288,0.0002957,852.0,0.2467
2019-06-08,MONABTC,0.0002845,0.0003257,0.00028,0.0003082,11865.0,3.557
2019-06-07,MONABTC,0.0002978,0.0002978,0.0002505,0.0002845,14053.0,3.81
2019-06-06,MONABTC,0.000309,0.0003148,0.0002506,0.0002978,9894.0,2.82
2019-06-05,MONABTC,0.0003798,0.00048,0.0003,0.000309,46404.0,18.48
2019-06-04,MONABTC,0.0003271,0.00038,0.0003271,0.0003798,23787.0,8.55
2019-06-03,MONABTC,0.0003599,0.0003599,0.0003089,0.0003271,6980.0,2.27
2019-06-02,MONABTC,0.000444,0.000444,0.000279,0.0003599,10923.0,3.72
2019-06-01,MONABTC,0.0002505,0.000444,0.0002505,0.000444,36959.0,12.36
2019-05-31,MONABTC,0.00013,0.00035,0.00013,0.0002505,95884.0,22.63
2019-05-30,MONABTC,0.000133,0.000133,0.00013,0.00013,3515.0,0.4673
2019-05-29,MONABTC,0.0001203,0.000133,0.0001203,0.000133,705.0,0.08972
2019-05-28,MONABTC,0.000121,0.000121,0.0001203,0.0001203,10.0,0.001203
2019-05-27,MONABTC,0.0001366,0.0001367,0.0001201,0.000121,2690.0,0.3588
2019-05-26,MONABTC,0.000127,0.0001366,0.0001201,0.0001366,618.0,0.07777
2019-05-25,MONABTC,0.000127,0.000127,0.000127,0.000127,4.0,0.000508
2019-05-24,MONABTC,0.000122,0.0001368,0.00012,0.000127,494.0,0.06441
2019-05-23,MONABTC,0.00013,0.00013,0.000122,0.000122,1331.0,0.1626
2019-05-22,MONABTC,0.00013,0.0001331,0.00013,0.00013,377.0,0.04928
2019-05-21,MONABTC,0.0001212,0.000135,0.0001212,0.00013,1684.0,0.2257
2019-05-20,MONABTC,0.000143,0.000157,0.0001212,0.0001212,1089.0,0.1485
2019-05-19,MONABTC,0.000143,0.000143,0.0001211,0.000143,2213.0,0.2901
2019-05-18,MONABTC,0.0001341,0.0001539,0.0001341,0.000143,936.0,0.1293
2019-05-17,MONABTC,0.00014,0.0001597,0.0001341,0.0001341,20.0,0.003045
2019-05-16,MONABTC,0.000129,0.00015,0.000129,0.00014,3158.0,0.4408
2019-05-15,MONABTC,0.000129,0.000143,0.000129,0.000129,1324.0,0.1792
2019-05-14,MONABTC,0.0001202,0.000143,0.000118,0.000129,6520.0,0.8705
2019-05-13,MONABTC,0.000129,0.0001399,0.0001202,0.0001202,3104.0,0.3925
2019-05-12,MONABTC,0.0001311,0.000145,0.0001263,0.000129,2088.0,0.2726
2019-05-11,MONABTC,0.000151,0.000151,0.0001311,0.0001311,1148.0,0.1602
2019-05-10,MONABTC,0.0001504,0.000161,0.0001411,0.000151,695.0,0.1026
2019-05-09,MONABTC,0.0001624,0.0001624,0.0001504,0.0001504,2724.0,0.4328
2019-05-08,MONABTC,0.0001718,0.0001718,0.0001607,0.0001624,4176.0,0.6827
2019-05-07,MONABTC,0.0001751,0.0001763,0.00017,0.00017,829.0,0.1453
2019-05-06,MONABTC,0.0001794,0.0001794,0.0001728,0.0001751,1373.0,0.2456
2019-05-05,MONABTC,0.0001759,0.000188,0.0001759,0.0001794,5392.0,0.9963
2019-05-04,MONABTC,0.0001757,0.0001898,0.0001757,0.0001759,5843.0,1.09
2019-05-03,MONABTC,0.0001982,0.0001982,0.0001757,0.0001757,11146.0,2.16
2019-05-02,MONABTC,0.0002022,0.0002022,0.0001982,0.0001982,377.0,0.07496
2019-05-01,MONABTC,0.0002077,0.0002088,0.0001999,0.0002022,393386.0,80.28
2019-04-30,MONABTC,0.000201,0.00023,0.0001927,0.0002077,58316.0,11.97
2019-04-29,MONABTC,0.0002098,0.00021,0.0001927,0.000201,4532.0,0.9021
2019-04-28,MONABTC,0.000165,0.0002098,0.000165,0.0002098,5614.0,1.09
2019-04-27,MONABTC,0.000175,0.000175,0.0001621,0.000165,58.0,0.009653
2019-04-26,MONABTC,0.0001712,0.0001848,0.00017,0.000175,7487.0,1.29
2019-04-25,MONABTC,0.0001868,0.0001868,0.0001711,0.0001712,355.0,0.06077
2019-04-24,MONABTC,0.0002,0.0002,0.0001579,0.0001868,6548.0,1.25
2019-04-23,MONABTC,0.000182,0.0003,0.00017,0.0002,1820.0,0.3546
2019-04-22,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-21,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-20,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-19,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-18,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-17,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-16,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-15,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-14,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-13,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-12,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-11,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-10,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-09,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-08,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-07,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-06,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-05,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-04,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-03,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-02,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-04-01,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-03-31,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-03-30,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-03-29,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
2019-03-28,MONABTC,0.000182,0.000182,0.000182,0.000182,0.0,0.0
