Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume PIV,Volume XLTC
2019-06-11,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-10,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-09,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-08,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-07,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-06,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-05,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-04,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-03,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-02,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-06-01,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-31,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-30,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-29,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-28,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-27,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-26,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-25,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-24,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-23,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-22,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-21,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-20,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-19,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-18,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-17,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-16,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-15,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-14,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-13,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
2019-05-12,PIVXLTC,0.0251,0.0251,0.0251,0.0251,0.0,0.0
