Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-07-03,LTCUSD,118.77,122.45,118.77,121.46,6.298,768.39
2019-07-02,LTCUSD,123.48,123.48,115.5,118.77,49.82,5893.92
2019-07-01,LTCUSD,113.95,124.61,113.95,123.48,32.48,3921.92
2019-06-30,LTCUSD,135.99,135.99,113.95,113.95,22.33,2997.83
2019-06-29,LTCUSD,120.27,135.99,117.09,135.99,5.434,703.63
2019-06-28,LTCUSD,110.47,131.16,110.47,120.27,33.84,3983.89
2019-06-27,LTCUSD,123.86,137.99,106.67,110.47,318.4,37644.39
2019-06-26,LTCUSD,131.46,139.99,123.86,123.86,120.96,16442.46
2019-06-25,LTCUSD,134.82,135.4,130.01,131.46,125.15,16651.48
2019-06-24,LTCUSD,136.89,141.28,133.52,134.82,62.95,8502.02
2019-06-23,LTCUSD,140,146.89,136.89,136.89,2.21,322.32
2019-06-22,LTCUSD,134.93,144.59,134.93,140,11.3,1585.62
2019-06-21,LTCUSD,134.38,141.99,134.38,134.93,86.52,11891.66
2019-06-20,LTCUSD,135.47,136.85,134.36,134.38,40.51,5510.74
2019-06-19,LTCUSD,134.6,138.79,134.6,135.47,37.71,5122.28
2019-06-18,LTCUSD,132.82,134.6,130,134.6,40.09,5233.41
2019-06-17,LTCUSD,135.7,136.03,132.12,132.82,20.13,2674.04
2019-06-16,LTCUSD,144.99,144.99,135.7,135.7,14.26,1935.7
2019-06-15,LTCUSD,131.03,144.99,131.03,144.99,0.2131,30.9
2019-06-14,LTCUSD,133,133,129.28,131.03,16.16,2099.12
2019-06-13,LTCUSD,134.5,135.84,129.5,133,18.34,2428.29
2019-06-12,LTCUSD,137.99,141,134.25,134.5,147.8,20349.5
2019-06-11,LTCUSD,128,137.99,126.94,137.99,153.48,20064.59
2019-06-10,LTCUSD,113.01,128,113.01,128,13.06,1636.86
2019-06-09,LTCUSD,115.83,124.99,112.23,113.01,8.562,984.97
2019-06-08,LTCUSD,115.83,115.83,115.83,115.83,0.0,0.0
2019-06-07,LTCUSD,109.57,120,109.57,115.83,103.35,12033.03
2019-06-06,LTCUSD,102.51,109.57,102.07,109.57,32.81,3377.37
2019-06-05,LTCUSD,100.02,104.32,100.02,102.51,2.1,216.1
2019-06-04,LTCUSD,107.79,116.98,100.02,100.02,262.19,27016.0
2019-06-03,LTCUSD,119.99,119.99,107.79,107.79,17.93,1989.66
2019-06-02,LTCUSD,104.03,120,104.03,119.99,7.6,911.89
2019-06-01,LTCUSD,117.81,119.98,102.69,104.03,9.93,1119.81
2019-05-31,LTCUSD,107.26,117.82,106.03,117.81,23.09,2491.18
2019-05-30,LTCUSD,112.99,120,105.15,107.26,105.59,11660.71
2019-05-29,LTCUSD,114.35,117.39,110.14,112.99,4.47,508.76
2019-05-28,LTCUSD,117.23,117.23,113.22,114.35,74.33,8441.82
2019-05-27,LTCUSD,112,120,112,117.23,187.14,21568.12
2019-05-26,LTCUSD,60,113.06,60,112,31.8,3482.89
2019-05-25,LTCUSD,100.75,101.02,60,60,30.29,2176.65
2019-05-24,LTCUSD,88.03,102.11,88.03,100.75,66.17,6602.8
2019-05-23,LTCUSD,90.5,90.5,87.65,88.03,25.84,2280.02
2019-05-22,LTCUSD,92.83,92.83,90.01,90.5,5.48,496.48
2019-05-21,LTCUSD,91,92.83,91,92.83,4.78,435.87
2019-05-20,LTCUSD,96,101,91,91,19.96,1991.52
2019-05-19,LTCUSD,88,96,88,96,0.5665,54.39
2019-05-18,LTCUSD,85.54,88,85.54,88,0.5682,50.0
2019-05-17,LTCUSD,94.27,94.27,85.54,85.54,2.15,190.13
2019-05-16,LTCUSD,101.78,105,92.54,94.27,148.11,14502.62
2019-05-15,LTCUSD,90.63,101.78,87.62,101.78,123.68,11676.58
2019-05-14,LTCUSD,87.64,92.75,80,90.63,101.16,9132.43
2019-05-13,LTCUSD,89.5,94.97,85.27,87.64,41.3,3612.19
2019-05-12,LTCUSD,90.9,90.9,89.5,89.5,0.487,43.98
2019-05-11,LTCUSD,76.64,90.9,76.64,90.9,21.31,1844.4
2019-05-10,LTCUSD,73.78,76.64,73.78,76.64,2.54,194.39
2019-05-09,LTCUSD,73.73,83.78,72.63,73.78,1.33,97.91
2019-05-08,LTCUSD,73.53,73.73,72.62,73.73,36.42,2652.46
2019-05-07,LTCUSD,74.6,76.28,74.6,76.28,88.28,6732.32
2019-05-06,LTCUSD,75.35,75.41,72.75,74.6,15.98,1165.38
2019-05-05,LTCUSD,78.71,78.71,72.61,75.35,0.3745,27.82
2019-05-04,LTCUSD,78.71,78.71,78.71,78.71,0.0,0.0
2019-05-03,LTCUSD,71.79,78.71,71.79,78.71,2.58,195.07
2019-05-02,LTCUSD,71,71.79,71,71.79,0.1454,10.44
2019-05-01,LTCUSD,71,71,71,71,1.69,119.79
