Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume ILS
2019-03-04 12-AM,BTCILS,13750,13750,13750,13750,0.0,0.0
2019-03-03 11-PM,BTCILS,13750,13750,13750,13750,0.0,0.0
2019-03-03 10-PM,BTCILS,13750,13750,13750,13750,0.0,0.0
2019-03-03 09-PM,BTCILS,13750,13750,13750,13750,0.0,0.0
2019-03-03 08-PM,BTCILS,13750,13750,13750,13750,0.0,0.0
2019-03-03 07-PM,BTCILS,14049.52,14049.52,13750,13750,0.216,2970.3
2019-03-03 06-PM,BTCILS,14049.52,14049.52,14049.52,14049.52,0.0,0.0
2019-03-03 05-PM,BTCILS,14049.52,14049.52,14049.52,14049.52,0.0,0.0
2019-03-03 04-PM,BTCILS,13550.16,14049.52,13502.97,14049.52,0.783,10783.93
2019-03-03 03-PM,BTCILS,13880,13880,13550.16,13550.16,3.27,44490.92
2019-03-03 02-PM,BTCILS,13880,13880,13880,13880,0.0306,424.73
2019-03-03 01-PM,BTCILS,14049.24,14049.24,13750,13880,0.9679,13413.91
2019-03-03 12-PM,BTCILS,14049.24,14049.24,14049.24,14049.24,0.0,0.0
2019-03-03 11-AM,BTCILS,13650.73,14049.24,13650.73,14049.24,0.00275,38.29
2019-03-03 10-AM,BTCILS,14050,14189,13650.73,13650.73,0.8434,11566.93
2019-03-03 09-AM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-03-03 08-AM,BTCILS,14050,14050,14000,14050,0.1946,2726.25
2019-03-03 07-AM,BTCILS,14163.76,14163.76,14050,14050,0.1068,1500.0
2019-03-03 06-AM,BTCILS,14050,14163.76,14050,14163.76,0.7,9904.63
2019-03-03 05-AM,BTCILS,14143.64,14143.64,14050,14050,0.07117,1000.0
2019-03-03 04-AM,BTCILS,14143.64,14143.64,14143.64,14143.64,0.0,0.0
2019-03-03 03-AM,BTCILS,14143.64,14143.64,14143.64,14143.64,0.0,0.0
2019-03-03 02-AM,BTCILS,14143.64,14143.64,14143.64,14143.64,0.0,0.0
2019-03-03 01-AM,BTCILS,14143.64,14143.64,14143.64,14143.64,0.0,0.0
2019-03-03 12-AM,BTCILS,14200.89,14200.89,14143.63,14143.64,0.5881,8317.17
2019-03-02 11-PM,BTCILS,14200.89,14200.89,14200.89,14200.89,0.0,0.0
2019-03-02 10-PM,BTCILS,13600.17,14200.89,13600.17,14200.89,0.006972,99.01
2019-03-02 09-PM,BTCILS,13600.17,13600.17,13600.17,13600.17,0.0,0.0
2019-03-02 08-PM,BTCILS,14172.61,14172.61,13600.17,13600.17,1.0,13671.69
2019-03-02 07-PM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 06-PM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 05-PM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 04-PM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 03-PM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 02-PM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 01-PM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 12-PM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 11-AM,BTCILS,14172.61,14172.61,14172.61,14172.61,0.0,0.0
2019-03-02 10-AM,BTCILS,14359.68,14359.68,14040,14172.61,0.6,8487.23
2019-03-02 09-AM,BTCILS,14359.68,14359.68,14359.68,14359.68,0.0,0.0
2019-03-02 08-AM,BTCILS,14359.68,14359.68,14359.68,14359.68,0.0,0.0
2019-03-02 07-AM,BTCILS,14359.68,14359.68,14359.68,14359.68,0.0,0.0
2019-03-02 06-AM,BTCILS,14359.68,14359.68,14359.68,14359.68,0.0,0.0
2019-03-02 05-AM,BTCILS,14359.68,14359.68,14359.68,14359.68,0.0,0.0
2019-03-02 04-AM,BTCILS,14359.68,14359.68,14359.68,14359.68,0.0,0.0
2019-03-02 03-AM,BTCILS,14359.68,14359.68,14359.68,14359.68,0.0,0.0
2019-03-02 02-AM,BTCILS,14359.68,14359.68,14359.68,14359.68,0.0,0.0
2019-03-02 01-AM,BTCILS,14050,14359.68,14050,14359.68,0.2457,3520.27
2019-03-02 12-AM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-03-01 11-PM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-03-01 10-PM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-03-01 09-PM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-03-01 08-PM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-03-01 07-PM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-03-01 06-PM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-03-01 05-PM,BTCILS,13567.36,14050,13567.36,14050,0.938,12801.8
2019-03-01 04-PM,BTCILS,13567.36,13567.36,13567.36,13567.36,0.0,0.0
2019-03-01 03-PM,BTCILS,13567.36,13567.36,13567.36,13567.36,0.0,0.0
2019-03-01 02-PM,BTCILS,14331.99,14331.99,13567.36,13567.36,0.109,1486.13
2019-03-01 01-PM,BTCILS,13605.94,14331.99,13605.94,14331.99,0.6319,9010.42
2019-03-01 12-PM,BTCILS,13557.85,14111.62,13557.85,13605.94,1.8,25332.88
2019-03-01 11-AM,BTCILS,13557.85,13557.85,13557.85,13557.85,0.0,0.0
2019-03-01 10-AM,BTCILS,13557.85,13557.85,13557.85,13557.85,0.0,0.0
2019-03-01 09-AM,BTCILS,14199.99,14199.99,13557.85,13557.85,1.63,22199.74
2019-03-01 08-AM,BTCILS,14142.44,14199.99,14142.44,14199.99,0.3486,4950.49
2019-03-01 07-AM,BTCILS,14142.44,14142.44,14142.44,14142.44,0.0,0.0
2019-03-01 06-AM,BTCILS,14142.44,14142.44,14142.44,14142.44,0.0,0.0
2019-03-01 05-AM,BTCILS,14142.44,14142.44,14142.44,14142.44,0.0,0.0
2019-03-01 04-AM,BTCILS,14066.77,14142.44,14066.77,14142.44,0.9,12728.64
2019-03-01 03-AM,BTCILS,14066.77,14066.77,14066.77,14066.77,0.0,0.0
2019-03-01 02-AM,BTCILS,14066.77,14066.77,14066.77,14066.77,0.0,0.0
2019-03-01 01-AM,BTCILS,14066.77,14066.77,14066.77,14066.77,0.0,0.0
2019-03-01 12-AM,BTCILS,14154.37,14154.37,14066.77,14066.77,0.583,8201.0
2019-02-28 11-PM,BTCILS,14154.37,14154.37,14154.37,14154.37,0.0,0.0
2019-02-28 10-PM,BTCILS,14050,14154.37,14050,14154.37,0.7065,10000.0
2019-02-28 09-PM,BTCILS,14050,14050,14050,14050,0.01,140.5
2019-02-28 08-PM,BTCILS,14050,14050,14050,14050,0.0,0.0
2019-02-28 07-PM,BTCILS,14149.99,14149.99,14050,14050,0.0135,189.68
2019-02-28 06-PM,BTCILS,14149.99,14149.99,14149.99,14149.99,0.0,0.0
2019-02-28 05-PM,BTCILS,14149.99,14149.99,14149.99,14149.99,0.0,0.0
2019-02-28 04-PM,BTCILS,13752,14149.99,13752,14149.99,0.01345,190.35
2019-02-28 03-PM,BTCILS,13752,13752,13752,13752,2.35,32333.03
2019-02-28 02-PM,BTCILS,13752,13752,13752,13752,0.0,0.0
2019-02-28 01-PM,BTCILS,13752,13752,13752,13752,0.0,0.0
2019-02-28 12-PM,BTCILS,13752,13752,13752,13752,0.0,0.0
2019-02-28 11-AM,BTCILS,13638.88,14176.81,13638.88,13752,1.78,25061.17
2019-02-28 10-AM,BTCILS,14214.68,14214.68,13638.88,13638.88,1.03,14007.61
2019-02-28 09-AM,BTCILS,14161.26,14214.68,14161.26,14214.68,2.05,29132.85
2019-02-28 08-AM,BTCILS,14161.26,14161.26,14161.26,14161.26,0.0,0.0
2019-02-28 07-AM,BTCILS,14161.26,14161.26,14161.26,14161.26,0.0,0.0
2019-02-28 06-AM,BTCILS,14150.91,14161.26,14150.91,14161.26,0.4195,5940.59
2019-02-28 05-AM,BTCILS,14150.91,14150.91,14150.91,14150.91,0.0,0.0
2019-02-28 04-AM,BTCILS,14150.91,14150.91,14150.91,14150.91,0.0,0.0
2019-02-28 03-AM,BTCILS,13952.86,14150.91,13952.86,14150.91,0.4001,5661.17
2019-02-28 02-AM,BTCILS,13952.86,13952.86,13952.86,13952.86,0.0,0.0
2019-02-28 01-AM,BTCILS,13952.86,13952.86,13952.86,13952.86,0.0,0.0
2019-02-28 12-AM,BTCILS,13952.86,13952.86,13952.86,13952.86,0.0,0.0
2019-02-27 11-PM,BTCILS,13952.86,13952.86,13952.86,13952.86,0.0,0.0
2019-02-27 10-PM,BTCILS,13969.86,13969.86,13952.86,13952.86,0.007957,111.02
2019-02-27 09-PM,BTCILS,14133.22,14133.22,13025.53,13969.86,1.32,17833.0
2019-02-27 08-PM,BTCILS,14133.22,14133.22,14133.22,14133.22,0.0,0.0
2019-02-27 07-PM,BTCILS,14133.22,14133.22,14133.22,14133.22,0.0,0.0
2019-02-27 06-PM,BTCILS,14133.22,14133.22,14133.22,14133.22,0.0,0.0
2019-02-27 05-PM,BTCILS,14133.22,14133.22,14133.22,14133.22,0.0,0.0
2019-02-27 04-PM,BTCILS,14085.67,14133.22,13990.97,14133.22,0.6,8458.51
2019-02-27 03-PM,BTCILS,14085.67,14085.67,14085.67,14085.67,0.0,0.0
2019-02-27 02-PM,BTCILS,14148.45,14148.45,13254.78,14085.67,1.17,16048.14
2019-02-27 01-PM,BTCILS,14148.45,14148.45,14148.45,14148.45,0.0,0.0
2019-02-27 12-PM,BTCILS,13331.03,14210.42,13331.03,14148.45,0.02434,345.76
2019-02-27 11-AM,BTCILS,14137.54,14185.77,13331.03,13331.03,3.89,53143.57
2019-02-27 10-AM,BTCILS,14132.98,14137.54,14132.98,14137.54,0.008501,120.19
2019-02-27 09-AM,BTCILS,14132.98,14132.98,14132.98,14132.98,0.0,0.0
2019-02-27 08-AM,BTCILS,14132.98,14132.98,14132.98,14132.98,0.0,0.0
2019-02-27 07-AM,BTCILS,14132.98,14132.98,14132.98,14132.98,0.0,0.0
2019-02-27 06-AM,BTCILS,14132.98,14132.98,14132.98,14132.98,0.0,0.0
2019-02-27 05-AM,BTCILS,14123.39,14132.98,14123.39,14132.98,0.6,8480.18
2019-02-27 04-AM,BTCILS,14027.91,14123.39,14027.91,14123.39,0.6301,8899.04
2019-02-27 03-AM,BTCILS,14027.91,14027.91,14027.91,14027.91,0.0,0.0
2019-02-27 02-AM,BTCILS,14027.91,14027.91,14027.91,14027.91,0.0,0.0
2019-02-27 01-AM,BTCILS,14027.91,14027.91,14027.91,14027.91,0.0,0.0
2019-02-27 12-AM,BTCILS,14085.69,14085.69,14027.91,14027.91,0.7115,9981.45
2019-02-26 11-PM,BTCILS,14131.3,14131.3,14085.69,14085.69,0.1757,2475.25
2019-02-26 10-PM,BTCILS,14127.13,14131.3,14127.13,14131.3,0.5,7065.81
2019-02-26 09-PM,BTCILS,14049.54,14127.13,14049.54,14127.13,0.4247,5999.86
2019-02-26 08-PM,BTCILS,14000,14049.54,14000,14049.54,0.7047,9900.99
2019-02-26 07-PM,BTCILS,13800,14111.78,13800,14000,0.3254,4499.44
2019-02-26 06-PM,BTCILS,13800,13800,13800,13800,0.0,0.0
2019-02-26 05-PM,BTCILS,13800,13800,13800,13800,0.633,8735.4
2019-02-26 04-PM,BTCILS,13850,13850,13800,13800,0.7326,10110.0
2019-02-26 03-PM,BTCILS,13850,13850,13850,13850,0.0071,98.34
2019-02-26 02-PM,BTCILS,13959.84,13959.84,13850,13850,0.08221,1138.61
2019-02-26 01-PM,BTCILS,13600,13959.84,13600,13959.84,0.4876,6759.62
2019-02-26 12-PM,BTCILS,13959.84,13959.84,13600,13600,0.1566,2129.76
2019-02-26 11-AM,BTCILS,13959.84,13959.84,13959.84,13959.84,0.0,0.0
2019-02-26 10-AM,BTCILS,13959.84,13959.84,13959.84,13959.84,0.0,0.0
2019-02-26 09-AM,BTCILS,13959.68,13959.84,13959.68,13959.84,0.3972,5544.55
2019-02-26 08-AM,BTCILS,13959.84,13959.84,13959.68,13959.68,0.5112,7135.64
2019-02-26 07-AM,BTCILS,13959.84,13959.84,13959.84,13959.84,0.07092,990.0
2019-02-26 06-AM,BTCILS,14019.37,14019.37,13959.84,13959.84,0.03546,495.0
2019-02-26 05-AM,BTCILS,14044.79,14044.79,14019.37,14019.37,0.7,9813.56
2019-02-26 04-AM,BTCILS,14044.79,14044.79,14044.79,14044.79,0.0,0.0
2019-02-26 03-AM,BTCILS,14044.79,14044.79,14044.79,14044.79,0.0,0.0
2019-02-26 02-AM,BTCILS,14044.79,14044.79,14044.79,14044.79,0.0,0.0
2019-02-26 01-AM,BTCILS,14044.79,14044.79,14044.79,14044.79,0.0,0.0
2019-02-26 12-AM,BTCILS,13600.01,14045.04,13600.01,14044.79,0.7729,10855.19
2019-02-25 11-PM,BTCILS,13600.01,13600.01,13600.01,13600.01,0.0,0.0
2019-02-25 10-PM,BTCILS,13600.01,13600.01,13600.01,13600.01,0.0,0.0
2019-02-25 09-PM,BTCILS,13600.01,13600.01,13600.01,13600.01,0.0,0.0
2019-02-25 08-PM,BTCILS,13600.01,13600.01,13600.01,13600.01,0.0,0.0
2019-02-25 07-PM,BTCILS,14049.24,14049.24,13600.01,13600.01,0.2068,2857.4
2019-02-25 06-PM,BTCILS,14040.02,14049.24,14040.02,14049.24,0.0068,95.53
2019-02-25 05-PM,BTCILS,14069.58,14069.58,14040.02,14040.02,0.2,2808.26
2019-02-25 04-PM,BTCILS,13959.05,14069.58,13900,14069.58,0.2799,3936.53
2019-02-25 03-PM,BTCILS,13959.05,13959.05,13959.05,13959.05,0.0,0.0
2019-02-25 02-PM,BTCILS,13959.05,13959.05,13959.05,13959.05,0.0,0.0
2019-02-25 01-PM,BTCILS,13302,13959.05,13300,13959.05,2.62,35207.98
2019-02-25 12-PM,BTCILS,13302,13334.31,13302,13302,0.116,1545.62
2019-02-25 11-AM,BTCILS,13302,13302,13302,13302,0.0,0.0
2019-02-25 10-AM,BTCILS,13899.84,13899.84,13302,13302,1.59,21573.31
2019-02-25 09-AM,BTCILS,13305,13899.84,13305,13899.84,3.03,41916.17
2019-02-25 08-AM,BTCILS,13302,13305,13302,13305,0.008,106.44
2019-02-25 07-AM,BTCILS,13302,13302.01,13302,13302,0.0995,1323.55
2019-02-25 06-AM,BTCILS,13821,13821,13302,13302,0.62,8262.44
2019-02-25 05-AM,BTCILS,13821,13821,13821,13821,0.2239,3094.57
2019-02-25 04-AM,BTCILS,13808.01,13821,13808.01,13821,0.6,8286.8
2019-02-25 03-AM,BTCILS,13808.01,13808.01,13808.01,13808.01,0.0,0.0
2019-02-25 02-AM,BTCILS,13808.01,13808.01,13808.01,13808.01,0.0,0.0
2019-02-25 01-AM,BTCILS,13808.01,13808.01,13808.01,13808.01,0.0,0.0
2019-02-25 12-AM,BTCILS,13809.91,13809.91,13808.01,13808.01,0.9876,13637.41
2019-02-24 11-PM,BTCILS,13809.91,13809.91,13809.91,13809.91,0.0,0.0
2019-02-24 10-PM,BTCILS,13809.91,13809.91,13809.91,13809.91,0.0,0.0
2019-02-24 09-PM,BTCILS,13809.91,13809.91,13809.91,13809.91,0.0,0.0
2019-02-24 08-PM,BTCILS,13809.91,13809.91,13809.91,13809.91,0.0,0.0
2019-02-24 07-PM,BTCILS,13809.91,13809.91,13809.91,13809.91,0.0,0.0
2019-02-24 06-PM,BTCILS,13550,13809.91,13550,13809.91,0.0069,95.29
2019-02-24 05-PM,BTCILS,13575,13575,13550,13550,0.1476,2000.0
2019-02-24 04-PM,BTCILS,13856.65,13856.65,13575,13575,0.6586,8940.17
2019-02-24 03-PM,BTCILS,13575,13941.45,13575,13856.65,0.7168,9933.65
2019-02-24 02-PM,BTCILS,14885,14885,13575,13575,4.36,60403.47
2019-02-24 01-PM,BTCILS,14500,14900,14500,14885,0.5936,8843.66
2019-02-24 12-PM,BTCILS,14898.23,14898.23,14500,14500,0.2146,3122.35
2019-02-24 11-AM,BTCILS,14500,14898.23,14500,14898.23,0.5072,7401.97
2019-02-24 10-AM,BTCILS,14898.25,14898.26,14500,14500,0.128,1866.19
2019-02-24 09-AM,BTCILS,14358.58,14898.25,14358.58,14898.25,0.1784,2658.29
2019-02-24 08-AM,BTCILS,14900,14900,14358.58,14358.58,0.62,8916.38
2019-02-24 07-AM,BTCILS,14900,14900,14900,14900,0.0,0.0
2019-02-24 06-AM,BTCILS,13950,14900,13950,14900,0.75,11167.87
2019-02-24 05-AM,BTCILS,13950,13950,13950,13950,0.0,0.0
2019-02-24 04-AM,BTCILS,14898,14898,13950,13950,5.05,72336.18
2019-02-24 03-AM,BTCILS,14898,14898,14898,14898,0.0,0.0
2019-02-24 02-AM,BTCILS,14600,14898,14600,14898,1.0,14854.0
2019-02-24 01-AM,BTCILS,14600,14600,14600,14600,0.0,0.0
2019-02-24 12-AM,BTCILS,14600,14600,14600,14600,0.0,0.0
2019-02-23 11-PM,BTCILS,14600,14600,14600,14600,0.0,0.0
2019-02-23 10-PM,BTCILS,14600,14600,14600,14600,0.0,0.0
2019-02-23 09-PM,BTCILS,14811,14811,14600,14600,0.2,2920.0
2019-02-23 08-PM,BTCILS,14570,14811,14570,14811,0.8827,13063.53
2019-02-23 07-PM,BTCILS,14364.95,14570,14364.95,14570,0.7795,11357.26
2019-02-23 06-PM,BTCILS,14480,14570,14339.53,14364.95,1.05,15172.9
2019-02-23 05-PM,BTCILS,14480,14480,14400,14480,0.4786,6922.57
2019-02-23 04-PM,BTCILS,14480,14480,14480,14480,0.0,0.0
2019-02-23 03-PM,BTCILS,14480,14480,14480,14480,0.0,0.0
2019-02-23 02-PM,BTCILS,14480,14480,14480,14480,0.0,0.0
2019-02-23 01-PM,BTCILS,14480,14480,14480,14480,0.0,0.0
2019-02-23 12-PM,BTCILS,14480,14480,14480,14480,0.0,0.0
2019-02-23 11-AM,BTCILS,13950.16,14480,13950.16,14480,0.5,7239.8
2019-02-23 10-AM,BTCILS,13950.16,13950.16,13950.16,13950.16,0.0,0.0
2019-02-23 09-AM,BTCILS,13950.16,13950.16,13950.16,13950.16,0.0,0.0
2019-02-23 08-AM,BTCILS,13950.16,13950.16,13950.16,13950.16,0.0,0.0
2019-02-23 07-AM,BTCILS,13950.16,13950.16,13950.16,13950.16,0.0,0.0
2019-02-23 06-AM,BTCILS,14480,14480,13950.16,13950.16,1.0,14021.66
2019-02-23 05-AM,BTCILS,14480,14480,14480,14480,0.0,0.0
2019-02-23 04-AM,BTCILS,14480,14480,14480,14480,0.0,0.0
2019-02-23 03-AM,BTCILS,14480,14480,14480,14480,0.0,0.0
2019-02-23 02-AM,BTCILS,14479,14480,14479,14480,1.04,15036.0
2019-02-23 01-AM,BTCILS,14479,14479,14479,14479,0.0,0.0
2019-02-23 12-AM,BTCILS,14479,14479,14478.97,14479,0.01,144.79
2019-02-22 11-PM,BTCILS,14479,14479,14479,14479,0.0,0.0
2019-02-22 10-PM,BTCILS,14479,14479,14479,14479,0.0,0.0
2019-02-22 09-PM,BTCILS,14479,14479,14479,14479,0.0,0.0
2019-02-22 08-PM,BTCILS,14027.88,14479,14027.88,14479,0.01036,150.0
2019-02-22 07-PM,BTCILS,14479,14479,14027.88,14027.88,0.2529,3548.49
2019-02-22 06-PM,BTCILS,14479,14479,14479,14479,0.0,0.0
2019-02-22 05-PM,BTCILS,14479,14479,14479,14479,0.0,0.0
2019-02-22 04-PM,BTCILS,14479,14479,14479,14479,0.0,0.0
2019-02-22 03-PM,BTCILS,14375,14479,14375,14479,0.03425,495.05
2019-02-22 02-PM,BTCILS,14175,14375,14175,14375,0.2636,3789.44
2019-02-22 01-PM,BTCILS,14175,14175,14175,14175,0.049,694.58
2019-02-22 12-PM,BTCILS,14375,14375,14175,14175,0.1764,2500.47
2019-02-22 11-AM,BTCILS,14175,14375,14175,14375,0.02783,400.0
2019-02-22 10-AM,BTCILS,14100,14175,14100,14175,0.101,1431.97
2019-02-22 09-AM,BTCILS,14000,14100,14000,14100,0.6402,9027.0
2019-02-22 08-AM,BTCILS,14000,14000,14000,14000,2.13,29875.19
2019-02-22 07-AM,BTCILS,14000,14000,14000,14000,0.7777,10887.13
2019-02-22 06-AM,BTCILS,14000,14000,14000,14000,2.29,32086.43
2019-02-22 05-AM,BTCILS,14000,14000,13835.16,14000,0.3842,5361.74
2019-02-22 04-AM,BTCILS,14000,14000,14000,14000,0.7143,10000.0
2019-02-22 03-AM,BTCILS,14000,14000,14000,14000,0.0,0.0
2019-02-22 02-AM,BTCILS,14000,14000,14000,14000,0.936,13104.0
2019-02-22 01-AM,BTCILS,14000,14000,14000,14000,0.0,0.0
2019-02-22 12-AM,BTCILS,14000,14000,14000,14000,0.0,0.0
2019-02-21 11-PM,BTCILS,14000,14000,14000,14000,0.0,0.0
2019-02-21 10-PM,BTCILS,14000,14000,14000,14000,0.6718,9405.84
2019-02-21 09-PM,BTCILS,14000,14000,14000,14000,0.0,0.0
2019-02-21 08-PM,BTCILS,14000,14000,14000,14000,0.2439,3414.2
2019-02-21 07-PM,BTCILS,13835.22,14000,13835.22,14000,0.0068,95.2
2019-02-21 06-PM,BTCILS,14000,14000,13835.22,13835.22,0.04001,554.84
2019-02-21 05-PM,BTCILS,14000,14000,13835.71,14000,0.4711,6523.44
2019-02-21 04-PM,BTCILS,14000,14000,14000,14000,0.0,0.0
2019-02-21 03-PM,BTCILS,14000,14000,14000,14000,0.6315,8841.44
2019-02-21 02-PM,BTCILS,14000,14000,13882.1,14000,0.05598,782.85
2019-02-21 01-PM,BTCILS,14000,14000,14000,14000,0.2015,2820.92
2019-02-21 12-PM,BTCILS,14100,14100,14000,14000,0.0287,402.18
2019-02-21 11-AM,BTCILS,14100,14100,14100,14100,0.07022,990.1
2019-02-21 10-AM,BTCILS,14479.52,14479.52,14100,14100,1.09,15348.6
2019-02-21 09-AM,BTCILS,14479.68,14479.68,14479.45,14479.52,0.6154,8910.89
2019-02-21 08-AM,BTCILS,14479.37,14479.84,14479.04,14479.68,1.13,16289.67
2019-02-21 07-AM,BTCILS,14300,14479.37,14290,14479.37,0.6169,8910.89
2019-02-21 06-AM,BTCILS,14160,14300,14013.76,14300,0.4129,5810.82
2019-02-21 05-AM,BTCILS,14160,14160,14160,14160,0.4,5664.0
2019-02-21 04-AM,BTCILS,14160,14160,14160,14160,0.0,0.0
2019-02-21 03-AM,BTCILS,14160,14160,14160,14160,0.0,0.0
2019-02-21 02-AM,BTCILS,14160,14160,14160,14160,1.03,14526.0
2019-02-21 01-AM,BTCILS,14160,14160,14160,14160,0.0,0.0
2019-02-21 12-AM,BTCILS,14160,14160,14160,14160,0.00226,32.0
2019-02-20 11-PM,BTCILS,14160,14160,14160,14160,0.0,0.0
2019-02-20 10-PM,BTCILS,14160,14160,14160,14160,0.0,0.0
2019-02-20 09-PM,BTCILS,14160,14160,14160,14160,0.0,0.0
2019-02-20 08-PM,BTCILS,14160,14160,14160,14160,0.07866,1113.86
2019-02-20 07-PM,BTCILS,14160,14160,14160,14160,0.0,0.0
2019-02-20 06-PM,BTCILS,14160,14160,14160,14160,0.06992,990.1
2019-02-20 05-PM,BTCILS,14160,14160,14160,14160,0.02766,391.6
2019-02-20 04-PM,BTCILS,14160,14160,14160,14160,0.3671,5198.02
2019-02-20 03-PM,BTCILS,14160,14160,14160,14160,0.0,0.0
2019-02-20 02-PM,BTCILS,14100,14160,14100,14160,0.003807,53.91
2019-02-20 01-PM,BTCILS,14102.24,14479.84,14100,14100,2.35,33664.13
2019-02-20 12-PM,BTCILS,14479.1,14479.1,14102.24,14102.24,6.16,87052.46
2019-02-20 11-AM,BTCILS,14479.1,14479.1,14479.1,14479.1,0.0,0.0
2019-02-20 10-AM,BTCILS,14479.1,14479.1,14479.1,14479.1,0.0,0.0
2019-02-20 09-AM,BTCILS,14479.1,14479.1,14479.1,14479.1,0.0,0.0
2019-02-20 08-AM,BTCILS,14000,14479.1,14000,14479.1,0.06913,1000.79
2019-02-20 07-AM,BTCILS,13805.91,14499,13805.91,14000,2.79,39811.65
2019-02-20 06-AM,BTCILS,14200,14367.8,13805.91,13805.91,0.3158,4490.73
2019-02-20 05-AM,BTCILS,14379.2,14379.2,14200,14200,0.03486,495.04
2019-02-20 04-AM,BTCILS,14283.59,14379.2,14283.59,14379.2,0.7311,10511.28
2019-02-20 03-AM,BTCILS,14283.59,14283.59,14283.59,14283.59,0.0,0.0
2019-02-20 02-AM,BTCILS,14283.59,14283.59,14283.59,14283.59,0.0,0.0
2019-02-20 01-AM,BTCILS,13825,14287.96,13825,14283.59,0.8872,12675.68
2019-02-20 12-AM,BTCILS,13825,13825,13825,13825,0.0,0.0
2019-02-19 11-PM,BTCILS,13825,13825,13825,13825,0.0,0.0
2019-02-19 10-PM,BTCILS,13897.41,13897.41,13825,13825,0.09205,1272.59
2019-02-19 09-PM,BTCILS,14432.12,14432.12,13897.41,13897.41,0.1987,2761.17
2019-02-19 08-PM,BTCILS,14432.12,14432.12,14432.12,14432.12,0.0,0.0
2019-02-19 07-PM,BTCILS,14434.36,14434.36,14432.12,14432.12,0.1372,1980.2
2019-02-19 06-PM,BTCILS,13831.52,14434.36,13831.52,14434.36,4.09,58405.74
2019-02-19 05-PM,BTCILS,14449.84,14449.84,13831.52,13831.52,0.2274,3176.44
2019-02-19 04-PM,BTCILS,14200,14449.84,14200,14449.84,0.0706,1006.21
2019-02-19 03-PM,BTCILS,14200,14200,14200,14200,0.0,0.0
2019-02-19 02-PM,BTCILS,14200,14200,14200,14200,1.42,20190.28
2019-02-19 01-PM,BTCILS,14200,14200,14200,14200,1.41,20000.0
2019-02-19 12-PM,BTCILS,13619.04,14200,13619.04,14200,2.75,38970.31
2019-02-19 11-AM,BTCILS,13619.04,13619.04,13619.04,13619.04,0.0,0.0
2019-02-19 10-AM,BTCILS,13930,13930,13619.04,13619.04,0.2082,2854.62
2019-02-19 09-AM,BTCILS,14199.84,14199.84,13930,13930,0.3228,4506.95
2019-02-19 08-AM,BTCILS,14199.84,14199.84,14199.84,14199.84,0.0,0.0
2019-02-19 07-AM,BTCILS,14199.68,14199.84,14199.52,14199.84,0.4532,6435.0
2019-02-19 06-AM,BTCILS,14251.85,14251.85,14199.68,14199.68,1.79,25370.89
2019-02-19 05-AM,BTCILS,14251.85,14251.85,14251.85,14251.85,0.0,0.0
2019-02-19 04-AM,BTCILS,14251.85,14251.85,14251.85,14251.85,0.0,0.0
2019-02-19 03-AM,BTCILS,14251.85,14251.85,14251.85,14251.85,0.0,0.0
2019-02-19 02-AM,BTCILS,14251.85,14251.85,14251.85,14251.85,0.0,0.0
2019-02-19 01-AM,BTCILS,14251.85,14251.85,14251.85,14251.85,0.0,0.0
2019-02-19 12-AM,BTCILS,14251.85,14251.85,14251.85,14251.85,0.0,0.0
2019-02-18 11-PM,BTCILS,13623.94,14251.85,13623.94,14251.85,1.04,14760.0
2019-02-18 10-PM,BTCILS,13623.94,13623.94,13623.94,13623.94,0.0,0.0
2019-02-18 09-PM,BTCILS,13623.94,13623.94,13623.94,13623.94,0.0,0.0
2019-02-18 08-PM,BTCILS,13623.94,13623.94,13623.94,13623.94,0.0,0.0
2019-02-18 07-PM,BTCILS,13800,13800,13623.94,13623.94,1.0,13623.94
2019-02-18 06-PM,BTCILS,12800.82,13800,12800.82,13800,1.46,20115.29
2019-02-18 05-PM,BTCILS,13700,14099.99,12800.82,12800.82,8.01,106450.02
2019-02-18 04-PM,BTCILS,13700,13700,13700,13700,0.0,0.0
2019-02-18 03-PM,BTCILS,13750.01,13750.01,13700,13700,0.6499,8933.42
