Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EBTC
2019-07-03 10-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,3279.66,0.0009511
2019-07-03 09-AM,DOGEBTC,2.9e-07,2.9e-07,2.8e-07,2.9e-07,36649.98,0.01035
2019-07-03 08-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-03 07-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,18665.31,0.005413
2019-07-03 06-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,29136.44,0.00845
2019-07-03 05-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-03 04-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-03 03-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,396.78,0.0001151
2019-07-03 02-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-03 01-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-03 12-AM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-02 11-PM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-02 10-PM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-02 09-PM,DOGEBTC,2.9e-07,2.9e-07,2.9e-07,2.9e-07,0.0,0.0
2019-07-02 08-PM,DOGEBTC,3.0e-07,3.0e-07,2.9e-07,2.9e-07,23000.0,0.00667
2019-07-02 07-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,0.0,0.0
2019-07-02 06-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,0.0,0.0
2019-07-02 05-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,0.0,0.0
2019-07-02 04-PM,DOGEBTC,3.2e-07,3.2e-07,3.0e-07,3.0e-07,500.1,0.00015
2019-07-02 03-PM,DOGEBTC,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2019-07-02 02-PM,DOGEBTC,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2019-07-02 01-PM,DOGEBTC,3.2e-07,3.2e-07,3.2e-07,3.2e-07,0.0,0.0
2019-07-02 12-PM,DOGEBTC,3.1e-07,3.2e-07,3.1e-07,3.2e-07,644.61,0.0002063
2019-07-02 11-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2019-07-02 10-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,19051.16,0.005906
2019-07-02 09-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,1500.0,0.000465
2019-07-02 08-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,3789.73,0.001175
2019-07-02 07-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,2346.35,0.0007274
2019-07-02 06-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2019-07-02 05-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,749.25,0.0002323
2019-07-02 04-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2019-07-02 03-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,0.0,0.0
2019-07-02 02-AM,DOGEBTC,3.1e-07,3.1e-07,3.1e-07,3.1e-07,7563.51,0.002345
2019-07-02 01-AM,DOGEBTC,3.0e-07,3.1e-07,3.0e-07,3.1e-07,86351.29,0.02677
2019-07-02 12-AM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,0.0,0.0
2019-07-01 11-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,0.0,0.0
2019-07-01 10-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,0.0,0.0
2019-07-01 09-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,29515.72,0.008855
2019-07-01 08-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,0.0,0.0
2019-07-01 07-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,84185.58,0.02526
2019-07-01 06-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,0.0,0.0
2019-07-01 05-PM,DOGEBTC,3.0e-07,3.0e-07,3.0e-07,3.0e-07,31119.94,0.009336
