Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume GBP
2018-06-05,BTCGBP,5642,5760,5513,5723,147.71,832660.3
2018-06-04,BTCGBP,5777,5800,5595,5642,117.68,664469.19
2018-06-03,BTCGBP,5739,5851,5687,5777,79.36,460033.49
2018-06-02,BTCGBP,5637,5770,5580,5739,71.43,407214.0
2018-06-01,BTCGBP,5635,5747,5542,5637,65.48,367795.96
2018-05-31,BTCGBP,5554,5726,5536,5635,165.6,935782.63
2018-05-30,BTCGBP,5633,5704,5481,5554,132.41,741926.16
2018-05-29,BTCGBP,5359,5712,5320,5633,189.96,1053812.86
2018-05-28,BTCGBP,5514,5555,5325,5359,90.79,491452.78
2018-05-27,BTCGBP,5522,5683,5465,5514,71.16,391807.7
2018-05-26,BTCGBP,5624,5701,5501,5522,34.4,193941.42
2018-05-25,BTCGBP,5641,5713,5501,5624,86.87,485353.38
2018-05-24,BTCGBP,5637,5777,5430,5641,405.28,2250685.49
2018-05-23,BTCGBP,5944,5985,5567,5637,388.89,2232938.8
2018-05-22,BTCGBP,6238,6238,5930,5944,126.46,767540.75
2018-05-21,BTCGBP,6306,6391,6162,6238,161.86,1014583.68
2018-05-20,BTCGBP,6087,6386,6042,6306,132.77,824997.06
2018-05-19,BTCGBP,6082,6197,6041,6087,77.15,473195.08
2018-05-18,BTCGBP,5910,6126,5760,6082,280.84,1666428.11
2018-05-17,BTCGBP,6149,6241,5764,5910,494.51,2983465.49
2018-05-16,BTCGBP,6270,6289,6008,6149,218.71,1345214.01
2018-05-15,BTCGBP,6410,6530,6231,6270,212.67,1347720.36
2018-05-14,BTCGBP,6407,6586,6117,6410,515.01,3270573.85
2018-05-13,BTCGBP,6234,6468,6175,6407,302.39,1916382.65
2018-05-12,BTCGBP,6175,6394,6055,6234,430.79,2675339.46
2018-05-11,BTCGBP,6674,6674,6175,6175,616.1,3947058.01
2018-05-10,BTCGBP,6877,6963,6636,6674,256.0,1745530.71
2018-05-09,BTCGBP,6784,6900,6671,6877,119.86,814543.16
2018-05-08,BTCGBP,6906,6982,6677,6784,222.56,1512264.26
2018-05-07,BTCGBP,7104,7110,6794,6906,127.74,884257.82
2018-05-06,BTCGBP,7262,7340,6988,7104,160.19,1135584.04
2018-05-05,BTCGBP,7192,7372,7165,7262,150.85,1097559.82
2018-05-04,BTCGBP,7154,7208,6974,7192,219.26,1558449.05
2018-05-03,BTCGBP,6769,7250,6735,7154,300.03,2096825.49
2018-05-02,BTCGBP,6655,6807,6584,6769,116.42,781953.78
2018-05-01,BTCGBP,6664,6684,6464,6655,288.46,1891961.38
2018-04-30,BTCGBP,6838,6851,6647,6664,326.12,2197292.85
2018-04-29,BTCGBP,6782,6921,6667,6838,174.31,1177934.64
2018-04-28,BTCGBP,6477,6800,6441,6782,229.58,1530894.59
2018-04-27,BTCGBP,6709,6832,6477,6477,427.25,2845992.1
2018-04-26,BTCGBP,6389,6720,6241,6709,281.38,1801763.96
2018-04-25,BTCGBP,6909,6972,6280,6389,472.75,3106258.26
2018-04-24,BTCGBP,6448,6989,6443,6909,311.6,2081580.77
2018-04-23,BTCGBP,6271,6448,6269,6448,248.35,1581433.29
2018-04-22,BTCGBP,6350,6450,6250,6271,170.7,1082872.54
2018-04-21,BTCGBP,6319,6449,6129,6350,251.49,1579082.69
2018-04-20,BTCGBP,5863,6409,5861,6319,351.62,2122344.07
2018-04-19,BTCGBP,5700,5898,5700,5863,171.82,998601.91
2018-04-18,BTCGBP,5574,5805,5536,5700,236.73,1347703.08
2018-04-17,BTCGBP,5665,5733,5530,5574,363.58,2055340.57
2018-04-16,BTCGBP,5896,5944,5540,5665,261.72,1479806.57
2018-04-15,BTCGBP,5656,5968,5656,5896,158.06,923553.14
2018-04-14,BTCGBP,5575,5813,5535,5656,99.67,566097.07
2018-04-13,BTCGBP,5520,5796,5437,5575,260.33,1478010.96
2018-04-12,BTCGBP,4953,5689,4798,5520,488.39,2586124.98
2018-04-11,BTCGBP,4844,4953,4821,4953,99.46,486734.48
2018-04-10,BTCGBP,4865,4890,4750,4844,277.17,1330747.73
2018-04-09,BTCGBP,5013,5150,4750,4865,223.61,1090801.09
2018-04-08,BTCGBP,4909,5080,4909,5013,79.83,400040.15
2018-04-07,BTCGBP,4745,5025,4745,4909,118.03,583264.87
2018-04-06,BTCGBP,4854,4899,4666,4745,312.69,1481651.02
2018-04-05,BTCGBP,4848,4994,4680,4854,526.54,2552475.91
2018-04-04,BTCGBP,5276,5288,4785,4848,356.53,1785574.73
2018-04-03,BTCGBP,5026,5347,5020,5276,400.17,2090689.09
2018-04-02,BTCGBP,4870,5049,4832,5026,217.43,1078881.26
2018-04-01,BTCGBP,4932,5004,4622,4870,263.15,1268215.96
2018-03-31,BTCGBP,4915,5163,4881,4932,356.96,1788049.89
2018-03-30,BTCGBP,5056,5260,4706,4915,499.55,2470110.33
2018-03-29,BTCGBP,5611,5643,4956,5056,516.67,2700297.06
2018-03-28,BTCGBP,5535,5770,5500,5611,181.82,1024540.33
2018-03-27,BTCGBP,5765,5820,5452,5535,459.73,2593608.99
2018-03-26,BTCGBP,6031,6046,5539,5765,382.88,2203271.3
2018-03-25,BTCGBP,6061,6165,5967,6031,151.65,917675.23
2018-03-24,BTCGBP,6375,6424,6060,6061,130.48,818187.88
2018-03-23,BTCGBP,6186,6375,5910,6375,261.03,1585773.65
2018-03-22,BTCGBP,6350,6425,6012,6186,204.46,1267679.74
2018-03-21,BTCGBP,6321,6538,6231,6350,340.01,2175300.48
2018-03-20,BTCGBP,6125,6450,5951,6321,292.99,1817345.13
2018-03-19,BTCGBP,5862,6192,5814,6125,586.59,3513086.68
2018-03-18,BTCGBP,5682,5950,5200,5862,802.13,4411367.3
2018-03-17,BTCGBP,5990,6050,5564,5682,285.62,1642173.57
2018-03-16,BTCGBP,5907,6189,5722,5990,358.59,2125411.8
2018-03-15,BTCGBP,5888,6050,5540,5907,699.66,4042150.87
2018-03-14,BTCGBP,6551,6724,5624,5888,681.06,4177629.17
2018-03-13,BTCGBP,6563,6838,6340,6551,500.3,3279268.41
2018-03-12,BTCGBP,6893,7165,6356,6563,486.92,3308525.27
2018-03-11,BTCGBP,6325,7071,6166,6893,391.31,2593317.63
2018-03-10,BTCGBP,6710,6933,6302,6325,317.78,2113436.53
2018-03-09,BTCGBP,6725,6800,6097,6710,959.6,6143052.53
2018-03-08,BTCGBP,7190,7340,6600,6725,645.02,4499611.31
2018-03-07,BTCGBP,7714,7830,6850,7190,566.6,4189877.66
2018-03-06,BTCGBP,8289,8289,7634,7714,512.43,4046609.42
2018-03-05,BTCGBP,8325,8438,8222,8289,256.35,2139667.4
2018-03-04,BTCGBP,8286,8325,7969,8325,137.49,1117805.58
2018-03-03,BTCGBP,7952,8395,7952,8286,157.33,1292317.79
2018-03-02,BTCGBP,7909,8093,7802,7952,250.07,1992343.2
2018-03-01,BTCGBP,7510,7990,7411,7909,285.99,2223463.22
2018-02-28,BTCGBP,7586,7920,7500,7510,316.06,2415912.36
2018-02-27,BTCGBP,7375,7810,7249,7586,360.3,2740624.72
2018-02-26,BTCGBP,6855,7492,6709,7375,495.0,3544387.92
2018-02-25,BTCGBP,6950,7053,6668,6855,193.55,1319263.62
2018-02-24,BTCGBP,7278,7488,6750,6950,363.81,2577891.06
2018-02-23,BTCGBP,7060,7454,6864,7278,700.34,5026782.01
2018-02-22,BTCGBP,7490,7850,6962,7060,736.79,5369089.2
2018-02-21,BTCGBP,8171,8171,7334,7490,820.76,6383136.03
2018-02-20,BTCGBP,7980,8550,7980,8171,520.6,4310041.08
2018-02-19,BTCGBP,7457,8086,7422,7980,367.89,2888111.84
2018-02-18,BTCGBP,7953,8100,7375,7457,423.21,3241954.43
2018-02-17,BTCGBP,7310,7989,7210,7953,402.06,3055331.3
2018-02-16,BTCGBP,7190,7395,6950,7310,321.58,2295802.63
2018-02-15,BTCGBP,6780,7300,6700,7190,578.87,4074913.3
2018-02-14,BTCGBP,6184,6818,6184,6780,577.93,3779438.23
2018-02-13,BTCGBP,6400,6444,6050,6184,269.94,1673798.86
2018-02-12,BTCGBP,5835,6463,5835,6400,534.98,3354626.13
2018-02-11,BTCGBP,6241,6241,5807,5835,302.21,1807037.26
2018-02-10,BTCGBP,6298,6562,6002,6241,387.37,2436699.45
2018-02-09,BTCGBP,5915,6360,5600,6298,628.69,3774611.45
2018-02-08,BTCGBP,5456,6250,5456,5915,644.33,3861676.23
2018-02-07,BTCGBP,5594,6246,5159,5456,1201.02,7007082.77
2018-02-06,BTCGBP,4900,5816,4200,5594,1867.13,9150890.31
2018-02-05,BTCGBP,5743,5871,4574,4900,1551.66,7981318.58
2018-02-04,BTCGBP,6479,6579,5510,5743,350.03,2107216.19
2018-02-03,BTCGBP,6116,6656,5661,6479,352.33,2230597.32
2018-02-02,BTCGBP,6281,6469,5252,6116,1398.07,8261832.53
2018-02-01,BTCGBP,7037,7133,5865,6281,976.83,6324839.56
2018-01-31,BTCGBP,7035,7290,6751,7037,677.87,4768845.99
2018-01-30,BTCGBP,7936,7974,6948,7035,659.25,4868857.6
2018-01-29,BTCGBP,8120,8174,7785,7936,332.71,2640456.1
2018-01-28,BTCGBP,8027,8317,7926,8120,181.49,1475877.69
2018-01-27,BTCGBP,7873,8146,7665,8027,172.92,1376148.61
2018-01-26,BTCGBP,7881,8125,7325,7873,473.13,3624906.36
2018-01-25,BTCGBP,8008,8122,7661,7881,360.57,2851748.51
2018-01-24,BTCGBP,8085,8085,8085,8085,0.0,0.0
2018-01-23,BTCGBP,8085,8085,8085,8085,0.0,0.0
2018-01-22,BTCGBP,8085,8085,8085,8085,0.0,0.0
2018-01-21,BTCGBP,8085,8085,8085,8085,0.0,0.0
2018-01-20,BTCGBP,8085,8085,8085,8085,0.0,0.0
2018-01-19,BTCGBP,8338,8463,8085,8085,73.34,608486.63
2018-01-18,BTCGBP,8108,8851,7777,8338,780.4,6583839.29
2018-01-17,BTCGBP,8192,8461,6708,8108,1301.68,9854788.34
2018-01-16,BTCGBP,9887,9910,7141,8192,1417.37,11960623.1
2018-01-15,BTCGBP,9914,10412,9750,9887,290.58,2935565.66
2018-01-14,BTCGBP,10262,10300,9500,9914,237.8,2336337.89
2018-01-13,BTCGBP,10085,10480,10062,10262,224.11,2304039.18
2018-01-12,BTCGBP,9910,10318,9532,10085,519.17,5223982.92
2018-01-11,BTCGBP,10896,10982,9590,9910,939.28,9493542.05
2018-01-10,BTCGBP,10849,10935,10000,10896,601.19,6338762.65
2018-01-09,BTCGBP,11349,11378,10700,10849,385.67,4255051.14
2018-01-08,BTCGBP,11851,11881,10410,11349,673.08,7501802.63
2018-01-07,BTCGBP,12334,12376,11605,11851,225.51,2703093.38
2018-01-06,BTCGBP,12422,12462,11754,12334,206.55,2502904.42
2018-01-05,BTCGBP,11242,12500,11000,12422,594.97,7128055.04
2018-01-04,BTCGBP,11400,11499,10682,11242,447.73,4913698.11
2018-01-03,BTCGBP,10858,11407,10801,11400,374.95,4166401.13
2018-01-02,BTCGBP,9747,11200,9388,10858,565.71,5937064.63
2018-01-01,BTCGBP,10100,10116,9400,9747,155.98,1509920.35
2017-12-31,BTCGBP,9385,10380,9300,10100,359.09,3557807.76
2017-12-30,BTCGBP,10866,10970,9094,9385,671.42,6676154.49
2017-12-29,BTCGBP,10900,11250,10541,10866,517.73,5613726.34
2017-12-28,BTCGBP,11802,11802,10263,10900,638.59,6870185.95
2017-12-27,BTCGBP,11913,12013,11013,11802,384.64,4420042.53
2017-12-26,BTCGBP,10308,12000,10223,11913,446.34,5100764.58
2017-12-25,BTCGBP,10250,10843,9791,10308,334.45,3445214.05
2017-12-24,BTCGBP,11374,11374,9202,10250,825.33,8368985.01
2017-12-23,BTCGBP,10611,11933,10384,11374,580.98,6531890.82
2017-12-22,BTCGBP,11720,11848,8000,10611,2219.18,22225985.93
2017-12-21,BTCGBP,12001,12531,10990,11720,889.45,10440656.62
2017-12-20,BTCGBP,12913,13300,10488,12001,1005.58,12265834.29
2017-12-19,BTCGBP,13990,14044,12501,12913,907.74,12067014.46
2017-12-18,BTCGBP,13545,14490,13000,13990,645.24,8959959.24
2017-12-17,BTCGBP,13401,13763,13075,13545,194.23,2618832.81
2017-12-16,BTCGBP,12959,13750,12650,13401,409.69,5424426.52
2017-12-15,BTCGBP,12050,13210,12000,12959,783.2,10012826.47
2017-12-14,BTCGBP,12265,12600,11938,12050,803.49,9861274.2
2017-12-13,BTCGBP,12774,13000,11705,12265,946.48,11847004.19
2017-12-12,BTCGBP,12519,13133,12098,12774,720.71,9203639.58
2017-12-11,BTCGBP,11115,12993,11042,12519,783.33,9603652.56
2017-12-10,BTCGBP,10548,11750,8350,11115,990.81,10391573.0
2017-12-09,BTCGBP,11782,11884,6200,10548,1507.07,16147892.47
2017-12-08,BTCGBP,11837,12175,9952,11782,2121.3,24129623.07
2017-12-07,BTCGBP,10159,12000,9759,11837,2239.59,25098775.82
2017-12-06,BTCGBP,8733,10228,8720,10159,1372.23,13022617.88
2017-12-05,BTCGBP,8590,8850,8501,8733,835.91,7277425.34
2017-12-04,BTCGBP,8280,8590,8089,8590,997.97,8388323.75
2017-12-03,BTCGBP,8017,8575,7750,8280,929.84,7689233.52
2017-12-02,BTCGBP,8035,8195,7905,8017,627.73,5051643.12
2017-12-01,BTCGBP,7377,8089,7059,8035,1628.59,12469835.74
2017-11-30,BTCGBP,7273,7832,6633,7377,1878.62,13579209.04
2017-11-29,BTCGBP,7373,8488,6400,7273,2842.08,21830974.77
2017-11-28,BTCGBP,7296,7490,7188,7373,969.53,7157846.49
2017-11-27,BTCGBP,6971,7300,6942,7296,1328.18,9527008.64
2017-11-26,BTCGBP,6555,7070,6518,6971,1014.7,6931094.16
2017-11-25,BTCGBP,6172,6555,6160,6555,710.71,4529749.08
2017-11-24,BTCGBP,6085,6294,5981,6172,645.77,3981294.28
2017-11-23,BTCGBP,6197,6232,6085,6085,525.25,3233376.49
2017-11-22,BTCGBP,6135,6294,6100,6197,612.01,3793293.61
2017-11-21,BTCGBP,6214,6334,5861,6135,1163.37,7155407.12
2017-11-20,BTCGBP,5969,6250,5941,6214,803.59,4939466.05
2017-11-19,BTCGBP,5895,5985,5776,5969,525.73,3097147.1
2017-11-18,BTCGBP,5812,5950,5667,5895,672.57,3923414.8
2017-11-17,BTCGBP,5949,6073,5650,5812,1294.53,7650414.49
2017-11-16,BTCGBP,5514,6050,5401,5949,1396.77,8067598.53
2017-11-15,BTCGBP,5040,5554,5040,5514,1457.69,7845624.23
2017-11-14,BTCGBP,4989,5122,4902,5040,933.52,4677014.35
2017-11-13,BTCGBP,4379,5247,4328,4989,1812.64,8903246.99
2017-11-12,BTCGBP,4789,5000,4196,4379,1753.63,8059444.41
2017-11-11,BTCGBP,4987,5170,4700,4789,1381.96,6769471.28
2017-11-10,BTCGBP,5415,5550,4850,4987,1601.69,8271278.77
2017-11-09,BTCGBP,5685,5685,5305,5415,943.99,5184308.31
2017-11-08,BTCGBP,5425,6012,5397,5685,1890.92,10685778.18
2017-11-07,BTCGBP,5304,5550,5295,5425,736.03,3979125.76
2017-11-06,BTCGBP,5649,5675,5274,5304,1393.85,7629459.71
2017-11-05,BTCGBP,5632,5779,5550,5649,446.81,2537392.18
2017-11-04,BTCGBP,5480,5700,5361,5632,1198.31,6616705.78
2017-11-03,BTCGBP,5408,5735,5331,5480,1556.98,8680647.63
2017-11-02,BTCGBP,5113,5850,5005,5408,1645.92,8749304.07
2017-11-01,BTCGBP,4859,5114,4796,5113,812.8,4019987.2
2017-10-31,BTCGBP,4615,4900,4600,4859,790.21,3751001.66
2017-10-30,BTCGBP,4620,4690,4561,4615,582.55,2694506.96
2017-10-29,BTCGBP,4386,4625,4323,4620,629.7,2824823.91
2017-10-28,BTCGBP,4400,4494,4333,4386,366.8,1613816.79
2017-10-27,BTCGBP,4495,4559,4350,4400,723.34,3219602.14
2017-10-26,BTCGBP,4344,4543,4312,4495,1205.78,5331405.95
2017-10-25,BTCGBP,4222,4350,4104,4344,1253.06,5290463.49
2017-10-24,BTCGBP,4484,4484,4174,4222,875.3,3776784.37
2017-10-23,BTCGBP,4540,4589,4299,4484,886.09,3939753.73
2017-10-22,BTCGBP,4576,4608,4383,4540,687.98,3082678.94
2017-10-21,BTCGBP,4544,4690,4466,4576,557.36,2567391.68
2017-10-20,BTCGBP,4342,4600,4285,4544,902.34,4030896.1
2017-10-19,BTCGBP,4225,4359,4184,4342,564.87,2432528.53
2017-10-18,BTCGBP,4245,4252,3864,4225,1371.69,5575867.22
2017-10-17,BTCGBP,4314,4328,4189,4245,458.69,1947366.2
2017-10-16,BTCGBP,4288,4377,4184,4314,734.56,3136695.98
2017-10-15,BTCGBP,4358,4374,4104,4288,664.99,2793685.26
2017-10-14,BTCGBP,4250,4363,4192,4358,414.18,1771376.25
2017-10-13,BTCGBP,4102,4424,4074,4250,1559.74,6618259.32
2017-10-12,BTCGBP,3647,4105,3634,4102,1483.47,5837899.46
2017-10-11,BTCGBP,3596,3694,3586,3647,395.86,1443418.03
2017-10-10,BTCGBP,3626,3726,3569,3596,740.78,2702352.0
2017-10-09,BTCGBP,3499,3690,3459,3626,683.61,2440423.33
2017-10-08,BTCGBP,3388,3499,3376,3499,354.21,1218838.43
2017-10-07,BTCGBP,3338,3400,3300,3388,198.69,663072.1
2017-10-06,BTCGBP,3278,3384,3273,3338,381.93,1278900.59
2017-10-05,BTCGBP,3185,3321,3135,3278,515.95,1673775.94
2017-10-04,BTCGBP,3255,3279,3157,3185,459.86,1470977.83
2017-10-03,BTCGBP,3279,3318,3185,3255,495.72,1600876.89
2017-10-02,BTCGBP,3270,3353,3261,3279,493.69,1631617.43
2017-10-01,BTCGBP,3219,3273,3164,3270,215.49,690826.96
2017-09-30,BTCGBP,3114,3233,3106,3219,271.43,867219.73
2017-09-29,BTCGBP,3118,3154,3000,3114,525.3,1623392.25
2017-09-28,BTCGBP,3135,3200,3070,3118,575.74,1802468.86
2017-09-27,BTCGBP,2886,3150,2885,3135,770.33,2348964.55
2017-09-26,BTCGBP,2921,2972,2875,2886,300.26,878925.64
2017-09-25,BTCGBP,2736,2955,2727,2921,527.89,1511814.16
2017-09-24,BTCGBP,2806,2809,2694,2736,211.22,580955.03
2017-09-23,BTCGBP,2687,2898,2661,2806,348.25,970777.75
2017-09-22,BTCGBP,2674,2765,2620,2687,624.96,1666955.91
2017-09-21,BTCGBP,2906,2956,2637,2674,1111.83,3075629.18
2017-09-20,BTCGBP,2889,3000,2854,2906,386.51,1133848.68
2017-09-19,BTCGBP,3070,3092,2873,2889,475.72,1409048.04
2017-09-18,BTCGBP,2750,3120,2750,3070,767.34,2299085.52
2017-09-17,BTCGBP,2754,2839,2620,2750,409.95,1118821.64
2017-09-16,BTCGBP,2760,2975,2650,2754,423.37,1196524.55
2017-09-15,BTCGBP,2428,2976,2220,2760,1911.45,4846321.0
2017-09-14,BTCGBP,2933,2971,2407,2428,1892.63,5065541.21
2017-09-13,BTCGBP,3142,3144,2826,2933,1229.29,3615796.54
2017-09-12,BTCGBP,3194,3319,3061,3142,852.44,2726898.2
2017-09-11,BTCGBP,3218,3283,3126,3194,840.32,2688696.9
2017-09-10,BTCGBP,3271,3299,3100,3218,383.72,1223956.9
2017-09-09,BTCGBP,3332,3360,3180,3271,289.83,948488.98
2017-09-08,BTCGBP,3534,3573,3153,3332,1201.0,4001942.59
2017-09-07,BTCGBP,3554,3586,3493,3534,458.59,1625016.66
2017-09-06,BTCGBP,3435,3612,3435,3554,640.6,2270739.62
2017-09-05,BTCGBP,3451,3501,3238,3435,646.97,2204663.91
2017-09-04,BTCGBP,3573,3574,3289,3451,1463.64,5000590.62
2017-09-03,BTCGBP,3559,3740,3501,3573,446.25,1591844.64
2017-09-02,BTCGBP,3822,3824,3501,3559,637.06,2303830.96
2017-09-01,BTCGBP,3660,3825,3650,3822,630.49,2357404.83
2017-08-31,BTCGBP,3540,3699,3539,3660,691.59,2511797.18
2017-08-30,BTCGBP,3561,3599,3475,3540,428.93,1518000.35
2017-08-29,BTCGBP,3395,3595,3363,3561,766.36,2678572.28
2017-08-28,BTCGBP,3366,3395,3283,3395,234.99,786308.29
2017-08-27,BTCGBP,3356,3388,3341,3366,105.89,356449.48
2017-08-26,BTCGBP,3412,3412,3310,3356,248.52,832824.56
2017-08-25,BTCGBP,3380,3483,3330,3412,299.2,1019707.56
2017-08-24,BTCGBP,3218,3400,3200,3380,456.0,1497345.11
2017-08-23,BTCGBP,3186,3330,3160,3218,596.45,1944355.06
2017-08-22,BTCGBP,3126,3237,2860,3186,655.96,2011676.61
2017-08-21,BTCGBP,3154,3258,3093,3126,377.12,1186332.65
2017-08-20,BTCGBP,3268,3317,3142,3154,219.21,708602.41
2017-08-19,BTCGBP,3200,3268,3080,3268,446.62,1414917.0
2017-08-18,BTCGBP,3331,3389,3083,3200,988.74,3254077.46
2017-08-17,BTCGBP,3369,3475,3244,3331,898.13,3039082.57
2017-08-16,BTCGBP,3212,3380,3055,3369,709.92,2305219.68
2017-08-15,BTCGBP,3350,3410,2955,3212,995.72,3142394.57
2017-08-14,BTCGBP,3108,3350,3059,3350,713.38,2296814.58
2017-08-13,BTCGBP,2950,3215,2911,3108,660.62,2029152.23
2017-08-12,BTCGBP,2809,3000,2747,2950,562.85,1623822.01
2017-08-11,BTCGBP,2631,2845,2616,2809,650.56,1765468.88
2017-08-10,BTCGBP,2574,2650,2558,2631,709.31,1859146.89
2017-08-09,BTCGBP,2618,2628,2486,2574,651.52,1660073.74
2017-08-08,BTCGBP,2585,2683,2565,2618,1132.74,2967471.9
2017-08-07,BTCGBP,2450,2634,2444,2585,617.38,1579517.4
2017-08-06,BTCGBP,2493,2522,2406,2450,246.33,610258.36
2017-08-05,BTCGBP,2185,2557,2185,2493,650.33,1573228.67
2017-08-04,BTCGBP,2122,2211,2103,2185,482.88,1055001.75
2017-08-03,BTCGBP,2045,2135,2032,2122,726.12,1510915.17
2017-08-02,BTCGBP,2070,2116,2010,2045,642.98,1319168.88
2017-08-01,BTCGBP,2172,2222,2007,2070,835.21,1758084.73
2017-07-31,BTCGBP,2070,2199,2040,2172,1110.78,2345189.33
2017-07-30,BTCGBP,2053,2119,1984,2070,464.37,954221.41
2017-07-29,BTCGBP,2109,2110,2013,2053,513.02,1054328.32
2017-07-28,BTCGBP,2021,2158,2018,2109,1191.31,2505677.45
2017-07-27,BTCGBP,1933,2050,1920,2021,1194.57,2342558.78
2017-07-26,BTCGBP,1950,1975,1860,1933,850.29,1625020.76
2017-07-25,BTCGBP,2109,2127,1921,1950,1302.59,2596002.21
2017-07-24,BTCGBP,2118,2155,2076,2109,764.22,1618532.03
2017-07-23,BTCGBP,2183,2191,2056,2118,345.58,735875.34
2017-07-22,BTCGBP,2050,2205,2026,2183,405.71,874192.15
2017-07-21,BTCGBP,2185,2185,2011,2050,774.2,1631341.52
2017-07-20,BTCGBP,1744,2230,1739,2185,1929.7,3829277.62
2017-07-19,BTCGBP,1775,1850,1702,1744,1205.55,2149027.77
2017-07-18,BTCGBP,1710,1851,1652,1775,1244.51,2194338.89
2017-07-17,BTCGBP,1455,1717,1455,1710,1805.54,2894872.02
2017-07-16,BTCGBP,1512,1566,1384,1455,837.9,1224151.78
2017-07-15,BTCGBP,1695,1719,1500,1512,1054.78,1668281.72
2017-07-14,BTCGBP,1817,1832,1646,1695,1391.91,2380905.53
2017-07-13,BTCGBP,1855,1890,1800,1817,534.18,977720.65
2017-07-12,BTCGBP,1800,1889,1765,1855,593.19,1090103.95
2017-07-11,BTCGBP,1816,1871,1766,1800,674.63,1228278.82
2017-07-10,BTCGBP,1950,1974,1774,1816,839.7,1584534.5
2017-07-09,BTCGBP,1984,1989,1945,1950,232.75,459218.02
2017-07-08,BTCGBP,1947,1985,1925,1984,269.93,529804.25
2017-07-07,BTCGBP,2015,2015,1925,1947,625.55,1231946.73
2017-07-06,BTCGBP,2017,2017,1990,2015,359.76,721586.46
2017-07-05,BTCGBP,2006,2024,1965,2017,435.35,869226.29
2017-07-04,BTCGBP,1966,2026,1963,2006,2440.76,4889968.15
2017-07-03,BTCGBP,1930,1995,1907,1966,556.83,1090031.91
2017-07-02,BTCGBP,1862,1983,1830,1930,435.1,826197.08
2017-07-01,BTCGBP,1887,1960,1830,1862,545.48,1025082.33
2017-06-30,BTCGBP,1955,1968,1880,1887,621.81,1202870.84
2017-06-29,BTCGBP,1981,2002,1931,1955,1233.15,2426508.19
2017-06-28,BTCGBP,1998,2018,1916,1981,1422.79,2803699.01
2017-06-27,BTCGBP,1901,1998,1777,1998,958.42,1784711.48
2017-06-26,BTCGBP,1967,2002,1805,1901,1522.87,2881443.76
2017-06-25,BTCGBP,2046,2099,1900,1967,336.13,670998.7
2017-06-24,BTCGBP,2120,2140,1985,2046,365.1,755226.47
2017-06-23,BTCGBP,2108,2149,2100,2120,433.18,922368.6
2017-06-22,BTCGBP,2086,2153,2048,2108,1332.25,2821910.0
2017-06-21,BTCGBP,2160,2193,2035,2086,1179.5,2513805.19
2017-06-20,BTCGBP,2028,2191,2007,2160,1976.8,4209001.76
2017-06-19,BTCGBP,1975,2032,1950,2028,1114.7,2231895.78
2017-06-18,BTCGBP,2069,2073,1930,1975,402.69,805097.07
2017-06-17,BTCGBP,1946,2073,1904,2069,282.02,565598.04
2017-06-16,BTCGBP,1897,2075,1820,1946,1314.6,2564536.18
2017-06-15,BTCGBP,1945,1971,1657,1897,2093.34,3771865.52
2017-06-14,BTCGBP,2122,2189,1830,1945,1635.61,3305327.37
2017-06-13,BTCGBP,2086,2193,2086,2122,843.26,1807964.72
2017-06-12,BTCGBP,2285,2315,1969,2086,2283.69,4873500.04
2017-06-11,BTCGBP,2247,2300,2243,2285,293.89,667230.79
2017-06-10,BTCGBP,2221,2275,2201,2247,497.61,1117184.61
2017-06-09,BTCGBP,2145,2245,2145,2221,821.25,1818378.65
2017-06-08,BTCGBP,2082,2198,2025,2145,658.04,1408719.55
2017-06-07,BTCGBP,2245,2250,1999,2082,745.08,1606521.73
2017-06-06,BTCGBP,2080,2277,2065,2245,1487.94,3262978.82
2017-06-05,BTCGBP,1968,2083,1967,2080,838.42,1698933.33
2017-06-04,BTCGBP,1988,1995,1931,1968,210.85,415002.74
2017-06-03,BTCGBP,1946,2004,1919,1988,232.34,456299.99
2017-06-02,BTCGBP,1869,1946,1844,1946,492.97,932051.53
2017-06-01,BTCGBP,1786,1937,1786,1869,714.64,1337601.29
2017-05-31,BTCGBP,1743,1815,1707,1786,1387.17,2432744.62
2017-05-30,BTCGBP,1783,1834,1692,1743,1506.57,2667871.16
2017-05-29,BTCGBP,1733,1828,1692,1783,502.33,885295.24
2017-05-28,BTCGBP,1634,1840,1634,1733,303.29,529766.53
2017-05-27,BTCGBP,1767,1829,1475,1634,678.31,1102703.51
2017-05-26,BTCGBP,1800,2045,1604,1767,2509.3,4684821.36
