Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume GBP
2019-04-10,BTCGBP,3991,4169,3987,4078,167.63,678201.26
2019-04-09,BTCGBP,4056,4056,3936,3991,182.69,729942.15
2019-04-08,BTCGBP,3995,4074,3945,4056,244.88,982641.67
2019-04-07,BTCGBP,3860,3999,3848,3995,128.63,508756.78
2019-04-06,BTCGBP,3843,4012,3800,3860,122.31,473005.06
2019-04-05,BTCGBP,3725,3871,3698,3843,303.46,1155712.32
2019-04-04,BTCGBP,3783,3842,3665,3725,300.2,1125311.79
2019-04-03,BTCGBP,3729,4062,3651,3783,537.39,2072155.04
2019-04-02,BTCGBP,3169,3729,3169,3729,521.65,1850758.9
2019-04-01,BTCGBP,3138,3169,3137,3169,177.29,559642.37
2019-03-31,BTCGBP,3135,3139,3110,3138,25.82,80932.51
2019-03-30,BTCGBP,3138,3139,3096,3135,30.33,94815.44
2019-03-29,BTCGBP,3069,3145,3067,3138,193.86,601556.12
2019-03-28,BTCGBP,3039,3075,3032,3069,136.41,415817.61
2019-03-27,BTCGBP,2969,3049,2963,3039,199.91,604205.39
2019-03-26,BTCGBP,2979,2986,2936,2969,72.7,215176.29
2019-03-25,BTCGBP,3018,3029,2939,2979,421.3,1261179.45
2019-03-24,BTCGBP,3019,3019,3001,3018,16.99,51194.04
2019-03-23,BTCGBP,3036,3043,3009,3019,43.71,132075.64
2019-03-22,BTCGBP,3046,3049,3025,3036,98.2,298212.27
2019-03-21,BTCGBP,3062,3092,3000,3046,135.66,415086.95
2019-03-20,BTCGBP,3025,3066,3003,3062,176.35,537229.59
2019-03-19,BTCGBP,3004,3026,2984,3025,174.2,522913.15
2019-03-18,BTCGBP,3003,3021,2976,3004,118.44,355204.86
2019-03-17,BTCGBP,3004,3009,2978,3003,35.26,105348.12
2019-03-16,BTCGBP,2948,3037,2928,3004,81.86,244902.96
2019-03-15,BTCGBP,2916,2954,2916,2948,325.12,954499.44
2019-03-14,BTCGBP,2916,2952,2897,2916,123.26,359934.09
2019-03-13,BTCGBP,2979,2979,2890,2916,131.9,387371.13
2019-03-12,BTCGBP,2932,2980,2896,2979,162.35,479742.22
2019-03-11,BTCGBP,3023,3035,2932,2932,166.06,494080.11
2019-03-10,BTCGBP,3023,3037,3006,3023,38.91,117308.54
2019-03-09,BTCGBP,2971,3045,2971,3023,33.78,101674.62
2019-03-08,BTCGBP,2967,3019,2940,2971,238.94,712183.17
2019-03-07,BTCGBP,2944,2987,2928,2967,154.22,456329.3
2019-03-06,BTCGBP,2944,2971,2917,2944,169.9,499121.29
2019-03-05,BTCGBP,2820,2965,2820,2944,148.53,431241.66
2019-03-04,BTCGBP,2876,2891,2790,2820,164.92,466295.76
2019-03-03,BTCGBP,2903,2905,2872,2876,19.26,55745.02
2019-03-02,BTCGBP,2901,2907,2872,2903,38.54,111415.74
2019-03-01,BTCGBP,2880,2924,2870,2901,70.28,203957.15
2019-02-28,BTCGBP,2855,2928,2841,2880,237.32,684666.42
2019-02-27,BTCGBP,2881,2892,2764,2855,204.97,583902.23
2019-02-26,BTCGBP,2924,2924,2870,2881,172.02,496904.2
2019-02-25,BTCGBP,2898,2960,2858,2924,120.32,350269.14
2019-02-24,BTCGBP,3161,3204,2867,2898,86.94,261937.39
2019-02-23,BTCGBP,3033,3189,3000,3161,108.08,333270.02
2019-02-22,BTCGBP,3007,3049,2995,3033,362.5,1096341.3
2019-02-21,BTCGBP,3026,3066,2975,3007,171.28,514151.2
2019-02-20,BTCGBP,2986,3036,2971,3026,146.68,441642.7
2019-02-19,BTCGBP,3000,3076,2967,2986,273.8,824936.9
2019-02-18,BTCGBP,2807,3035,2807,3000,400.04,1181738.86
2019-02-17,BTCGBP,2794,2829,2767,2807,70.2,195726.62
2019-02-16,BTCGBP,2773,2807,2773,2794,78.48,219252.48
2019-02-15,BTCGBP,2787,2824,2767,2773,144.43,403622.87
2019-02-14,BTCGBP,2790,2804,2769,2787,131.84,367858.52
2019-02-13,BTCGBP,2792,2809,2763,2790,100.46,279968.4
2019-02-12,BTCGBP,2794,2812,2767,2792,204.75,570286.08
2019-02-11,BTCGBP,2816,2827,2774,2794,163.28,456186.42
2019-02-10,BTCGBP,2800,2829,2776,2816,69.38,194861.05
2019-02-09,BTCGBP,2808,2812,2782,2800,51.96,145329.32
2019-02-08,BTCGBP,2594,2868,2587,2808,309.6,840690.22
2019-02-07,BTCGBP,2610,2624,2590,2594,227.41,592017.8
2019-02-06,BTCGBP,2648,2654,2580,2610,148.29,386668.69
2019-02-05,BTCGBP,2614,2651,2614,2648,136.6,360195.09
2019-02-04,BTCGBP,2614,2629,2603,2614,133.91,350575.65
2019-02-03,BTCGBP,2656,2660,2596,2614,39.15,102380.78
2019-02-02,BTCGBP,2636,2656,2594,2656,39.57,103928.67
2019-02-01,BTCGBP,2604,2640,2579,2636,98.1,257071.18
2019-01-31,BTCGBP,2625,2650,2591,2604,62.79,163606.06
2019-01-30,BTCGBP,2597,2647,2589,2625,166.27,437390.98
2019-01-29,BTCGBP,2616,2620,2557,2597,259.18,671681.94
2019-01-28,BTCGBP,2681,2681,2571,2616,247.95,644219.59
2019-01-27,BTCGBP,2716,2719,2668,2681,26.24,70568.77
2019-01-26,BTCGBP,2712,2774,2697,2716,48.94,133302.6
2019-01-25,BTCGBP,2730,2735,2692,2712,179.18,485887.5
2019-01-24,BTCGBP,2724,2764,2705,2730,111.03,304173.34
2019-01-23,BTCGBP,2769,2780,2711,2724,139.64,383775.59
2019-01-22,BTCGBP,2749,2784,2664,2769,210.7,579791.53
2019-01-21,BTCGBP,2757,2771,2715,2749,103.13,284105.92
2019-01-20,BTCGBP,2878,2889,2721,2757,86.11,238960.56
2019-01-19,BTCGBP,2820,2924,2814,2878,81.06,231382.38
2019-01-18,BTCGBP,2812,2820,2790,2820,98.54,276669.14
2019-01-17,BTCGBP,2806,2827,2765,2812,81.15,227339.19
2019-01-16,BTCGBP,2800,2852,2790,2806,103.16,291019.9
2019-01-15,BTCGBP,2856,2880,2769,2800,162.08,461079.43
2019-01-14,BTCGBP,2741,2884,2736,2856,305.55,855906.57
2019-01-13,BTCGBP,2842,2847,2735,2741,104.72,293817.48
2019-01-12,BTCGBP,2846,2858,2819,2842,54.24,153912.65
2019-01-11,BTCGBP,2869,2897,2821,2846,275.4,788426.56
2019-01-10,BTCGBP,3128,3192,2822,2869,303.6,907457.74
2019-01-09,BTCGBP,3117,3192,3117,3128,93.35,295596.35
2019-01-08,BTCGBP,3148,3231,3116,3117,122.07,386142.16
2019-01-07,BTCGBP,3189,3200,3131,3148,125.43,396253.99
2019-01-06,BTCGBP,2992,3237,2979,3189,97.06,299447.22
2019-01-05,BTCGBP,3023,3046,2992,2992,84.92,256946.93
2019-01-04,BTCGBP,3015,3044,2963,3023,156.72,470193.22
2019-01-03,BTCGBP,3113,3113,2989,3015,100.66,306703.6
2019-01-02,BTCGBP,2990,3126,2965,3113,112.81,344255.23
2019-01-01,BTCGBP,2906,2990,2879,2990,155.82,455842.57
2018-12-31,BTCGBP,3039,3039,2873,2906,253.19,750055.68
2018-12-30,BTCGBP,2878,3051,2878,3039,97.82,294689.13
2018-12-29,BTCGBP,3079,3124,2878,2878,339.08,1032311.26
2018-12-28,BTCGBP,2851,3125,2848,3079,311.89,932410.73
2018-12-27,BTCGBP,3036,3048,2836,2851,157.19,465092.6
2018-12-26,BTCGBP,2994,3059,2939,3036,74.41,222176.44
2018-12-25,BTCGBP,3183,3183,2941,2994,225.13,678674.78
2018-12-24,BTCGBP,3161,3345,3141,3183,243.2,795708.52
2018-12-23,BTCGBP,3172,3220,3117,3161,111.06,351274.06
2018-12-22,BTCGBP,3061,3197,3020,3172,156.73,485539.6
2018-12-21,BTCGBP,3227,3298,3000,3061,319.16,1007992.84
2018-12-20,BTCGBP,2932,3299,2909,3227,586.17,1855166.86
2018-12-19,BTCGBP,2902,3121,2896,2932,496.92,1486302.66
2018-12-18,BTCGBP,2781,2909,2717,2902,161.98,452223.09
2018-12-17,BTCGBP,2510,2850,2500,2781,560.45,1487396.73
2018-12-16,BTCGBP,2563,2598,2507,2510,341.15,866431.94
2018-12-15,BTCGBP,2563,2574,2507,2563,50.41,127644.74
2018-12-14,BTCGBP,2595,2612,2509,2563,223.75,573483.7
2018-12-13,BTCGBP,2706,2730,2564,2595,121.14,322699.73
2018-12-12,BTCGBP,2690,2754,2671,2706,234.46,635470.6
2018-12-11,BTCGBP,2731,2736,2643,2690,157.35,422778.42
2018-12-10,BTCGBP,2776,2822,2690,2731,191.72,526254.48
2018-12-09,BTCGBP,2682,2860,2673,2776,134.7,372384.81
2018-12-08,BTCGBP,2666,2730,2565,2682,126.45,335595.36
2018-12-07,BTCGBP,2700,2774,2541,2666,271.05,718410.18
2018-12-06,BTCGBP,2910,3022,2700,2700,257.94,744922.57
2018-12-05,BTCGBP,3080,3090,2893,2910,186.52,556222.4
2018-12-04,BTCGBP,3014,3164,2952,3080,112.8,347590.96
2018-12-03,BTCGBP,3215,3222,2976,3014,301.19,920612.89
2018-12-02,BTCGBP,3270,3337,3190,3215,87.59,284634.98
2018-12-01,BTCGBP,3132,3349,3075,3270,220.97,720363.46
2018-11-30,BTCGBP,3335,3355,3048,3132,215.35,679030.15
2018-11-29,BTCGBP,3314,3459,3206,3335,320.65,1073407.57
2018-11-28,BTCGBP,2976,3406,2976,3314,276.77,898864.79
2018-11-27,BTCGBP,2933,3011,2824,2976,309.14,901645.75
2018-11-26,BTCGBP,3096,3195,2782,2933,346.61,1035371.74
2018-11-25,BTCGBP,3079,3239,2730,3096,393.91,1176416.25
2018-11-24,BTCGBP,3366,3414,2913,3079,201.35,642547.19
2018-11-23,BTCGBP,3341,3400,3210,3366,164.33,545223.74
2018-11-22,BTCGBP,3585,3585,3341,3341,90.39,313290.99
2018-11-21,BTCGBP,3415,3626,3319,3585,360.78,1256874.07
2018-11-20,BTCGBP,3698,3813,3187,3415,672.49,2348569.25
2018-11-19,BTCGBP,4360,4360,3690,3698,569.63,2254286.06
2018-11-18,BTCGBP,4343,4459,4327,4360,36.49,159089.3
2018-11-17,BTCGBP,4305,4393,4273,4343,50.27,216820.39
2018-11-16,BTCGBP,4365,4396,4250,4305,158.74,686969.12
2018-11-15,BTCGBP,4317,4370,4068,4365,224.96,958213.84
2018-11-14,BTCGBP,4846,4853,4097,4317,540.54,2396923.03
2018-11-13,BTCGBP,4918,4926,4817,4846,326.18,1582904.77
2018-11-12,BTCGBP,4908,4960,4904,4918,188.41,929074.15
2018-11-11,BTCGBP,4900,4908,4840,4908,174.19,851359.34
2018-11-10,BTCGBP,4866,4933,4866,4900,89.95,440781.36
2018-11-09,BTCGBP,4887,4927,4845,4866,205.95,1005289.06
2018-11-08,BTCGBP,4959,4965,4880,4887,265.67,1305425.66
2018-11-07,BTCGBP,4921,4994,4921,4959,195.41,968730.97
2018-11-06,BTCGBP,4911,4946,4900,4921,174.35,857547.46
2018-11-05,BTCGBP,4948,4956,4896,4911,256.58,1263829.89
2018-11-04,BTCGBP,4880,4981,4880,4948,167.69,829396.27
2018-11-03,BTCGBP,4900,4904,4879,4880,36.82,180076.7
2018-11-02,BTCGBP,4883,4918,4854,4900,216.06,1057493.57
2018-11-01,BTCGBP,4937,4937,4847,4883,250.08,1219353.89
2018-10-31,BTCGBP,4947,4963,4868,4937,272.63,1344674.58
2018-10-30,BTCGBP,4900,4954,4894,4947,138.7,682950.56
2018-10-29,BTCGBP,5010,5010,4861,4900,215.12,1061195.11
2018-10-28,BTCGBP,4999,5026,4980,5010,41.42,207354.81
2018-10-27,BTCGBP,5001,5023,4980,4999,57.44,287348.31
2018-10-26,BTCGBP,5007,5037,4992,5001,86.76,434363.79
2018-10-25,BTCGBP,4988,5023,4945,5007,96.62,482420.52
2018-10-24,BTCGBP,4929,5000,4929,4988,140.73,700885.04
2018-10-23,BTCGBP,4955,4955,4904,4929,199.69,983324.81
2018-10-22,BTCGBP,4934,4957,4910,4955,107.54,531563.63
2018-10-21,BTCGBP,4917,4949,4917,4934,88.52,435758.61
2018-10-20,BTCGBP,4896,4917,4894,4917,54.71,268734.25
2018-10-19,BTCGBP,4924,4928,4895,4896,114.71,563150.1
2018-10-18,BTCGBP,4920,4947,4891,4924,251.54,1239303.33
2018-10-17,BTCGBP,4911,4937,4890,4920,68.41,336169.73
2018-10-16,BTCGBP,4909,4950,4850,4911,155.77,761337.03
2018-10-15,BTCGBP,4784,5111,4718,4909,412.21,2030478.34
2018-10-14,BTCGBP,4765,4830,4765,4784,57.08,274095.11
2018-10-13,BTCGBP,4753,4779,4742,4765,53.74,256037.63
2018-10-12,BTCGBP,4693,4778,4678,4753,124.45,588349.09
2018-10-11,BTCGBP,4991,4991,4671,4693,197.56,940350.59
2018-10-10,BTCGBP,5042,5042,4950,4991,87.95,437858.8
2018-10-09,BTCGBP,5068,5079,5027,5042,65.11,328899.99
2018-10-08,BTCGBP,5033,5117,5011,5068,140.89,712960.27
2018-10-07,BTCGBP,4997,5033,4967,5033,75.82,379362.52
2018-10-06,BTCGBP,5034,5036,4971,4997,59.85,298954.0
2018-10-05,BTCGBP,5051,5099,4995,5034,98.1,493691.17
2018-10-04,BTCGBP,5019,5100,5019,5051,87.6,442825.05
2018-10-03,BTCGBP,5029,5042,4956,5019,107.92,538225.38
2018-10-02,BTCGBP,5052,5086,5000,5029,94.56,478133.82
2018-10-01,BTCGBP,5097,5109,4981,5052,116.72,589811.38
2018-09-30,BTCGBP,5086,5116,5029,5097,42.56,216341.41
2018-09-29,BTCGBP,5100,5100,4976,5086,45.72,231077.89
2018-09-28,BTCGBP,5124,5210,5033,5100,160.89,822538.01
2018-09-27,BTCGBP,4925,5155,4899,5124,152.74,764033.28
2018-09-26,BTCGBP,4896,4977,4872,4925,211.55,1044594.36
2018-09-25,BTCGBP,5025,5025,4837,4896,116.46,569728.31
2018-09-24,BTCGBP,5132,5146,5009,5025,99.95,504364.44
2018-09-23,BTCGBP,5123,5169,5089,5132,45.63,234301.67
2018-09-22,BTCGBP,5178,5229,5082,5123,121.24,622588.38
2018-09-21,BTCGBP,4915,5209,4915,5178,268.0,1367642.95
2018-09-20,BTCGBP,4880,4949,4812,4915,125.78,612593.23
2018-09-19,BTCGBP,4842,4993,4685,4880,244.69,1182852.54
2018-09-18,BTCGBP,4788,4888,4761,4842,181.74,878755.55
2018-09-17,BTCGBP,4992,5009,4750,4788,141.53,688167.2
2018-09-16,BTCGBP,5016,5016,4912,4992,39.66,197511.51
2018-09-15,BTCGBP,4990,5048,4959,5016,54.46,272996.51
2018-09-14,BTCGBP,4950,5052,4925,4990,143.95,720008.34
2018-09-13,BTCGBP,4877,5006,4877,4950,177.7,882070.58
2018-09-12,BTCGBP,4848,4887,4783,4877,118.93,575647.44
2018-09-11,BTCGBP,4859,4913,4768,4848,101.35,490861.72
2018-09-10,BTCGBP,4862,4939,4800,4859,224.7,1091923.47
2018-09-09,BTCGBP,4821,4986,4779,4862,38.48,189231.98
2018-09-08,BTCGBP,4979,5022,4765,4821,91.57,447292.31
2018-09-07,BTCGBP,5060,5061,4886,4979,161.41,804191.81
2018-09-06,BTCGBP,5200,5200,4871,5060,221.24,1103951.36
2018-09-05,BTCGBP,5717,5770,5200,5200,272.25,1493433.42
2018-09-04,BTCGBP,5657,5778,5640,5717,140.46,804445.66
2018-09-03,BTCGBP,5654,5699,5576,5657,100.12,565536.61
2018-09-02,BTCGBP,5546,5674,5521,5654,51.7,290891.86
2018-09-01,BTCGBP,5425,5605,5420,5546,146.84,811454.54
2018-08-31,BTCGBP,5369,5487,5313,5425,215.88,1164876.74
2018-08-30,BTCGBP,5410,5435,5230,5369,146.52,777927.77
2018-08-29,BTCGBP,5510,5544,5320,5410,175.95,959562.25
2018-08-28,BTCGBP,5344,5546,5341,5510,218.35,1192447.81
2018-08-27,BTCGBP,5208,5344,5199,5344,62.35,328000.47
2018-08-26,BTCGBP,5268,5281,5151,5208,81.79,425948.48
2018-08-25,BTCGBP,5212,5290,5205,5268,191.72,1005528.31
2018-08-24,BTCGBP,5105,5250,5050,5212,165.74,849018.61
2018-08-23,BTCGBP,4953,5133,4953,5105,128.87,648572.0
2018-08-22,BTCGBP,5015,5329,4866,4953,267.23,1362494.81
2018-08-21,BTCGBP,4907,5056,4892,5015,134.95,676948.65
2018-08-20,BTCGBP,5093,5115,4872,4907,94.06,470918.92
2018-08-19,BTCGBP,5010,5141,4954,5093,159.1,803633.31
2018-08-18,BTCGBP,5153,5185,4927,5010,89.39,451700.3
2018-08-17,BTCGBP,4958,5168,4952,5153,139.21,709536.43
2018-08-16,BTCGBP,4952,5100,4916,4958,215.35,1076400.21
2018-08-15,BTCGBP,4886,5212,4881,4952,231.39,1170694.71
2018-08-14,BTCGBP,4915,4915,4626,4886,270.51,1286916.31
2018-08-13,BTCGBP,4947,5129,4835,4915,170.38,853593.57
2018-08-12,BTCGBP,4849,4849,4849,4849,0.0,0.0
2018-08-11,BTCGBP,4847,4882,4747,4849,24.07,115709.88
2018-08-10,BTCGBP,5100,5135,4750,4847,183.48,913532.43
2018-08-09,BTCGBP,4853,5172,4816,5100,157.28,788176.12
2018-08-08,BTCGBP,5196,5196,4775,4853,320.56,1594221.16
2018-08-07,BTCGBP,5359,5562,5177,5196,248.77,1350989.76
2018-08-06,BTCGBP,5413,5499,5303,5359,84.17,453059.19
2018-08-05,BTCGBP,5391,5453,5307,5413,115.89,623157.45
2018-08-04,BTCGBP,5682,5755,5345,5391,106.21,582518.99
2018-08-03,BTCGBP,5818,5818,5602,5682,260.31,1483406.84
2018-08-02,BTCGBP,5781,5889,5728,5818,143.37,831264.1
2018-08-01,BTCGBP,5921,5921,5672,5781,167.92,971336.91
2018-07-31,BTCGBP,6227,6227,5835,5921,214.56,1274719.7
2018-07-30,BTCGBP,6274,6294,5979,6227,183.43,1125023.48
2018-07-29,BTCGBP,6241,6316,6201,6274,52.89,331484.99
2018-07-28,BTCGBP,6224,6270,6146,6241,122.78,762718.79
2018-07-27,BTCGBP,6058,6300,5966,6224,319.71,1956875.75
2018-07-26,BTCGBP,6190,6326,5986,6058,364.06,2252784.35
2018-07-25,BTCGBP,6426,6447,6131,6190,283.25,1762435.12
2018-07-24,BTCGBP,5879,6447,5872,6426,451.62,2783851.71
2018-07-23,BTCGBP,5622,5937,5622,5879,230.39,1347115.36
2018-07-22,BTCGBP,5647,5771,5614,5622,140.18,795997.04
2018-07-21,BTCGBP,5590,5676,5518,5647,42.33,236749.02
2018-07-20,BTCGBP,5721,5833,5546,5590,201.05,1141869.37
2018-07-19,BTCGBP,5620,5799,5587,5721,166.53,952838.68
2018-07-18,BTCGBP,5587,5800,5550,5620,240.84,1369862.44
2018-07-17,BTCGBP,5065,5686,5030,5587,209.9,1112702.78
2018-07-16,BTCGBP,4796,5065,4791,5065,189.02,935514.32
2018-07-15,BTCGBP,4740,4835,4723,4796,63.74,306268.02
2018-07-14,BTCGBP,4703,4755,4671,4740,19.11,90271.09
2018-07-13,BTCGBP,4720,4797,4651,4703,117.42,557148.81
2018-07-12,BTCGBP,4828,4839,4649,4720,87.23,408748.71
2018-07-11,BTCGBP,4740,4832,4740,4828,78.66,377751.85
2018-07-10,BTCGBP,5012,5051,4740,4740,192.43,935600.74
2018-07-09,BTCGBP,5055,5148,5009,5012,198.7,1006755.67
2018-07-08,BTCGBP,5099,5120,5045,5055,42.33,215707.9
2018-07-07,BTCGBP,4966,5099,4920,5099,54.58,271220.74
2018-07-06,BTCGBP,4934,4993,4890,4966,56.7,280310.47
2018-07-05,BTCGBP,4981,5062,4879,4934,106.29,527997.31
2018-07-04,BTCGBP,4943,5120,4852,4981,165.15,825080.49
2018-07-03,BTCGBP,5043,5072,4904,4943,96.55,480703.45
2018-07-02,BTCGBP,4833,5095,4758,5043,141.28,702130.52
2018-07-01,BTCGBP,4812,4894,4763,4833,107.01,516012.11
2018-06-30,BTCGBP,4669,4883,4669,4812,139.09,666582.44
2018-06-29,BTCGBP,4494,4774,4430,4669,220.17,998356.49
2018-06-28,BTCGBP,4687,4705,4467,4494,195.27,905517.8
2018-06-27,BTCGBP,4566,4721,4559,4687,185.25,862317.99
2018-06-26,BTCGBP,4713,4729,4566,4566,144.36,674930.95
2018-06-25,BTCGBP,4629,4773,4579,4713,302.37,1413395.55
2018-06-24,BTCGBP,4652,4721,4343,4629,271.73,1224441.84
2018-06-23,BTCGBP,4544,4729,4544,4652,88.48,408468.97
2018-06-22,BTCGBP,5063,5078,4477,4544,277.54,1305979.53
2018-06-21,BTCGBP,5120,5173,5044,5063,96.76,493893.32
2018-06-20,BTCGBP,5116,5148,4994,5120,81.46,412689.4
2018-06-19,BTCGBP,5062,5182,5041,5116,144.79,739906.94
2018-06-18,BTCGBP,4859,5141,4823,5062,283.62,1417679.7
2018-06-17,BTCGBP,4877,4925,4834,4859,51.88,252906.49
2018-06-16,BTCGBP,4822,4932,4769,4877,56.76,276441.97
2018-06-15,BTCGBP,5021,5021,4810,4822,113.41,558892.1
2018-06-14,BTCGBP,4683,5062,4665,5021,280.02,1377665.88
2018-06-13,BTCGBP,4915,4931,4538,4683,342.96,1630178.38
2018-06-12,BTCGBP,5152,5152,4800,4915,418.95,2067432.72
2018-06-11,BTCGBP,5020,5153,4979,5152,253.3,1282358.07
2018-06-10,BTCGBP,5576,5576,5000,5020,266.44,1397208.54
2018-06-09,BTCGBP,5695,5723,5576,5576,71.29,402681.9
2018-06-08,BTCGBP,5718,5747,5644,5695,155.43,884286.31
2018-06-07,BTCGBP,5709,5789,5701,5718,137.59,789752.23
2018-06-06,BTCGBP,5723,5798,5615,5709,126.71,722570.67
