Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ZEC,Volume BTC
2019-08-07,ZECBTC,0.0055,0.0055,0.0053,0.0054,1278.91,6.906
2019-08-06,ZECBTC,0.0056,0.0058,0.0053,0.0055,11059.64,60.77
2019-08-05,ZECBTC,0.006,0.0061,0.0056,0.0056,16746.69,95.62
2019-08-04,ZECBTC,0.0061,0.0061,0.0059,0.006,3701.94,22.2
2019-08-03,ZECBTC,0.0064,0.0064,0.006,0.0061,1985.67,12.29
2019-08-02,ZECBTC,0.0065,0.0065,0.0063,0.0064,3118.02,20.01
2019-08-01,ZECBTC,0.0067,0.0068,0.0064,0.0065,4273.38,28.08
2019-07-31,ZECBTC,0.0069,0.007,0.0066,0.0067,3972.25,26.99
2019-07-30,ZECBTC,0.0071,0.0071,0.0069,0.0069,2134.0,14.81
2019-07-29,ZECBTC,0.0072,0.0073,0.007,0.0071,3936.14,28.18
2019-07-28,ZECBTC,0.0073,0.0074,0.0071,0.0072,4445.83,32.23
2019-07-27,ZECBTC,0.0072,0.0074,0.0071,0.0073,4355.3,31.54
2019-07-26,ZECBTC,0.007,0.0074,0.007,0.0072,2028.2,14.73
2019-07-25,ZECBTC,0.0073,0.0073,0.007,0.007,8756.47,62.26
2019-07-24,ZECBTC,0.0071,0.0073,0.007,0.0073,7362.4,52.68
2019-07-23,ZECBTC,0.007,0.0073,0.0069,0.0071,5038.09,35.93
2019-07-22,ZECBTC,0.0071,0.0072,0.0069,0.007,3483.77,24.7
2019-07-21,ZECBTC,0.0072,0.0072,0.007,0.0071,1962.93,14.03
2019-07-20,ZECBTC,0.0071,0.0073,0.0071,0.0072,5227.6,38.0
2019-07-19,ZECBTC,0.0074,0.0075,0.007,0.0071,5857.91,41.98
2019-07-18,ZECBTC,0.0076,0.0077,0.0076,0.0077,726.54,5.522
2019-07-17,ZECBTC,0.0071,0.0078,0.0071,0.0076,8861.52,65.54
2019-07-16,ZECBTC,0.0073,0.0075,0.0067,0.0071,20357.71,146.55
2019-07-15,ZECBTC,0.008,0.0081,0.0072,0.0073,10727.43,82.43
2019-07-14,ZECBTC,0.0079,0.0081,0.0076,0.008,13251.61,103.7
2019-07-13,ZECBTC,0.0079,0.008,0.0077,0.0079,8562.42,67.35
2019-07-12,ZECBTC,0.0078,0.0079,0.0076,0.0079,4234.82,32.97
