Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DIM,Volume USD
2018-04-14,DIMUSD,0.0042,0.0045,0.0039,0.0042,947515.0,3886.06
2018-04-13,DIMUSD,0.0037,0.0054,0.0036,0.0042,5124469.0,22205.46
2018-04-12,DIMUSD,0.0036,0.0039,0.0035,0.0037,1213854.0,4467.5
2018-04-11,DIMUSD,0.0039,0.004,0.0035,0.0036,1091152.0,4018.46
2018-04-10,DIMUSD,0.0035,0.0039,0.0033,0.0039,1902970.0,6854.05
2018-04-09,DIMUSD,0.0033,0.0036,0.0032,0.0035,1381053.0,4799.39
2018-04-08,DIMUSD,0.0034,0.0037,0.003,0.0033,1495522.0,4927.09
2018-04-07,DIMUSD,0.0031,0.0038,0.0031,0.0034,1598274.0,5571.58
2018-04-06,DIMUSD,0.0034,0.0035,0.0026,0.0031,1709634.0,5280.41
2018-04-05,DIMUSD,0.0033,0.0036,0.0032,0.0034,1691705.0,5780.66
2018-04-04,DIMUSD,0.0036,0.0037,0.0031,0.0033,662854.0,2233.62
2018-04-03,DIMUSD,0.0034,0.0038,0.0033,0.0036,2960245.0,10285.87
2018-04-02,DIMUSD,0.0035,0.0036,0.0033,0.0034,1606404.0,5415.11
2018-04-01,DIMUSD,0.0038,0.0038,0.0031,0.0035,1493015.0,5048.36
2018-03-31,DIMUSD,0.0038,0.0038,0.0035,0.0038,545309.0,1987.14
2018-03-30,DIMUSD,0.0039,0.0041,0.0032,0.0038,2464052.0,9344.05
2018-03-29,DIMUSD,0.0041,0.0043,0.0036,0.0039,4036732.0,16091.36
2018-03-28,DIMUSD,0.0041,0.0043,0.0035,0.0041,4892847.0,19530.99
2018-03-27,DIMUSD,0.004,0.0043,0.0039,0.0041,903085.0,3651.14
2018-03-26,DIMUSD,0.0043,0.0045,0.0038,0.004,2404726.0,10013.84
2018-03-25,DIMUSD,0.0042,0.0044,0.004,0.0043,1123691.0,4756.79
2018-03-24,DIMUSD,0.004,0.0043,0.0037,0.0042,732700.0,3019.17
2018-03-23,DIMUSD,0.0043,0.0043,0.0037,0.004,1652228.0,6484.16
2018-03-22,DIMUSD,0.0043,0.0045,0.0038,0.0043,1738509.0,7192.88
2018-03-21,DIMUSD,0.0046,0.0049,0.0041,0.0043,2726385.0,12256.43
2018-03-20,DIMUSD,0.0047,0.0048,0.0043,0.0046,2328542.0,10659.82
2018-03-19,DIMUSD,0.0045,0.0047,0.0039,0.0047,1139292.0,4973.98
2018-03-18,DIMUSD,0.0048,0.0048,0.0037,0.0045,2147095.0,9164.59
2018-03-17,DIMUSD,0.0048,0.0054,0.0045,0.0048,3587149.0,17011.65
2018-03-16,DIMUSD,0.0052,0.0055,0.0041,0.0048,4795814.0,22619.16
2018-03-15,DIMUSD,0.0057,0.0057,0.0048,0.0052,2580663.0,13272.74
2018-03-14,DIMUSD,0.0055,0.0062,0.0053,0.0057,3491278.0,19833.36
2018-03-13,DIMUSD,0.0055,0.0056,0.0052,0.0055,1754489.0,9494.89
2018-03-12,DIMUSD,0.0054,0.0057,0.0051,0.0055,4422904.0,23950.24
2018-03-11,DIMUSD,0.0051,0.0057,0.0049,0.0054,3071274.0,15810.05
2018-03-10,DIMUSD,0.0053,0.0055,0.005,0.0051,786587.0,4127.7
2018-03-09,DIMUSD,0.0051,0.0055,0.0049,0.0053,3746424.0,19460.12
2018-03-08,DIMUSD,0.0053,0.0055,0.005,0.0051,2786887.0,14469.38
2018-03-07,DIMUSD,0.0056,0.0058,0.0048,0.0053,2870338.0,15406.44
2018-03-06,DIMUSD,0.0058,0.0059,0.0054,0.0056,2165238.0,12260.48
2018-03-05,DIMUSD,0.0056,0.0061,0.0053,0.0058,2288518.0,13166.33
2018-03-04,DIMUSD,0.0061,0.0061,0.0055,0.0056,1555079.0,8938.4
2018-03-03,DIMUSD,0.0058,0.0066,0.0058,0.0061,1648084.0,10275.79
2018-03-02,DIMUSD,0.0071,0.0072,0.0056,0.0058,4713695.0,29075.86
2018-03-01,DIMUSD,0.0069,0.008,0.0067,0.0071,3141196.0,22680.56
2018-02-28,DIMUSD,0.0068,0.0073,0.0067,0.0069,1675137.0,11488.66
2018-02-27,DIMUSD,0.007,0.0089,0.0062,0.0068,6621050.0,48468.01
2018-02-26,DIMUSD,0.0061,0.0071,0.0057,0.007,7267733.0,45645.72
2018-02-25,DIMUSD,0.0062,0.007,0.0058,0.0061,1882280.0,12091.55
2018-02-24,DIMUSD,0.0076,0.008,0.0057,0.0062,5623291.0,36919.78
2018-02-23,DIMUSD,0.0082,0.0089,0.0073,0.0076,4002553.0,32757.07
2018-02-22,DIMUSD,0.0088,0.009,0.0077,0.0082,5130081.0,43802.78
2018-02-21,DIMUSD,0.0093,0.0093,0.008,0.0088,4668066.0,39992.41
2018-02-20,DIMUSD,0.0081,0.0095,0.0081,0.0093,4494441.0,38810.31
2018-02-19,DIMUSD,0.0081,0.0083,0.0078,0.0081,3912943.0,31510.48
2018-02-18,DIMUSD,0.0083,0.0088,0.0076,0.0081,3505729.0,28920.48
2018-02-17,DIMUSD,0.0084,0.0088,0.008,0.0083,3372384.0,28169.84
2018-02-16,DIMUSD,0.0086,0.0092,0.007,0.0084,7362260.0,61683.31
2018-02-15,DIMUSD,0.0066,0.0097,0.0064,0.0086,16904830.0,141286.9
2018-02-14,DIMUSD,0.0047,0.008,0.0047,0.0066,13274200.0,84629.74
2018-02-13,DIMUSD,0.0052,0.0056,0.0041,0.0047,12780543.0,62759.82
2018-02-12,DIMUSD,0.0059,0.0061,0.0045,0.0052,10592116.0,56995.76
2018-02-11,DIMUSD,0.006,0.0061,0.0058,0.0059,4336448.0,25459.87
2018-02-10,DIMUSD,0.0062,0.0068,0.0058,0.006,6409542.0,39218.65
2018-02-09,DIMUSD,0.0061,0.0065,0.0052,0.0062,9478668.0,56170.75
2018-02-08,DIMUSD,0.0068,0.0078,0.0046,0.0061,12643687.0,76604.66
2018-02-07,DIMUSD,0.0071,0.009,0.0052,0.0068,18107990.0,114774.9
2018-02-06,DIMUSD,0.0067,0.0072,0.0042,0.0071,7550511.0,41344.52
2018-02-05,DIMUSD,0.0073,0.0083,0.0044,0.0067,9022816.0,59134.77
2018-02-04,DIMUSD,0.0091,0.0104,0.0069,0.0073,6767485.0,54768.9
2018-02-03,DIMUSD,0.0089,0.01,0.0081,0.0091,5008271.0,45029.66
2018-02-02,DIMUSD,0.01,0.0101,0.0072,0.0089,11872449.0,104569.06
2018-02-01,DIMUSD,0.0104,0.0125,0.0083,0.01,11279423.0,110481.13
2018-01-31,DIMUSD,0.0117,0.0122,0.0091,0.0104,11996816.0,127014.35
2018-01-30,DIMUSD,0.0133,0.0139,0.0101,0.0117,5608128.0,66790.02
2018-01-29,DIMUSD,0.014,0.0162,0.0113,0.0133,5966107.0,80354.08
2018-01-28,DIMUSD,0.0168,0.018,0.012,0.014,4639672.0,69255.26
2018-01-27,DIMUSD,0.0167,0.018,0.0148,0.0168,2160704.0,34739.38
2018-01-26,DIMUSD,0.017,0.0173,0.0159,0.0167,951973.0,15892.06
2018-01-25,DIMUSD,0.0162,0.0181,0.0156,0.017,1072148.0,18069.13
2018-01-24,DIMUSD,0.018,0.018,0.0155,0.0162,1542811.0,25616.46
2018-01-23,DIMUSD,0.018,0.0193,0.0155,0.018,2305719.0,39937.93
2018-01-22,DIMUSD,0.0203,0.022,0.017,0.018,3753127.0,71709.44
2018-01-21,DIMUSD,0.0228,0.0259,0.0179,0.0203,3701661.0,80236.33
2018-01-20,DIMUSD,0.0192,0.026,0.018,0.0228,5052016.0,108628.57
2018-01-19,DIMUSD,0.0191,0.0213,0.0175,0.0192,3195779.0,61913.95
2018-01-18,DIMUSD,0.0161,0.023,0.0157,0.0191,6637901.0,126989.94
2018-01-17,DIMUSD,0.013,0.02,0.0062,0.0161,11018352.0,125679.28
2018-01-16,DIMUSD,0.0216,0.0216,0.0091,0.013,6526380.0,102856.92
2018-01-15,DIMUSD,0.0242,0.0247,0.019,0.0216,6096663.0,129260.22
2018-01-14,DIMUSD,0.0238,0.0268,0.022,0.0242,5535384.0,136497.32
2018-01-13,DIMUSD,0.0253,0.0279,0.021,0.0238,10468578.0,260676.34
2018-01-12,DIMUSD,0.0265,0.0297,0.0239,0.0253,15766004.0,405065.0
2018-01-11,DIMUSD,0.0291,0.0319,0.0255,0.0265,8593764.0,237592.93
2018-01-10,DIMUSD,0.028,0.0348,0.0245,0.0291,21705713.0,596009.07
2018-01-09,DIMUSD,0.0298,0.0348,0.0249,0.028,17518798.0,502145.28
2018-01-08,DIMUSD,0.036,0.0442,0.024,0.0298,28740544.0,889117.74
2018-01-07,DIMUSD,0.0528,0.0551,0.0306,0.036,19662976.0,806534.39
2018-01-06,DIMUSD,0.0477,0.0615,0.046,0.0528,11108747.0,570532.75
2018-01-05,DIMUSD,0.0513,0.0527,0.046,0.0477,8843636.0,437561.04
2018-01-04,DIMUSD,0.0534,0.0654,0.0443,0.0513,20629259.0,1067633.98
2018-01-03,DIMUSD,0.0499,0.0759,0.0389,0.0534,57632572.0,2745542.4
2018-01-02,DIMUSD,0.1411,0.161,0.0274,0.0499,26246476.0,1605784.49
2018-01-01,DIMUSD,0.1409,0.1648,0.13,0.1411,169277.0,24714.85
2017-12-31,DIMUSD,0.113,0.181,0.113,0.1409,523432.0,81908.69
2017-12-30,DIMUSD,0.1499,0.1899,0.09,0.113,352294.0,44656.4
2017-12-29,DIMUSD,0.2099,0.2099,0.1205,0.1499,462094.0,76909.8
2017-12-28,DIMUSD,0.262,0.303,0.16,0.2099,497947.0,114709.3
2017-12-27,DIMUSD,0.238,0.35,0.2324,0.262,1553770.0,440117.65
2017-12-26,DIMUSD,0.2298,0.44,0.165,0.238,4850548.0,1416020.5
2017-12-25,DIMUSD,0.0309,0.4,0.0257,0.2298,5078174.0,761044.58
2017-12-24,DIMUSD,0.7,0.7,0.0164,0.0309,2302013.0,60914.02
