Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NEO,Volume ETH
2019-08-07,NEOETH,0.05011,0.05033,0.04993,0.05024,948.12,47.57
2019-08-06,NEOETH,0.05148,0.05236,0.04984,0.05011,34425.36,1750.35
2019-08-05,NEOETH,0.05353,0.054,0.05137,0.05148,28683.61,1511.49
2019-08-04,NEOETH,0.05455,0.05516,0.05325,0.05353,20523.19,1114.19
2019-08-03,NEOETH,0.05354,0.05493,0.0531,0.05455,14991.4,806.26
2019-08-02,NEOETH,0.05474,0.05474,0.05302,0.05354,20241.6,1086.48
2019-08-01,NEOETH,0.05376,0.05485,0.05333,0.05474,22066.7,1189.33
2019-07-31,NEOETH,0.05366,0.0564,0.05316,0.05376,30954.29,1690.92
2019-07-30,NEOETH,0.05346,0.05411,0.05297,0.05366,10431.4,557.0
2019-07-29,NEOETH,0.05318,0.0543,0.053,0.05346,21825.99,1164.98
2019-07-28,NEOETH,0.05484,0.05503,0.05307,0.05318,23232.61,1260.02
2019-07-27,NEOETH,0.05465,0.05564,0.05364,0.05484,22029.64,1198.58
2019-07-26,NEOETH,0.05437,0.05541,0.05405,0.05465,10202.68,556.73
2019-07-25,NEOETH,0.05446,0.05563,0.05377,0.05437,20862.8,1141.81
2019-07-24,NEOETH,0.05287,0.05607,0.0524,0.05446,34734.03,1895.56
2019-07-23,NEOETH,0.05545,0.05555,0.05253,0.05287,42148.51,2270.08
2019-07-22,NEOETH,0.05762,0.0579,0.0547,0.05545,51364.95,2880.48
2019-07-21,NEOETH,0.05828,0.05936,0.05649,0.05762,28063.63,1624.18
2019-07-20,NEOETH,0.05886,0.05936,0.0573,0.05828,21185.4,1238.06
2019-07-19,NEOETH,0.05783,0.05957,0.0557,0.05886,38562.09,2224.31
2019-07-18,NEOETH,0.05114,0.05163,0.05072,0.05163,1339.1,68.41
2019-07-17,NEOETH,0.05134,0.05221,0.04945,0.05114,74738.97,3804.81
2019-07-16,NEOETH,0.05385,0.05389,0.05115,0.05134,75757.25,3981.9
2019-07-15,NEOETH,0.05314,0.05595,0.0518,0.05385,68676.71,3654.46
2019-07-14,NEOETH,0.0527,0.05534,0.05125,0.05314,60864.41,3248.93
2019-07-13,NEOETH,0.05584,0.05595,0.0515,0.0527,32425.91,1737.09
2019-07-12,NEOETH,0.05444,0.05626,0.05357,0.05584,29920.69,1648.69
2019-07-11,NEOETH,0.05591,0.05683,0.05355,0.05444,45878.07,2546.61
2019-07-10,NEOETH,0.05603,0.05649,0.05445,0.05591,55003.57,3052.09
2019-07-09,NEOETH,0.05619,0.05704,0.05529,0.05603,39280.64,2206.17
2019-07-08,NEOETH,0.05644,0.05731,0.0551,0.05619,35020.1,1964.34
2019-07-07,NEOETH,0.05862,0.05894,0.05501,0.05644,34814.11,1979.24
2019-07-06,NEOETH,0.05922,0.05969,0.05815,0.05862,17906.16,1051.48
2019-07-05,NEOETH,0.0601,0.06038,0.05838,0.05922,26137.24,1546.36
2019-07-04,NEOETH,0.05942,0.061,0.05893,0.0601,37685.31,2263.75
2019-07-03,NEOETH,0.06157,0.06157,0.05881,0.05942,34906.15,2092.36
2019-07-02,NEOETH,0.05746,0.06322,0.05722,0.06157,64311.75,3873.28
2019-07-01,NEOETH,0.05734,0.05823,0.05495,0.05746,43942.94,2492.11
2019-06-30,NEOETH,0.05805,0.05878,0.05683,0.05734,35352.35,2043.03
2019-06-29,NEOETH,0.05857,0.06187,0.05734,0.05805,70898.33,4181.12
2019-06-28,NEOETH,0.05771,0.06093,0.0574,0.05857,65374.66,3863.4
2019-06-27,NEOETH,0.05702,0.06024,0.05519,0.05771,103726.43,5937.35
2019-06-26,NEOETH,0.06162,0.0659,0.0516,0.05702,211466.43,12402.81
2019-06-25,NEOETH,0.05769,0.0635,0.056,0.06162,120906.86,7268.77
2019-06-24,NEOETH,0.05453,0.05988,0.05418,0.05769,56110.69,3216.55
2019-06-23,NEOETH,0.05626,0.05951,0.05396,0.05453,78950.62,4455.05
2019-06-22,NEOETH,0.04769,0.061,0.04628,0.05626,231749.26,12790.97
2019-06-21,NEOETH,0.04997,0.04997,0.0471,0.04769,45363.59,2180.94
2019-06-20,NEOETH,0.05112,0.05124,0.04881,0.04997,34546.19,1725.74
