Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HETH
2019-08-07 03-AM,DASHETH,0.473,0.473,0.473,0.473,0.0,0.0
2019-08-07 02-AM,DASHETH,0.473,0.473,0.473,0.473,0.0,0.0
2019-08-07 01-AM,DASHETH,0.473,0.473,0.473,0.473,0.0,0.0
2019-08-07 12-AM,DASHETH,0.4695,0.473,0.4695,0.473,0.9629,0.4551
2019-08-06 11-PM,DASHETH,0.4668,0.4695,0.4657,0.4695,1.089,0.5085
2019-08-06 10-PM,DASHETH,0.469,0.469,0.4668,0.4668,10.53,4.917
2019-08-06 09-PM,DASHETH,0.4584,0.469,0.4584,0.469,2.211,1.034
2019-08-06 08-PM,DASHETH,0.4584,0.4584,0.4584,0.4584,0.0,0.0
2019-08-06 07-PM,DASHETH,0.4599,0.4599,0.4584,0.4584,5.411,2.481
2019-08-06 06-PM,DASHETH,0.458,0.4599,0.458,0.4599,1.895,0.8713
2019-08-06 05-PM,DASHETH,0.4609,0.4609,0.458,0.458,0.1042,0.04773
2019-08-06 04-PM,DASHETH,0.4594,0.4609,0.4594,0.4609,0.2581,0.1189
2019-08-06 03-PM,DASHETH,0.459,0.4594,0.458,0.4594,2.009,0.9223
2019-08-06 02-PM,DASHETH,0.459,0.459,0.459,0.459,0.0,0.0
2019-08-06 01-PM,DASHETH,0.4672,0.4672,0.459,0.459,21.36,9.861
2019-08-06 12-PM,DASHETH,0.461,0.4672,0.461,0.4672,1.08,0.5045
2019-08-06 11-AM,DASHETH,0.4647,0.4647,0.461,0.461,2.218,1.023
2019-08-06 10-AM,DASHETH,0.4648,0.4654,0.4599,0.4647,32.4,14.98
2019-08-06 09-AM,DASHETH,0.4723,0.4727,0.4648,0.4648,14.34,6.705
2019-08-06 08-AM,DASHETH,0.4775,0.4775,0.4723,0.4723,0.8624,0.4088
2019-08-06 07-AM,DASHETH,0.4707,0.4775,0.4707,0.4775,6.06,2.89
2019-08-06 06-AM,DASHETH,0.4771,0.4771,0.4707,0.4707,0.3293,0.1555
2019-08-06 05-AM,DASHETH,0.4765,0.4771,0.4765,0.4771,3.098,1.478
2019-08-06 04-AM,DASHETH,0.4765,0.4765,0.4765,0.4765,0.0,0.0
