Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume ETH
2019-03-03,LSKETH,0.009268,0.009397,0.009061,0.009321,13929.53,129.22
2019-03-02,LSKETH,0.00898,0.009275,0.008939,0.009268,9572.09,86.98
2019-03-01,LSKETH,0.008975,0.009028,0.008858,0.00898,5340.95,47.83
2019-02-28,LSKETH,0.00896,0.009042,0.008793,0.008975,8771.29,78.28
2019-02-27,LSKETH,0.008959,0.00924,0.008845,0.00896,19349.43,173.72
2019-02-26,LSKETH,0.008642,0.009098,0.008594,0.008959,11072.04,98.18
2019-02-25,LSKETH,0.008747,0.008819,0.008463,0.008642,8984.05,77.25
2019-02-24,LSKETH,0.008207,0.008759,0.00788,0.008747,26442.74,220.85
2019-02-23,LSKETH,0.008577,0.008683,0.008115,0.008207,23037.3,192.91
2019-02-22,LSKETH,0.008554,0.0087,0.008262,0.008577,11684.44,99.71
2019-02-21,LSKETH,0.008459,0.008585,0.008352,0.008554,13132.13,110.94
2019-02-20,LSKETH,0.00864,0.008791,0.008459,0.008459,9726.4,83.45
2019-02-19,LSKETH,0.008849,0.008849,0.008402,0.00864,12838.91,109.67
2019-02-18,LSKETH,0.009348,0.009348,0.008543,0.008849,21534.37,190.92
2019-02-17,LSKETH,0.0096,0.009714,0.009119,0.009348,17432.41,164.04
2019-02-16,LSKETH,0.009348,0.0096,0.009317,0.0096,11477.69,108.74
2019-02-15,LSKETH,0.009305,0.00942,0.009255,0.009348,3772.93,35.31
2019-02-14,LSKETH,0.00936,0.009449,0.0092,0.009305,6299.47,58.59
2019-02-13,LSKETH,0.009509,0.009548,0.0093,0.00936,10136.07,95.67
2019-02-12,LSKETH,0.009667,0.00975,0.009413,0.009509,9111.4,86.98
2019-02-11,LSKETH,0.009429,0.0101,0.009419,0.009667,17989.18,174.77
2019-02-10,LSKETH,0.009653,0.0107,0.009378,0.009429,31347.2,310.18
2019-02-09,LSKETH,0.009615,0.009673,0.009511,0.009653,13354.74,127.61
2019-02-08,LSKETH,0.01025,0.01105,0.009523,0.009615,38626.46,402.15
2019-02-07,LSKETH,0.01001,0.01026,0.009794,0.01025,21687.33,217.1
2019-02-06,LSKETH,0.01038,0.01058,0.009994,0.01001,17873.32,184.16
2019-02-05,LSKETH,0.01033,0.01044,0.01011,0.01038,15243.11,157.32
2019-02-04,LSKETH,0.01033,0.01044,0.01021,0.01033,5213.52,53.84
2019-02-03,LSKETH,0.01014,0.01048,0.01,0.01033,10744.22,110.81
2019-02-02,LSKETH,0.01018,0.01026,0.01,0.01014,4165.36,42.25
2019-02-01,LSKETH,0.01023,0.0104,0.01007,0.01018,8381.67,85.8
2019-01-31,LSKETH,0.01029,0.01039,0.01015,0.01023,10686.07,109.73
2019-01-30,LSKETH,0.01047,0.01057,0.01016,0.01029,10936.36,113.22
2019-01-29,LSKETH,0.01063,0.01074,0.01023,0.01047,21155.34,220.56
2019-01-28,LSKETH,0.01053,0.01114,0.01024,0.01063,49852.12,528.96
2019-01-27,LSKETH,0.01052,0.01069,0.01038,0.01053,20478.73,214.53
2019-01-26,LSKETH,0.01065,0.01069,0.01042,0.01052,6278.74,66.21
2019-01-25,LSKETH,0.01079,0.01087,0.01052,0.01065,11362.46,121.36
2019-01-24,LSKETH,0.01064,0.01119,0.01062,0.01079,23512.12,257.71
2019-01-23,LSKETH,0.01053,0.01071,0.01041,0.01064,16834.75,178.47
2019-01-22,LSKETH,0.01052,0.01064,0.01021,0.01053,19883.44,208.01
2019-01-21,LSKETH,0.01031,0.0108,0.01031,0.01052,23041.46,243.35
2019-01-20,LSKETH,0.01026,0.01047,0.01014,0.01031,9745.37,100.43
2019-01-19,LSKETH,0.01036,0.01041,0.01011,0.01026,13274.98,136.02
2019-01-18,LSKETH,0.01028,0.01044,0.01004,0.01036,9632.92,98.84
2019-01-17,LSKETH,0.009786,0.01035,0.009786,0.01028,28808.27,292.76
2019-01-16,LSKETH,0.009811,0.009942,0.009581,0.009786,18960.55,185.17
2019-01-15,LSKETH,0.009466,0.009985,0.009326,0.009811,12982.56,124.28
2019-01-14,LSKETH,0.01002,0.01003,0.009351,0.009466,10920.72,106.06
2019-01-13,LSKETH,0.009836,0.01013,0.009715,0.01002,19438.98,192.64
2019-01-12,LSKETH,0.009604,0.009932,0.009433,0.009836,10330.69,99.34
2019-01-11,LSKETH,0.00952,0.009929,0.009362,0.009604,22799.57,220.53
2019-01-10,LSKETH,0.009112,0.009695,0.009085,0.00952,39530.88,375.26
2019-01-09,LSKETH,0.009139,0.009223,0.006988,0.009112,35924.51,316.73
2019-01-08,LSKETH,0.009055,0.009149,0.008804,0.009139,27615.15,247.67
2019-01-07,LSKETH,0.009018,0.009098,0.008869,0.009055,22024.51,197.83
2019-01-06,LSKETH,0.008617,0.009117,0.008514,0.009018,21203.29,187.91
2019-01-05,LSKETH,0.008723,0.008723,0.008369,0.008617,10101.02,86.21
2019-01-04,LSKETH,0.008876,0.008981,0.008518,0.008723,9067.27,79.23
2019-01-03,LSKETH,0.00904,0.00919,0.008745,0.008876,12528.71,112.07
2019-01-02,LSKETH,0.009726,0.009767,0.008841,0.00904,16460.75,150.16
2019-01-01,LSKETH,0.009848,0.009917,0.0095,0.009726,9244.72,89.79
2018-12-31,LSKETH,0.0102,0.01038,0.009734,0.009848,28839.08,286.84
2018-12-30,LSKETH,0.01022,0.01073,0.01014,0.0102,13781.72,143.32
2018-12-29,LSKETH,0.01064,0.01126,0.01001,0.01022,21459.39,228.17
2018-12-28,LSKETH,0.01151,0.01167,0.01061,0.01064,47729.36,532.94
2018-12-27,LSKETH,0.01105,0.01176,0.01099,0.01151,33842.07,389.05
2018-12-26,LSKETH,0.01096,0.0112,0.01045,0.01105,22696.01,247.19
2018-12-25,LSKETH,0.01073,0.01116,0.01062,0.01096,22059.78,240.9
2018-12-24,LSKETH,0.01141,0.01141,0.01001,0.01073,49689.12,528.16
2018-12-23,LSKETH,0.01244,0.01244,0.01115,0.01141,30605.68,353.95
2018-12-22,LSKETH,0.0128,0.01355,0.0122,0.01244,44303.34,562.37
2018-12-21,LSKETH,0.01344,0.01395,0.01264,0.0128,50600.74,662.16
2018-12-20,LSKETH,0.01445,0.01476,0.01317,0.01344,59518.68,837.54
2018-12-19,LSKETH,0.01306,0.01531,0.01277,0.01445,105906.49,1517.89
2018-12-18,LSKETH,0.01303,0.01385,0.01282,0.01306,40253.41,530.45
2018-12-17,LSKETH,0.01329,0.01353,0.01298,0.01303,29163.86,387.91
2018-12-16,LSKETH,0.01321,0.01338,0.01299,0.01329,22137.75,292.38
2018-12-15,LSKETH,0.01319,0.01347,0.013,0.01321,17008.61,224.41
2018-12-14,LSKETH,0.01305,0.0132,0.01289,0.01319,12243.11,159.62
2018-12-13,LSKETH,0.01315,0.01325,0.01274,0.01305,11400.76,148.02
2018-12-12,LSKETH,0.01326,0.01335,0.013,0.01315,10713.19,140.03
2018-12-11,LSKETH,0.01321,0.01356,0.013,0.01332,11236.74,149.7
2018-12-10,LSKETH,0.01336,0.0134,0.01299,0.01321,10068.24,132.55
2018-12-09,LSKETH,0.01312,0.01372,0.0128,0.01336,12380.22,164.37
2018-12-08,LSKETH,0.01293,0.01368,0.01269,0.01312,28419.71,375.06
2018-12-07,LSKETH,0.01324,0.014,0.0123,0.01293,43669.31,583.28
2018-12-06,LSKETH,0.0129,0.01386,0.01275,0.01324,53556.69,711.62
2018-12-05,LSKETH,0.01277,0.01299,0.01242,0.0129,14945.64,189.29
2018-12-04,LSKETH,0.01239,0.0132,0.01224,0.01277,33506.22,424.39
2018-12-03,LSKETH,0.01263,0.01266,0.012,0.01239,8911.44,110.35
2018-12-02,LSKETH,0.01262,0.01298,0.01245,0.01263,12689.88,160.8
2018-12-01,LSKETH,0.01236,0.0131,0.01177,0.01262,25984.1,326.25
2018-11-30,LSKETH,0.01293,0.01306,0.01175,0.01252,19917.07,245.92
2018-11-29,LSKETH,0.01286,0.0131,0.01259,0.01293,20419.04,263.0
2018-11-28,LSKETH,0.01249,0.01315,0.0123,0.01286,31053.53,394.45
2018-11-27,LSKETH,0.01202,0.01282,0.01199,0.01249,25754.74,319.63
2018-11-26,LSKETH,0.01177,0.013,0.01136,0.01202,40450.68,489.85
2018-11-25,LSKETH,0.01189,0.01219,0.01146,0.01177,25789.31,306.45
2018-11-24,LSKETH,0.01221,0.01276,0.01145,0.01189,18178.51,219.13
2018-11-23,LSKETH,0.01209,0.0125,0.01186,0.01221,16205.67,197.58
2018-11-22,LSKETH,0.01177,0.01288,0.01153,0.01209,32772.66,401.01
2018-11-21,LSKETH,0.01124,0.01225,0.01106,0.01177,33257.7,389.31
2018-11-20,LSKETH,0.01098,0.0121,0.0104,0.01124,57301.53,651.73
2018-11-19,LSKETH,0.01171,0.01268,0.0053,0.01098,93914.62,1048.98
2018-11-18,LSKETH,0.01191,0.01211,0.01171,0.01171,12980.91,155.29
2018-11-17,LSKETH,0.01203,0.01222,0.01175,0.01191,10362.23,124.04
2018-11-16,LSKETH,0.01217,0.0123,0.01172,0.01203,15021.66,179.8
2018-11-15,LSKETH,0.01229,0.01246,0.01141,0.01217,42873.87,510.64
2018-11-14,LSKETH,0.01254,0.0128,0.0116,0.01229,45652.96,558.58
2018-11-13,LSKETH,0.01328,0.01337,0.01225,0.01254,42424.69,544.4
2018-11-12,LSKETH,0.01282,0.0139,0.01275,0.01328,42120.93,564.66
2018-11-11,LSKETH,0.01294,0.01304,0.01282,0.01282,4921.12,63.48
2018-11-10,LSKETH,0.01316,0.01316,0.01289,0.01294,9806.57,128.08
2018-11-09,LSKETH,0.01315,0.01321,0.01297,0.01316,18537.29,243.83
2018-11-08,LSKETH,0.01318,0.01333,0.01304,0.01315,13672.95,180.39
2018-11-07,LSKETH,0.013,0.01335,0.01278,0.01318,18451.7,241.23
2018-11-06,LSKETH,0.01377,0.01397,0.013,0.013,40307.01,540.42
2018-11-05,LSKETH,0.01329,0.01393,0.01316,0.01377,39043.3,523.2
2018-11-04,LSKETH,0.01367,0.01381,0.01301,0.01329,31936.19,431.66
2018-11-03,LSKETH,0.01366,0.0138,0.01352,0.01367,10980.68,149.76
2018-11-02,LSKETH,0.01385,0.01392,0.01362,0.01366,12215.22,168.04
2018-11-01,LSKETH,0.01401,0.01421,0.0138,0.01385,11509.78,160.67
2018-10-31,LSKETH,0.01388,0.01418,0.01367,0.01401,16219.44,225.96
2018-10-30,LSKETH,0.01384,0.01418,0.0137,0.01388,16143.7,224.62
2018-10-29,LSKETH,0.01392,0.01414,0.01365,0.01384,21826.34,302.82
2018-10-28,LSKETH,0.01378,0.01417,0.01372,0.01392,16876.48,234.36
2018-10-27,LSKETH,0.01439,0.01449,0.01363,0.01378,27528.5,385.42
2018-10-26,LSKETH,0.01441,0.01455,0.01412,0.01439,18323.26,262.39
2018-10-25,LSKETH,0.01477,0.01477,0.01422,0.01441,32902.42,474.75
2018-10-24,LSKETH,0.01469,0.01491,0.01464,0.01477,17811.44,262.43
2018-10-23,LSKETH,0.01472,0.01524,0.01455,0.01469,43118.65,641.46
2018-10-22,LSKETH,0.01384,0.01492,0.01374,0.01472,60557.89,870.57
2018-10-21,LSKETH,0.014,0.01416,0.0138,0.01384,21751.4,304.72
2018-10-20,LSKETH,0.01389,0.01403,0.01375,0.014,24858.59,345.54
2018-10-19,LSKETH,0.01381,0.01409,0.01381,0.01389,15841.0,221.2
2018-10-18,LSKETH,0.01414,0.01451,0.01372,0.01381,54962.56,774.57
2018-10-17,LSKETH,0.01422,0.0144,0.01375,0.01414,52284.09,736.36
2018-10-16,LSKETH,0.01376,0.01376,0.01366,0.01366,0.0,0.0
2018-10-15,LSKETH,0.01417,0.01429,0.0132,0.01376,109939.49,1510.96
2018-10-14,LSKETH,0.01439,0.01453,0.0139,0.01417,85308.73,1214.35
2018-10-13,LSKETH,0.01481,0.01488,0.01375,0.01439,57533.32,821.23
2018-10-12,LSKETH,0.01569,0.01569,0.01457,0.01481,29812.41,444.83
2018-10-11,LSKETH,0.01499,0.01579,0.01487,0.01569,64222.64,980.95
2018-10-10,LSKETH,0.0145,0.01537,0.01439,0.01499,33722.41,504.14
2018-10-09,LSKETH,0.01429,0.01461,0.01427,0.0145,15887.19,229.24
2018-10-08,LSKETH,0.01443,0.01455,0.01423,0.01429,11798.05,169.37
2018-10-07,LSKETH,0.01451,0.01468,0.01432,0.01443,14823.52,214.78
2018-10-06,LSKETH,0.01439,0.0148,0.01422,0.01451,16828.62,242.48
2018-10-05,LSKETH,0.0145,0.01483,0.01431,0.01439,22204.27,321.62
2018-10-04,LSKETH,0.01452,0.0147,0.01423,0.0145,19199.02,276.4
2018-10-03,LSKETH,0.01441,0.01475,0.01421,0.01452,22715.54,329.31
2018-10-02,LSKETH,0.01423,0.01454,0.0142,0.01441,12432.73,178.75
2018-10-01,LSKETH,0.0144,0.01454,0.01416,0.01423,17509.74,251.35
2018-09-30,LSKETH,0.01413,0.01459,0.01383,0.0144,10717.09,152.0
2018-09-29,LSKETH,0.01463,0.01491,0.01383,0.01413,21240.83,302.23
2018-09-28,LSKETH,0.01454,0.01491,0.01437,0.01463,16497.76,241.28
2018-09-27,LSKETH,0.01471,0.0152,0.0145,0.01454,25469.68,377.56
2018-09-26,LSKETH,0.01471,0.01522,0.01449,0.01471,16817.83,250.22
2018-09-25,LSKETH,0.01454,0.0155,0.01432,0.01471,38499.56,572.49
2018-09-24,LSKETH,0.01435,0.01473,0.01405,0.01454,19946.01,287.48
2018-09-23,LSKETH,0.01396,0.01448,0.0139,0.01435,33973.5,480.97
2018-09-22,LSKETH,0.01394,0.01431,0.01368,0.01396,15583.38,217.7
2018-09-21,LSKETH,0.0149,0.01552,0.0137,0.01394,128111.75,1888.37
2018-09-20,LSKETH,0.01604,0.01622,0.01469,0.0149,32447.92,501.17
2018-09-19,LSKETH,0.0164,0.01646,0.01578,0.01604,11130.62,178.5
2018-09-18,LSKETH,0.017,0.01723,0.01625,0.0164,14975.74,250.63
2018-09-17,LSKETH,0.0161,0.0176,0.01563,0.017,44760.97,751.0
2018-09-16,LSKETH,0.01498,0.01718,0.01491,0.0161,64112.26,1033.38
2018-09-15,LSKETH,0.01576,0.0159,0.0145,0.01498,22226.85,336.97
2018-09-14,LSKETH,0.01654,0.01698,0.01553,0.01576,24198.63,390.93
2018-09-13,LSKETH,0.01751,0.01751,0.01612,0.01654,24744.47,413.86
2018-09-12,LSKETH,0.01772,0.01818,0.01691,0.01751,61455.08,1070.5
2018-09-11,LSKETH,0.0181,0.01854,0.01772,0.01772,14944.4,270.36
2018-09-10,LSKETH,0.01902,0.0193,0.0179,0.0181,37798.19,696.23
2018-09-09,LSKETH,0.01724,0.01956,0.017,0.01902,47929.68,865.49
2018-09-08,LSKETH,0.01668,0.01755,0.0161,0.01724,27913.69,467.16
2018-09-07,LSKETH,0.0165,0.01669,0.01616,0.01668,16038.37,263.74
2018-09-06,LSKETH,0.01628,0.01687,0.01558,0.0165,29829.73,483.05
2018-09-05,LSKETH,0.0156,0.01643,0.01495,0.01628,34709.98,546.03
2018-09-04,LSKETH,0.0152,0.01605,0.01506,0.0156,17206.39,269.31
2018-09-03,LSKETH,0.01553,0.01567,0.01507,0.0152,13265.43,202.24
2018-09-02,LSKETH,0.0159,0.01602,0.01523,0.01553,14627.88,226.21
2018-09-01,LSKETH,0.016,0.01621,0.01546,0.0159,24342.58,385.74
2018-08-31,LSKETH,0.01579,0.01682,0.01569,0.016,20439.53,333.06
