Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume WAV,Volume ESBTC
2019-08-07,WAVESBTC,0.0001184,0.0001188,0.0001172,0.0001172,28224.73,3.335
2019-08-06,WAVESBTC,0.0001189,0.0001201,0.0001142,0.0001184,60172.44,7.065
2019-08-05,WAVESBTC,0.0001241,0.0001241,0.000116,0.0001188,30327.28,3.632
2019-08-04,WAVESBTC,0.0001261,0.0001262,0.0001231,0.0001241,17415.11,2.172
2019-08-03,WAVESBTC,0.0001288,0.0001288,0.0001246,0.0001261,19921.77,2.508
2019-08-02,WAVESBTC,0.0001316,0.000133,0.000128,0.0001288,42102.92,5.461
2019-08-01,WAVESBTC,0.0001365,0.0001385,0.0001309,0.0001316,34951.09,4.743
2019-07-31,WAVESBTC,0.0001424,0.0001425,0.0001364,0.0001365,33552.3,4.705
2019-07-30,WAVESBTC,0.0001451,0.0001461,0.0001411,0.0001424,29138.46,4.164
2019-07-29,WAVESBTC,0.0001422,0.0001505,0.0001409,0.0001453,22700.85,3.31
2019-07-28,WAVESBTC,0.0001431,0.0001435,0.0001408,0.0001422,6902.06,0.9806
2019-07-27,WAVESBTC,0.000142,0.0001438,0.0001408,0.0001431,12995.58,1.85
2019-07-26,WAVESBTC,0.0001422,0.0001466,0.0001418,0.000145,28376.05,4.097
2019-07-25,WAVESBTC,0.0001406,0.000143,0.000139,0.0001422,37925.84,5.33
2019-07-24,WAVESBTC,0.0001388,0.0001414,0.0001359,0.0001406,45023.44,6.263
2019-07-23,WAVESBTC,0.0001384,0.0001411,0.0001307,0.0001388,138357.03,19.17
2019-07-22,WAVESBTC,0.0001377,0.00014,0.0001367,0.0001384,100461.29,13.89
2019-07-21,WAVESBTC,0.0001384,0.0001407,0.0001367,0.0001377,51942.04,7.174
2019-07-20,WAVESBTC,0.0001396,0.0001416,0.000137,0.0001384,88833.43,12.34
2019-07-19,WAVESBTC,0.00014,0.0001433,0.0001377,0.0001396,48160.99,6.744
2019-07-18,WAVESBTC,0.0001453,0.0001455,0.000143,0.000143,34385.18,4.969
2019-07-17,WAVESBTC,0.000154,0.000154,0.0001426,0.0001453,109290.65,15.96
2019-07-16,WAVESBTC,0.0001378,0.000166,0.0001371,0.000154,248332.75,38.18
2019-07-15,WAVESBTC,0.0001445,0.0001529,0.0001308,0.0001378,126355.32,17.97
2019-07-14,WAVESBTC,0.0001352,0.0001531,0.0001352,0.0001445,96156.06,14.02
2019-07-13,WAVESBTC,0.0001379,0.0001416,0.0001347,0.0001352,21378.96,2.957
2019-07-12,WAVESBTC,0.0001313,0.000151,0.000131,0.0001379,114804.54,16.09
2019-07-11,WAVESBTC,0.0001419,0.0001421,0.0001295,0.0001313,168652.81,22.84
2019-07-10,WAVESBTC,0.0001459,0.0001459,0.0001354,0.0001419,126854.55,17.62
2019-07-09,WAVESBTC,0.0001544,0.0001552,0.0001437,0.0001459,153794.01,22.6
2019-07-08,WAVESBTC,0.0001798,0.0001805,0.0001526,0.0001544,166578.31,27.72
2019-07-07,WAVESBTC,0.0001728,0.0002033,0.0001728,0.0001798,369571.48,69.68
2019-07-06,WAVESBTC,0.0001623,0.000194,0.0001558,0.0001728,315834.78,56.63
2019-07-05,WAVESBTC,0.0001635,0.0001667,0.0001585,0.0001623,88873.57,14.46
2019-07-04,WAVESBTC,0.0001636,0.000166,0.00016,0.0001635,50505.04,8.191
2019-07-03,WAVESBTC,0.0001684,0.0001733,0.0001576,0.0001636,52960.6,8.721
2019-07-02,WAVESBTC,0.0001775,0.00018,0.000168,0.0001684,50192.02,8.782
2019-07-01,WAVESBTC,0.0001678,0.0001808,0.0001678,0.0001775,69063.93,12.04
2019-06-30,WAVESBTC,0.0001652,0.000174,0.0001606,0.0001678,137238.06,22.59
2019-06-29,WAVESBTC,0.0001625,0.0001652,0.0001581,0.0001652,135335.79,21.89
2019-06-28,WAVESBTC,0.0001637,0.0001768,0.0001562,0.0001625,421131.91,69.39
2019-06-27,WAVESBTC,0.0001667,0.0001822,0.0001621,0.0001637,263710.61,45.46
2019-06-26,WAVESBTC,0.000195,0.0001964,0.000163,0.0001667,253342.03,45.18
2019-06-25,WAVESBTC,0.0002142,0.0002146,0.000195,0.000195,113917.78,23.57
2019-06-24,WAVESBTC,0.0002164,0.0002211,0.000213,0.0002142,24651.15,5.367
2019-06-23,WAVESBTC,0.0002239,0.0002275,0.0002112,0.0002164,65528.31,14.4
2019-06-22,WAVESBTC,0.0002305,0.0002324,0.0002112,0.0002239,89047.14,19.8
2019-06-21,WAVESBTC,0.0002488,0.0002513,0.0002305,0.0002305,53512.3,12.88
2019-06-20,WAVESBTC,0.0002629,0.0002631,0.0002462,0.0002488,36853.86,9.273
2019-06-19,WAVESBTC,0.0002632,0.0002656,0.0002587,0.0002629,29268.9,7.69
2019-06-18,WAVESBTC,0.0002617,0.0002644,0.0002583,0.0002632,24024.24,6.269
2019-06-17,WAVESBTC,0.0002694,0.0002744,0.00026,0.0002617,47342.79,12.65
2019-06-16,WAVESBTC,0.0002731,0.000287,0.0002512,0.0002694,257024.23,68.86
2019-06-15,WAVESBTC,0.0002747,0.00028,0.0002681,0.0002731,36515.92,9.981
2019-06-14,WAVESBTC,0.0003001,0.0003026,0.0002661,0.0002747,118670.67,33.86
2019-06-13,WAVESBTC,0.0003,0.0003094,0.0002996,0.0003001,32465.03,9.871
2019-06-12,WAVESBTC,0.0003013,0.000302,0.0002985,0.0003,40656.96,12.23
2019-06-11,WAVESBTC,0.0002986,0.0003035,0.0002975,0.0003013,64710.99,19.49
2019-06-10,WAVESBTC,0.0002958,0.0003017,0.0002947,0.0002986,44678.58,13.29
2019-06-09,WAVESBTC,0.000299,0.0003123,0.000294,0.0002958,98547.9,29.78
2019-06-08,WAVESBTC,0.0002967,0.0003041,0.000295,0.000299,37951.14,11.39
2019-06-07,WAVESBTC,0.0002944,0.0003051,0.000293,0.0002967,37881.59,11.27
2019-06-06,WAVESBTC,0.0002969,0.0002998,0.0002927,0.0002944,17918.57,5.29
2019-06-05,WAVESBTC,0.0003001,0.0003039,0.0002955,0.0002969,23403.86,6.98
2019-06-04,WAVESBTC,0.0002967,0.0003038,0.0002943,0.0003001,89025.48,26.5
2019-06-03,WAVESBTC,0.0003028,0.0003054,0.0002916,0.0002967,73064.93,21.82
2019-06-02,WAVESBTC,0.0003042,0.0003113,0.000298,0.0003028,65070.75,19.74
2019-06-01,WAVESBTC,0.0003087,0.0003131,0.000303,0.0003042,50234.62,15.39
2019-05-31,WAVESBTC,0.0003064,0.0003103,0.0003014,0.0003087,65208.64,19.98
2019-05-30,WAVESBTC,0.0003095,0.0003166,0.0002992,0.0003064,190661.05,58.63
2019-05-29,WAVESBTC,0.000315,0.0003207,0.000309,0.0003095,25003.52,7.84
2019-05-28,WAVESBTC,0.0003095,0.000329,0.000309,0.000315,72723.05,23.02
2019-05-27,WAVESBTC,0.000311,0.0003148,0.0003043,0.0003095,51571.71,15.91
2019-05-26,WAVESBTC,0.0003413,0.0003413,0.0003092,0.000311,96738.14,31.37
2019-05-25,WAVESBTC,0.0003369,0.000345,0.0003284,0.0003413,94218.34,31.59
2019-05-24,WAVESBTC,0.0004124,0.0004435,0.0003338,0.0003369,504970.48,188.62
2019-05-23,WAVESBTC,0.0003077,0.0004124,0.0003043,0.0004124,345089.8,121.88
2019-05-22,WAVESBTC,0.0003118,0.0003229,0.0003041,0.0003077,90605.16,28.33
