Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-08-07,LTCUSD,93.36,93.36,92.42,92.42,0.0,0.0
2019-08-06,LTCUSD,96.24,99.24,90.97,93.36,11273.98,1063769.19
2019-08-05,LTCUSD,93.17,107.1,92.93,96.24,22899.71,2266335.39
2019-08-04,LTCUSD,94.11,94.73,90.56,93.17,5379.13,498663.61
2019-08-03,LTCUSD,94.99,96.69,93.61,94.11,13609.52,1292704.64
2019-08-02,LTCUSD,98.95,98.95,92.68,94.99,8646.96,830016.56
2019-08-01,LTCUSD,98.89,100.85,96,98.95,7476.53,737271.87
2019-07-31,LTCUSD,90.33,99.85,90.16,98.89,9136.67,879979.68
2019-07-30,LTCUSD,90.26,92.9,88.35,90.33,2911.42,263175.27
2019-07-29,LTCUSD,90.02,92.25,87.81,90.26,7253.78,655022.58
2019-07-28,LTCUSD,88.62,90.79,83.19,90.02,6430.27,566491.05
2019-07-27,LTCUSD,94.5,96.36,86.79,88.62,9431.92,848399.28
2019-07-26,LTCUSD,93.54,95.19,90.19,94.5,5725.79,533864.2
2019-07-25,LTCUSD,94.52,96.66,91.5,93.54,7060.89,665561.56
2019-07-24,LTCUSD,89.8,97.1,87,94.52,15662.89,1440331.97
2019-07-23,LTCUSD,95.13,95.13,88.51,89.8,15426.1,1407336.89
2019-07-22,LTCUSD,99.83,100.94,91.24,95.13,22295.55,2110206.86
2019-07-21,LTCUSD,100.01,101.61,96.43,99.83,3756.18,370299.37
2019-07-20,LTCUSD,98.59,105.99,97.83,100.01,10082.16,1033645.03
2019-07-19,LTCUSD,101.31,101.64,95,98.59,12197.13,1190129.78
2019-07-18,LTCUSD,90.09,104.88,87.14,101.31,30205.55,2893249.18
2019-07-17,LTCUSD,79.75,94.74,77,90.09,44845.16,3940531.35
2019-07-16,LTCUSD,90.76,91.99,76.68,79.75,51202.83,4237564.34
2019-07-15,LTCUSD,89.9,93.62,84.9,90.76,23515.56,2098727.12
2019-07-14,LTCUSD,101.01,101.81,88.05,89.9,22878.25,2126554.21
2019-07-13,LTCUSD,105.15,105.41,97.78,101.01,8988.62,909326.91
2019-07-12,LTCUSD,102.77,107.07,100.79,105.15,7869.81,822284.87
2019-07-11,LTCUSD,108.41,108.41,95.3,102.79,39241.79,3960353.42
2019-07-10,LTCUSD,119.2,120.49,102.43,108.41,78982.55,8564528.84
2019-07-09,LTCUSD,123.36,124.21,117.95,119.2,16803.31,2022451.26
2019-07-08,LTCUSD,120.53,125.19,118.5,123.36,15200.81,1840509.37
2019-07-07,LTCUSD,118.37,121,117.15,120.53,3924.67,466338.41
2019-07-06,LTCUSD,118.5,122.02,117.42,118.37,6225.03,745045.56
2019-07-05,LTCUSD,119.94,120.85,116.68,118.5,11631.59,1377300.7
2019-07-04,LTCUSD,122.08,127.23,118.63,119.94,12656.83,1553309.97
2019-07-03,LTCUSD,118.54,122.93,117.36,122.08,12289.03,1479567.49
2019-07-02,LTCUSD,120.66,120.66,112.07,118.54,23816.92,2780719.33
2019-07-01,LTCUSD,121.51,126.16,113.72,120.66,19482.48,2315571.68
2019-06-30,LTCUSD,133.61,136.5,119.48,121.51,16013.37,2044226.79
2019-06-29,LTCUSD,119.74,136.28,115.01,133.61,22184.71,2854123.04
2019-06-28,LTCUSD,114.1,121.69,112.43,119.74,9596.61,1122519.63
2019-06-27,LTCUSD,130.81,132.18,109.88,114.1,28893.65,3388120.14
2019-06-26,LTCUSD,135.5,138,125.77,130.81,31279.72,4181728.08
2019-06-25,LTCUSD,135.53,138.2,128.88,135.5,13213.52,1770117.29
2019-06-24,LTCUSD,136.54,136.58,132.2,135.53,11814.04,1592841.6
2019-06-23,LTCUSD,141.63,141.99,135.73,136.54,4361.25,608051.73
2019-06-22,LTCUSD,139.34,146.08,137,141.63,25929.27,3641121.96
2019-06-21,LTCUSD,135.68,142.11,135.6,139.34,40126.95,5533864.37
2019-06-20,LTCUSD,136.69,137.04,133.52,135.68,12040.76,1631714.94
2019-06-19,LTCUSD,135.37,139.63,133.72,136.69,11899.02,1630822.98
2019-06-18,LTCUSD,134.16,136.98,129,135.37,11621.13,1546137.24
