Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume ETH
2018-06-15,XMRETH,0.2557,0.2603,0.25,0.252,1348.17,343.28
2018-06-14,XMRETH,0.2562,0.274,0.2476,0.2557,2777.81,731.62
2018-06-13,XMRETH,0.2526,0.2617,0.2418,0.2562,3112.26,785.42
2018-06-12,XMRETH,0.2588,0.261,0.2443,0.2526,2962.48,747.06
2018-06-11,XMRETH,0.2654,0.2683,0.2542,0.2588,2456.53,637.26
2018-06-10,XMRETH,0.2604,0.2683,0.2473,0.2654,3406.07,878.89
2018-06-09,XMRETH,0.2641,0.2648,0.26,0.2604,2540.17,666.79
2018-06-08,XMRETH,0.2711,0.273,0.2631,0.2641,2825.52,754.59
2018-06-07,XMRETH,0.2709,0.2809,0.2701,0.2711,2633.91,724.49
2018-06-06,XMRETH,0.2744,0.2775,0.2692,0.2709,2867.42,783.65
2018-06-05,XMRETH,0.2704,0.2792,0.2678,0.2744,2852.25,782.09
2018-06-04,XMRETH,0.2732,0.2762,0.2682,0.2704,3289.2,893.08
2018-06-03,XMRETH,0.275,0.2863,0.2732,0.2732,2774.38,774.74
2018-06-02,XMRETH,0.2717,0.2826,0.2705,0.275,2981.12,823.42
2018-06-01,XMRETH,0.2693,0.2766,0.265,0.2717,2903.66,785.27
2018-05-31,XMRETH,0.2775,0.2781,0.2692,0.2693,3199.82,876.0
2018-05-30,XMRETH,0.2789,0.2849,0.275,0.2775,2845.68,795.31
2018-05-29,XMRETH,0.2917,0.3005,0.2752,0.2789,2855.69,802.69
2018-05-28,XMRETH,0.2904,0.307,0.2897,0.2917,1414.67,418.53
2018-05-27,XMRETH,0.2805,0.2991,0.2738,0.2904,1008.47,287.37
2018-05-26,XMRETH,0.2795,0.2823,0.2752,0.2805,1030.05,286.46
2018-05-25,XMRETH,0.2847,0.2905,0.2756,0.2795,1105.56,312.13
2018-05-24,XMRETH,0.2963,0.2993,0.2823,0.2847,1135.09,328.01
2018-05-23,XMRETH,0.2729,0.3009,0.2689,0.2963,1027.09,293.16
2018-05-22,XMRETH,0.2845,0.2853,0.2703,0.2729,997.88,275.1
2018-05-21,XMRETH,0.2849,0.2853,0.2794,0.2845,958.3,270.15
2018-05-20,XMRETH,0.2834,0.2865,0.2771,0.2849,900.72,253.6
2018-05-19,XMRETH,0.2944,0.2969,0.2805,0.2834,1137.75,326.59
2018-05-18,XMRETH,0.287,0.306,0.2762,0.2944,440.42,126.03
2018-05-17,XMRETH,0.2823,0.2904,0.2803,0.287,71.79,20.55
2018-05-16,XMRETH,0.2878,0.2899,0.2796,0.2823,279.87,79.2
2018-05-15,XMRETH,0.2913,0.2978,0.2847,0.2878,284.3,83.0
2018-05-14,XMRETH,0.2852,0.2983,0.2795,0.2913,491.33,141.45
2018-05-13,XMRETH,0.2945,0.3029,0.2812,0.2852,156.63,45.56
2018-05-12,XMRETH,0.2921,0.3,0.2895,0.2945,74.69,22.05
2018-05-11,XMRETH,0.2996,0.3045,0.288,0.2921,370.51,108.9
2018-05-10,XMRETH,0.3044,0.3061,0.2969,0.2996,315.08,95.45
2018-05-09,XMRETH,0.2964,0.3125,0.2962,0.3044,162.86,49.56
2018-05-08,XMRETH,0.3097,0.3097,0.2952,0.2964,435.24,130.79
2018-05-07,XMRETH,0.2966,0.3193,0.2963,0.3097,340.69,104.32
2018-05-06,XMRETH,0.2946,0.308,0.2868,0.2966,390.9,115.92
2018-05-05,XMRETH,0.308,0.308,0.2922,0.2946,539.69,160.52
2018-05-04,XMRETH,0.3143,0.3172,0.3013,0.308,1077.15,332.94
2018-05-03,XMRETH,0.3633,0.3633,0.3095,0.3143,1501.94,493.86
2018-05-02,XMRETH,0.3563,0.373,0.3542,0.3633,2295.41,831.25
2018-05-01,XMRETH,0.3601,0.3667,0.348,0.3563,4170.31,1487.46
2018-04-30,XMRETH,0.37,0.3779,0.3474,0.3601,4411.61,1591.55
2018-04-29,XMRETH,0.3825,0.3825,0.3605,0.37,4154.47,1534.55
2018-04-28,XMRETH,0.3897,0.3902,0.3717,0.3825,4060.28,1538.33
2018-04-27,XMRETH,0.4025,0.4059,0.3751,0.3897,3991.9,1562.34
2018-04-26,XMRETH,0.4157,0.4518,0.397,0.4025,4163.97,1728.58
2018-04-25,XMRETH,0.4155,0.4341,0.4018,0.4157,4223.99,1756.08
2018-04-24,XMRETH,0.4389,0.4394,0.4117,0.4155,4021.37,1703.28
2018-04-23,XMRETH,0.4325,0.4459,0.4325,0.4389,3999.62,1749.32
2018-04-22,XMRETH,0.4245,0.453,0.4126,0.4325,983.23,424.53
2018-04-21,XMRETH,0.4413,0.4423,0.412,0.4245,2023.74,872.08
2018-04-20,XMRETH,0.4187,0.4419,0.4132,0.4413,3578.85,1530.17
2018-04-19,XMRETH,0.4353,0.4432,0.4174,0.4187,3594.21,1540.55
2018-04-18,XMRETH,0.3889,0.4548,0.3877,0.4353,3570.92,1524.73
2018-04-17,XMRETH,0.3789,0.3931,0.3789,0.3889,3327.85,1284.84
2018-04-16,XMRETH,0.3768,0.3842,0.3741,0.3789,3681.62,1394.43
2018-04-15,XMRETH,0.3793,0.3905,0.3738,0.3768,3998.65,1521.25
2018-04-14,XMRETH,0.3826,0.3897,0.3769,0.3793,3812.3,1459.55
2018-04-13,XMRETH,0.389,0.3927,0.3739,0.3826,3848.18,1475.33
2018-04-12,XMRETH,0.3918,0.4064,0.3838,0.389,3919.29,1549.33
2018-04-11,XMRETH,0.3984,0.4029,0.3891,0.3918,3675.39,1455.76
2018-04-10,XMRETH,0.4157,0.4176,0.3974,0.3984,3930.81,1611.6
2018-04-09,XMRETH,0.4322,0.4331,0.4124,0.4157,3794.26,1599.87
2018-04-08,XMRETH,0.4391,0.441,0.4251,0.4322,4101.67,1774.89
2018-04-07,XMRETH,0.4347,0.4429,0.43,0.4391,4033.94,1770.95
2018-04-06,XMRETH,0.4492,0.4638,0.4339,0.4347,4059.74,1822.07
2018-04-05,XMRETH,0.4472,0.4593,0.443,0.4492,4041.16,1820.82
2018-04-04,XMRETH,0.4531,0.468,0.4444,0.4472,4201.96,1915.6
2018-04-03,XMRETH,0.4587,0.469,0.452,0.4531,4073.19,1877.59
2018-04-02,XMRETH,0.4636,0.4674,0.4513,0.4587,3950.68,1818.78
2018-04-01,XMRETH,0.4534,0.465,0.4496,0.4636,4023.98,1841.19
2018-03-31,XMRETH,0.4381,0.4549,0.4267,0.4534,3911.61,1727.83
2018-03-30,XMRETH,0.4583,0.4588,0.4336,0.4381,4004.48,1781.35
2018-03-29,XMRETH,0.4467,0.462,0.4428,0.4583,4121.35,1861.06
2018-03-28,XMRETH,0.419,0.4486,0.4152,0.4467,4594.67,1961.42
2018-03-27,XMRETH,0.4027,0.4224,0.3987,0.419,4612.95,1890.44
2018-03-26,XMRETH,0.4032,0.405,0.3921,0.4027,3451.87,1376.16
2018-03-25,XMRETH,0.3964,0.4034,0.3891,0.4032,3949.77,1563.44
2018-03-24,XMRETH,0.3952,0.4014,0.3937,0.3964,4016.61,1595.56
2018-03-23,XMRETH,0.3921,0.4089,0.384,0.3952,4213.77,1657.81
2018-03-22,XMRETH,0.3882,0.3959,0.3853,0.3921,4010.3,1565.05
2018-03-21,XMRETH,0.4007,0.4076,0.3873,0.3882,3924.68,1562.77
2018-03-20,XMRETH,0.3901,0.413,0.3871,0.4007,3947.81,1571.58
2018-03-19,XMRETH,0.3883,0.4027,0.3803,0.3901,4063.83,1591.73
2018-03-18,XMRETH,0.3572,0.3892,0.357,0.3883,4421.44,1638.05
2018-03-17,XMRETH,0.357,0.3585,0.3434,0.3572,4070.03,1434.1
2018-03-16,XMRETH,0.3479,0.3601,0.339,0.357,4037.45,1401.17
2018-03-15,XMRETH,0.3507,0.365,0.3375,0.3479,3692.06,1299.86
2018-03-14,XMRETH,0.3584,0.363,0.3472,0.3507,3680.27,1308.08
2018-03-13,XMRETH,0.3696,0.3739,0.3582,0.3584,3579.57,1308.23
2018-03-12,XMRETH,0.3879,0.3901,0.367,0.3696,3751.69,1424.18
2018-03-11,XMRETH,0.3728,0.3934,0.3669,0.3879,3723.17,1404.03
2018-03-10,XMRETH,0.3914,0.3972,0.3706,0.3728,3905.37,1508.54
2018-03-09,XMRETH,0.3943,0.4044,0.3693,0.3914,4156.91,1588.69
2018-03-08,XMRETH,0.4483,0.4485,0.38,0.3943,5173.51,2128.52
2018-03-07,XMRETH,0.4217,0.462,0.4203,0.4483,5203.76,2314.69
2018-03-06,XMRETH,0.4374,0.4374,0.4185,0.4217,3462.39,1470.08
2018-03-05,XMRETH,0.4254,0.4401,0.4114,0.4374,3391.65,1448.68
2018-03-04,XMRETH,0.4111,0.4259,0.4,0.4254,3964.39,1626.04
2018-03-03,XMRETH,0.4007,0.433,0.396,0.4111,4000.77,1648.14
2018-03-02,XMRETH,0.36,0.41,0.3577,0.4007,4096.82,1536.82
2018-03-01,XMRETH,0.3336,0.361,0.3303,0.36,4121.9,1410.19
2018-02-28,XMRETH,0.3434,0.3443,0.328,0.3336,4138.42,1393.82
2018-02-27,XMRETH,0.3358,0.3466,0.3292,0.3434,4063.93,1374.71
2018-02-26,XMRETH,0.3288,0.342,0.3158,0.3358,4031.91,1318.03
2018-02-25,XMRETH,0.3206,0.3297,0.3191,0.3288,3634.75,1171.8
2018-02-24,XMRETH,0.3261,0.3313,0.319,0.3206,3824.57,1240.78
2018-02-23,XMRETH,0.3417,0.3427,0.32,0.3261,3750.65,1230.64
2018-02-22,XMRETH,0.3664,0.367,0.3417,0.3417,4194.23,1476.29
2018-02-21,XMRETH,0.3367,0.37,0.3237,0.3664,4339.92,1509.04
2018-02-20,XMRETH,0.3351,0.3443,0.3301,0.3367,3922.49,1316.24
2018-02-19,XMRETH,0.3223,0.3367,0.319,0.3351,4039.66,1327.75
2018-02-18,XMRETH,0.3305,0.3324,0.317,0.3223,4288.25,1393.96
2018-02-17,XMRETH,0.3124,0.343,0.3044,0.3305,5243.27,1731.07
2018-02-16,XMRETH,0.3209,0.3209,0.3013,0.3124,3758.96,1160.46
2018-02-15,XMRETH,0.2977,0.3246,0.2894,0.3209,3764.21,1124.92
2018-02-14,XMRETH,0.277,0.3026,0.27,0.2977,7277.65,2098.23
2018-02-13,XMRETH,0.285,0.285,0.2737,0.277,5109.63,1427.16
2018-02-12,XMRETH,0.2817,0.2899,0.2803,0.285,4346.65,1239.16
2018-02-11,XMRETH,0.29,0.2907,0.2757,0.2817,4357.72,1230.28
2018-02-10,XMRETH,0.2942,0.3014,0.289,0.29,4558.15,1341.16
2018-02-09,XMRETH,0.3037,0.3082,0.2869,0.2942,5516.68,1620.78
2018-02-08,XMRETH,0.2744,0.311,0.2737,0.3037,4721.89,1374.68
2018-02-07,XMRETH,0.2685,0.2809,0.2601,0.2744,5376.37,1453.21
2018-02-06,XMRETH,0.2581,0.2799,0.2493,0.2685,4963.92,1292.08
2018-02-05,XMRETH,0.2645,0.2679,0.2488,0.2581,5715.66,1469.4
2018-02-04,XMRETH,0.2601,0.2728,0.2572,0.2645,4863.73,1284.93
2018-02-03,XMRETH,0.257,0.2654,0.2492,0.2601,4821.88,1240.88
2018-02-02,XMRETH,0.2336,0.2685,0.2323,0.257,7090.76,1777.93
2018-02-01,XMRETH,0.2441,0.2465,0.2168,0.2336,5964.49,1402.23
2018-01-31,XMRETH,0.2573,0.2626,0.2419,0.2441,5609.72,1403.65
2018-01-30,XMRETH,0.2676,0.27,0.2517,0.2573,8416.99,2194.91
2018-01-29,XMRETH,0.2683,0.2757,0.2635,0.2676,4435.61,1189.78
2018-01-28,XMRETH,0.2895,0.2954,0.2535,0.2684,5711.11,1578.12
2018-01-27,XMRETH,0.3076,0.3099,0.2891,0.2895,4792.12,1434.47
2018-01-26,XMRETH,0.3012,0.3096,0.2875,0.3076,4689.91,1402.87
2018-01-25,XMRETH,0.3012,0.305,0.2929,0.3012,2399.69,715.22
2018-01-24,XMRETH,0.3131,0.3185,0.301,0.3012,5271.47,1631.37
2018-01-23,XMRETH,0.3145,0.3181,0.3079,0.3131,5670.7,1776.86
2018-01-22,XMRETH,0.3308,0.3323,0.309,0.3145,4851.53,1559.92
2018-01-21,XMRETH,0.3342,0.3425,0.324,0.3308,4865.83,1612.13
2018-01-20,XMRETH,0.3525,0.3596,0.3321,0.3342,5182.18,1782.54
2018-01-19,XMRETH,0.3104,0.3579,0.3055,0.3525,5262.89,1679.97
2018-01-18,XMRETH,0.315,0.331,0.305,0.3104,4735.51,1504.99
2018-01-17,XMRETH,0.3042,0.3309,0.2985,0.315,7074.92,2231.18
2018-01-16,XMRETH,0.3245,0.3475,0.284,0.3042,5148.96,1629.91
2018-01-15,XMRETH,0.2918,0.339,0.2855,0.3245,4553.8,1424.62
2018-01-14,XMRETH,0.303,0.3811,0.2909,0.2918,7052.03,2161.14
2018-01-13,XMRETH,0.3124,0.3589,0.3005,0.303,13946.24,4310.64
2018-01-12,XMRETH,0.3107,0.3437,0.2948,0.3124,3587.83,1092.99
2018-01-11,XMRETH,0.3284,0.3285,0.2953,0.3107,3164.51,986.0
2018-01-10,XMRETH,0.3191,0.3394,0.2776,0.3284,3786.27,1143.27
2018-01-09,XMRETH,0.3557,0.3699,0.3155,0.3191,3255.36,1138.44
2018-01-08,XMRETH,0.3642,0.3884,0.3159,0.3557,3549.55,1219.17
2018-01-07,XMRETH,0.3943,0.4172,0.3603,0.3642,3843.73,1497.32
2018-01-06,XMRETH,0.3702,0.3945,0.359,0.3943,3009.35,1132.21
2018-01-05,XMRETH,0.3972,0.3973,0.3546,0.3702,3253.29,1213.14
2018-01-04,XMRETH,0.4103,0.4284,0.3579,0.3972,2981.52,1181.13
2018-01-03,XMRETH,0.4252,0.4399,0.4015,0.4103,2987.01,1257.93
2018-01-02,XMRETH,0.4483,0.4556,0.4036,0.4252,3293.04,1386.98
2018-01-01,XMRETH,0.4465,0.4579,0.4403,0.4483,2374.63,1060.87
2017-12-31,XMRETH,0.4481,0.466,0.4437,0.4465,2474.71,1120.87
2017-12-30,XMRETH,0.4818,0.4851,0.441,0.4481,2091.32,964.76
2017-12-29,XMRETH,0.4934,0.4946,0.4678,0.4818,2176.74,1048.89
2017-12-28,XMRETH,0.506,0.5094,0.475,0.4934,1984.39,972.09
2017-12-27,XMRETH,0.4775,0.5379,0.4413,0.506,3244.56,1591.82
2017-12-26,XMRETH,0.4723,0.4972,0.4511,0.4775,2973.08,1401.89
2017-12-25,XMRETH,0.4998,0.5004,0.46,0.4723,2054.92,971.45
2017-12-24,XMRETH,0.5098,0.5287,0.4915,0.4998,2057.48,1032.13
2017-12-23,XMRETH,0.49,0.5333,0.4629,0.5098,2321.06,1193.9
2017-12-22,XMRETH,0.5298,0.5355,0.435,0.49,3505.01,1732.7
2017-12-21,XMRETH,0.5448,0.5626,0.5017,0.5298,2497.14,1342.7
2017-12-20,XMRETH,0.4424,0.559,0.4312,0.5448,5898.15,2963.98
2017-12-19,XMRETH,0.4678,0.488,0.4259,0.4424,3130.54,1398.03
2017-12-18,XMRETH,0.4834,0.4922,0.3,0.4678,2979.85,1418.36
2017-12-17,XMRETH,0.4737,0.5361,0.4568,0.4834,2773.87,1343.65
2017-12-16,XMRETH,0.459,0.49,0.4407,0.4737,2782.97,1297.35
2017-12-15,XMRETH,0.4613,0.5067,0.435,0.459,2028.21,934.72
2017-12-14,XMRETH,0.4337,0.48,0.3973,0.4613,2468.44,1097.57
2017-12-13,XMRETH,0.4594,0.51,0.4229,0.4337,1739.01,810.6
2017-12-12,XMRETH,0.5401,0.582,0.4535,0.4594,2475.92,1286.39
2017-12-11,XMRETH,0.5565,0.5821,0.531,0.5401,2926.71,1641.81
2017-12-10,XMRETH,0.5515,0.5727,0.5136,0.5565,2196.74,1195.28
2017-12-09,XMRETH,0.5921,0.5983,0.5302,0.5515,1828.12,1026.25
2017-12-08,XMRETH,0.6234,0.633,0.5407,0.5921,2294.75,1358.21
2017-12-07,XMRETH,0.6106,0.6642,0.5675,0.6234,2031.83,1249.07
2017-12-06,XMRETH,0.5448,0.697,0.5446,0.6106,3875.03,2393.92
2017-12-05,XMRETH,0.4472,0.5493,0.4445,0.5448,3052.13,1497.53
2017-12-04,XMRETH,0.427,0.4472,0.4212,0.4472,2210.71,952.55
2017-12-03,XMRETH,0.4401,0.4489,0.4184,0.427,2496.1,1074.93
2017-12-02,XMRETH,0.4096,0.4425,0.4017,0.4401,2631.64,1084.1
2017-12-01,XMRETH,0.4022,0.415,0.3916,0.4096,1852.29,748.52
2017-11-30,XMRETH,0.3965,0.45,0.3867,0.4022,2125.07,866.82
2017-11-29,XMRETH,0.4215,0.423,0.375,0.3965,2786.71,1113.53
2017-11-28,XMRETH,0.3616,0.4219,0.3587,0.4215,3091.86,1200.26
2017-11-27,XMRETH,0.3464,0.3628,0.3339,0.3616,2759.35,955.52
2017-11-26,XMRETH,0.3623,0.3695,0.3448,0.3464,2980.03,1059.09
2017-11-25,XMRETH,0.3363,0.3649,0.3341,0.3623,2339.16,823.76
2017-11-24,XMRETH,0.3873,0.4,0.3347,0.3363,3133.14,1149.74
2017-11-23,XMRETH,0.4346,0.4537,0.3831,0.3873,2604.06,1061.48
2017-11-22,XMRETH,0.3945,0.4682,0.3885,0.4346,3011.34,1270.43
2017-11-21,XMRETH,0.3707,0.3962,0.3689,0.3945,2584.38,979.24
2017-11-20,XMRETH,0.365,0.3923,0.3599,0.3707,4352.32,1634.93
2017-11-19,XMRETH,0.3766,0.3882,0.35,0.365,2280.01,839.24
2017-11-18,XMRETH,0.3822,0.4021,0.3726,0.3766,2459.27,943.7
2017-11-17,XMRETH,0.3634,0.3822,0.362,0.3822,2111.09,782.12
2017-11-16,XMRETH,0.3634,0.3889,0.3575,0.3634,2901.65,1079.09
2017-11-15,XMRETH,0.3639,0.3746,0.3577,0.3634,2247.47,820.75
2017-11-14,XMRETH,0.3905,0.3928,0.3546,0.3639,2392.26,886.79
2017-11-13,XMRETH,0.404,0.432,0.3749,0.3905,2360.56,945.52
2017-11-12,XMRETH,0.38,0.4593,0.3641,0.404,2697.53,1060.42
2017-11-11,XMRETH,0.3508,0.4185,0.3396,0.38,2684.43,996.5
2017-11-10,XMRETH,0.3741,0.3875,0.333,0.3508,2624.75,951.41
2017-11-09,XMRETH,0.3664,0.3881,0.3535,0.3741,3139.86,1154.08
2017-11-08,XMRETH,0.3386,0.3747,0.3266,0.3664,2955.23,1011.65
2017-11-07,XMRETH,0.3392,0.3591,0.3108,0.3386,2480.33,835.15
2017-11-06,XMRETH,0.2902,0.3395,0.2892,0.3392,3343.46,1031.52
2017-11-05,XMRETH,0.2932,0.2946,0.2896,0.2902,2175.98,636.04
2017-11-04,XMRETH,0.2882,0.295,0.2835,0.2932,2661.58,770.35
2017-11-03,XMRETH,0.2962,0.3002,0.2835,0.2882,2920.69,850.95
2017-11-02,XMRETH,0.2957,0.31,0.2817,0.2962,3207.17,939.98
2017-11-01,XMRETH,0.2865,0.2968,0.2852,0.2957,2624.46,760.01
2017-10-31,XMRETH,0.2883,0.3,0.28,0.2865,2808.85,808.25
2017-10-30,XMRETH,0.2912,0.31,0.2841,0.2883,2000.14,581.55
2017-10-29,XMRETH,0.293,0.2952,0.282,0.2912,4146.67,1211.38
2017-10-28,XMRETH,0.2932,0.2986,0.2877,0.293,2734.56,801.93
2017-10-27,XMRETH,0.3003,0.3009,0.291,0.2932,2592.25,765.09
2017-10-26,XMRETH,0.295,0.3055,0.2922,0.3003,2210.59,661.38
2017-10-25,XMRETH,0.2968,0.3561,0.2908,0.295,2529.5,761.72
2017-10-24,XMRETH,0.2981,0.3042,0.282,0.2968,3342.68,981.93
2017-10-23,XMRETH,0.2952,0.3097,0.2905,0.2981,2202.14,659.52
2017-10-22,XMRETH,0.2946,0.2998,0.2853,0.2952,2285.54,672.47
2017-10-21,XMRETH,0.2995,0.305,0.2774,0.2946,1921.53,568.41
2017-10-20,XMRETH,0.2936,0.311,0.285,0.2995,2556.17,756.21
2017-10-19,XMRETH,0.2856,0.3186,0.2826,0.2936,2738.27,799.45
2017-10-18,XMRETH,0.2893,0.3227,0.2802,0.2856,2350.77,686.06
2017-10-17,XMRETH,0.2871,0.3,0.2843,0.2893,2223.07,645.76
2017-10-16,XMRETH,0.2816,0.2897,0.2666,0.2871,3411.18,954.64
2017-10-15,XMRETH,0.2956,0.3023,0.2751,0.2816,2935.58,843.46
2017-10-14,XMRETH,0.2821,0.3047,0.2542,0.2956,3355.24,941.32
2017-10-13,XMRETH,0.2856,0.308,0.26,0.2821,3954.72,1097.52
2017-10-12,XMRETH,0.2872,0.2928,0.2826,0.2856,1965.91,564.96
2017-10-11,XMRETH,0.2906,0.2989,0.2839,0.2872,2139.01,620.06
2017-10-10,XMRETH,0.2878,0.2994,0.2821,0.2906,2625.19,763.03
2017-10-09,XMRETH,0.2926,0.3019,0.2868,0.2878,2179.06,639.86
2017-10-08,XMRETH,0.2921,0.2995,0.274,0.2926,2084.49,609.96
2017-10-07,XMRETH,0.2973,0.315,0.2764,0.2921,2615.34,769.84
2017-10-06,XMRETH,0.2973,0.3227,0.2912,0.2973,2050.73,624.75
2017-10-05,XMRETH,0.3128,0.3145,0.2864,0.2973,1920.3,590.44
2017-10-04,XMRETH,0.3168,0.3253,0.3018,0.3128,2594.09,809.53
2017-10-03,XMRETH,0.3083,0.3281,0.2948,0.3168,2381.37,741.79
2017-10-02,XMRETH,0.3088,0.3296,0.29,0.3083,2063.4,637.2
2017-10-01,XMRETH,0.3187,0.3305,0.3005,0.3088,2167.37,676.45
2017-09-30,XMRETH,0.3258,0.3289,0.3085,0.3187,2015.72,641.02
2017-09-29,XMRETH,0.3278,0.34,0.284,0.3258,2768.49,890.25
2017-09-28,XMRETH,0.33,0.3413,0.2916,0.3278,1818.18,591.27
2017-09-27,XMRETH,0.3227,0.3413,0.27,0.33,2543.12,833.11
2017-09-26,XMRETH,0.3176,0.3311,0.29,0.3227,2421.39,774.91
2017-09-25,XMRETH,0.314,0.3306,0.3,0.3176,1982.59,623.77
2017-09-24,XMRETH,0.3264,0.329,0.29,0.314,1674.96,522.85
2017-09-23,XMRETH,0.3345,0.3396,0.317,0.3264,1507.86,494.82
2017-09-22,XMRETH,0.331,0.3369,0.3236,0.3345,1489.65,494.54
2017-09-21,XMRETH,0.3349,0.339,0.3289,0.331,1637.81,546.9
2017-09-20,XMRETH,0.3455,0.3493,0.324,0.3349,1891.37,636.46
2017-09-19,XMRETH,0.341,0.3493,0.32,0.3455,1525.88,517.63
2017-09-18,XMRETH,0.3712,0.3744,0.3199,0.341,1630.97,567.47
2017-09-17,XMRETH,0.38,0.39,0.3615,0.3712,1691.54,635.74
2017-09-16,XMRETH,0.3945,0.396,0.37,0.38,625.52,242.08
2017-09-15,XMRETH,0.3939,0.4079,0.3641,0.3945,899.82,350.85
2017-09-14,XMRETH,0.4065,0.4327,0.355,0.3939,1530.3,621.5
2017-09-13,XMRETH,0.3813,0.4098,0.3506,0.4065,1662.03,646.8
2017-09-12,XMRETH,0.3787,0.3876,0.3506,0.3813,1380.18,517.83
2017-09-11,XMRETH,0.379,0.3872,0.371,0.3787,1556.27,588.33
2017-09-10,XMRETH,0.3826,0.39,0.3702,0.379,1818.04,689.01
2017-09-09,XMRETH,0.3787,0.3943,0.3759,0.3826,1695.64,651.55
2017-09-08,XMRETH,0.3624,0.4131,0.337,0.3787,1855.82,705.25
2017-09-07,XMRETH,0.364,0.3701,0.35,0.3624,1813.44,656.0
2017-09-06,XMRETH,0.3732,0.3765,0.3549,0.364,843.73,306.84
2017-09-05,XMRETH,0.361,0.39,0.3468,0.3732,312.88,113.03
2017-09-04,XMRETH,0.3748,0.3795,0.3414,0.361,757.78,273.91
2017-09-03,XMRETH,0.3624,0.38,0.3268,0.3748,1465.2,517.92
2017-09-02,XMRETH,0.3785,0.4,0.3397,0.3624,728.61,263.82
2017-09-01,XMRETH,0.3636,0.3987,0.3358,0.3785,742.65,276.3
2017-08-31,XMRETH,0.3432,0.3851,0.3328,0.3636,259.25,92.96
2017-08-30,XMRETH,0.3503,0.3735,0.285,0.3432,375.92,126.9
2017-08-29,XMRETH,0.406,0.4209,0.3351,0.3503,656.89,238.35
2017-08-28,XMRETH,0.3783,0.45,0.3637,0.406,498.07,202.77
2017-08-27,XMRETH,0.4125,0.4244,0.33,0.3783,363.4,140.81
2017-08-26,XMRETH,0.3235,0.45,0.315,0.4125,867.97,344.22
2017-08-25,XMRETH,0.2609,0.336,0.252,0.3235,598.85,169.87
2017-08-24,XMRETH,0.2832,0.31,0.2278,0.2609,927.6,250.43
2017-08-23,XMRETH,0.2869,0.32,0.2666,0.2832,497.66,143.74
2017-08-22,XMRETH,0.2379,0.32,0.147,0.2869,527.63,140.99
2017-08-21,XMRETH,0.1836,0.5,0.146,0.2379,1172.13,271.64
2017-08-20,XMRETH,0.1912,0.1922,0.1749,0.1836,612.75,111.59
2017-08-19,XMRETH,0.1654,0.22,0.1605,0.1912,421.81,73.84
2017-08-18,XMRETH,0.1563,0.198,0.1532,0.1654,593.18,93.08
2017-08-17,XMRETH,0.1613,0.1652,0.15,0.1563,755.6,118.67
2017-08-16,XMRETH,0.1677,0.1766,0.158,0.1613,626.6,101.74
2017-08-15,XMRETH,0.1635,0.176,0.158,0.1677,630.33,104.02
2017-08-14,XMRETH,0.1577,0.1684,0.155,0.1635,596.36,95.38
2017-08-13,XMRETH,0.1561,0.1705,0.1528,0.1577,637.2,102.33
2017-08-12,XMRETH,0.1664,0.1667,0.1485,0.1561,640.02,99.16
2017-08-11,XMRETH,0.1667,0.1714,0.16,0.1664,874.1,142.89
2017-08-10,XMRETH,0.1664,0.175,0.1607,0.1667,775.3,127.33
2017-08-09,XMRETH,0.1742,0.1785,0.16,0.1664,667.71,113.54
2017-08-08,XMRETH,0.1839,0.198,0.17,0.1742,1637.64,304.14
2017-08-07,XMRETH,0.1801,0.198,0.17,0.1839,671.05,120.29
2017-08-06,XMRETH,0.1941,0.1941,0.0503,0.1801,356.53,59.47
