Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume BTC
2019-07-03,BCHBTC,0.03842,0.03842,0.036,0.0366,5.608,0.2053
2019-07-02,BCHBTC,0.0383,0.04,0.03721,0.03842,21.88,0.8515
2019-07-01,BCHBTC,0.0367,0.03939,0.0362,0.0383,13.3,0.5075
2019-06-30,BCHBTC,0.03681,0.0375,0.03492,0.0367,3.554,0.1287
2019-06-29,BCHBTC,0.03507,0.03681,0.035,0.03681,9.038,0.3193
2019-06-28,BCHBTC,0.03584,0.03706,0.03506,0.03507,8.713,0.311
2019-06-27,BCHBTC,0.03626,0.0375,0.03401,0.03584,27.85,1.007
2019-06-26,BCHBTC,0.04,0.04,0.033,0.03626,16.61,0.6069
2019-06-25,BCHBTC,0.04,0.041,0.03512,0.04,22.08,0.8714
2019-06-24,BCHBTC,0.04033,0.0429,0.02876,0.04,63.36,2.312
2019-06-23,BCHBTC,0.04,0.04176,0.0386,0.04033,14.08,0.5727
2019-06-22,BCHBTC,0.0428,0.0429,0.037,0.04,24.45,0.9915
2019-06-21,BCHBTC,0.0425,0.04367,0.04101,0.0428,9.541,0.4038
2019-06-20,BCHBTC,0.044,0.044,0.039,0.0425,7.607,0.3168
2019-06-19,BCHBTC,0.04498,0.04498,0.039,0.044,28.99,1.196
2019-06-18,BCHBTC,0.04579,0.04579,0.0444,0.04498,7.946,0.3587
2019-06-17,BCHBTC,0.0444,0.0468,0.0444,0.04579,8.215,0.3696
2019-06-16,BCHBTC,0.04746,0.0475,0.0444,0.0444,7.034,0.3225
2019-06-15,BCHBTC,0.04761,0.04761,0.04651,0.04746,7.04,0.331
2019-06-14,BCHBTC,0.04996,0.05,0.04651,0.04761,6.162,0.2962
2019-06-13,BCHBTC,0.04817,0.05064,0.048,0.04996,10.81,0.5364
2019-06-12,BCHBTC,0.04897,0.04934,0.04761,0.04817,3.821,0.1851
2019-06-11,BCHBTC,0.04861,0.04956,0.04772,0.04897,5.172,0.2526
2019-06-10,BCHBTC,0.0492,0.04986,0.04761,0.04861,11.79,0.5756
2019-06-09,BCHBTC,0.04963,0.0499,0.04862,0.0492,4.734,0.233
2019-06-08,BCHBTC,0.04974,0.05021,0.04933,0.04963,4.075,0.2027
2019-06-07,BCHBTC,0.0506,0.0506,0.04932,0.04974,12.98,0.6485
2019-06-06,BCHBTC,0.05112,0.05112,0.04932,0.0506,11.84,0.5946
2019-06-05,BCHBTC,0.04949,0.05235,0.04944,0.05112,5.44,0.2789
2019-06-04,BCHBTC,0.04897,0.04963,0.04843,0.04949,10.84,0.5302
2019-06-03,BCHBTC,0.05021,0.05073,0.04897,0.04897,10.95,0.5456
2019-06-02,BCHBTC,0.05025,0.05132,0.04966,0.05021,13.02,0.6591
2019-06-01,BCHBTC,0.0514,0.05221,0.04985,0.05025,23.34,1.2
2019-05-31,BCHBTC,0.05076,0.0516,0.05023,0.0514,22.84,1.16
2019-05-30,BCHBTC,0.05227,0.055,0.04761,0.05076,76.6,4.09
2019-05-29,BCHBTC,0.04951,0.05281,0.048,0.05227,108.2,5.48
2019-05-28,BCHBTC,0.05012,0.05051,0.04907,0.04981,6.81,0.3382
2019-05-27,BCHBTC,0.0502,0.05107,0.048,0.05012,27.74,1.39
2019-05-26,BCHBTC,0.05027,0.05086,0.04923,0.0502,18.57,0.9248
2019-05-25,BCHBTC,0.05129,0.05137,0.0499,0.05027,4.74,0.2399
2019-05-24,BCHBTC,0.05046,0.05257,0.04968,0.05129,22.87,1.17
2019-05-23,BCHBTC,0.05096,0.05166,0.04923,0.05046,49.45,2.49
2019-05-22,BCHBTC,0.05283,0.05283,0.05001,0.05096,18.82,0.9663
2019-05-21,BCHBTC,0.05127,0.055,0.0512,0.05283,19.81,1.04
2019-05-20,BCHBTC,0.05016,0.05248,0.04965,0.05127,25.68,1.31
2019-05-19,BCHBTC,0.04972,0.053,0.04879,0.05016,26.88,1.38
2019-05-18,BCHBTC,0.05006,0.05091,0.04831,0.04972,54.68,2.71
2019-05-17,BCHBTC,0.05034,0.05181,0.048,0.05006,75.35,3.73
2019-05-16,BCHBTC,0.04967,0.054,0.0489,0.05034,119.07,6.09
2019-05-15,BCHBTC,0.04876,0.05013,0.04686,0.04967,32.75,1.6
2019-05-14,BCHBTC,0.04887,0.05008,0.04635,0.04876,44.68,2.14
