Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume KRW
2018-07-02,XRPKRW,515,542,505,540,62159634.93,32580545979.11
2018-07-01,XRPKRW,523,527,504,515,43416742.22,22268892089.96
2018-06-30,XRPKRW,508,540,508,523,75237631.32,39450288901.83
2018-06-29,XRPKRW,506,519,486,508,57288805.14,28657660535.24
2018-06-28,XRPKRW,531,535,504,506,29822258.22,15475283562.26
2018-06-27,XRPKRW,515,537,510,531,23515562.92,12294774166.94
2018-06-26,XRPKRW,540,545,512,515,22342288.06,11928124159.41
2018-06-25,XRPKRW,539,554,533,540,35487431.1,19243436408.85
2018-06-24,XRPKRW,557,562,507,539,62416413.77,33075280193.24
2018-06-23,XRPKRW,553,564,542,557,24030069.3,13294047187.95
2018-06-22,XRPKRW,596,598,541,553,36007932.62,20559565564.52
2018-06-21,XRPKRW,597,609,589,596,22768373.46,13615687595.86
2018-06-20,XRPKRW,611,612,555,597,46528303.76,26989659497.59
2018-06-19,XRPKRW,599,626,594,611,41052309.57,24952119760.92
