Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume KRW
2018-06-18,XRPKRW,588,609,570,599,37497487.06,22020636506.35
2018-06-17,XRPKRW,596,602,585,588,19270952.08,11416998392.92
2018-06-16,XRPKRW,605,605,583,596,24722256.31,14698146418.84
2018-06-15,XRPKRW,618,621,602,605,38563038.97,23510249203.6
2018-06-14,XRPKRW,594,629,581,618,68025197.34,41272784526.09
2018-06-13,XRPKRW,625,628,568,594,62893559.57,37508231632.89
2018-06-12,XRPKRW,667,667,615,626,47350042.9,30525484232.81
2018-06-11,XRPKRW,653,668,623,667,57122166.71,36775542872.55
2018-06-10,XRPKRW,723,724,615,653,84971442.27,57164112250.04
2018-06-09,XRPKRW,736,741,721,723,18629051.07,13640841869.16
2018-06-08,XRPKRW,738,740,722,736,26571759.19,19418581262.92
2018-06-07,XRPKRW,735,748,733,738,38543537.97,28522702737.37
2018-06-06,XRPKRW,737,741,718,735,35894657.21,26286299133.68
2018-06-05,XRPKRW,722,745,699,737,61212787.05,44132533616.07
2018-06-04,XRPKRW,750,770,700,722,133747436.69,98168013041.95
2018-06-03,XRPKRW,701,753,697,750,58042717.46,41746653028.09
2018-06-02,XRPKRW,684,709,679,701,42401718.92,29557325843.41
2018-06-01,XRPKRW,676,687,666,684,32948856.32,22227439794.48
2018-05-31,XRPKRW,666,683,653,676,43040229.26,28876760959.21
2018-05-30,XRPKRW,668,696,646,666,63457314.81,42812134690.07
2018-05-29,XRPKRW,608,676,606,668,66510822.59,42907803591.39
2018-05-28,XRPKRW,673,676,606,608,54827507.34,35274377790.54
2018-05-27,XRPKRW,676,678,665,673,26672710.85,17892348638.65
2018-05-26,XRPKRW,675,691,667,676,29002468.65,19712549499.04
2018-05-25,XRPKRW,695,695,663,675,11951131.25,8016376072.51
2018-05-24,XRPKRW,695,695,695,695,0.0,0.0
2018-05-23,XRPKRW,715,730,680,695,52268021.07,36738772262.31
2018-05-22,XRPKRW,753,754,715,715,32692542.08,24176808056.08
2018-05-21,XRPKRW,769,776,742,753,42776728.52,32570413902.62
2018-05-20,XRPKRW,746,773,741,769,44092802.12,33376861202.38
2018-05-19,XRPKRW,753,762,738,746,32199163.7,24107545151.55
2018-05-18,XRPKRW,742,761,723,753,46277860.08,34412886127.15
2018-05-17,XRPKRW,787,795,732,742,55163045.67,42409696315.18
2018-05-16,XRPKRW,775,792,733,787,93557095.23,71328988705.34
2018-05-15,XRPKRW,822,831,766,775,81114799.27,65686177292.42
2018-05-14,XRPKRW,824,840,780,822,114341859.72,92857692656.24
2018-05-13,XRPKRW,767,838,748,824,105105296.77,83119291812.39
2018-05-12,XRPKRW,746,791,695,767,147050787.99,110235200545.43
2018-05-11,XRPKRW,827,838,672,745,198005883.24,151028352468.22
2018-05-10,XRPKRW,889,898,820,827,81227293.58,70801250893.14
2018-05-09,XRPKRW,899,905,846,889,125741996.3,110025486840.11
2018-05-08,XRPKRW,919,933,885,899,78084738.8,71026133687.53
2018-05-07,XRPKRW,957,959,896,919,115295096.63,105377984493.82
2018-05-06,XRPKRW,990,1010,938,957,113959845.56,110488120276.32
2018-05-05,XRPKRW,976,1016,973,990,102794655.41,101760503449.35
2018-05-04,XRPKRW,966,1022,947,976,140796747.37,138446992814.37
2018-05-03,XRPKRW,932,977,917,966,139277867.13,131767789829.55
2018-05-02,XRPKRW,911,943,902,932,89189234.12,82553567717.54
2018-05-01,XRPKRW,911,924,863,911,120099371.33,107546848389.77
2018-04-30,XRPKRW,937,953,901,911,122805002.34,113241084143.93
2018-04-29,XRPKRW,925,975,888,937,164938167.74,154907302009.55
2018-04-28,XRPKRW,886,955,877,925,147399035.69,135117493766.9
2018-04-27,XRPKRW,927,930,880,886,137229771.35,125471925063.81
2018-04-26,XRPKRW,876,929,834,927,248132788.67,219787956496.78
2018-04-25,XRPKRW,1007,1014,847,876,294384857.59,270928722141.95
2018-04-24,XRPKRW,954,1050,950,1007,282790750.16,282153133822.67
2018-04-23,XRPKRW,941,959,933,954,140324166.74,132776512683.1
2018-04-22,XRPKRW,941,983,910,941,239025556.02,227229075666.37
2018-04-21,XRPKRW,997,1001,875,941,311589660.37,293325872243.32
2018-04-20,XRPKRW,851,1016,847,997,359498895.88,333216500423.53
2018-04-19,XRPKRW,756,860,750,851,239267645.99,188299319458.17
2018-04-18,XRPKRW,704,774,702,756,173920786.29,127465356742.28
2018-04-17,XRPKRW,712,724,700,704,131583879.38,93492127087.0
2018-04-16,XRPKRW,716,729,683,712,181092613.5,127291461785.6
2018-04-15,XRPKRW,666,718,662,716,185623820.71,129051044003.54
2018-04-14,XRPKRW,685,701,646,666,253616499.25,171404427273.27
2018-04-13,XRPKRW,658,732,629,685,365039638.79,247946901515.49
2018-04-12,XRPKRW,575,686,537,658,379366451.85,223193026135.54
2018-04-11,XRPKRW,531,595,525,575,117094007.79,63257927335.6
2018-04-10,XRPKRW,534,535,521,531,64637510.05,34075753225.78
2018-04-09,XRPKRW,540,554,521,534,139927878.1,75139440405.36
2018-04-08,XRPKRW,529,543,526,540,59539806.02,31775158306.66
2018-04-07,XRPKRW,520,540,515,529,104723625.75,55490812118.72
2018-04-06,XRPKRW,534,540,503,520,97582894.47,50575247797.21
2018-04-05,XRPKRW,542,549,521,534,190766404.39,101989088332.6
2018-04-04,XRPKRW,599,605,536,542,237695884.66,133882310664.87
2018-04-03,XRPKRW,538,608,536,599,235508330.76,134793371810.29
2018-04-02,XRPKRW,524,554,512,538,118941340.32,63519366632.01
2018-04-01,XRPKRW,555,560,502,524,124061098.15,65605984510.33
2018-03-31,XRPKRW,553,576,547,555,158928225.23,89101983303.29
2018-03-30,XRPKRW,559,583,529,553,255217839.71,141117323253.55
2018-03-29,XRPKRW,630,631,556,559,151935420.43,89695923951.86
2018-03-28,XRPKRW,630,647,621,630,55199149.15,34964781922.35
2018-03-27,XRPKRW,655,667,613,630,109647614.84,70002991516.06
2018-03-26,XRPKRW,712,715,643,655,123727088.51,83076371157.07
2018-03-25,XRPKRW,703,732,698,712,76559985.38,54254984089.67
2018-03-24,XRPKRW,707,757,702,703,124533425.55,89876997467.33
2018-03-23,XRPKRW,731,735,685,707,131052466.96,91906387189.15
2018-03-22,XRPKRW,755,765,698,731,157383834.8,115061678958.85
2018-03-21,XRPKRW,773,788,741,755,182479895.32,139887762549.09
2018-03-20,XRPKRW,818,818,723,772,294503328.33,226144891203.86
2018-03-19,XRPKRW,711,823,692,818,372583600.79,274126389485.15
2018-03-18,XRPKRW,690,750,593,711,365919307.07,238572810175.75
2018-03-17,XRPKRW,745,751,681,690,119916990.29,85995006648.09
2018-03-16,XRPKRW,753,774,727,745,197149906.41,148349792572.8
2018-03-15,XRPKRW,765,806,689,753,341525965.0,254104909273.03
2018-03-14,XRPKRW,861,872,735,765,160893001.39,129762417695.02
2018-03-13,XRPKRW,875,877,848,861,78722035.46,67802365034.04
2018-03-12,XRPKRW,899,905,857,875,110618775.99,98116410472.04
2018-03-11,XRPKRW,870,909,846,899,163896256.29,144764760907.05
2018-03-10,XRPKRW,924,940,864,870,144252074.07,130658432097.03
2018-03-09,XRPKRW,905,952,813,924,296521689.86,261427353508.32
2018-03-08,XRPKRW,958,977,904,905,137673957.39,130190510620.29
2018-03-07,XRPKRW,1008,1023,915,958,197734199.14,193811212782.15
2018-03-06,XRPKRW,1045,1089,1000,1008,200832344.69,210296185896.62
2018-03-05,XRPKRW,1093,1188,1042,1045,299469159.8,334577466498.75
2018-03-04,XRPKRW,1000,1124,983,1093,133089400.69,137927239705.38
2018-03-03,XRPKRW,1008,1028,991,1000,54929874.43,55261479454.75
2018-03-02,XRPKRW,1018,1032,996,1008,59938351.6,60618778663.0
2018-03-01,XRPKRW,1015,1060,982,1018,110384089.83,112316396080.73
2018-02-28,XRPKRW,1044,1055,1010,1015,74172669.65,76553571223.41
2018-02-27,XRPKRW,1059,1064,1037,1044,73819040.04,77643178236.15
2018-02-26,XRPKRW,1055,1072,1009,1059,120334296.9,125414794503.74
2018-02-25,XRPKRW,1071,1088,1021,1055,107765085.91,114114539320.9
2018-02-24,XRPKRW,1119,1137,1045,1071,138603325.02,150213056184.06
2018-02-23,XRPKRW,1058,1155,1005,1119,243675067.67,265548731069.53
2018-02-22,XRPKRW,1162,1200,1040,1058,227304865.05,251509761498.17
2018-02-21,XRPKRW,1236,1247,1130,1162,183578826.12,219758703789.74
2018-02-20,XRPKRW,1259,1310,1225,1236,139231904.72,176219390009.71
2018-02-19,XRPKRW,1231,1279,1226,1259,124214277.88,155634815060.27
2018-02-18,XRPKRW,1314,1319,1181,1231,222511099.28,279458741276.38
2018-02-17,XRPKRW,1247,1350,1244,1314,156788526.61,201151721620.33
2018-02-16,XRPKRW,1254,1269,1226,1247,114541023.74,142806078208.96
2018-02-15,XRPKRW,1248,1284,1212,1254,203556146.06,254562483441.97
2018-02-14,XRPKRW,1137,1285,1132,1248,223529913.63,265491072810.95
2018-02-13,XRPKRW,1190,1194,1117,1137,158679081.89,181431451929.48
2018-02-12,XRPKRW,1102,1224,1102,1190,345369811.15,406910418022.89
2018-02-11,XRPKRW,1193,1202,1017,1102,414540130.97,459119280479.04
2018-02-10,XRPKRW,1067,1500,1045,1193,391343902.26,468571654625.01
2018-02-09,XRPKRW,895,1074,862,1067,256004152.71,241679935616.09
2018-02-08,XRPKRW,789,910,785,895,293380073.22,245325085195.07
2018-02-07,XRPKRW,846,870,766,789,381372106.88,314512926204.33
2018-02-06,XRPKRW,766,863,643,846,562130232.1,415631853704.04
2018-02-05,XRPKRW,891,913,751,766,428670350.04,356814781731.66
2018-02-04,XRPKRW,988,1035,867,891,381642326.76,365465964689.64
2018-02-03,XRPKRW,959,1052,804,988,392828230.98,368818013235.28
2018-02-02,XRPKRW,1043,1047,655,959,452099071.37,395654207258.02
2018-02-01,XRPKRW,1276,1277,1017,1043,306856190.93,347007093993.67
2018-01-31,XRPKRW,1263,1324,1111,1276,227171205.18,279799793339.71
2018-01-30,XRPKRW,1455,1455,1233,1263,255452379.05,347755505680.21
2018-01-29,XRPKRW,1537,1543,1413,1455,237330697.68,348790935727.28
2018-01-28,XRPKRW,1361,1595,1358,1537,196823490.66,281724541119.39
2018-01-27,XRPKRW,1396,1413,1331,1361,137473147.66,187421349447.02
2018-01-26,XRPKRW,1505,1513,1222,1396,249634229.28,348277445386.99
2018-01-25,XRPKRW,1596,1611,1482,1505,147106098.6,227716304774.73
2018-01-24,XRPKRW,1606,1676,1550,1596,265632068.86,424488667449.33
2018-01-23,XRPKRW,1800,1810,1454,1606,319467280.96,516717391323.52
2018-01-22,XRPKRW,1725,1820,1455,1800,217685747.4,353260755884.87
2018-01-21,XRPKRW,2052,2058,1600,1725,196340062.14,340920678254.05
2018-01-20,XRPKRW,2063,2128,1960,2052,167300452.02,341309862266.74
2018-01-19,XRPKRW,2092,2228,1953,2060,240961464.9,499611730635.93
2018-01-18,XRPKRW,1737,2280,1555,2092,278600764.9,534770084544.79
2018-01-17,XRPKRW,1458,1791,1113,1737,369709028.63,502576752785.94
2018-01-16,XRPKRW,2340,2377,1012,1458,314866147.48,574594219086.4
2018-01-15,XRPKRW,2593,2771,2205,2340,137137493.54,346740553496.49
2018-01-14,XRPKRW,2907,2908,2500,2593,160216628.39,421968458077.33
2018-01-13,XRPKRW,2970,3200,2851,2907,122198191.67,363560457597.43
2018-01-12,XRPKRW,2786,2998,2589,2970,169486916.89,480907075624.99
2018-01-11,XRPKRW,2690,2999,2000,2786,192202040.4,505428435691.66
2018-01-10,XRPKRW,3294,3370,2501,2690,161410039.56,476218399228.08
2018-01-09,XRPKRW,3898,4078,3200,3294,126892410.17,462354587214.22
2018-01-08,XRPKRW,4327,4327,3400,3898,85195201.43,347372458219.75
2018-01-07,XRPKRW,4039,4489,4020,4327,79058135.71,330806209325.29
2018-01-06,XRPKRW,4112,4330,4010,4039,99469985.97,408588752609.91
2018-01-05,XRPKRW,4230,4630,4000,4112,112731942.64,475885205312.31
2018-01-04,XRPKRW,3715,4749,3714,4230,107955250.52,474907499649.74
2018-01-03,XRPKRW,3014,3960,2962,3715,147031676.42,499380902845.09
2018-01-02,XRPKRW,2849,3040,2700,3014,135750631.65,385900033152.12
2018-01-01,XRPKRW,2760,2870,2581,2849,124662277.06,337453541080.13
2017-12-31,XRPKRW,2700,2931,2255,2760,164697597.17,444816297331.56
2017-12-30,XRPKRW,2713,3510,2512,2700,138067730.65,415411108351.32
2017-12-29,XRPKRW,1693,2800,1672,2713,195707523.92,397745213150.27
2017-12-28,XRPKRW,1721,1794,1450,1693,242382336.74,404273657619.47
2017-12-27,XRPKRW,1477,1820,1462,1721,216113215.36,346047183231.4
2017-12-26,XRPKRW,1406,1496,1376,1477,117017461.33,164686032956.68
2017-12-25,XRPKRW,1393,1419,1361,1406,135774197.18,188288835710.74
2017-12-24,XRPKRW,1447,1450,1250,1393,180932536.34,246384115762.28
2017-12-23,XRPKRW,1453,1548,1351,1447,181800165.19,262505972041.1
2017-12-22,XRPKRW,1654,1838,1000,1453,204489248.15,291186971316.06
2017-12-21,XRPKRW,961,1670,961,1654,230640988.27,304178428272.26
2017-12-20,XRPKRW,921,974,860,961,190669407.69,175524927500.7
2017-12-19,XRPKRW,868,1004,851,921,203595261.99,188085906261.75
2017-12-18,XRPKRW,813,885,761,868,259900765.78,216450592697.5
2017-12-17,XRPKRW,852,857,800,813,193132152.41,160547515605.82
2017-12-16,XRPKRW,845,901,830,852,235696105.48,202838730640.09
2017-12-15,XRPKRW,960,960,748,845,335931864.35,290818188123.23
2017-12-14,XRPKRW,513,988,509,960,511979656.18,365570225126.82
2017-12-13,XRPKRW,404,599,360,513,570182688.36,267820524166.98
2017-12-12,XRPKRW,284,486,281,404,559988041.48,185937809121.48
2017-12-11,XRPKRW,266,286,265,284,137764012.09,38463989326.79
2017-12-10,XRPKRW,282,283,247,266,165350031.39,43592197133.73
2017-12-09,XRPKRW,297,298,274,282,140493614.36,40484293311.51
2017-12-08,XRPKRW,281,339,277,297,373373836.75,112160169958.63
2017-12-07,XRPKRW,287,289,275,281,155655312.2,44160640202.16
2017-12-06,XRPKRW,291,294,284,287,187461549.5,54203731015.43
2017-12-05,XRPKRW,288,295,287,291,120462761.6,34909741127.34
2017-12-04,XRPKRW,286,290,284,288,76553660.38,22004763928.53
2017-12-03,XRPKRW,288,295,284,286,126486365.59,36466180588.27
2017-12-02,XRPKRW,286,293,279,288,145854100.81,41972496698.86
2017-12-01,XRPKRW,282,289,268,286,221381323.0,61834757049.06
2017-11-30,XRPKRW,268,294,252,282,381135333.09,104481840001.46
2017-11-29,XRPKRW,333,334,255,268,662538219.92,204232943433.24
2017-11-28,XRPKRW,283,337,281,333,722790014.66,220139190811.92
2017-11-27,XRPKRW,273,284,272,283,258099518.68,71829633158.32
2017-11-26,XRPKRW,275,280,272,273,169495757.66,46720186373.59
2017-11-25,XRPKRW,269,282,267,275,333782854.18,91295602326.22
2017-11-24,XRPKRW,264,269,263,269,262634831.6,69753185837.53
2017-11-23,XRPKRW,259,275,257,264,376085553.05,99269250893.52
2017-11-22,XRPKRW,254,264,254,259,271925935.6,70212181923.32
2017-11-21,XRPKRW,260,265,246,254,349240911.78,89514077123.84
2017-11-20,XRPKRW,253,267,252,260,393613947.36,102397227838.84
2017-11-19,XRPKRW,251,262,248,253,339235844.01,85744823491.99
2017-11-18,XRPKRW,248,254,244,251,283157574.02,70203789769.76
2017-11-17,XRPKRW,249,275,242,248,696919958.5,174830131307.22
2017-11-16,XRPKRW,239,302,232,249,791128099.36,203100866367.16
2017-11-15,XRPKRW,236,240,233,239,180549151.09,42645483006.12
2017-11-14,XRPKRW,230,244,229,236,254458720.8,59719591684.16
2017-11-13,XRPKRW,228,238,226,230,252493860.16,58000164231.3
2017-11-12,XRPKRW,236,237,224,228,255999969.62,58932389820.36
2017-11-11,XRPKRW,233,242,232,236,256528301.02,60569485973.26
2017-11-10,XRPKRW,244,245,231,233,284789564.5,67807114093.25
2017-11-09,XRPKRW,242,249,240,244,280841401.36,68623937588.14
2017-11-08,XRPKRW,237,247,233,242,248716023.85,59017738950.05
2017-11-07,XRPKRW,232,242,230,237,241676043.84,56663974596.58
2017-11-06,XRPKRW,228,238,227,232,194595840.92,45066752119.67
2017-11-05,XRPKRW,228,230,226,228,83935030.64,19140326133.87
2017-11-04,XRPKRW,232,234,222,228,153929130.91,35369645191.14
2017-11-03,XRPKRW,235,253,226,232,643434882.96,151879603489.56
2017-11-02,XRPKRW,221,245,209,235,310663889.05,68807854341.67
2017-11-01,XRPKRW,228,228,219,221,102259630.3,22935901739.19
2017-10-31,XRPKRW,229,230,227,228,61696307.37,14114207340.37
2017-10-30,XRPKRW,229,231,228,229,57346094.38,13127526357.55
2017-10-29,XRPKRW,230,232,226,229,113074013.13,25957950964.64
2017-10-28,XRPKRW,231,233,230,230,52194968.69,12070761993.94
2017-10-27,XRPKRW,233,233,231,231,55135141.42,12782649875.39
2017-10-26,XRPKRW,234,235,231,233,60001273.15,13977510517.09
2017-10-25,XRPKRW,237,238,230,234,142432310.17,33259399447.14
2017-10-24,XRPKRW,227,247,221,237,381514795.33,90451979559.46
2017-10-23,XRPKRW,234,234,218,227,180605487.97,40605996121.35
2017-10-22,XRPKRW,241,242,231,234,139253089.99,32754236711.29
2017-10-21,XRPKRW,239,243,230,241,202274474.36,47619244898.94
2017-10-20,XRPKRW,244,254,238,239,299820058.94,73684053462.29
2017-10-19,XRPKRW,248,268,235,244,489709291.84,120962746593.2
2017-10-18,XRPKRW,260,272,235,248,716712652.18,181836739360.0
2017-10-17,XRPKRW,288,297,251,260,727551765.85,202868619391.88
2017-10-16,XRPKRW,297,328,278,288,1242159244.25,377281940781.65
2017-10-15,XRPKRW,291,303,278,297,468560616.83,137063687943.42
2017-10-14,XRPKRW,295,304,291,291,361103271.3,107072952065.28
2017-10-13,XRPKRW,282,298,270,295,594735993.28,169247643026.69
2017-10-12,XRPKRW,301,305,282,282,378208936.68,111376317402.68
2017-10-11,XRPKRW,297,307,294,301,290288078.73,87158110144.23
2017-10-10,XRPKRW,288,303,273,297,708787605.39,205029026267.57
2017-10-09,XRPKRW,321,322,274,288,1037957601.32,312903119872.25
2017-10-08,XRPKRW,272,323,270,321,718549251.57,212229818002.34
2017-10-07,XRPKRW,267,273,266,272,133503778.48,35991275036.93
2017-10-06,XRPKRW,271,277,266,267,307672633.56,83495025829.89
2017-10-05,XRPKRW,247,274,246,271,691769079.29,181104612138.83
2017-10-04,XRPKRW,233,249,232,247,219834132.63,52975815755.3
2017-10-03,XRPKRW,233,234,227,233,103821448.14,23907301228.11
2017-10-02,XRPKRW,236,237,227,233,164358823.99,38187586315.62
2017-10-01,XRPKRW,225,239,223,236,90091810.41,20574419586.04
2017-09-30,XRPKRW,219,227,219,225,101555325.18,22717777647.04
2017-09-29,XRPKRW,220,222,211,219,150893804.74,32840684443.21
2017-09-28,XRPKRW,222,225,220,220,23956766.29,5325129578.08
