Created on 08-11-2019,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1565481600.0,2019-08-11 00:00:00,USDTAUD,1.472629,1.472629,1.472629,1.472629,0.0
1565395200.0,2019-08-10 00:00:00,USDTAUD,1.470154,1.489017,1.003572,1.472629,33981.24
1565308800.0,2019-08-09 00:00:00,USDTAUD,1.462559,1.483731,1.092098,1.472214,34886.72
1565222400.0,2019-08-08 00:00:00,USDTAUD,1.473637,1.479686,1.021354,1.462559,26356.4
1565136000.0,2019-08-07 00:00:00,USDTAUD,1.469669,1.473637,1.469669,1.473637,10000.0
1565049600.0,2019-08-06 00:00:00,USDTAUD,1.469669,1.469669,1.469669,1.469669,0.0
1564963200.0,2019-08-05 00:00:00,USDTAUD,1.476473,1.488528,1.185528,1.469669,2363.68
1564876800.0,2019-08-04 00:00:00,USDTAUD,1.476473,1.476473,1.476473,1.476473,0.0
1564790400.0,2019-08-03 00:00:00,USDTAUD,1.473371,1.485588,1.079422,1.476473,5184.93
1564704000.0,2019-08-02 00:00:00,USDTAUD,1.476684,1.477549,1.454358,1.473371,10770.93
1564617600.0,2019-08-01 00:00:00,USDTAUD,1.467339,1.485375,1.444327,1.476684,14211.95
1564531200.0,2019-07-31 00:00:00,USDTAUD,1.442142,1.468086,1.440258,1.467339,7413.08
1564444800.0,2019-07-30 00:00:00,USDTAUD,1.441154,1.46838,1.440224,1.442142,3932.05
1564358400.0,2019-07-29 00:00:00,USDTAUD,1.452461,1.470406,1.432481,1.441154,13562.79
1564272000.0,2019-07-28 00:00:00,USDTAUD,1.451495,1.479951,1.435895,1.452461,12858.43
1564185600.0,2019-07-27 00:00:00,USDTAUD,1.455141,1.462514,1.442495,1.451495,12803.13
1564099200.0,2019-07-26 00:00:00,USDTAUD,1.459855,1.463201,1.435406,1.455141,8101.96
1564012800.0,2019-07-25 00:00:00,USDTAUD,1.444853,1.468873,1.42507,1.440468,8450.61
1563926400.0,2019-07-24 00:00:00,USDTAUD,1.436927,1.452658,1.410946,1.444853,9082.53
1563840000.0,2019-07-23 00:00:00,USDTAUD,1.433087,1.442499,1.410915,1.436927,9895.02
1563753600.0,2019-07-22 00:00:00,USDTAUD,1.416706,1.434869,1.410025,1.433087,19491.96
1563667200.0,2019-07-21 00:00:00,USDTAUD,1.435333,1.436003,1.408687,1.416706,15025.29
1563580800.0,2019-07-20 00:00:00,USDTAUD,1.422564,1.436525,1.410702,1.414414,10336.99
1563494400.0,2019-07-19 00:00:00,USDTAUD,1.427538,1.436892,1.409577,1.422564,9962.21
1563408000.0,2019-07-18 00:00:00,USDTAUD,1.441612,1.478602,1.409014,1.427538,18912.23
1563321600.0,2019-07-17 00:00:00,USDTAUD,1.44857,1.456322,1.260007,1.446067,8413.86
1563235200.0,2019-07-16 00:00:00,USDTAUD,1.244511,1.449364,1.244511,1.44857,4189.17
1563148800.0,2019-07-15 00:00:00,USDTAUD,1.244511,1.244511,1.244511,1.244511,0.0
1563062400.0,2019-07-14 00:00:00,USDTAUD,1.244511,1.244511,1.244511,1.244511,0.0
1562976000.0,2019-07-13 00:00:00,USDTAUD,1.244511,1.244511,1.244511,1.244511,0.0
1562889600.0,2019-07-12 00:00:00,USDTAUD,1.581601,1.581601,1.244511,1.244511,103.65
1562803200.0,2019-07-11 00:00:00,USDTAUD,1.397575,1.581601,0.91056,1.581601,26364.0
1562716800.0,2019-07-10 00:00:00,USDTAUD,1.411253,1.445,0.874007,1.397575,21705.51
1562630400.0,2019-07-09 00:00:00,USDTAUD,1.411253,1.411253,1.411253,1.411253,0.0
1562544000.0,2019-07-08 00:00:00,USDTAUD,1.411253,1.411253,1.411253,1.411253,0.0
1562457600.0,2019-07-07 00:00:00,USDTAUD,1.411253,1.411253,1.411253,1.411253,0.0
1562371200.0,2019-07-06 00:00:00,USDTAUD,1.411253,1.411253,1.411253,1.411253,0.0
1562284800.0,2019-07-05 00:00:00,USDTAUD,1.44,1.44,1.411253,1.411253,778.66
1562198400.0,2019-07-04 00:00:00,USDTAUD,1.44,1.44,1.44,1.44,0.0
1562112000.0,2019-07-03 00:00:00,USDTAUD,1.400278,1.44,1.400278,1.44,3090.0
1562025600.0,2019-07-02 00:00:00,USDTAUD,1.400278,1.400278,1.400278,1.400278,0.0
1561939200.0,2019-07-01 00:00:00,USDTAUD,1.400278,1.400278,1.400278,1.400278,0.0
1561852800.0,2019-06-30 00:00:00,USDTAUD,1.400278,1.400278,1.400278,1.400278,0.0
1561766400.0,2019-06-29 00:00:00,USDTAUD,1.400278,1.400278,1.400278,1.400278,0.0
1561680000.0,2019-06-28 00:00:00,USDTAUD,1.36426,1.43,1.262587,1.400278,11195.5
1561593600.0,2019-06-27 00:00:00,USDTAUD,1.432133,1.446504,1.030998,1.36426,19519.19
1561507200.0,2019-06-26 00:00:00,USDTAUD,1.446504,1.446504,1.432133,1.432133,2576.6
1561420800.0,2019-06-25 00:00:00,USDTAUD,1.424574,1.446504,1.423499,1.446504,17164.26
1561334400.0,2019-06-24 00:00:00,USDTAUD,1.433561,1.446231,1.419178,1.424574,6336.82
1561248000.0,2019-06-23 00:00:00,USDTAUD,1.433561,1.433561,1.433561,1.433561,0.0
1561161600.0,2019-06-22 00:00:00,USDTAUD,1.45926,1.45926,1.428,1.433561,5228.55
1561075200.0,2019-06-21 00:00:00,USDTAUD,1.441709,1.45926,1.441709,1.45926,685.0
1560988800.0,2019-06-20 00:00:00,USDTAUD,1.469654,1.469654,1.441709,1.441709,811.91
1560902400.0,2019-06-19 00:00:00,USDTAUD,1.447122,1.469654,1.443822,1.469654,3159.25
1560816000.0,2019-06-18 00:00:00,USDTAUD,1.445728,1.4552,1.445,1.447122,7150.06
1560729600.0,2019-06-17 00:00:00,USDTAUD,1.456629,1.460258,1.443999,1.445728,26584.34
1560643200.0,2019-06-16 00:00:00,USDTAUD,1.444269,1.459775,1.444269,1.456629,107.7
1560556800.0,2019-06-15 00:00:00,USDTAUD,1.444269,1.444269,1.444269,1.444269,0.0
1560470400.0,2019-06-14 00:00:00,USDTAUD,1.455988,1.455988,1.444216,1.444269,132.57
1560384000.0,2019-06-13 00:00:00,USDTAUD,1.455988,1.455988,1.455988,1.455988,0.0
1560297600.0,2019-06-12 00:00:00,USDTAUD,1.450686,1.455988,1.450686,1.455988,6936.14
1560211200.0,2019-06-11 00:00:00,USDTAUD,1.450686,1.450686,1.450686,1.450686,0.0
1560124800.0,2019-06-10 00:00:00,USDTAUD,1.44,1.450686,1.44,1.450686,13621.38
1560038400.0,2019-06-09 00:00:00,USDTAUD,1.44,1.44,1.438637,1.44,4912.71
1559952000.0,2019-06-08 00:00:00,USDTAUD,1.435323,1.446,1.435323,1.44,9000.0
1559865600.0,2019-06-07 00:00:00,USDTAUD,1.437109,1.437109,1.435323,1.435323,1086.23
1559779200.0,2019-06-06 00:00:00,USDTAUD,1.437109,1.437109,1.437109,1.437109,0.0
1559692800.0,2019-06-05 00:00:00,USDTAUD,1.437109,1.437109,1.437109,1.437109,0.0
1559606400.0,2019-06-04 00:00:00,USDTAUD,1.438754,1.45128,1.43069,1.437109,2036.8
1559520000.0,2019-06-03 00:00:00,USDTAUD,1.449704,1.452953,1.425738,1.438754,5578.95
1559433600.0,2019-06-02 00:00:00,USDTAUD,1.445673,1.455525,1.430597,1.449704,6783.56
1559347200.0,2019-06-01 00:00:00,USDTAUD,1.453091,1.460611,1.431645,1.445673,6609.67
1559260800.0,2019-05-31 00:00:00,USDTAUD,1.45928,1.460497,1.435304,1.453091,3581.81
1559174400.0,2019-05-30 00:00:00,USDTAUD,1.457191,1.465259,1.457191,1.45928,2945.07
1559088000.0,2019-05-29 00:00:00,USDTAUD,1.448368,1.464262,1.437153,1.457191,2045.53
1559001600.0,2019-05-28 00:00:00,USDTAUD,1.457552,1.463464,1.070072,1.448368,12248.83
1558915200.0,2019-05-27 00:00:00,USDTAUD,1.451546,1.477474,0.821173,1.451865,16601.41
1558828800.0,2019-05-26 00:00:00,USDTAUD,1.450939,1.481396,1.446288,1.451546,9770.19
1558742400.0,2019-05-25 00:00:00,USDTAUD,1.453902,1.465723,1.43894,1.450939,5531.65
1558656000.0,2019-05-24 00:00:00,USDTAUD,1.466687,1.471453,1.436321,1.453902,6111.35
1558569600.0,2019-05-23 00:00:00,USDTAUD,1.474505,1.474505,1.465,1.466687,696.89
1558483200.0,2019-05-22 00:00:00,USDTAUD,1.465,1.478954,1.465,1.474505,1352.89
1558396800.0,2019-05-21 00:00:00,USDTAUD,1.459,1.480836,1.435729,1.465,8566.55
1558310400.0,2019-05-20 00:00:00,USDTAUD,1.457417,1.459,1.457417,1.459,0.1
1558224000.0,2019-05-19 00:00:00,USDTAUD,1.457417,1.457417,1.457417,1.457417,0.0
1558137600.0,2019-05-18 00:00:00,USDTAUD,1.457417,1.457417,1.457417,1.457417,0.0
1558051200.0,2019-05-17 00:00:00,USDTAUD,1.45999,1.470238,1.437528,1.457417,9127.98
1557964800.0,2019-05-16 00:00:00,USDTAUD,1.450855,1.45999,1.429421,1.45999,2341.06
1557878400.0,2019-05-15 00:00:00,USDTAUD,1.450855,1.450855,1.450855,1.450855,0.0
1557792000.0,2019-05-14 00:00:00,USDTAUD,1.457607,1.457805,1.428371,1.450855,6344.75
1557705600.0,2019-05-13 00:00:00,USDTAUD,1.447845,1.457607,1.447845,1.457607,1169.7
1557619200.0,2019-05-12 00:00:00,USDTAUD,1.43538,1.451105,1.415844,1.447845,1586.06
1557532800.0,2019-05-11 00:00:00,USDTAUD,1.43538,1.43538,1.43538,1.43538,0.0
1557446400.0,2019-05-10 00:00:00,USDTAUD,1.43538,1.43538,1.43538,1.43538,0.0
1557360000.0,2019-05-09 00:00:00,USDTAUD,1.417978,1.440794,1.417978,1.43538,1393.35
1557273600.0,2019-05-08 00:00:00,USDTAUD,1.421756,1.421756,1.409781,1.417978,2715.2
1557187200.0,2019-05-07 00:00:00,USDTAUD,1.43,1.43,1.421756,1.421756,352.0
1557100800.0,2019-05-06 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1557014400.0,2019-05-05 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556928000.0,2019-05-04 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556841600.0,2019-05-03 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556755200.0,2019-05-02 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556668800.0,2019-05-01 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556582400.0,2019-04-30 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556496000.0,2019-04-29 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556409600.0,2019-04-28 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556323200.0,2019-04-27 00:00:00,USDTAUD,1.43,1.43,1.43,1.43,0.0
1556236800.0,2019-04-26 00:00:00,USDTAUD,1.431602,1.431602,1.43,1.43,350.0
1556150400.0,2019-04-25 00:00:00,USDTAUD,1.431602,1.431602,1.431602,1.431602,0.0
1556064000.0,2019-04-24 00:00:00,USDTAUD,1.431602,1.431602,1.431602,1.431602,0.0
1555977600.0,2019-04-23 00:00:00,USDTAUD,1.402754,1.431602,1.402754,1.431602,0.46
1555891200.0,2019-04-22 00:00:00,USDTAUD,1.399019,1.402754,1.399019,1.402754,118.24
1555804800.0,2019-04-21 00:00:00,USDTAUD,1.399019,1.399019,1.399019,1.399019,0.0
1555718400.0,2019-04-20 00:00:00,USDTAUD,1.399019,1.399019,1.399019,1.399019,0.0
1555632000.0,2019-04-19 00:00:00,USDTAUD,1.393468,1.399137,1.393468,1.399019,3250.0
1555545600.0,2019-04-18 00:00:00,USDTAUD,1.393468,1.393468,1.393468,1.393468,0.0
1555459200.0,2019-04-17 00:00:00,USDTAUD,1.393468,1.393468,1.393468,1.393468,0.0
1555372800.0,2019-04-16 00:00:00,USDTAUD,1.393468,1.393468,1.393468,1.393468,0.0
1555286400.0,2019-04-15 00:00:00,USDTAUD,1.393468,1.393468,1.393468,1.393468,0.0
1555200000.0,2019-04-14 00:00:00,USDTAUD,1.393468,1.393468,1.393468,1.393468,0.0
1555113600.0,2019-04-13 00:00:00,USDTAUD,1.393468,1.393468,1.393468,1.393468,0.0
1555027200.0,2019-04-12 00:00:00,USDTAUD,1.393468,1.393468,1.393468,1.393468,0.0
1554940800.0,2019-04-11 00:00:00,USDTAUD,1.399881,1.399881,1.393468,1.393468,5765.0
1554854400.0,2019-04-10 00:00:00,USDTAUD,1.435995,1.435995,1.399881,1.399881,95.0
1554768000.0,2019-04-09 00:00:00,USDTAUD,1.430597,1.435995,1.406245,1.435995,2837.85
1554681600.0,2019-04-08 00:00:00,USDTAUD,1.425907,1.430597,1.425907,1.430597,350.0
1554595200.0,2019-04-07 00:00:00,USDTAUD,1.425907,1.425907,1.425907,1.425907,0.0
1554508800.0,2019-04-06 00:00:00,USDTAUD,1.42197,1.425907,1.42197,1.425907,300.0
1554422400.0,2019-04-05 00:00:00,USDTAUD,1.42197,1.42197,1.42197,1.42197,0.0
1554336000.0,2019-04-04 00:00:00,USDTAUD,1.413296,1.42197,1.413296,1.42197,703.09
1554249600.0,2019-04-03 00:00:00,USDTAUD,1.4,1.413296,1.4,1.413296,354.0
1554163200.0,2019-04-02 00:00:00,USDTAUD,1.409,1.409,1.4,1.4,1700.0
1554076800.0,2019-04-01 00:00:00,USDTAUD,1.409,1.409,1.409,1.409,0.0
1553990400.0,2019-03-31 00:00:00,USDTAUD,1.409,1.409,1.409,1.409,0.0
1553904000.0,2019-03-30 00:00:00,USDTAUD,1.409,1.409,1.409,1.409,0.0
1553817600.0,2019-03-29 00:00:00,USDTAUD,1.409,1.409,1.409,1.409,0.0
1553731200.0,2019-03-28 00:00:00,USDTAUD,1.420629,1.420629,1.409,1.409,84.3
1553644800.0,2019-03-27 00:00:00,USDTAUD,1.420629,1.420629,1.420629,1.420629,0.0
1553558400.0,2019-03-26 00:00:00,USDTAUD,1.420629,1.420629,1.420629,1.420629,0.0
1553472000.0,2019-03-25 00:00:00,USDTAUD,1.41723,1.420629,1.41723,1.420629,352.0
1553385600.0,2019-03-24 00:00:00,USDTAUD,1.41723,1.41723,1.41723,1.41723,304.41
1553299200.0,2019-03-23 00:00:00,USDTAUD,1.41723,1.41723,1.41723,1.41723,0.24
1553212800.0,2019-03-22 00:00:00,USDTAUD,1.41723,1.41723,1.41723,1.41723,0.0
1553126400.0,2019-03-21 00:00:00,USDTAUD,1.421341,1.421341,1.408548,1.41723,808.71
1553040000.0,2019-03-20 00:00:00,USDTAUD,1.421571,1.424392,1.421341,1.421341,1798.75
1552953600.0,2019-03-19 00:00:00,USDTAUD,1.392496,1.428609,1.392496,1.421571,421.41
1552867200.0,2019-03-18 00:00:00,USDTAUD,1.392496,1.392496,1.392496,1.392496,0.0
1552780800.0,2019-03-17 00:00:00,USDTAUD,1.392496,1.392496,1.392496,1.392496,0.0
1552694400.0,2019-03-16 00:00:00,USDTAUD,1.397897,1.397897,1.392496,1.392496,1500.0
1552608000.0,2019-03-15 00:00:00,USDTAUD,1.397897,1.397897,1.397897,1.397897,0.0
1552521600.0,2019-03-14 00:00:00,USDTAUD,1.397897,1.397897,1.397897,1.397897,0.0
1552435200.0,2019-03-13 00:00:00,USDTAUD,1.398067,1.398067,1.397897,1.397897,61.29
1552348800.0,2019-03-12 00:00:00,USDTAUD,1.400784,1.427,1.398067,1.398067,361.0
1552262400.0,2019-03-11 00:00:00,USDTAUD,1.400784,1.400784,1.400784,1.400784,0.0
1552176000.0,2019-03-10 00:00:00,USDTAUD,1.4379,1.4379,1.40022,1.400784,1441.83
1552089600.0,2019-03-09 00:00:00,USDTAUD,1.4379,1.4379,1.4379,1.4379,0.0
1552003200.0,2019-03-08 00:00:00,USDTAUD,1.417615,1.441597,1.417615,1.4379,4245.35
1551916800.0,2019-03-07 00:00:00,USDTAUD,1.417615,1.417615,1.417615,1.417615,0.0
1551830400.0,2019-03-06 00:00:00,USDTAUD,1.417615,1.417615,1.417615,1.417615,0.0
1551744000.0,2019-03-05 00:00:00,USDTAUD,1.417615,1.417615,1.417615,1.417615,0.0
1551657600.0,2019-03-04 00:00:00,USDTAUD,1.417615,1.417615,1.417615,1.417615,0.0
1551571200.0,2019-03-03 00:00:00,USDTAUD,1.404,1.417615,1.404,1.417615,353.0
1551484800.0,2019-03-02 00:00:00,USDTAUD,1.404,1.404,1.404,1.404,0.0
1551398400.0,2019-03-01 00:00:00,USDTAUD,1.404,1.404,1.404,1.404,0.0
1551312000.0,2019-02-28 00:00:00,USDTAUD,1.404,1.404,1.404,1.404,0.0
1551225600.0,2019-02-27 00:00:00,USDTAUD,1.404,1.404,1.404,1.404,0.0
1551139200.0,2019-02-26 00:00:00,USDTAUD,1.404,1.404,1.404,1.404,0.0
1551052800.0,2019-02-25 00:00:00,USDTAUD,1.404,1.404,1.404,1.404,0.0
1550966400.0,2019-02-24 00:00:00,USDTAUD,1.4,1.404,1.4,1.404,71.27
1550880000.0,2019-02-23 00:00:00,USDTAUD,1.385387,1.407,1.385387,1.4,427.42
1550793600.0,2019-02-22 00:00:00,USDTAUD,1.385387,1.385387,1.385387,1.385387,0.0
1550707200.0,2019-02-21 00:00:00,USDTAUD,1.385387,1.385387,1.385387,1.385387,4000.1
1550620800.0,2019-02-20 00:00:00,USDTAUD,1.385387,1.385387,1.385387,1.385387,0.0
1550534400.0,2019-02-19 00:00:00,USDTAUD,1.392944,1.392944,1.385387,1.385387,360.9
1550448000.0,2019-02-18 00:00:00,USDTAUD,1.395653,1.395653,1.39294,1.392944,717.85
1550361600.0,2019-02-17 00:00:00,USDTAUD,1.4,1.4,1.395653,1.395653,629.17
1550275200.0,2019-02-16 00:00:00,USDTAUD,1.4,1.4,1.4,1.4,0.0
1550188800.0,2019-02-15 00:00:00,USDTAUD,1.4,1.4,1.4,1.4,0.0
1550102400.0,2019-02-14 00:00:00,USDTAUD,1.38,1.4041,1.38,1.4,1310.0
1550016000.0,2019-02-13 00:00:00,USDTAUD,1.38,1.38,1.38,1.38,0.0
1549929600.0,2019-02-12 00:00:00,USDTAUD,1.404986,1.404986,1.38,1.38,4078.81
1549843200.0,2019-02-11 00:00:00,USDTAUD,1.404986,1.404986,1.404986,1.404986,0.0
1549756800.0,2019-02-10 00:00:00,USDTAUD,1.404986,1.404986,1.404986,1.404986,0.0
1549670400.0,2019-02-09 00:00:00,USDTAUD,1.404986,1.404986,1.404986,1.404986,0.0
1549584000.0,2019-02-08 00:00:00,USDTAUD,1.404986,1.404986,1.404986,1.404986,0.0
1549497600.0,2019-02-07 00:00:00,USDTAUD,0.789011,1.404986,0.789011,1.404986,10.0
1549411200.0,2019-02-06 00:00:00,USDTAUD,0.789011,0.789011,0.789011,0.789011,0.0
1549324800.0,2019-02-05 00:00:00,USDTAUD,0.789011,0.789011,0.789011,0.789011,0.0
1549238400.0,2019-02-04 00:00:00,USDTAUD,0.789011,0.789011,0.789011,0.789011,0.0
1549152000.0,2019-02-03 00:00:00,USDTAUD,0.789011,0.789011,0.789011,0.789011,0.0
1549065600.0,2019-02-02 00:00:00,USDTAUD,0.789011,0.789011,0.789011,0.789011,0.0
1548979200.0,2019-02-01 00:00:00,USDTAUD,0.789011,0.789011,0.789011,0.789011,0.0
1548892800.0,2019-01-31 00:00:00,USDTAUD,1.41,1.41,0.789011,0.789011,0.01
1548806400.0,2019-01-30 00:00:00,USDTAUD,1.41,1.41,1.41,1.41,0.0
1548720000.0,2019-01-29 00:00:00,USDTAUD,1.41,1.41,1.41,1.41,0.0
1548633600.0,2019-01-28 00:00:00,USDTAUD,1.41,1.41,1.41,1.41,0.0
1548547200.0,2019-01-27 00:00:00,USDTAUD,1.41,1.41,1.41,1.41,0.0
1548460800.0,2019-01-26 00:00:00,USDTAUD,1.41,1.41,1.41,1.41,0.0
1548374400.0,2019-01-25 00:00:00,USDTAUD,1.41,1.41,1.41,1.41,0.0
1548288000.0,2019-01-24 00:00:00,USDTAUD,1.399225,1.41,1.399225,1.41,4790.73
1548201600.0,2019-01-23 00:00:00,USDTAUD,1.399225,1.399225,1.399225,1.399225,0.0
1548115200.0,2019-01-22 00:00:00,USDTAUD,1.400491,1.41,1.000991,1.399225,4831.67
1548028800.0,2019-01-21 00:00:00,USDTAUD,0.78901,1.41,0.78901,1.400491,4789.69
1547942400.0,2019-01-20 00:00:00,USDTAUD,1.000199,1.000199,0.78901,0.78901,11.0
1547856000.0,2019-01-19 00:00:00,USDTAUD,1.000199,1.000199,1.000199,1.000199,0.0
1547769600.0,2019-01-18 00:00:00,USDTAUD,1.000199,1.000199,1.000199,1.000199,0.0
1547683200.0,2019-01-17 00:00:00,USDTAUD,1.000199,1.000199,1.000199,1.000199,0.0
1547596800.0,2019-01-16 00:00:00,USDTAUD,1.000199,1.000199,1.000199,1.000199,0.0
1547510400.0,2019-01-15 00:00:00,USDTAUD,0.78901,1.41,0.78901,1.000199,169586.77
1547424000.0,2019-01-14 00:00:00,USDTAUD,0.789006,0.78901,0.789006,0.78901,1.0
1547337600.0,2019-01-13 00:00:00,USDTAUD,0.789001,0.789006,0.789001,0.789006,2.0
1547251200.0,2019-01-12 00:00:00,USDTAUD,0.789001,0.789001,0.789001,0.789001,0.0
1547164800.0,2019-01-11 00:00:00,USDTAUD,1.0,1.01,0.789001,0.789001,3.11
1547078400.0,2019-01-10 00:00:00,USDTAUD,1.0,1.0,1.0,1.0,0.0
1546992000.0,2019-01-09 00:00:00,USDTAUD,1.41,1.41,1.0,1.0,1187.32
1546905600.0,2019-01-08 00:00:00,USDTAUD,1.36,1.41,1.36,1.41,2365.26
1546819200.0,2019-01-07 00:00:00,USDTAUD,1.36,1.36,1.36,1.36,0.0
1546732800.0,2019-01-06 00:00:00,USDTAUD,1.36,1.36,1.36,1.36,174.15
1546646400.0,2019-01-05 00:00:00,USDTAUD,1.36,1.36,1.36,1.36,0.0
1546560000.0,2019-01-04 00:00:00,USDTAUD,1.36,1.36,1.36,1.36,0.0
1546473600.0,2019-01-03 00:00:00,USDTAUD,1.4127,1.4127,1.36,1.36,149.88
1546387200.0,2019-01-02 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,0.0
1546300800.0,2019-01-01 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,0.0
1546214400.0,2018-12-31 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,0.0
1546128000.0,2018-12-30 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,0.0
1546041600.0,2018-12-29 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,0.0
1545955200.0,2018-12-28 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,264.4
1545868800.0,2018-12-27 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,0.0
1545782400.0,2018-12-26 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,0.0
1545696000.0,2018-12-25 00:00:00,USDTAUD,1.4127,1.4127,1.4127,1.4127,0.0
1545609600.0,2018-12-24 00:00:00,USDTAUD,1.36,1.4127,1.36,1.4127,1814.3
1545523200.0,2018-12-23 00:00:00,USDTAUD,1.36,1.36,1.36,1.36,0.0
1545436800.0,2018-12-22 00:00:00,USDTAUD,1.412341,1.412341,1.36,1.36,474.0
1545350400.0,2018-12-21 00:00:00,USDTAUD,1.412341,1.412341,1.412341,1.412341,0.0
1545264000.0,2018-12-20 00:00:00,USDTAUD,1.4,1.412341,1.4,1.412341,2206.7
1545177600.0,2018-12-19 00:00:00,USDTAUD,1.4,1.4,1.4,1.4,0.0
1545091200.0,2018-12-18 00:00:00,USDTAUD,1.363078,1.4,1.363078,1.4,14.2
1545004800.0,2018-12-17 00:00:00,USDTAUD,1.363078,1.363078,1.363078,1.363078,0.0
1544918400.0,2018-12-16 00:00:00,USDTAUD,1.390842,1.397425,1.363078,1.363078,2509.51
1544832000.0,2018-12-15 00:00:00,USDTAUD,1.399806,1.399806,1.362372,1.390842,1709.67
1544745600.0,2018-12-14 00:00:00,USDTAUD,1.375213,1.399806,1.360217,1.399806,2451.98
1544659200.0,2018-12-13 00:00:00,USDTAUD,1.390997,1.393246,1.306995,1.375213,3919.03
