Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume AUD
2019-07-03,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-01,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-30,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-29,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-28,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-27,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-26,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-25,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-24,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-23,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-22,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-21,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-20,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-19,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-18,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-17,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-16,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-15,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-14,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-13,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-12,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-11,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-10,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-09,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-08,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-07,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-06,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-05,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-04,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-03,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-02,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-06-01,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-31,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-30,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-29,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-28,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-27,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-26,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-25,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-24,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-23,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-22,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-21,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-20,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-19,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-18,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-17,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-16,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-15,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-14,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-13,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-12,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-11,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-10,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-09,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-08,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-07,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-06,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-05,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-04,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-03,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-02,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-05-01,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-30,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-29,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-28,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-27,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-26,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-25,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-24,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-23,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-22,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-21,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-20,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-19,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-18,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-17,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-16,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-15,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-14,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-13,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-12,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-11,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-10,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-09,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-08,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-07,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-06,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-05,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-04,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-03,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-02,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-04-01,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-31,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-30,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-29,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-28,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-27,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-26,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-25,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-24,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-23,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-22,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-21,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-20,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-19,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-18,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-03-17,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
