Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HRUR
2018-06-01 01-AM,DASHRUR,18877,18877,18877,18877,0.0,0.0
2018-06-01 12-AM,DASHRUR,19055.29,19055.29,18877,18877,0.0002649,5.0
2018-05-31 11-PM,DASHRUR,19055.29,19055.29,19055.29,19055.29,0.0,0.0
2018-05-31 10-PM,DASHRUR,19419.76,19419.76,19053.42,19055.29,0.2871,5471.78
2018-05-31 09-PM,DASHRUR,18979.2,19419.76,18979.2,19419.76,0.0295,571.46
2018-05-31 08-PM,DASHRUR,19456.94,19460.52,18979.2,18979.2,0.1117,2124.91
2018-05-31 07-PM,DASHRUR,19135.29,19456.94,19135.29,19456.94,0.002334,45.08
2018-05-31 06-PM,DASHRUR,19421.39,19460.13,19135.29,19135.29,0.07773,1505.67
2018-05-31 05-PM,DASHRUR,18889.82,19421.39,18889.82,19421.39,0.1126,2169.95
2018-05-31 04-PM,DASHRUR,18889.82,18889.82,18889.82,18889.82,0.0,0.0
2018-05-31 03-PM,DASHRUR,18884.92,19334.38,18877,18889.82,0.03761,722.65
2018-05-31 02-PM,DASHRUR,18805.81,18884.92,18805.81,18884.92,0.01243,234.42
2018-05-31 01-PM,DASHRUR,18800.37,19350.06,18800.37,18805.81,0.138,2616.24
2018-05-31 12-PM,DASHRUR,19182.23,19373.34,18800.37,18800.37,0.3907,7501.99
2018-05-31 11-AM,DASHRUR,19119.75,19182.23,18998.93,19182.23,0.2411,4588.21
2018-05-31 10-AM,DASHRUR,18983.18,19372.83,18983.18,19119.75,0.3886,7431.76
2018-05-31 09-AM,DASHRUR,18800,18983.18,18800,18983.18,0.02193,416.37
2018-05-31 08-AM,DASHRUR,19718.94,19718.94,18800,18800,0.5,9468.71
2018-05-31 07-AM,DASHRUR,19254.34,19766.24,19120.06,19718.94,0.04525,874.37
2018-05-31 06-AM,DASHRUR,19184.92,19254.34,19184.92,19254.34,0.01987,382.48
2018-05-31 05-AM,DASHRUR,18620.69,19184.92,18620.69,19184.92,0.2583,4944.66
2018-05-31 04-AM,DASHRUR,18861.44,18861.44,18620.69,18620.69,0.3662,6868.69
2018-05-31 03-AM,DASHRUR,19111,19111,18861.44,18861.44,0.04329,819.58
2018-05-31 02-AM,DASHRUR,19556.44,19556.44,19111,19111,0.01448,276.69
2018-05-31 01-AM,DASHRUR,19215.23,19556.44,19032.95,19556.44,0.02165,412.29
2018-05-31 12-AM,DASHRUR,19096.37,19215.23,18971.38,19215.23,0.1659,3171.99
2018-05-30 11-PM,DASHRUR,19184.92,19184.92,18884.63,19096.37,0.01472,278.17
2018-05-30 10-PM,DASHRUR,18987.79,20075,18594.89,19184.92,1.38,26312.49
2018-05-30 09-PM,DASHRUR,18580.58,18991.85,18580.58,18987.79,0.006679,126.84
2018-05-30 08-PM,DASHRUR,18720,18996.21,18580.58,18580.58,0.05466,1015.71
2018-05-30 07-PM,DASHRUR,18806.9,18806.9,18720,18720,0.03195,598.04
2018-05-30 06-PM,DASHRUR,19933.37,19933.37,18806.9,18806.9,0.1944,3689.26
2018-05-30 05-PM,DASHRUR,19000,19933.37,19000,19933.37,1.23,24094.29
2018-05-30 04-PM,DASHRUR,19120.41,19230.29,19000,19000,0.01754,335.48
2018-05-30 03-PM,DASHRUR,19669.73,19669.73,19120.41,19120.41,0.2484,4802.44
2018-05-30 02-PM,DASHRUR,19877.05,19877.05,19477.7,19669.73,0.8431,16434.7
2018-05-30 01-PM,DASHRUR,19486.76,19877.05,19476.3,19877.05,0.0583,1157.85
2018-05-30 12-PM,DASHRUR,19907.17,19907.17,19457.02,19486.76,0.05171,1007.69
2018-05-30 11-AM,DASHRUR,19271.14,19907.17,19271.14,19907.17,0.1014,1993.47
2018-05-30 10-AM,DASHRUR,19625.25,19625.25,19271.14,19271.14,0.2598,5010.48
2018-05-30 09-AM,DASHRUR,19654.68,19654.68,19311.64,19625.25,0.4695,9119.09
2018-05-30 08-AM,DASHRUR,19654.69,19654.69,19419.73,19654.68,0.8629,16833.2
2018-05-30 07-AM,DASHRUR,19902.73,20076.22,19650,19654.69,1.11,21785.78
2018-05-30 06-AM,DASHRUR,19700,20081.12,19700,19902.73,0.112,2229.28
2018-05-30 05-AM,DASHRUR,19650,20083,19650,19700,0.04232,842.34
2018-05-30 04-AM,DASHRUR,19610.82,19650,19610.82,19650,0.02991,587.72
2018-05-30 03-AM,DASHRUR,19848.3,20093.8,19610.82,19610.82,0.5438,10911.76
2018-05-30 02-AM,DASHRUR,19848.32,20093.8,19848.3,19848.3,0.08609,1721.37
2018-05-30 01-AM,DASHRUR,19848.3,19902.71,19848.3,19848.32,0.09398,1869.8
2018-05-30 12-AM,DASHRUR,19848.3,19848.3,19848.3,19848.3,0.0,0.0
2018-05-29 11-PM,DASHRUR,20093.8,20093.8,19848.3,19848.3,0.03531,700.78
2018-05-29 10-PM,DASHRUR,20010.87,20093.8,20010.87,20093.8,0.09742,1956.58
2018-05-29 09-PM,DASHRUR,19900.65,20466.98,19894.64,20010.87,0.6001,12104.43
2018-05-29 08-PM,DASHRUR,19500,19900.65,19500,19900.65,0.4087,8133.99
2018-05-29 07-PM,DASHRUR,19862.46,19900.65,19462.46,19500,1.68,33173.83
2018-05-29 06-PM,DASHRUR,19174.04,19862.46,19124.4,19862.46,1.3,25352.54
2018-05-29 05-PM,DASHRUR,19350,19862.46,19174.04,19174.04,0.3664,7099.4
2018-05-29 04-PM,DASHRUR,19536,20365.18,19350,19350,0.6784,13296.54
2018-05-29 03-PM,DASHRUR,19540,19540,19329.5,19536,0.1445,2817.62
2018-05-29 02-PM,DASHRUR,19541.74,19541.74,19291.12,19540,0.4049,7883.75
2018-05-29 01-PM,DASHRUR,19700.68,19959.77,19513.79,19541.74,1.09,21482.45
2018-05-29 12-PM,DASHRUR,20046.35,20322.35,19700.68,19700.68,0.2017,4055.77
2018-05-29 11-AM,DASHRUR,18478.16,20129.76,18478.16,20046.35,0.2607,5042.89
2018-05-29 10-AM,DASHRUR,18775.19,18775.19,18343.68,18478.16,0.3474,6434.46
2018-05-29 09-AM,DASHRUR,18455.94,18780.45,18254.51,18775.19,0.01624,300.09
2018-05-29 08-AM,DASHRUR,18312.65,18455.94,18262.7,18455.94,0.1752,3216.23
2018-05-29 07-AM,DASHRUR,18000,18994.97,18000,18312.65,0.2102,3846.07
2018-05-29 06-AM,DASHRUR,18004.81,18030.93,17856.98,18000,0.7287,13105.39
2018-05-29 05-AM,DASHRUR,18000,18004.81,17845.4,18004.81,0.3501,6288.23
2018-05-29 04-AM,DASHRUR,18076.19,18076.19,18000,18000,0.693,12512.47
2018-05-29 03-AM,DASHRUR,18076.19,18093.9,18076.19,18076.19,0.1324,2392.92
2018-05-29 02-AM,DASHRUR,18076.19,18076.19,18076.19,18076.19,0.021,379.61
2018-05-29 01-AM,DASHRUR,18076.19,18373.4,18076.19,18076.19,0.0005451,9.95
2018-05-29 12-AM,DASHRUR,18076.19,18076.19,18076.19,18076.19,0.0,0.0
2018-05-28 11-PM,DASHRUR,18076.19,18076.19,18076.19,18076.19,0.0,0.0
2018-05-28 10-PM,DASHRUR,18166.56,18385.5,18076.19,18076.19,0.1887,3449.06
2018-05-28 09-PM,DASHRUR,18589.6,18589.6,18166.56,18166.56,0.3155,5788.28
2018-05-28 08-PM,DASHRUR,18622.36,18622.36,18589.6,18589.6,0.02546,473.86
2018-05-28 07-PM,DASHRUR,18521.01,18622.36,18349.06,18622.36,0.2573,4773.07
2018-05-28 06-PM,DASHRUR,18893,18893,18521.01,18521.01,4.07,76678.28
2018-05-28 05-PM,DASHRUR,18893,19061.34,18893,18893,0.446,8430.98
2018-05-28 04-PM,DASHRUR,18932.87,19061.34,18893,18893,0.6252,11819.88
2018-05-28 03-PM,DASHRUR,19145.87,19145.87,18932.87,18932.87,0.1553,2947.08
2018-05-28 02-PM,DASHRUR,19147.13,19147.13,18994.97,19145.87,0.3378,6428.71
2018-05-28 01-PM,DASHRUR,19167.26,19294.14,19147.13,19147.13,0.07506,1446.97
2018-05-28 12-PM,DASHRUR,19396.1,19396.1,19167.26,19167.26,0.1373,2644.23
2018-05-28 11-AM,DASHRUR,19963.9,19963.9,19350,19396.1,0.00072,13.98
2018-05-28 10-AM,DASHRUR,19407.16,19963.9,19376.77,19963.9,0.01382,275.69
2018-05-28 09-AM,DASHRUR,19513.06,19513.06,19392.27,19407.16,0.4468,8666.42
2018-05-28 08-AM,DASHRUR,19877,19877,19513.06,19513.06,0.04829,943.69
2018-05-28 07-AM,DASHRUR,19877,19877,19877,19877,0.0,0.0
2018-05-28 06-AM,DASHRUR,19769.56,19877,19600,19877,0.02317,458.24
2018-05-28 05-AM,DASHRUR,19968.02,20087.76,19769.56,19769.56,0.3547,7066.58
2018-05-28 04-AM,DASHRUR,20159.37,20159.37,19968.02,19968.02,0.05964,1195.56
2018-05-28 03-AM,DASHRUR,19923.25,20259.17,19923.25,20159.37,0.1683,3393.67
2018-05-28 02-AM,DASHRUR,19923.25,19923.25,19923.25,19923.25,0.0,0.0
2018-05-28 01-AM,DASHRUR,19923.25,19923.25,19923.25,19923.25,0.0,0.0
2018-05-28 12-AM,DASHRUR,19923.25,19923.25,19923.25,19923.25,0.0,0.0
2018-05-27 11-PM,DASHRUR,19923.25,19923.25,19923.25,19923.25,0.0,0.0
2018-05-27 10-PM,DASHRUR,19917.57,19923.25,19917.57,19923.25,0.06414,1277.92
2018-05-27 09-PM,DASHRUR,19917.57,19917.57,19917.57,19917.57,0.9289,18500.97
2018-05-27 08-PM,DASHRUR,19977.5,20502.68,19917.57,19917.57,0.01128,225.39
2018-05-27 07-PM,DASHRUR,20078.35,20508.04,19972.18,19977.5,0.05495,1100.95
2018-05-27 06-PM,DASHRUR,20544.48,20544.48,20078.35,20078.35,0.1762,3537.03
2018-05-27 05-PM,DASHRUR,20544.48,20544.48,20544.48,20544.48,0.0,0.0
2018-05-27 04-PM,DASHRUR,20543,20544.48,20543,20544.48,0.004867,100.0
2018-05-27 03-PM,DASHRUR,20056.56,20544,20056.56,20543,0.05532,1130.76
2018-05-27 02-PM,DASHRUR,20056.56,20056.56,20056.56,20056.56,0.0,0.0
2018-05-27 01-PM,DASHRUR,20039.65,20564.34,20039.65,20056.56,0.1237,2492.16
2018-05-27 12-PM,DASHRUR,20111.15,20239.44,20039.65,20039.65,0.6597,13225.01
2018-05-27 11-AM,DASHRUR,20214.73,20214.73,19915.53,20111.15,0.07134,1434.25
2018-05-27 10-AM,DASHRUR,20555.05,20555.05,19900,20214.73,0.2953,5931.99
2018-05-27 09-AM,DASHRUR,20065,20555.05,19997.54,20555.05,0.0275,554.8
2018-05-27 08-AM,DASHRUR,20065,20065,20065,20065,0.2293,4600.3
2018-05-27 07-AM,DASHRUR,20583.21,20583.21,20065,20065,0.1344,2696.69
2018-05-27 06-AM,DASHRUR,20575.43,20583.21,20065,20583.21,0.0349,706.72
2018-05-27 05-AM,DASHRUR,20575.43,20575.43,20575.43,20575.43,0.0,0.0
2018-05-27 04-AM,DASHRUR,20610.02,20610.02,20575.43,20575.43,0.03484,717.0
2018-05-27 03-AM,DASHRUR,20159.01,20610.02,20159.01,20610.02,0.06536,1347.15
2018-05-27 02-AM,DASHRUR,20159.01,20159.01,20159.01,20159.01,0.0,0.0
2018-05-27 01-AM,DASHRUR,20159.01,20159.01,20159.01,20159.01,0.0,0.0
2018-05-27 12-AM,DASHRUR,20660.73,20660.73,20159.01,20159.01,0.2454,5003.22
2018-05-26 11-PM,DASHRUR,20706.88,20706.88,20660.73,20660.73,0.02021,417.46
2018-05-26 10-PM,DASHRUR,20800,20927.04,20706.88,20706.88,0.4968,10293.06
2018-05-26 09-PM,DASHRUR,20883.18,20883.18,20800,20800,0.009004,187.38
2018-05-26 08-PM,DASHRUR,20883.18,20883.18,20883.18,20883.18,0.09413,1965.8
2018-05-26 07-PM,DASHRUR,20800,20883.18,20800,20883.18,0.06087,1267.79
2018-05-26 06-PM,DASHRUR,20883.18,20883.18,20800,20800,0.1349,2817.04
2018-05-26 05-PM,DASHRUR,20883.18,21271.64,20883.18,20883.18,0.8948,18779.41
2018-05-26 04-PM,DASHRUR,21057.12,21057.12,20883.18,20883.18,0.03524,737.54
2018-05-26 03-PM,DASHRUR,20895,21057.12,20883.71,21057.12,0.03421,714.79
2018-05-26 02-PM,DASHRUR,20895.31,20895.31,20895,20895,0.069,1441.76
2018-05-26 01-PM,DASHRUR,20895.31,21267.89,20895.31,20895.31,0.08628,1804.1
2018-05-26 12-PM,DASHRUR,21066.73,21066.73,20887.63,20895.31,0.07991,1669.35
2018-05-26 11-AM,DASHRUR,20883.71,21066.73,20883.71,21066.73,0.02627,552.5
2018-05-26 10-AM,DASHRUR,20774.52,21279.53,20774.52,20883.71,1.56,32923.01
2018-05-26 09-AM,DASHRUR,20774.52,20774.52,20774.52,20774.52,0.0,0.0
2018-05-26 08-AM,DASHRUR,20774.52,20774.52,20774.52,20774.52,0.009283,192.86
2018-05-26 07-AM,DASHRUR,20774.52,20774.52,20774.52,20774.52,0.0,0.0
2018-05-26 06-AM,DASHRUR,20774.52,20774.52,20774.52,20774.52,0.0,0.0
2018-05-26 05-AM,DASHRUR,21241.25,21241.25,20774.52,20774.52,0.03148,653.96
2018-05-26 04-AM,DASHRUR,20784.28,21241.25,20784.28,21241.25,0.001445,30.68
2018-05-26 03-AM,DASHRUR,21027.94,21027.94,20784.28,20784.28,0.01902,395.32
2018-05-26 02-AM,DASHRUR,21070,21070,21027.94,21027.94,0.3011,6342.26
2018-05-26 01-AM,DASHRUR,21070,21070,21070,21070,0.03191,672.31
2018-05-26 12-AM,DASHRUR,21070,21070,21070,21070,0.0,0.0
2018-05-25 11-PM,DASHRUR,21070,21070,21070,21070,0.0,0.0
2018-05-25 10-PM,DASHRUR,21070,21070,21070,21070,0.0,0.0
2018-05-25 09-PM,DASHRUR,21054.83,21070,21054.83,21070,0.07443,1568.29
2018-05-25 08-PM,DASHRUR,21050,21528.39,21050,21054.83,0.01247,267.47
2018-05-25 07-PM,DASHRUR,21050,21050,21050,21050,0.0,0.0
2018-05-25 06-PM,DASHRUR,21013.97,21538.37,21013.97,21050,0.2108,4445.84
2018-05-25 05-PM,DASHRUR,21339.2,21549.18,21013.97,21013.97,0.09705,2069.87
2018-05-25 04-PM,DASHRUR,21168,21339.2,21048.25,21339.2,0.3671,7783.76
2018-05-25 03-PM,DASHRUR,20891.99,21168,20878.51,21168,0.9648,20204.71
2018-05-25 02-PM,DASHRUR,20806.4,20891.99,20806.4,20891.99,0.3433,7171.12
2018-05-25 01-PM,DASHRUR,20847.79,20847.79,20806.4,20806.4,0.03304,687.37
2018-05-25 12-PM,DASHRUR,20518.34,20847.79,20518.34,20847.79,0.06362,1320.97
2018-05-25 11-AM,DASHRUR,20791.76,20791.76,20518.34,20518.34,0.005,102.59
2018-05-25 10-AM,DASHRUR,20797.46,20797.46,20791.76,20791.76,0.03158,656.7
2018-05-25 09-AM,DASHRUR,20800.35,20800.35,20510.82,20797.46,0.7866,16168.35
2018-05-25 08-AM,DASHRUR,20871.96,21000,20633.35,20800.35,0.7792,16163.4
2018-05-25 07-AM,DASHRUR,21127.09,21127.09,20871.96,20871.96,0.03299,696.13
2018-05-25 06-AM,DASHRUR,21309.32,21729.49,21127.09,21127.09,0.1193,2524.3
2018-05-25 05-AM,DASHRUR,21309.32,21309.32,21309.32,21309.32,0.0,0.0
2018-05-25 04-AM,DASHRUR,21309.32,21309.32,21309.32,21309.32,0.0,0.0
2018-05-25 03-AM,DASHRUR,21599.1,21618.05,21309.32,21309.32,0.0499,1067.89
2018-05-25 02-AM,DASHRUR,21581.96,21601.56,21580.43,21599.1,0.04282,924.22
2018-05-25 01-AM,DASHRUR,21581.96,21581.96,21581.96,21581.96,0.0,0.0
2018-05-25 12-AM,DASHRUR,21393.75,21581.96,21384.72,21581.96,1.59,34098.72
2018-05-24 11-PM,DASHRUR,21580.89,21580.89,21151.01,21393.75,4.51,95869.2
2018-05-24 10-PM,DASHRUR,21200,21580.89,21200,21580.89,0.01949,419.91
2018-05-24 09-PM,DASHRUR,21202.78,21202.78,21200,21200,0.1796,3807.51
2018-05-24 08-PM,DASHRUR,21162.21,21584.69,21149.99,21202.78,0.09742,2065.53
2018-05-24 07-PM,DASHRUR,21224.24,21592.78,21162.21,21162.21,0.4622,9959.37
2018-05-24 06-PM,DASHRUR,21250.24,21250.24,21119.99,21224.24,0.3142,6641.77
2018-05-24 05-PM,DASHRUR,20995.93,21424.24,20995.93,21250.24,0.01525,324.29
2018-05-24 04-PM,DASHRUR,21011.13,21431.65,20995.93,20995.93,0.08191,1740.82
2018-05-24 03-PM,DASHRUR,21399.98,21399.98,20939.29,21011.13,0.197,4193.19
2018-05-24 02-PM,DASHRUR,20640.4,21399.98,20640.4,21399.98,0.3827,8067.18
2018-05-24 01-PM,DASHRUR,21129.36,21216.41,20640.4,20640.4,0.364,7661.2
2018-05-24 12-PM,DASHRUR,20633.35,21129.36,20633.35,21129.36,0.4186,8766.56
2018-05-24 11-AM,DASHRUR,20733.05,20961.67,20633.35,20633.35,0.05847,1209.62
2018-05-24 10-AM,DASHRUR,20774.52,20774.65,20733.05,20733.05,0.07947,1648.01
2018-05-24 09-AM,DASHRUR,20839.83,21177.68,20774.52,20774.52,0.2586,5377.23
2018-05-24 08-AM,DASHRUR,21189.28,21189.28,20839.83,20839.83,0.2002,4222.38
2018-05-24 07-AM,DASHRUR,21773.39,21773.39,21189.28,21189.28,0.02615,554.15
2018-05-24 06-AM,DASHRUR,21660.38,21773.39,21177.5,21773.39,0.3993,8606.73
2018-05-24 05-AM,DASHRUR,21652.48,21660.38,21652.48,21660.38,0.01193,258.32
2018-05-24 04-AM,DASHRUR,21153.53,21652.48,21153.53,21652.48,0.001077,23.32
2018-05-24 03-AM,DASHRUR,21397.05,21652.43,21153.51,21153.53,0.0233,494.29
2018-05-24 02-AM,DASHRUR,21408.43,21657.52,21132.89,21397.05,0.1223,2625.78
2018-05-24 01-AM,DASHRUR,21206.09,21408.43,21206.09,21408.43,0.03387,724.21
2018-05-24 12-AM,DASHRUR,21158.81,21206.09,21158.81,21206.09,0.1373,2907.11
2018-05-23 11-PM,DASHRUR,21343.59,21343.59,21146.01,21158.81,0.0772,1632.97
2018-05-23 10-PM,DASHRUR,21000,21343.59,21000,21343.59,0.003851,82.19
2018-05-23 09-PM,DASHRUR,21000,21000,21000,21000,0.0,0.0
2018-05-23 08-PM,DASHRUR,20780.75,21393.19,20700,21000,0.1544,3222.66
2018-05-23 07-PM,DASHRUR,20774.52,20913.06,20601.04,20780.75,1.71,35450.0
2018-05-23 06-PM,DASHRUR,20268.18,21657.52,20268.18,20774.52,0.1952,4047.51
2018-05-23 05-PM,DASHRUR,20774.52,21395.89,19871.02,20268.18,0.3702,7608.29
2018-05-23 04-PM,DASHRUR,21542.57,21542.57,20774.52,20774.52,0.1826,3884.48
2018-05-23 03-PM,DASHRUR,22204.64,22204.64,21542.57,21542.57,0.1208,2613.23
2018-05-23 02-PM,DASHRUR,21924.03,22220.44,21900.17,22204.64,0.3839,8504.8
2018-05-23 01-PM,DASHRUR,21600,21924.03,21000,21924.03,2.68,56857.63
2018-05-23 12-PM,DASHRUR,21868.69,21868.69,21600,21600,0.09672,2089.33
2018-05-23 11-AM,DASHRUR,21600,21868.69,21600,21868.69,0.09338,2042.2
2018-05-23 10-AM,DASHRUR,21688.3,21688.3,21600,21600,0.000168,3.63
2018-05-23 09-AM,DASHRUR,21780,21780,21688.3,21688.3,0.09735,2112.06
2018-05-23 08-AM,DASHRUR,22000,22000,21780,21780,0.408,8915.04
2018-05-23 07-AM,DASHRUR,22278.67,22278.67,22000,22000,0.1587,3493.27
2018-05-23 06-AM,DASHRUR,22056.89,22278.67,22056.8,22278.67,0.06629,1464.11
2018-05-23 05-AM,DASHRUR,22198.88,22198.88,22056.89,22056.89,0.2205,4870.83
2018-05-23 04-AM,DASHRUR,22201.81,22492.03,22198.88,22198.88,0.2176,4860.52
2018-05-23 03-AM,DASHRUR,22201.81,22489.1,22201.81,22201.81,0.02104,467.76
2018-05-23 02-AM,DASHRUR,22201.81,22201.81,22201.81,22201.81,0.0,0.0
2018-05-23 01-AM,DASHRUR,22201.81,22201.81,22201.81,22201.81,0.0,0.0
2018-05-23 12-AM,DASHRUR,22489.1,22489.1,22201.81,22201.81,0.000801,17.78
2018-05-22 11-PM,DASHRUR,22325.79,22489.1,22325.79,22489.1,0.000801,18.01
2018-05-22 10-PM,DASHRUR,22326.32,22326.32,22228.64,22325.79,0.8276,18405.55
2018-05-22 09-PM,DASHRUR,22500.93,22648.5,22326.32,22326.32,0.2746,6162.4
2018-05-22 08-PM,DASHRUR,22500.93,22500.93,22500.93,22500.93,0.0,0.0
2018-05-22 07-PM,DASHRUR,22589.91,22670.51,22380,22500.93,0.3991,8982.14
2018-05-22 06-PM,DASHRUR,22590.44,22895.3,22589.91,22589.91,0.04789,1096.53
2018-05-22 05-PM,DASHRUR,22660.81,22660.81,22590.44,22590.44,0.1806,4085.22
2018-05-22 04-PM,DASHRUR,22799.48,22987.02,22660.81,22660.81,0.2315,5296.51
2018-05-22 03-PM,DASHRUR,22700,22799.48,22700,22799.48,0.1443,3288.24
2018-05-22 02-PM,DASHRUR,22864.42,22986.18,22700,22700,1.13,25730.54
2018-05-22 01-PM,DASHRUR,22866.21,22867.52,22720.78,22864.42,0.644,14676.23
2018-05-22 12-PM,DASHRUR,23133.61,23133.61,22765.52,22866.21,0.04518,1028.9
2018-05-22 11-AM,DASHRUR,23000,23139.07,22863.46,23133.61,0.2826,6505.94
2018-05-22 10-AM,DASHRUR,23079.84,23079.84,22876.06,23000,0.2523,5791.6
2018-05-22 09-AM,DASHRUR,23230.68,23444.27,23079.84,23079.84,0.3226,7457.3
2018-05-22 08-AM,DASHRUR,23480.5,23480.5,23178.95,23230.68,0.1055,2455.84
2018-05-22 07-AM,DASHRUR,23430.39,23539.37,23200.4,23480.5,0.6722,15724.26
2018-05-22 06-AM,DASHRUR,23180.68,23431.54,23100,23430.39,0.9615,22290.19
2018-05-22 05-AM,DASHRUR,23258.45,23428,23177.47,23180.68,0.3941,9142.42
2018-05-22 04-AM,DASHRUR,23276,24000,23258.45,23258.45,0.5168,12158.66
2018-05-22 03-AM,DASHRUR,23452.78,23452.78,23276,23276,0.1419,3308.22
2018-05-22 02-AM,DASHRUR,23467.88,23467.88,23452.78,23452.78,0.07727,1812.63
2018-05-22 01-AM,DASHRUR,23574.16,23574.16,23467.88,23467.88,0.02653,622.66
2018-05-22 12-AM,DASHRUR,23574.16,23574.16,23574.16,23574.16,0.0,0.0
2018-05-21 11-PM,DASHRUR,23574.16,23574.16,23574.16,23574.16,0.0,0.0
2018-05-21 10-PM,DASHRUR,23746.95,23746.95,23574.16,23574.16,0.1228,2895.82
2018-05-21 09-PM,DASHRUR,23515.66,23927.52,23513.67,23746.95,0.5352,12677.64
2018-05-21 08-PM,DASHRUR,23471.52,23515.66,23471.52,23515.66,1.03,24250.72
2018-05-21 07-PM,DASHRUR,23467.88,23471.52,23467.88,23471.52,0.0009737,22.86
2018-05-21 06-PM,DASHRUR,23531.31,23832.11,23464.23,23467.88,0.3136,7459.4
2018-05-21 05-PM,DASHRUR,24269.21,24269.21,23467.96,23531.31,0.3125,7411.13
2018-05-21 04-PM,DASHRUR,23995.84,24269.21,23901.19,24269.21,0.196,4688.82
2018-05-21 03-PM,DASHRUR,24012.82,24350,23995.84,23995.84,0.2369,5754.86
2018-05-21 02-PM,DASHRUR,24475.47,24475.47,24012.82,24012.82,0.3063,7404.68
2018-05-21 01-PM,DASHRUR,24381.17,24500,24237.51,24475.47,1.03,25172.42
2018-05-21 12-PM,DASHRUR,24375.71,24381.17,24237.51,24381.17,0.5733,13930.9
2018-05-21 11-AM,DASHRUR,24831.36,24831.36,24375.71,24375.71,0.3597,8769.41
2018-05-21 10-AM,DASHRUR,24886.26,24886.26,24381.17,24831.36,1.73,42413.6
2018-05-21 09-AM,DASHRUR,24381.17,24886.26,24381.17,24886.26,0.2231,5506.9
2018-05-21 08-AM,DASHRUR,24750,24750,24381.17,24381.17,0.1079,2638.97
2018-05-21 07-AM,DASHRUR,24647.7,24750,24561.75,24750,0.0768,1892.9
2018-05-21 06-AM,DASHRUR,24326.67,24647.7,24326.67,24647.7,0.02688,661.54
2018-05-21 05-AM,DASHRUR,24326.67,24326.67,24326.67,24326.67,0.0,0.0
2018-05-21 04-AM,DASHRUR,24454.13,24606.55,24326.67,24326.67,0.04286,1054.24
2018-05-21 03-AM,DASHRUR,24551.59,24551.59,24420.78,24454.13,0.01991,486.32
2018-05-21 02-AM,DASHRUR,24350.36,24551.59,24350.36,24551.59,0.3343,8146.81
2018-05-21 01-AM,DASHRUR,24350.36,24350.36,24350.36,24350.36,0.0,0.0
2018-05-21 12-AM,DASHRUR,24350.36,24350.36,24350.36,24350.36,0.0,0.0
2018-05-20 11-PM,DASHRUR,24502.27,24502.27,24350.36,24350.36,0.0007,17.05
2018-05-20 10-PM,DASHRUR,24600.66,24876.18,24502.27,24502.27,0.1375,3383.35
2018-05-20 09-PM,DASHRUR,24700,24700,24600.66,24600.66,1.11,27310.81
2018-05-20 08-PM,DASHRUR,24603.35,24700,24603.35,24700,0.003302,81.55
2018-05-20 07-PM,DASHRUR,24358.93,24603.35,24323.87,24603.35,0.02836,697.64
2018-05-20 06-PM,DASHRUR,24286.17,24358.93,24286.17,24358.93,0.0009405,22.91
2018-05-20 05-PM,DASHRUR,24236.5,24381.8,24236.5,24286.17,0.03372,822.07
2018-05-20 04-PM,DASHRUR,24400.01,24603.35,24145,24236.5,0.4593,11188.64
2018-05-20 03-PM,DASHRUR,24399.05,24400.01,24181,24400.01,0.1503,3652.05
2018-05-20 02-PM,DASHRUR,24140.77,24399.05,24140.77,24399.05,0.001636,39.92
2018-05-20 01-PM,DASHRUR,24183.3,24239.57,24121.82,24140.77,0.06754,1636.51
2018-05-20 12-PM,DASHRUR,24183.3,24463.61,24183.3,24183.3,0.1387,3353.41
2018-05-20 11-AM,DASHRUR,24183.3,24183.3,24183.3,24183.3,0.0173,418.27
2018-05-20 10-AM,DASHRUR,24051.97,24467.18,24051.97,24183.3,0.02369,574.17
2018-05-20 09-AM,DASHRUR,23900,24051.97,23805,24051.97,0.02043,490.84
2018-05-20 08-AM,DASHRUR,24472.36,24472.36,23723.23,23900,0.2575,6246.29
2018-05-20 07-AM,DASHRUR,24483.41,24483.41,24472.36,24472.36,0.05686,1391.52
2018-05-20 06-AM,DASHRUR,24483.41,24483.41,24483.41,24483.41,0.0,0.0
2018-05-20 05-AM,DASHRUR,24483.41,24483.41,24483.41,24483.41,0.0,0.0
2018-05-20 04-AM,DASHRUR,24483.41,24483.41,24483.41,24483.41,0.0,0.0
2018-05-20 03-AM,DASHRUR,24483.41,24483.41,24483.41,24483.41,0.0,0.0
2018-05-20 02-AM,DASHRUR,24483.41,24483.41,24483.41,24483.41,0.0,0.0
2018-05-20 01-AM,DASHRUR,23878.36,24483.41,23715.67,24483.41,1.0,23719.6
2018-05-20 12-AM,DASHRUR,23878.36,23878.36,23878.36,23878.36,0.0,0.0
2018-05-19 11-PM,DASHRUR,24526.98,24526.98,23878.36,23878.36,0.178,4260.44
2018-05-19 10-PM,DASHRUR,23940,24526.98,23940,24526.98,0.0249,610.72
2018-05-19 09-PM,DASHRUR,24010.92,24015,23940,23940,0.06296,1510.62
2018-05-19 08-PM,DASHRUR,24010.92,24010.92,24010.92,24010.92,0.0,0.0
2018-05-19 07-PM,DASHRUR,24010.92,24010.92,24010.92,24010.92,0.0,0.0
