Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume RUR
2018-09-22,LTCRUR,4069.86,4195,3955,4129.06,150.79,610776.33
2018-09-21,LTCRUR,3887.84,4183.43,3800,4069.86,260.23,1030756.25
2018-09-20,LTCRUR,3772.21,3889.99,3702,3887.84,163.19,612168.92
2018-09-19,LTCRUR,3845.35,3896,3714.99,3772.21,145.89,551061.03
2018-09-18,LTCRUR,3755.87,3900,3614.6,3845.35,256.51,971721.96
2018-09-17,LTCRUR,3992.8,4044.58,3715.69,3755.87,224.29,877729.56
2018-09-16,LTCRUR,3988.8,4067.49,3897.63,3992.8,283.47,1134789.57
2018-09-15,LTCRUR,4045,4137.1,3900,3988.8,158.88,642587.71
2018-09-14,LTCRUR,3858.16,4149,3730,4045,215.55,835816.34
2018-09-13,LTCRUR,3746.09,3950,3575.8,3858.16,308.51,1190579.11
2018-09-12,LTCRUR,3794.68,3845.5,3450.6,3746.09,246.27,885510.62
2018-09-11,LTCRUR,3949.21,4007.65,3701,3794.68,230.89,902350.18
2018-09-10,LTCRUR,4037.72,4150,3910,3949.21,185.28,740386.37
2018-09-09,LTCRUR,3904.72,4150.85,3846,4037.72,156.97,628973.32
2018-09-08,LTCRUR,4077.41,4250.97,3900,3904.72,233.35,954505.04
2018-09-07,LTCRUR,4198.93,4201.98,4000,4077.41,163.06,669918.28
2018-09-06,LTCRUR,4161,4200,3950,4198.93,269.42,1081913.93
2018-09-05,LTCRUR,4580.85,4705.8,4130.94,4161,270.26,1184960.96
2018-09-04,LTCRUR,4462.91,4700,4383.78,4580.85,196.92,903328.95
2018-09-03,LTCRUR,4423.75,4464.2,4300,4462.91,248.36,1087547.09
2018-09-02,LTCRUR,4470,4553.38,4272,4423.75,157.79,692332.47
2018-09-01,LTCRUR,4199.9,4599,4130.94,4470,222.13,965836.59
2018-08-31,LTCRUR,4096,4244.3,4055.02,4199.9,151.73,627027.5
2018-08-30,LTCRUR,4159.44,4200.24,4000,4096,216.98,887401.49
2018-08-29,LTCRUR,4297.77,4320.45,4125,4159.44,213.3,896241.45
2018-08-28,LTCRUR,3962.51,4325,3940,4297.77,301.56,1232095.06
2018-08-27,LTCRUR,3829.59,3970,3781.57,3962.51,240.01,932552.06
2018-08-26,LTCRUR,3889,3946.71,3800.11,3829.59,111.59,430199.85
2018-08-25,LTCRUR,3899.71,3948,3858.95,3889,82.35,320723.97
2018-08-24,LTCRUR,3877.23,3962.51,3811,3899.71,158.72,615504.48
2018-08-23,LTCRUR,3812.38,3928.18,3780,3877.23,152.54,584507.73
2018-08-22,LTCRUR,3878,3930,3760.1,3812.38,239.3,924886.58
2018-08-21,LTCRUR,3809,3878,3701,3878,179.34,683247.89
2018-08-20,LTCRUR,3940,3990,3770,3809,169.98,655032.92
2018-08-19,LTCRUR,3937.3,4040,3806.38,3940,158.48,623265.9
2018-08-18,LTCRUR,4108,4182.42,3800,3937.3,118.33,472664.15
2018-08-17,LTCRUR,3891.41,4115,3800.71,4108,209.94,825682.81
2018-08-16,LTCRUR,3775.83,3909.06,3750.1,3891.41,183.71,707220.87
2018-08-15,LTCRUR,3729.6,4000,3700,3775.83,274.36,1054597.48
2018-08-14,LTCRUR,4008,4008,3550.22,3729.6,353.13,1320097.82
2018-08-13,LTCRUR,4232.67,4320,4000,4008,234.67,985894.53
2018-08-12,LTCRUR,3950.23,3950.23,3950.23,3950.23,0.0,0.0
2018-08-11,LTCRUR,4238.42,4300,3915,3950.23,237.0,965532.11
2018-08-10,LTCRUR,4333.09,4390.17,4150,4238.42,227.03,963625.43
2018-08-09,LTCRUR,4204.89,4410.23,4115.75,4333.09,173.16,736862.99
2018-08-08,LTCRUR,4411.85,4727.49,4090.53,4204.89,210.16,900554.97
2018-08-07,LTCRUR,4803.08,4875,4400.53,4411.85,294.45,1400493.19
2018-08-06,LTCRUR,4852.56,4959.36,4750,4803.08,184.62,895247.45
2018-08-05,LTCRUR,4833,4966.33,4821,4852.56,104.21,507990.66
2018-08-04,LTCRUR,4958.8,4989.16,4808,4833,150.0,735541.83
2018-08-03,LTCRUR,4847.3,4958.8,4750,4958.8,153.71,744688.72
2018-08-02,LTCRUR,4819.11,4910,4781.42,4847.3,180.14,874542.53
2018-08-01,LTCRUR,4908.96,4940.21,4779,4819.11,222.57,1083328.99
2018-07-31,LTCRUR,5050,5060,4777,4908.96,260.55,1282201.32
