Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-07-03 10-AM,ETHUSD,292.16,292.16,292.16,292.16,0.0,0.0
2019-07-03 09-AM,ETHUSD,295,295,292.16,292.16,0.06148,17.96
2019-07-03 08-AM,ETHUSD,297,297,295,295,1.927,568.45
2019-07-03 07-AM,ETHUSD,317.55,317.55,297,297,0.1183,35.14
2019-07-03 06-AM,ETHUSD,299,318,299,317.55,3.253,1032.91
2019-07-03 05-AM,ETHUSD,295,299,295,299,1.868,557.81
2019-07-03 04-AM,ETHUSD,295,295,295,295,0.0,0.0
2019-07-03 03-AM,ETHUSD,295,295,295,295,0.0,0.0
2019-07-03 02-AM,ETHUSD,295,295,295,295,0.0,0.0
2019-07-03 01-AM,ETHUSD,287.86,295,287.86,295,1.0,295.0
2019-07-03 12-AM,ETHUSD,287.86,287.86,287.86,287.86,0.0,0.0
2019-07-02 11-PM,ETHUSD,287.86,287.86,287.86,287.86,0.0,0.0
2019-07-02 10-PM,ETHUSD,287.86,287.86,287.86,287.86,0.0,0.0
2019-07-02 09-PM,ETHUSD,289.44,289.44,287.86,287.86,0.4431,127.63
2019-07-02 08-PM,ETHUSD,289.19,290.38,288.24,289.44,20.34,5905.53
2019-07-02 07-PM,ETHUSD,280.37,289.19,280.37,289.19,0.2217,64.09
2019-07-02 06-PM,ETHUSD,289,289,280.37,280.37,6.893,1978.13
2019-07-02 05-PM,ETHUSD,287.71,289,287.71,289,2.853,821.74
2019-07-02 04-PM,ETHUSD,275.18,287.71,275.18,287.71,3.86,1110.62
2019-07-02 03-PM,ETHUSD,278.77,278.77,275.18,275.18,0.327,89.98
2019-07-02 02-PM,ETHUSD,278.77,278.77,278.77,278.77,0.0,0.0
2019-07-02 01-PM,ETHUSD,278.77,278.77,278.77,278.77,0.0,0.0
2019-07-02 12-PM,ETHUSD,274.85,279.45,274.85,278.77,2.132,595.75
2019-07-02 11-AM,ETHUSD,281,281,274.85,274.85,4.758,1308.39
2019-07-02 10-AM,ETHUSD,276.38,281,276.38,281,5.0,1405.0
2019-07-02 09-AM,ETHUSD,276.38,276.38,276.38,276.38,0.0,0.0
2019-07-02 08-AM,ETHUSD,276.38,276.38,276.38,276.38,0.0,0.0
2019-07-02 07-AM,ETHUSD,280,280,276.38,276.38,0.2,55.28
2019-07-02 06-AM,ETHUSD,280,280,280,280,0.0,0.0
2019-07-02 05-AM,ETHUSD,287,287,280,280,1.261,353.17
2019-07-02 04-AM,ETHUSD,287,287,287,287,0.0,0.0
2019-07-02 03-AM,ETHUSD,287,287,287,287,0.0,0.0
2019-07-02 02-AM,ETHUSD,287,287,287,287,0.0,0.0
2019-07-02 01-AM,ETHUSD,287,287,287,287,0.0,0.0
2019-07-02 12-AM,ETHUSD,287,287,287,287,0.0,0.0
2019-07-01 11-PM,ETHUSD,287,287,287,287,0.0,0.0
2019-07-01 10-PM,ETHUSD,287,287,287,287,0.0,0.0
2019-07-01 09-PM,ETHUSD,287,287,287,287,0.0,0.0
2019-07-01 08-PM,ETHUSD,280.9,287,280.9,287,1.0,287.0
2019-07-01 07-PM,ETHUSD,280.9,280.9,280.9,280.9,0.6661,187.1
2019-07-01 06-PM,ETHUSD,283.3,285.69,280.9,280.9,4.673,1334.78
2019-07-01 05-PM,ETHUSD,283.3,283.3,283.3,283.3,0.0,0.0
2019-07-01 04-PM,ETHUSD,283.3,283.3,283.3,283.3,0.0,0.0
2019-07-01 03-PM,ETHUSD,283.94,283.94,280,283.3,9.721,2748.75
2019-07-01 02-PM,ETHUSD,285.11,287.22,283.94,283.94,7.885,2260.51
2019-07-01 01-PM,ETHUSD,285.11,285.11,285.11,285.11,0.0,0.0
2019-07-01 12-PM,ETHUSD,293.48,294.11,285.11,285.11,37.65,10800.33
2019-07-01 11-AM,ETHUSD,294.46,294.46,293.48,293.48,0.5065,148.88
2019-07-01 10-AM,ETHUSD,299,299,294.46,294.46,1.373,405.07
2019-07-01 09-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 08-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 07-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 06-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 05-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 04-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 03-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 02-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 01-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-07-01 12-AM,ETHUSD,299,299,299,299,0.0,0.0
2019-06-30 11-PM,ETHUSD,299,299,299,299,0.0,0.0
2019-06-30 10-PM,ETHUSD,299,299,299,299,0.0,0.0
2019-06-30 09-PM,ETHUSD,299,299,299,299,0.0,0.0
2019-06-30 08-PM,ETHUSD,299,299,299,299,0.0,0.0
