Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume KRW
2018-07-22,ETCKRW,18500,18650,17880,18150,255477.98,4697473412.2
2018-07-21,ETCKRW,18410,18780,17500,18500,154719.35,2837070472.46
2018-07-20,ETCKRW,19540,19800,17900,18410,269008.69,5088928249.95
2018-07-19,ETCKRW,19340,20000,18980,19540,281978.3,5484764199.72
2018-07-18,ETCKRW,19680,20210,19100,19340,454483.66,8973011470.43
2018-07-17,ETCKRW,19290,19960,18720,19680,488356.44,9387755842.26
2018-07-16,ETCKRW,18850,19540,18510,19290,684466.75,13026615461.56
2018-07-15,ETCKRW,18680,19260,18520,18850,346988.02,6543855166.82
2018-07-14,ETCKRW,18500,18890,18300,18680,203969.81,3768466760.96
2018-07-13,ETCKRW,18520,19200,18220,18500,470596.64,8842871653.26
2018-07-12,ETCKRW,18740,18820,17820,18520,334702.3,6092458624.86
2018-07-11,ETCKRW,18340,18990,17750,18740,457736.04,8451131477.46
2018-07-10,ETCKRW,20450,20550,18260,18340,691358.63,13356869171.42
2018-07-09,ETCKRW,20410,20850,20220,20450,347946.6,7169773478.46
2018-07-08,ETCKRW,20750,20960,20180,20410,354954.15,7312945107.48
2018-07-07,ETCKRW,20830,20880,19660,20750,602686.93,12257587509.84
2018-07-06,ETCKRW,19500,22130,18980,20830,2256624.18,45555515589.95
2018-07-05,ETCKRW,18490,19510,18400,19500,629694.83,11876145781.28
2018-07-04,ETCKRW,17800,19000,17100,18490,504509.93,9220282093.54
2018-07-03,ETCKRW,18270,18700,17600,17800,472724.27,8579499044.74
2018-07-02,ETCKRW,17760,18730,17350,18270,570520.14,10321305412.09
2018-07-01,ETCKRW,18060,18250,17210,17760,449080.04,7981622795.48
2018-06-30,ETCKRW,17040,18700,17030,18060,779891.15,14047601852.46
2018-06-29,ETCKRW,16540,17470,16050,17040,591391.65,9878750612.53
2018-06-28,ETCKRW,17450,17690,16360,16540,459697.39,7870043101.79
2018-06-27,ETCKRW,16940,17630,16220,17450,464357.68,7862262528.25
2018-06-26,ETCKRW,17890,17950,16760,16940,446009.43,7830552216.55
2018-06-25,ETCKRW,16980,18190,16580,17890,722101.63,12634799678.54
2018-06-24,ETCKRW,17460,17500,15070,16980,995327.43,16190013305.46
2018-06-23,ETCKRW,16940,17960,16520,17460,511024.46,8788589891.07
2018-06-22,ETCKRW,19650,19910,16810,16940,1195395.33,21964248603.84
2018-06-21,ETCKRW,19210,19900,18480,19650,995884.72,19100277724.23
2018-06-20,ETCKRW,17420,19390,15800,19210,932010.51,16215924340.18
2018-06-19,ETCKRW,16760,17890,16700,17420,689400.08,11902413307.95
2018-06-18,ETCKRW,15900,17200,15610,16760,259543.57,4230965970.68
2018-06-17,ETCKRW,16170,16360,15790,15900,149346.69,2397444698.37
2018-06-16,ETCKRW,15510,16700,15510,16170,354838.4,5751122299.08
2018-06-15,ETCKRW,15550,15650,15120,15510,233157.22,3589736255.38
2018-06-14,ETCKRW,15420,15810,14400,15550,586718.04,8939586164.53
2018-06-13,ETCKRW,16580,16800,14400,15420,842276.11,13024539090.75
2018-06-12,ETCKRW,14350,18800,14160,16580,2412778.97,41746729073.96
2018-06-11,ETCKRW,14180,14630,13560,14350,135750.08,1914697215.55
2018-06-10,ETCKRW,16570,16570,13440,14180,208565.65,3158177299.06
2018-06-09,ETCKRW,16800,16920,16440,16570,71372.03,1192513345.51
2018-06-08,ETCKRW,16570,17080,16340,16800,137166.65,2303867444.82
2018-06-07,ETCKRW,16550,16800,16380,16570,81379.42,1350312949.22
2018-06-06,ETCKRW,16990,17120,16260,16550,99461.05,1662392734.89
2018-06-05,ETCKRW,16770,17100,16250,16990,93341.51,1547325567.53
2018-06-04,ETCKRW,17700,17890,16590,16770,219235.87,3760937323.59
2018-06-03,ETCKRW,17270,17850,17210,17700,148052.38,2605978654.55
2018-06-02,ETCKRW,17070,17570,16860,17270,138557.56,2387309566.62
2018-06-01,ETCKRW,16880,17150,16590,17070,122937.08,2076094415.79
2018-05-31,ETCKRW,16890,17120,16510,16880,99874.84,1684776328.93
2018-05-30,ETCKRW,16910,17280,16280,16890,142640.65,2403756705.53
2018-05-29,ETCKRW,15800,17200,15770,16910,155407.87,2556573726.88
2018-05-28,ETCKRW,16800,17300,15750,15800,164038.28,2706534256.47
2018-05-27,ETCKRW,17060,17120,16630,16800,79181.43,1332862443.06
2018-05-26,ETCKRW,16850,17450,16700,17060,117019.07,2004782711.68
2018-05-25,ETCKRW,17770,17770,16470,16920,30561.29,512206600.34
2018-05-24,ETCKRW,17770,17770,17770,17770,0.0,0.0
2018-05-23,ETCKRW,18350,18570,17260,17770,217598.17,3887141783.47
2018-05-22,ETCKRW,19580,19620,18280,18350,154888.87,2939772582.91
2018-05-21,ETCKRW,19970,20090,19370,19580,168039.12,3326926546.07
2018-05-20,ETCKRW,19550,20070,19150,19970,219893.91,4332992746.7
2018-05-19,ETCKRW,19930,20100,19370,19550,134663.72,2660182308.07
2018-05-18,ETCKRW,19050,20200,18490,19930,247533.47,4795923576.7
2018-05-17,ETCKRW,19640,20500,18650,19050,304946.04,6042831986.45
2018-05-16,ETCKRW,20420,20520,18710,19640,318397.78,6186413096.74
2018-05-15,ETCKRW,21130,22150,20200,20420,440021.0,9430416340.8
2018-05-14,ETCKRW,21100,21400,19790,21130,320300.17,6609676370.0
2018-05-13,ETCKRW,20300,21490,19750,21100,283231.98,5838867158.08
2018-05-12,ETCKRW,19500,20660,18100,20300,396387.62,7744728883.88
2018-05-11,ETCKRW,21650,22000,18000,19500,952241.22,19012925319.16
2018-05-10,ETCKRW,23900,24250,21500,21650,523318.07,12216464489.94
2018-05-09,ETCKRW,24840,24870,22380,23900,671596.1,15854691147.85
2018-05-08,ETCKRW,26150,26310,24460,24840,620312.0,15753049100.26
2018-05-07,ETCKRW,28070,28170,25090,26150,1371956.45,36335360759.31
2018-05-06,ETCKRW,25000,28650,24850,28070,2105929.38,56843676305.79
2018-05-05,ETCKRW,24550,25500,24340,25000,447058.24,11138388997.33
2018-05-04,ETCKRW,24910,25000,23710,24550,602979.03,14769087596.92
2018-05-03,ETCKRW,23500,25780,23330,24910,773079.56,18939569103.97
2018-05-02,ETCKRW,23450,23800,22940,23500,382988.38,8955381936.98
2018-05-01,ETCKRW,23800,23960,22360,23450,495549.98,11444738395.8
2018-04-30,ETCKRW,23580,24980,23200,23800,1051306.14,25405334111.63
2018-04-29,ETCKRW,23270,24090,21950,23580,836007.51,19497625264.18
2018-04-28,ETCKRW,22650,24050,22350,23270,419646.22,9773908218.04
2018-04-27,ETCKRW,23000,23800,22010,22650,599279.73,13696892657.67
2018-04-26,ETCKRW,20550,23600,19830,23000,726509.51,15703781497.68
2018-04-25,ETCKRW,24160,24290,20000,20550,1027807.43,22337404235.03
2018-04-24,ETCKRW,22290,25040,22230,24160,1007113.56,23795853740.45
2018-04-23,ETCKRW,20400,22750,20350,22290,850419.06,18544850403.02
2018-04-22,ETCKRW,20310,20980,19820,20400,406461.8,8333830191.08
2018-04-21,ETCKRW,21210,21660,18880,20310,637573.56,13043776807.92
2018-04-20,ETCKRW,19980,21470,19200,21210,797962.3,16245094141.57
2018-04-19,ETCKRW,18620,19990,18560,19980,543534.59,10440713308.8
2018-04-18,ETCKRW,17160,18880,17160,18620,687824.52,12352992637.08
2018-04-17,ETCKRW,17420,17850,17060,17160,463697.42,8077264898.75
2018-04-16,ETCKRW,17420,17790,16740,17420,353241.75,6050594530.11
2018-04-15,ETCKRW,16670,17480,16510,17420,319843.91,5469833236.18
2018-04-14,ETCKRW,16550,17090,16200,16670,352541.55,5886497125.27
2018-04-13,ETCKRW,16570,17550,16170,16550,984910.5,16561041068.09
2018-04-12,ETCKRW,15590,16990,14640,16570,1047972.14,16375261677.92
2018-04-11,ETCKRW,14830,15600,14650,15590,520017.64,7806110732.73
2018-04-10,ETCKRW,14940,14980,14480,14830,182321.3,2681091850.8
2018-04-09,ETCKRW,15270,15760,14590,14940,410681.27,6209145190.26
2018-04-08,ETCKRW,14660,15690,14580,15270,371435.09,5610656975.41
2018-04-07,ETCKRW,14440,15000,14350,14660,247986.04,3651562775.98
2018-04-06,ETCKRW,14900,15200,14200,14440,265776.28,3880263372.85
2018-04-05,ETCKRW,14980,15110,14410,14900,386419.73,5721030084.54
2018-04-04,ETCKRW,16440,16450,14790,14980,433867.73,6718897768.44
2018-04-03,ETCKRW,15370,16570,15190,16440,674053.94,10838602224.77
2018-04-02,ETCKRW,14880,15880,14600,15370,519139.23,7923596092.42
2018-04-01,ETCKRW,15830,16000,14320,14880,398360.79,5991355264.19
2018-03-31,ETCKRW,15890,16500,15700,15830,360831.05,5800516536.34
2018-03-30,ETCKRW,16320,16820,15530,15890,577005.28,9288734927.91
2018-03-29,ETCKRW,17620,17740,16200,16320,470085.25,7961862549.13
2018-03-28,ETCKRW,17520,18490,17310,17620,398957.71,7104558047.27
2018-03-27,ETCKRW,18170,18970,16770,17520,701320.55,12518377561.96
2018-03-26,ETCKRW,20190,20380,17250,18170,769568.55,14383146461.94
2018-03-25,ETCKRW,20470,20740,20000,20190,345377.13,7033545251.51
2018-03-24,ETCKRW,21140,21600,20300,20470,509183.54,10662627024.0
2018-03-23,ETCKRW,21930,22000,20010,21140,938544.56,19418215833.09
2018-03-22,ETCKRW,21810,22890,20460,21930,1349718.7,29408044711.51
2018-03-21,ETCKRW,22120,23870,21080,21810,2150700.71,48771722646.03
2018-03-20,ETCKRW,22050,23550,19500,22120,3501637.85,76339709626.87
2018-03-19,ETCKRW,18300,22090,17820,22050,2298001.8,44995118622.46
2018-03-18,ETCKRW,17800,18730,15770,18300,1263363.63,21500730555.8
2018-03-17,ETCKRW,19380,19700,17600,17800,631249.05,11824434978.03
2018-03-16,ETCKRW,20240,20450,18770,19380,1262774.4,24763581445.97
2018-03-15,ETCKRW,18990,21990,17130,20240,2885905.93,56420060504.83
2018-03-14,ETCKRW,22020,22220,17900,18990,1075395.01,21794663283.55
2018-03-13,ETCKRW,22750,22870,21750,22020,554327.34,12347620091.37
2018-03-12,ETCKRW,23510,23770,22220,22750,881776.4,20394150803.2
2018-03-11,ETCKRW,23240,23890,22000,23510,1231967.15,28359594626.46
2018-03-10,ETCKRW,24750,25330,23000,23240,1532798.67,37505152275.11
2018-03-09,ETCKRW,25020,25870,22200,24750,4639212.03,110530935331.25
2018-03-08,ETCKRW,24560,28130,23140,25020,5920796.89,154941449793.15
2018-03-07,ETCKRW,27590,28330,23530,24560,2791600.54,72443518148.49
2018-03-06,ETCKRW,29450,30170,27330,27590,2154236.2,62243136341.41
2018-03-05,ETCKRW,32210,33000,28920,29450,3173950.79,99197515806.54
2018-03-04,ETCKRW,32210,34500,31410,32210,4127921.3,135979673836.46
2018-03-03,ETCKRW,34360,35520,31380,32210,3902523.3,128551001626.12
2018-03-02,ETCKRW,37350,37820,33910,34360,2182253.01,77642642892.03
2018-03-01,ETCKRW,38160,38160,35870,37350,1899187.84,70248121326.7
2018-02-28,ETCKRW,40170,40320,37380,38160,1699934.12,65969387378.59
2018-02-27,ETCKRW,40290,41410,39250,40170,1780263.73,71587089129.98
2018-02-26,ETCKRW,41140,41720,38580,40290,2865751.44,114748324908.41
2018-02-25,ETCKRW,43570,43700,39100,41140,3547933.4,146958965997.42
2018-02-24,ETCKRW,42900,45850,41510,43570,6264029.91,272112504929.53
2018-02-23,ETCKRW,37350,43330,35500,42900,5469454.07,220648637809.93
2018-02-22,ETCKRW,42200,43300,36410,37350,3995737.31,157279436772.31
2018-02-21,ETCKRW,44200,46800,39710,42200,4492222.3,195144564652.95
2018-02-20,ETCKRW,43500,49230,43400,44200,4389015.4,206007583651.0
2018-02-19,ETCKRW,39380,44880,38260,43500,3266216.56,137491667448.9
2018-02-18,ETCKRW,38580,39890,34770,39380,1235759.76,46973037140.76
2018-02-17,ETCKRW,38930,39680,37460,38580,1026110.02,39704820257.53
2018-02-16,ETCKRW,38320,39360,37000,38930,1119072.12,42746254077.58
2018-02-15,ETCKRW,38470,39500,36150,38320,2002005.31,76208170998.96
2018-02-14,ETCKRW,38400,41300,36570,38470,3281884.28,127735756182.77
2018-02-13,ETCKRW,33770,39060,31950,38400,3031181.23,109810114497.0
2018-02-12,ETCKRW,27400,34500,27340,33770,1865499.9,58245699982.69
2018-02-11,ETCKRW,28000,31190,24380,27400,1309199.6,36549368456.76
2018-02-10,ETCKRW,29520,31380,26380,28000,1107431.39,32010068492.68
2018-02-09,ETCKRW,24950,29680,23770,29520,1323876.65,35655939248.42
2018-02-08,ETCKRW,19810,24950,19810,24950,840333.64,19195350235.1
2018-02-07,ETCKRW,21340,22050,19120,19810,600054.7,12485124570.4
2018-02-06,ETCKRW,18740,21940,15700,21340,939133.11,17228088510.49
2018-02-05,ETCKRW,22760,23500,18200,18740,542395.22,11299424666.79
2018-02-04,ETCKRW,25160,26800,22000,22760,565160.95,13853016520.54
2018-02-03,ETCKRW,24630,26200,21500,25160,637920.65,15326423883.19
2018-02-02,ETCKRW,27300,27480,17690,24630,1262501.53,29061684791.71
2018-02-01,ETCKRW,32150,32300,26800,27300,878314.2,26015704310.57
2018-01-31,ETCKRW,30880,32150,28150,32150,666578.06,20304507853.1
2018-01-30,ETCKRW,35510,35880,30410,30880,794299.85,26575700619.32
2018-01-29,ETCKRW,36300,37360,33790,35510,963861.12,34412930731.43
2018-01-28,ETCKRW,33160,39620,33050,36300,2002782.87,72372265851.7
2018-01-27,ETCKRW,33160,34000,31680,33160,446651.63,14598321747.62
2018-01-26,ETCKRW,33530,33850,29070,33160,856358.6,27373177319.7
2018-01-25,ETCKRW,34990,35880,32820,33490,747913.23,25734471952.69
2018-01-24,ETCKRW,34090,37700,33350,34990,892396.22,30791422444.09
2018-01-23,ETCKRW,37600,37860,32150,34090,1118723.91,38963060205.69
2018-01-22,ETCKRW,38400,40900,34000,37600,1646537.45,61888705193.45
2018-01-21,ETCKRW,46930,49300,36010,38400,2044521.13,82567252153.64
2018-01-20,ETCKRW,42300,46970,41500,46930,2361506.52,104830152475.27
2018-01-19,ETCKRW,39500,44270,38310,42300,1975592.9,81843834023.38
2018-01-18,ETCKRW,38800,44420,35100,39500,2069964.52,81193844529.93
2018-01-17,ETCKRW,36030,42480,28070,38800,2549782.06,86982065891.65
2018-01-16,ETCKRW,56320,57000,26000,36030,3119975.66,139637353413.36
2018-01-15,ETCKRW,59990,62700,55620,56320,2311603.87,136653583543.01
2018-01-14,ETCKRW,61500,72900,56230,59990,4044902.21,249733377783.32
2018-01-13,ETCKRW,52600,64300,50580,61500,2793497.99,155974355150.59
2018-01-12,ETCKRW,47010,54800,44150,52600,3024187.4,146775946350.65
2018-01-11,ETCKRW,52000,54490,40000,47010,2562440.28,124599525482.74
2018-01-10,ETCKRW,59110,64000,48360,52000,3637790.43,209809175996.69
2018-01-09,ETCKRW,54900,62800,48500,59110,3586767.08,195526654870.3
2018-01-08,ETCKRW,55950,62000,47770,54900,2917183.91,167786842932.33
2018-01-07,ETCKRW,52220,57200,51200,55950,2159205.76,116552096047.57
2018-01-06,ETCKRW,49670,54610,48460,52220,1928675.26,97507221564.11
2018-01-05,ETCKRW,50100,54890,49000,49670,2291995.08,117263470414.34
2018-01-04,ETCKRW,44080,53490,43500,50100,2932382.11,141142447866.56
2018-01-03,ETCKRW,43080,45800,41260,44080,2114198.08,91270638863.3
2018-01-02,ETCKRW,40720,46460,40380,43080,3221539.91,139224286727.44
2018-01-01,ETCKRW,36070,46790,35800,40720,4872941.82,204288529966.79
2017-12-31,ETCKRW,34920,36390,34710,36070,814885.76,28999238598.03
2017-12-30,ETCKRW,36650,38990,34330,34920,1343850.22,48046900542.54
2017-12-29,ETCKRW,36380,37460,34510,36650,1681394.91,60627128589.36
2017-12-28,ETCKRW,40840,41000,31500,36380,1840257.83,68175373268.44
2017-12-27,ETCKRW,41240,41990,40210,40840,1419241.57,58412429879.56
2017-12-26,ETCKRW,41350,43290,40290,41240,1875173.23,78116110945.38
2017-12-25,ETCKRW,39400,41650,39300,41350,1652328.35,66653661731.68
2017-12-24,ETCKRW,41320,41650,36700,39400,1928399.83,75442947956.64
2017-12-23,ETCKRW,40210,44890,39000,41320,2640375.65,110260678419.54
2017-12-22,ETCKRW,51500,52570,31060,40210,3893052.58,160859462054.36
2017-12-21,ETCKRW,54350,58510,45900,51500,3960975.93,211299976584.09
2017-12-20,ETCKRW,47320,55000,44350,54350,4134430.02,207639515842.06
2017-12-19,ETCKRW,43950,54420,43870,47330,3887295.44,184975685800.88
2017-12-18,ETCKRW,39170,49900,36610,43950,4978679.21,206852099371.04
2017-12-17,ETCKRW,38640,41140,37770,39170,2421686.35,94723929595.45
2017-12-16,ETCKRW,35810,44970,34730,38640,5740694.03,229595664368.78
2017-12-15,ETCKRW,35490,36740,32350,35810,2904692.11,100068880265.66
2017-12-14,ETCKRW,32670,37230,32630,35490,3824864.36,132999540850.14
2017-12-13,ETCKRW,33000,35450,29610,32670,4532594.97,148833629209.88
2017-12-12,ETCKRW,30860,36000,30150,33000,5033378.57,162201170790.09
2017-12-11,ETCKRW,29660,33300,29500,30830,4813230.8,152706393297.83
2017-12-10,ETCKRW,33150,33340,25600,29660,4375935.32,126703130188.42
2017-12-09,ETCKRW,35000,37920,29400,33150,4130124.65,138509557939.6
2017-12-08,ETCKRW,32860,35300,28000,35000,4325825.32,139659757798.86
2017-12-07,ETCKRW,33440,35870,32430,32860,3130895.43,104948620438.55
2017-12-06,ETCKRW,35110,35230,31500,33440,3728555.93,127447615392.66
2017-12-05,ETCKRW,34180,36000,34000,35110,3319635.97,115037355317.45
2017-12-04,ETCKRW,34050,34830,33380,34180,2669735.95,90978569222.76
2017-12-03,ETCKRW,34110,35280,33310,34050,4798473.09,163958089958.4
2017-12-02,ETCKRW,34550,36400,32500,34110,6460928.58,223934949734.64
2017-12-01,ETCKRW,31260,34920,27900,34550,8424495.94,266925554644.79
2017-11-30,ETCKRW,27890,33290,24410,31260,11374532.0,330526294568.7
2017-11-29,ETCKRW,38180,38750,26570,27890,8382812.47,284539954228.92
2017-11-28,ETCKRW,28600,39360,28400,38180,8292517.02,292511888836.75
2017-11-27,ETCKRW,24180,29665,23740,28600,6381614.23,170990113876.67
2017-11-26,ETCKRW,23850,24900,23150,24180,2827028.72,67906480498.23
2017-11-25,ETCKRW,23490,25070,21660,23850,4656906.36,110393439620.49
2017-11-24,ETCKRW,19940,24160,19870,23490,4767728.98,100896554016.86
2017-11-23,ETCKRW,19630,20900,19450,19940,3639314.46,72544812140.01
2017-11-22,ETCKRW,19460,19870,19300,19630,1934428.45,37992848524.11
2017-11-21,ETCKRW,20100,20300,18605,19460,3613272.11,70807540981.62
2017-11-20,ETCKRW,19590,20650,19465,20100,2829310.9,56874312762.82
2017-11-19,ETCKRW,19425,19850,19250,19590,1907585.57,37291776388.94
2017-11-18,ETCKRW,18910,20200,18690,19425,3095363.63,59667005827.14
2017-11-17,ETCKRW,18490,19490,18350,18910,3216186.68,60763258204.13
2017-11-16,ETCKRW,19640,19650,18000,18490,4040115.94,76058976178.69
2017-11-15,ETCKRW,20110,20270,19275,19640,3388204.76,66764441954.58
2017-11-14,ETCKRW,18120,21340,18100,20110,7727427.78,152661730546.44
2017-11-13,ETCKRW,17195,19100,16100,18120,7278614.38,129437658187.11
2017-11-12,ETCKRW,21565,24750,16925,17195,8815075.08,187699289726.98
2017-11-11,ETCKRW,16480,22440,16380,21565,13819543.33,272065649827.92
2017-11-10,ETCKRW,15900,17250,15130,16480,8630657.1,142136335602.77
2017-11-09,ETCKRW,15640,16370,15515,15900,4160104.66,66107383323.49
2017-11-08,ETCKRW,15795,16275,15200,15640,4509416.87,70913811363.67
2017-11-07,ETCKRW,16020,16840,15225,15795,6032013.12,97173260595.26
2017-11-06,ETCKRW,14875,17680,14660,16020,11583377.94,190201837876.93
2017-11-05,ETCKRW,13300,15980,13145,14875,8797529.79,130024826818.04
2017-11-04,ETCKRW,14000,14285,11600,13300,4872270.65,65213805207.64
2017-11-03,ETCKRW,11735,14365,11510,14000,4348442.81,56121238152.98
2017-11-02,ETCKRW,11555,12000,11210,11735,1032220.08,11925421562.99
2017-11-01,ETCKRW,12030,12090,11515,11555,716460.39,8528202822.41
2017-10-31,ETCKRW,12255,12405,12015,12030,616386.58,7525442048.78
2017-10-30,ETCKRW,12225,12445,12190,12255,544161.75,6671211918.64
2017-10-29,ETCKRW,12040,12900,12030,12225,2253571.3,27919840867.06
2017-10-28,ETCKRW,11920,12340,11770,12040,738137.38,8842421920.68
2017-10-27,ETCKRW,11985,12060,11855,11920,511507.81,6109509393.45
2017-10-26,ETCKRW,12120,12185,11950,11985,445852.21,5377735147.86
2017-10-25,ETCKRW,12135,12560,11785,12120,723619.12,8739020878.06
2017-10-24,ETCKRW,11900,12595,11580,12135,991200.66,12205179889.63
2017-10-23,ETCKRW,12400,12520,11445,11900,711561.69,8468292926.84
2017-10-22,ETCKRW,12505,13100,12315,12400,436184.4,5498120832.91
2017-10-21,ETCKRW,12790,12890,12340,12505,341876.1,4300747318.35
2017-10-20,ETCKRW,12890,13150,12770,12790,549233.69,7083895162.48
2017-10-19,ETCKRW,13100,13265,12805,12890,649996.77,8446828837.58
2017-10-18,ETCKRW,13545,13545,12320,13100,1355534.57,17529037214.8
2017-10-17,ETCKRW,13380,14320,13255,13545,1827922.15,24942829040.73
2017-10-16,ETCKRW,13465,13690,13300,13380,783529.65,10544942866.49
2017-10-15,ETCKRW,13810,14425,12820,13465,1809126.71,24767178573.78
2017-10-14,ETCKRW,13825,14295,13585,13810,1288563.16,17909188305.6
2017-10-13,ETCKRW,13740,14180,13200,13825,2079370.07,28436018670.89
2017-10-12,ETCKRW,13130,14120,13095,13740,1715244.18,23164957433.07
2017-10-11,ETCKRW,13210,13295,13060,13130,345198.34,4542810761.78
2017-10-10,ETCKRW,13200,13340,13010,13210,677233.39,8925333777.34
2017-10-09,ETCKRW,13920,13960,13000,13200,842702.85,11418247152.16
2017-10-08,ETCKRW,13965,14295,13840,13920,976391.94,13668394817.78
2017-10-07,ETCKRW,14105,14170,13820,13965,441639.45,6164154834.34
2017-10-06,ETCKRW,13635,14250,13620,14105,931155.7,13015610618.29
2017-10-05,ETCKRW,13770,13795,13215,13635,763503.76,10371922155.45
2017-10-04,ETCKRW,14260,14260,13700,13770,724757.5,10117762775.43
2017-10-03,ETCKRW,14260,14350,13370,14260,1145638.03,15871055529.12
2017-10-02,ETCKRW,14510,14740,14150,14260,846618.12,12281935305.18
2017-10-01,ETCKRW,14825,14880,14360,14510,1168067.61,17057332976.11
2017-09-30,ETCKRW,14250,14930,14250,14825,2420589.93,35651366217.41
2017-09-29,ETCKRW,14425,15200,13700,14250,4028481.72,57688298628.0
2017-09-28,ETCKRW,14260,15950,13650,14425,5107500.68,74966364514.01
2017-09-27,ETCKRW,12625,14500,12520,14260,2888484.87,39416627671.74
2017-09-26,ETCKRW,12100,13570,12060,12625,2566688.58,33061627267.95
2017-09-25,ETCKRW,11790,12200,11760,12100,576382.58,6895857340.04
2017-09-24,ETCKRW,12060,12200,11790,11790,564595.79,6747695044.27
2017-09-23,ETCKRW,11700,12245,11500,12060,554224.31,6595473719.38
2017-09-22,ETCKRW,11405,12005,11300,11700,599643.16,6973331973.4
2017-09-21,ETCKRW,12680,12750,11240,11405,885821.7,10808325574.29
2017-09-20,ETCKRW,12880,12985,12650,12680,567784.62,7262336604.07
2017-09-19,ETCKRW,13145,13320,12270,12880,1140035.87,14676392995.66
2017-09-18,ETCKRW,12285,13495,12235,13145,2164122.34,28024764461.74
2017-09-17,ETCKRW,12500,12800,11500,12285,1218291.84,14886029867.2
2017-09-16,ETCKRW,12800,13725,12005,12500,2052041.43,26281113471.55
2017-09-15,ETCKRW,10740,14600,10000,12800,6852334.67,83081486000.8
2017-09-14,ETCKRW,16280,16690,10500,10740,2277975.96,31573882958.47
2017-09-13,ETCKRW,17015,17150,15810,16280,946038.07,15505067315.34
2017-09-12,ETCKRW,17270,17890,16865,17015,760795.01,13277133638.62
2017-09-11,ETCKRW,17300,18500,16855,17270,1385589.67,24215928047.13
2017-09-10,ETCKRW,18380,18380,16000,17300,1454606.4,24802305286.2
2017-09-09,ETCKRW,19205,19295,17755,18380,830984.96,15330345724.87
2017-09-08,ETCKRW,20360,20500,18150,19205,1634976.62,32093920261.93
2017-09-07,ETCKRW,21300,21300,19805,20360,1124984.14,23033937371.99
2017-09-06,ETCKRW,19430,21400,19310,21300,2535251.0,51286745265.19
2017-09-05,ETCKRW,18700,20105,16500,19430,2719947.5,50129426559.83
2017-09-04,ETCKRW,21340,21500,18155,18700,2386748.79,46866456962.74
2017-09-03,ETCKRW,22545,23300,20500,21340,2507766.71,55028209567.0
2017-09-02,ETCKRW,24565,26520,19460,22545,6286366.88,145526739224.59
2017-09-01,ETCKRW,18360,25350,18180,24565,7151816.29,154143645151.81
2017-08-31,ETCKRW,17675,18680,17660,18360,1820686.89,32787791527.82
2017-08-30,ETCKRW,17700,18320,17610,17675,926549.2,16497101056.45
2017-08-29,ETCKRW,17675,18130,17605,17700,905871.53,16100376906.86
2017-08-28,ETCKRW,17960,18450,17300,17675,1582503.95,28189445724.29
2017-08-27,ETCKRW,17235,18750,17175,17960,3136600.69,55962786444.05
2017-08-26,ETCKRW,17115,17450,17050,17235,990998.88,17033288595.34
2017-08-25,ETCKRW,17020,17455,16850,17115,941875.18,16176109216.24
2017-08-24,ETCKRW,17230,18225,16850,17020,2208058.71,38384617455.31
2017-08-23,ETCKRW,16290,21280,16060,17230,5742674.18,101495125560.58
2017-08-22,ETCKRW,16390,17100,15500,16290,1861749.31,29983375668.45
2017-08-21,ETCKRW,15940,17970,15790,16390,1607201.68,26381317677.96
2017-08-20,ETCKRW,15655,16180,15590,15940,552389.01,8753331317.1
2017-08-19,ETCKRW,15855,16100,15255,15655,805317.59,12663438315.83
2017-08-18,ETCKRW,15735,16600,15605,15855,1277453.63,20407319694.15
2017-08-17,ETCKRW,16190,16335,15690,15735,556543.45,8871159592.68
2017-08-16,ETCKRW,15695,16660,15490,16190,704539.26,11343372065.99
2017-08-15,ETCKRW,16120,16350,15400,15695,537987.24,8482893545.53
2017-08-14,ETCKRW,16415,16950,16100,16120,353794.35,5798919239.76
2017-08-13,ETCKRW,17000,17125,16150,16415,531786.58,8807231195.54
2017-08-12,ETCKRW,17425,17680,16900,17000,590086.78,10212286373.09
2017-08-11,ETCKRW,17350,17615,17270,17425,392083.74,6822323517.28
2017-08-10,ETCKRW,17385,17700,17260,17350,389652.09,6810764049.25
2017-08-09,ETCKRW,17970,18550,16805,17385,1394359.81,24851558962.64
2017-08-08,ETCKRW,17295,18245,17260,17970,1113110.27,19615777280.33
2017-08-07,ETCKRW,17370,17525,17050,17295,594258.94,10283335160.41
2017-08-06,ETCKRW,17980,18490,17330,17370,1106817.09,19800197315.84
2017-08-05,ETCKRW,16940,17980,16880,17980,1339613.75,23234839850.19
2017-08-04,ETCKRW,17295,17395,16800,16940,1239627.5,21185187310.83
2017-08-03,ETCKRW,16515,17550,16430,17295,1570159.52,26929681958.89
2017-08-02,ETCKRW,16425,17270,16250,16515,1150642.75,19244163894.5
2017-08-01,ETCKRW,15975,16965,15800,16425,961397.23,15690199023.84
2017-07-31,ETCKRW,15665,16310,15415,15975,591162.57,9403274641.24
2017-07-30,ETCKRW,16130,16250,15450,15665,354313.91,5615512652.16
2017-07-29,ETCKRW,15995,16320,15000,16130,679849.79,10606339699.91
2017-07-28,ETCKRW,16330,16970,15700,15995,624343.44,10169588828.92
2017-07-27,ETCKRW,16500,16500,16210,16330,199642.2,3265778796.69
2017-07-26,ETCKRW,16780,16980,16000,16500,454755.7,7455447523.4
