Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume KRW
2019-05-22,ETCKRW,8875,8970,8305,8405,209766.25,1817214009.08
2019-05-21,ETCKRW,8900,9155,8680,8875,260936.64,2319526189.3
2019-05-20,ETCKRW,9275,9275,8635,8900,149545.68,1332603038.46
2019-05-19,ETCKRW,8665,9385,8650,9275,170457.82,1558897775.8
2019-05-18,ETCKRW,8785,9075,8565,8665,136392.26,1202924727.73
2019-05-17,ETCKRW,9180,9380,8140,8785,383266.06,3312477457.91
2019-05-16,ETCKRW,8985,10110,8455,9180,910057.58,8500968063.49
2019-05-15,ETCKRW,7845,9000,7730,8985,630851.17,5256921484.72
2019-05-14,ETCKRW,7160,7920,7150,7845,454105.46,3465227027.08
2019-05-13,ETCKRW,6825,7295,6750,7160,190736.96,1354139267.9
2019-05-12,ETCKRW,7015,7280,6710,6825,230996.52,1614426524.08
2019-05-11,ETCKRW,6625,7380,6625,7015,242890.5,1690728617.0
2019-05-10,ETCKRW,6575,6680,6475,6625,80929.38,532450077.42
2019-05-09,ETCKRW,6610,6710,6455,6575,59550.65,394349638.52
2019-05-08,ETCKRW,6550,6695,6475,6610,70061.8,460472541.21
2019-05-07,ETCKRW,6555,6775,6555,6675,52799.99,353301817.34
2019-05-06,ETCKRW,6655,6700,6405,6555,100529.32,657926580.32
2019-05-05,ETCKRW,6725,6745,6555,6655,46278.18,308279042.84
2019-05-04,ETCKRW,6930,7040,6545,6725,105658.71,718468789.16
2019-05-03,ETCKRW,6675,7035,6620,6930,132752.67,908339377.34
2019-05-02,ETCKRW,6645,6740,6620,6675,68856.36,459671930.4
2019-05-01,ETCKRW,6730,6825,6590,6645,89418.2,600624798.8
2019-04-30,ETCKRW,6410,6780,6410,6730,85867.93,571088428.17
2019-04-29,ETCKRW,6500,6630,6285,6410,121851.06,789259870.63
2019-04-28,ETCKRW,6390,6585,6330,6500,40062.57,258229710.47
2019-04-27,ETCKRW,6350,6515,6330,6390,38771.89,248125193.24
2019-04-26,ETCKRW,6365,6450,6185,6350,116292.91,733825453.51
2019-04-25,ETCKRW,6585,6730,6270,6365,112961.32,733898275.55
2019-04-24,ETCKRW,6895,6925,6195,6585,197988.5,1287339434.65
2019-04-23,ETCKRW,6885,7100,6835,6895,72721.09,507024886.61
2019-04-22,ETCKRW,6900,6930,6775,6885,88765.3,608540968.44
2019-04-21,ETCKRW,7195,7205,6650,6900,137941.65,946786254.51
2019-04-20,ETCKRW,7245,7280,7135,7195,41969.91,303105906.5
2019-04-19,ETCKRW,7295,7310,7140,7245,70544.04,507910703.04
2019-04-18,ETCKRW,7135,7375,7125,7295,84113.33,607640762.34
2019-04-17,ETCKRW,7290,7335,7095,7135,96383.98,692339341.35
2019-04-16,ETCKRW,7170,7295,7005,7290,121618.37,870545489.87
2019-04-15,ETCKRW,7445,7570,7025,7170,145289.57,1066451913.79
2019-04-14,ETCKRW,7335,7445,7120,7445,57013.03,415662911.69
2019-04-13,ETCKRW,7410,7470,7140,7335,134157.28,983249757.7
2019-04-12,ETCKRW,7320,7525,6815,7410,224559.21,1620776510.44
2019-04-11,ETCKRW,8210,8215,6985,7320,280027.27,2105569472.45
2019-04-10,ETCKRW,8050,8305,8035,8210,180800.81,1476316252.26
2019-04-09,ETCKRW,8235,8490,7780,8050,266806.34,2150005402.1
2019-04-08,ETCKRW,8745,9045,7840,8235,780666.29,6554472598.23
2019-04-07,ETCKRW,6795,9145,6770,8745,2490933.68,20349095564.04
2019-04-06,ETCKRW,6515,6875,6335,6795,363885.94,2401065556.66
2019-04-05,ETCKRW,6055,6700,6050,6515,282207.83,1820455210.31
2019-04-04,ETCKRW,6115,6305,5915,6055,236946.87,1446504960.3
2019-04-03,ETCKRW,6055,6785,5810,6115,658979.05,4182775302.72
2019-04-02,ETCKRW,5510,6065,5440,6055,460593.6,2618605601.89
2019-04-01,ETCKRW,5465,5545,5420,5510,174090.15,953594949.97
2019-03-19,ETCKRW,4905,4949,4904,4905,10066.35,49571235.49
2019-03-18,ETCKRW,4900,4985,4830,4905,117778.41,577291904.99
2019-03-17,ETCKRW,4970,4970,4833,4900,72269.63,354543613.18
2019-03-16,ETCKRW,4889,5135,4877,4970,219207.3,1097616799.66
2019-03-15,ETCKRW,4809,4953,4792,4889,165164.52,806767579.92
2019-03-14,ETCKRW,4715,4903,4695,4809,365635.1,1758749063.37
2019-03-13,ETCKRW,4756,4788,4670,4715,90724.07,430575838.6
2019-03-12,ETCKRW,4700,4822,4627,4756,102787.91,486781526.17
2019-03-11,ETCKRW,4761,4834,4680,4700,88460.56,419128836.71
2019-03-10,ETCKRW,4691,4808,4630,4761,80808.96,379604744.77
2019-03-09,ETCKRW,4676,4781,4648,4691,76890.57,362547322.42
2019-03-08,ETCKRW,4818,4877,4569,4676,105202.59,499850761.66
2019-03-07,ETCKRW,4703,4921,4684,4818,87862.42,423553432.5
2019-03-06,ETCKRW,4697,4808,4609,4703,73552.97,345593337.56
2019-03-05,ETCKRW,4568,4778,4537,4697,80092.59,372949986.86
2019-03-04,ETCKRW,4705,4741,4419,4568,108651.12,498122834.81
2019-03-03,ETCKRW,4712,4763,4682,4705,33722.03,159406626.03
2019-03-02,ETCKRW,4700,4902,4652,4712,91656.64,438097378.81
2019-03-01,ETCKRW,4690,4753,4663,4700,36747.66,172971936.35
2019-02-28,ETCKRW,4784,4834,4658,4690,49363.01,234110524.28
2019-02-27,ETCKRW,4729,4878,4632,4784,72193.05,343380873.82
2019-02-26,ETCKRW,4710,4805,4661,4729,84733.23,399929365.59
2019-02-25,ETCKRW,4582,4789,4578,4710,99649.99,465398226.03
2019-02-24,ETCKRW,5245,5390,4580,4582,329711.6,1665080803.85
2019-02-23,ETCKRW,5140,5305,5045,5245,160460.32,828801411.23
2019-02-22,ETCKRW,4940,5260,4924,5140,96087.55,487643560.34
2019-02-21,ETCKRW,5085,5115,4857,4940,90933.71,451906302.06
2019-02-20,ETCKRW,4946,5150,4806,5085,88279.65,439935587.72
2019-02-19,ETCKRW,4774,5285,4722,4946,296811.49,1492131978.91
2019-02-18,ETCKRW,4611,4818,4576,4774,220438.88,1033003985.13
2019-02-17,ETCKRW,4516,4630,4486,4611,70030.95,318755591.79
2019-02-16,ETCKRW,4527,4587,4495,4516,21759.34,98971592.3
2019-02-15,ETCKRW,4560,4655,4495,4527,88272.3,402491554.83
2019-02-14,ETCKRW,4540,4598,4479,4560,35258.93,160124838.8
2019-02-13,ETCKRW,4454,4562,4447,4540,46144.44,208251576.0
2019-02-12,ETCKRW,4461,4600,4405,4454,74375.7,334661803.37
2019-02-11,ETCKRW,4546,4559,4380,4461,52418.08,234414423.37
2019-02-10,ETCKRW,4451,4570,4281,4546,83524.52,366277257.72
2019-02-09,ETCKRW,4545,4545,4381,4451,73132.04,328013377.87
2019-02-08,ETCKRW,4284,4669,4259,4545,158317.15,698067751.2
2019-02-07,ETCKRW,4170,4322,4120,4284,24537.28,103688458.43
2019-02-06,ETCKRW,4275,4280,4072,4170,79875.08,337423410.8
2019-02-05,ETCKRW,4290,4313,4275,4275,12086.79,51825262.18
2019-02-04,ETCKRW,4319,4349,4275,4290,21562.3,92900604.75
2019-02-03,ETCKRW,4385,4390,4260,4319,42317.34,183554994.86
2019-02-02,ETCKRW,4315,4395,4285,4385,19489.99,84135036.46
2019-02-01,ETCKRW,4313,4379,4242,4315,43976.63,189182951.5
2019-01-31,ETCKRW,4382,4461,4275,4313,32847.44,142948002.64
2019-01-30,ETCKRW,4304,4442,4278,4382,37548.08,163399411.55
2019-01-29,ETCKRW,4357,4436,4232,4304,29804.94,129655052.79
2019-01-28,ETCKRW,4675,4677,4219,4357,62350.58,275048177.28
2019-01-27,ETCKRW,4760,4765,4610,4675,37634.12,176098825.84
2019-01-26,ETCKRW,4792,4865,4740,4760,24948.84,119453667.76
2019-01-25,ETCKRW,4760,4850,4698,4792,51800.31,247145358.36
2019-01-24,ETCKRW,4770,4794,4690,4760,22093.06,104896222.56
2019-01-23,ETCKRW,4811,4880,4760,4770,54361.13,261445475.13
2019-01-22,ETCKRW,4756,4840,4660,4811,53195.13,252920311.62
2019-01-21,ETCKRW,4745,4850,4735,4756,31402.33,150175648.66
2019-01-20,ETCKRW,4883,4936,4685,4745,65428.15,312947431.1
2019-01-19,ETCKRW,4876,5095,4860,4883,59861.34,297796677.32
2019-01-18,ETCKRW,4973,4977,4777,4876,70424.51,343397228.81
2019-01-17,ETCKRW,4794,5100,4750,4973,142135.07,692212977.92
2019-01-16,ETCKRW,4685,4871,4672,4794,95301.58,457377132.08
2019-01-15,ETCKRW,4865,4908,4585,4685,145307.78,689857038.88
2019-01-14,ETCKRW,4718,5010,4710,4865,113349.83,548611836.32
2019-01-13,ETCKRW,5090,5125,4678,4718,104130.53,509056271.97
2019-01-12,ETCKRW,4971,5385,4958,5090,170874.63,882954474.69
2019-01-11,ETCKRW,4940,5115,4885,4971,116671.45,581681390.71
2019-01-10,ETCKRW,5520,5615,4743,4940,351920.68,1809275503.65
2019-01-09,ETCKRW,5535,5645,5475,5520,185761.39,1032725388.68
2019-01-08,ETCKRW,5450,5695,5385,5535,381590.3,2102697609.28
2019-01-07,ETCKRW,6095,6120,5415,5450,292250.46,1683184625.22
2019-01-06,ETCKRW,5760,6190,5735,6095,248876.74,1476350980.65
2019-01-05,ETCKRW,5900,5950,5715,5760,99310.07,579153118.3
2019-01-04,ETCKRW,5690,5965,5640,5900,524318.15,2990308036.96
2019-01-03,ETCKRW,6000,6030,5640,5690,133852.24,778496252.87
2019-01-02,ETCKRW,5930,6040,5785,6000,192796.42,1143988676.0
2019-01-01,ETCKRW,5640,5930,5580,5930,186683.8,1072554275.48
2018-12-31,ETCKRW,5870,5920,5500,5640,133113.57,757517824.71
2018-12-30,ETCKRW,5695,5965,5590,5870,165708.38,966169912.93
2018-12-29,ETCKRW,5850,6020,5590,5695,300598.74,1756309240.23
2018-12-28,ETCKRW,5440,6030,5250,5850,424959.0,2390245816.54
2018-12-27,ETCKRW,6180,6480,5320,5440,908219.89,5388850580.36
2018-12-26,ETCKRW,5255,6275,5210,6180,400316.88,2325487984.68
2018-12-25,ETCKRW,5730,5740,5025,5255,209747.32,1110996946.55
2018-12-24,ETCKRW,5455,6130,5445,5730,501611.56,2925890254.15
2018-12-23,ETCKRW,5220,5590,5170,5455,353347.29,1917970275.33
2018-12-22,ETCKRW,5055,5290,4820,5220,99095.17,500896738.81
2018-12-21,ETCKRW,5305,5485,5000,5055,255631.79,1333680337.12
2018-12-20,ETCKRW,4849,5490,4805,5305,216077.5,1115937268.57
2018-12-19,ETCKRW,4654,5370,4604,4849,235958.18,1156858572.21
2018-12-18,ETCKRW,4426,4725,4290,4654,168046.68,754912730.51
2018-12-17,ETCKRW,4065,4536,4050,4426,306645.85,1338856890.02
2018-12-16,ETCKRW,4069,4288,4030,4065,57665.97,239311777.59
2018-12-15,ETCKRW,4190,4219,3963,4069,68917.33,279417516.56
2018-12-14,ETCKRW,18.4,4339,0.0001,4190,137957.51,479621810.75
2018-12-13,ETCKRW,6.5,5315.87,6.6e-05,18.4,186801.49,121521557.82
2018-12-12,ETCKRW,4185,9730,0.0001,6.5,142857.32,261426741.06
2018-12-11,ETCKRW,4380,4648,4110,4164,66434.18,292982940.9
2018-12-10,ETCKRW,4410,4670,4188,4380,47905.66,207796035.45
2018-12-09,ETCKRW,4310,4795,4295,4410,65946.49,293444004.72
2018-12-08,ETCKRW,4402,4595,3970,4310,83982.29,364788013.22
2018-12-07,ETCKRW,3951,4560,3655,4402,156996.64,636418290.1
2018-12-06,ETCKRW,4525,4745,3885,3951,63035.96,280655974.24
2018-12-05,ETCKRW,4990,5195,4517,4525,93959.49,454393707.76
2018-12-04,ETCKRW,5100,5400,4920,4990,103728.1,532293873.43
2018-12-03,ETCKRW,5790,5895,5060,5100,108666.77,593800543.24
2018-12-02,ETCKRW,5480,6050,5325,5790,104314.18,601807817.5
2018-12-01,ETCKRW,5215,5600,5055,5480,39529.71,210235648.91
2018-11-30,ETCKRW,5580,5660,5100,5255,86594.32,471781702.02
2018-11-29,ETCKRW,5620,5775,5385,5580,93487.42,517707072.08
2018-11-28,ETCKRW,5180,5775,5155,5620,118500.36,640406536.32
2018-11-27,ETCKRW,4979,5345,4790,5180,108068.17,541607322.04
2018-11-26,ETCKRW,5480,5590,4800,4979,161117.69,829500837.42
2018-11-25,ETCKRW,5520,5630,4810,5480,123268.12,639492265.42
2018-11-24,ETCKRW,5990,6150,5200,5520,94228.03,538899661.63
2018-11-23,ETCKRW,6000,6180,5675,5990,137820.81,813111378.16
2018-11-22,ETCKRW,6610,6730,6000,6000,79922.25,511754745.9
2018-11-21,ETCKRW,6490,6875,6130,6610,75953.33,493140840.91
2018-11-20,ETCKRW,7165,7425,5820,6490,263968.57,1739073042.05
2018-11-19,ETCKRW,8510,8570,7040,7165,257711.04,1964911588.78
2018-11-18,ETCKRW,8455,8790,8455,8510,32960.38,284717691.01
2018-11-17,ETCKRW,8590,8640,8420,8455,69187.68,589701190.39
2018-11-16,ETCKRW,9000,9080,8530,8590,73918.15,649519203.47
2018-11-15,ETCKRW,9330,9420,8320,9000,219092.24,1950220437.58
2018-11-14,ETCKRW,10300,10600,8445,9330,382671.98,3530040950.5
2018-11-13,ETCKRW,10420,10430,10260,10300,70448.03,729498704.78
2018-11-12,ETCKRW,10460,10540,10370,10420,54780.72,572016991.87
2018-11-11,ETCKRW,10700,10720,10210,10460,1482873.53,15842384263.16
2018-11-10,ETCKRW,10780,10860,10700,10700,22185442.89,238882912048.47
2018-11-09,ETCKRW,10690,10920,10640,10780,19735991.94,212298568272.29
2018-11-08,ETCKRW,10820,10870,10540,10690,19319903.05,206842388496.18
2018-11-07,ETCKRW,11150,11170,10720,10820,22450193.43,242906396208.43
2018-11-06,ETCKRW,10530,11150,10490,11150,12480472.2,135726768102.93
2018-11-05,ETCKRW,10660,10670,10420,10530,28777648.3,301880898939.39
2018-11-04,ETCKRW,10250,10770,10210,10660,5521602.16,57973112000.64
2018-11-03,ETCKRW,10290,10300,10150,10250,16714811.26,171542075381.64
2018-11-02,ETCKRW,10200,10320,10130,10290,16881426.63,173116351156.53
2018-11-01,ETCKRW,10200,10250,10110,10200,15680841.0,159776758123.06
2018-10-31,ETCKRW,10150,10300,9950,10200,9505773.12,96911410001.24
2018-10-30,ETCKRW,10170,10340,10050,10150,5797016.28,59065369742.55
2018-10-29,ETCKRW,10750,10830,10010,10170,9715656.48,102457875653.07
2018-10-28,ETCKRW,10860,10920,10730,10750,7459907.69,80689303891.81
2018-10-27,ETCKRW,10860,10900,10780,10860,8832236.25,95682936524.55
2018-10-26,ETCKRW,10860,10940,10730,10860,7026819.28,76213090399.29
2018-10-25,ETCKRW,10940,10940,10760,10860,11859551.78,128718043378.39
2018-10-24,ETCKRW,10960,11110,10880,10940,7909227.61,87079675242.46
2018-10-23,ETCKRW,11320,11500,10880,10960,7275137.43,81116230738.48
2018-10-22,ETCKRW,10880,11580,10810,11320,11713324.15,129722402381.4
2018-10-21,ETCKRW,10930,11000,10800,10880,10168723.78,110897733249.2
2018-10-20,ETCKRW,10900,10940,10790,10930,5823551.3,63278761422.18
2018-10-19,ETCKRW,10880,10950,10740,10900,8705282.68,94509350648.69
2018-10-18,ETCKRW,10990,11060,10840,10880,8194554.27,89813511753.46
2018-10-17,ETCKRW,10880,11400,10740,10990,3709424.71,40536124754.21
2018-10-16,ETCKRW,11040,11040,10920,10920,0.0,0.0
2018-10-15,ETCKRW,10800,11780,10670,11040,4147808.49,45301261342.75
2018-10-14,ETCKRW,10930,11100,10760,10800,7665462.73,84055148281.64
2018-10-13,ETCKRW,10860,11060,10800,10930,3338028.17,36423983940.74
2018-10-12,ETCKRW,10630,11200,10550,10860,3728865.66,40597709455.33
2018-10-11,ETCKRW,12290,12360,10400,10630,6382864.82,72111635381.68
2018-10-10,ETCKRW,12370,12460,12110,12290,2756857.84,33954869994.49
2018-10-09,ETCKRW,12460,12480,12310,12370,3193121.87,39555624119.61
2018-10-08,ETCKRW,12390,12530,12270,12460,4025399.53,50007681650.72
2018-10-07,ETCKRW,12430,12500,12160,12390,534657.89,6623002456.52
2018-10-06,ETCKRW,12510,12510,12320,12430,476857.17,5943447910.87
2018-10-05,ETCKRW,12600,12670,12420,12510,494568.39,6232099454.34
2018-10-04,ETCKRW,12590,12720,12520,12600,473288.09,5993238151.0
2018-10-03,ETCKRW,12550,12750,12340,12590,399648.9,5026781225.96
2018-10-02,ETCKRW,12490,12700,12480,12550,349754.95,4400009698.12
2018-10-01,ETCKRW,12620,12720,12330,12490,407227.46,5134528313.03
2018-09-30,ETCKRW,12630,12780,12470,12620,556899.56,7057384118.99
2018-09-29,ETCKRW,12520,12890,12340,12630,402104.1,5007993336.66
2018-09-28,ETCKRW,12750,12900,12450,12520,451185.96,5752163240.63
2018-09-27,ETCKRW,12390,12940,12120,12750,483749.28,6076633815.29
2018-09-26,ETCKRW,12550,12820,12260,12390,493347.35,6138839164.13
2018-09-25,ETCKRW,12490,12930,11910,12550,443204.23,5422408261.93
2018-09-24,ETCKRW,12940,13090,12350,12490,280939.02,3626045587.23
2018-09-23,ETCKRW,12790,13230,12640,12940,453094.96,5805742848.65
2018-09-22,ETCKRW,13050,13300,12510,12790,163270.14,2101475132.25
2018-09-21,ETCKRW,12520,13210,12220,13050,792160.68,9964824688.31
2018-09-20,ETCKRW,12150,12720,12020,12520,479627.49,5847349895.5
2018-09-19,ETCKRW,12060,12700,11760,12150,614036.52,7414915966.97
2018-09-18,ETCKRW,11880,12380,11700,12060,510669.0,6129468818.24
2018-09-17,ETCKRW,12620,12800,11520,11880,601934.44,7600888758.4
2018-09-16,ETCKRW,12780,12840,12420,12620,450124.71,5704778260.02
2018-09-15,ETCKRW,12430,13000,12400,12780,446111.36,5604105544.3
2018-09-14,ETCKRW,12600,12900,12310,12430,513945.75,6470415732.88
2018-09-13,ETCKRW,12270,12840,12180,12600,650453.11,8138585168.33
2018-09-12,ETCKRW,12900,13000,11640,12270,592062.49,7507347842.25
2018-09-11,ETCKRW,13030,13280,12550,12900,345288.23,4534353567.76
2018-09-10,ETCKRW,12940,13240,12650,13030,535741.57,7043911201.47
2018-09-09,ETCKRW,12750,13400,12550,12940,514789.94,6635532758.91
2018-09-08,ETCKRW,13460,13610,12380,12750,300946.96,4007677167.31
2018-09-07,ETCKRW,13870,14280,13150,13460,295934.43,4112864927.0
2018-09-06,ETCKRW,13510,13920,12840,13870,358446.69,4763049204.3
2018-09-05,ETCKRW,15750,15870,13500,13510,419559.87,6367254670.0
2018-09-04,ETCKRW,15710,15910,15310,15750,356603.44,5582155210.91
2018-09-03,ETCKRW,14850,16200,14800,15710,393382.25,6169466395.79
2018-09-02,ETCKRW,14690,14960,14430,14850,118258.12,1736768385.37
2018-09-01,ETCKRW,14280,14870,14220,14690,191321.43,2780140233.94
2018-08-31,ETCKRW,14440,14470,14100,14280,117503.18,1675145140.18
2018-08-30,ETCKRW,14460,14660,14000,14440,108930.53,1554823790.51
2018-08-29,ETCKRW,14600,14850,14220,14460,189403.59,2754998708.66
2018-08-28,ETCKRW,14160,14780,14060,14600,218212.4,3121842327.29
2018-08-27,ETCKRW,14080,14160,13820,14160,216440.15,3026678045.7
2018-08-26,ETCKRW,14120,14350,13590,14080,1490585.82,20774730861.16
2018-08-25,ETCKRW,14240,14440,14000,14120,379186.79,5406559367.03
2018-08-24,ETCKRW,14240,14290,13890,14240,117053.24,1651054671.14
2018-08-23,ETCKRW,14090,14430,13790,14240,107039.71,1505033721.81
2018-08-22,ETCKRW,14640,15250,13600,14090,247786.56,3601651635.86
2018-08-21,ETCKRW,14400,14700,14080,14640,204199.51,2935481122.23
2018-08-20,ETCKRW,15290,15500,14140,14400,190309.84,2838299460.24
2018-08-19,ETCKRW,15250,15860,14860,15290,190660.69,2913422643.77
2018-08-18,ETCKRW,16460,16540,14710,15250,291554.49,4603336317.14
2018-08-17,ETCKRW,16130,16690,15100,16460,869022.08,13749828790.52
2018-08-16,ETCKRW,15470,17310,15030,16130,1501059.11,24300229758.99
2018-08-15,ETCKRW,13800,15620,13400,15470,646856.87,9237876053.23
2018-08-14,ETCKRW,14070,14160,11800,13800,779220.83,10019484644.4
2018-08-13,ETCKRW,15390,15800,14010,14070,405387.61,6173689301.06
2018-08-12,ETCKRW,15530,15530,15530,15530,0.0,0.0
2018-08-11,ETCKRW,16680,16770,15450,15530,208023.52,3328330504.81
2018-08-10,ETCKRW,17360,17700,16560,16680,596732.61,10263451834.83
2018-08-09,ETCKRW,17770,18000,16710,17360,629423.33,10987951494.39
2018-08-08,ETCKRW,19850,20030,17010,17770,1022994.73,19129254707.6
2018-08-07,ETCKRW,21410,24000,19500,19850,1627224.29,35688669004.81
2018-08-06,ETCKRW,20400,21760,19570,21410,683564.48,14085965851.06
2018-08-05,ETCKRW,18950,20720,18640,20400,331885.06,6503121292.17
2018-08-04,ETCKRW,18960,19620,18150,18950,369331.35,7029981602.06
2018-08-03,ETCKRW,17250,19550,16180,18960,433875.22,7833334687.99
2018-08-02,ETCKRW,17830,18080,16950,17250,277902.52,4861437990.75
2018-08-01,ETCKRW,18360,18530,17330,17830,228087.97,4120785495.36
2018-07-31,ETCKRW,19480,19480,17890,18360,337172.71,6351574237.66
2018-07-30,ETCKRW,18840,19970,18570,19480,592093.65,11400070451.76
2018-07-29,ETCKRW,18990,19100,18670,18840,105063.73,1981178527.35
2018-07-28,ETCKRW,18830,19010,18600,18990,111953.17,2108914774.71
2018-07-27,ETCKRW,19080,19230,18380,18830,253229.41,4746617770.03
2018-07-26,ETCKRW,18450,20500,18320,19080,532134.57,10265894410.24
2018-07-25,ETCKRW,18810,18900,18110,18450,165541.05,3048393272.11
2018-07-24,ETCKRW,18290,19850,17950,18810,606540.79,11423056978.34
2018-07-23,ETCKRW,18150,19100,18070,18290,533157.29,9869686417.09
