Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume MXN
2019-02-13,ETHMXN,2275.72,2373.12,2264.01,2310.78,516.69,1190243.96
2019-02-12,ETHMXN,2287.59,2319.99,2236.98,2275.72,417.47,952374.46
2019-02-11,ETHMXN,2338.9,2340,2203.43,2287.59,512.79,1170171.66
2019-02-10,ETHMXN,2205.8,2348.77,2165.12,2338.9,441.34,977662.98
2019-02-09,ETHMXN,2218,2234.88,2190.04,2205.8,401.22,887068.97
2019-02-08,ETHMXN,1955.47,2287.12,1951.05,2218,1814.24,3927272.93
2019-02-07,ETHMXN,1970.04,2012.6,1951.05,1955.47,366.36,728149.52
2019-02-06,ETHMXN,2017.77,2017.77,1905.05,1970.04,426.45,835548.86
2019-02-05,ETHMXN,2014.2,2039.81,1995.85,2017.77,377.33,758737.97
2019-02-04,ETHMXN,2016,2059,2010,2014.2,195.89,398232.37
2019-02-03,ETHMXN,2080.68,2100,2012,2016,317.53,655347.78
2019-02-02,ETHMXN,2042.84,2080.68,2010.01,2080.68,325.71,663145.72
2019-02-01,ETHMXN,2006,2044.67,1980,2042.84,608.5,1224074.01
2019-01-31,ETHMXN,2047.62,2099,1980.01,2006,659.37,1330487.89
2019-01-30,ETHMXN,1995.73,2100,1963.19,2047.62,365.33,740896.7
2019-01-29,ETHMXN,2017.57,2039.77,1941,1995.73,419.5,830315.4
2019-01-28,ETHMXN,2139,2144.32,1950,2017.57,788.02,1579677.52
2019-01-27,ETHMXN,2182.12,2210,2139,2139,254.9,548867.27
2019-01-26,ETHMXN,2198.91,2217.09,2160.63,2182.12,263.0,578211.69
2019-01-25,ETHMXN,2217.73,2224.18,2155.46,2198.91,262.52,571773.13
2019-01-24,ETHMXN,2233.23,2233.26,2139,2217.73,721.32,1579584.44
2019-01-23,ETHMXN,2262.02,2291.84,2185.32,2233.23,328.4,737155.56
2019-01-22,ETHMXN,2217.28,2287.99,2170,2262.02,436.6,982160.99
2019-01-21,ETHMXN,2273.07,2299.99,2200.11,2217.28,358.26,804880.67
2019-01-20,ETHMXN,2370,2377.58,2250,2273.07,580.24,1335293.12
2019-01-19,ETHMXN,2283.9,2392,2283.9,2370,407.19,961858.3
2019-01-18,ETHMXN,2360,2368.9,2275.2,2283.9,496.33,1150702.04
2019-01-17,ETHMXN,2337.88,2385.41,2270.01,2360,523.45,1221593.49
2019-01-16,ETHMXN,2287.12,2446.97,2260.03,2337.88,630.74,1469253.0
2019-01-15,ETHMXN,2485.86,2492.12,2250,2287.12,748.78,1771072.48
2019-01-14,ETHMXN,2211.26,2549.99,2211.26,2485.86,1150.17,2799955.3
2019-01-13,ETHMXN,2387.54,2432.38,2180,2211.26,652.33,1484548.74
2019-01-12,ETHMXN,2434.88,2445.95,2380.17,2387.54,361.34,876938.7
2019-01-11,ETHMXN,2420.29,2499.99,2344.99,2434.88,761.11,1845065.74
2019-01-10,ETHMXN,2893,2919,2361,2420.29,2374.99,6055265.95
2019-01-09,ETHMXN,2900,2979.74,2881.01,2893,383.04,1116759.82
2019-01-08,ETHMXN,2905,2970,2849.32,2900,993.43,2888325.51
2019-01-07,ETHMXN,3030.12,3060,2870.01,2905,1125.69,3308905.34
2019-01-06,ETHMXN,3020,3096.99,2912.01,3030.12,1229.94,3692120.15
2019-01-05,ETHMXN,2976,3120,2976,3020,1457.94,4457300.11
2019-01-04,ETHMXN,2894.51,3071.59,2864.11,2976,1744.88,5164974.61
2019-01-03,ETHMXN,2969.12,3000,2810.01,2894.51,1615.21,4696342.08
2019-01-02,ETHMXN,2690.24,3049.98,2675.01,2969.12,1977.53,5704224.41
2019-01-01,ETHMXN,2541.26,2779.99,2524,2690.24,582.37,1522247.39
2018-12-31,ETHMXN,2678.88,2739.98,2512.27,2541.26,697.2,1826921.23
2018-12-30,ETHMXN,2691.06,2789.96,2501.81,2678.88,784.59,2074064.48
2018-12-29,ETHMXN,2698.9,2884.98,2595.01,2691.06,1251.07,3375095.17
2018-12-28,ETHMXN,2260.95,2769.97,2250.03,2698.9,1743.72,4427068.89
2018-12-27,ETHMXN,2670.92,2674.37,2250,2260.95,1286.33,3094813.71
2018-12-26,ETHMXN,2612.2,2826,2512.02,2670.92,998.46,2686163.13
2018-12-25,ETHMXN,2761,2859.25,2439.36,2612.2,1928.09,5087875.29
2018-12-24,ETHMXN,2624.62,3200,2621,2761,3424.87,9974173.99
2018-12-23,ETHMXN,2320,2738.99,2319.04,2624.62,2888.86,7517276.95
2018-12-22,ETHMXN,2229.99,2338.99,2122.05,2320,579.35,1309722.43
2018-12-21,ETHMXN,2300,2397.4,2091.85,2229.99,1407.81,3174960.87
2018-12-20,ETHMXN,1999.99,2379.86,1999.99,2300,1437.65,3218929.29
2018-12-19,ETHMXN,2020,2190,1960.02,1999.99,2110.29,4400486.8
2018-12-18,ETHMXN,1896.09,2067.6,1863.01,2020,1134.22,2157368.03
2018-12-17,ETHMXN,1712.9,1972.36,1660.21,1896.09,756.23,1400990.0
2018-12-16,ETHMXN,1688.87,1793.1,1671.12,1712.9,948.07,1651698.47
2018-12-15,ETHMXN,1699.9,1721.99,1655,1688.87,528.51,888021.44
2018-12-14,ETHMXN,1734.76,1788.99,1658.02,1699.9,699.57,1187567.36
2018-12-13,ETHMXN,1809.12,1840,1710,1734.76,557.87,995790.65
2018-12-12,ETHMXN,1798.9,1850,1750.12,1809.12,614.65,1112341.12
2018-12-11,ETHMXN,1854.33,1860.99,1725.13,1810.77,385.51,687607.07
2018-12-10,ETHMXN,1901.01,1920.5,1801,1854.33,404.37,746608.38
2018-12-09,ETHMXN,1821.48,2028,1790.02,1901.01,488.11,934917.87
2018-12-08,ETHMXN,1871,1998.99,1740,1821.48,752.91,1393401.94
2018-12-07,ETHMXN,1850,1974.99,1603.01,1871,2349.71,4085145.01
2018-12-06,ETHMXN,2137.46,2149.8,1830.08,1850,850.92,1703307.86
2018-12-05,ETHMXN,2240,2274.28,2090.02,2137.46,735.89,1603393.52
2018-12-04,ETHMXN,2171.88,2350,2162.12,2240,405.38,915126.5
2018-12-03,ETHMXN,2356.01,2411.61,2111,2171.88,584.21,1303063.96
2018-12-02,ETHMXN,2429.96,2450,2353.19,2356.01,233.43,561587.64
2018-12-01,ETHMXN,2270.06,2445,2230,2429.96,648.04,1508375.57
2018-11-30,ETHMXN,2394.76,2420.03,2250.01,2299.9,432.82,1011809.51
2018-11-29,ETHMXN,2442.05,2540.01,2310.02,2394.76,497.46,1191982.72
2018-11-28,ETHMXN,2231,2571.87,2217.01,2442.05,866.14,2110363.22
2018-11-27,ETHMXN,2234.86,2275,2100,2231,526.08,1151947.11
2018-11-26,ETHMXN,2399.88,2459.99,2120.05,2234.86,864.56,1934440.91
2018-11-25,ETHMXN,2240.01,2495.99,2025.12,2399.88,733.12,1663069.52
2018-11-24,ETHMXN,2366.37,2499,2170.01,2240.01,401.3,941934.9
2018-11-23,ETHMXN,2410,2556.95,2298.23,2366.37,688.72,1636325.72
2018-11-22,ETHMXN,2645.05,2699.99,2378.44,2410,885.72,2262508.88
2018-11-21,ETHMXN,2450,2650.73,2410,2645.05,943.47,2418705.7
2018-11-20,ETHMXN,2826.64,3049.99,2400.01,2450,4111.64,11037976.23
2018-11-19,ETHMXN,3629.88,3629.9,2800,2826.64,2052.63,6285202.89
2018-11-18,ETHMXN,3530,3675.99,3520,3629.88,429.64,1546557.8
2018-11-17,ETHMXN,3498.9,3677.99,3480.01,3530,268.1,952263.36
2018-11-16,ETHMXN,3659.68,3737.98,3455.01,3498.9,609.85,2189890.01
2018-11-15,ETHMXN,3600,3749.84,3419.86,3659.68,658.51,2377204.65
2018-11-14,ETHMXN,4178.55,4219.99,3400.9,3600,981.61,3712073.11
2018-11-13,ETHMXN,4262.38,4262.4,4165,4178.55,310.17,1303908.35
2018-11-12,ETHMXN,4230,4280,4200,4262.38,263.61,1118640.76
2018-11-11,ETHMXN,4246.88,4287.09,4200,4230,204.18,867087.28
2018-11-10,ETHMXN,4170.97,4265.82,4165.01,4246.88,194.56,822716.83
2018-11-09,ETHMXN,4175.19,4285.99,4170.85,4170.97,498.08,2104837.95
2018-11-08,ETHMXN,4295.61,4326,4158.33,4175.19,565.95,2395229.46
2018-11-07,ETHMXN,4299.99,4348.26,4206.14,4295.61,725.76,3098412.11
2018-11-06,ETHMXN,4119.96,4299.99,4068.38,4299.99,647.51,2724343.44
2018-11-05,ETHMXN,4161.01,4196.77,4020.01,4119.96,465.42,1908905.81
2018-11-04,ETHMXN,3937.09,4250,3936,4161.01,433.41,1778554.92
2018-11-03,ETHMXN,3965.12,3997.9,3931.01,3937.09,110.08,436138.26
2018-11-02,ETHMXN,3947,4019.99,3910.5,3965.12,309.63,1232909.23
2018-11-01,ETHMXN,3936.43,3987.99,3910,3947,383.94,1512092.32
2018-10-31,ETHMXN,3890,3970,3856.93,3936.43,526.9,2064597.55
2018-10-30,ETHMXN,3826.12,3909.99,3822.8,3890,359.61,1391754.28
2018-10-29,ETHMXN,3853.3,3915,3800,3826.12,522.16,2003629.01
2018-10-28,ETHMXN,3898.75,3919.99,3840.01,3853.3,644.86,2487327.18
2018-10-27,ETHMXN,3888.9,3910,3856,3898.75,151.46,588439.77
2018-10-26,ETHMXN,3883.13,3907,3847.65,3888.9,288.1,1116604.41
2018-10-25,ETHMXN,3870.2,3924.99,3830,3883.13,281.57,1087532.32
2018-10-24,ETHMXN,3840.12,3900,3835,3870.2,285.34,1103174.07
2018-10-23,ETHMXN,3853.57,3901,3801.01,3840.12,298.11,1148386.97
2018-10-22,ETHMXN,3900,3929.45,3840.03,3853.57,266.82,1031675.32
2018-10-21,ETHMXN,3898.88,3950,3865,3900,152.76,595164.34
2018-10-20,ETHMXN,3850,3900,3822.23,3898.88,163.5,632753.31
2018-10-19,ETHMXN,3780.54,3900,3779.01,3850,572.7,2206770.1
2018-10-18,ETHMXN,3854.23,3890,3750.09,3780.54,591.01,2269176.81
2018-10-17,ETHMXN,3849.95,3869.99,3783,3854.23,212.54,812616.56
2018-10-16,ETHMXN,3839.05,3839.05,3790.12,3835.29,3.49,13375.55
2018-10-15,ETHMXN,3700,4299,3655,3839.05,1069.27,4189413.85
2018-10-14,ETHMXN,3810,3888.65,3700,3700,310.98,1176435.36
2018-10-13,ETHMXN,3719.01,3865.88,3719.01,3810,382.92,1453072.02
2018-10-12,ETHMXN,3602.01,3899.99,3602.01,3719.01,587.99,2212384.89
2018-10-11,ETHMXN,4300,4307,3601.01,3602.01,1643.24,6441383.05
2018-10-10,ETHMXN,4360.82,4363,4270,4300,331.42,1430194.08
2018-10-09,ETHMXN,4330.9,4384.99,4308.5,4360.82,554.27,2404286.99
2018-10-08,ETHMXN,4244.93,4377,4195.19,4330.9,504.9,2174384.99
2018-10-07,ETHMXN,4219.96,4269,4165,4244.93,166.32,702141.05
2018-10-06,ETHMXN,4205.06,4276.83,4163.19,4219.96,150.46,631947.89
2018-10-05,ETHMXN,4120.17,4286,4120.15,4205.06,542.88,2281462.9
2018-10-04,ETHMXN,4159,4250,4101.29,4120.17,325.48,1366427.01
2018-10-03,ETHMXN,4227.97,4227.97,4060,4159,389.22,1602942.38
2018-10-02,ETHMXN,4261.02,4285.82,4158.42,4227.97,384.47,1620567.39
2018-10-01,ETHMXN,4257.57,4351.13,4158.59,4261.02,754.23,3182876.36
2018-09-30,ETHMXN,4327.97,4399,4156.03,4257.57,446.88,1928816.43
2018-09-29,ETHMXN,4053.02,4340.93,4004.04,4327.97,470.33,1976444.03
2018-09-28,ETHMXN,4229.97,4308.81,4010,4053.02,608.29,2545364.29
2018-09-27,ETHMXN,4048.95,4288.99,3960,4229.97,579.46,2376945.73
2018-09-26,ETHMXN,4008.36,4100,3850.02,4048.95,541.79,2179735.93
2018-09-25,ETHMXN,4239.97,4239.97,3801.01,4008.36,990.57,3957755.21
2018-09-24,ETHMXN,4349.94,4396.96,4181.15,4239.97,692.61,2948174.27
2018-09-23,ETHMXN,4330,4449.99,4250,4349.94,285.87,1236075.71
2018-09-22,ETHMXN,4542.52,4590,4200,4330,860.75,3775819.71
2018-09-21,ETHMXN,4225,4570.48,4129.36,4542.52,3952.89,17013848.93
2018-09-20,ETHMXN,3915.34,4280,3915.34,4225,969.39,3927893.72
2018-09-19,ETHMXN,3999.99,4044.93,3800,3915.34,635.22,2493531.89
2018-09-18,ETHMXN,3780.01,4049.99,3750.5,3999.99,708.33,2774251.84
2018-09-17,ETHMXN,4203.92,4259.99,3700.01,3780.01,1133.62,4485411.22
2018-09-16,ETHMXN,4190.14,4248.99,3900.02,4203.92,256.73,1059563.81
2018-09-15,ETHMXN,4020,4280,3990,4190.14,380.03,1582927.67
2018-09-14,ETHMXN,3990,4290.06,3860.01,4020,975.95,3975296.13
2018-09-13,ETHMXN,3527.02,4074.99,3527.02,3990,1449.6,5552097.39
2018-09-12,ETHMXN,3600,3639.95,3276,3527.02,889.45,3032028.17
2018-09-11,ETHMXN,3828.03,3890,3403.03,3600,1405.53,5083179.71
2018-09-10,ETHMXN,3836,3974.53,3710.01,3828.03,492.1,1886581.94
2018-09-09,ETHMXN,3807.01,4465.92,3640.01,3836,705.02,2720241.84
2018-09-08,ETHMXN,4182.15,4299.96,3700.02,3807.01,673.89,2676799.04
2018-09-07,ETHMXN,4420,4570.48,4100.15,4182.15,787.22,3365994.59
2018-09-06,ETHMXN,4406,4607.8,4150,4420,895.29,3958324.91
2018-09-05,ETHMXN,5540,5587.59,4401,4406,1384.48,6812721.49
2018-09-04,ETHMXN,5460.02,5614.64,5399.99,5540,562.55,3104236.49
2018-09-03,ETHMXN,5520.07,5598.87,5380.08,5460.02,454.43,2479115.74
2018-09-02,ETHMXN,5578.45,5679.99,5500,5520.07,120.17,667812.07
2018-09-01,ETHMXN,5305.35,5699,5305.35,5578.45,333.02,1851064.96
