Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume BTC
2019-07-03,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-07-02,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-07-01,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-30,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-29,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-28,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-27,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-26,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-25,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-24,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-23,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-22,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-21,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-20,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-19,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-18,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-17,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-16,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-15,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-14,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-13,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-12,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-11,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-10,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-09,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-08,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-07,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-06,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-05,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-04,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-03,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-02,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-06-01,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-05-31,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-05-30,ETCBTC,0.002,0.002,0.002,0.002,0.0,0.0
