Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NEO,Volume USD
2019-07-03,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-01,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-30,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-29,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-28,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-27,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-26,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-25,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-24,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-23,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-22,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-21,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-20,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-19,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-18,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-17,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-16,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-15,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-14,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-13,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-12,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-11,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-10,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-09,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-08,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-07,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-06,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-05,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-04,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-03,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-02,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-06-01,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-31,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-30,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-29,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-28,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-27,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-26,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-25,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-24,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-23,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-22,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-21,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-20,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-19,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-18,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-17,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-16,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-15,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-14,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-13,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-12,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-11,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-10,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-09,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-08,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-07,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-06,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-05,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-04,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-03,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-02,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-05-01,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-30,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-29,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-28,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-27,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-26,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-25,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-24,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-23,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-22,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-21,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-20,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-19,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-18,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-17,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-16,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-15,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-14,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-13,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-12,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-11,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-10,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-09,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-08,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-07,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-06,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-05,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-04,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-03,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-02,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-04-01,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-31,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-30,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-29,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-28,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-27,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-26,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-25,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-24,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-23,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-22,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-21,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-20,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-19,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-18,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-17,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-16,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-15,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-14,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-13,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-12,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-11,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-10,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-09,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-08,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-07,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-06,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-05,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-04,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-03,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-02,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-03-01,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-28,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-27,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-26,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-25,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-24,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-23,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-22,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-21,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-20,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-19,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-18,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-17,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-16,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-15,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-14,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-13,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-12,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-11,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-10,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-09,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-08,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-07,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-06,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-05,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-04,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-03,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-02,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-02-01,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-01-31,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-01-30,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-01-29,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-01-28,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-01-27,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-01-26,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-01-25,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-01-24,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
