Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume MAI,Volume DETH
2018-02-20,MAIDETH,0.000492,0.000518,0.000464,0.000487,452560.0,226.03
2018-02-19,MAIDETH,0.00049,0.000519,0.000477,0.000492,267090.0,131.95
2018-02-18,MAIDETH,0.000535,0.000545,0.000395,0.00049,158340.0,73.19
2018-02-17,MAIDETH,0.000518,0.000549,0.000513,0.000535,261640.0,138.57
2018-02-16,MAIDETH,0.000539,0.000552,0.000506,0.000518,349650.0,184.21
2018-02-15,MAIDETH,0.00052,0.000544,0.0005,0.000539,336950.0,174.84
2018-02-14,MAIDETH,0.000485,0.000523,0.000449,0.00052,411290.0,203.98
2018-02-13,MAIDETH,0.000505,0.000508,0.000481,0.000485,203810.0,101.46
2018-02-12,MAIDETH,0.000483,0.000531,0.000482,0.000505,277270.0,142.1
2018-02-11,MAIDETH,0.000484,0.000507,0.000468,0.000483,407100.0,197.49
2018-02-10,MAIDETH,0.0005,0.00052,0.000472,0.000484,322130.0,161.41
2018-02-09,MAIDETH,0.000497,0.00051,0.000477,0.0005,395360.0,195.1
2018-02-08,MAIDETH,0.000516,0.000529,0.000494,0.000497,525780.0,268.87
2018-02-07,MAIDETH,0.000484,0.000539,0.000477,0.000516,484540.0,247.18
2018-02-06,MAIDETH,0.00047,0.000512,0.000463,0.000484,466670.0,227.26
2018-02-05,MAIDETH,0.000473,0.000504,0.000447,0.00047,409780.0,191.8
2018-02-04,MAIDETH,0.000494,0.000508,0.000448,0.000473,487040.0,234.85
2018-02-03,MAIDETH,0.000473,0.0005,0.000451,0.000494,404340.0,190.9
2018-02-02,MAIDETH,0.000464,0.000489,0.000414,0.000473,699880.0,314.65
2018-02-01,MAIDETH,0.000518,0.000519,0.000415,0.000464,630300.0,299.38
2018-01-31,MAIDETH,0.000544,0.000549,0.000505,0.000518,687560.0,361.11
2018-01-30,MAIDETH,0.000559,0.000574,0.000532,0.000544,533870.0,294.39
2018-01-29,MAIDETH,0.000569,0.000582,0.000556,0.000559,429530.0,244.15
2018-01-28,MAIDETH,0.000618,0.000628,0.000506,0.000569,473400.0,272.71
2018-01-27,MAIDETH,0.000621,0.000634,0.000603,0.000618,541210.0,333.75
2018-01-26,MAIDETH,0.000599,0.000634,0.000584,0.000621,534460.0,324.26
2018-01-25,MAIDETH,0.000623,0.000633,0.000556,0.000599,229910.0,139.64
2018-01-24,MAIDETH,0.00067,0.00068,0.000622,0.000623,479890.0,312.57
2018-01-23,MAIDETH,0.000713,0.000733,0.000657,0.00067,463590.0,320.9
2018-01-22,MAIDETH,0.000643,0.00079,0.000598,0.000713,661860.0,436.56
2018-01-21,MAIDETH,0.000648,0.000657,0.000612,0.000643,511280.0,324.37
2018-01-20,MAIDETH,0.000674,0.000698,0.000642,0.000648,572100.0,380.84
2018-01-19,MAIDETH,0.00065,0.000698,0.000636,0.000674,586160.0,389.07
2018-01-18,MAIDETH,0.00066,0.00068,0.000551,0.00065,625310.0,401.61
2018-01-17,MAIDETH,0.000631,0.000721,0.000614,0.00066,675020.0,454.66
2018-01-16,MAIDETH,0.000754,0.00076,0.000613,0.000631,668100.0,468.06
2018-01-15,MAIDETH,0.000679,0.000764,0.00067,0.000754,483060.0,342.33
2018-01-14,MAIDETH,0.000753,0.000777,0.000638,0.000679,646160.0,448.79
2018-01-13,MAIDETH,0.000712,0.00078,0.000598,0.000753,976500.0,689.99
2018-01-12,MAIDETH,0.000701,0.000797,0.000626,0.000712,1219380.0,834.36
2018-01-11,MAIDETH,0.000844,0.000844,0.000691,0.000701,1408940.0,1055.0
2018-01-10,MAIDETH,0.000839,0.000857,0.000713,0.000844,1214730.0,949.46
2018-01-09,MAIDETH,0.000916,0.001031,0.000709,0.000839,1321400.0,1123.56
2018-01-08,MAIDETH,0.001022,0.001022,0.000807,0.000916,836470.0,734.24
2018-01-07,MAIDETH,0.001,0.001087,0.000877,0.001022,796090.0,771.4
2018-01-06,MAIDETH,0.001075,0.001087,0.000996,0.001,1268980.0,1315.77
2018-01-05,MAIDETH,0.001128,0.001134,0.000996,0.001075,1364360.0,1421.98
2018-01-04,MAIDETH,0.001235,0.001268,0.000996,0.001128,1243210.0,1393.89
2018-01-03,MAIDETH,0.001261,0.00138,0.001187,0.001235,1391190.0,1750.01
2018-01-02,MAIDETH,0.001419,0.001425,0.001183,0.001261,1693700.0,2213.97
2018-01-01,MAIDETH,0.001233,0.0015,0.001222,0.001419,1288550.0,1760.85
2017-12-31,MAIDETH,0.00112,0.00125,0.0011,0.001233,1109710.0,1293.36
2017-12-30,MAIDETH,0.001185,0.00125,0.001102,0.00112,1422130.0,1655.42
2017-12-29,MAIDETH,0.001299,0.001329,0.0011,0.001185,1206110.0,1448.78
2017-12-28,MAIDETH,0.001273,0.001353,0.001094,0.001299,1182550.0,1489.53
2017-12-27,MAIDETH,0.001166,0.001499,0.001107,0.001273,1540190.0,1852.49
2017-12-26,MAIDETH,0.001247,0.001268,0.001065,0.001166,1697590.0,1951.87
2017-12-25,MAIDETH,0.001178,0.0013,0.001085,0.001247,1655940.0,1997.3
2017-12-24,MAIDETH,0.001152,0.00139,0.001059,0.001178,1681670.0,1947.19
2017-12-23,MAIDETH,0.000984,0.001161,0.00094,0.001152,1664240.0,1752.02
2017-12-22,MAIDETH,0.001016,0.001054,0.000857,0.000984,1436760.0,1383.69
2017-12-21,MAIDETH,0.000968,0.001039,0.000901,0.001016,1284980.0,1260.95
2017-12-20,MAIDETH,0.000859,0.001047,0.000717,0.000968,1434000.0,1269.33
2017-12-19,MAIDETH,0.000932,0.001011,0.000808,0.000859,1179330.0,1047.9
2017-12-18,MAIDETH,0.000842,0.001057,0.0008,0.000932,943210.0,866.69
2017-12-17,MAIDETH,0.000653,0.000852,0.00065,0.000842,805440.0,580.97
2017-12-16,MAIDETH,0.000661,0.000772,0.000631,0.000653,1071330.0,737.02
2017-12-15,MAIDETH,0.000665,0.000744,0.00031,0.000661,1360570.0,927.77
2017-12-14,MAIDETH,0.0007,0.000821,0.000606,0.000665,1325850.0,914.66
2017-12-13,MAIDETH,0.000803,0.000942,0.000513,0.0007,1591810.0,1253.42
2017-12-12,MAIDETH,0.000857,0.001067,0.000481,0.000803,1556980.0,1424.71
2017-12-11,MAIDETH,0.000926,0.00108,0.00037,0.000857,458140.0,420.09
2017-12-10,MAIDETH,0.000989,0.001061,0.000926,0.000926,430.0,0.4149
2017-12-09,MAIDETH,0.001095,0.001646,0.000958,0.000989,1570.0,1.76
2017-12-08,MAIDETH,0.001194,0.001653,0.000975,0.001095,870.0,1.1
2017-12-07,MAIDETH,0.001319,0.001568,0.000919,0.001194,4870.0,6.29
2017-12-06,MAIDETH,0.001191,0.001799,0.001191,0.001319,1980.0,2.82
2017-12-05,MAIDETH,0.001205,0.001735,0.000908,0.001191,130.0,0.1299
2017-12-04,MAIDETH,0.001168,0.0045,0.001168,0.001205,660.0,1.14
2017-12-03,MAIDETH,0.000911,0.0018,0.000911,0.001168,320.0,0.4479
2017-12-02,MAIDETH,0.001133,0.0015,0.000911,0.000911,350.0,0.4668
2017-12-01,MAIDETH,0.0012,0.0013,0.000883,0.001133,310.0,0.3185
2017-11-30,MAIDETH,0.000881,0.003811,0.000881,0.0012,520.0,0.9573
2017-11-29,MAIDETH,0.001151,0.008999,0.000881,0.000881,9400.0,9.73
2017-11-28,MAIDETH,0.001052,0.001199,0.001028,0.001151,300.0,0.3343
2017-11-27,MAIDETH,0.000967,0.001061,0.000956,0.001052,810.0,0.8219
