Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume JPY
2019-06-27 07-PM,ETHJPY,32050,32050,30875,31000,51.29,1594878.55
2019-06-27 06-PM,ETHJPY,31910,32475,31275,32050,58.47,1859602.25
2019-06-27 05-PM,ETHJPY,32000,32000,30700,31910,297.65,9350220.36
2019-06-27 04-PM,ETHJPY,33390,33700,31900,32000,259.77,8430259.43
2019-06-27 03-PM,ETHJPY,33700,33700,32995,33390,94.52,3138240.67
2019-06-27 02-PM,ETHJPY,33000,33700,32360,33700,838.81,27415099.57
2019-06-27 01-PM,ETHJPY,33700,33700,32800,33000,173.59,5774877.63
2019-06-27 12-PM,ETHJPY,34150,34300,33400,33700,149.24,5065439.1
2019-06-27 11-AM,ETHJPY,33605,34390,33585,34150,96.67,3273541.67
2019-06-27 10-AM,ETHJPY,33790,34600,33600,33605,212.02,7208508.68
2019-06-27 09-AM,ETHJPY,34000,34395,32500,33790,573.36,19169022.2
2019-06-27 08-AM,ETHJPY,35055,35300,34000,34000,176.65,6117451.65
2019-06-27 07-AM,ETHJPY,35050,35490,34350,35055,211.26,7412590.95
2019-06-27 06-AM,ETHJPY,36195,36195,34685,35050,332.88,11690538.61
2019-06-27 05-AM,ETHJPY,36305,36440,35750,36195,62.18,2239954.43
2019-06-27 04-AM,ETHJPY,36300,36850,36200,36305,86.99,3166895.7
2019-06-27 03-AM,ETHJPY,36265,36300,35935,36300,84.59,3056732.76
2019-06-27 02-AM,ETHJPY,36000,36430,35555,36265,95.82,3456253.93
2019-06-27 01-AM,ETHJPY,36785,36965,35550,36000,668.1,23947325.03
2019-06-27 12-AM,ETHJPY,36295,37250,36000,36785,89.74,3297430.26
2019-06-26 11-PM,ETHJPY,35455,36650,35305,36295,135.59,4910527.52
2019-06-26 10-PM,ETHJPY,35980,36095,35260,35455,183.13,6534414.17
2019-06-26 09-PM,ETHJPY,36985,36995,34450,35980,622.98,22042586.2
2019-06-26 08-PM,ETHJPY,37700,39495,36535,36985,693.73,26336728.65
2019-06-26 07-PM,ETHJPY,37905,38185,37700,37700,259.52,9799718.74
2019-06-26 06-PM,ETHJPY,38085,38380,37505,37905,38.48,1461003.98
2019-06-26 05-PM,ETHJPY,38100,38100,37020,38085,103.38,3900595.63
2019-06-26 04-PM,ETHJPY,37005,38195,36825,38100,177.08,6651968.05
2019-06-26 03-PM,ETHJPY,37020,37250,36710,37005,145.75,5394086.37
2019-06-26 02-PM,ETHJPY,37480,37490,37010,37020,192.49,7165816.26
2019-06-26 01-PM,ETHJPY,37205,37480,37000,37480,151.0,5612356.47
2019-06-26 12-PM,ETHJPY,36400,37475,36400,37205,321.35,11924532.45
2019-06-26 11-AM,ETHJPY,35990,36500,35750,36400,159.59,5772652.41
2019-06-26 10-AM,ETHJPY,35795,36000,35400,35990,183.47,6564719.3
2019-06-26 09-AM,ETHJPY,35325,36000,35325,35795,152.07,5427325.04
2019-06-26 08-AM,ETHJPY,35500,35510,35150,35325,26.05,921000.24
2019-06-26 07-AM,ETHJPY,35790,35790,35400,35500,80.5,2858338.14
2019-06-26 06-AM,ETHJPY,35495,35900,35000,35790,96.79,3437660.68
2019-06-26 05-AM,ETHJPY,36000,36450,35055,35495,182.05,6482289.53
2019-06-26 04-AM,ETHJPY,35300,36130,35250,36000,264.04,9434212.81
2019-06-26 03-AM,ETHJPY,33900,35600,33840,35300,479.93,16779769.11
2019-06-26 02-AM,ETHJPY,34000,34000,33840,33900,62.62,2123127.27
2019-06-26 01-AM,ETHJPY,34030,34150,33870,34000,77.1,2622604.42
2019-06-26 12-AM,ETHJPY,34000,34200,33725,34030,106.14,3608459.71
2019-06-25 11-PM,ETHJPY,33795,34000,33695,34000,82.62,2796393.8
2019-06-25 10-PM,ETHJPY,33490,33795,33105,33795,243.33,8122215.02
2019-06-25 09-PM,ETHJPY,33100,33490,33100,33490,68.25,2278375.95
2019-06-25 08-PM,ETHJPY,33220,33275,33100,33100,13.88,460946.12
2019-06-25 07-PM,ETHJPY,33210,33295,33210,33220,12.62,419456.61
2019-06-25 06-PM,ETHJPY,33135,33210,33135,33210,14.17,470426.27
2019-06-25 05-PM,ETHJPY,33150,33175,33010,33135,141.22,4673584.01
2019-06-25 04-PM,ETHJPY,33295,33405,33150,33150,68.63,2285919.26
2019-06-25 03-PM,ETHJPY,33200,33355,33105,33295,70.61,2350275.69
2019-06-25 02-PM,ETHJPY,33380,33390,33130,33200,28.86,961391.91
2019-06-25 01-PM,ETHJPY,33020,33380,33000,33380,51.65,1712786.16
2019-06-25 12-PM,ETHJPY,33510,33510,33000,33020,222.48,7387432.23
2019-06-25 11-AM,ETHJPY,33540,33690,33200,33510,148.23,4970841.86
2019-06-25 10-AM,ETHJPY,33550,33580,33490,33540,39.8,1334228.33
2019-06-25 09-AM,ETHJPY,33395,33585,33240,33550,102.36,3418963.75
2019-06-25 08-AM,ETHJPY,33560,33560,33395,33395,41.15,1375498.64
2019-06-25 07-AM,ETHJPY,33205,33600,33205,33560,28.42,951045.98
2019-06-25 06-AM,ETHJPY,33450,33550,33205,33205,73.68,2466939.77
2019-06-25 05-AM,ETHJPY,33250,33450,33250,33450,216.59,7226993.21
2019-06-25 04-AM,ETHJPY,33195,33335,33095,33250,113.54,3768179.23
2019-06-25 03-AM,ETHJPY,33355,33355,33030,33195,55.36,1835158.14
2019-06-25 02-AM,ETHJPY,33155,33450,33005,33355,190.63,6362047.62
2019-06-25 01-AM,ETHJPY,33245,33300,33045,33155,14.34,476836.34
2019-06-25 12-AM,ETHJPY,33325,33400,33200,33245,58.16,1939616.34
2019-06-24 11-PM,ETHJPY,32655,33325,32655,33325,62.29,2069053.58
2019-06-24 10-PM,ETHJPY,33110,33400,32655,32655,422.29,13809957.24
2019-06-24 09-PM,ETHJPY,32905,33110,32905,33110,26.57,876194.25
2019-06-24 08-PM,ETHJPY,32900,33195,32800,32905,27.16,895053.17
2019-06-24 07-PM,ETHJPY,33300,33300,32900,32900,6.495,214212.25
2019-06-24 06-PM,ETHJPY,33110,33460,33110,33300,19.7,658891.82
2019-06-24 05-PM,ETHJPY,33490,33490,33110,33110,2.791,92934.31
2019-06-24 04-PM,ETHJPY,33000,33545,33000,33490,74.39,2480252.59
2019-06-24 03-PM,ETHJPY,33200,33200,32870,33000,135.95,4489459.52
2019-06-24 02-PM,ETHJPY,33200,33210,33100,33200,11.05,366541.29
2019-06-24 01-PM,ETHJPY,33195,33275,33070,33200,31.22,1035423.17
2019-06-24 12-PM,ETHJPY,33055,33275,33055,33195,51.82,1719165.57
2019-06-24 11-AM,ETHJPY,33150,33150,32850,33055,23.94,790871.08
2019-06-24 10-AM,ETHJPY,33160,33215,33145,33150,57.73,1914529.3
2019-06-24 09-AM,ETHJPY,32950,33165,32950,33160,94.76,3134267.17
2019-06-24 08-AM,ETHJPY,32810,32980,32810,32950,62.99,2073641.42
2019-06-24 07-AM,ETHJPY,32905,32970,32650,32810,54.62,1791949.68
2019-06-24 06-AM,ETHJPY,32850,32915,32700,32905,21.22,696711.85
2019-06-24 05-AM,ETHJPY,32850,32975,32715,32850,187.2,6144820.8
2019-06-24 04-AM,ETHJPY,32500,32850,32425,32850,75.43,2455131.48
2019-06-24 03-AM,ETHJPY,32480,32500,32335,32500,76.57,2483849.31
2019-06-24 02-AM,ETHJPY,32725,32800,32215,32480,77.69,2524296.41
2019-06-24 01-AM,ETHJPY,32650,32855,32335,32725,50.61,1650434.9
2019-06-24 12-AM,ETHJPY,32835,32940,31850,32650,188.31,6063902.68
2019-06-23 11-PM,ETHJPY,32940,33200,32320,32835,302.85,9848325.96
2019-06-23 10-PM,ETHJPY,33205,33380,32800,32940,130.57,4301058.27
2019-06-23 09-PM,ETHJPY,33475,33795,33205,33205,455.22,15250321.47
2019-06-23 08-PM,ETHJPY,33470,33475,33215,33475,33.38,1116756.85
2019-06-23 07-PM,ETHJPY,33470,33470,33300,33470,6.825,227958.4
2019-06-23 06-PM,ETHJPY,32955,33470,32955,33470,8.607,287451.64
2019-06-23 05-PM,ETHJPY,32955,32955,32955,32955,0.0,0.0
2019-06-23 04-PM,ETHJPY,33345,33405,32955,32955,27.46,908139.19
2019-06-23 03-PM,ETHJPY,33185,33350,33015,33345,6.939,230345.76
2019-06-23 02-PM,ETHJPY,33000,33275,32950,33185,21.77,722556.4
2019-06-23 01-PM,ETHJPY,33120,33180,32820,33000,50.28,1661126.35
2019-06-23 12-PM,ETHJPY,33005,33405,33005,33120,89.27,2968780.2
2019-06-23 11-AM,ETHJPY,32800,33280,32755,33005,77.19,2557127.74
2019-06-23 10-AM,ETHJPY,33140,33145,32650,32800,110.17,3617189.44
2019-06-23 09-AM,ETHJPY,33100,33165,32720,33140,113.96,3755228.93
2019-06-23 08-AM,ETHJPY,33395,33500,33100,33100,71.56,2376694.44
2019-06-23 07-AM,ETHJPY,33600,33600,33395,33395,114.47,3829972.25
2019-06-23 06-AM,ETHJPY,33575,33875,33575,33600,58.51,1972522.01
2019-06-23 05-AM,ETHJPY,33675,33720,33350,33575,39.21,1316815.59
2019-06-23 04-AM,ETHJPY,33600,33700,33305,33675,63.7,2138248.79
2019-06-23 03-AM,ETHJPY,33165,33650,33165,33600,156.97,5260124.69
2019-06-23 02-AM,ETHJPY,33615,33640,33165,33165,106.05,3542819.61
2019-06-23 01-AM,ETHJPY,33555,33890,33555,33615,231.65,7821288.74
2019-06-23 12-AM,ETHJPY,33150,33600,32850,33555,195.66,6517305.85
2019-06-22 11-PM,ETHJPY,32325,33150,32310,33150,101.39,3338759.78
2019-06-22 10-PM,ETHJPY,32665,32665,32010,32325,65.23,2112549.42
2019-06-22 09-PM,ETHJPY,32755,32755,32480,32665,39.15,1276672.98
2019-06-22 08-PM,ETHJPY,32800,32895,32755,32755,5.728,187881.9
2019-06-22 07-PM,ETHJPY,32710,33045,32400,32800,171.2,5578288.89
2019-06-22 06-PM,ETHJPY,32820,33330,32710,32710,147.48,4843170.84
2019-06-22 05-PM,ETHJPY,33145,33395,32820,32820,75.24,2489968.81
2019-06-22 04-PM,ETHJPY,33065,33400,33005,33145,86.14,2865770.27
2019-06-22 03-PM,ETHJPY,32900,33200,32660,33065,106.04,3486737.14
2019-06-22 02-PM,ETHJPY,33600,33700,32500,32900,347.6,11583372.34
2019-06-22 01-PM,ETHJPY,33400,33695,33400,33600,169.81,5710117.92
2019-06-22 12-PM,ETHJPY,32800,33675,32800,33400,314.6,10494767.35
2019-06-22 11-AM,ETHJPY,32970,33130,32620,32800,57.36,1887148.75
2019-06-22 10-AM,ETHJPY,33150,33330,32860,32970,57.86,1916395.13
2019-06-22 09-AM,ETHJPY,33000,33500,32995,33150,98.85,3277247.69
2019-06-22 08-AM,ETHJPY,32700,33000,32700,33000,179.25,5906499.73
2019-06-22 07-AM,ETHJPY,32900,32975,32525,32700,109.29,3589775.11
2019-06-22 06-AM,ETHJPY,32735,32900,32545,32900,113.51,3713332.92
2019-06-22 05-AM,ETHJPY,32580,32880,32580,32735,57.28,1873495.61
2019-06-22 04-AM,ETHJPY,32510,32905,32220,32580,150.47,4878363.97
2019-06-22 03-AM,ETHJPY,32795,32990,32500,32510,142.74,4681676.04
2019-06-22 02-AM,ETHJPY,32505,32995,32275,32795,370.51,12131604.96
2019-06-22 01-AM,ETHJPY,32180,32700,32105,32505,488.78,15859427.69
2019-06-22 12-AM,ETHJPY,31695,32180,31405,32180,262.95,8375708.7
2019-06-21 11-PM,ETHJPY,31230,31700,31225,31695,117.34,3696517.34
2019-06-21 10-PM,ETHJPY,31295,31345,31160,31230,14.3,446076.22
2019-06-21 09-PM,ETHJPY,31440,31445,31155,31295,10.57,331176.62
2019-06-21 08-PM,ETHJPY,31500,31500,31080,31440,36.78,1149970.78
2019-06-21 07-PM,ETHJPY,31490,31500,31430,31500,51.75,1629632.58
2019-06-21 06-PM,ETHJPY,31100,31490,31020,31490,160.22,5009378.84
2019-06-21 05-PM,ETHJPY,30955,31100,30910,31100,28.04,869679.73
2019-06-21 04-PM,ETHJPY,30610,31100,30610,30955,95.56,2950493.6
2019-06-21 03-PM,ETHJPY,30785,30825,30560,30610,92.88,2843403.75
2019-06-21 02-PM,ETHJPY,30820,30825,30510,30785,104.81,3212754.82
2019-06-21 01-PM,ETHJPY,31070,31200,30255,30820,691.86,21260011.39
2019-06-21 12-PM,ETHJPY,31085,31145,30740,31070,139.75,4311234.64
2019-06-21 11-AM,ETHJPY,31100,31295,30820,31085,208.92,6496333.62
2019-06-21 10-AM,ETHJPY,31200,31295,31000,31100,144.39,4501184.0
2019-06-21 09-AM,ETHJPY,30750,31205,30680,31200,288.56,8933561.59
2019-06-21 08-AM,ETHJPY,30800,30800,30615,30750,38.87,1193092.05
2019-06-21 07-AM,ETHJPY,30600,30800,30515,30800,185.39,5682135.01
2019-06-21 06-AM,ETHJPY,30680,30900,30325,30600,117.94,3610169.84
2019-06-21 05-AM,ETHJPY,29730,30680,29730,30680,197.36,5986591.71
2019-06-21 04-AM,ETHJPY,30045,30045,29730,29730,55.13,1646251.97
2019-06-21 03-AM,ETHJPY,30235,30275,29735,30045,489.34,14627477.37
2019-06-21 02-AM,ETHJPY,30320,30400,29945,30235,185.8,5610201.27
2019-06-21 01-AM,ETHJPY,29320,30700,29315,30320,793.62,23928606.37
2019-06-21 12-AM,ETHJPY,29290,29350,29190,29320,88.5,2592564.88
2019-06-20 11-PM,ETHJPY,29195,29350,29055,29290,69.22,2017718.06
2019-06-20 10-PM,ETHJPY,29430,29510,29150,29195,95.54,2796978.53
2019-06-20 09-PM,ETHJPY,29260,29510,29260,29430,21.82,642618.65
2019-06-20 08-PM,ETHJPY,28880,29400,28880,29260,84.59,2474608.22
2019-06-20 07-PM,ETHJPY,28885,29030,28830,28880,43.08,1244608.74
2019-06-20 06-PM,ETHJPY,28805,29040,28805,28885,44.51,1287066.79
2019-06-20 05-PM,ETHJPY,28900,29025,28750,28805,31.7,913679.89
2019-06-20 04-PM,ETHJPY,29005,29085,28900,28900,27.18,787851.36
2019-06-20 03-PM,ETHJPY,28905,29070,28900,29005,55.68,1613927.64
2019-06-20 02-PM,ETHJPY,28935,29070,28875,28905,18.19,526065.22
2019-06-20 01-PM,ETHJPY,28980,29005,28865,28935,46.05,1334483.6
2019-06-20 12-PM,ETHJPY,28890,28995,28780,28980,18.99,547472.74
2019-06-20 11-AM,ETHJPY,28825,28995,28755,28890,90.0,2596213.71
2019-06-20 10-AM,ETHJPY,28975,28975,28825,28825,6.925,200034.97
2019-06-20 09-AM,ETHJPY,28900,28985,28750,28975,33.58,970818.28
2019-06-20 08-AM,ETHJPY,28955,29000,28770,28900,52.23,1509340.82
2019-06-20 07-AM,ETHJPY,28950,29100,28950,28955,33.0,956961.03
2019-06-20 06-AM,ETHJPY,28950,28990,28900,28950,28.72,831466.41
2019-06-20 05-AM,ETHJPY,28870,29105,28725,28950,542.48,15621408.36
2019-06-20 04-AM,ETHJPY,29020,29060,28870,28870,58.41,1691671.98
2019-06-20 03-AM,ETHJPY,29135,29200,29020,29020,542.09,15823800.93
2019-06-20 02-AM,ETHJPY,28995,29135,28900,29135,193.87,5622257.24
2019-06-20 01-AM,ETHJPY,28950,29000,28850,28995,89.93,2605995.62
2019-06-20 12-AM,ETHJPY,29100,29100,28950,28950,11.42,331045.32
2019-06-19 11-PM,ETHJPY,29125,29215,29000,29100,36.28,1054187.44
2019-06-19 10-PM,ETHJPY,29100,29255,29020,29125,66.0,1926716.87
2019-06-19 09-PM,ETHJPY,28945,29100,28840,29100,10.97,318497.53
2019-06-19 08-PM,ETHJPY,28945,28945,28945,28945,0.0,0.0
2019-06-19 07-PM,ETHJPY,29005,29005,28945,28945,3.0,86835.0
2019-06-19 06-PM,ETHJPY,29000,29075,28995,29005,6.523,189277.76
2019-06-19 05-PM,ETHJPY,28975,29000,28975,29000,1.817,52698.8
2019-06-19 04-PM,ETHJPY,28830,29000,28830,28975,19.93,577907.56
2019-06-19 03-PM,ETHJPY,28715,28970,28715,28830,8.399,242057.94
2019-06-19 02-PM,ETHJPY,29000,29000,28715,28715,43.31,1248843.17
2019-06-19 01-PM,ETHJPY,28850,29000,28800,29000,92.14,2660975.23
2019-06-19 12-PM,ETHJPY,28995,29000,28850,28850,36.97,1071170.47
2019-06-19 11-AM,ETHJPY,28995,28995,28895,28995,30.27,875293.86
2019-06-19 10-AM,ETHJPY,29000,29000,28870,28995,43.35,1254721.44
2019-06-19 09-AM,ETHJPY,29080,29120,28875,29000,52.34,1518320.65
2019-06-19 08-AM,ETHJPY,29230,29245,29080,29080,3.11,90649.29
2019-06-19 07-AM,ETHJPY,29100,29230,29005,29230,7.546,219601.91
