Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume JPY
2019-07-03 10-AM,ETHJPY,31800,32000,31800,32000,12.59,402769.91
2019-07-03 09-AM,ETHJPY,31500,31820,31500,31800,78.29,2480473.97
2019-07-03 08-AM,ETHJPY,31785,31995,31465,31500,83.51,2651165.78
2019-07-03 07-AM,ETHJPY,32200,32200,31785,31785,220.11,7042409.12
2019-07-03 06-AM,ETHJPY,32275,32275,31915,32200,83.93,2693977.05
2019-07-03 05-AM,ETHJPY,31910,32500,31910,32275,85.17,2758241.07
2019-07-03 04-AM,ETHJPY,31995,32120,31905,31910,40.33,1290817.83
2019-07-03 03-AM,ETHJPY,31790,31995,31600,31995,35.31,1120975.63
2019-07-03 02-AM,ETHJPY,31800,31995,31715,31790,68.19,2167387.17
2019-07-03 01-AM,ETHJPY,31910,32230,31730,31800,283.77,9098249.96
2019-07-03 12-AM,ETHJPY,31490,31930,31490,31910,116.97,3721483.13
2019-07-02 11-PM,ETHJPY,31590,31795,31285,31490,145.17,4582236.8
2019-07-02 10-PM,ETHJPY,31695,31695,31300,31590,34.23,1079925.56
2019-07-02 09-PM,ETHJPY,31200,31695,30995,31695,30.24,942595.78
2019-07-02 08-PM,ETHJPY,31270,31795,31200,31200,61.44,1936405.11
2019-07-02 07-PM,ETHJPY,31120,31495,31100,31270,37.22,1165217.69
2019-07-02 06-PM,ETHJPY,31335,31345,31000,31120,28.6,888155.03
2019-07-02 05-PM,ETHJPY,31105,31350,31005,31335,210.41,6550727.97
2019-07-02 04-PM,ETHJPY,31400,31400,30830,31105,85.24,2656075.31
2019-07-02 03-PM,ETHJPY,31090,31400,30995,31400,59.26,1845270.58
2019-07-02 02-PM,ETHJPY,30100,31100,30100,31090,104.42,3211633.24
2019-07-02 01-PM,ETHJPY,30345,30795,30100,30100,49.92,1515850.34
2019-07-02 12-PM,ETHJPY,30000,30845,29900,30345,132.19,4015575.4
2019-07-02 11-AM,ETHJPY,30205,30695,29415,30000,445.06,13286838.94
2019-07-02 10-AM,ETHJPY,30635,30700,30200,30205,111.28,3386737.15
2019-07-02 09-AM,ETHJPY,30800,31450,30510,30635,146.61,4535593.79
2019-07-02 08-AM,ETHJPY,30600,30900,30100,30800,123.96,3778057.39
2019-07-02 07-AM,ETHJPY,29800,30600,29800,30600,328.8,10021370.69
2019-07-02 06-AM,ETHJPY,29740,30345,29720,29800,312.42,9367590.0
2019-07-02 05-AM,ETHJPY,30460,30460,29740,29740,236.63,7119620.1
2019-07-02 04-AM,ETHJPY,31790,31790,30200,30460,245.43,7497404.64
2019-07-02 03-AM,ETHJPY,31200,31790,31200,31790,44.82,1401551.29
2019-07-02 02-AM,ETHJPY,31360,31645,31200,31200,27.01,845717.94
2019-07-02 01-AM,ETHJPY,31815,31890,31360,31360,110.33,3491595.99
2019-07-02 12-AM,ETHJPY,32190,32300,31815,31815,70.15,2236602.05
2019-07-01 11-PM,ETHJPY,31700,32300,31700,32190,52.63,1687971.67
2019-07-01 10-PM,ETHJPY,31900,31900,31500,31700,33.41,1056796.31
2019-07-01 09-PM,ETHJPY,31700,31900,31425,31900,100.53,3188011.62
2019-07-01 08-PM,ETHJPY,30770,31755,30455,31700,96.59,3024680.7
2019-07-01 07-PM,ETHJPY,31130,31130,30420,30770,100.25,3076058.81
2019-07-01 06-PM,ETHJPY,30845,31500,30815,31130,29.91,934747.69
2019-07-01 05-PM,ETHJPY,31200,31615,30845,30845,2.307,71923.25
2019-07-01 04-PM,ETHJPY,30995,31585,30995,31200,3.583,112168.51
2019-07-01 03-PM,ETHJPY,30900,31585,30625,30995,177.55,5496075.26
2019-07-01 02-PM,ETHJPY,31200,31740,30900,30900,116.78,3646093.36
2019-07-01 01-PM,ETHJPY,31585,31700,31100,31200,109.59,3447464.2
2019-07-01 12-PM,ETHJPY,32160,32200,31400,31585,404.65,12777358.39
2019-07-01 11-AM,ETHJPY,32000,32160,31615,32160,317.45,10105101.17
2019-07-01 10-AM,ETHJPY,32500,32500,31900,32000,221.46,7092097.28
2019-07-01 09-AM,ETHJPY,32700,32795,32005,32500,55.06,1795149.16
2019-07-01 08-AM,ETHJPY,32005,32700,32005,32700,72.02,2334976.66
2019-07-01 07-AM,ETHJPY,32055,32295,31900,32005,194.43,6254531.54
2019-07-01 06-AM,ETHJPY,31800,32400,31800,32055,23.75,760171.3
2019-07-01 05-AM,ETHJPY,32400,32500,31645,31800,859.25,27463893.03
2019-07-01 04-AM,ETHJPY,32600,32790,32365,32400,34.37,1115577.49
2019-07-01 03-AM,ETHJPY,32495,32800,32250,32600,45.52,1484197.67
2019-07-01 02-AM,ETHJPY,32090,32590,32000,32495,109.62,3536983.01
2019-07-01 01-AM,ETHJPY,32100,32740,32005,32090,44.54,1435530.87
2019-07-01 12-AM,ETHJPY,31400,32100,31400,32100,189.89,6015283.26
2019-06-30 11-PM,ETHJPY,32040,32500,31400,31400,178.64,5693405.22
2019-06-30 10-PM,ETHJPY,32815,33240,31905,32040,126.01,4097978.21
2019-06-30 09-PM,ETHJPY,33100,33395,32710,32815,25.96,855609.82
2019-06-30 08-PM,ETHJPY,32550,33100,32550,33100,22.04,726877.2
2019-06-30 07-PM,ETHJPY,32900,33315,32550,32550,5.775,189187.9
2019-06-30 06-PM,ETHJPY,32900,32900,32700,32900,5.196,170580.69
2019-06-30 05-PM,ETHJPY,32805,32900,32795,32900,20.31,666264.31
2019-06-30 04-PM,ETHJPY,32465,32900,31880,32805,103.22,3318847.0
2019-06-30 03-PM,ETHJPY,32420,32630,32100,32465,55.57,1796730.97
2019-06-30 02-PM,ETHJPY,32150,32500,31670,32420,222.72,7142106.3
2019-06-30 01-PM,ETHJPY,32995,33065,32150,32150,206.38,6707196.91
2019-06-30 12-PM,ETHJPY,32715,32995,32700,32995,88.44,2900792.59
2019-06-30 11-AM,ETHJPY,33005,33225,32590,32715,45.18,1485457.12
2019-06-30 10-AM,ETHJPY,33545,33800,32500,33005,107.03,3516166.87
2019-06-30 09-AM,ETHJPY,33595,33795,33300,33545,37.62,1259955.63
2019-06-30 08-AM,ETHJPY,33220,33595,33215,33595,49.99,1672914.16
2019-06-30 07-AM,ETHJPY,34015,34315,33200,33220,109.48,3674095.35
2019-06-30 06-AM,ETHJPY,34325,34545,34015,34015,63.65,2178320.68
2019-06-30 05-AM,ETHJPY,34545,34545,34130,34325,87.75,3013011.7
2019-06-30 04-AM,ETHJPY,34250,34680,34205,34545,41.28,1419814.0
2019-06-30 03-AM,ETHJPY,34425,34660,34205,34250,111.03,3822655.1
2019-06-30 02-AM,ETHJPY,34800,34800,34305,34425,116.48,4008659.96
2019-06-30 01-AM,ETHJPY,34815,34950,34145,34800,83.65,2890923.23
2019-06-30 12-AM,ETHJPY,34605,35000,34445,34815,122.79,4289025.17
2019-06-29 11-PM,ETHJPY,34155,34995,34100,34605,136.48,4708112.35
2019-06-29 10-PM,ETHJPY,33795,34155,33645,34155,32.1,1092832.6
2019-06-29 09-PM,ETHJPY,34045,34050,33355,33795,140.09,4753683.23
2019-06-29 08-PM,ETHJPY,33420,34045,33415,34045,14.46,486455.9
2019-06-29 07-PM,ETHJPY,33650,33700,33420,33420,8.662,290594.41
2019-06-29 06-PM,ETHJPY,33800,34445,33400,33650,112.7,3804411.1
2019-06-29 05-PM,ETHJPY,33005,33945,32950,33800,115.52,3877234.82
2019-06-29 04-PM,ETHJPY,33010,33100,32510,33005,51.49,1693984.94
2019-06-29 03-PM,ETHJPY,33070,33150,33000,33010,18.94,625359.38
2019-06-29 02-PM,ETHJPY,32960,33325,32950,33070,32.84,1087257.09
2019-06-29 01-PM,ETHJPY,33150,33490,32920,32960,89.44,2972322.86
2019-06-29 12-PM,ETHJPY,33255,33495,32820,33150,46.91,1554544.41
2019-06-29 11-AM,ETHJPY,32995,33255,32500,33255,87.72,2901518.21
2019-06-29 10-AM,ETHJPY,32400,32995,32200,32995,71.55,2336275.63
2019-06-29 09-AM,ETHJPY,32460,32700,32400,32400,49.64,1618908.62
2019-06-29 08-AM,ETHJPY,32765,32765,32400,32460,31.52,1023941.94
2019-06-29 07-AM,ETHJPY,32580,32765,32450,32765,19.36,629946.35
2019-06-29 06-AM,ETHJPY,32250,32580,32130,32580,40.52,1312497.83
2019-06-29 05-AM,ETHJPY,32310,32395,32250,32250,15.58,503712.03
2019-06-29 04-AM,ETHJPY,32020,32310,31800,32310,54.67,1750709.13
2019-06-29 03-AM,ETHJPY,32360,32425,32020,32020,74.54,2396342.77
2019-06-29 02-AM,ETHJPY,33150,33150,32050,32360,219.99,7134413.39
2019-06-29 01-AM,ETHJPY,33435,33520,33100,33150,34.86,1159914.29
2019-06-29 12-AM,ETHJPY,33595,33595,33200,33435,46.85,1565564.97
2019-06-28 11-PM,ETHJPY,33325,33805,33325,33595,84.8,2856810.3
2019-06-28 10-PM,ETHJPY,33630,33745,33220,33325,35.59,1187817.77
2019-06-28 09-PM,ETHJPY,33300,33745,33200,33630,42.85,1430675.98
2019-06-28 08-PM,ETHJPY,33350,33700,33050,33300,40.2,1347006.41
2019-06-28 07-PM,ETHJPY,33170,33660,33170,33350,70.47,2358036.77
2019-06-28 06-PM,ETHJPY,33185,33190,33000,33170,9.727,321669.26
2019-06-28 05-PM,ETHJPY,32970,33185,32900,33185,5.45,179594.81
2019-06-28 04-PM,ETHJPY,33150,33395,32900,32970,52.84,1748126.42
2019-06-28 03-PM,ETHJPY,32905,33500,32905,33150,29.56,984770.58
2019-06-28 02-PM,ETHJPY,32980,33195,32900,32905,22.61,746546.56
2019-06-28 01-PM,ETHJPY,32890,32995,32500,32980,42.75,1400856.47
2019-06-28 12-PM,ETHJPY,33495,33495,32580,32890,126.14,4147281.34
2019-06-28 11-AM,ETHJPY,33300,33495,32955,33495,48.47,1607997.44
2019-06-28 10-AM,ETHJPY,33290,33470,32980,33300,115.67,3841508.92
2019-06-28 09-AM,ETHJPY,33195,33470,32975,33290,138.67,4601225.59
2019-06-28 08-AM,ETHJPY,32230,33225,32230,33195,123.67,4061884.25
2019-06-28 07-AM,ETHJPY,32700,32850,32230,32230,139.96,4534536.11
2019-06-28 06-AM,ETHJPY,32000,32900,31820,32700,128.89,4176152.07
2019-06-28 05-AM,ETHJPY,32190,32190,31700,32000,51.57,1647501.66
2019-06-28 04-AM,ETHJPY,31555,32190,31555,32190,67.03,2138718.38
2019-06-28 03-AM,ETHJPY,32045,32435,31315,31555,543.32,17308916.08
2019-06-28 02-AM,ETHJPY,32340,32800,32045,32045,465.74,15134019.24
2019-06-28 01-AM,ETHJPY,32695,32880,32120,32340,153.25,4978204.24
2019-06-28 12-AM,ETHJPY,32035,32745,32000,32695,144.07,4643313.79
2019-06-27 11-PM,ETHJPY,32700,32995,32005,32035,284.61,9282325.62
2019-06-27 10-PM,ETHJPY,31700,32990,31700,32700,230.22,7480681.45
2019-06-27 09-PM,ETHJPY,31250,32250,30505,31700,215.49,6818653.79
2019-06-27 08-PM,ETHJPY,31000,31500,30100,31250,151.75,4672099.77
