Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume PAY,Volume ETH
2019-07-16,PAYETH,0.0007061,0.0007061,0.0003659,0.0006052,25429.51,15.64
2019-07-15,PAYETH,0.00067,0.0007144,0.0006425,0.0007061,65684.58,44.48
2019-07-14,PAYETH,0.000664,0.0007025,0.0006308,0.00067,21510.4,14.32
2019-07-13,PAYETH,0.0006846,0.0006846,0.00065,0.000664,541.18,0.3563
2019-07-12,PAYETH,0.0006023,0.000774,0.0006023,0.0006846,35169.41,25.78
2019-07-11,PAYETH,0.0006111,0.0006498,0.0005761,0.0006023,9637.18,5.856
2019-07-10,PAYETH,0.000625,0.0006401,0.0006111,0.0006111,6892.02,4.334
2019-07-09,PAYETH,0.0006607,0.0006799,0.0006182,0.000625,33028.94,21.17
2019-07-08,PAYETH,0.0007236,0.0007236,0.0006525,0.0006607,8001.45,5.316
2019-07-07,PAYETH,0.000695,0.0007236,0.000665,0.0007236,611.21,0.4248
2019-07-06,PAYETH,0.0006561,0.0007468,0.0006346,0.000695,20406.64,14.74
2019-07-05,PAYETH,0.0006618,0.0006705,0.0006353,0.0006561,14404.78,9.378
2019-07-04,PAYETH,0.0006582,0.0006877,0.0006338,0.0006618,9257.27,6.075
2019-07-03,PAYETH,0.0006848,0.0007113,0.0006209,0.0006582,13862.7,9.159
2019-07-02,PAYETH,0.000701,0.0007278,0.0006848,0.0006848,5922.92,4.175
2019-07-01,PAYETH,0.0006883,0.0007795,0.0006883,0.000701,5733.05,4.219
2019-06-30,PAYETH,0.0006558,0.00073,0.0006383,0.0006883,7151.39,4.964
2019-06-29,PAYETH,0.0006618,0.000697,0.000625,0.0006558,3459.95,2.273
2019-06-28,PAYETH,0.0006651,0.0007141,0.0006508,0.0006618,17618.53,11.78
2019-06-27,PAYETH,0.0006815,0.0007875,0.0006311,0.0006651,46868.9,31.48
2019-06-26,PAYETH,0.0007601,0.0008265,0.0006394,0.0006815,56694.68,40.19
2019-06-25,PAYETH,0.0007848,0.000873,0.00075,0.0007601,17199.61,13.63
2019-06-24,PAYETH,0.000731,0.0007848,0.000731,0.0007848,10234.93,7.78
2019-06-23,PAYETH,0.000751,0.0008289,0.000731,0.000731,38119.47,28.5
2019-06-22,PAYETH,0.0007861,0.0007861,0.0006272,0.000751,67370.29,50.29
2019-06-21,PAYETH,0.0008552,0.0008717,0.0007811,0.0007861,9817.9,8.077
2019-06-20,PAYETH,0.0009158,0.0009255,0.0008552,0.0008552,3722.35,3.336
2019-06-19,PAYETH,0.0009295,0.0009464,0.0008966,0.0009158,25783.06,23.83
2019-06-18,PAYETH,0.0008941,0.0009508,0.0008941,0.0009295,9137.41,8.416
2019-06-17,PAYETH,0.0009222,0.0009536,0.0008848,0.0008941,14586.62,13.31
2019-06-16,PAYETH,0.0009349,0.0009498,0.000884,0.0009222,26827.98,24.62
2019-06-15,PAYETH,0.000958,0.001004,0.0009191,0.0009349,26968.01,25.69
2019-06-14,PAYETH,0.00108,0.001093,0.00095,0.000958,35642.54,36.8
2019-06-13,PAYETH,0.00102,0.001125,0.000977,0.00108,44836.49,45.93
2019-06-12,PAYETH,0.001078,0.001102,0.00102,0.00102,21046.87,22.1
2019-06-11,PAYETH,0.00117,0.001219,0.001067,0.001078,7780.58,8.602
2019-06-10,PAYETH,0.001099,0.001237,0.001057,0.00117,10072.06,11.32
2019-06-09,PAYETH,0.001111,0.00128,0.00108,0.001099,125572.17,143.98
2019-06-08,PAYETH,0.0009994,0.00112,0.0009994,0.001111,13524.73,14.28
2019-06-07,PAYETH,0.0009848,0.001061,0.000977,0.0009994,6596.86,6.739
2019-06-06,PAYETH,0.000934,0.00101,0.000934,0.0009848,9470.34,9.39
2019-06-05,PAYETH,0.0009355,0.000958,0.0009211,0.000934,2011.56,1.9
2019-06-04,PAYETH,0.000937,0.000979,0.00091,0.0009355,13240.51,12.49
2019-06-03,PAYETH,0.0009742,0.0009997,0.000935,0.000937,15550.62,14.9
2019-06-02,PAYETH,0.000957,0.001084,0.0009493,0.0009742,22268.85,22.01
2019-06-01,PAYETH,0.0009221,0.000957,0.0009022,0.000957,2509.62,2.32
2019-05-31,PAYETH,0.0009178,0.001024,0.0009036,0.0009221,8084.87,7.72
2019-05-30,PAYETH,0.0009239,0.00097,0.0008611,0.0009178,25799.65,23.28
2019-05-29,PAYETH,0.0009245,0.0009538,0.0009,0.0009239,21088.97,19.23
2019-05-28,PAYETH,0.000928,0.000955,0.0009208,0.0009245,7453.31,6.91
2019-05-27,PAYETH,0.0009461,0.0009693,0.000928,0.000928,2411.98,2.3
2019-05-26,PAYETH,0.0009888,0.001019,0.0009461,0.0009461,7431.63,7.42
2019-05-25,PAYETH,0.0009958,0.0009988,0.0009601,0.0009888,6165.95,6.08
2019-05-24,PAYETH,0.0009976,0.001026,0.000986,0.0009958,14211.81,14.34
2019-05-23,PAYETH,0.0009783,0.001181,0.0009704,0.0009976,22973.21,25.63
2019-05-22,PAYETH,0.0009802,0.0009872,0.0009503,0.0009783,1407.81,1.37
2019-05-21,PAYETH,0.000933,0.001191,0.0009084,0.0009802,10461.75,10.8
2019-05-20,PAYETH,0.000934,0.0009572,0.00092,0.000933,1815.39,1.68
2019-05-19,PAYETH,0.0009649,0.0009649,0.000921,0.000934,3445.72,3.26
2019-05-18,PAYETH,0.0009842,0.00101,0.0009649,0.0009649,19642.7,19.69
2019-05-17,PAYETH,0.000983,0.001021,0.000946,0.0009842,12138.54,11.65
2019-05-16,PAYETH,0.00107,0.001128,0.0009506,0.000983,77435.92,78.67
2019-05-15,PAYETH,0.001076,0.00115,0.00105,0.00107,41324.17,44.35
2019-05-14,PAYETH,0.001101,0.001265,0.001076,0.001076,16389.19,18.19
2019-05-13,PAYETH,0.001165,0.00148,0.001101,0.001101,37789.85,44.7
2019-05-12,PAYETH,0.001262,0.001312,0.001158,0.001165,43971.6,52.91
2019-05-11,PAYETH,0.001318,0.001374,0.00122,0.001262,46458.05,59.97
2019-05-10,PAYETH,0.00131,0.001355,0.0013,0.001318,20478.14,27.08
2019-05-09,PAYETH,0.001371,0.0014,0.00131,0.00131,2178.58,2.96
2019-05-08,PAYETH,0.001376,0.001384,0.00133,0.001371,11287.74,15.07
2019-05-07,PAYETH,0.001395,0.001395,0.00133,0.001354,3031.44,4.13
2019-05-06,PAYETH,0.001566,0.001632,0.001374,0.001395,14512.47,21.5
2019-05-05,PAYETH,0.001418,0.001567,0.001418,0.001566,4631.64,7.0
2019-05-04,PAYETH,0.001485,0.001502,0.001383,0.001418,27966.3,39.4
2019-05-03,PAYETH,0.0015,0.001511,0.00143,0.001485,1467.57,2.14
2019-05-02,PAYETH,0.001483,0.0015,0.001454,0.0015,2007.85,2.93
2019-05-01,PAYETH,0.00152,0.00152,0.001442,0.001483,29852.59,43.43
2019-04-30,PAYETH,0.001485,0.001534,0.001481,0.00152,3090.98,4.7
2019-04-29,PAYETH,0.001566,0.00159,0.00148,0.001485,4264.56,6.53
2019-04-28,PAYETH,0.001533,0.001624,0.001533,0.001566,404.44,0.6437
2019-04-27,PAYETH,0.001591,0.001681,0.001532,0.001533,3231.29,5.14
2019-04-26,PAYETH,0.001517,0.001765,0.00148,0.001591,23330.26,37.02
2019-04-25,PAYETH,0.00148,0.001521,0.001444,0.001517,689.34,1.01
2019-04-24,PAYETH,0.001549,0.001556,0.00143,0.00148,5101.64,7.6
2019-04-23,PAYETH,0.001574,0.001574,0.0015,0.001549,6681.74,10.09
2019-04-22,PAYETH,0.001576,0.001621,0.001545,0.001574,10303.03,16.21
2019-04-21,PAYETH,0.001629,0.001638,0.001521,0.001576,9286.2,14.53
2019-04-20,PAYETH,0.00171,0.00171,0.001606,0.001629,17277.93,28.27
2019-04-19,PAYETH,0.001641,0.001754,0.001623,0.00171,15158.0,26.18
2019-04-18,PAYETH,0.001673,0.001673,0.00159,0.001641,29598.32,47.96
2019-04-17,PAYETH,0.001713,0.001713,0.001604,0.001673,45055.5,74.42
2019-04-16,PAYETH,0.00178,0.001787,0.00169,0.001713,4047.73,7.0
2019-04-15,PAYETH,0.00183,0.001831,0.001704,0.00178,9885.2,17.62
2019-04-14,PAYETH,0.001844,0.001856,0.00183,0.00183,874.27,1.61
2019-04-13,PAYETH,0.001831,0.001879,0.001831,0.001844,11410.69,21.01
2019-04-12,PAYETH,0.00188,0.001898,0.001801,0.001831,8270.19,15.23
2019-04-11,PAYETH,0.001968,0.002073,0.001821,0.00188,38174.51,74.77
2019-04-10,PAYETH,0.001871,0.001991,0.00185,0.001968,23113.17,44.06
2019-04-09,PAYETH,0.001961,0.001974,0.001857,0.001871,9147.53,17.41
2019-04-08,PAYETH,0.002173,0.002173,0.001883,0.001961,38150.25,76.85
2019-04-07,PAYETH,0.00203,0.0026,0.00203,0.002173,280285.04,648.01
2019-04-06,PAYETH,0.001967,0.002087,0.001951,0.00203,68359.68,138.86
2019-04-05,PAYETH,0.00194,0.001988,0.001914,0.001967,12768.46,25.04
2019-04-04,PAYETH,0.001959,0.00203,0.00188,0.00194,22348.45,44.26
2019-04-03,PAYETH,0.00185,0.00203,0.0018,0.001959,63518.78,122.65
2019-04-02,PAYETH,0.002073,0.002098,0.00184,0.00185,53537.8,105.86
2019-04-01,PAYETH,0.002173,0.002186,0.002005,0.002073,40778.91,84.69
2019-03-19,PAYETH,0.001913,0.001913,0.001913,0.001913,0.0,0.0
2019-03-18,PAYETH,0.001916,0.001929,0.00187,0.001913,1680.16,3.17
2019-03-17,PAYETH,0.001901,0.001916,0.001901,0.001916,1505.66,2.88
2019-03-16,PAYETH,0.002016,0.002016,0.001901,0.001901,5718.53,11.11
2019-03-15,PAYETH,0.001988,0.002281,0.001959,0.002016,74281.01,155.43
2019-03-14,PAYETH,0.001988,0.002016,0.001946,0.001988,6830.82,13.52
2019-03-13,PAYETH,0.00201,0.002144,0.00195,0.001988,54248.97,111.27
2019-03-12,PAYETH,0.001921,0.002621,0.00186,0.00201,58023.13,121.3
2019-03-11,PAYETH,0.0021,0.0021,0.001921,0.001921,19978.69,39.39
2019-03-10,PAYETH,0.002315,0.002626,0.00202,0.0021,18599.85,44.64
2019-03-09,PAYETH,0.001706,0.0024,0.001706,0.002315,42191.98,90.21
2019-03-08,PAYETH,0.001635,0.001901,0.001635,0.001706,6718.82,12.0
2019-03-07,PAYETH,0.001636,0.001724,0.001618,0.001635,6659.95,11.1
2019-03-06,PAYETH,0.00164,0.001652,0.00162,0.001636,8990.85,14.79
2019-03-05,PAYETH,0.0017,0.00177,0.00164,0.00164,2143.34,3.59
2019-03-04,PAYETH,0.00177,0.00177,0.001674,0.0017,5641.71,9.69
2019-03-03,PAYETH,0.001715,0.00177,0.001694,0.00177,2266.65,3.88
2019-03-02,PAYETH,0.001691,0.001715,0.001691,0.001715,498.22,0.8542
2019-03-01,PAYETH,0.00166,0.001711,0.00166,0.001691,343.6,0.5775
2019-02-28,PAYETH,0.001752,0.001752,0.001752,0.001752,0.0,0.0
2019-02-27,PAYETH,0.00168,0.001775,0.00167,0.001752,11374.97,19.47
2019-02-26,PAYETH,0.001695,0.00177,0.001669,0.00168,9795.11,16.71
2019-02-25,PAYETH,0.00177,0.00177,0.001641,0.001695,16589.1,27.39
2019-02-24,PAYETH,0.001554,0.00177,0.00155,0.00177,38352.61,64.23
2019-02-23,PAYETH,0.001642,0.00168,0.001539,0.001554,15669.24,25.25
2019-02-22,PAYETH,0.00165,0.00165,0.001605,0.001642,1436.65,2.34
2019-02-21,PAYETH,0.001673,0.001684,0.00161,0.00165,15386.68,25.0
2019-02-20,PAYETH,0.00168,0.001711,0.00164,0.001673,8967.37,15.17
2019-02-19,PAYETH,0.001729,0.001729,0.00166,0.00168,17134.15,28.49
2019-02-18,PAYETH,0.00177,0.00185,0.00168,0.001729,20537.65,35.78
2019-02-17,PAYETH,0.002021,0.002094,0.00174,0.00177,14090.04,25.9
2019-02-16,PAYETH,0.001976,0.002125,0.001908,0.002021,24449.95,48.85
2019-02-15,PAYETH,0.00195,0.00209,0.001889,0.001976,8333.79,16.47
2019-02-14,PAYETH,0.001959,0.002029,0.001882,0.00195,8085.84,15.61
2019-02-13,PAYETH,0.00191,0.002064,0.00189,0.001959,17810.86,35.05
2019-02-12,PAYETH,0.00189,0.001977,0.00189,0.00191,2991.49,5.81
2019-02-11,PAYETH,0.0019,0.001967,0.00189,0.00189,14234.9,27.15
2019-02-10,PAYETH,0.002016,0.002069,0.0019,0.0019,14952.5,29.51
2019-02-09,PAYETH,0.00207,0.00209,0.002016,0.002016,9581.66,19.58
2019-02-08,PAYETH,0.00222,0.00232,0.00207,0.00207,15240.93,32.36
2019-02-07,PAYETH,0.002164,0.00222,0.002124,0.00222,70537.35,149.99
2019-02-06,PAYETH,0.00224,0.002272,0.002129,0.002164,18026.07,39.17
2019-02-05,PAYETH,0.00224,0.00224,0.00224,0.00224,0.0,0.0
2019-02-04,PAYETH,0.002286,0.002288,0.00224,0.00224,805.09,1.83
2019-02-03,PAYETH,0.0023,0.002342,0.00226,0.002286,7999.19,18.38
2019-02-02,PAYETH,0.002352,0.002375,0.002288,0.0023,7433.89,17.18
2019-02-01,PAYETH,0.00234,0.002401,0.00218,0.002352,17688.42,39.97
2019-01-31,PAYETH,0.002374,0.002423,0.0023,0.00234,13534.35,31.97
2019-01-30,PAYETH,0.002626,0.002626,0.002364,0.002374,3323.88,8.13
2019-01-29,PAYETH,0.002501,0.002766,0.002433,0.002626,18084.95,46.69
2019-01-28,PAYETH,0.00243,0.002501,0.002233,0.002501,10930.64,25.92
2019-01-27,PAYETH,0.002588,0.002588,0.002325,0.00243,21270.25,51.95
2019-01-26,PAYETH,0.002661,0.0028,0.002581,0.002588,5695.42,15.23
2019-01-25,PAYETH,0.00265,0.00304,0.0026,0.002661,28516.39,80.63
2019-01-24,PAYETH,0.002802,0.002802,0.002526,0.00265,32139.09,84.68
2019-01-23,PAYETH,0.003076,0.003141,0.002726,0.002802,34016.49,98.27
2019-01-22,PAYETH,0.003728,0.003728,0.00302,0.003076,54452.9,181.03
2019-01-21,PAYETH,0.003913,0.004131,0.003503,0.003728,139717.33,539.27
2019-01-20,PAYETH,0.002959,0.003913,0.00276,0.003913,105022.23,337.17
2019-01-19,PAYETH,0.002407,0.0031,0.002381,0.002959,135394.05,378.59
2019-01-18,PAYETH,0.001993,0.00265,0.00156,0.002407,133513.14,296.37
2019-01-17,PAYETH,0.00171,0.00205,0.00171,0.001993,169009.5,326.37
2019-01-16,PAYETH,0.001401,0.00176,0.001401,0.00171,102422.36,159.46
2019-01-15,PAYETH,0.001285,0.00143,0.001285,0.001401,31613.99,42.6
2019-01-14,PAYETH,0.001368,0.00144,0.001285,0.001285,51193.38,67.49
2019-01-13,PAYETH,0.001331,0.00141,0.001326,0.001368,7850.27,10.71
2019-01-12,PAYETH,0.00135,0.001383,0.001313,0.001331,40563.55,54.84
2019-01-11,PAYETH,0.001264,0.001411,0.001261,0.00135,28053.13,36.58
2019-01-10,PAYETH,0.001315,0.001394,0.00121,0.001264,109534.04,140.62
2019-01-09,PAYETH,0.001373,0.001373,0.00126,0.001315,166810.67,218.06
2019-01-08,PAYETH,0.0014,0.00143,0.001326,0.001373,91978.76,125.51
2019-01-07,PAYETH,0.00142,0.001446,0.00134,0.0014,38736.7,54.2
2019-01-06,PAYETH,0.001413,0.0015,0.0014,0.00142,10785.74,15.36
2019-01-05,PAYETH,0.00142,0.001438,0.00135,0.001413,42952.39,59.73
2019-01-04,PAYETH,0.001458,0.001602,0.00136,0.00142,82744.04,115.3
2019-01-03,PAYETH,0.001572,0.001598,0.00139,0.001458,154172.27,226.19
2019-01-02,PAYETH,0.001744,0.001844,0.00152,0.001572,78862.52,126.81
2019-01-01,PAYETH,0.001855,0.0019,0.001706,0.001744,57568.24,103.24
2018-12-31,PAYETH,0.001874,0.002,0.0018,0.001855,210858.74,400.42
2018-12-30,PAYETH,0.002691,0.003081,0.001407,0.001874,727527.73,1502.15
2018-12-29,PAYETH,0.002701,0.0033,0.002569,0.002691,227490.79,685.35
2018-12-28,PAYETH,0.002801,0.00281,0.002412,0.002701,108017.22,285.47
2018-12-27,PAYETH,0.002754,0.00286,0.002496,0.002801,72874.07,196.7
2018-12-26,PAYETH,0.00319,0.00319,0.002603,0.002754,107420.81,294.72
2018-12-25,PAYETH,0.00314,0.0034,0.00285,0.00319,70242.84,216.84
2018-12-24,PAYETH,0.0034,0.00344,0.0029,0.00314,48991.95,150.86
2018-12-23,PAYETH,0.00398,0.00398,0.0034,0.0034,28141.97,99.64
2018-12-22,PAYETH,0.0044,0.00451,0.003802,0.00398,27149.81,113.35
2018-12-21,PAYETH,0.004089,0.0044,0.003841,0.0044,17960.34,73.12
2018-12-20,PAYETH,0.00445,0.0047,0.00397,0.004089,48140.02,206.93
2018-12-19,PAYETH,0.00479,0.004816,0.004111,0.00445,47850.84,211.58
2018-12-18,PAYETH,0.004818,0.005435,0.00432,0.00479,79509.14,364.39
2018-12-17,PAYETH,0.005741,0.005741,0.004726,0.004818,82375.52,418.2
2018-12-16,PAYETH,0.00541,0.008137,0.004713,0.005741,145575.35,843.64
2018-12-15,PAYETH,0.004116,0.005412,0.003986,0.00541,147183.78,706.99
2018-12-14,PAYETH,0.00441,0.00441,0.004026,0.004116,159044.71,682.72
2018-12-13,PAYETH,0.00382,0.00464,0.003724,0.00441,116641.53,480.09
2018-12-12,PAYETH,0.0037,0.003976,0.003348,0.00382,80362.36,295.51
2018-12-11,PAYETH,0.002989,0.003996,0.002878,0.0037,290261.72,1039.47
2018-12-10,PAYETH,0.002693,0.0032,0.002693,0.002989,39799.8,115.15
2018-12-09,PAYETH,0.00261,0.00274,0.00261,0.002693,21186.38,56.97
2018-12-08,PAYETH,0.00264,0.00274,0.00259,0.00261,23573.22,63.54
2018-12-07,PAYETH,0.002804,0.003,0.00263,0.00264,53146.36,151.28
2018-12-06,PAYETH,0.0027,0.002851,0.002623,0.002804,26118.2,71.3
2018-12-05,PAYETH,0.002598,0.002753,0.002553,0.0027,24082.31,63.72
2018-12-04,PAYETH,0.0025,0.00267,0.002485,0.002598,20475.17,52.74
2018-12-03,PAYETH,0.00247,0.0026,0.00244,0.0025,8571.66,21.51
2018-12-02,PAYETH,0.002398,0.002509,0.002398,0.00247,2518.85,6.24
2018-12-01,PAYETH,0.00244,0.002529,0.00237,0.002398,6989.16,17.07
2018-11-30,PAYETH,0.002509,0.00266,0.00233,0.002408,19446.77,49.63
2018-11-29,PAYETH,0.002454,0.00261,0.002433,0.002509,17107.08,43.01
2018-11-28,PAYETH,0.002292,0.002522,0.002258,0.002454,41215.3,99.25
2018-11-27,PAYETH,0.002325,0.002533,0.002292,0.002292,36742.15,88.31
2018-11-26,PAYETH,0.0024,0.0024,0.00228,0.002325,43427.59,101.06
2018-11-25,PAYETH,0.002485,0.002675,0.002329,0.0024,28762.44,70.33
2018-11-24,PAYETH,0.0026,0.0026,0.002485,0.002485,26391.63,67.0
2018-11-23,PAYETH,0.002553,0.002723,0.002546,0.0026,26431.93,68.32
2018-11-22,PAYETH,0.0026,0.002717,0.002501,0.002553,13532.4,34.91
2018-11-21,PAYETH,0.00248,0.00268,0.00237,0.0026,23088.34,59.4
2018-11-20,PAYETH,0.002451,0.00258,0.002391,0.00248,52462.49,128.68
2018-11-19,PAYETH,0.00265,0.002723,0.00245,0.002451,30084.54,76.29
2018-11-18,PAYETH,0.002652,0.002682,0.002453,0.00265,30266.52,78.26
2018-11-17,PAYETH,0.002609,0.002808,0.002556,0.002652,8554.25,23.03
2018-11-16,PAYETH,0.002594,0.00266,0.00254,0.002609,13725.89,35.52
2018-11-15,PAYETH,0.002653,0.002673,0.002546,0.002594,24629.96,64.1
2018-11-14,PAYETH,0.002622,0.002708,0.00255,0.002653,12919.81,33.75
2018-11-13,PAYETH,0.00265,0.00265,0.002558,0.002622,13928.36,36.38
2018-11-12,PAYETH,0.002704,0.002704,0.002596,0.00265,19666.22,51.65
2018-11-11,PAYETH,0.002657,0.002843,0.002624,0.002704,6951.02,18.66
2018-11-10,PAYETH,0.002732,0.002732,0.00265,0.002657,387.37,1.05
2018-11-09,PAYETH,0.002678,0.002732,0.002651,0.002732,10229.03,27.4
2018-11-08,PAYETH,0.002759,0.002787,0.002651,0.002678,2415.27,6.52
2018-11-07,PAYETH,0.002644,0.002759,0.002623,0.002759,12483.53,33.46
2018-11-06,PAYETH,0.002719,0.002759,0.002644,0.002644,9491.65,25.92
2018-11-05,PAYETH,0.002683,0.002759,0.002645,0.002719,6566.33,18.01
2018-11-04,PAYETH,0.002851,0.002865,0.002644,0.002683,10855.17,29.62
2018-11-03,PAYETH,0.002923,0.002923,0.002803,0.002851,6785.67,19.41
2018-11-02,PAYETH,0.00301,0.00301,0.002923,0.002923,132.29,0.3912
2018-11-01,PAYETH,0.003,0.003012,0.002891,0.00301,17385.63,50.97
2018-10-31,PAYETH,0.003037,0.00304,0.00298,0.003,5644.84,17.06
2018-10-30,PAYETH,0.003002,0.003073,0.002945,0.003037,4050.45,12.04
2018-10-29,PAYETH,0.003001,0.0032,0.002902,0.003002,24472.92,73.51
2018-10-28,PAYETH,0.002865,0.003001,0.002829,0.003001,14181.53,41.29
2018-10-27,PAYETH,0.00286,0.00289,0.002857,0.002865,7756.5,22.2
2018-10-26,PAYETH,0.002858,0.002902,0.002829,0.00286,12481.04,35.51
2018-10-25,PAYETH,0.0028,0.003551,0.0028,0.002858,83425.9,254.36
2018-10-24,PAYETH,0.00284,0.0029,0.0028,0.0028,10428.08,29.58
2018-10-23,PAYETH,0.002846,0.00295,0.0028,0.00284,13869.02,39.63
2018-10-22,PAYETH,0.0027,0.002846,0.002688,0.002846,9510.27,26.67
2018-10-21,PAYETH,0.002809,0.002809,0.0027,0.0027,3144.95,8.58
2018-10-20,PAYETH,0.002773,0.002811,0.002683,0.002809,6752.56,18.5
2018-10-19,PAYETH,0.002818,0.002818,0.00266,0.002773,14922.58,40.16
2018-10-18,PAYETH,0.002836,0.002922,0.002699,0.002818,14671.24,40.39
2018-10-17,PAYETH,0.002774,0.002866,0.002713,0.002836,3693.17,10.36
2018-10-16,PAYETH,0.00286,0.00286,0.00285,0.00285,0.0,0.0
2018-10-15,PAYETH,0.00294,0.00294,0.002762,0.00286,10085.8,28.6
2018-10-14,PAYETH,0.002917,0.002977,0.002898,0.00294,5158.88,15.03
2018-10-13,PAYETH,0.002849,0.00298,0.002847,0.002917,5281.48,15.51
2018-10-12,PAYETH,0.002962,0.00299,0.002818,0.002849,12839.04,37.57
2018-10-11,PAYETH,0.002825,0.003,0.002807,0.002962,44748.97,131.05
2018-10-10,PAYETH,0.00285,0.0029,0.002825,0.002825,13374.53,38.07
2018-10-09,PAYETH,0.00287,0.00291,0.00285,0.00285,2968.3,8.51
2018-10-08,PAYETH,0.00294,0.003,0.002869,0.00287,11516.11,33.9
2018-10-07,PAYETH,0.002961,0.003039,0.00294,0.00294,5046.8,15.11
2018-10-06,PAYETH,0.00296,0.00321,0.00295,0.002961,5742.67,17.24
2018-10-05,PAYETH,0.00298,0.00308,0.00296,0.00296,3505.91,10.64
2018-10-04,PAYETH,0.00301,0.00305,0.00297,0.00298,3087.99,9.36
2018-10-03,PAYETH,0.00292,0.00301,0.00292,0.00301,2799.21,8.32
2018-10-02,PAYETH,0.00297,0.00302,0.002908,0.00292,4920.28,14.46
2018-10-01,PAYETH,0.0029,0.00305,0.002872,0.00297,46581.98,137.08
2018-09-30,PAYETH,0.00305,0.00305,0.002869,0.0029,21187.43,61.7
2018-09-29,PAYETH,0.003082,0.003082,0.0029,0.00305,3101.67,9.52
2018-09-28,PAYETH,0.002999,0.003082,0.002903,0.003082,4219.64,12.56
2018-09-27,PAYETH,0.002963,0.0032,0.002933,0.002999,8521.27,25.64
2018-09-26,PAYETH,0.002993,0.0031,0.002933,0.002963,8623.06,25.99
2018-09-25,PAYETH,0.00301,0.003113,0.002933,0.002993,11869.18,36.22
2018-09-24,PAYETH,0.002993,0.003334,0.0029,0.00301,9146.95,28.66
2018-09-23,PAYETH,0.002932,0.0031,0.002903,0.002993,2178.93,6.45
2018-09-22,PAYETH,0.00299,0.0031,0.002903,0.002932,5522.77,16.27
2018-09-21,PAYETH,0.003153,0.003308,0.002904,0.00299,5376.08,16.78
2018-09-20,PAYETH,0.00321,0.003693,0.003072,0.003153,24099.51,79.35
2018-09-19,PAYETH,0.003085,0.00326,0.003041,0.00321,9806.11,30.77
2018-09-18,PAYETH,0.003147,0.00326,0.003026,0.003085,9151.45,28.97
2018-09-17,PAYETH,0.003,0.003178,0.002898,0.003147,9709.81,29.59
2018-09-16,PAYETH,0.002922,0.003,0.00284,0.003,20227.78,59.44
2018-09-15,PAYETH,0.003047,0.003109,0.00286,0.002922,1689.48,5.0
2018-09-14,PAYETH,0.003085,0.003085,0.0029,0.003047,9039.39,26.79
2018-09-13,PAYETH,0.003375,0.0034,0.003085,0.003085,13840.9,43.74
2018-09-12,PAYETH,0.003489,0.00382,0.003238,0.003375,32486.32,116.23
2018-09-11,PAYETH,0.003277,0.003549,0.0032,0.003489,55944.81,188.87
2018-09-10,PAYETH,0.003026,0.003412,0.00299,0.003277,20774.56,67.59
2018-09-09,PAYETH,0.00295,0.003111,0.00291,0.003026,17711.0,53.73
2018-09-08,PAYETH,0.002866,0.00299,0.00276,0.00295,27867.7,80.6
2018-09-07,PAYETH,0.002809,0.002895,0.00276,0.002866,13401.49,37.98
2018-09-06,PAYETH,0.002699,0.00282,0.002593,0.002809,70399.44,189.87
2018-09-05,PAYETH,0.002515,0.002699,0.002465,0.002699,29720.87,78.86
