Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ZAI,Volume FJPY
2019-05-09,ZAIFJPY,0.197,0.2014,0.1949,0.1955,15708333.3,3119086.01
2019-05-08,ZAIFJPY,0.2,0.2001,0.1921,0.197,11501888.9,2262233.65
2019-05-07,ZAIFJPY,0.2032,0.2043,0.2001,0.202,9406619.7,1894668.17
2019-05-06,ZAIFJPY,0.2053,0.2065,0.195,0.2032,15246174.4,3046733.92
2019-05-05,ZAIFJPY,0.206,0.2085,0.2053,0.2053,2362411.8,488196.71
2019-05-04,ZAIFJPY,0.2061,0.2162,0.2012,0.206,24389276.8,5018961.46
2019-05-03,ZAIFJPY,0.203,0.2086,0.202,0.2061,22021407.9,4514416.33
2019-05-02,ZAIFJPY,0.2044,0.207,0.201,0.203,8333754.6,1700421.25
2019-05-01,ZAIFJPY,0.2053,0.209,0.2011,0.2044,6357560.1,1308206.92
2019-04-30,ZAIFJPY,0.1988,0.2129,0.1985,0.2053,26354155.3,5375511.1
2019-04-29,ZAIFJPY,0.1984,0.2037,0.1984,0.1988,11936207.8,2387747.63
2019-04-28,ZAIFJPY,0.2019,0.2031,0.1984,0.1984,4600106.6,925164.1
2019-04-27,ZAIFJPY,0.205,0.2088,0.2002,0.206,8273871.0,1679535.7
2019-04-26,ZAIFJPY,0.1977,0.2102,0.194,0.205,22299825.1,4541591.05
2019-04-25,ZAIFJPY,0.214,0.2178,0.1931,0.1977,22429527.5,4626703.35
2019-04-24,ZAIFJPY,0.225,0.2304,0.1933,0.214,48045503.7,10096917.6
2019-04-23,ZAIFJPY,0.24,0.2498,0.2161,0.225,41933708.9,9788022.8
2019-04-22,ZAIFJPY,0.2196,0.2496,0.2129,0.24,37283247.2,8736887.85
2019-04-21,ZAIFJPY,0.2052,0.25,0.2052,0.2196,53093180.0,11775390.01
2019-04-20,ZAIFJPY,0.1957,0.206,0.1923,0.2052,9669375.1,1950279.07
2019-04-19,ZAIFJPY,0.196,0.1991,0.192,0.1957,8452331.2,1655607.15
2019-04-18,ZAIFJPY,0.1934,0.199,0.1916,0.196,7574396.4,1481548.29
2019-04-17,ZAIFJPY,0.1977,0.1987,0.1908,0.1934,3060998.5,595187.74
2019-04-16,ZAIFJPY,0.1955,0.1987,0.186,0.1977,16560319.3,3167485.03
2019-04-15,ZAIFJPY,0.1996,0.205,0.1955,0.1955,14164422.1,2840974.58
2019-04-14,ZAIFJPY,0.1894,0.2025,0.1876,0.1996,12304861.5,2402440.95
2019-04-13,ZAIFJPY,0.1869,0.1948,0.1862,0.1894,5343502.8,1017261.52
2019-04-12,ZAIFJPY,0.1899,0.1899,0.1822,0.1869,10888458.7,2011058.76
2019-04-11,ZAIFJPY,0.2017,0.202,0.185,0.1899,24317495.1,4661851.8
2019-04-10,ZAIFJPY,0.2001,0.2035,0.2,0.2017,9865099.0,1981523.9
2019-04-09,ZAIFJPY,0.2059,0.209,0.1996,0.2001,19081711.0,3853558.01
2019-04-08,ZAIFJPY,0.2016,0.209,0.1988,0.2059,19336804.8,3946636.34
2019-04-07,ZAIFJPY,0.197,0.204,0.197,0.2016,11485026.9,2299926.29
2019-04-06,ZAIFJPY,0.2035,0.2065,0.1953,0.197,15710448.2,3144020.68
2019-04-05,ZAIFJPY,0.198,0.2089,0.197,0.2035,14189430.7,2889231.99
2019-04-04,ZAIFJPY,0.2099,0.2131,0.196,0.198,28833312.9,5891991.68
2019-04-03,ZAIFJPY,0.2122,0.2252,0.2013,0.2099,75712374.0,16125006.82
2019-04-02,ZAIFJPY,0.1797,0.229,0.173,0.2122,98954467.5,19309853.56
2019-04-01,ZAIFJPY,0.1722,0.1799,0.17,0.1797,11101553.9,1913920.24
2019-03-31,ZAIFJPY,0.1709,0.1736,0.1673,0.1722,4064408.9,691798.25
2019-03-30,ZAIFJPY,0.171,0.1757,0.1678,0.1709,6419051.7,1099368.13
2019-03-29,ZAIFJPY,0.1719,0.178,0.1682,0.171,16667549.9,2877615.83
2019-03-28,ZAIFJPY,0.1636,0.1749,0.1607,0.1719,13751401.6,2285480.15
2019-03-27,ZAIFJPY,0.1574,0.1637,0.157,0.1636,5768693.4,920645.51
2019-03-26,ZAIFJPY,0.1571,0.1574,0.154,0.1574,5370957.7,837017.19
2019-03-25,ZAIFJPY,0.1575,0.161,0.1559,0.1571,7424255.7,1176374.06
2019-03-24,ZAIFJPY,0.156,0.165,0.1535,0.1575,10296600.7,1641956.94
2019-03-23,ZAIFJPY,0.1577,0.1579,0.152,0.156,5645412.8,875355.39
2019-03-22,ZAIFJPY,0.1645,0.1653,0.14,0.1577,16398688.2,2553102.76
2019-03-21,ZAIFJPY,0.1692,0.17,0.1645,0.1645,11196714.8,1878679.58
2019-03-20,ZAIFJPY,0.164,0.1698,0.164,0.1692,6161002.3,1037497.74
2019-03-19,ZAIFJPY,0.1715,0.1715,0.162,0.164,10659608.1,1779003.35
2019-03-18,ZAIFJPY,0.1762,0.1765,0.1686,0.1715,7041808.5,1211663.34
2019-03-17,ZAIFJPY,0.1796,0.1796,0.1663,0.1762,13731133.4,2373976.88
2019-03-16,ZAIFJPY,0.1799,0.185,0.1781,0.1796,26903748.8,4870782.79
2019-03-15,ZAIFJPY,0.1801,0.1815,0.179,0.1799,14750390.1,2654321.22
2019-03-14,ZAIFJPY,0.1808,0.182,0.179,0.1801,13527045.2,2443129.08
2019-03-13,ZAIFJPY,0.181,0.182,0.1791,0.1808,4369139.2,788240.22
2019-03-12,ZAIFJPY,0.178,0.184,0.178,0.181,9888012.2,1783720.05
2019-03-11,ZAIFJPY,0.1812,0.1835,0.178,0.178,11588147.0,2094306.37
2019-03-10,ZAIFJPY,0.1815,0.185,0.179,0.1812,12109744.0,2188016.45
2019-03-09,ZAIFJPY,0.1795,0.1835,0.1753,0.1815,16178424.9,2927918.62
2019-03-08,ZAIFJPY,0.179,0.1859,0.178,0.1795,19176803.9,3486509.72
2019-03-07,ZAIFJPY,0.1867,0.188,0.174,0.179,30337198.5,5498951.56
2019-03-06,ZAIFJPY,0.1642,0.206,0.157,0.1867,210265488.8,37620755.04
2019-03-05,ZAIFJPY,0.1474,0.1671,0.1437,0.1642,23736538.4,3653070.57
2019-03-04,ZAIFJPY,0.1407,0.1549,0.1403,0.1474,55059991.8,8199437.48
2019-03-03,ZAIFJPY,0.1396,0.1425,0.1394,0.1407,1890067.3,266617.78
2019-03-02,ZAIFJPY,0.1418,0.142,0.139,0.1396,3986699.6,559920.2
2019-03-01,ZAIFJPY,0.1418,0.1427,0.1407,0.1418,2436800.8,345784.01
2019-02-28,ZAIFJPY,0.1406,0.1431,0.1402,0.1418,2305753.0,328148.36
2019-02-27,ZAIFJPY,0.1413,0.1434,0.139,0.1406,5557582.4,787798.01
2019-02-26,ZAIFJPY,0.1394,0.1441,0.136,0.1413,6789645.0,942739.27
2019-02-25,ZAIFJPY,0.1379,0.1418,0.1319,0.1394,11233442.0,1538442.53
2019-02-24,ZAIFJPY,0.151,0.153,0.137,0.1379,32033986.1,4597447.69
2019-02-23,ZAIFJPY,0.1399,0.1551,0.1396,0.151,31511825.7,4600414.56
2019-02-22,ZAIFJPY,0.1402,0.1403,0.1396,0.1399,1876692.5,262577.99
2019-02-21,ZAIFJPY,0.141,0.141,0.1391,0.1402,3907067.1,547291.45
2019-02-20,ZAIFJPY,0.1413,0.1417,0.14,0.141,4150086.5,583394.68
2019-02-19,ZAIFJPY,0.142,0.142,0.14,0.1413,7739734.9,1089853.69
2019-02-18,ZAIFJPY,0.1375,0.142,0.136,0.142,22348550.5,3116995.64
2019-02-17,ZAIFJPY,0.14,0.1435,0.1324,0.1375,18540378.8,2525934.49
2019-02-16,ZAIFJPY,0.1403,0.1439,0.14,0.14,4085314.7,581808.3
2019-02-15,ZAIFJPY,0.14,0.142,0.139,0.1403,3068668.3,433105.08
2019-02-14,ZAIFJPY,0.1391,0.1425,0.138,0.14,4152115.6,581966.57
2019-02-13,ZAIFJPY,0.1388,0.1411,0.137,0.1391,4231382.0,588572.5
2019-02-12,ZAIFJPY,0.1424,0.1424,0.1363,0.1388,3758600.3,519130.05
2019-02-11,ZAIFJPY,0.1435,0.1436,0.1388,0.1424,4759258.1,673430.71
2019-02-10,ZAIFJPY,0.141,0.1449,0.1382,0.1435,4634475.4,654951.9
2019-02-09,ZAIFJPY,0.146,0.1475,0.141,0.141,5031212.8,724056.63
2019-02-08,ZAIFJPY,0.1354,0.1529,0.1332,0.146,13984838.0,1999329.99
2019-02-07,ZAIFJPY,0.1312,0.137,0.1312,0.1354,3729455.1,501702.24
2019-02-06,ZAIFJPY,0.1371,0.1378,0.1312,0.1312,5354369.9,719754.34
2019-02-05,ZAIFJPY,0.137,0.1395,0.136,0.1371,3813971.3,523468.14
2019-02-04,ZAIFJPY,0.1393,0.1399,0.135,0.137,3387225.9,464383.65
2019-02-03,ZAIFJPY,0.1431,0.1437,0.1388,0.1393,6516723.4,913253.38
2019-02-02,ZAIFJPY,0.1457,0.146,0.139,0.1431,9102378.6,1286136.9
2019-02-01,ZAIFJPY,0.1467,0.1467,0.1388,0.1457,12434327.7,1786362.07
2019-01-31,ZAIFJPY,0.1485,0.15,0.1422,0.1467,15138744.1,2209415.96
2019-01-30,ZAIFJPY,0.1519,0.1519,0.146,0.1485,8505393.5,1254708.12
2019-01-29,ZAIFJPY,0.1523,0.1525,0.1431,0.1519,14148542.7,2103691.41
2019-01-28,ZAIFJPY,0.1577,0.1578,0.1505,0.1523,17180807.5,2625956.47
2019-01-27,ZAIFJPY,0.1586,0.1593,0.1561,0.1577,7943776.8,1252690.33
2019-01-26,ZAIFJPY,0.158,0.16,0.1569,0.1586,6205706.4,988277.75
2019-01-25,ZAIFJPY,0.1563,0.16,0.1563,0.158,5327571.6,844053.68
2019-01-24,ZAIFJPY,0.1565,0.1575,0.1556,0.1563,5698281.5,893429.71
2019-01-23,ZAIFJPY,0.1584,0.1585,0.1563,0.1565,6342823.0,998072.06
2019-01-22,ZAIFJPY,0.159,0.1598,0.1572,0.1584,3678319.6,580845.38
2019-01-21,ZAIFJPY,0.159,0.16,0.1573,0.159,6649529.0,1057430.45
2019-01-20,ZAIFJPY,0.1611,0.165,0.1561,0.159,9735645.6,1558551.9
2019-01-19,ZAIFJPY,0.16,0.1618,0.1586,0.1611,4247838.9,680750.29
2019-01-18,ZAIFJPY,0.1588,0.163,0.1564,0.16,12810492.3,2056948.65
2019-01-17,ZAIFJPY,0.1532,0.165,0.153,0.1588,9166618.3,1454172.37
2019-01-16,ZAIFJPY,0.1526,0.155,0.1521,0.1532,2584558.3,397585.01
2019-01-15,ZAIFJPY,0.1528,0.1535,0.1511,0.1526,8159123.5,1239204.92
2019-01-14,ZAIFJPY,0.1525,0.155,0.15,0.1528,4940845.7,747468.72
2019-01-13,ZAIFJPY,0.1552,0.1558,0.1512,0.1525,3395160.2,519480.3
2019-01-12,ZAIFJPY,0.1559,0.1559,0.153,0.1552,2306369.2,356993.06
2019-01-11,ZAIFJPY,0.1523,0.1565,0.1486,0.1559,5095688.8,778162.64
2019-01-10,ZAIFJPY,0.1621,0.1623,0.15,0.1523,12055931.2,1881088.28
2019-01-09,ZAIFJPY,0.1628,0.1629,0.1609,0.1621,2469250.6,398768.19
2019-01-08,ZAIFJPY,0.1618,0.1629,0.16,0.1628,2696500.0,435146.13
2019-01-07,ZAIFJPY,0.1649,0.165,0.1599,0.1618,6102227.0,990237.94
2019-01-06,ZAIFJPY,0.16,0.1665,0.159,0.1649,12142164.0,1962540.87
2019-01-05,ZAIFJPY,0.16,0.1618,0.158,0.16,6226842.6,998684.79
2019-01-04,ZAIFJPY,0.158,0.1614,0.156,0.16,6320838.9,1006292.68
2019-01-03,ZAIFJPY,0.1609,0.162,0.158,0.158,6632762.2,1060391.02
2019-01-02,ZAIFJPY,0.1606,0.1644,0.1575,0.1609,11690100.1,1871075.09
2019-01-01,ZAIFJPY,0.151,0.165,0.151,0.1606,8081055.3,1293462.52
2018-12-31,ZAIFJPY,0.1675,0.1676,0.146,0.151,41161402.4,6384420.52
2018-12-30,ZAIFJPY,0.16,0.17,0.1581,0.1675,13349785.1,2192643.58
2018-12-29,ZAIFJPY,0.1734,0.18,0.151,0.16,22435891.7,3802577.03
2018-12-28,ZAIFJPY,0.1665,0.174,0.163,0.1734,11538246.4,1940634.78
2018-12-27,ZAIFJPY,0.1721,0.174,0.163,0.1665,18520076.7,3184348.49
2018-12-26,ZAIFJPY,0.1694,0.174,0.167,0.1721,17981899.8,3079189.35
2018-12-25,ZAIFJPY,0.179,0.1819,0.1654,0.1694,22524672.3,3825783.68
2018-12-24,ZAIFJPY,0.1746,0.1882,0.171,0.179,42003692.4,7618045.17
2018-12-23,ZAIFJPY,0.175,0.1782,0.1703,0.1746,11077159.3,1934965.14
2018-12-22,ZAIFJPY,0.1796,0.1799,0.1634,0.175,20514168.2,3483873.34
2018-12-21,ZAIFJPY,0.172,0.1965,0.1665,0.1796,48666355.5,8798609.27
2018-12-20,ZAIFJPY,0.155,0.1748,0.153,0.172,22893335.8,3814106.97
2018-12-19,ZAIFJPY,0.1569,0.1769,0.152,0.155,52937869.2,8522847.65
2018-12-18,ZAIFJPY,0.1509,0.157,0.148,0.1569,19135552.5,2908418.6
2018-12-17,ZAIFJPY,0.1436,0.1547,0.1425,0.1509,12293115.8,1841768.45
2018-12-16,ZAIFJPY,0.1376,0.1563,0.1376,0.1436,9506186.0,1399158.92
2018-12-15,ZAIFJPY,0.1439,0.1468,0.136,0.1376,15245374.4,2141959.19
2018-12-14,ZAIFJPY,0.1519,0.1566,0.142,0.1439,13546650.5,1993697.76
2018-12-13,ZAIFJPY,0.1602,0.1617,0.1503,0.1519,8442447.4,1330197.89
2018-12-12,ZAIFJPY,0.163,0.163,0.1596,0.1602,5157318.3,832224.35
2018-12-11,ZAIFJPY,0.1625,0.165,0.16,0.163,8052692.0,1307684.46
2018-12-10,ZAIFJPY,0.1699,0.1699,0.16,0.1625,13095537.6,2147783.71
2018-12-09,ZAIFJPY,0.162,0.17,0.162,0.1699,11798494.9,1963657.25
2018-12-08,ZAIFJPY,0.1616,0.1762,0.1613,0.162,18860394.7,3125186.87
2018-12-07,ZAIFJPY,0.1731,0.1742,0.1592,0.1616,25096825.3,4148699.36
2018-12-06,ZAIFJPY,0.1838,0.1841,0.173,0.1731,18948544.1,3376509.47
2018-12-05,ZAIFJPY,0.1861,0.1889,0.1823,0.1838,10280761.3,1907948.33
2018-12-04,ZAIFJPY,0.1881,0.19,0.1829,0.1861,15547858.5,2905422.45
2018-12-03,ZAIFJPY,0.1955,0.1955,0.1852,0.1881,19695169.0,3742525.14
2018-12-02,ZAIFJPY,0.196,0.1972,0.1925,0.1955,16332736.0,3181888.37
2018-12-01,ZAIFJPY,0.193,0.1978,0.188,0.196,17512375.4,3401127.17
2018-11-30,ZAIFJPY,0.2014,0.2023,0.1845,0.193,33374122.2,6450752.39
2018-11-29,ZAIFJPY,0.2016,0.204,0.1964,0.2014,20666950.9,4135507.46
2018-11-28,ZAIFJPY,0.197,0.212,0.185,0.2016,47691530.5,9500539.01
2018-11-27,ZAIFJPY,0.1975,0.1998,0.1848,0.197,28877702.1,5597932.4
2018-11-26,ZAIFJPY,0.2059,0.219,0.1849,0.1975,52514569.7,10487641.3
2018-11-25,ZAIFJPY,0.1758,0.2175,0.158,0.2059,145173389.2,26517422.49
2018-11-24,ZAIFJPY,0.2166,0.225,0.172,0.1758,89627513.9,17887374.98
2018-11-23,ZAIFJPY,0.2248,0.227,0.2111,0.2166,59384297.0,13050462.77
2018-11-22,ZAIFJPY,0.2727,0.297,0.2151,0.2248,207305632.9,53267564.62
2018-11-21,ZAIFJPY,0.2324,0.281,0.2216,0.2727,113761200.5,28867222.68
2018-11-20,ZAIFJPY,0.2245,0.2429,0.2061,0.2324,74673647.6,16482748.7
2018-11-19,ZAIFJPY,0.2589,0.265,0.2131,0.2245,134451846.6,31997820.55
2018-11-18,ZAIFJPY,0.2155,0.27,0.212,0.2589,108884556.4,26742431.0
2018-11-17,ZAIFJPY,0.2174,0.218,0.205,0.2155,25739100.5,5480142.23
2018-11-16,ZAIFJPY,0.2065,0.2187,0.1921,0.2174,57211710.5,12015199.61
2018-11-15,ZAIFJPY,0.2021,0.2087,0.182,0.2065,43618703.4,8581316.2
2018-11-14,ZAIFJPY,0.2068,0.225,0.1752,0.2021,61862709.3,12432763.23
2018-11-13,ZAIFJPY,0.2189,0.22,0.202,0.2068,47144421.4,9906819.22
2018-11-12,ZAIFJPY,0.2336,0.235,0.2031,0.2189,54757758.7,11899908.35
2018-11-11,ZAIFJPY,0.2359,0.2454,0.228,0.2336,36841724.9,8716682.85
2018-11-10,ZAIFJPY,0.235,0.236,0.2299,0.2359,26146749.6,6103808.64
2018-11-09,ZAIFJPY,0.235,0.2367,0.229,0.235,21975865.5,5095237.66
2018-11-08,ZAIFJPY,0.2371,0.2399,0.227,0.235,32341812.8,7569006.81
2018-11-07,ZAIFJPY,0.2303,0.242,0.2291,0.2371,52171939.7,12307335.14
2018-11-06,ZAIFJPY,0.2263,0.248,0.211,0.2303,78364153.5,18082019.43
2018-11-05,ZAIFJPY,0.229,0.2415,0.2202,0.2263,34432102.8,7993738.49
2018-11-04,ZAIFJPY,0.2468,0.255,0.2198,0.229,55737915.5,13212952.38
2018-11-03,ZAIFJPY,0.2138,0.2998,0.2118,0.2468,227833941.9,57015489.84
2018-11-02,ZAIFJPY,0.163,0.2247,0.163,0.2138,133928453.6,26224511.97
2018-11-01,ZAIFJPY,0.137,0.1681,0.137,0.163,62800113.5,9878574.91
2018-10-31,ZAIFJPY,0.1351,0.1399,0.1338,0.137,6924747.9,942438.08
2018-10-30,ZAIFJPY,0.1346,0.1399,0.1326,0.1351,12221541.6,1650226.9
2018-10-29,ZAIFJPY,0.149,0.1495,0.1324,0.1346,21611525.6,2957380.95
2018-10-28,ZAIFJPY,0.1501,0.1539,0.13,0.149,30863958.8,4403212.97
2018-10-27,ZAIFJPY,0.1585,0.161,0.15,0.1501,12977278.7,2012493.62
2018-10-26,ZAIFJPY,0.1614,0.1618,0.1573,0.1585,8329635.5,1329140.15
2018-10-25,ZAIFJPY,0.16,0.1616,0.1578,0.1614,11054212.4,1771336.67
2018-10-24,ZAIFJPY,0.1598,0.168,0.156,0.16,18014252.7,2907907.66
2018-10-23,ZAIFJPY,0.1557,0.16,0.1556,0.1598,10999153.0,1730366.65
2018-10-22,ZAIFJPY,0.1728,0.1749,0.1555,0.1557,25143516.8,4125923.65
2018-10-21,ZAIFJPY,0.156,0.1761,0.156,0.1728,32951209.3,5400440.35
2018-10-20,ZAIFJPY,0.1559,0.1575,0.1538,0.156,5479913.3,854716.98
2018-10-19,ZAIFJPY,0.1554,0.1595,0.1532,0.1559,11382704.9,1785371.11
2018-10-18,ZAIFJPY,0.1585,0.16,0.1531,0.1554,16101713.9,2537469.43
2018-10-17,ZAIFJPY,0.16,0.1609,0.1524,0.1585,21407436.6,3346944.86
2018-10-16,ZAIFJPY,0.1543,0.1619,0.152,0.16,19080678.5,2996931.52
2018-10-15,ZAIFJPY,0.1628,0.1646,0.1508,0.1543,57645907.3,9119917.4
2018-10-14,ZAIFJPY,0.1648,0.166,0.1616,0.1628,13827608.5,2262550.95
2018-10-13,ZAIFJPY,0.169,0.169,0.1613,0.1648,23892965.3,3939474.62
2018-10-12,ZAIFJPY,0.1644,0.1715,0.1522,0.169,23723403.0,3842149.61
2018-10-11,ZAIFJPY,0.18,0.1819,0.1505,0.1644,89782559.0,14958435.56
2018-10-10,ZAIFJPY,0.228,0.2474,0.16,0.18,153469299.1,30621573.01
2018-10-09,ZAIFJPY,0.2272,0.2295,0.2225,0.228,4125251.3,934057.98
2018-10-08,ZAIFJPY,0.2216,0.2298,0.217,0.2272,6187085.7,1388548.0
2018-10-07,ZAIFJPY,0.2158,0.2248,0.213,0.2216,7861062.6,1702102.0
2018-10-06,ZAIFJPY,0.2306,0.2306,0.2158,0.2158,9374105.7,2092604.74
2018-10-05,ZAIFJPY,0.2344,0.2345,0.228,0.2306,6094435.7,1403854.72
2018-10-04,ZAIFJPY,0.2383,0.24,0.23,0.2344,9774532.6,2290546.47
2018-10-03,ZAIFJPY,0.2425,0.244,0.22,0.2383,13636827.3,3210489.23
2018-10-02,ZAIFJPY,0.2452,0.2469,0.24,0.2425,10253845.5,2508355.56
2018-10-01,ZAIFJPY,0.2457,0.2468,0.2432,0.2452,13061408.8,3208837.02
2018-09-30,ZAIFJPY,0.242,0.2492,0.241,0.2457,13403958.6,3278801.69
2018-09-29,ZAIFJPY,0.2442,0.2442,0.238,0.242,6004709.3,1447892.93
2018-09-28,ZAIFJPY,0.246,0.2497,0.2374,0.2442,25162798.5,6166987.49
2018-09-27,ZAIFJPY,0.2411,0.2501,0.2387,0.246,20154781.5,4915381.52
2018-09-26,ZAIFJPY,0.2398,0.25,0.2333,0.2411,24196471.5,5783972.26
2018-09-25,ZAIFJPY,0.2375,0.245,0.2315,0.2398,12463553.5,2956823.22
2018-09-24,ZAIFJPY,0.2362,0.2498,0.225,0.2375,34423635.2,8225964.56
2018-09-23,ZAIFJPY,0.2461,0.248,0.231,0.2362,12900963.0,3054691.74
2018-09-22,ZAIFJPY,0.2405,0.2599,0.23,0.2461,36388868.8,8853076.46
2018-09-21,ZAIFJPY,0.1986,0.26,0.1986,0.2405,83775170.3,19672184.07
2018-09-20,ZAIFJPY,0.1889,0.217,0.1737,0.1986,90233100.3,17964780.64
2018-09-19,ZAIFJPY,0.2698,0.2738,0.15,0.1889,103070537.0,19945333.73
2018-09-18,ZAIFJPY,0.2749,0.275,0.25,0.2698,12678743.5,3356736.3
2018-09-17,ZAIFJPY,0.2803,0.2885,0.269,0.2749,4824295.5,1350669.23
2018-09-16,ZAIFJPY,0.28,0.2862,0.275,0.2803,3247647.8,919033.27
2018-09-15,ZAIFJPY,0.2842,0.3002,0.2798,0.28,12187381.6,3507513.04
2018-09-14,ZAIFJPY,0.2774,0.29,0.2655,0.2842,14108433.5,3905036.97
2018-09-13,ZAIFJPY,0.27,0.28,0.263,0.2774,20280323.1,5597780.02
2018-09-12,ZAIFJPY,0.2815,0.284,0.2571,0.27,22245164.8,5947356.7
2018-09-11,ZAIFJPY,0.293,0.301,0.264,0.2815,13015479.1,3802432.21
2018-09-10,ZAIFJPY,0.3017,0.3045,0.29,0.293,9935401.3,2957019.64
2018-09-09,ZAIFJPY,0.3054,0.31,0.298,0.3017,14329666.7,4321647.69
