Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume ETH
2019-08-07,ETCETH,0.02593,0.02618,0.02593,0.02618,38.19,1.0
2019-08-06,ETCETH,0.02649,0.02686,0.02593,0.02593,1935.25,50.86
2019-08-05,ETCETH,0.02737,0.0274,0.02649,0.02649,3665.08,99.28
2019-08-04,ETCETH,0.02634,0.02771,0.02634,0.02737,1816.79,49.8
2019-08-03,ETCETH,0.02712,0.02719,0.0263,0.02634,2700.2,71.84
2019-08-02,ETCETH,0.0274,0.02747,0.02681,0.02712,660.47,17.92
2019-08-01,ETCETH,0.02778,0.0281,0.0274,0.0274,991.83,27.33
2019-07-31,ETCETH,0.02837,0.02837,0.02732,0.02778,1525.57,42.39
2019-07-30,ETCETH,0.02804,0.02851,0.02786,0.02837,752.03,21.3
2019-07-29,ETCETH,0.028,0.02851,0.0277,0.02804,1119.81,31.53
2019-07-28,ETCETH,0.02866,0.02883,0.02769,0.028,2145.83,61.1
2019-07-27,ETCETH,0.0284,0.02872,0.02787,0.02866,589.17,16.64
2019-07-26,ETCETH,0.02745,0.02855,0.02743,0.0284,653.72,18.36
2019-07-25,ETCETH,0.02817,0.02817,0.02732,0.02745,1869.27,51.53
2019-07-24,ETCETH,0.02831,0.0293,0.02787,0.02817,3233.11,93.17
2019-07-23,ETCETH,0.02932,0.02932,0.028,0.02831,1428.08,40.84
2019-07-22,ETCETH,0.02769,0.02956,0.02768,0.02932,5803.41,167.75
2019-07-21,ETCETH,0.02692,0.0282,0.0269,0.02769,2991.86,82.18
2019-07-20,ETCETH,0.02631,0.02713,0.02631,0.02692,3695.92,99.51
2019-07-19,ETCETH,0.02652,0.02695,0.02596,0.02631,559.3,14.8
2019-07-18,ETCETH,0.02691,0.0273,0.0268,0.0268,33.86,0.9113
2019-07-17,ETCETH,0.02671,0.0275,0.02665,0.02691,5009.16,135.38
2019-07-16,ETCETH,0.02477,0.0275,0.02477,0.02671,22340.91,587.07
2019-07-15,ETCETH,0.02472,0.02558,0.024,0.02477,5593.47,138.13
2019-07-14,ETCETH,0.02455,0.02511,0.0238,0.02472,1878.92,46.33
2019-07-13,ETCETH,0.0246,0.02487,0.0241,0.02455,2348.74,57.24
2019-07-12,ETCETH,0.02454,0.02494,0.02438,0.0246,1120.31,27.57
2019-07-11,ETCETH,0.02525,0.02525,0.0233,0.02454,4918.82,119.66
2019-07-10,ETCETH,0.02556,0.02556,0.02445,0.02525,6816.53,171.84
2019-07-09,ETCETH,0.02544,0.02576,0.02501,0.02556,1606.15,40.85
2019-07-08,ETCETH,0.0262,0.0262,0.02544,0.02544,696.38,17.93
2019-07-07,ETCETH,0.027,0.02734,0.0257,0.0262,901.6,23.74
2019-07-06,ETCETH,0.02714,0.02716,0.02657,0.027,468.58,12.58
2019-07-05,ETCETH,0.02728,0.02744,0.0265,0.02714,1113.04,29.92
2019-07-04,ETCETH,0.02597,0.02757,0.02592,0.02728,1256.51,33.33
2019-07-03,ETCETH,0.02655,0.02662,0.02597,0.02597,703.2,18.47
2019-07-02,ETCETH,0.02628,0.02709,0.02628,0.02655,1266.38,33.74
2019-07-01,ETCETH,0.02652,0.02699,0.02587,0.02628,516.9,13.63
2019-06-30,ETCETH,0.02579,0.02704,0.02576,0.02652,1446.87,38.36
2019-06-29,ETCETH,0.0257,0.02674,0.02569,0.02579,1783.25,46.81
2019-06-28,ETCETH,0.02574,0.0262,0.02546,0.0257,3883.15,100.36
2019-06-27,ETCETH,0.02675,0.02695,0.02431,0.02574,32472.4,843.98
2019-06-26,ETCETH,0.0293,0.0293,0.02641,0.02675,14857.71,412.87
2019-06-25,ETCETH,0.02984,0.02986,0.02919,0.0293,5447.82,160.71
2019-06-24,ETCETH,0.02971,0.03039,0.0295,0.02984,2726.36,81.76
2019-06-23,ETCETH,0.02939,0.03083,0.02913,0.02971,1507.64,44.87
2019-06-22,ETCETH,0.02948,0.03,0.02878,0.02939,10115.49,300.09
2019-06-21,ETCETH,0.03115,0.0314,0.02939,0.02948,7953.14,239.81
2019-06-20,ETCETH,0.03177,0.03177,0.03114,0.03115,1706.93,53.56
2019-06-19,ETCETH,0.03211,0.03223,0.0316,0.03177,382.46,12.18
2019-06-18,ETCETH,0.03224,0.0324,0.0316,0.03211,1481.61,47.3
2019-06-17,ETCETH,0.03233,0.03264,0.03197,0.03224,1073.78,34.67
2019-06-16,ETCETH,0.03193,0.03272,0.03155,0.03233,1518.71,48.56
2019-06-15,ETCETH,0.03212,0.03268,0.03178,0.03193,3150.64,101.2
2019-06-14,ETCETH,0.03347,0.03355,0.032,0.03212,2398.86,77.32
2019-06-13,ETCETH,0.033,0.03367,0.03278,0.03347,723.86,24.02
2019-06-12,ETCETH,0.03367,0.03408,0.03267,0.033,3906.86,129.12
2019-06-11,ETCETH,0.0336,0.03429,0.0332,0.03367,1269.23,42.43
2019-06-10,ETCETH,0.03511,0.03515,0.03354,0.0336,1285.12,43.94
2019-06-09,ETCETH,0.03459,0.03511,0.03408,0.03511,5587.15,194.5
