Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume RUR
2019-06-02,BCHRUR,28000.24,28543,28000.24,28229.12,0.1595,4498.1
2019-06-01,BCHRUR,28617.96,28827.7,27712.57,28000.24,0.6583,18582.29
2019-05-31,BCHRUR,27336.03,28617.96,26000,28617.96,0.2265,6343.51
2019-05-30,BCHRUR,25891.93,32070,25891.93,27336.03,1.46,41717.18
2019-05-29,BCHRUR,27999,29300,25510,25891.93,2.93,83599.81
2019-05-28,BCHRUR,28487.96,28487.96,25501,27999,0.4365,11160.96
2019-05-27,BCHRUR,27500,28487.96,25501,28487.96,0.5928,16202.07
2019-05-26,BCHRUR,26010,27500,25000,27500,1.36,36429.29
2019-05-25,BCHRUR,26997,26997,24835.06,26010,0.4598,11681.78
2019-05-24,BCHRUR,25980.83,26997,24743.6,26997,0.657,17495.08
2019-05-23,BCHRUR,24530,26110.3,24500,25980.83,11.69,287197.99
2019-05-22,BCHRUR,25550,27383.42,24530,24530,2.4,62339.42
2019-05-21,BCHRUR,25068.91,27000,25068.91,25550,2.14,57496.93
2019-05-20,BCHRUR,26500,26728.16,24506.16,25068.91,0.1933,4924.32
2019-05-19,BCHRUR,22897.04,27860.19,22897.04,26500,5.7,144199.04
2019-05-18,BCHRUR,22550,24903.46,22550,22897.04,2.56,63185.36
2019-05-17,BCHRUR,24851,25000,22550,22550,4.28,99008.76
2019-05-16,BCHRUR,24500,28888,24500,24851,5.96,160906.35
2019-05-15,BCHRUR,25309.51,26998,22550,24500,1.21,29935.57
2019-05-14,BCHRUR,26000,27300,22505,25309.51,5.93,149013.56
2019-05-13,BCHRUR,23400,26017.08,22400,26000,4.53,106879.79
2019-05-12,BCHRUR,21866.54,24900,21005.13,23400,4.22,96776.2
2019-05-11,BCHRUR,18663.97,23500,18645.11,21866.54,7.0,143209.33
2019-05-10,BCHRUR,19321.9,19321.9,18128.51,18663.97,0.1157,2155.59
2019-05-09,BCHRUR,17307.69,19321.9,17307.69,19321.9,1.32,24167.38
2019-05-08,BCHRUR,18700,19168.38,16500,17307.69,1.03,19162.2
2019-05-07,BCHRUR,17443.3,18800,17443.3,18800,0.02416,435.09
2019-05-06,BCHRUR,17300,19519.5,17300,17443.3,1.75,30847.19
2019-05-05,BCHRUR,16000,19627.4,16000,17300,0.1839,3205.75
2019-05-04,BCHRUR,18127.12,19463.99,15755,16000,0.6111,10561.42
2019-05-03,BCHRUR,17153.46,18880.07,16745.04,18127.12,1.82,32749.2
2019-05-02,BCHRUR,17698.99,18571.13,17052,17153.46,1.95,34743.69
2019-05-01,BCHRUR,17414.89,17902.34,17180.65,17698.99,1.04,18368.96
2019-04-30,BCHRUR,16000,17414.89,15600,17414.89,4.82,80794.42
2019-04-29,BCHRUR,16771,17439.02,15500,16000,5.33,87235.71
2019-04-28,BCHRUR,18000,18000,16705,16771,1.7,28635.68
2019-04-27,BCHRUR,18000,18000,16701,18000,1.05,17887.58
2019-04-26,BCHRUR,17921,18901.41,16500,18000,0.9313,16344.83
2019-04-25,BCHRUR,18370.17,19200.3,17547.09,17921,1.31,23455.27
2019-04-24,BCHRUR,19000,19900,17500,18370.17,2.51,45596.97
2019-04-23,BCHRUR,18995.14,20191.64,17500,19000,11.64,223356.97
2019-04-22,BCHRUR,19262.63,20191.64,18932.91,18995.14,3.65,71861.4
2019-04-21,BCHRUR,20500,20500,18766.21,19262.63,4.25,81319.54
2019-04-20,BCHRUR,20000,20892.48,19864.17,19900,7.76,159987.08
2019-04-19,BCHRUR,20100,20540.44,19120.39,20000,5.09,102400.94
2019-04-18,BCHRUR,20500,20970.76,20028.42,20100,5.48,113666.76
2019-04-17,BCHRUR,21100,21422.57,20453.24,20500,2.41,50774.45
2019-04-16,BCHRUR,22178.03,22178.03,20652.81,21100,0.8617,18051.64
2019-04-15,BCHRUR,18705.72,22500,18705.72,21839.03,7.32,156570.94
2019-04-14,BCHRUR,19415.15,19454.43,18683.39,18705.72,0.5065,9552.29
2019-04-13,BCHRUR,19600,19600,18647.97,19415.15,0.2403,4551.35
2019-04-12,BCHRUR,19215.31,19600,17820.98,19600,4.63,84135.32
2019-04-11,BCHRUR,20130,20130,17555,19215.31,1.41,26216.52
2019-04-10,BCHRUR,19241.16,20130,19241.16,20130,1.23,24000.65
2019-04-09,BCHRUR,19650,21500,19000,19241.16,2.59,49947.84
2019-04-08,BCHRUR,21495,21499,19594.94,19650,0.46,9184.18
2019-04-07,BCHRUR,21500,21500,19000,21495,0.2594,5448.13
2019-04-06,BCHRUR,18300.25,21852.64,18300.25,21500,1.21,22736.27
2019-04-05,BCHRUR,17294.97,19899,17294.97,18300.25,0.2097,3763.24
2019-04-04,BCHRUR,19000,20000,17100,17294.97,1.3,24116.07
2019-04-03,BCHRUR,15035.69,22050,15035.69,19000,2.33,38467.12
2019-04-02,BCHRUR,10779.02,15500,10779.02,15035.69,0.3012,4134.48
2019-04-01,BCHRUR,11100.34,11100.34,10779.02,10779.02,0.1087,1175.16
2019-03-31,BCHRUR,10990,11446.39,10152.53,11100.34,0.4991,5268.15
2019-03-30,BCHRUR,11023.01,11023.01,10787,10990,0.9498,10424.16
2019-03-29,BCHRUR,10642.85,12100,10642.85,11023.01,0.2163,2364.18
2019-03-28,BCHRUR,10974.12,10999,10364.44,10642.85,0.3201,3484.63
2019-03-27,BCHRUR,10395.98,11500,10364.44,10974.12,0.3999,4238.02
2019-03-26,BCHRUR,10726.9,10726.9,10093.02,10395.98,0.3134,3201.6
2019-03-25,BCHRUR,10359.14,10822.53,10106.07,10726.9,0.06598,683.05
2019-03-24,BCHRUR,10447.08,10915.91,9519,10359.14,0.7635,7587.47
2019-03-23,BCHRUR,9887.54,10947.94,9887.54,10447.08,0.1219,1273.37
2019-03-22,BCHRUR,9767.62,11554.51,9766.46,9887.54,0.2231,2282.43
2019-03-21,BCHRUR,10123.28,10990.36,9735.75,9767.62,1.23,12630.43
2019-03-20,BCHRUR,10097.44,10779.02,10093.02,10123.28,0.03299,333.85
2019-03-19,BCHRUR,10767.62,10767.62,10097.44,10097.44,0.1983,2026.44
2019-03-18,BCHRUR,10299,10767.62,10104.6,10767.62,0.0004467,4.63
2019-03-17,BCHRUR,9526.8,10299,9526.8,10299,0.006415,64.95
2019-03-16,BCHRUR,9377,9526.8,9377,9526.8,0.001,9.53
2019-03-15,BCHRUR,8716.23,9377,8306.55,9377,0.05503,515.35
2019-03-14,BCHRUR,8437.31,8734.49,8276.92,8716.23,0.04137,346.79
2019-03-13,BCHRUR,8346.45,8437.31,8346.45,8437.31,0.0003478,2.93
2019-03-12,BCHRUR,8725.74,8725.74,8216.05,8346.45,0.03707,309.27
2019-03-11,BCHRUR,8555.83,8758.54,8425.11,8725.74,0.1006,847.85
2019-03-10,BCHRUR,8510.28,8770.17,8510.28,8555.83,0.1003,858.32
2019-03-09,BCHRUR,8211.67,8701.98,8211.67,8510.28,0.1213,1044.22
2019-03-08,BCHRUR,8375.91,8520.53,8160.43,8520.53,0.008512,70.65
2019-03-07,BCHRUR,8794.12,8794.12,8375.91,8375.91,0.01074,89.95
2019-03-06,BCHRUR,8519.74,8897.23,8148.76,8765.62,0.01468,128.61
2019-03-05,BCHRUR,8078.84,8519.74,8078.84,8519.74,0.0881,750.59
2019-03-04,BCHRUR,33920.41,33920.41,8078.84,8078.84,0.05709,461.37
2019-03-03,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-03-02,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-03-01,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-28,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-27,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-26,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-25,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-24,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-23,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-22,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-21,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-20,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-19,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-18,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-17,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-16,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-15,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-14,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-13,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-12,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-11,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-10,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-09,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-08,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-07,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-06,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-05,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-04,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-03,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-02,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-02-01,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-31,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-30,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-29,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-28,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-27,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-26,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-25,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-24,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-23,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-22,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-21,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-20,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-19,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-18,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-17,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-16,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-15,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-14,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-13,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-12,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-11,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-10,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-09,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-08,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-07,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-06,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-05,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-04,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-03,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-02,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2019-01-01,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-31,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-30,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-29,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-28,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-27,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-26,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-25,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-24,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-23,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-22,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-21,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-20,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-19,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-18,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-17,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-16,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-15,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-14,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-13,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-12,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-11,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-10,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-09,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-08,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-07,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-06,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-05,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-04,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-03,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-02,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-12-01,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-30,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-29,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-28,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-27,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-26,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-25,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-24,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-23,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-22,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-21,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-20,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-19,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-18,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-17,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-16,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-15,BCHRUR,33920.41,33920.41,33920.41,33920.41,0.0,0.0
2018-11-14,BCHRUR,35000,35994.01,32792.63,33920.41,5.2,178957.23
2018-11-13,BCHRUR,35105.81,36980.01,34085.83,35000,6.79,241028.7
2018-11-12,BCHRUR,35708.68,37438,33372.85,35105.81,8.43,297798.59
2018-11-11,BCHRUR,37360.99,37383.18,35014.83,35708.68,4.41,159302.48
2018-11-10,BCHRUR,36541.68,38161.87,35606.22,37360.99,10.76,393671.26
2018-11-09,BCHRUR,38120,39399.05,35861.93,36541.68,7.51,281676.52
2018-11-08,BCHRUR,40100.05,41310.26,37735,38120,6.08,235441.16
2018-11-07,BCHRUR,41600,41600,39765.29,40100.05,10.06,410478.33
2018-11-06,BCHRUR,37187.77,41700,36030,41600,16.22,627620.46
2018-11-05,BCHRUR,38949.4,38949.4,34097.12,37187.77,14.25,526952.89
2018-11-04,BCHRUR,32119.75,39029.77,32000.48,38949.4,27.58,989585.28
2018-11-03,BCHRUR,31557.34,32995,30224.58,32119.75,5.44,174378.6
2018-11-02,BCHRUR,28555,31720.38,28172.2,31557.34,1.38,40369.92
2018-11-01,BCHRUR,28880.4,28880.4,27995.54,28555,4.23,119124.11
2018-10-31,BCHRUR,28028.17,28918.06,27914.3,28880.4,2.46,70254.54
2018-10-30,BCHRUR,27955.16,28900.69,27914.3,28028.17,1.18,33416.67
2018-10-29,BCHRUR,28995.57,29580.14,27829.16,27955.16,0.5866,16804.68
2018-10-28,BCHRUR,29100,29526,28995.57,28995.57,0.9057,26460.92
2018-10-27,BCHRUR,29001.44,29587.97,28995.57,29100,0.6633,19270.29
2018-10-26,BCHRUR,29215,29941.45,28995.57,29001.44,1.2,35349.75
2018-10-25,BCHRUR,29350,29497.15,29215,29215,1.05,30617.88
2018-10-24,BCHRUR,29315,29799.82,29221.29,29350,1.45,42592.83
2018-10-23,BCHRUR,29645,29969.15,29215,29315,0.6291,18387.27
2018-10-22,BCHRUR,29749.15,30620.57,29642.48,29645,0.2899,8601.23
2018-10-21,BCHRUR,29497.15,30420,29497.15,29749.15,1.28,38569.8
2018-10-20,BCHRUR,30000,30396.42,29212.78,29497.15,0.9917,29088.31
2018-10-19,BCHRUR,29004.74,30000,28815.57,30000,3.12,92218.98
2018-10-18,BCHRUR,29620.68,30492.58,29004.74,29004.74,2.33,68864.87
2018-10-17,BCHRUR,30050,30861.97,29529.01,29620.68,7.45,224795.53
2018-10-16,BCHRUR,30403.25,31403.85,29500,30050,2.19,66538.82
2018-10-15,BCHRUR,31764.32,32009.2,30000,30403.25,3.65,112253.16
2018-10-14,BCHRUR,31981.27,31981.27,30513.87,31764.32,0.6882,21473.86
2018-10-13,BCHRUR,31333.03,32200,30912.27,31981.27,3.16,100659.72
2018-10-12,BCHRUR,30391.21,31945.51,30259.18,31333.03,1.88,58750.33
2018-10-11,BCHRUR,35196.02,35196.02,30200,30391.21,2.96,92570.75
2018-10-10,BCHRUR,35558.34,35558.34,34100,35196.02,1.39,47703.08
2018-10-09,BCHRUR,35241.6,35729.03,34675.9,35558.34,0.3038,10712.82
2018-10-08,BCHRUR,34950,35751.16,34675.76,35241.6,1.99,69998.25
2018-10-07,BCHRUR,34895.9,35323.73,34439,34950,0.6778,23603.97
2018-10-06,BCHRUR,35340,35340,34490,34895.9,0.9347,32504.92
2018-10-05,BCHRUR,34096.31,35500.01,34096.31,35340,0.8859,30917.98
2018-10-04,BCHRUR,36381.76,36381.76,33941.44,34096.31,1.8,62154.31
2018-10-03,BCHRUR,35888.14,36381.76,32000,36381.76,0.8983,31328.46
2018-10-02,BCHRUR,35184.48,36690.53,35184.48,35888.14,0.876,31523.92
2018-10-01,BCHRUR,36774.52,36774.52,35037.78,35184.48,0.3841,13569.9
2018-09-30,BCHRUR,36124.04,36916,35024.84,36774.52,1.78,64138.83
2018-09-29,BCHRUR,36100.04,37328.06,35000,36124.04,1.48,52101.72
2018-09-28,BCHRUR,37569.45,38600.43,35594.19,36100.04,5.85,213003.28
2018-09-27,BCHRUR,35370.7,39763.72,34616.97,37569.45,7.96,300960.78
2018-09-26,BCHRUR,30584.62,37000.8,30121.2,35370.7,5.02,176044.14
2018-09-25,BCHRUR,31324.86,34348.85,29608.7,30584.62,1.41,43278.32
2018-09-24,BCHRUR,33658.12,34366.03,30244.5,31324.86,1.29,41455.33
2018-09-23,BCHRUR,32966.74,34470.82,32959.41,33658.12,1.13,37617.04
2018-09-22,BCHRUR,35500,35500,32029.2,32966.74,1.4,45581.36
2018-09-21,BCHRUR,31344.7,35500,29878.19,35500,2.06,66403.77
2018-09-20,BCHRUR,30067.81,31344.7,29500,31344.7,0.4275,12810.25
2018-09-19,BCHRUR,30191.01,32056.72,29445.24,30067.81,1.21,37997.02
2018-09-18,BCHRUR,30000,32417.53,29583.62,30191.01,3.17,96635.53
2018-09-17,BCHRUR,32567.39,32585.31,30000,30000,1.52,46140.44
2018-09-16,BCHRUR,31790,32600,30693.59,32567.39,1.26,39685.61
2018-09-15,BCHRUR,32021.92,32551.01,31736.48,31790,1.16,37298.34
2018-09-14,BCHRUR,33056,33970,31500,32021.92,2.73,88580.95
2018-09-13,BCHRUR,31482.73,34188.56,30948.17,33056,1.37,43773.58
2018-09-12,BCHRUR,31800,32907.83,30123.68,31482.73,3.79,119196.33
2018-09-11,BCHRUR,34035,34720.98,31296.43,31800,1.66,55680.67
2018-09-10,BCHRUR,36712.36,39730.75,34000,34035,2.23,81615.88
2018-09-09,BCHRUR,34600,37657.19,34137.99,36712.36,0.9452,33762.87
2018-09-08,BCHRUR,36058.64,38777.78,34134.35,34600,1.62,58203.96
2018-09-07,BCHRUR,37004.42,38627.98,35971.73,36058.64,0.4432,16216.25
2018-09-06,BCHRUR,37197.09,40603.84,35134.21,37004.42,2.1,78592.01
2018-09-05,BCHRUR,42167.81,42529.14,37111.71,37197.09,1.66,67218.93
2018-09-04,BCHRUR,41971.75,43946.91,41971.75,42167.81,2.53,106805.66
2018-09-03,BCHRUR,43624.36,43626.32,40000,41971.75,1.17,49102.83
2018-09-02,BCHRUR,41206.16,45500,41161.67,43624.36,0.8636,36514.93
2018-09-01,BCHRUR,36071.55,42508.07,36071.55,41206.16,1.42,54970.23
2018-08-31,BCHRUR,35840.51,37437.84,35838.28,36071.55,0.6999,25419.31
2018-08-30,BCHRUR,37865.46,37865.46,34844.22,35840.51,1.71,61924.96
2018-08-29,BCHRUR,39478.8,39478.8,36989.08,37865.46,1.84,69529.93
2018-08-28,BCHRUR,36466.67,39500.2,35199.26,39478.8,1.95,72103.67
2018-08-27,BCHRUR,36029.66,36580,34500.2,36466.67,0.5841,20583.64
2018-08-26,BCHRUR,35462.12,36281.34,34600,36029.66,0.7873,27807.04
2018-08-25,BCHRUR,35835.93,36868.31,35308.78,35462.12,4.11,147018.42
2018-08-24,BCHRUR,36490.26,37271.5,35213,35835.93,2.26,80129.96
2018-08-23,BCHRUR,36489.8,36570.43,34891.26,36490.26,0.7164,25510.82
2018-08-22,BCHRUR,37267.59,37307.15,35443.41,36489.8,3.46,126340.8
2018-08-21,BCHRUR,36600,37267.59,34500.1,37267.59,0.7296,26362.3
2018-08-20,BCHRUR,39643.51,39643.51,36500,36600,0.548,20532.23
2018-08-19,BCHRUR,39211.73,39720,36987.92,39643.51,0.6039,22970.19
2018-08-18,BCHRUR,37120.56,40515.48,36515.47,39211.73,1.92,74786.39
2018-08-17,BCHRUR,36575.15,38521.92,34856.18,37120.56,1.79,65093.38
2018-08-16,BCHRUR,35695.91,36600,34400.1,36575.15,5.06,178781.15
2018-08-15,BCHRUR,35578.17,36415.62,33965.66,35695.91,1.05,36449.48
2018-08-14,BCHRUR,37579.34,37654.96,33406.65,35578.17,4.34,153854.43
2018-08-13,BCHRUR,41563.55,42483.54,37400.1,37579.34,6.78,267776.48
2018-08-12,BCHRUR,38947.13,38947.13,38947.13,38947.13,0.0,0.0
2018-08-11,BCHRUR,40000,40700.66,38357,38947.13,0.7706,30338.35
2018-08-10,BCHRUR,41302.78,42180.42,38964.55,40000,1.76,71262.37
2018-08-09,BCHRUR,39472.94,42000,39472.94,41302.78,2.21,91153.71
2018-08-08,BCHRUR,43601,43962.55,38200.24,39472.94,2.77,111296.32
2018-08-07,BCHRUR,45663.73,47462.21,43601,43601,1.96,89980.91
2018-08-06,BCHRUR,46566.56,47550,44220.19,45663.73,0.595,27282.66
2018-08-05,BCHRUR,46049.21,46689,45581.95,46566.56,1.73,79837.23
2018-08-04,BCHRUR,47899.18,47899.18,46033.19,46049.21,0.3883,17969.87
2018-08-03,BCHRUR,46180,47899.18,43700.86,47899.18,0.7802,35550.62
2018-08-02,BCHRUR,48177.08,48177.08,46150.12,46180,1.4,65549.04
