Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETN,Volume LTC
2019-07-03,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-07-02,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-07-01,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-30,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-29,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-28,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-27,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-26,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-25,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-24,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-23,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-22,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-21,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-20,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-19,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-18,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-17,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-16,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-15,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-14,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-13,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-12,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-11,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-10,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-09,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-08,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-07,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-06,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-05,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-04,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-03,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-02,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-06-01,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-31,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-30,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-29,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-28,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-27,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-26,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-25,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-24,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-23,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-22,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-21,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-20,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-19,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-18,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-17,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-16,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-15,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-14,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-13,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-12,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-11,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-10,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-09,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-08,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-07,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-06,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-05,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-04,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-03,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-02,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-05-01,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-30,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-29,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-28,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-27,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-26,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-25,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-24,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-23,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-22,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-21,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-20,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-19,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-18,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-17,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-16,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-15,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-14,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-13,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-12,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-11,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-10,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-09,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-08,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-07,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-06,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-05,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-04,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-03,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-02,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-04-01,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-31,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-30,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-29,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-28,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-27,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-26,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-25,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-24,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-23,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-22,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-21,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-20,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-19,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-18,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-17,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-16,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-15,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-14,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-13,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-12,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-11,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
2019-03-10,ETNLTC,0.0002047,0.0002047,0.0002047,0.0002047,0.0,0.0
