Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XLM,Volume ETH
2019-08-07,XLMETH,0.0003422,0.000346,0.0003422,0.000346,3179.92,1.1
2019-08-06,XLMETH,0.0003535,0.0003553,0.00034,0.0003422,255807.1,88.45
2019-08-05,XLMETH,0.0003689,0.0003689,0.000365,0.000365,801.75,0.2942
2019-08-04,XLMETH,0.0003724,0.0003758,0.0003677,0.0003689,33148.16,12.35
2019-08-03,XLMETH,0.0003796,0.0003796,0.0003782,0.0003782,1811.87,0.6852
2019-08-02,XLMETH,0.0003826,0.0003826,0.000375,0.0003796,76776.21,28.99
2019-08-01,XLMETH,0.0003854,0.0003854,0.0003854,0.0003854,0.0,0.0
2019-07-31,XLMETH,0.0003965,0.0003974,0.0003847,0.0003854,99635.51,39.21
2019-07-30,XLMETH,0.0003949,0.0003949,0.0003949,0.0003949,0.0,0.0
2019-07-29,XLMETH,0.0003956,0.0004012,0.000393,0.0003949,5768.34,2.294
2019-07-28,XLMETH,0.0004016,0.0004016,0.0004016,0.0004016,0.0,0.0
2019-07-27,XLMETH,0.0004026,0.000404,0.0004016,0.0004016,32405.37,13.08
2019-07-26,XLMETH,0.0003907,0.0004072,0.0003903,0.0004026,20256.26,8.011
2019-07-25,XLMETH,0.0003966,0.0003966,0.0003889,0.0003897,11207.98,4.372
2019-07-24,XLMETH,0.0004036,0.0004036,0.0004036,0.0004036,0.0,0.0
2019-07-23,XLMETH,0.0004032,0.0004086,0.0004001,0.0004036,7440.76,3.015
2019-07-22,XLMETH,0.0004049,0.000411,0.000401,0.0004032,250577.52,102.18
2019-07-21,XLMETH,0.0004145,0.0004145,0.000403,0.0004049,47385.58,19.42
2019-07-20,XLMETH,0.0004237,0.0004237,0.0004045,0.0004145,225191.7,93.17
2019-07-19,XLMETH,0.0003909,0.000431,0.0003909,0.0004237,336745.84,138.43
2019-07-18,XLMETH,0.0003827,0.0003867,0.0003801,0.0003801,15387.32,5.922
2019-07-17,XLMETH,0.0003986,0.0003986,0.0003766,0.0003827,408768.25,157.67
2019-07-16,XLMETH,0.0003728,0.000409,0.0003728,0.0003986,648237.23,250.28
2019-07-15,XLMETH,0.0003774,0.0004041,0.000368,0.0003728,625886.16,241.59
2019-07-14,XLMETH,0.0003559,0.0003805,0.000354,0.0003774,1385146.42,507.63
2019-07-13,XLMETH,0.0003556,0.0003663,0.0003479,0.0003559,362575.93,130.27
2019-07-12,XLMETH,0.000325,0.0003694,0.0003209,0.0003556,1026248.15,366.15
2019-07-11,XLMETH,0.0003288,0.0003362,0.0003214,0.000325,160265.42,52.66
2019-07-10,XLMETH,0.0003281,0.0003301,0.0003179,0.0003288,893896.78,288.85
2019-07-09,XLMETH,0.0003319,0.0003367,0.0003243,0.0003281,244607.94,80.44
2019-07-08,XLMETH,0.0003451,0.0003464,0.0003319,0.0003319,158946.52,54.07
2019-07-07,XLMETH,0.0003594,0.0003602,0.0003409,0.0003451,149653.44,52.36
2019-07-06,XLMETH,0.000348,0.0003656,0.0003449,0.0003594,32707.44,11.59
2019-07-05,XLMETH,0.000351,0.0003546,0.0003425,0.000348,165473.62,57.71
2019-07-04,XLMETH,0.000351,0.000356,0.0003473,0.000351,925797.15,324.24
2019-07-03,XLMETH,0.0003528,0.0003545,0.0003464,0.000351,141262.15,49.53
2019-07-02,XLMETH,0.0003589,0.0003673,0.000351,0.0003528,253729.8,91.23
2019-07-01,XLMETH,0.0003611,0.0003663,0.0003574,0.0003589,451039.44,162.23
2019-06-30,XLMETH,0.0003578,0.0003621,0.0003542,0.0003611,253473.6,90.96
2019-06-29,XLMETH,0.0003589,0.0003748,0.000356,0.0003578,239645.12,86.81
2019-06-28,XLMETH,0.0003676,0.0003688,0.0003549,0.0003589,378371.9,137.26
2019-06-27,XLMETH,0.0003598,0.00038,0.00035,0.0003676,1104189.05,396.79
2019-06-26,XLMETH,0.000391,0.0003944,0.000352,0.0003598,3310106.3,1261.33
2019-06-25,XLMETH,0.0004104,0.0004149,0.0003886,0.000391,807521.05,318.99
2019-06-24,XLMETH,0.0004156,0.000423,0.000409,0.0004104,1847081.57,768.2
2019-06-23,XLMETH,0.000417,0.000422,0.000409,0.0004156,304858.46,126.44
2019-06-22,XLMETH,0.0004199,0.0004311,0.000404,0.000417,537031.87,223.35
2019-06-21,XLMETH,0.0004463,0.0004463,0.0004158,0.0004199,1319772.82,570.84
2019-06-20,XLMETH,0.0004618,0.0004625,0.000442,0.0004463,116179.32,52.6
2019-06-19,XLMETH,0.0004663,0.0004686,0.0004607,0.0004618,151302.64,70.41
2019-06-18,XLMETH,0.0004789,0.0004799,0.000465,0.0004663,98117.47,46.22
2019-06-17,XLMETH,0.0004793,0.0004825,0.0004714,0.0004789,330098.88,157.02
2019-06-16,XLMETH,0.0004726,0.000491,0.0004651,0.0004793,245320.73,117.05
2019-06-15,XLMETH,0.0004748,0.0004807,0.0004638,0.0004726,331372.78,157.46
2019-06-14,XLMETH,0.0004876,0.0004878,0.0004688,0.0004748,285091.28,135.71
2019-06-13,XLMETH,0.0004861,0.0004928,0.0004803,0.0004876,129680.59,63.0
2019-06-12,XLMETH,0.0005002,0.0005062,0.0004843,0.0004861,540830.86,269.42
2019-06-11,XLMETH,0.000499,0.0005036,0.0004926,0.0005002,455476.16,226.14
2019-06-10,XLMETH,0.0005124,0.0005134,0.000499,0.000499,411270.01,208.33
2019-06-09,XLMETH,0.0005059,0.00052,0.0005059,0.0005124,324420.17,166.46
2019-06-08,XLMETH,0.0005109,0.0005117,0.0005059,0.0005059,24094.22,12.23
2019-06-07,XLMETH,0.0005052,0.0005233,0.0005045,0.0005109,386997.51,198.47
2019-06-06,XLMETH,0.0004929,0.000512,0.0004926,0.0005052,226862.52,113.79
2019-06-05,XLMETH,0.0004996,0.000511,0.0004929,0.0004929,977013.64,498.89
2019-06-04,XLMETH,0.0005117,0.0005126,0.0004961,0.0004996,148756.54,74.88
2019-06-03,XLMETH,0.0005091,0.0005214,0.000503,0.0005117,465888.24,240.54
2019-06-02,XLMETH,0.0005065,0.0005113,0.0004988,0.0005091,242667.39,123.68
2019-06-01,XLMETH,0.0005005,0.0005065,0.0004873,0.0005065,148566.78,73.07
2019-05-31,XLMETH,0.0005075,0.0005075,0.0004928,0.0005005,144030.56,71.88
2019-05-30,XLMETH,0.0005064,0.0005211,0.000484,0.0005075,1644361.17,825.59
2019-05-29,XLMETH,0.000515,0.000515,0.0004986,0.0005064,720036.46,364.07
2019-05-28,XLMETH,0.0005112,0.0005206,0.000495,0.000515,620340.98,312.14
2019-05-27,XLMETH,0.0004969,0.0005195,0.0004926,0.0005112,495736.18,252.69
2019-05-26,XLMETH,0.0004961,0.0005005,0.00049,0.0004969,356980.3,177.41
2019-05-25,XLMETH,0.000503,0.0005068,0.000494,0.0004961,80587.96,40.11
2019-05-24,XLMETH,0.000511,0.0005151,0.0005003,0.000503,324785.14,165.26
2019-05-23,XLMETH,0.0005018,0.000515,0.0004952,0.000511,158422.37,80.12
2019-05-22,XLMETH,0.0005203,0.000532,0.0004985,0.0005018,974447.16,494.66
2019-05-21,XLMETH,0.0005396,0.0005396,0.000516,0.0005203,268200.01,142.36
2019-05-20,XLMETH,0.0005498,0.0005598,0.000534,0.0005396,252783.91,136.9
2019-05-19,XLMETH,0.0005598,0.0005598,0.000544,0.0005498,227167.14,125.54
2019-05-18,XLMETH,0.000534,0.000579,0.000534,0.0005598,761428.71,425.89
2019-05-17,XLMETH,0.0005253,0.000542,0.0005023,0.000534,867544.98,450.13
2019-05-16,XLMETH,0.000569,0.000633,0.000518,0.0005253,3888729.91,2222.82
2019-05-15,XLMETH,0.000523,0.000569,0.000516,0.000569,1721841.69,912.23
2019-05-14,XLMETH,0.0005087,0.0005648,0.0005001,0.000523,2117786.57,1120.5
2019-05-13,XLMETH,0.0005244,0.000534,0.000493,0.0005087,457176.65,235.14
2019-05-12,XLMETH,0.0005422,0.0005422,0.0005151,0.0005244,347732.87,182.48
2019-05-11,XLMETH,0.0005339,0.000555,0.0005113,0.0005422,878017.68,470.05
2019-05-10,XLMETH,0.0005189,0.00054,0.0005086,0.0005339,311118.2,163.02
2019-05-09,XLMETH,0.0005406,0.000542,0.0005152,0.0005189,328221.16,175.37
2019-05-08,XLMETH,0.0005525,0.0005578,0.000537,0.0005406,350761.34,191.53
2019-05-07,XLMETH,0.0005611,0.0005611,0.000544,0.000546,96798.04,53.36
2019-05-06,XLMETH,0.0005976,0.0005976,0.0005521,0.0005611,243167.72,140.42
2019-05-05,XLMETH,0.0006002,0.0006079,0.0005939,0.0005976,91487.47,54.99
2019-05-04,XLMETH,0.0006104,0.000618,0.0005987,0.0006002,240335.22,145.44
2019-05-03,XLMETH,0.0006137,0.0006205,0.0006,0.0006104,419239.67,256.63
2019-05-02,XLMETH,0.0006294,0.0006337,0.000612,0.0006137,121622.79,75.68
2019-05-01,XLMETH,0.0006205,0.000638,0.00062,0.0006294,140641.0,88.64
2019-04-30,XLMETH,0.000615,0.0006333,0.0006063,0.0006205,181802.55,112.05
2019-04-29,XLMETH,0.0006226,0.000635,0.000612,0.000615,48507.77,30.44
2019-04-28,XLMETH,0.0006276,0.0006394,0.000622,0.0006226,121038.53,76.57
2019-04-27,XLMETH,0.000631,0.0006401,0.000626,0.0006276,131853.06,83.64
2019-04-26,XLMETH,0.0006396,0.000646,0.0006266,0.000631,425491.61,269.27
2019-04-25,XLMETH,0.000619,0.0006552,0.000619,0.0006396,418609.43,266.56
2019-04-24,XLMETH,0.0006402,0.0006402,0.0006145,0.000619,380403.66,235.19
2019-04-23,XLMETH,0.0006567,0.0006588,0.000635,0.0006402,193598.07,124.22
2019-04-22,XLMETH,0.0006551,0.0006678,0.0006474,0.0006567,72039.8,47.26
2019-04-21,XLMETH,0.0006668,0.000667,0.000646,0.0006551,75931.85,49.78
2019-04-20,XLMETH,0.000665,0.000675,0.0006619,0.0006668,83572.76,56.04
2019-04-19,XLMETH,0.0006786,0.0006786,0.000665,0.000665,98723.57,66.16
2019-04-18,XLMETH,0.0007028,0.0007043,0.000673,0.0006786,177090.13,121.82
2019-04-17,XLMETH,0.0006915,0.0007059,0.0006861,0.0007028,89146.67,62.28
2019-04-16,XLMETH,0.0006984,0.0007041,0.000687,0.0006915,113447.88,78.51
2019-04-15,XLMETH,0.000702,0.000717,0.0006969,0.0006984,143193.22,101.27
2019-04-14,XLMETH,0.0007062,0.000716,0.0007001,0.000702,35435.76,25.03
2019-04-13,XLMETH,0.000692,0.0007079,0.000692,0.0007062,90435.65,63.36
2019-04-12,XLMETH,0.0006996,0.000701,0.000683,0.000692,160297.56,111.34
2019-04-11,XLMETH,0.0007086,0.0007127,0.0006853,0.0006996,475833.58,331.72
2019-04-10,XLMETH,0.0007124,0.0007295,0.000695,0.0007086,1183210.71,832.34
2019-04-09,XLMETH,0.0007232,0.000734,0.0007017,0.0007124,398054.59,283.91
2019-04-08,XLMETH,0.00076,0.0007607,0.0007062,0.0007232,682134.6,503.43
2019-04-07,XLMETH,0.0007559,0.0007815,0.0007459,0.00076,718725.38,550.83
2019-04-06,XLMETH,0.0007675,0.0007695,0.000742,0.0007559,119785.47,91.19
2019-04-05,XLMETH,0.0007418,0.000793,0.0007418,0.0007675,590254.3,454.44
2019-04-04,XLMETH,0.0007591,0.000766,0.00074,0.0007418,288288.67,215.65
2019-04-03,XLMETH,0.0007407,0.000772,0.0007309,0.0007591,989783.7,744.13
2019-04-02,XLMETH,0.0007798,0.000787,0.000737,0.0007407,973054.85,741.33
2019-04-01,XLMETH,0.000761,0.000785,0.000755,0.0007798,239178.03,185.35
2019-03-19,XLMETH,0.000838,0.0008526,0.0008369,0.0008526,23731.72,20.13
2019-03-18,XLMETH,0.000787,0.0008601,0.0007728,0.000838,1780674.21,1458.85
2019-03-17,XLMETH,0.0007699,0.000787,0.0007699,0.000787,290202.07,225.69
2019-03-16,XLMETH,0.0007808,0.0007808,0.0007551,0.0007699,87741.05,67.27
2019-03-15,XLMETH,0.000807,0.000807,0.0007712,0.0007808,616308.82,487.79
2019-03-14,XLMETH,0.000822,0.000858,0.000797,0.000807,1103538.88,907.07
2019-03-13,XLMETH,0.0007881,0.000849,0.0007679,0.000822,1276414.89,1028.17
2019-03-12,XLMETH,0.0007694,0.0008063,0.000735,0.0007881,1107109.58,843.73
2019-03-11,XLMETH,0.0007422,0.000818,0.0007301,0.0007694,2511200.31,1946.85
2019-03-10,XLMETH,0.0006568,0.000761,0.0006568,0.0007422,1239846.59,874.85
2019-03-09,XLMETH,0.0006496,0.0006659,0.0006415,0.0006568,312877.77,203.52
2019-03-08,XLMETH,0.0006217,0.0006576,0.0006217,0.0006496,225244.57,144.42
2019-03-07,XLMETH,0.0006165,0.0006247,0.000613,0.0006217,167594.37,103.24
2019-03-06,XLMETH,0.0006251,0.0006261,0.00061,0.0006165,115647.32,71.28
2019-03-05,XLMETH,0.0006536,0.0006544,0.0006212,0.0006251,343238.28,217.36
2019-03-04,XLMETH,0.0006714,0.0006714,0.0006442,0.0006536,339730.21,222.76
2019-03-03,XLMETH,0.0006328,0.0006834,0.000622,0.0006714,804847.14,527.43
2019-03-02,XLMETH,0.0006283,0.0006361,0.0006239,0.0006328,120226.54,75.58
2019-03-01,XLMETH,0.0006249,0.0006283,0.0006178,0.0006283,55799.9,34.67
2019-02-28,XLMETH,0.0006249,0.0006249,0.0006249,0.0006249,0.0,0.0
2019-02-27,XLMETH,0.0006216,0.0006408,0.000609,0.0006249,419769.71,261.71
2019-02-26,XLMETH,0.0006257,0.0006279,0.0006138,0.0006216,355884.77,221.34
2019-02-25,XLMETH,0.000619,0.000633,0.0006003,0.0006257,631149.26,390.64
2019-02-24,XLMETH,0.0005941,0.000619,0.000577,0.000619,946614.56,564.61
2019-02-23,XLMETH,0.0006122,0.0006142,0.000591,0.0005941,330782.22,199.39
