Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume RUR
2018-06-26,ETCRUR,976.86,990,945,946,585.66,563743.47
2018-06-25,ETCRUR,938.12,995.57,905.17,976.86,1009.04,961431.9
2018-06-24,ETCRUR,945.71,963.9,877.98,938.12,1018.34,937618.19
2018-06-23,ETCRUR,955.25,980.21,930.53,945.71,621.92,591106.28
2018-06-22,ETCRUR,1083,1083,950,955.25,1355.81,1360594.49
2018-06-21,ETCRUR,1039.25,1093.57,1000,1083,1253.6,1311102.03
2018-06-20,ETCRUR,965.44,1039.25,929.42,1039.25,2064.87,2035243.32
2018-06-19,ETCRUR,924.22,989,917.66,965.44,1588.14,1509618.9
2018-06-18,ETCRUR,888,960,870.45,924.22,812.36,737608.8
2018-06-17,ETCRUR,901.98,910,868.29,888,596.79,533609.73
2018-06-16,ETCRUR,866.49,927.42,860,901.98,739.88,661848.71
2018-06-15,ETCRUR,880,900.64,850,866.49,566.46,492380.65
2018-06-14,ETCRUR,875.65,890.8,845,880,956.97,827844.74
2018-06-13,ETCRUR,944,949.37,841.27,875.65,982.2,858098.86
2018-06-12,ETCRUR,806.14,1000,802.36,944,3163.77,3002141.64
2018-06-11,ETCRUR,798.32,870,781.01,806.14,566.67,457471.9
2018-06-10,ETCRUR,920.3,921,795,798.32,830.0,718421.44
2018-06-09,ETCRUR,925.53,927.39,909.85,920.3,541.61,497137.14
2018-06-08,ETCRUR,911.04,936.04,908.1,925.53,875.2,808655.26
2018-06-07,ETCRUR,916.03,930,900,911.04,501.42,457475.33
2018-06-06,ETCRUR,926.69,943.29,900,916.03,566.57,519402.34
2018-06-05,ETCRUR,933,946.71,883,926.69,710.74,656120.96
2018-06-04,ETCRUR,988,1000,933,933,738.0,701078.73
2018-06-03,ETCRUR,980.03,997,960.15,988,521.04,510099.3
2018-06-02,ETCRUR,944.5,997,932.5,980.03,1391.29,1331120.18
2018-06-01,ETCRUR,938,946.9,925,944.5,436.86,408524.93
2018-05-31,ETCRUR,939,955,900.11,938,992.46,928288.37
2018-05-30,ETCRUR,936,965,905,939,851.94,795208.73
2018-05-29,ETCRUR,903,960,860,936,666.96,614782.9
2018-05-28,ETCRUR,959.88,972.62,896.54,903,807.97,754235.12
2018-05-27,ETCRUR,958.91,968.51,941.11,959.88,342.54,325274.89
2018-05-26,ETCRUR,936.46,1009,933.27,958.91,445.99,429838.85
2018-05-25,ETCRUR,969.48,973.82,932,936.46,399.69,379699.89
2018-05-24,ETCRUR,929.97,974.96,899,969.48,846.32,792558.21
2018-05-23,ETCRUR,1009,1032,909,929.97,1329.67,1285311.78
2018-05-22,ETCRUR,1079.84,1083.76,1009,1009,752.74,787388.83
2018-05-21,ETCRUR,1109.98,1121,1052,1079.84,803.18,873207.56
2018-05-20,ETCRUR,1084,1121,1083,1109.98,744.62,820575.5
2018-05-19,ETCRUR,1100.87,1108.59,1071,1084,466.96,510141.85
2018-05-18,ETCRUR,1034.18,1121.07,1031,1100.87,1040.36,1108208.11
2018-05-17,ETCRUR,1100,1120,1033,1034.18,1189.09,1291121.43
2018-05-16,ETCRUR,1133,1134.71,1070.32,1075.98,762.46,832104.72
2018-05-15,ETCRUR,1154.85,1200,1120.3,1132.99,1155.33,1349107.8
2018-05-14,ETCRUR,1190.66,1199,1112,1154.85,1078.46,1238756.36
2018-05-13,ETCRUR,1145.39,1202.28,1142.76,1190.66,929.02,1092794.51
2018-05-12,ETCRUR,1160.42,1195.6,1065,1145.39,1333.51,1500200.24
2018-05-11,ETCRUR,1269.31,1269.31,1060,1160.42,2450.16,2820055.88
2018-05-10,ETCRUR,1343.89,1351.95,1260.63,1269.31,1210.26,1594832.92
2018-05-09,ETCRUR,1422.53,1426.06,1322,1343.89,1233.04,1665160.09
2018-05-08,ETCRUR,1445.14,1465,1370,1422.53,1545.74,2181541.45
2018-05-07,ETCRUR,1547.3,1550,1391,1445.14,1478.73,2151686.31
2018-05-06,ETCRUR,1388.71,1547.3,1388.71,1547.3,2357.14,3482036.08
2018-05-05,ETCRUR,1365,1420,1345,1388.71,1714.36,2384584.76
2018-05-04,ETCRUR,1356.54,1378.99,1320.37,1365,1610.04,2167343.78
2018-05-03,ETCRUR,1322.5,1399.83,1312.12,1356.54,1888.25,2563353.64
2018-05-02,ETCRUR,1330.42,1333,1299.51,1322.5,1045.5,1373288.56
2018-05-01,ETCRUR,1311.49,1331.33,1260,1330.42,981.23,1276171.62
2018-04-30,ETCRUR,1304.75,1390,1304.75,1311.49,1746.27,2344036.58
2018-04-29,ETCRUR,1305.99,1325.25,1250,1304.75,1254.71,1627485.31
2018-04-28,ETCRUR,1260,1323.88,1236.52,1305.99,1760.84,2261005.42
2018-04-27,ETCRUR,1286,1300,1212,1260,2110.56,2657801.58
2018-04-26,ETCRUR,1153.93,1311.63,1110,1286,1811.26,2166364.38
2018-04-25,ETCRUR,1330,1330,1068,1153.93,3113.68,3684281.01
2018-04-24,ETCRUR,1243.18,1370,1234.92,1330,2220.43,2910225.48
2018-04-23,ETCRUR,1129.79,1250,1129.79,1243.18,2316.8,2798706.66
2018-04-22,ETCRUR,1111.8,1159,1090,1129.79,1370.59,1559461.28
2018-04-21,ETCRUR,1173.1,1182,1067.57,1111.8,1629.26,1843905.76
2018-04-20,ETCRUR,1087,1173.9,1063.44,1173.1,1946.83,2170810.47
2018-04-19,ETCRUR,1035.51,1100,1026.94,1087,1746.4,1839119.88
2018-04-18,ETCRUR,969.44,1060,961,1035.51,2376.22,2393940.47
2018-04-17,ETCRUR,966.93,989,950,969.44,1722.7,1673300.56
2018-04-16,ETCRUR,1000.56,1010.98,943.89,966.93,1519.14,1473777.02
2018-04-15,ETCRUR,974.84,1010,950,1000.56,1644.7,1630809.56
2018-04-14,ETCRUR,959.97,975.55,933.28,974.84,1704.32,1623758.83
2018-04-13,ETCRUR,966.12,1020,935.05,959.97,2872.79,2808619.45
2018-04-12,ETCRUR,892.31,966.12,843.13,966.12,2108.77,1883161.62
2018-04-11,ETCRUR,850.05,918.61,842.6,892.31,1553.69,1359307.86
2018-04-10,ETCRUR,808.5,874.1,793,850.05,1856.3,1546325.36
2018-04-09,ETCRUR,806.26,826.07,794.74,808.5,1464.72,1181513.56
2018-04-08,ETCRUR,775.7,826.07,769.63,806.26,728.11,577993.77
2018-04-07,ETCRUR,760,785,760,775.7,787.94,608577.98
2018-04-06,ETCRUR,773.89,795,750.93,760,1088.09,830517.67
2018-04-05,ETCRUR,780.43,795,755,773.89,1409.98,1087158.45
2018-04-04,ETCRUR,834.24,836.91,771.91,780.43,1163.04,921438.88
2018-04-03,ETCRUR,768.39,853.1,766.96,834.24,2039.41,1676031.32
2018-04-02,ETCRUR,771,799,758.48,768.39,1145.62,889277.49
2018-04-01,ETCRUR,830,830,744.36,771,2273.68,1781046.0
2018-03-31,ETCRUR,854.26,897.98,825.12,830,1109.88,938520.31
2018-03-30,ETCRUR,882.86,900,823.63,854.26,2182.8,1881840.01
2018-03-29,ETCRUR,915.65,924.5,848,882.86,1676.39,1480384.56
2018-03-28,ETCRUR,919.43,957,905,915.65,1171.13,1077879.09
2018-03-27,ETCRUR,932.3,957.32,871.3,919.43,1689.16,1550386.97
2018-03-26,ETCRUR,1015,1018.96,890,932.3,2629.17,2474359.59
2018-03-25,ETCRUR,1030.98,1052.27,1008,1015,1245.27,1270018.99
2018-03-24,ETCRUR,1046,1080,1020.1,1030.98,1603.22,1671878.69
2018-03-23,ETCRUR,1090.17,1096.94,1024.35,1046,1672.78,1753456.73
2018-03-22,ETCRUR,1120,1149.82,1010,1090.17,3483.41,3767892.99
2018-03-21,ETCRUR,1133.57,1196,1082.84,1120,3462.25,3966861.74
2018-03-20,ETCRUR,1106.95,1192,1000.98,1133.57,5355.5,5957484.8
2018-03-19,ETCRUR,967,1114.58,925,1106.95,4398.55,4417509.1
2018-03-18,ETCRUR,940.76,1000,806,967,4263.05,3770978.5
2018-03-17,ETCRUR,1020,1032.63,925.34,940.76,2222.14,2173592.79
2018-03-16,ETCRUR,1060.24,1078.47,1010,1020,3447.09,3596265.97
2018-03-15,ETCRUR,1000,1128.44,913.19,1060.24,6063.14,6281503.2
2018-03-14,ETCRUR,1152.99,1159,951,1000,5865.14,6227764.91
2018-03-13,ETCRUR,1114.91,1175,1104,1152.99,3301.06,3782717.33
2018-03-12,ETCRUR,1177.69,1185.37,1097,1114.91,4357.55,4982889.36
2018-03-11,ETCRUR,1137,1177.69,1130,1177.69,4048.47,4656929.09
2018-03-10,ETCRUR,1190.56,1260,1131.95,1137,4473.49,5432068.63
2018-03-09,ETCRUR,1239.39,1240,1133,1190.56,7363.31,8630571.45
2018-03-08,ETCRUR,1143.94,1342,1116.07,1239.39,7687.67,9509414.6
2018-03-07,ETCRUR,1296.73,1296.73,1086.31,1143.94,7956.16,9385648.2
2018-03-06,ETCRUR,1310,1357.51,1255,1296.73,6944.21,9090510.41
2018-03-05,ETCRUR,1625,1650,1209,1310,7629.62,11282174.39
2018-03-04,ETCRUR,1590,1750,1580.49,1625,6205.61,10283167.46
2018-03-03,ETCRUR,1724.81,1790.91,1538.59,1590,6695.78,10900459.33
2018-03-02,ETCRUR,1880,1930,1670,1724.81,6093.27,10810207.53
2018-03-01,ETCRUR,1957.08,2000,1831.01,1880,6900.69,13223764.68
2018-02-28,ETCRUR,2060.24,2091,1905.01,1957.08,5609.0,11167227.84
2018-02-27,ETCRUR,2060.77,2099,2010,2069.99,4245.87,8713014.25
2018-02-26,ETCRUR,2150.9,2177.13,2001,2060.77,4393.04,9081108.71
2018-02-25,ETCRUR,2230,2230,2115.61,2150.9,3596.43,7795320.54
2018-02-24,ETCRUR,2140.9,2249,2119,2230,4906.45,10803841.66
2018-02-23,ETCRUR,1948.8,2183.38,1883,2140.9,4140.19,8558447.67
2018-02-22,ETCRUR,2087.02,2142.98,1872,1948.8,4323.73,8523132.79
2018-02-21,ETCRUR,2154.02,2269.73,2013.87,2087.02,4516.07,9608728.78
2018-02-20,ETCRUR,2151.12,2394,2140,2154.02,5930.33,13426691.52
2018-02-19,ETCRUR,2040,2199,1950,2151.12,5043.84,10676328.01
2018-02-18,ETCRUR,2000.1,2040,1825.4,2040,4382.81,8488392.82
2018-02-17,ETCRUR,1972,2035.5,1950.4,2000.1,3161.25,6333790.06
2018-02-16,ETCRUR,1921,1999.9,1860,1972,2636.85,5051960.55
2018-02-15,ETCRUR,1930,1950.77,1850,1921,4967.66,9471827.67
2018-02-14,ETCRUR,1990,2190,1856.29,1930,5130.9,10243903.75
2018-02-13,ETCRUR,1755,2013.01,1666.67,1990,5354.02,9988701.64
2018-02-12,ETCRUR,1489,1795.96,1477.77,1755,3945.28,6501184.55
2018-02-11,ETCRUR,1440,1589,1290.98,1489,2807.56,4122322.51
2018-02-10,ETCRUR,1532,1570,1360.97,1440,1907.34,2828653.6
2018-02-09,ETCRUR,1305.63,1573,1280.61,1532,3388.49,4838647.32
2018-02-08,ETCRUR,1141.93,1320,1133.41,1305.63,2309.97,2835342.02
2018-02-07,ETCRUR,1123.67,1293,1077.34,1141.93,2430.53,2918779.22
2018-02-06,ETCRUR,1084.99,1200,882.87,1123.67,3332.03,3489807.62
2018-02-05,ETCRUR,1419.77,1466.8,1051.2,1084.99,2761.09,3407811.14
2018-02-04,ETCRUR,1510.29,1542.6,1340,1419.77,1705.02,2437217.43
2018-02-03,ETCRUR,1420.37,1572.04,1300,1510.29,2297.25,3343470.93
2018-02-02,ETCRUR,1380,1567.34,1111,1420.37,3319.2,4344644.34
2018-02-01,ETCRUR,1587.05,1620.97,1307,1380,1663.81,2466540.49
2018-01-31,ETCRUR,1589.96,1680,1455,1587.05,1570.44,2478032.91
2018-01-30,ETCRUR,1756.95,1800,1589.96,1589.96,1489.96,2498851.02
2018-01-29,ETCRUR,1800.09,1815.3,1687.53,1756.95,1175.35,2051417.05
2018-01-28,ETCRUR,1708.35,1890,1674.45,1800.09,2105.7,3738274.86
2018-01-27,ETCRUR,1709.57,1734.13,1600,1708.35,1199.92,1998839.7
2018-01-26,ETCRUR,1777,1845.1,1615,1709.57,1596.55,2719846.47
2018-01-25,ETCRUR,1840.08,1862.95,1760.37,1777,1338.34,2405249.19
2018-01-24,ETCRUR,1851.97,1959,1804,1840.08,1460.03,2697796.53
2018-01-23,ETCRUR,2147.01,2147.01,1825,1851.97,293.95,552630.98
2018-01-22,ETCRUR,2147.01,2147.01,2147.01,2147.01,0.0,0.0
2018-01-21,ETCRUR,2200,2228.55,2103.04,2147.01,287.32,620682.75
2018-01-20,ETCRUR,2110,2280.98,2101.01,2203.69,1019.77,2215892.64
2018-01-19,ETCRUR,2087.2,2300,2030,2110,1092.41,2378250.1
2018-01-18,ETCRUR,2048.42,2215.03,1976.16,2087.96,724.44,1535632.65
2018-01-17,ETCRUR,2066.55,2268,1600,2048.42,1703.42,3291142.74
2018-01-16,ETCRUR,2535.16,2558.61,1850,2066.55,3375.12,7501035.26
2018-01-15,ETCRUR,2693,2700,2507,2535.16,1284.57,3322375.69
2018-01-14,ETCRUR,2500,2870,2500,2693,3334.42,8923298.44
2018-01-13,ETCRUR,2077.63,2500,2077.63,2500,2389.5,5648410.56
2018-01-12,ETCRUR,2002,2155.34,2002,2077.63,201.72,416333.48
2018-01-11,ETCRUR,2285,2340,2001,2002,1207.42,2600565.36
2018-01-10,ETCRUR,2346,2449.99,2030.12,2285,2595.92,5982438.49
2018-01-09,ETCRUR,2100,2346,1980,2346,2275.35,4833086.99
2018-01-08,ETCRUR,2050,2197.99,1914.38,2100,2353.44,4921811.19
2018-01-07,ETCRUR,1942,2050,1922,2050,1866.9,3733867.27
2018-01-06,ETCRUR,1825.01,2031,1764.71,1942,1112.95,2121714.87
2018-01-05,ETCRUR,2060,2095,1708,1825.01,1519.43,2968706.27
2018-01-04,ETCRUR,2000,2180,1871.17,2060,1592.72,3241239.25
2018-01-03,ETCRUR,1911.39,2000,1830.24,2000,1313.22,2504719.27
2018-01-02,ETCRUR,1891,2050,1810.5,1911.39,1249.57,2372045.28
2018-01-01,ETCRUR,1692.48,1951,1655,1891,958.44,1787820.57
2017-12-31,ETCRUR,1616.22,1762.93,1550,1692.48,663.79,1076058.36
2017-12-30,ETCRUR,1721.17,1728.54,1550,1616.22,850.29,1395327.58
2017-12-29,ETCRUR,1675.05,1875,1619.08,1721.17,1033.85,1789225.33
2017-12-28,ETCRUR,1867.76,1900,1668.39,1675.05,1266.45,2229786.04
2017-12-27,ETCRUR,1850.64,1925,1800.1,1867.76,1116.71,2089287.15
2017-12-26,ETCRUR,1888.95,1933,1810,1850.64,977.71,1829835.04
2017-12-25,ETCRUR,1900,1921.7,1840,1888.95,1175.22,2211504.69
2017-12-24,ETCRUR,2002,2025.31,1768,1900,2713.45,5052643.29
2017-12-23,ETCRUR,1970,2199.86,1950,2002,2625.15,5430946.35
2017-12-22,ETCRUR,2430.89,2499,1662.11,1970,3163.72,6388869.6
2017-12-21,ETCRUR,2580,2697,2324,2430.89,2020.63,5142747.07
2017-12-20,ETCRUR,2564,2650,2311,2580,2664.96,6781880.47
2017-12-19,ETCRUR,2413,2698,2365,2564,3365.78,8580081.59
2017-12-18,ETCRUR,2126.72,2500,2051,2413,3048.26,7035246.66
2017-12-17,ETCRUR,2057,2149,2013.95,2126.72,1464.65,3044961.4
2017-12-16,ETCRUR,1918.5,2250,1871.1,2057,3887.26,8099409.44
2017-12-15,ETCRUR,1950,1969,1710,1918.5,3383.55,6104125.32
2017-12-14,ETCRUR,1840,2019,1818.85,1950,3644.64,7023005.92
2017-12-13,ETCRUR,1807.97,1970,1735,1840,3503.84,6464351.78
2017-12-12,ETCRUR,1712.45,1950,1679.84,1807.97,3998.25,7197206.44
2017-12-11,ETCRUR,1670,1821.13,1651.5,1712.45,3281.72,5762458.34
2017-12-10,ETCRUR,1820,1832,1650,1670,2650.03,4532880.93
2017-12-09,ETCRUR,1755.85,2000,1707.7,1820,3341.97,6312363.3
2017-12-08,ETCRUR,1530,1820.5,1482.74,1755.85,2379.46,4008710.87
2017-12-07,ETCRUR,1661.76,1816.25,1530,1530,2776.74,4623812.11
2017-12-06,ETCRUR,1815.35,1830.51,1602.99,1661.76,2935.44,5165033.43
2017-12-05,ETCRUR,1849.5,1860,1775.51,1815.35,1329.04,2417760.44
2017-12-04,ETCRUR,1802,1864.47,1765.56,1849.5,1343.91,2460784.17
2017-12-03,ETCRUR,1770.59,1890,1760,1802,1343.62,2450239.32
2017-12-02,ETCRUR,1773,1870,1750,1770.59,1883.38,3394390.52
2017-12-01,ETCRUR,1595,1814.61,1501,1773,1448.47,2460447.82
2017-11-30,ETCRUR,1550,1690,1350,1595,1438.27,2189400.93
2017-11-29,ETCRUR,1866.15,1884.18,1451,1550,1983.5,3324554.41
2017-11-28,ETCRUR,1440,1957.23,1400,1866.15,2841.26,5037681.21
2017-11-27,ETCRUR,1182.11,1502.27,1164.12,1440,1966.75,2657748.44
2017-11-26,ETCRUR,1203.15,1204.05,1120,1182.11,475.04,554247.24
2017-11-25,ETCRUR,1150,1232.18,1083.67,1203.15,938.51,1100803.0
2017-11-24,ETCRUR,1036.46,1150,950,1150,831.91,875866.95
2017-11-23,ETCRUR,1002.24,1048.3,995.85,1036.46,399.66,406386.52
2017-11-22,ETCRUR,1017,1023.65,985.1,1002.24,287.29,288602.97
2017-11-21,ETCRUR,1040.52,1057.37,994.14,1017,546.69,556974.56
2017-11-20,ETCRUR,990.38,1057.65,980.53,1040.52,1012.38,1030208.26
2017-11-19,ETCRUR,995.32,1003.2,970,990.38,389.23,385534.4
2017-11-18,ETCRUR,949.44,1013.28,940.01,995.32,575.73,563815.38
2017-11-17,ETCRUR,929.1,999,915,949.44,404.34,385020.94
2017-11-16,ETCRUR,951,990.65,915,929.1,512.36,483191.71
2017-11-15,ETCRUR,1007.09,1035.28,950,951,537.71,539687.41
2017-11-14,ETCRUR,955,1089.5,950,1007.09,775.76,784106.62
2017-11-13,ETCRUR,924.12,995,850,955,724.02,668576.24
2017-11-12,ETCRUR,1119,1230.8,901,924.12,1362.31,1451087.9
2017-11-11,ETCRUR,840.4,1160,820,1119,1898.99,1934406.46
2017-11-10,ETCRUR,786.56,854.9,786.56,840.4,725.42,597829.95
2017-11-09,ETCRUR,765.4,820,765.1,786.56,323.68,254927.54
2017-11-08,ETCRUR,793.5,799,765,765.4,404.61,315452.46
2017-11-07,ETCRUR,836.71,845.91,760.76,793.5,472.11,374383.64
2017-11-06,ETCRUR,740,890,731,836.71,1706.19,1410838.87
2017-11-05,ETCRUR,656,815,620.36,740,1171.27,860745.13
2017-11-04,ETCRUR,693,698.81,600,656,350.1,227452.83
2017-11-03,ETCRUR,552.51,693,552.51,693,728.87,442959.78
2017-11-02,ETCRUR,569.56,575.54,520.3,552.51,390.92,217358.72
2017-11-01,ETCRUR,580,589.89,548.15,569.56,370.82,212904.15
2017-10-31,ETCRUR,587,595,580,580,604.33,353907.61
2017-10-30,ETCRUR,585.14,610,585,587,424.97,252844.08
