Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume USD
2018-08-14 08-PM,XVGUSD,0.01118,0.0114,0.01118,0.01118,25395.28,286.75
2018-08-14 07-PM,XVGUSD,0.01113,0.01119,0.01113,0.01118,30395.27,339.77
2018-08-14 06-PM,XVGUSD,0.01097,0.01113,0.01094,0.01113,4837.07,53.66
2018-08-14 05-PM,XVGUSD,0.01119,0.01119,0.01097,0.01097,39259.22,430.76
2018-08-14 04-PM,XVGUSD,0.011,0.01119,0.011,0.01119,2437.63,26.88
2018-08-14 03-PM,XVGUSD,0.011,0.01129,0.011,0.011,9983.34,109.82
2018-08-14 02-PM,XVGUSD,0.01125,0.01125,0.011,0.011,19945.87,219.86
2018-08-14 01-PM,XVGUSD,0.01123,0.01216,0.01123,0.01125,13044.29,148.38
2018-08-14 12-PM,XVGUSD,0.01098,0.01123,0.0108,0.01123,20980.39,230.88
2018-08-14 11-AM,XVGUSD,0.01123,0.01123,0.0108,0.01098,52348.8,575.54
2018-08-14 10-AM,XVGUSD,0.01145,0.0122,0.0112,0.01123,31715.32,374.66
2018-08-14 09-AM,XVGUSD,0.01188,0.01188,0.01145,0.01145,20273.4,237.5
2018-08-14 08-AM,XVGUSD,0.01187,0.01188,0.01128,0.01188,99672.7,1175.74
2018-08-14 07-AM,XVGUSD,0.012,0.012,0.01122,0.01187,4109.03,48.17
2018-08-14 06-AM,XVGUSD,0.01186,0.012,0.01186,0.012,5491.62,65.21
2018-08-14 05-AM,XVGUSD,0.01142,0.01186,0.01136,0.01186,15068.55,173.84
2018-08-14 04-AM,XVGUSD,0.01077,0.01142,0.01077,0.01142,91370.88,1032.57
2018-08-14 03-AM,XVGUSD,0.01199,0.01199,0.01077,0.01077,1932.68,20.81
2018-08-14 02-AM,XVGUSD,0.01102,0.01199,0.011,0.01199,11754.67,129.77
2018-08-14 01-AM,XVGUSD,0.012,0.012,0.01102,0.01102,51888.6,617.34
2018-08-14 12-AM,XVGUSD,0.01261,0.01261,0.012,0.012,1369.47,16.99
2018-08-13 11-PM,XVGUSD,0.01261,0.01261,0.01261,0.01261,0.0,0.0
2018-08-13 10-PM,XVGUSD,0.01261,0.01261,0.01261,0.01261,0.0,0.0
2018-08-13 09-PM,XVGUSD,0.01309,0.01309,0.0126,0.01261,28319.2,357.27
2018-08-13 08-PM,XVGUSD,0.01289,0.0131,0.0127,0.01309,10587.39,137.52
2018-08-13 07-PM,XVGUSD,0.01234,0.01289,0.01234,0.01289,1839.7,23.38
2018-08-13 06-PM,XVGUSD,0.0127,0.0127,0.01234,0.01234,7472.9,94.71
2018-08-13 05-PM,XVGUSD,0.01326,0.01329,0.01216,0.0127,101442.74,1280.79
2018-08-13 04-PM,XVGUSD,0.014,0.01405,0.01326,0.01326,18797.07,259.57
2018-08-13 03-PM,XVGUSD,0.0141,0.01429,0.014,0.014,16611.01,233.69
2018-08-13 02-PM,XVGUSD,0.0143,0.0143,0.0141,0.0141,2698.48,38.35
2018-08-13 01-PM,XVGUSD,0.01403,0.0144,0.01403,0.0143,4639.16,66.0
2018-08-13 12-PM,XVGUSD,0.01446,0.01449,0.01402,0.01403,2089.43,30.16
