Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume QTU,Volume MSGD
2019-05-21,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-20,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-19,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-18,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-17,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-16,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-15,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-14,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-13,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-12,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-11,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
2019-05-10,QTUMSGD,2.1,2.1,2.1,2.1,0.0,0.0
