Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume IDR
2019-06-10,BTCIDR,112901000,117953000,111000000,117163000,6.68,770363178.44
2019-06-09,BTCIDR,115005000,117955000,112900000,112901000,1.981,227028408.5
2019-06-08,BTCIDR,117700000,117700000,115001000,115005000,1.304,150916702.87
2019-06-07,BTCIDR,115574000,117997000,115343000,117700000,2.13,248765140.17
2019-06-06,BTCIDR,117250000,117994000,112504000,115574000,3.68,424055157.87
2019-06-05,BTCIDR,114582000,117997000,114201000,117250000,2.8,323636780.74
2019-06-04,BTCIDR,122000000,122000000,114001000,114582000,3.76,443238504.69
2019-06-03,BTCIDR,125900000,126000000,122000000,122000000,4.23,524721584.88
2019-06-02,BTCIDR,124999000,126500000,120500000,125900000,4.02,502001877.92
2019-06-01,BTCIDR,124126000,125000000,121801000,124999000,1.72,214098298.5
2019-05-31,BTCIDR,123179000,125000000,118236000,124126000,2.81,345294017.46
2019-05-30,BTCIDR,124854000,129818000,122001000,123179000,4.92,618118075.51
2019-05-29,BTCIDR,125165000,125799000,123540000,124854000,3.9,487206776.86
2019-05-28,BTCIDR,125000000,125884000,124513000,125165000,2.61,326650962.33
2019-05-27,BTCIDR,124279000,128000000,122222000,125000000,5.09,635343440.93
2019-05-26,BTCIDR,116287000,124279000,115237000,124279000,3.49,413842190.43
2019-05-25,BTCIDR,115517000,117217000,114758000,116287000,3.18,368979365.48
2019-05-24,BTCIDR,114271000,116900000,113251000,115517000,2.02,233565595.19
2019-05-23,BTCIDR,114548000,115997000,112250000,114271000,3.28,374261533.03
2019-05-22,BTCIDR,117102000,117950000,114389000,114548000,3.31,385471931.36
2019-05-21,BTCIDR,115510000,118500000,115510000,117102000,3.38,395375771.43
2019-05-20,BTCIDR,118869000,118869000,113175000,115510000,7.18,837106320.77
2019-05-19,BTCIDR,109230000,118920000,109230000,118869000,5.98,692206269.12
2019-05-18,BTCIDR,108186000,111000000,107559000,109230000,2.21,241123755.26
2019-05-17,BTCIDR,115670000,117342000,100050000,108186000,5.54,599228027.55
2019-05-16,BTCIDR,118195000,119000000,113000000,115670000,8.09,943965687.72
2019-05-15,BTCIDR,117490000,118659000,113000000,118195000,5.6,654626086.57
2019-05-14,BTCIDR,113000000,119998000,113000000,117490000,7.56,883185361.83
2019-05-13,BTCIDR,101122000,116996000,100000000,113000000,6.09,657041947.26
2019-05-12,BTCIDR,105655000,110000000,97000000,101122000,8.3,866035083.77
2019-05-11,BTCIDR,92898000,108745000,92353000,105655000,9.32,922081631.04
2019-05-10,BTCIDR,88699000,92899000,88000000,92898000,5.21,475382877.89
2019-05-09,BTCIDR,85197000,89999000,85004000,88699000,2.51,219041362.34
2019-05-08,BTCIDR,84571000,85900000,84006000,85197000,3.26,275621380.83
2019-05-07,BTCIDR,81394000,85000000,81300000,84853000,2.0,167521992.64
2019-05-06,BTCIDR,81248000,81399000,80655000,81394000,3.08,249832871.69
2019-05-05,BTCIDR,81399000,81399000,80580000,81248000,1.7,138007118.97
2019-05-04,BTCIDR,79999000,81502000,79503000,81399000,2.34,188924721.43
2019-05-03,BTCIDR,77252000,81900000,77252000,79999000,2.95,236319529.47
2019-05-02,BTCIDR,76299000,77500000,75300000,77252000,3.42,262207740.36
2019-05-01,BTCIDR,75926000,76700000,75001000,76299000,1.91,145232684.08
2019-04-30,BTCIDR,76350000,76698000,75000000,75926000,2.6,197671593.74
2019-04-29,BTCIDR,76400000,76992000,75990000,76350000,1.96,149945216.64
2019-04-28,BTCIDR,76375000,76700000,76002000,76400000,1.42,108252290.74
2019-04-27,BTCIDR,77097000,77097000,75604000,76375000,2.8,212978341.37
2019-04-26,BTCIDR,77000000,77630000,76011000,77097000,1.57,120902498.68
2019-04-25,BTCIDR,79754000,81100000,77000000,77000000,3.53,280159350.31
2019-04-24,BTCIDR,79948000,81999000,79500000,79754000,5.2,416968532.36
2019-04-23,BTCIDR,76424000,80000000,76424000,79948000,3.52,276673471.59
2019-04-22,BTCIDR,75200000,76850000,75200000,76424000,2.38,180720143.2
2019-04-21,BTCIDR,75418000,75900000,75115000,75200000,2.05,155039058.66
2019-04-20,BTCIDR,75610000,76000000,75050000,75418000,2.78,210131238.09
2019-04-19,BTCIDR,74999000,76000000,74520000,75610000,2.85,214601194.54
2019-04-18,BTCIDR,74000000,75000000,73760000,74999000,3.18,237098467.75
2019-04-17,BTCIDR,74235000,75000000,73582000,74000000,2.38,177056043.34
2019-04-16,BTCIDR,72896000,74322000,72610000,74235000,2.75,201247451.75
2019-04-15,BTCIDR,72750000,75000000,72160000,72896000,2.96,217081639.0
2019-04-14,BTCIDR,73163000,73166000,72011000,72750000,1.46,106569824.87
2019-04-13,BTCIDR,73079000,73850000,73000000,73163000,2.38,174298912.83
2019-04-12,BTCIDR,73900000,73999000,71001000,73079000,3.37,244133157.7
2019-04-11,BTCIDR,75924000,76497000,73001000,73900000,4.88,365672633.47
2019-04-10,BTCIDR,74759000,76870000,73985000,75924000,3.78,285938094.64
2019-04-09,BTCIDR,76099000,77000000,74759000,74759000,4.76,361990337.75
2019-04-08,BTCIDR,74128000,77000000,74115000,76099000,5.1,387293265.75
2019-04-07,BTCIDR,72435000,74500000,72413000,74128000,3.66,269917722.65
2019-04-06,BTCIDR,71989000,73281000,71279000,72435000,3.68,264549012.92
2019-04-05,BTCIDR,70045000,71999000,69550000,71989000,3.58,252972139.07
2019-04-04,BTCIDR,70500000,72998000,69501000,70045000,4.85,341956663.43
2019-04-03,BTCIDR,69397000,74000000,68583000,70500000,5.35,374677564.72
2019-04-02,BTCIDR,59699000,70990000,59400000,69397000,6.07,403832967.15
2019-04-01,BTCIDR,58810000,59900000,57225000,59699000,7.21,427685211.05
2019-03-31,BTCIDR,58850000,59999000,57010000,58810000,3.54,208010294.74
2019-03-30,BTCIDR,58501000,59000000,58247000,58850000,2.46,144036683.82
2019-03-29,BTCIDR,57764000,58900000,57515000,58501000,3.52,205140981.3
2019-03-28,BTCIDR,57687000,57827000,57240000,57764000,3.12,179793036.88
2019-03-27,BTCIDR,56500000,57865000,56163000,57687000,4.73,271534597.02
2019-03-26,BTCIDR,57127000,57127000,56015000,56500000,3.69,209069682.52
2019-03-25,BTCIDR,57306000,57479000,56555000,57127000,2.34,133748613.36
2019-03-24,BTCIDR,57441000,57863000,57200000,57306000,4.21,241637007.98
2019-03-23,BTCIDR,57498000,57791000,57100000,57441000,2.08,119847632.11
2019-03-22,BTCIDR,57375000,57589000,56602000,57498000,2.71,154537340.33
2019-03-21,BTCIDR,57006000,58000000,56790000,57375000,2.95,169030759.03
2019-03-20,BTCIDR,56770000,57500000,56700000,57006000,2.58,147257686.15
2019-03-19,BTCIDR,57125000,58000000,56455000,56770000,4.3,245242333.31
2019-03-18,BTCIDR,56948000,57500000,56300000,57125000,3.06,173932699.4
2019-03-17,BTCIDR,57119000,57500000,56725000,56948000,3.48,198212563.94
2019-03-16,BTCIDR,56262000,58000000,56000000,57119000,4.06,231396621.43
2019-03-15,BTCIDR,55799000,59000000,55200000,56262000,3.74,209358643.72
2019-03-14,BTCIDR,55186000,55799000,55185000,55799000,4.29,237775691.04
2019-03-13,BTCIDR,55613000,55800000,55150000,55186000,1.83,101709305.45
2019-03-12,BTCIDR,55767000,55850000,54510000,55613000,2.65,146412187.03
2019-03-11,BTCIDR,55890000,56335000,55250000,55767000,3.14,175120198.47
2019-03-10,BTCIDR,56000000,56320000,55550000,55890000,2.01,112236829.55
2019-03-09,BTCIDR,55230000,56380000,55230000,56000000,2.39,133488312.68
2019-03-08,BTCIDR,55125000,56000000,54650000,55230000,3.01,166420379.43
2019-03-07,BTCIDR,54907000,55599000,54800000,55125000,2.88,159226515.91
2019-03-06,BTCIDR,54887000,55500000,54150000,54907000,3.97,217264648.44
2019-03-05,BTCIDR,53437000,54909000,52850000,54887000,5.51,296770580.1
2019-03-04,BTCIDR,54575000,54575000,52500000,53437000,9.15,488922366.29
2019-03-03,BTCIDR,54495000,54797000,53500000,54575000,3.47,188413601.07
2019-03-02,BTCIDR,54699000,54737000,53507000,54495000,4.5,245026904.82
2019-03-01,BTCIDR,54540000,54874000,53334000,54699000,1.83,100148671.19
2019-02-28,BTCIDR,54850000,55000000,53117000,54540000,4.45,243269845.21
2019-02-27,BTCIDR,54678000,54900000,53650000,54850000,4.14,226370956.0
2019-02-26,BTCIDR,54351000,55500000,53550000,54678000,3.61,196778431.1
2019-02-25,BTCIDR,53117000,55242000,53115000,54351000,4.35,234955980.04
2019-02-24,BTCIDR,58537000,59290000,53100000,53117000,5.26,299750909.51
2019-02-23,BTCIDR,55938000,58537000,55157000,58537000,2.67,151983810.18
2019-02-22,BTCIDR,54564000,56000000,54221000,55938000,3.09,170271406.19
2019-02-21,BTCIDR,54425000,54899000,54208000,54564000,2.72,148245361.77
2019-02-20,BTCIDR,54205000,54540000,53075000,54425000,3.8,204589773.54
2019-02-19,BTCIDR,54850000,54999000,53007000,54205000,3.45,187428318.43
2019-02-18,BTCIDR,51495000,54985000,51010000,54850000,7.26,383764575.18
2019-02-17,BTCIDR,50841000,51500000,50840000,51495000,3.01,154079939.58
2019-02-16,BTCIDR,51297000,51297000,50721000,50841000,2.6,132810905.06
2019-02-15,BTCIDR,50616000,51499000,50616000,51297000,3.32,169196928.52
2019-02-14,BTCIDR,50250000,51073000,50050000,50616000,4.57,231966296.14
2019-02-13,BTCIDR,50380000,51250000,50000000,50250000,4.29,217402465.7
2019-02-12,BTCIDR,50494000,51675000,48001000,50380000,4.76,239074813.91
2019-02-11,BTCIDR,50018000,50500000,49500000,50494000,4.04,202623454.84
2019-02-10,BTCIDR,50340000,50340000,49394000,50018000,1.78,88714947.07
2019-02-09,BTCIDR,50445000,50948000,49221000,50340000,2.73,137285767.5
2019-02-08,BTCIDR,48017000,50950000,47400000,50445000,4.64,226152115.12
2019-02-07,BTCIDR,48100000,48750000,47307000,48017000,4.22,203398471.83
2019-02-06,BTCIDR,48887000,49095000,47300000,48100000,6.75,325374958.75
2019-02-05,BTCIDR,48785000,49100000,48250000,48887000,2.35,114585539.9
2019-02-04,BTCIDR,48505000,49300000,48210000,48785000,5.28,257251745.54
2019-02-03,BTCIDR,49000000,49264000,48505000,48505000,2.22,108631881.98
2019-02-02,BTCIDR,48969000,49299000,48500000,49000000,2.81,137475412.8
2019-02-01,BTCIDR,48614000,49440000,47200000,48969000,3.91,189748142.7
2019-01-31,BTCIDR,48888000,49173000,46100000,48614000,7.05,342177724.94
2019-01-30,BTCIDR,48378000,49290000,48277000,48888000,5.0,243481778.12
2019-01-29,BTCIDR,48760000,49725000,47010000,48378000,3.93,189301233.72
2019-01-28,BTCIDR,50899000,50899000,48000000,48760000,5.38,264631541.73
2019-01-27,BTCIDR,50681000,50999000,50281000,50899000,1.4,70952887.87
2019-01-26,BTCIDR,50563000,51106000,50157000,50681000,2.82,143279635.14
2019-01-25,BTCIDR,51005000,51450000,50275000,50563000,1.37,69622204.24
2019-01-24,BTCIDR,50644000,52430000,50644000,51005000,2.92,149364791.75
2019-01-23,BTCIDR,51072000,55250000,50350000,50644000,5.51,285159376.08
2019-01-22,BTCIDR,51052000,51498000,50000000,51072000,3.14,160532675.15
2019-01-21,BTCIDR,51999000,51999000,50800000,51052000,2.82,144685566.42
2019-01-20,BTCIDR,52277000,53200000,50626000,51999000,2.33,120968385.87
2019-01-19,BTCIDR,51769000,53300000,51768000,52277000,2.35,123830323.34
2019-01-18,BTCIDR,52450000,52450000,49000000,51769000,2.53,130753956.54
2019-01-17,BTCIDR,51690000,53550000,51280000,52450000,2.5,130287700.21
2019-01-16,BTCIDR,52690000,52690000,51242000,51690000,3.1,160106357.35
2019-01-15,BTCIDR,52327000,55000000,51116000,52690000,3.36,178145042.46
2019-01-14,BTCIDR,50868000,53299000,50868000,52327000,4.07,211897626.42
2019-01-13,BTCIDR,52660000,53000000,50868000,50868000,2.55,133528633.59
2019-01-12,BTCIDR,53400000,53845000,52120000,52660000,2.71,143751404.88
2019-01-11,BTCIDR,53499000,55000000,52188000,53400000,7.2,382821405.25
2019-01-10,BTCIDR,58100000,58500000,51508000,53499000,11.02,609846317.43
2019-01-09,BTCIDR,57552000,58498000,57299000,58100000,2.68,155469206.28
2019-01-08,BTCIDR,57500000,60000000,57028000,57552000,4.07,235606512.29
2019-01-07,BTCIDR,58095000,59000000,56736000,57500000,6.02,345368337.29
2019-01-06,BTCIDR,55591000,58220000,55419000,58095000,2.73,153749324.08
2019-01-05,BTCIDR,55894000,56495000,55500000,55591000,2.47,138051672.19
2019-01-04,BTCIDR,55003000,56130000,53800000,55894000,1.71,94012219.48
2019-01-03,BTCIDR,57000000,57670000,55001000,55003000,4.02,227044827.4
2019-01-02,BTCIDR,56000000,59855000,54800000,57000000,6.0,339265782.08
2019-01-01,BTCIDR,54876000,56000000,54000000,56000000,3.17,174498932.34
2018-12-31,BTCIDR,56432000,56800000,53800000,54876000,1.47,81986610.21
2018-12-30,BTCIDR,55671000,57900000,55000000,56432000,1.31,73376215.41
2018-12-29,BTCIDR,57734000,58000000,55365000,55671000,2.49,141622983.56
2018-12-28,BTCIDR,53689000,57739000,53000000,57734000,4.21,230853200.56
2018-12-27,BTCIDR,56398000,56869000,53597000,53689000,4.05,224553960.44
2018-12-26,BTCIDR,56149000,57899000,55000000,56398000,5.47,308231047.07
2018-12-25,BTCIDR,59000000,60699000,55000000,56149000,8.74,488051239.84
2018-12-24,BTCIDR,57933000,61039000,57930000,59000000,6.19,369846297.67
2018-12-23,BTCIDR,58494000,59499000,57500000,57933000,5.36,314064935.76
2018-12-22,BTCIDR,56351000,58899000,55700000,58494000,3.14,179157157.18
2018-12-21,BTCIDR,58912000,59698000,55710000,56351000,6.38,373389142.08
2018-12-20,BTCIDR,54017000,59000000,53692000,58912000,8.07,461339804.47
2018-12-19,BTCIDR,52100000,56400000,52099000,54017000,6.4,348816009.56
2018-12-18,BTCIDR,51339000,52100000,50200000,52100000,4.91,251743959.29
2018-12-17,BTCIDR,47384000,52125000,47202000,51339000,6.49,322751485.48
2018-12-16,BTCIDR,47498000,48170000,46602000,47384000,2.17,103376729.66
2018-12-15,BTCIDR,47740000,48200000,46605000,47498000,2.7,127972472.11
2018-12-14,BTCIDR,48190000,49000000,46653000,47740000,4.79,230780930.42
2018-12-13,BTCIDR,50485000,50860000,48172000,48190000,6.73,333998877.75
2018-12-12,BTCIDR,50479000,51100000,49250000,50485000,2.72,136806768.12
2018-12-11,BTCIDR,50499000,51389000,49000000,50479000,3.4,171066475.53
2018-12-10,BTCIDR,52003000,52499000,50100000,50499000,4.12,211603332.79
2018-12-09,BTCIDR,50240000,52500000,49895000,52003000,2.88,146582104.16
2018-12-08,BTCIDR,49888000,52800000,48101000,50240000,5.07,255136022.44
2018-12-07,BTCIDR,52500000,53999000,48134000,49888000,7.16,356896874.62
2018-12-06,BTCIDR,55000000,56550000,52500000,52500000,6.11,334955644.6
2018-12-05,BTCIDR,57950000,58840000,55000000,55000000,5.52,310585370.5
2018-12-04,BTCIDR,56631000,60800000,55505000,57950000,5.91,339024376.11
2018-12-03,BTCIDR,60001000,60001000,55001000,56631000,5.87,338512194.92
2018-12-02,BTCIDR,60546000,62000000,58150000,60001000,3.25,195363691.95
2018-12-01,BTCIDR,59095000,61700000,58110000,60546000,2.01,120165987.18
2018-11-30,BTCIDR,62188000,65000000,58000000,59095000,7.0,421540248.97
2018-11-29,BTCIDR,66500000,70000000,60000000,62188000,4.8,299131172.54
2018-11-28,BTCIDR,57000000,72398000,56750000,66500000,6.06,366643236.68
2018-11-27,BTCIDR,55712000,58600000,54844000,57000000,5.11,285305957.57
2018-11-26,BTCIDR,58204000,59400000,53020000,55712000,5.23,297904088.7
2018-11-25,BTCIDR,59000000,59999000,51587000,58204000,10.81,593336073.21
2018-11-24,BTCIDR,63502000,64146000,58520000,59000000,3.4,212756865.83
2018-11-23,BTCIDR,65001000,67375000,60230000,63502000,7.06,444646561.47
2018-11-22,BTCIDR,67448000,72400000,65000000,65001000,5.75,388970547.14
2018-11-21,BTCIDR,63495000,68980000,62800000,67448000,7.59,498342645.43
2018-11-20,BTCIDR,71100000,76500000,62559000,63495000,6.3,430262369.37
2018-11-19,BTCIDR,82502000,83000000,70000000,71100000,6.57,511739985.6
2018-11-18,BTCIDR,82596000,82999000,82203000,82502000,0.5224,43253692.48
2018-11-17,BTCIDR,83498000,83974000,81000000,82596000,1.66,137288049.98
2018-11-16,BTCIDR,82100000,84900000,82100000,83498000,2.26,188985556.74
2018-11-15,BTCIDR,85000000,87499000,80000000,82100000,5.33,444627025.19
2018-11-14,BTCIDR,94306000,94999000,84212000,85000000,5.74,519953563.37
2018-11-13,BTCIDR,95889000,95889000,94000000,94306000,2.69,254326771.24
2018-11-12,BTCIDR,94100000,96000000,93705000,95889000,1.8,170626108.01
2018-11-11,BTCIDR,94650000,94814000,93710000,94100000,0.6605,62268123.76
2018-11-10,BTCIDR,94245000,94791000,93501000,94650000,0.9469,89481071.77
2018-11-09,BTCIDR,94900000,95800000,93000000,94245000,2.54,240522839.37
2018-11-08,BTCIDR,96100000,96200000,94700000,94900000,4.22,403322543.98
2018-11-07,BTCIDR,96497000,96700000,95655000,96100000,2.14,206184293.53
2018-11-06,BTCIDR,97100000,97100000,95400000,96497000,2.2,211123367.7
2018-11-05,BTCIDR,96875000,97100000,96200000,97100000,1.97,189962407.72
2018-11-04,BTCIDR,96596000,96875000,96050000,96875000,0.8648,83408438.26
2018-11-03,BTCIDR,97299000,98249000,96000000,96596000,1.96,189424267.19
2018-11-02,BTCIDR,96600000,97900000,96400000,97299000,2.93,283657276.15
2018-11-01,BTCIDR,96350000,96900000,96116000,96600000,1.68,162410766.78
2018-10-31,BTCIDR,97000000,98500000,95200000,96350000,4.85,468293408.81
2018-10-30,BTCIDR,97400000,97400000,96410000,97000000,2.63,254302168.06
2018-10-29,BTCIDR,97628000,98000000,96500000,97400000,2.48,241704576.74
2018-10-28,BTCIDR,98248000,98248000,97600000,97628000,0.9621,94241069.22
2018-10-27,BTCIDR,98066000,98297000,98010000,98248000,0.7914,77686398.72
2018-10-26,BTCIDR,97817000,98499000,97515000,98066000,1.81,177567296.97
2018-10-25,BTCIDR,98301000,98750000,97537000,97817000,3.28,322772356.31
2018-10-24,BTCIDR,97801000,100000000,97590000,98301000,4.1,403893926.41
2018-10-23,BTCIDR,98350000,99985000,97800000,97801000,1.78,174927884.86
2018-10-22,BTCIDR,98440000,100400000,97800000,98350000,2.8,277247406.15
2018-10-21,BTCIDR,98101000,98500000,98000000,98440000,0.7166,70439861.3
2018-10-20,BTCIDR,97909000,98419000,97629000,98101000,0.9194,90127160.62
2018-10-19,BTCIDR,97311000,98420000,96901000,97909000,1.76,171606629.49
2018-10-18,BTCIDR,98399000,98999000,96900000,97311000,2.49,242967093.6
2018-10-17,BTCIDR,98040000,98500000,97996000,98399000,1.31,128452348.71
2018-10-16,BTCIDR,98534000,101000000,97901000,98040000,2.8,276784181.79
2018-10-15,BTCIDR,96723000,102000000,96567000,98534000,5.22,518159582.23
2018-10-14,BTCIDR,96898000,97487000,96722000,96723000,1.55,150713769.45
2018-10-13,BTCIDR,97017000,97057000,96500000,96898000,1.33,128769010.28
2018-10-12,BTCIDR,96214000,98005000,95765000,97017000,2.46,237976431.96
2018-10-11,BTCIDR,99776000,100300000,95751000,96214000,6.87,668900004.15
2018-10-10,BTCIDR,100320000,101750000,99000000,99776000,2.09,209318383.84
2018-10-09,BTCIDR,100938000,102990000,100294000,100320000,2.22,225463016.94
2018-10-08,BTCIDR,101800000,102000000,99850000,100938000,3.51,352797819.56
2018-10-07,BTCIDR,99797000,101900000,99550000,101800000,0.8987,90165993.54
2018-10-06,BTCIDR,99620000,100005000,99301000,99797000,0.9004,89885253.4
2018-10-05,BTCIDR,99600000,99663000,98306000,99620000,1.54,152574436.41
2018-10-04,BTCIDR,98246000,99800000,98050000,99600000,2.18,216022689.49
2018-10-03,BTCIDR,98915000,99599000,97800000,98246000,4.1,403004725.57
2018-10-02,BTCIDR,99737000,100200000,98329000,98915000,2.16,214241254.83
2018-10-01,BTCIDR,98255000,100200000,98210000,99737000,2.91,288380848.89
2018-09-30,BTCIDR,98302000,99725000,96500000,98255000,2.53,249349233.27
2018-09-29,BTCIDR,99313000,100490000,96350000,98302000,3.08,301530807.04
2018-09-28,BTCIDR,98065000,102500000,98065000,99313000,4.72,473666335.16
2018-09-27,BTCIDR,96503000,99500000,96503000,98065000,3.91,381381942.27
2018-09-26,BTCIDR,96101000,98900000,96007000,96503000,3.03,294187542.1
2018-09-25,BTCIDR,96499000,98500000,96000000,96101000,2.71,261632351.58
2018-09-24,BTCIDR,96122000,97900000,96000000,96499000,2.15,207760577.59
2018-09-23,BTCIDR,97130000,98117000,95800000,96122000,0.4058,39227211.05
2018-09-22,BTCIDR,97508000,98427000,96251000,97130000,0.9699,94347443.67
2018-09-21,BTCIDR,97000000,99100000,96185000,97508000,2.58,252424704.91
2018-09-20,BTCIDR,95555000,97000000,94000000,97000000,1.89,180289038.14
2018-09-19,BTCIDR,95342000,96449000,92200000,95555000,1.77,168897749.8
2018-09-18,BTCIDR,94478000,96490000,94197000,95342000,1.75,166180432.52
2018-09-17,BTCIDR,98500000,98500000,93927000,94478000,3.16,305772867.64
2018-09-16,BTCIDR,97026000,99004000,96105000,98500000,1.89,183328973.17
2018-09-15,BTCIDR,96155000,99997000,96021000,97026000,0.8421,82079884.02
2018-09-14,BTCIDR,97823000,102948000,96008000,96155000,2.02,196976952.54
2018-09-13,BTCIDR,95200000,103000000,94900000,97823000,2.84,274909438.64
2018-09-12,BTCIDR,94761000,95680000,94631000,95200000,2.6,247153764.43
2018-09-11,BTCIDR,95952000,96788000,94675000,94761000,1.92,184486248.26
2018-09-10,BTCIDR,95036000,96560000,95000000,95952000,2.49,238943677.87
2018-09-09,BTCIDR,95050000,97219000,94147000,95036000,1.72,163945527.39
2018-09-08,BTCIDR,97100000,98303000,95050000,95050000,1.12,109612973.48
2018-09-07,BTCIDR,98404000,100000000,96000000,97100000,5.94,582215948.73
2018-09-06,BTCIDR,101000000,108380000,93800000,98404000,6.83,667152200.91
2018-09-05,BTCIDR,108993000,110356000,101000000,101000000,9.48,1013300639.75
2018-09-04,BTCIDR,106756000,110000000,106518000,108993000,3.59,389504021.82
2018-09-03,BTCIDR,106282000,107299000,103511000,106756000,2.79,295639219.06
2018-09-02,BTCIDR,105117000,106500000,104020000,106282000,2.22,234882769.91
2018-09-01,BTCIDR,102980000,105500000,100000000,105117000,2.76,286686459.76
2018-08-31,BTCIDR,101606000,104000000,101606000,102980000,1.78,182770122.93
2018-08-30,BTCIDR,102652000,104000000,98105000,101606000,1.86,189956155.25
2018-08-29,BTCIDR,103989000,104100000,102000000,102652000,2.78,286879220.27
2018-08-28,BTCIDR,99900000,104090000,99662000,103989000,4.43,447733739.86
2018-08-27,BTCIDR,97550000,99900000,96700000,99900000,2.07,202939174.76
2018-08-26,BTCIDR,97591000,97780000,96001000,97550000,0.5792,56233427.62
2018-08-25,BTCIDR,97391000,98000000,96800000,97591000,1.81,176067030.12
2018-08-24,BTCIDR,96311000,99000000,95576000,97391000,1.81,174669490.96
2018-08-23,BTCIDR,95000000,97000000,94500000,96311000,1.83,174265440.73
2018-08-22,BTCIDR,95800000,100000000,95000000,95000000,3.09,301222963.72
2018-08-21,BTCIDR,93043000,95800000,92750000,95800000,3.12,293875013.19
2018-08-20,BTCIDR,94249000,96900000,92750000,93043000,4.37,412800743.22
2018-08-19,BTCIDR,93500000,96000000,93107000,94249000,0.6461,60880386.18
2018-08-18,BTCIDR,95650000,99900000,92426000,93500000,2.7,254580923.59
2018-08-17,BTCIDR,92739000,104100000,92739000,95650000,3.14,302794551.96
2018-08-16,BTCIDR,93018000,97600000,90500000,92739000,3.76,354021608.2
2018-08-15,BTCIDR,91363000,96000000,91363000,93018000,4.65,437510957.95
2018-08-14,BTCIDR,93511000,93550000,87050000,91363000,6.71,607862769.85
2018-08-13,BTCIDR,93630000,97899000,91110000,93511000,3.48,331382975.09
2018-08-12,BTCIDR,91100000,91100000,91100000,91100000,0.0,0.0
2018-08-11,BTCIDR,91426000,91699000,89000000,91100000,2.47,224579792.75
2018-08-10,BTCIDR,96715000,97000000,89000000,91426000,6.24,590036349.96
2018-08-09,BTCIDR,92133000,97000000,91600000,96715000,6.11,568966120.95
2018-08-08,BTCIDR,99066000,99066000,91000000,92133000,5.57,528192001.69
2018-08-07,BTCIDR,100000000,104200000,98500000,99066000,3.49,355753099.53
2018-08-06,BTCIDR,103215000,104500000,99999000,100000000,2.93,301391845.41
2018-08-05,BTCIDR,103216000,103844000,101000000,103215000,1.98,203713481.27
2018-08-04,BTCIDR,108600000,109590000,102248000,103216000,4.56,487244678.45
2018-08-03,BTCIDR,110538000,110538000,107200000,108600000,4.59,497635272.16
2018-08-02,BTCIDR,111502000,112693000,108500000,110538000,3.87,431455092.93
2018-08-01,BTCIDR,113602000,113857000,109000000,111502000,4.61,510564272.59
2018-07-31,BTCIDR,118000000,118525000,112100000,113602000,3.76,437451394.58
2018-07-30,BTCIDR,119000000,119000000,114686000,118000000,1.84,217395633.56
2018-07-29,BTCIDR,118001000,119070000,117810000,119000000,1.98,234039486.3
2018-07-28,BTCIDR,118301000,119448000,117800000,118001000,1.12,132873684.72
2018-07-27,BTCIDR,115800000,120000000,113150000,118301000,4.27,495368420.9
2018-07-26,BTCIDR,118056000,123300000,115000000,115800000,6.45,770485577.33
2018-07-25,BTCIDR,122599000,122600000,117500000,118056000,4.69,560738741.25
2018-07-24,BTCIDR,113074000,122726000,112758000,122599000,10.05,1175254780.5
2018-07-23,BTCIDR,108810000,114200000,108810000,113074000,4.92,553721695.71
