Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTG,Volume BTC
2019-07-03 10-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 09-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 08-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 07-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 06-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 05-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 04-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 03-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 02-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 01-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-03 12-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 11-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 10-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 09-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 08-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 07-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 06-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 05-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 04-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 03-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 02-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 01-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 12-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 11-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 10-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 09-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 08-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 07-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 06-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 05-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 04-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 03-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 02-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 01-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02 12-AM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 11-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 10-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 09-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 08-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 07-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 06-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 05-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 04-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 03-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01 02-PM,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
