Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume MON,Volume ABTC
2019-06-23 11-PM,MONABTC,0.0002372,0.0002377,0.0002372,0.0002377,3.0,0.0007131
2019-06-23 10-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 09-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 08-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 07-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 06-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 05-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 04-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 03-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 02-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 01-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 12-PM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 11-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 10-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 09-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 08-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 07-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 06-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 05-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 04-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 03-AM,MONABTC,0.0002372,0.0002372,0.0002372,0.0002372,0.0,0.0
2019-06-23 02-AM,MONABTC,0.0002461,0.0002461,0.0002372,0.0002372,2.0,0.0004744
2019-06-23 01-AM,MONABTC,0.0002542,0.0002542,0.0002461,0.0002461,85.0,0.02092
2019-06-23 12-AM,MONABTC,0.0002542,0.0002542,0.0002542,0.0002542,0.0,0.0
2019-06-22 11-PM,MONABTC,0.0002542,0.0002542,0.0002542,0.0002542,1979.0,0.503
2019-06-22 10-PM,MONABTC,0.0002505,0.0002542,0.0002505,0.0002542,701.0,0.1782
2019-06-22 09-PM,MONABTC,0.0002469,0.0002505,0.0002469,0.0002505,185.0,0.04635
2019-06-22 08-PM,MONABTC,0.0002469,0.0002469,0.0002469,0.0002469,0.0,0.0
2019-06-22 07-PM,MONABTC,0.0002469,0.0002469,0.0002469,0.0002469,615.0,0.1518
2019-06-22 06-PM,MONABTC,0.0002469,0.0002469,0.0002465,0.0002469,2125.0,0.5243
2019-06-22 05-PM,MONABTC,0.0002469,0.0002469,0.0002469,0.0002469,0.0,0.0
2019-06-22 04-PM,MONABTC,0.0002469,0.0002469,0.0002469,0.0002469,0.0,0.0
2019-06-22 03-PM,MONABTC,0.0002469,0.0002469,0.0002469,0.0002469,670.0,0.1654
2019-06-22 02-PM,MONABTC,0.0002422,0.0002469,0.0002356,0.0002469,1044.0,0.251
2019-06-22 01-PM,MONABTC,0.0002477,0.0002477,0.0002422,0.0002422,94.0,0.02281
2019-06-22 12-PM,MONABTC,0.0002595,0.0002595,0.0002426,0.0002477,2037.0,0.4972
2019-06-22 11-AM,MONABTC,0.0002595,0.0002595,0.0002595,0.0002595,0.0,0.0
2019-06-22 10-AM,MONABTC,0.0002595,0.0002595,0.0002595,0.0002595,0.0,0.0
2019-06-22 09-AM,MONABTC,0.0002595,0.0002595,0.0002595,0.0002595,0.0,0.0
2019-06-22 08-AM,MONABTC,0.0002628,0.0002628,0.0002595,0.0002595,27.0,0.007008
2019-06-22 07-AM,MONABTC,0.0002628,0.0002628,0.0002628,0.0002628,0.0,0.0
2019-06-22 06-AM,MONABTC,0.0002628,0.0002628,0.0002628,0.0002628,0.0,0.0
