Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-07-03,ETHUSD,301.16,309,298.76,303,116.63,35586.92
2019-07-02,ETHUSD,306.24,307.75,282.18,301.16,661.85,194610.94
2019-07-01,ETHUSD,309.59,317.5,290,306.24,400.29,121743.91
2019-06-30,ETHUSD,327.35,331.03,304,309.59,405.98,127847.47
2019-06-29,ETHUSD,316.96,331,310,327.35,385.69,122188.51
2019-06-28,ETHUSD,295.95,323.64,295,316.96,592.89,184190.92
2019-06-27,ETHUSD,334,343.88,279.84,295.95,937.92,290145.97
2019-06-26,ETHUSD,318.78,365.61,317.59,334,812.76,275669.57
2019-06-25,ETHUSD,312.72,318.92,311.86,318.78,281.91,88903.54
2019-06-24,ETHUSD,309,316.01,300.66,312.72,306.5,95077.94
2019-06-23,ETHUSD,314,321.08,308.06,309,354.28,111767.2
2019-06-22,ETHUSD,292.16,317.49,291.57,314,611.27,186722.43
2019-06-21,ETHUSD,275.9,294.77,274.42,292.16,416.62,119682.15
2019-06-20,ETHUSD,272.5,276,271,275.9,139.41,38075.4
2019-06-19,ETHUSD,269.91,274.4,269.91,272.5,83.91,22868.99
2019-06-18,ETHUSD,274.66,276.99,269,269.91,138.96,37977.67
2019-06-17,ETHUSD,272.36,276.29,269.72,274.66,106.29,29046.02
2019-06-16,ETHUSD,272.81,276.45,267,272.36,426.21,115781.68
2019-06-15,ETHUSD,271.67,275.5,269.01,274.92,188.66,51345.69
2019-06-14,ETHUSD,263.86,274.04,262.68,271.67,107.72,28799.47
2019-06-13,ETHUSD,271.17,272.55,263.27,263.86,204.4,54908.02
2019-06-12,ETHUSD,258,271.9,254.74,271.17,253.54,66603.21
2019-06-11,ETHUSD,255.34,258.13,248.7,258,141.09,35823.92
2019-06-10,ETHUSD,244.43,258.07,243.07,255.34,204.69,51714.9
2019-06-09,ETHUSD,253.43,254.85,241.78,244.43,175.85,43479.85
2019-06-08,ETHUSD,258.91,258.91,250.83,253.43,74.53,19007.83
2019-06-07,ETHUSD,257.04,261.68,251.92,258.91,191.15,49331.3
2019-06-06,ETHUSD,252.55,257.04,245,257.04,160.14,40158.94
2019-06-05,ETHUSD,249.32,256.64,245.76,252.55,240.34,60623.36
2019-06-04,ETHUSD,262.04,262.04,244.6,249.32,419.65,105943.37
2019-06-03,ETHUSD,272,274.16,259,262.04,176.52,47042.88
2019-06-02,ETHUSD,268.72,275.6,268.21,272,90.6,24641.16
2019-06-01,ETHUSD,272.23,278.3,267.32,268.72,170.21,46303.05
2019-05-31,ETHUSD,262,272.23,254,272.23,456.39,120235.4
2019-05-30,ETHUSD,274.3,288.8,255,262,459.42,125895.42
2019-05-29,ETHUSD,271,278.9,266,274.3,316.62,86478.92
2019-05-28,ETHUSD,266.41,273.82,263.94,271,379.98,102359.1
2019-05-27,ETHUSD,261.96,273,261,266.41,488.26,129835.66
2019-05-26,ETHUSD,251,264,246.7,261.96,281.65,72060.63
2019-05-25,ETHUSD,249.24,254.72,247.34,251,83.8,21021.72
2019-05-24,ETHUSD,247.73,253.94,244.15,249.24,170.44,42594.53
2019-05-23,ETHUSD,247.01,248.83,235.58,247.73,323.44,77977.75
2019-05-22,ETHUSD,252.9,257.72,243,247.01,272.63,68030.51
2019-05-21,ETHUSD,251.52,260,247.6,252.9,310.26,78932.2
2019-05-20,ETHUSD,259.03,259.03,241.13,251.52,286.75,71522.65
2019-05-19,ETHUSD,237.7,261.5,236.75,259.03,530.61,134736.29
2019-05-18,ETHUSD,244.42,248.63,233.49,237.7,299.54,72099.61
2019-05-17,ETHUSD,265.91,268.85,228,243.29,861.08,208101.57
2019-05-16,ETHUSD,249,274,245,265.91,1002.03,260224.04
2019-05-15,ETHUSD,219,250,214.53,249,860.39,201070.21
2019-05-14,ETHUSD,196.95,219,196.87,219,1087.47,226880.46
2019-05-13,ETHUSD,192,205,189.8,196.95,461.73,91420.8
2019-05-12,ETHUSD,190.77,200.52,185.37,192,635.63,122204.52
2019-05-11,ETHUSD,175.24,201.5,170.8,190.77,1154.6,214899.56
2019-05-10,ETHUSD,171.85,176.5,169,175.24,352.99,61574.87
2019-05-09,ETHUSD,172.11,173.91,169.01,171.85,224.76,38581.69
2019-05-08,ETHUSD,175.12,175.12,167.26,172.11,185.13,31721.33
2019-05-07,ETHUSD,175.95,183.89,175.95,180,342.89,62246.63
2019-05-06,ETHUSD,165.52,179,164.4,175.95,564.35,96456.62
2019-05-05,ETHUSD,167.3,168.1,163.5,165.52,122.89,20461.52
2019-05-04,ETHUSD,170.35,172.89,165.16,167.3,277.64,47339.14
2019-05-03,ETHUSD,167.62,171,165.21,170.35,178.84,30144.55
2019-05-02,ETHUSD,168.04,169.08,165.12,166.7,69.47,11612.74
2019-05-01,ETHUSD,170.12,172.89,167.2,168.04,89.82,15327.99
2019-04-30,ETHUSD,167.6,172.89,167.22,170.12,250.09,42593.25
2019-04-29,ETHUSD,167.01,170,164,167.6,209.37,35052.13
2019-04-28,ETHUSD,170,171.58,166.7,167.01,83.82,14193.19
2019-04-27,ETHUSD,166.94,172.18,165.66,170,121.72,20408.03
2019-04-26,ETHUSD,165,170.58,163,168.89,760.13,125913.06
2019-04-25,ETHUSD,174.52,175.88,158.99,165,399.57,65494.92
2019-04-24,ETHUSD,180.62,181.28,172,174.52,312.15,54916.48
2019-04-23,ETHUSD,180.61,186,179.88,180.62,329.44,60430.72
2019-04-22,ETHUSD,179,182.44,177.54,180.61,298.27,53873.11
2019-04-21,ETHUSD,180.91,182.5,176.3,179,241.56,43112.25
2019-04-20,ETHUSD,180.39,183,179.3,180.91,105.13,19038.55
2019-04-19,ETHUSD,180,182,177.82,180.39,127.31,22966.29
2019-04-18,ETHUSD,173.85,181.8,173.85,180,320.88,57583.75
2019-04-17,ETHUSD,175.9,175.9,173.35,173.85,70.91,12410.75
2019-04-16,ETHUSD,170,177.53,169.9,175.9,264.58,46131.13
2019-04-15,ETHUSD,175.44,177,165,170,297.53,51021.62
2019-04-14,ETHUSD,172.81,175.44,171,175.44,173.7,30035.6
2019-04-13,ETHUSD,173.24,174.25,171,172.81,124.59,21496.83
2019-04-12,ETHUSD,171.53,175.01,167.14,173.24,285.82,49087.07
2019-04-11,ETHUSD,183.99,183.99,166.33,171.53,1064.67,184387.72
2019-04-10,ETHUSD,182.59,189.15,175.22,183.99,357.58,65895.94
2019-04-09,ETHUSD,183.37,186.1,180,182.59,124.65,22941.25
2019-04-08,ETHUSD,179.75,189.11,179.75,183.37,28.48,5340.92
2019-04-07,ETHUSD,172.01,179.8,171,179.75,5.32,935.06
2019-04-06,ETHUSD,169.88,175.88,167.01,172.01,14.79,2513.68
2019-04-05,ETHUSD,159.37,171.69,159.37,169.88,7.49,1256.05
2019-04-04,ETHUSD,165.43,166.92,156.53,159.37,16.96,2764.88
2019-04-03,ETHUSD,165,181.55,162.07,165.43,19.56,3381.98
2019-04-02,ETHUSD,144.05,165,144,165,16.32,2509.26
2019-04-01,ETHUSD,146.31,146.68,144,144.05,5.6,815.4
2019-03-31,ETHUSD,145.33,146.5,144,146.31,14.89,2169.69
2019-03-30,ETHUSD,145.98,149,144.82,145.33,3.58,525.88
2019-03-29,ETHUSD,143.45,146.19,142.1,145.98,27.13,3937.42
2019-03-28,ETHUSD,144.5,144.99,142,143.45,3.1,443.48
2019-03-27,ETHUSD,139.66,145,139.66,144.5,15.98,2283.65
2019-03-26,ETHUSD,140.6,142.7,139.66,139.66,3.56,503.3
2019-03-25,ETHUSD,143.71,144.5,139.6,140.6,9.05,1287.84
2019-03-24,ETHUSD,145,146.1,143.45,143.71,9.28,1342.31
2019-03-23,ETHUSD,145.1,146.2,144.5,145,9.17,1334.28
2019-03-22,ETHUSD,144.24,145.69,143.5,145.1,6.65,960.31
2019-03-21,ETHUSD,145.5,146.96,143,144.24,5.15,745.59
2019-03-20,ETHUSD,145.13,146.41,144.75,145.5,4.52,656.62
2019-03-19,ETHUSD,144,146.29,144,145.13,2.32,336.58
2019-03-18,ETHUSD,144.89,145.59,144,144,0.09,13.06
2019-03-17,ETHUSD,145,145.39,144.38,144.89,1.55,224.92
2019-03-16,ETHUSD,143.24,147.71,143.24,145,0.7703,112.29
2019-03-15,ETHUSD,139.5,144.19,139.5,143.24,0.1405,20.01
2019-03-14,ETHUSD,140.1,140.57,139.35,139.5,3.12,435.12
2019-03-13,ETHUSD,140.01,141.75,139.31,140.1,0.5516,77.57
2019-03-12,ETHUSD,139,141.8,139,140.01,0.01025,1.44
2019-03-11,ETHUSD,141.79,142.2,139,139,0.06104,8.51
2019-03-10,ETHUSD,142.1,142.19,141.79,141.79,1.32,187.58
2019-03-09,ETHUSD,144.38,144.38,142,142.1,1.02,145.73
2019-03-08,ETHUSD,144.6,144.87,143.72,144.38,0.1468,21.13
2019-03-07,ETHUSD,143.71,144.6,143.46,144.6,0.07835,11.32
2019-03-06,ETHUSD,136.84,144.5,136.84,143.71,0.4916,70.64
2019-03-05,ETHUSD,136.31,136.84,136.31,136.84,0.001933,0.2645
2019-03-04,ETHUSD,143.1,143.1,135.6,136.31,0.5604,76.18
2019-03-03,ETHUSD,142.4,144.4,142.4,143.1,0.2398,34.5
2019-03-02,ETHUSD,147.21,147.21,142.4,142.4,0.0007566,0.1077
2019-03-01,ETHUSD,147.11,148.2,146.24,147.21,3.45,507.68
2019-02-28,ETHUSD,149.24,149.24,147.11,147.11,0.325,47.81
2019-02-27,ETHUSD,147.19,149.24,145.83,149.24,10.47,1562.93
2019-02-26,ETHUSD,149.37,150.3,147.19,147.19,2.08,306.18
2019-02-25,ETHUSD,151.74,152.41,149.37,149.37,0.01762,2.67
2019-02-24,ETHUSD,166.5,172.2,151.54,151.74,2.2,374.65
2019-02-23,ETHUSD,157.37,167,157.37,166.5,0.09941,16.04
2019-02-22,ETHUSD,155.5,158,155.5,157.37,2.81,440.55
2019-02-21,ETHUSD,155.6,156.24,155.5,155.5,0.01858,2.9
2019-02-20,ETHUSD,155.1,156.09,152.16,155.6,6.22,957.22
2019-02-19,ETHUSD,154,158,153.2,155.1,159.73,24797.86
2019-02-18,ETHUSD,142.9,158.55,142.02,154,995.94,150205.65
2019-02-17,ETHUSD,133,144.27,131.78,142.9,554.98,76712.58
2019-02-16,ETHUSD,132.7,134.41,131.91,133,119.37,15873.58
2019-02-15,ETHUSD,131.94,133.5,130.77,132.7,246.84,32622.13
2019-02-14,ETHUSD,129.9,133.44,129.12,131.94,204.76,26950.23
2019-02-13,ETHUSD,130.41,132.88,128.95,129.9,193.23,25260.44
2019-02-12,ETHUSD,127.31,130.72,125.44,130.41,225.51,28885.02
2019-02-11,ETHUSD,130.52,130.52,126.14,127.31,211.17,26997.14
2019-02-10,ETHUSD,125.2,132,122.43,130.52,282.37,35303.59
2019-02-09,ETHUSD,119.24,127.19,119.24,125.2,271.23,33985.93
2019-02-08,ETHUSD,111.36,127.1,111.33,119.24,458.67,55526.94
2019-02-07,ETHUSD,111,113.23,110.2,111.36,156.68,17579.87
2019-02-06,ETHUSD,115,115.82,109,111,391.06,43521.18
2019-02-05,ETHUSD,115.8,117,115,115,214.63,24842.93
2019-02-04,ETHUSD,115.99,116.91,115,115.8,101.36,11740.17
2019-02-03,ETHUSD,116.42,118.75,115.03,115.99,190.07,22314.7
2019-02-02,ETHUSD,116.49,116.49,114.9,116.42,99.18,11498.66
2019-02-01,ETHUSD,115.9,116.79,113.1,116.49,176.35,20247.6
2019-01-31,ETHUSD,118.5,119.4,113.3,115.9,449.54,52855.18
2019-01-30,ETHUSD,114.5,119.98,112.74,118.5,652.87,75458.17
2019-01-29,ETHUSD,116.72,116.79,112.59,114.5,393.88,45204.08
2019-01-28,ETHUSD,123.44,123.69,113.06,116.72,724.5,84839.91
2019-01-27,ETHUSD,127.42,127.8,123.44,123.44,220.5,27682.83
2019-01-26,ETHUSD,127.58,128.5,126.38,127.42,365.38,46552.04
2019-01-25,ETHUSD,127.4,128.33,125.21,127.58,326.26,41327.09
2019-01-24,ETHUSD,126.76,128.5,125.5,127.4,158.53,20121.42
2019-01-23,ETHUSD,128.32,129.9,126.37,126.76,225.63,28918.7
2019-01-22,ETHUSD,127.7,130,124,128.32,261.76,33449.74
2019-01-21,ETHUSD,129.59,130.8,126.51,127.7,275.1,35378.57
2019-01-20,ETHUSD,135,136,128.4,129.59,633.57,83192.63
2019-01-19,ETHUSD,130.74,139.1,130.1,135,493.57,66686.35
