Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume STR,Volume ATBTC
2019-05-28,STRATBTC,0.0001175,0.0001184,0.000115,0.0001178,657041.64,76.86
2019-05-27,STRATBTC,0.0001175,0.0001204,0.0001132,0.0001175,921893.76,106.98
2019-05-26,STRATBTC,0.000134,0.0001369,0.0001125,0.0001175,2318192.8,290.3
2019-05-25,STRATBTC,0.0001201,0.0001399,0.0001198,0.000134,3355447.02,443.01
2019-05-24,STRATBTC,0.000124,0.0001314,0.0001165,0.0001201,1457001.55,178.69
2019-05-23,STRATBTC,0.0001174,0.0001276,0.0001128,0.000124,1058512.19,126.15
2019-05-22,STRATBTC,0.0001176,0.0001287,0.0001147,0.0001174,1227623.05,147.39
2019-05-21,STRATBTC,0.0001101,0.0001189,0.0001088,0.0001176,825657.66,94.45
2019-05-20,STRATBTC,0.0001099,0.0001136,0.0001077,0.0001101,491424.92,54.2
2019-05-19,STRATBTC,0.0001185,0.0001193,0.0001091,0.0001099,643835.62,73.0
2019-05-18,STRATBTC,0.0001243,0.0001252,0.000116,0.0001185,664772.58,79.44
2019-05-17,STRATBTC,0.000116,0.000127,0.0001101,0.0001243,1406566.76,167.18
2019-05-16,STRATBTC,0.000118,0.0001308,0.0001112,0.000116,1875869.59,222.59
2019-05-15,STRATBTC,0.0001027,0.00012,0.0001012,0.000118,1273330.26,142.0
2019-05-14,STRATBTC,0.0001032,0.0001111,9.95e-05,0.0001027,1689213.74,173.31
2019-05-13,STRATBTC,0.0001155,0.0001189,0.0001,0.0001032,1706209.78,186.39
2019-05-12,STRATBTC,0.0001192,0.0001203,0.0001132,0.0001155,400545.53,46.58
2019-05-11,STRATBTC,0.0001246,0.0001249,0.0001107,0.0001192,717089.92,85.7
2019-05-10,STRATBTC,0.0001188,0.0001285,0.0001155,0.0001246,394286.7,48.45
2019-05-09,STRATBTC,0.0001297,0.0001302,0.000114,0.0001188,497728.09,60.53
2019-05-08,STRATBTC,0.0001333,0.0001333,0.0001279,0.0001297,415853.58,54.17
2019-05-07,STRATBTC,0.0001414,0.0001426,0.000137,0.0001385,126200.95,17.6
2019-05-06,STRATBTC,0.0001388,0.0001451,0.0001364,0.0001414,395581.06,55.68
2019-05-05,STRATBTC,0.0001388,0.000147,0.0001374,0.0001388,356476.56,50.17
2019-05-04,STRATBTC,0.0001468,0.0001468,0.0001381,0.0001388,272745.05,38.48
2019-05-03,STRATBTC,0.0001507,0.000151,0.000138,0.0001468,600744.83,86.53
2019-05-02,STRATBTC,0.0001553,0.0001562,0.0001481,0.0001507,341399.43,51.88
2019-05-01,STRATBTC,0.0001603,0.0001618,0.0001538,0.0001553,480983.43,75.55
2019-04-30,STRATBTC,0.0001539,0.0001618,0.0001512,0.0001603,517188.88,81.02
2019-04-29,STRATBTC,0.000162,0.0001643,0.0001533,0.0001539,386572.27,61.38
2019-04-28,STRATBTC,0.0001689,0.0001721,0.000161,0.000162,353750.39,58.82
2019-04-27,STRATBTC,0.0001612,0.0001707,0.00016,0.0001689,298918.93,49.22
2019-04-26,STRATBTC,0.000167,0.0001683,0.0001569,0.0001612,926593.34,148.63
2019-04-25,STRATBTC,0.0001703,0.000175,0.0001638,0.000167,477620.73,80.94
2019-04-24,STRATBTC,0.0001756,0.00018,0.0001608,0.0001703,1154296.35,195.27
2019-04-23,STRATBTC,0.0001957,0.0001998,0.0001744,0.0001756,910955.6,169.34
2019-04-22,STRATBTC,0.0001999,0.0002039,0.000193,0.0001957,369733.5,73.38
2019-04-21,STRATBTC,0.000212,0.0002123,0.0001951,0.0001999,512068.53,103.1
2019-04-20,STRATBTC,0.0002124,0.0002164,0.0002057,0.000212,530569.39,112.07
2019-04-19,STRATBTC,0.0002111,0.0002142,0.0002077,0.0002124,480684.94,101.35
2019-04-18,STRATBTC,0.0002096,0.0002161,0.0002077,0.0002111,502993.37,106.51
2019-04-17,STRATBTC,0.0002086,0.0002143,0.0002044,0.0002096,452853.15,94.83
2019-04-16,STRATBTC,0.0002088,0.0002205,0.0002052,0.0002086,730646.26,154.97
2019-04-15,STRATBTC,0.0002195,0.0002225,0.0002055,0.0002088,729998.78,156.29
2019-04-14,STRATBTC,0.0002188,0.0002218,0.000214,0.0002195,520065.79,113.27
2019-04-13,STRATBTC,0.0002248,0.0002271,0.0002153,0.0002188,588506.04,129.6
2019-04-12,STRATBTC,0.0002292,0.0002294,0.0002153,0.0002248,765830.88,170.93
2019-04-11,STRATBTC,0.0002318,0.0002374,0.0002132,0.0002292,1519676.92,343.33
2019-04-10,STRATBTC,0.0002414,0.000253,0.0002273,0.0002318,1549844.75,375.23
2019-04-09,STRATBTC,0.0002481,0.00025,0.0002319,0.0002414,1407886.53,339.7
2019-04-08,STRATBTC,0.0002345,0.000252,0.0002259,0.0002481,2079119.26,495.9
2019-04-07,STRATBTC,0.0002268,0.0002395,0.0002222,0.0002345,1210054.23,281.6
2019-04-06,STRATBTC,0.000234,0.0002352,0.0002206,0.0002268,682831.3,155.38
2019-04-05,STRATBTC,0.0002256,0.0002366,0.0002253,0.000234,689579.57,160.06
2019-04-04,STRATBTC,0.000227,0.000248,0.000222,0.0002256,1609034.65,374.24
2019-04-03,STRATBTC,0.0002225,0.000255,0.0002183,0.000227,2492436.43,587.83
2019-04-02,STRATBTC,0.0002463,0.0002469,0.0001925,0.0002225,2718547.38,614.4
2019-04-01,STRATBTC,0.0002411,0.000262,0.000238,0.0002463,2515721.39,630.54
2019-03-19,STRATBTC,0.0002345,0.0002346,0.0002311,0.0002317,44876.2,10.42
2019-03-18,STRATBTC,0.0002403,0.0002414,0.0002322,0.0002345,521597.48,122.86
2019-03-17,STRATBTC,0.0002386,0.0002438,0.0002353,0.0002403,458338.48,110.01
2019-03-16,STRATBTC,0.0002482,0.0002489,0.0002352,0.0002386,707729.28,169.91
2019-03-15,STRATBTC,0.000245,0.000253,0.0002414,0.0002482,970658.81,239.3
2019-03-14,STRATBTC,0.0002356,0.0002477,0.0002279,0.000245,1478880.88,350.56
2019-03-13,STRATBTC,0.0002426,0.0002621,0.0002273,0.0002356,2640012.64,643.2
2019-03-12,STRATBTC,0.0002343,0.000249,0.0002269,0.0002426,1766342.69,423.28
2019-03-11,STRATBTC,0.0002279,0.0002398,0.0002175,0.0002343,2002445.49,457.74
2019-03-10,STRATBTC,0.0002197,0.0002335,0.0002184,0.0002279,1702644.93,383.29
2019-03-09,STRATBTC,0.0002162,0.0002239,0.0002149,0.0002197,1207076.26,263.71
2019-03-08,STRATBTC,0.000219,0.0002248,0.0002136,0.0002162,989756.27,216.1
2019-03-07,STRATBTC,0.0002188,0.00022,0.0002133,0.000219,606272.97,131.76
2019-03-06,STRATBTC,0.0002214,0.000223,0.0002171,0.0002188,500578.08,109.62
2019-03-05,STRATBTC,0.0002203,0.000225,0.0002195,0.0002214,493860.23,109.66
2019-03-04,STRATBTC,0.0002278,0.0002327,0.0002168,0.0002203,715049.1,159.59
2019-03-03,STRATBTC,0.000227,0.0002399,0.0002257,0.0002278,836253.9,193.38
2019-03-02,STRATBTC,0.000229,0.000233,0.0002235,0.000227,585699.44,133.85
2019-03-01,STRATBTC,0.0002264,0.0002296,0.0002252,0.000229,676133.21,153.92
2019-02-28,STRATBTC,0.0002264,0.0002292,0.0002226,0.0002264,500382.63,113.05
2019-02-27,STRATBTC,0.0002313,0.0002367,0.0002188,0.0002264,746070.21,170.23
2019-02-26,STRATBTC,0.0002219,0.00024,0.0002206,0.0002313,1086792.3,250.05
2019-02-25,STRATBTC,0.0002186,0.0002245,0.0002171,0.0002219,590802.29,130.47
2019-02-24,STRATBTC,0.000228,0.0002316,0.000216,0.0002186,955644.99,214.92
2019-02-23,STRATBTC,0.000234,0.0002347,0.000226,0.000228,647103.15,149.13
2019-02-22,STRATBTC,0.0002361,0.00024,0.0002273,0.000234,789629.11,183.97
2019-02-21,STRATBTC,0.0002338,0.0002525,0.0002321,0.0002361,1972393.39,475.94
2019-02-20,STRATBTC,0.0002315,0.000235,0.0002259,0.0002338,609990.8,140.42
2019-02-19,STRATBTC,0.000229,0.000241,0.0002245,0.0002315,1130986.92,262.1
2019-02-18,STRATBTC,0.0002379,0.0002386,0.0002258,0.000229,1012757.36,235.34
2019-02-17,STRATBTC,0.0002302,0.0002426,0.0002298,0.0002379,950472.33,224.62
2019-02-16,STRATBTC,0.0002345,0.000236,0.000228,0.0002302,660281.13,153.46
2019-02-15,STRATBTC,0.0002409,0.0002466,0.0002328,0.0002345,1051063.37,251.45
2019-02-14,STRATBTC,0.0002326,0.0002536,0.0002306,0.0002409,2567089.37,629.44
2019-02-13,STRATBTC,0.0002305,0.0002394,0.0002252,0.0002326,1107791.13,256.03
2019-02-12,STRATBTC,0.0002255,0.0002322,0.0002193,0.0002305,949665.47,214.87
2019-02-11,STRATBTC,0.0002234,0.000229,0.0002177,0.0002255,691300.11,154.28
2019-02-10,STRATBTC,0.0002201,0.000232,0.0002138,0.0002234,815986.67,179.81
2019-02-09,STRATBTC,0.0002223,0.0002251,0.0002151,0.0002201,508047.16,111.73
2019-02-08,STRATBTC,0.000222,0.0002345,0.0002184,0.0002223,955681.83,215.96
2019-02-07,STRATBTC,0.0002171,0.0002281,0.0002165,0.000222,711190.7,158.57
2019-02-06,STRATBTC,0.0002215,0.0002229,0.0002126,0.0002171,574380.07,125.48
2019-02-05,STRATBTC,0.0002277,0.00024,0.0002203,0.0002215,618722.78,139.75
2019-02-04,STRATBTC,0.0002302,0.0002306,0.0002213,0.0002277,584000.74,131.97
2019-02-03,STRATBTC,0.0002379,0.0002388,0.0002258,0.0002302,1010852.1,233.94
2019-02-02,STRATBTC,0.0002231,0.0002531,0.0002224,0.0002379,1757942.14,423.26
2019-02-01,STRATBTC,0.0002211,0.0002265,0.0002122,0.0002231,675955.69,149.09
2019-01-31,STRATBTC,0.0002418,0.0002428,0.0002194,0.0002211,1054328.52,241.91
2019-01-30,STRATBTC,0.0002355,0.0002497,0.0002322,0.0002418,835953.54,202.81
2019-01-29,STRATBTC,0.0002415,0.0002553,0.00023,0.0002355,1156864.86,275.64
2019-01-28,STRATBTC,0.0002534,0.0002558,0.0002334,0.0002415,1050442.86,253.28
2019-01-27,STRATBTC,0.0002683,0.0002686,0.0002519,0.0002534,662992.92,171.93
2019-01-26,STRATBTC,0.0002707,0.000271,0.0002655,0.0002683,328756.27,88.06
2019-01-25,STRATBTC,0.000275,0.0002759,0.0002651,0.0002707,589645.52,159.06
2019-01-24,STRATBTC,0.0002811,0.0002829,0.0002712,0.000275,686643.98,189.89
2019-01-23,STRATBTC,0.0002784,0.000304,0.0002712,0.0002811,2321440.73,667.45
2019-01-22,STRATBTC,0.0002743,0.000289,0.0002608,0.0002784,1180259.04,321.02
2019-01-21,STRATBTC,0.0002758,0.0002834,0.0002699,0.0002743,590819.3,162.52
2019-01-20,STRATBTC,0.0002799,0.000283,0.000265,0.0002758,942623.31,259.38
2019-01-19,STRATBTC,0.0002718,0.000314,0.0002706,0.0002799,2050526.66,595.75
2019-01-18,STRATBTC,0.0002895,0.0002946,0.0002708,0.0002718,1320483.37,368.67
2019-01-17,STRATBTC,0.000307,0.0003196,0.000285,0.0002895,1923834.28,571.66
2019-01-16,STRATBTC,0.0002818,0.0003281,0.0002784,0.000307,6073078.7,1879.29
2019-01-15,STRATBTC,0.0002474,0.0002838,0.0002469,0.0002818,4061026.87,1084.69
2019-01-14,STRATBTC,0.0002317,0.0002553,0.0002313,0.0002474,996409.24,240.74
2019-01-13,STRATBTC,0.0002438,0.0002494,0.0002287,0.0002317,882018.42,211.02
2019-01-12,STRATBTC,0.0002475,0.0002498,0.0002421,0.0002438,738878.91,182.04
2019-01-11,STRATBTC,0.0002502,0.00026,0.0002433,0.0002475,1001923.18,251.34
2019-01-10,STRATBTC,0.0002791,0.0002841,0.0002472,0.0002502,2240086.17,583.68
2019-01-09,STRATBTC,0.0002861,0.000293,0.0002779,0.0002791,1092888.71,311.72
2019-01-08,STRATBTC,0.000278,0.0002885,0.0002685,0.0002861,1434463.43,402.14
2019-01-07,STRATBTC,0.0002709,0.0002808,0.0002644,0.000278,1074326.85,290.37
2019-01-06,STRATBTC,0.0002808,0.0002861,0.00027,0.0002709,999116.57,276.24
2019-01-05,STRATBTC,0.0002813,0.0002975,0.0002738,0.0002808,1470472.52,419.3
2019-01-04,STRATBTC,0.0002898,0.0002912,0.0002696,0.0002813,1492797.68,415.37
2019-01-03,STRATBTC,0.0002965,0.0002967,0.000282,0.0002898,965216.66,278.6
2019-01-02,STRATBTC,0.0003024,0.0003177,0.0002918,0.0002965,1617467.94,491.58
2019-01-01,STRATBTC,0.0002866,0.000314,0.0002835,0.0003024,1740413.99,527.16
2018-12-31,STRATBTC,0.0003117,0.0003117,0.0002807,0.0002866,1770693.43,514.53
2018-12-30,STRATBTC,0.0003208,0.0003263,0.0002994,0.0003117,1366260.32,426.11
2018-12-29,STRATBTC,0.0003428,0.000345,0.0003129,0.0003208,1910753.65,616.35
2018-12-28,STRATBTC,0.0003507,0.0003566,0.0003098,0.0003428,2851626.29,943.29
2018-12-27,STRATBTC,0.00035,0.0003764,0.0003303,0.0003507,3537847.95,1240.65
2018-12-26,STRATBTC,0.0003751,0.0003892,0.0003329,0.00035,2712683.49,972.53
2018-12-25,STRATBTC,0.000408,0.0004086,0.000344,0.0003751,4114850.58,1532.99
2018-12-24,STRATBTC,0.0003647,0.0004225,0.0003395,0.000408,6315069.63,2422.58
2018-12-23,STRATBTC,0.0003555,0.0003741,0.0003343,0.0003647,3249197.68,1141.97
2018-12-22,STRATBTC,0.0003197,0.00037,0.00031,0.0003555,6278800.65,2178.02
2018-12-21,STRATBTC,0.0003626,0.000378,0.0003,0.0003197,6989400.05,2273.25
2018-12-20,STRATBTC,0.0002866,0.0003986,0.0002723,0.0003626,16611350.46,5864.27
2018-12-19,STRATBTC,0.0002486,0.000344,0.0002415,0.0002866,13010985.05,3870.36
2018-12-18,STRATBTC,0.0002031,0.0002577,0.0001942,0.0002486,3066302.72,708.86
2018-12-17,STRATBTC,0.0001938,0.00021,0.0001851,0.0002031,793661.73,156.23
2018-12-16,STRATBTC,0.0001908,0.0002066,0.0001827,0.0001938,1749932.76,346.08
2018-12-15,STRATBTC,0.0001742,0.0001982,0.0001725,0.0001908,816618.0,152.61
2018-12-14,STRATBTC,0.0001807,0.0001814,0.000167,0.0001742,532218.41,93.08
2018-12-13,STRATBTC,0.0001894,0.000192,0.0001789,0.0001807,270276.41,50.04
2018-12-12,STRATBTC,0.0001874,0.0002,0.000186,0.0001894,446109.96,85.92
2018-12-11,STRATBTC,0.0001886,0.0001897,0.0001834,0.0001874,211342.06,39.28
2018-12-10,STRATBTC,0.00019,0.0002048,0.0001825,0.0001886,421417.19,80.27
2018-12-09,STRATBTC,0.000186,0.0001951,0.0001829,0.00019,172839.71,32.33
2018-12-08,STRATBTC,0.0001865,0.0001901,0.00018,0.000186,311511.88,57.69
2018-12-07,STRATBTC,0.0001828,0.000192,0.0001771,0.0001865,567415.79,104.78
2018-12-06,STRATBTC,0.0002091,0.000215,3.0e-06,0.0001828,1336058.21,236.51
2018-12-05,STRATBTC,0.0002264,0.000235,0.0002067,0.0002091,1331694.87,292.26
2018-12-04,STRATBTC,0.0001958,0.0002421,0.0001954,0.0002264,2696241.52,595.47
2018-12-03,STRATBTC,0.0001922,0.0002041,0.0001888,0.0001958,615319.36,120.7
2018-12-02,STRATBTC,0.0001867,0.0002042,0.0001856,0.0001922,739448.39,145.15
2018-12-01,STRATBTC,0.0001858,0.000193,0.0001832,0.0001867,269553.11,50.96
2018-11-30,STRATBTC,0.0001859,0.0001907,0.0001826,0.0001863,240435.49,44.79
2018-11-29,STRATBTC,0.0001925,0.0002011,0.0001839,0.0001859,396007.04,75.29
2018-11-28,STRATBTC,0.0001772,0.000201,0.0001747,0.0001925,782932.88,147.65
2018-11-27,STRATBTC,0.0001737,0.0001794,0.0001703,0.0001772,312926.58,54.54
2018-11-26,STRATBTC,0.0001728,0.0001766,0.0001677,0.0001737,396202.53,68.22
2018-11-25,STRATBTC,0.0001739,0.00018,0.0001675,0.0001728,550094.72,94.88
2018-11-24,STRATBTC,0.0001861,0.0001913,0.0001684,0.0001739,529874.31,94.43
2018-11-23,STRATBTC,0.0001776,0.0001889,0.0001742,0.0001861,457257.9,83.05
2018-11-22,STRATBTC,0.0001825,0.0001869,0.0001763,0.0001776,339960.63,61.81
2018-11-21,STRATBTC,0.0001711,0.000185,0.0001665,0.0001825,420901.33,74.28
2018-11-20,STRATBTC,0.0001765,0.000185,0.000151,0.0001711,976142.68,164.24
2018-11-19,STRATBTC,0.0001919,0.0001919,0.0001675,0.0001765,1012400.88,177.77
2018-11-18,STRATBTC,0.0001968,0.0001985,0.0001894,0.0001919,334140.73,64.75
2018-11-17,STRATBTC,0.0001881,0.0002025,0.0001759,0.0001968,596549.7,112.08
2018-11-16,STRATBTC,0.0001912,0.0001919,0.000184,0.0001881,383682.22,72.03
2018-11-15,STRATBTC,0.0001989,0.0001994,0.000178,0.0001912,1102758.55,207.1
2018-11-14,STRATBTC,0.0002105,0.0002154,0.0001812,0.0001989,1088813.72,211.97
2018-11-13,STRATBTC,0.0002189,0.0002219,0.000208,0.0002105,281275.33,61.09
2018-11-12,STRATBTC,0.0002236,0.0002291,0.000213,0.0002189,430660.62,95.27
2018-11-11,STRATBTC,0.0002318,0.0002326,0.0002192,0.0002236,280056.88,63.2
2018-11-10,STRATBTC,0.0002289,0.0002327,0.0002267,0.0002318,137206.94,31.62
2018-11-09,STRATBTC,0.0002382,0.0002406,0.0002279,0.0002289,283360.29,66.25
2018-11-08,STRATBTC,0.0002435,0.0002442,0.0002353,0.0002382,232739.22,55.69
2018-11-07,STRATBTC,0.00024,0.0002463,0.0002382,0.0002435,359326.89,87.05
2018-11-06,STRATBTC,0.0002408,0.0002417,0.000234,0.00024,360711.95,85.81
2018-11-05,STRATBTC,0.0002447,0.0002499,0.0002389,0.0002408,353188.03,85.73
2018-11-04,STRATBTC,0.0002488,0.0002517,0.0002412,0.0002447,330573.76,81.29
2018-11-03,STRATBTC,0.0002549,0.0002572,0.0002463,0.0002488,306534.97,76.91
2018-11-02,STRATBTC,0.0002453,0.0002679,0.0002444,0.0002549,890005.48,230.04
2018-11-01,STRATBTC,0.0002398,0.0002501,0.0002386,0.0002453,347827.16,85.39
2018-10-31,STRATBTC,0.0002406,0.0002434,0.0002321,0.0002398,322520.01,76.96
2018-10-30,STRATBTC,0.0002382,0.0002447,0.0002373,0.0002406,279622.39,67.34
2018-10-29,STRATBTC,0.0002568,0.0002606,0.0002365,0.0002382,713061.49,176.83
2018-10-28,STRATBTC,0.0002528,0.0002621,0.0002486,0.0002568,488019.82,123.99
2018-10-27,STRATBTC,0.0002575,0.0002728,0.000251,0.0002528,917678.05,240.7
2018-10-26,STRATBTC,0.0002631,0.0002646,0.0002509,0.0002575,657160.77,168.15
2018-10-25,STRATBTC,0.0002641,0.00028,0.0002567,0.0002631,2600360.87,695.87
2018-10-24,STRATBTC,0.0002347,0.000292,0.0002337,0.0002641,4860277.07,1323.61
2018-10-23,STRATBTC,0.0002356,0.0002365,0.0002283,0.0002347,406890.46,94.19
2018-10-22,STRATBTC,0.000219,0.000245,0.0002167,0.0002356,752281.43,173.84
2018-10-21,STRATBTC,0.0002201,0.0002245,0.0002187,0.000219,150993.26,33.39
2018-10-20,STRATBTC,0.0002136,0.0002242,0.0002129,0.0002201,220524.6,48.24
2018-10-19,STRATBTC,0.000213,0.0002211,0.0002097,0.0002136,155905.16,33.37
2018-10-18,STRATBTC,0.0002215,0.0002275,0.0002092,0.000213,316559.65,68.98
2018-10-17,STRATBTC,0.0002166,0.000225,0.000214,0.0002215,274622.67,60.01
2018-10-16,STRATBTC,0.0002212,0.0002212,0.0002201,0.0002201,0.0,0.0
2018-10-15,STRATBTC,0.0002126,0.00023,0.000201,0.0002212,583934.45,127.11
2018-10-14,STRATBTC,0.0002174,0.0002193,0.0002126,0.0002126,155790.26,33.54
2018-10-13,STRATBTC,0.000211,0.00022,0.000211,0.0002174,187091.42,40.44
2018-10-12,STRATBTC,0.0002092,0.0002142,0.0002023,0.000211,183118.02,38.23
2018-10-11,STRATBTC,0.0002302,0.0002306,0.000206,0.0002092,411656.4,89.86
2018-10-10,STRATBTC,0.0002269,0.0002306,0.0002243,0.0002302,220039.44,50.01
2018-10-09,STRATBTC,0.0002308,0.0002333,0.0002265,0.0002269,173762.98,39.88
2018-10-08,STRATBTC,0.0002277,0.0002325,0.0002252,0.0002308,154771.99,35.52
