Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume MAI,Volume DUSD
2018-05-19,MAIDUSD,0.3474,0.3529,0.3423,0.35,412455.0,143687.62
2018-05-18,MAIDUSD,0.3234,0.3492,0.3115,0.3474,325565.0,107685.67
2018-05-17,MAIDUSD,0.3306,0.3504,0.3211,0.3234,390213.0,131533.95
2018-05-16,MAIDUSD,0.3751,0.377,0.3152,0.3306,320922.0,112188.72
2018-05-15,MAIDUSD,0.3793,0.3898,0.3751,0.3751,194163.0,74548.75
2018-05-14,MAIDUSD,0.3771,0.3961,0.3553,0.3793,361647.0,135588.27
2018-05-13,MAIDUSD,0.3644,0.3798,0.357,0.3771,282432.0,103959.72
2018-05-12,MAIDUSD,0.3432,0.3792,0.34,0.3644,378690.0,134849.24
2018-05-11,MAIDUSD,0.3591,0.3741,0.3328,0.3432,295266.0,103359.54
2018-05-10,MAIDUSD,0.3444,0.3975,0.3438,0.3591,283924.0,104544.66
2018-05-09,MAIDUSD,0.3484,0.3542,0.3338,0.3444,331658.0,114041.91
2018-05-08,MAIDUSD,0.3501,0.3552,0.3402,0.3484,375951.0,130942.61
2018-05-07,MAIDUSD,0.3666,0.3666,0.3469,0.3501,311987.0,109933.93
2018-05-06,MAIDUSD,0.3802,0.3816,0.3564,0.3666,325870.0,119595.15
2018-05-05,MAIDUSD,0.3855,0.3988,0.375,0.3802,356401.0,137512.84
2018-05-04,MAIDUSD,0.3903,0.392,0.3795,0.3855,297725.0,115052.33
2018-05-03,MAIDUSD,0.3749,0.3947,0.3691,0.3903,284576.0,108078.17
2018-05-02,MAIDUSD,0.386,0.3901,0.3621,0.3749,369241.0,139186.41
2018-05-01,MAIDUSD,0.3844,0.3978,0.3662,0.386,148441.0,56433.99
2018-04-30,MAIDUSD,0.3792,0.3913,0.3634,0.3844,136684.0,51579.03
2018-04-29,MAIDUSD,0.3772,0.3901,0.3646,0.3792,138691.0,52004.55
2018-04-28,MAIDUSD,0.3649,0.381,0.3532,0.3772,103845.0,38568.6
2018-04-27,MAIDUSD,0.3775,0.3966,0.3626,0.3649,137998.0,52150.03
2018-04-26,MAIDUSD,0.363,0.38,0.3479,0.3775,126909.0,45874.96
