Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2019-08-07,BTCEUR,10323.06,10475.33,10253.95,10475.33,3.512,36416.5
2019-08-06,BTCEUR,10575.51,11051.68,10182.83,10323.06,33.63,355701.43
2019-08-05,BTCEUR,9975.55,10730.42,9962.58,10575.51,27.36,288622.42
2019-08-04,BTCEUR,9826.07,10050.55,9636.69,9975.55,23.98,235917.45
2019-08-03,BTCEUR,9577.44,9911.02,9560.03,9826.07,24.28,237771.27
2019-08-02,BTCEUR,9502.91,9718.92,9470.67,9577.44,32.0,306483.0
2019-08-01,BTCEUR,9333.33,9605,9154.08,9502.91,29.76,277161.55
2019-07-31,BTCEUR,8987.49,9345.55,8962.03,9333.33,34.33,314496.05
2019-07-30,BTCEUR,9042.73,9198,8941.42,8987.49,38.01,343692.88
2019-07-29,BTCEUR,9411,9573.12,9040.01,9042.73,56.78,525472.04
2019-07-28,BTCEUR,9377.96,9503.66,9091.28,9411,34.37,321750.18
2019-07-27,BTCEUR,9675.6,10000,9229.17,9377.96,38.48,368798.85
2019-07-26,BTCEUR,9684.57,9704.25,9520.52,9675.6,41.24,396543.03
2019-07-25,BTCEUR,9625,9952.13,9597.3,9684.57,37.31,366579.25
2019-07-24,BTCEUR,9781.6,9789.1,9427.12,9625,62.33,595773.01
2019-07-23,BTCEUR,10260.52,10533,9781.6,9781.6,47.16,475667.53
2019-07-22,BTCEUR,10466.77,10534.34,10049,10260.52,44.03,455681.89
2019-07-21,BTCEUR,10592.33,10658.02,10229.11,10466.77,46.21,482937.01
2019-07-20,BTCEUR,10393.98,10831.06,10271.72,10592.33,43.91,460957.64
2019-07-19,BTCEUR,10453.39,10507,10008.22,10393.98,45.58,470053.68
2019-07-18,BTCEUR,9687.91,9792.59,9611.3,9743.1,3.124,30178.51
2019-07-17,BTCEUR,9311.41,9994.22,9037.5,9687.91,53.58,507912.25
2019-07-16,BTCEUR,10621.42,10711.88,9275.09,9311.41,57.61,581787.05
2019-07-15,BTCEUR,9903.83,10868.72,9723.74,10621.42,46.44,471401.02
2019-07-14,BTCEUR,10929.67,11014.4,9850.3,9903.83,32.03,335625.19
2019-07-13,BTCEUR,11249.99,11314.42,10520,10929.67,31.79,348142.87
2019-07-12,BTCEUR,10772.63,11392.99,10656.21,11249.99,27.76,306911.32
2019-07-11,BTCEUR,11452.48,11452.48,10579.58,10772.63,77.27,845941.28
2019-07-10,BTCEUR,11950.07,12403.3,11000,11452.48,232.03,2707251.67
2019-07-09,BTCEUR,11542.17,12019.72,11531.64,11950.07,95.73,1131218.89
2019-07-08,BTCEUR,10883.72,11650.65,10813.09,11542.17,104.67,1166825.17
2019-07-07,BTCEUR,10777.93,11001,10613.6,10883.72,108.79,1172292.42
2019-07-06,BTCEUR,10510.52,11114.58,10510.52,10777.93,105.41,1146339.2
2019-07-05,BTCEUR,10724.46,10898.93,10405.12,10510.52,156.67,1673783.84
2019-07-04,BTCEUR,11397.83,11430.6,10673.8,10724.46,158.42,1773972.66
2019-07-03,BTCEUR,10266.23,11397.83,10266.23,11397.83,163.08,1765540.8
2019-07-02,BTCEUR,10130.77,10390,9353.77,10266.23,191.43,1887743.92
2019-07-01,BTCEUR,10206.04,10613,9637,10130.77,182.69,1864308.18
2019-06-30,BTCEUR,11159.59,11467.24,10206.04,10206.04,159.0,1738180.67
2019-06-29,BTCEUR,11461.73,11509.5,10744.99,11159.59,134.73,1502533.17
2019-06-28,BTCEUR,10389.58,11483,10073.06,11461.73,123.83,1335689.43
2019-06-27,BTCEUR,11852.85,12151.32,9580.91,10389.58,160.51,1761909.81
2019-06-26,BTCEUR,10680,12640.15,10619.98,11852.85,157.92,1823622.84
2019-06-25,BTCEUR,9941.19,10680,9941.19,10680,195.44,2006435.63
2019-06-24,BTCEUR,9833.96,10000.33,9596.3,9941.19,218.52,2145589.43
2019-06-23,BTCEUR,9707.95,10197.99,9554.37,9833.96,219.39,2145455.5
2019-06-22,BTCEUR,9227.06,10161.69,9157.23,9707.95,235.16,2281792.25
2019-06-21,BTCEUR,8707.76,9227.06,8707.76,9227.06,222.19,1981991.55
2019-06-20,BTCEUR,8535.5,8773.5,8429.01,8707.76,191.87,1643982.86
2019-06-19,BTCEUR,8356.02,8552.36,8336.75,8535.5,158.14,1331714.49
2019-06-18,BTCEUR,8585.57,8611.59,8300,8356.02,167.05,1415974.12
2019-06-17,BTCEUR,8295.6,8700,8295.51,8585.57,159.65,1356421.52
2019-06-16,BTCEUR,8183.16,8610,8171,8295.6,173.19,1453395.29
2019-06-15,BTCEUR,8099.78,8222.65,8011.99,8183.16,158.99,1287117.94
2019-06-14,BTCEUR,7707.61,8153.96,7697.95,8099.78,166.55,1306600.26
2019-06-13,BTCEUR,7699.76,7797.22,7646.67,7707.61,144.6,1115706.14
2019-06-12,BTCEUR,7561.88,7787.28,7487.43,7699.76,215.23,1645026.1
2019-06-11,BTCEUR,7685.28,7760,7462.84,7561.88,207.12,1575319.63
2019-06-10,BTCEUR,7475.72,7753.73,7437.12,7685.28,195.11,1479006.6
2019-06-09,BTCEUR,7688.39,7753.72,7419.88,7475.72,201.9,1538779.77
2019-06-08,BTCEUR,7819.5,7829.62,7628,7688.39,205.25,1586124.28
2019-06-07,BTCEUR,7518.88,7889.4,7487.43,7819.5,210.16,1620020.81
2019-06-06,BTCEUR,7529.47,7640,7362,7518.88,218.57,1638149.27
2019-06-05,BTCEUR,7352.56,7653.04,7342.31,7529.47,210.98,1579559.83
2019-06-04,BTCEUR,7799,7850,7221.7,7352.56,226.51,1712509.99
2019-06-03,BTCEUR,8339.35,8408,7781.05,7799,209.07,1706215.03
2019-06-02,BTCEUR,8199.93,8471.9,8188.25,8339.35,206.1,1710967.68
2019-06-01,BTCEUR,8185.14,8258.97,8097.18,8199.93,211.27,1731147.02
2019-05-31,BTCEUR,7955,8220,7874.67,8185.14,209.8,1682055.61
2019-05-30,BTCEUR,8162,8489,7939.04,7955,236.07,1923421.11
2019-05-29,BTCEUR,8108.49,8219.42,8000,8162,221.71,1797171.24
2019-05-28,BTCEUR,8078.51,8180,8000,8108.49,222.17,1793511.69
2019-05-27,BTCEUR,7922.14,8176.12,7922.14,8078.51,236.04,1898804.33
2019-05-26,BTCEUR,7381.32,7975.17,7248.38,7922.14,223.14,1661939.66
2019-05-25,BTCEUR,7321.75,7441.15,7289.61,7381.32,211.62,1559101.26
2019-05-24,BTCEUR,7264.25,7476.95,7228.33,7321.75,205.71,1510305.68
2019-05-23,BTCEUR,7099.19,7324.48,6990.53,7264.25,218.23,1558255.09
2019-05-22,BTCEUR,7338.26,7393.93,7089.18,7099.19,220.5,1607407.55
2019-05-21,BTCEUR,7425.53,7444.22,7285.42,7338.26,220.9,1627191.67
2019-05-20,BTCEUR,7631.45,7631.45,7042.24,7425.53,224.89,1650964.45
2019-05-19,BTCEUR,6871.51,7714.02,6852.96,7631.45,231.49,1710603.82
2019-05-18,BTCEUR,6850.9,6972.15,6778.53,6871.51,228.01,1564137.24
2019-05-17,BTCEUR,7240.85,7373.15,6464.57,6850.9,226.37,1529477.65
2019-05-16,BTCEUR,7603.41,7727.2,7136.77,7240.85,214.46,1586937.8
2019-05-15,BTCEUR,7462.71,7688.97,7364.46,7603.41,207.45,1556009.84
2019-05-14,BTCEUR,7360.64,7734,7187.37,7462.71,198.04,1477865.83
2019-05-13,BTCEUR,6592.69,7632.28,6512.18,7360.64,208.36,1457409.01
2019-05-12,BTCEUR,6868,7158.72,6467.59,6592.69,200.59,1359357.8
2019-05-11,BTCEUR,5990.86,7000,5990.86,6868,209.97,1351497.49
2019-05-10,BTCEUR,5792.86,6096.48,5746.54,5990.86,210.22,1250403.49
2019-05-09,BTCEUR,5615.37,5819,5603.59,5792.86,211.18,1209897.14
2019-05-08,BTCEUR,5506.24,5659,5458.64,5615.37,226.13,1250865.46
2019-05-07,BTCEUR,5373.89,5559.11,5371.53,5522,100.51,550015.72
2019-05-06,BTCEUR,5444.1,5459.92,5308.8,5373.89,215.76,1157649.57
2019-05-05,BTCEUR,5549.44,5553.47,5400.03,5444.1,205.61,1122900.87
2019-05-04,BTCEUR,5430.15,5621.65,5389.35,5549.44,225.9,1238402.03
2019-05-03,BTCEUR,5173.93,5687.94,5166,5430.15,237.95,1280344.58
2019-05-02,BTCEUR,5085.66,5283.9,5079.18,5173.93,217.01,1117453.17
2019-05-01,BTCEUR,5069.13,5115,5036.67,5085.66,217.01,1102973.82
2019-04-30,BTCEUR,5035.78,5084.1,4963.95,5069.13,212.67,1070041.44
2019-04-29,BTCEUR,5045.63,5111.83,4976.59,5035.78,217.25,1093596.32
2019-04-28,BTCEUR,5075.38,5169.32,4981.76,5045.63,218.73,1106639.83
2019-04-27,BTCEUR,5068.01,5101.13,4991.99,5075.38,220.0,1110570.0
2019-04-26,BTCEUR,4967.71,5112.86,4920.57,5068.01,242.5,1217139.93
2019-04-25,BTCEUR,5184.34,5271.18,4946.77,4967.71,235.16,1220790.6
2019-04-24,BTCEUR,5240.31,5336.79,5179.14,5184.34,236.14,1245364.96
2019-04-23,BTCEUR,4979.25,5271.21,4950.69,5240.31,263.71,1362372.71
2019-04-22,BTCEUR,4867.98,4998.73,4835.07,4979.25,226.91,1112247.43
2019-04-21,BTCEUR,4862.72,4914,4822.7,4867.98,214.31,1042043.08
2019-04-20,BTCEUR,4865.86,4926.91,4848.69,4862.72,217.45,1062952.79
2019-04-19,BTCEUR,4908.72,4926.72,4831.13,4865.86,232.94,1132927.91
2019-04-18,BTCEUR,4853.19,4949,4845.57,4908.72,222.69,1090756.26
2019-04-17,BTCEUR,4846.25,4906.44,4830.65,4853.19,202.44,985685.91
2019-04-16,BTCEUR,4721.68,4874.23,4703.59,4846.25,189.79,905276.5
2019-04-15,BTCEUR,4828.86,4867.01,4673,4721.68,193.04,926237.48
2019-04-14,BTCEUR,4763.91,4852.61,4733.52,4828.86,196.65,938779.01
2019-04-13,BTCEUR,4796.08,4841.59,4752.28,4763.91,224.87,1078771.57
2019-04-12,BTCEUR,4753.68,4806.86,4695,4796.08,200.93,956146.06
2019-04-11,BTCEUR,4942.16,5132.4,4741.08,4753.68,234.6,1132275.89
2019-04-10,BTCEUR,4768.43,5030,4755.11,4942.16,242.11,1174185.1
2019-04-09,BTCEUR,4836.32,4844.72,4729.6,4768.43,203.09,972069.26
2019-04-08,BTCEUR,4752.43,4888.18,4720,4836.32,213.01,1022048.76
2019-04-07,BTCEUR,4629.82,4823.56,4615.9,4752.43,215.74,1016898.37
2019-04-06,BTCEUR,4595.33,4789.92,4558.56,4629.82,208.12,964219.38
2019-04-05,BTCEUR,4476.07,4635.2,4474.06,4595.33,165.01,755222.43
2019-04-04,BTCEUR,4501.17,4635.27,4440.94,4476.07,164.52,749429.46
2019-04-03,BTCEUR,4443.38,4842.44,4404.19,4501.17,178.84,819309.42
2019-04-02,BTCEUR,3785.7,4600,3776.83,4443.38,257.74,1091625.63
2019-04-01,BTCEUR,3758.79,3815,3730,3785.7,188.46,712333.71
2019-03-19,BTCEUR,3699.36,3709.8,3698.71,3705.07,10.88,40323.52
