Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume ZAR
2019-04-29,BTCZAR,78445,79500,77222,77306,645.07,50563438.56
2019-04-28,BTCZAR,79370,79800,78210,78445,181.1,14318781.62
2019-04-27,BTCZAR,78000,79513,77999,79370,254.54,20064383.22
2019-04-26,BTCZAR,78000,80089,77000,78000,735.32,57894619.24
2019-04-25,BTCZAR,82731,83327,77999,78000,689.06,56850484.57
2019-04-24,BTCZAR,84604,84999,81850,82731,737.45,61460796.8
2019-04-23,BTCZAR,81200,85000,81149,84604,646.52,54261601.33
2019-04-22,BTCZAR,79186,81348,79186,81200,171.89,13788752.86
2019-04-21,BTCZAR,79889,80500,79186,79186,325.87,26034155.84
2019-04-20,BTCZAR,78840,79890,78840,79889,230.35,18359810.1
2019-04-19,BTCZAR,78500,78900,78181,78840,313.25,24595779.0
2019-04-18,BTCZAR,76999,78505,76999,78500,647.88,50414609.2
2019-04-17,BTCZAR,77000,77563,76602,76999,708.05,54537805.5
2019-04-16,BTCZAR,75650,77000,75500,77000,722.6,55005108.63
2019-04-15,BTCZAR,76860,78250,75599,75650,648.79,49832745.12
2019-04-14,BTCZAR,76007,76998,76007,76860,229.79,17496124.38
2019-04-13,BTCZAR,74637,76326,74636,76007,456.04,34564472.74
2019-04-12,BTCZAR,74529,75350,73001,74637,756.94,56479862.1
2019-04-11,BTCZAR,77802,78030,73503,74529,887.68,67111756.45
2019-04-10,BTCZAR,77245,79448,77245,77802,776.9,60524196.17
2019-04-09,BTCZAR,78900,79491,76500,77245,786.42,61584067.95
2019-04-08,BTCZAR,78010,81201,77500,78900,849.55,67199500.13
2019-04-07,BTCZAR,75843,78123,75699,78010,472.03,36705739.08
2019-04-06,BTCZAR,74736,77399,74500,75843,512.04,38654241.94
2019-04-05,BTCZAR,72741,75038,72740,74736,824.69,61260126.99
2019-04-04,BTCZAR,74001,77000,70802,72741,1013.66,75615737.89
2019-04-03,BTCZAR,71399,78499,70999,74001,1134.83,84643659.12
2019-04-02,BTCZAR,60630,75497,60630,71399,1258.19,87656298.41
2019-04-01,BTCZAR,62074,62737,60630,60630,657.97,40854252.28
2019-03-31,BTCZAR,62200,62891,62071,62074,249.82,15607785.26
2019-03-30,BTCZAR,62070,62200,61251,62200,381.18,23644453.53
2019-03-29,BTCZAR,61191,62348,61190,62070,530.32,32751054.91
2019-03-28,BTCZAR,60959,61485,60958,61191,464.98,28407510.66
2019-03-27,BTCZAR,59014,60959,59013,60959,518.01,31369675.26
2019-03-26,BTCZAR,59053,59832,59000,59014,684.48,40701774.96
2019-03-25,BTCZAR,60629,60890,58682,59053,531.33,32045666.12
2019-03-24,BTCZAR,60892,60892,60347,60629,213.55,12996734.0
2019-03-23,BTCZAR,60432,60892,60432,60892,196.02,11911176.54
2019-03-22,BTCZAR,59499,60433,59499,60432,438.9,26386919.35
2019-03-21,BTCZAR,60221,60600,59380,59499,460.92,27726781.54
2019-03-20,BTCZAR,60226,60699,59924,60221,527.34,31906067.71
2019-03-19,BTCZAR,59999,60343,59924,60226,607.03,36574367.12
2019-03-18,BTCZAR,59780,60000,59780,59999,557.61,33450118.01
2019-03-17,BTCZAR,60212,60212,59701,59780,145.85,8749915.3
2019-03-16,BTCZAR,58555,60632,58555,60212,293.09,17557329.6
2019-03-15,BTCZAR,58247,58900,58247,58555,466.84,27349762.67
2019-03-14,BTCZAR,57600,58248,57600,58247,610.52,35465820.37
2019-03-13,BTCZAR,57636,58314,57401,57600,601.9,34735711.82
2019-03-12,BTCZAR,57711,57974,57500,57636,595.12,34376888.78
2019-03-11,BTCZAR,58987,58998,57701,57711,419.69,24521910.33
2019-03-10,BTCZAR,58752,58996,58493,58987,175.68,10330551.09
2019-03-09,BTCZAR,57750,58980,57750,58752,297.53,17436082.74
2019-03-08,BTCZAR,57800,58997,57600,57750,548.22,32095361.7
2019-03-07,BTCZAR,56786,57800,56785,57800,451.28,25871914.84
2019-03-06,BTCZAR,55974,56999,55843,56786,477.1,27012483.52
2019-03-05,BTCZAR,54405,56259,54405,55974,629.46,34809596.78
2019-03-04,BTCZAR,55765,55765,54403,54405,417.89,22915132.78
2019-03-03,BTCZAR,55758,55989,55678,55765,193.8,10808640.77
2019-03-02,BTCZAR,55550,55823,55549,55758,266.87,14858781.6
2019-03-01,BTCZAR,54620,55550,54620,55550,389.3,21558867.0
2019-02-28,BTCZAR,54067,55540,54067,54620,512.08,28106665.47
2019-02-27,BTCZAR,54309,54940,53104,54067,649.54,35391033.17
2019-02-26,BTCZAR,54319,54999,54240,54309,500.03,27359933.58
2019-02-25,BTCZAR,54001,55212,53848,54319,444.7,24356444.14
2019-02-24,BTCZAR,59202,59877,54000,54001,420.54,23980252.91
2019-02-23,BTCZAR,56598,59771,56559,59202,352.6,20366026.85
2019-02-22,BTCZAR,56217,57097,56216,56598,402.28,22803310.96
2019-02-21,BTCZAR,56470,57283,55678,56217,413.11,23326188.2
2019-02-20,BTCZAR,56030,57498,55679,56470,373.98,21121961.88
2019-02-19,BTCZAR,55391,57500,55095,56030,459.72,26051099.52
2019-02-18,BTCZAR,51799,56300,51799,55391,524.91,28395700.55
2019-02-17,BTCZAR,51872,52493,51799,51799,167.12,8679695.48
2019-02-16,BTCZAR,51558,52074,51468,51872,176.24,9141535.05
2019-02-15,BTCZAR,51254,52423,51200,51558,430.36,22357306.36
2019-02-14,BTCZAR,50885,51800,50807,51254,556.37,28636011.03
2019-02-13,BTCZAR,50670,51200,50520,50885,600.48,30554002.97
2019-02-12,BTCZAR,50714,51146,50450,50670,514.74,26112437.13
2019-02-11,BTCZAR,51259,51619,50590,50714,469.0,23932579.41
2019-02-10,BTCZAR,51003,51507,50582,51259,320.11,16335808.91
2019-02-09,BTCZAR,50069,51564,49000,51003,356.22,18166807.52
2019-02-08,BTCZAR,46691,50945,46581,50069,685.74,33187656.51
2019-02-07,BTCZAR,46301,47500,46301,46691,689.96,32439703.62
2019-02-06,BTCZAR,46892,46956,46255,46301,623.33,29039181.89
2019-02-05,BTCZAR,46904,47579,46200,46892,508.9,23980605.45
2019-02-04,BTCZAR,47106,48000,46157,46904,503.64,23730039.97
2019-02-03,BTCZAR,47520,47856,47002,47106,269.89,12811482.23
