Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume ZAR
2019-02-02,BTCZAR,47491,47800,47300,47520,304.16,14463338.6
2019-02-01,BTCZAR,46998,47616,46201,47491,583.51,27388069.43
2019-01-31,BTCZAR,47840,48698,46941,46998,815.43,38850436.97
2019-01-30,BTCZAR,47912,49210,47677,47840,867.41,42107945.51
2019-01-29,BTCZAR,48628,49320,47851,47912,753.7,36378227.17
2019-01-28,BTCZAR,50841,50844,48574,48628,1146.77,56565754.97
2019-01-27,BTCZAR,51449,51831,50777,50841,239.89,12300986.82
2019-01-26,BTCZAR,50527,52318,50527,51449,560.78,28975989.82
2019-01-25,BTCZAR,51264,51749,50507,50527,985.79,50531105.67
2019-01-24,BTCZAR,51513,52000,51051,51264,1022.35,52663170.06
2019-01-23,BTCZAR,52801,53126,51126,51513,1100.97,57785783.01
2019-01-22,BTCZAR,52737,53267,52002,52801,1156.01,60917083.0
2019-01-21,BTCZAR,52848,53469,52500,52737,465.34,24636054.25
2019-01-20,BTCZAR,55028,55322,52233,52848,405.81,21813952.64
2019-01-19,BTCZAR,53424,56490,53371,55028,369.17,20240040.6
2019-01-18,BTCZAR,53399,53935,53049,53424,1264.55,67659362.08
2019-01-17,BTCZAR,52985,53561,52233,53399,1359.66,71964383.25
2019-01-16,BTCZAR,53304,54350,52299,52985,1297.34,69222429.62
2019-01-15,BTCZAR,54224,54798,52701,53304,1141.06,61891998.55
2019-01-14,BTCZAR,53057,55109,52932,54224,1117.02,60064389.3
2019-01-13,BTCZAR,54594,55102,52878,53057,349.59,18975243.92
2019-01-12,BTCZAR,54329,55110,53679,54594,443.41,24126630.45
2019-01-11,BTCZAR,54200,54989,53836,54329,1022.53,55731911.76
2019-01-10,BTCZAR,59010,59891,53335,54200,1190.39,67034256.42
2019-01-09,BTCZAR,58891,59950,58625,59010,872.75,51696530.59
2019-01-08,BTCZAR,59526,60299,58300,58891,1042.73,62097436.24
2019-01-07,BTCZAR,60060,60849,58000,59526,918.34,54737441.73
2019-01-06,BTCZAR,57178,60999,56915,60060,489.34,28728198.23
2019-01-05,BTCZAR,56735,57950,56735,57178,438.34,25187478.91
2019-01-04,BTCZAR,56936,57980,56005,56735,900.4,51264406.76
2019-01-03,BTCZAR,59164,59165,56614,56936,761.92,44272538.15
2019-01-02,BTCZAR,57398,59165,56706,59164,606.38,35049875.02
2019-01-01,BTCZAR,56635,57398,55770,57398,430.45,24332127.4
2018-12-31,BTCZAR,57659,58137,55600,56635,591.61,33901694.02
2018-12-30,BTCZAR,56102,58639,56022,57659,371.97,21446353.46
2018-12-29,BTCZAR,58226,59200,56102,56102,477.75,27883565.02
2018-12-28,BTCZAR,54101,59229,54002,58226,733.87,41060255.66
2018-12-27,BTCZAR,57799,57994,54051,54101,714.18,40522486.75
2018-12-26,BTCZAR,57758,59995,56905,57799,281.23,16339909.68
2018-12-25,BTCZAR,61501,61511,56132,57758,480.51,27994450.08
2018-12-24,BTCZAR,61260,65200,61005,61501,753.34,47943278.88
2018-12-23,BTCZAR,60655,62001,60655,61260,268.7,16463972.69
2018-12-22,BTCZAR,58556,60655,58126,60655,573.09,34015946.04
2018-12-21,BTCZAR,60692,61861,56980,58556,813.53,48702493.12
2018-12-20,BTCZAR,55377,62489,55132,60692,1005.6,59402651.38
2018-12-19,BTCZAR,54855,58990,54591,55377,968.02,54722834.37
2018-12-18,BTCZAR,51728,54988,50911,54855,732.11,38273192.9
2018-12-17,BTCZAR,48026,53428,48015,51728,489.94,24685516.34
2018-12-16,BTCZAR,46994,49152,46889,48026,217.98,10557768.74
2018-12-15,BTCZAR,47001,48890,46762,46994,529.8,25189282.11
2018-12-14,BTCZAR,47684,49247,46514,47001,722.74,34739559.73
2018-12-13,BTCZAR,49610,50500,47674,47684,719.1,35560608.38
2018-12-12,BTCZAR,49348,50500,49130,49610,566.18,28309561.67
2018-12-11,BTCZAR,50731,50833,49021,49348,503.78,25028409.37
2018-12-10,BTCZAR,51761,52500,49100,50731,474.37,24216919.48
2018-12-09,BTCZAR,49494,53940,49000,51761,297.77,15209606.01
2018-12-08,BTCZAR,49507,53989,48001,49494,329.35,16351926.89
2018-12-07,BTCZAR,51562,51562,46947,49507,825.51,40602703.02
2018-12-06,BTCZAR,54083,55864,51562,51562,874.64,47469154.72
2018-12-05,BTCZAR,56152,56200,54050,54083,620.57,34328818.18
2018-12-04,BTCZAR,56146,58004,55550,56152,663.53,37684834.11
2018-12-03,BTCZAR,60357,60357,55555,56146,588.82,33924145.73
2018-12-02,BTCZAR,61000,61171,59420,60357,206.51,12482886.17
2018-12-01,BTCZAR,57299,61699,57017,61000,320.84,19218819.51
2018-11-30,BTCZAR,60849,61650,56400,57299,587.14,34467189.82
2018-11-29,BTCZAR,61169,63553,59500,60849,721.69,44534247.31
2018-11-28,BTCZAR,54700,63243,54700,61169,754.88,44899329.07
2018-11-27,BTCZAR,54998,55350,53000,54700,676.26,36646090.2
2018-11-26,BTCZAR,58969,60275,52800,54998,879.4,49778289.22
2018-11-25,BTCZAR,56510,61650,50155,58969,620.82,34069269.25
2018-11-24,BTCZAR,62771,63500,55000,56510,440.32,27041592.76
2018-11-23,BTCZAR,63010,63850,59015,62771,673.43,41518658.11
2018-11-22,BTCZAR,66000,66695,63009,63010,470.93,30891268.48
2018-11-21,BTCZAR,64463,68999,63761,66000,678.28,45068609.65
2018-11-20,BTCZAR,70062,73445,61459,64463,1176.17,77860425.46
2018-11-19,BTCZAR,83400,83401,68666,70062,873.0,66746498.63
2018-11-18,BTCZAR,82335,84000,82150,83400,147.6,12297348.43
2018-11-17,BTCZAR,80854,83484,80102,82335,273.66,22401932.21
2018-11-16,BTCZAR,83999,84330,80854,80854,520.52,43151709.0
2018-11-15,BTCZAR,82638,87201,80001,83999,697.26,58406969.79
2018-11-14,BTCZAR,94552,95001,82005,82638,753.85,67696119.16
2018-11-13,BTCZAR,95900,95900,94551,94552,313.32,29895354.9
2018-11-12,BTCZAR,95297,96000,95100,95900,277.7,26567062.85
2018-11-11,BTCZAR,95298,95298,95297,95297,53.34,5082719.57
2018-11-10,BTCZAR,94554,95500,94554,95298,168.21,15973804.27
2018-11-09,BTCZAR,94540,96200,94539,94554,297.14,28157191.76
2018-11-08,BTCZAR,95101,95531,94512,94540,303.34,28862287.48
2018-11-07,BTCZAR,96200,97000,95100,95101,413.64,39809842.56
2018-11-06,BTCZAR,95794,96200,95794,96200,363.76,34897268.2
2018-11-05,BTCZAR,95794,95795,95794,95794,245.72,23538250.29
2018-11-04,BTCZAR,95002,95800,95001,95794,154.83,14731770.11
2018-11-03,BTCZAR,95450,95451,95001,95002,115.37,10963962.11
2018-11-02,BTCZAR,96067,96500,95000,95450,226.58,21717596.19
2018-11-01,BTCZAR,95539,96200,95539,96067,201.47,19334966.23
2018-10-31,BTCZAR,95129,95895,95128,95539,247.78,23584289.57
2018-10-30,BTCZAR,94715,95129,94715,95129,263.67,25074910.95
2018-10-29,BTCZAR,96650,96650,94499,94715,316.43,30271839.79
2018-10-28,BTCZAR,96650,96650,96649,96650,108.67,10502533.82
2018-10-27,BTCZAR,96650,96650,96649,96650,91.79,8871762.4
2018-10-26,BTCZAR,96186,97000,95700,96650,236.97,22827517.93
2018-10-25,BTCZAR,96185,96186,96185,96186,266.03,25588681.92
2018-10-24,BTCZAR,95739,97452,95739,96185,359.26,34533348.52
2018-10-23,BTCZAR,95739,95740,95739,95739,281.53,26953202.43
2018-10-22,BTCZAR,96299,96300,95700,95739,213.72,20476555.0
2018-10-21,BTCZAR,96203,96900,96202,96299,108.98,10497711.93
2018-10-20,BTCZAR,96202,96203,96202,96203,106.75,10269329.56
2018-10-19,BTCZAR,96113,96707,96113,96202,264.89,25486446.2
2018-10-18,BTCZAR,95891,97451,95891,96113,316.38,30586308.0
2018-10-17,BTCZAR,95892,97200,95891,95891,219.53,21076525.46
2018-10-16,BTCZAR,96670,97717,95891,95892,243.25,23518569.46
2018-10-15,BTCZAR,95694,100495,95300,96670,402.52,39275625.77
2018-10-14,BTCZAR,95301,95999,95300,95694,56.31,5385769.24
2018-10-13,BTCZAR,95347,95753,95300,95301,101.69,9705130.04
2018-10-12,BTCZAR,94552,96000,94014,95347,272.29,25948200.54
2018-10-11,BTCZAR,99523,99523,94001,94552,555.36,53401816.5
2018-10-10,BTCZAR,100499,100500,99500,99523,281.33,28056744.68
2018-10-09,BTCZAR,101647,102000,100299,100499,247.96,25102479.84
2018-10-08,BTCZAR,100122,101900,100121,101647,277.15,28004289.03
2018-10-07,BTCZAR,100564,100564,100120,100122,115.95,11622574.77
2018-10-06,BTCZAR,100199,100899,100199,100564,88.85,8927700.18
2018-10-05,BTCZAR,99133,100200,99133,100199,269.76,26919450.84
2018-10-04,BTCZAR,97800,99888,97800,99133,323.54,32145715.27
2018-10-03,BTCZAR,98010,98021,97501,97800,355.74,34733170.21
2018-10-02,BTCZAR,97502,98682,97502,98010,324.93,31974385.56
2018-10-01,BTCZAR,98200,98611,97501,97502,280.04,27460615.77
2018-09-30,BTCZAR,98303,99000,98058,98200,106.12,10445128.56
2018-09-29,BTCZAR,98404,98448,97052,98303,195.75,19123839.9
2018-09-28,BTCZAR,98948,99998,98000,98404,317.11,31345769.21
2018-09-27,BTCZAR,97001,98950,96700,98948,359.27,34903269.45
2018-09-26,BTCZAR,96999,98400,96508,97001,313.39,30621906.04
2018-09-25,BTCZAR,98513,98513,96099,96999,303.53,29413425.51
2018-09-24,BTCZAR,100799,100800,98501,98513,157.26,15621149.25
2018-09-23,BTCZAR,100897,101794,100750,100799,109.11,11042768.97
2018-09-22,BTCZAR,100847,101001,100201,100897,184.99,18615126.67
2018-09-21,BTCZAR,97551,101089,97512,100847,375.13,37516557.53
2018-09-20,BTCZAR,97701,98000,96300,97551,296.05,28742953.01
2018-09-19,BTCZAR,97752,98372,95170,97701,352.33,34260516.89
2018-09-18,BTCZAR,96559,98650,96558,97752,241.33,23561428.55
2018-09-17,BTCZAR,99899,100010,96500,96559,274.06,26997019.78
2018-09-16,BTCZAR,100435,100499,99500,99899,84.77,8454556.25
2018-09-15,BTCZAR,99988,100900,99299,100435,88.18,8825126.6
2018-09-14,BTCZAR,99503,100999,98000,99988,269.54,26862342.59
2018-09-13,BTCZAR,98424,100000,98423,99503,309.01,30746403.04
2018-09-12,BTCZAR,98559,98560,97008,98424,242.47,23711206.64
2018-09-11,BTCZAR,99801,101282,97502,98559,236.78,23454990.9
2018-09-10,BTCZAR,100600,102032,99201,99801,195.3,19553144.52
2018-09-09,BTCZAR,98750,102401,98505,100600,158.35,15974783.06
2018-09-08,BTCZAR,102041,102449,98705,98750,166.62,16828421.65
2018-09-07,BTCZAR,103822,104876,101001,102041,230.89,23705628.11
2018-09-06,BTCZAR,108011,108012,100100,103822,456.34,47053931.39
2018-09-05,BTCZAR,112293,114995,107897,108011,574.44,63486981.71
2018-09-04,BTCZAR,109501,114000,109500,112293,405.81,45546889.75
2018-09-03,BTCZAR,108124,109884,107500,109501,254.82,27726416.79
2018-09-02,BTCZAR,106698,108501,106000,108124,200.14,21556680.41
2018-09-01,BTCZAR,103411,106700,103395,106698,194.39,20412529.11
2018-08-31,BTCZAR,101662,104000,101662,103411,245.88,25322641.68
2018-08-30,BTCZAR,102190,103001,100800,101662,301.95,30754183.2
2018-08-29,BTCZAR,101476,103857,100850,102190,285.92,29274878.37
2018-08-28,BTCZAR,97700,101500,97700,101476,359.19,36003620.28
2018-08-27,BTCZAR,97204,97700,96863,97700,175.99,17140593.58
2018-08-26,BTCZAR,97996,97996,96808,97204,78.26,7615228.29
2018-08-25,BTCZAR,97500,97999,97499,97996,112.34,10979904.94
2018-08-24,BTCZAR,95600,97500,95600,97500,160.64,15403927.98
2018-08-23,BTCZAR,94189,95713,94189,95600,212.65,20246938.69
2018-08-22,BTCZAR,95501,98000,94100,94189,377.3,36497019.62
2018-08-21,BTCZAR,94201,95700,94000,95501,186.84,17751033.32
2018-08-20,BTCZAR,96844,96985,94200,94201,192.28,18372633.41
2018-08-19,BTCZAR,96000,97250,95305,96844,99.8,9568360.59
2018-08-18,BTCZAR,97263,97506,95100,96000,152.97,14701221.07
2018-08-17,BTCZAR,93985,97997,93985,97263,273.66,26404195.05
2018-08-16,BTCZAR,94291,96000,93619,93985,295.19,28024798.74
2018-08-15,BTCZAR,91999,98600,91998,94291,489.57,46881939.47
2018-08-14,BTCZAR,93473,93474,89500,91999,444.28,40189399.23
2018-08-13,BTCZAR,93152,98901,92301,93473,448.67,42795795.66
2018-08-12,BTCZAR,90701,90701,90701,90701,0.0,0.0
2018-08-11,BTCZAR,91392,91750,89810,90701,114.61,10361071.81
2018-08-10,BTCZAR,93890,94450,89800,91392,367.44,34012292.78
2018-08-09,BTCZAR,89001,94878,88800,93890,261.64,23800558.29
2018-08-08,BTCZAR,94305,94305,88000,89001,502.56,45588486.97
2018-08-07,BTCZAR,96807,99100,94000,94305,353.56,34440001.66
2018-08-06,BTCZAR,99188,100467,96806,96807,222.72,21912409.17
2018-08-05,BTCZAR,99449,100603,98364,99188,145.0,14367742.31
2018-08-04,BTCZAR,103805,104997,98510,99449,240.76,24525625.92
2018-08-03,BTCZAR,105169,105169,102505,103805,355.32,36829893.22
2018-08-02,BTCZAR,104613,106766,104377,105169,263.52,27824468.99
2018-08-01,BTCZAR,106848,106890,103011,104613,477.21,50027412.34
2018-07-31,BTCZAR,111450,111504,105551,106848,447.13,48429654.0
2018-07-30,BTCZAR,112500,112756,108603,111450,387.74,43127666.78
2018-07-29,BTCZAR,112571,112995,111666,112500,85.24,9591166.41
2018-07-28,BTCZAR,112736,112994,112000,112571,99.57,11222271.9
2018-07-27,BTCZAR,110499,112995,108551,112736,406.7,44890750.04
2018-07-26,BTCZAR,112155,114000,110002,110499,334.92,37847929.81
2018-07-25,BTCZAR,116000,116885,110300,112155,534.37,60641812.58
2018-07-24,BTCZAR,107701,116997,107700,116000,671.25,76038913.46
2018-07-23,BTCZAR,103501,108819,103500,107701,422.86,45306843.81
2018-07-22,BTCZAR,103413,104498,103001,103501,135.65,14076062.63
2018-07-21,BTCZAR,101855,103799,100500,103413,188.78,19378335.39
2018-07-20,BTCZAR,103589,104950,101855,101855,356.25,36862545.1
2018-07-19,BTCZAR,100301,103850,99325,103589,319.0,32629158.86
2018-07-18,BTCZAR,98895,103101,98895,100301,560.17,56878857.18
2018-07-17,BTCZAR,91948,100000,91100,98895,706.51,67553072.21
2018-07-16,BTCZAR,88898,91998,88761,91948,356.06,32270726.54
2018-07-15,BTCZAR,87612,89100,87610,88898,84.74,7496391.16
2018-07-14,BTCZAR,86650,88150,86649,87612,126.76,11082335.71
2018-07-13,BTCZAR,86105,88414,85789,86650,283.36,24695094.52
2018-07-12,BTCZAR,89263,89266,85500,85500,314.44,27340263.59
2018-07-11,BTCZAR,88601,90022,88601,89263,194.07,17333386.76
2018-07-10,BTCZAR,93411,93999,88591,88601,359.52,32767737.26
2018-07-09,BTCZAR,93744,94400,93400,93581,212.83,19961175.11
2018-07-08,BTCZAR,94500,94896,93729,93729,145.76,13754153.18
2018-07-07,BTCZAR,92999,94500,92200,94500,121.13,11276398.37
2018-07-06,BTCZAR,92096,93350,91800,92999,212.4,19616465.02
2018-07-05,BTCZAR,94002,94722,91400,92096,245.68,23022380.39
2018-07-04,BTCZAR,92206,95849,91500,94002,327.81,30802435.29
2018-07-03,BTCZAR,93540,94700,92205,92206,294.71,27613243.57
2018-07-02,BTCZAR,89702,93721,89053,93540,347.44,31771953.1
2018-07-01,BTCZAR,89998,89998,88611,89702,123.65,11047049.77
2018-06-30,BTCZAR,87028,90548,86996,89998,278.78,25013244.82
2018-06-29,BTCZAR,85247,87952,83503,87028,373.26,31586555.89
2018-06-28,BTCZAR,87390,87400,85100,85247,246.46,21409793.57
2018-06-27,BTCZAR,86004,87501,85002,87390,319.91,27701170.39
2018-06-26,BTCZAR,87749,88500,85002,86004,299.73,26239780.28
2018-06-25,BTCZAR,87064,88550,85501,87749,316.8,27681887.16
2018-06-24,BTCZAR,87810,88400,82500,87064,371.02,31526918.98
2018-06-23,BTCZAR,86998,88495,86302,87810,227.38,19854159.93
2018-06-22,BTCZAR,93867,94049,86001,86998,554.85,49670740.85
2018-06-21,BTCZAR,94333,94999,93394,93867,215.73,20337309.5
2018-06-20,BTCZAR,94205,94425,91999,94333,266.69,24923815.12
2018-06-19,BTCZAR,93485,96887,93339,94205,340.33,32339760.55
2018-06-18,BTCZAR,89429,94490,88756,93485,343.74,31317314.73
2018-06-17,BTCZAR,90929,90930,89429,89429,95.1,8608769.12
2018-06-16,BTCZAR,89212,91447,89002,90929,134.0,12061797.85
2018-06-15,BTCZAR,92403,92600,89051,89212,220.02,20065252.05
2018-06-14,BTCZAR,87550,92995,87500,92403,412.7,37172915.49
2018-06-13,BTCZAR,91487,92599,86043,87550,476.14,42656471.71
2018-06-12,BTCZAR,94028,94975,90800,91487,381.22,35614197.54
2018-06-11,BTCZAR,92655,94028,91737,94028,366.03,33962689.06
2018-06-10,BTCZAR,102120,102121,91112,92655,499.58,48043420.81
2018-06-09,BTCZAR,102500,103228,102120,102120,169.46,17430983.18
2018-06-08,BTCZAR,102500,103228,102000,102500,305.49,31412379.84
2018-06-07,BTCZAR,101137,102999,101034,102500,311.28,31843734.64
2018-06-06,BTCZAR,101281,101694,99201,101137,268.97,27180608.46
2018-06-05,BTCZAR,99001,102199,98506,101281,342.68,34142908.42
2018-06-04,BTCZAR,102138,102495,99000,99001,318.1,31855267.87
2018-06-03,BTCZAR,101790,103434,101761,102138,197.4,20231523.39
2018-06-02,BTCZAR,99450,101899,99450,101790,207.18,20984932.68
2018-06-01,BTCZAR,99454,100498,98031,99450,321.99,32040379.22
2018-05-31,BTCZAR,97150,100200,97100,99454,427.6,42579489.73
2018-05-30,BTCZAR,99923,101555,96713,97150,367.7,36564158.36
2018-05-29,BTCZAR,95500,100700,95000,99923,484.54,47104326.83
2018-05-28,BTCZAR,98043,98495,95500,95500,325.6,31403712.59
2018-05-27,BTCZAR,98701,99200,97500,98043,187.57,18467819.21
2018-05-26,BTCZAR,99498,101501,98700,98701,246.28,24705907.85
2018-05-25,BTCZAR,100133,101792,98701,99498,356.24,35563926.61
2018-05-24,BTCZAR,100496,104499,96776,100133,620.16,62075123.45
2018-05-23,BTCZAR,106601,107551,100252,100496,699.04,72565574.25
2018-05-22,BTCZAR,111402,111403,106601,106601,359.14,39361371.96
2018-05-21,BTCZAR,112751,113787,111401,111402,270.85,30554967.67
2018-05-20,BTCZAR,109352,113187,109100,112751,153.96,17178503.13
2018-05-19,BTCZAR,109197,111899,109130,109352,184.04,20290415.52
2018-05-18,BTCZAR,106721,109198,102500,109197,399.16,42690731.67
2018-05-17,BTCZAR,108750,110000,106500,106721,362.17,39560858.12
2018-05-16,BTCZAR,113201,113201,107802,108750,477.52,52710430.27
2018-05-15,BTCZAR,113693,115998,112805,113201,311.93,35697480.41
2018-05-14,BTCZAR,116850,117000,112151,113693,429.16,48947367.68
2018-05-13,BTCZAR,113169,118429,113168,116850,270.19,31304363.09
2018-05-12,BTCZAR,112570,114700,110332,113169,327.84,36851361.59
2018-05-11,BTCZAR,120001,120001,110545,112570,793.69,91406581.99
2018-05-10,BTCZAR,122997,124500,120000,120001,365.64,44982616.41
2018-05-09,BTCZAR,122503,124230,121161,122997,353.44,43304291.51
2018-05-08,BTCZAR,123999,125999,120361,122503,444.06,54629983.59
2018-05-07,BTCZAR,125560,126000,120500,123999,586.82,72055172.13
2018-05-06,BTCZAR,128331,128824,123323,125560,334.45,42106372.77
2018-05-05,BTCZAR,124899,129300,124899,128331,355.45,45443509.05
2018-05-04,BTCZAR,123899,126999,122251,124899,552.0,69084996.7
2018-05-03,BTCZAR,119498,124392,119000,123899,561.24,68163294.14
2018-05-02,BTCZAR,118000,119499,117504,119498,287.58,34072033.94
2018-05-01,BTCZAR,118078,118078,116002,118000,257.19,30030728.07
2018-04-30,BTCZAR,119145,119418,117150,118078,248.43,29389147.51
2018-04-29,BTCZAR,118379,120500,117200,119145,229.31,27285894.44
2018-04-28,BTCZAR,114800,119660,114076,118379,225.34,26565301.49
2018-04-27,BTCZAR,118456,120000,114700,114800,286.77,33819082.07
2018-04-26,BTCZAR,113601,118456,112000,118456,438.34,50037395.43
2018-04-25,BTCZAR,122747,123989,111100,113601,1065.01,124645972.49
2018-04-24,BTCZAR,112999,123000,112999,122747,661.69,78494195.07
2018-04-23,BTCZAR,111006,113000,111000,112999,327.01,36770823.19
2018-04-22,BTCZAR,111486,112900,111001,111006,201.71,22573195.86
2018-04-21,BTCZAR,108781,113845,108100,111486,540.11,59705940.85
2018-04-20,BTCZAR,101998,109000,101385,108781,511.73,53628259.35
2018-04-19,BTCZAR,99827,102320,99827,101998,341.01,34467275.26
2018-04-18,BTCZAR,97801,100498,97026,99827,346.67,34435881.9
2018-04-17,BTCZAR,98433,101299,97000,97801,325.52,32322546.59
2018-04-16,BTCZAR,102201,102989,96777,98433,456.8,45474019.13
2018-04-15,BTCZAR,98500,103999,98500,102201,317.04,32203601.83
2018-04-14,BTCZAR,96552,99799,96009,98500,247.8,24323499.63
2018-04-13,BTCZAR,94780,101000,94000,96552,793.81,78018827.79
2018-04-12,BTCZAR,84791,95499,83005,94780,908.29,82368355.75
2018-04-11,BTCZAR,84003,84999,83703,84791,257.8,21724553.07
2018-04-10,BTCZAR,83494,84499,83000,84003,250.92,20999942.36
2018-04-09,BTCZAR,85506,88499,82501,83494,409.59,34816712.9
2018-04-08,BTCZAR,85270,86490,84802,85506,154.19,13208212.14
2018-04-07,BTCZAR,81716,86930,81715,85270,312.15,26300918.71
2018-04-06,BTCZAR,83101,84799,81334,81716,371.3,30512211.95
2018-04-05,BTCZAR,83989,85000,81557,83101,476.4,39763389.38
2018-04-04,BTCZAR,90599,91600,83338,83989,452.52,39299222.38
2018-04-03,BTCZAR,85846,92400,85434,90599,578.67,52264113.41
2018-04-02,BTCZAR,83668,86999,83024,85846,262.54,22500485.72
2018-04-01,BTCZAR,85300,86000,80525,83668,426.21,35498724.52
2018-03-31,BTCZAR,83741,88000,83650,85300,269.66,23233948.87
2018-03-30,BTCZAR,87560,90601,81223,83741,745.22,63669987.99
2018-03-29,BTCZAR,96494,97478,85550,87560,777.08,71287552.04
2018-03-28,BTCZAR,96700,99715,96315,96494,400.63,39171289.35
2018-03-27,BTCZAR,100495,100500,95750,96700,489.46,47995032.61
2018-03-26,BTCZAR,103259,104000,95980,100495,565.36,56410525.14
2018-03-25,BTCZAR,105091,105699,103001,103259,231.86,24220787.16
2018-03-24,BTCZAR,107666,109889,105015,105091,267.72,28959713.31
2018-03-23,BTCZAR,106009,107666,101801,107666,410.74,42889846.18
2018-03-22,BTCZAR,109000,111990,105000,106009,487.16,52591868.78
2018-03-21,BTCZAR,111490,113900,108491,109000,524.08,58713786.98
2018-03-20,BTCZAR,105000,111985,104776,111490,634.53,68321067.17
2018-03-19,BTCZAR,101907,107501,99801,105000,707.97,73505628.91
2018-03-18,BTCZAR,97789,103503,92001,101907,710.84,68263411.77
2018-03-17,BTCZAR,102607,103450,96100,97789,452.67,45434952.36
2018-03-16,BTCZAR,102692,106887,99650,102607,617.19,63887340.16
2018-03-15,BTCZAR,101173,105390,93344,102692,1196.7,119351943.41
2018-03-14,BTCZAR,113559,115580,98000,101173,945.44,100831761.86
2018-03-13,BTCZAR,114469,117777,112000,113559,508.44,58233670.66
2018-03-12,BTCZAR,118770,122504,110968,114469,622.51,73009155.42
2018-03-11,BTCZAR,111083,120000,107500,118770,535.48,61063511.57
2018-03-10,BTCZAR,114998,122253,110202,111083,530.83,61953441.62
2018-03-09,BTCZAR,117000,117150,105300,114998,1073.73,119010424.36
2018-03-08,BTCZAR,124774,127487,115011,117000,816.17,98645836.3
2018-03-07,BTCZAR,130099,134000,120753,124774,1066.1,135636677.35
2018-03-06,BTCZAR,138600,138900,128016,130099,889.86,119064750.12
2018-03-05,BTCZAR,138000,139899,137999,138600,408.05,56616201.52
2018-03-04,BTCZAR,136393,138000,133008,138000,243.2,32908216.47
2018-03-03,BTCZAR,132709,137300,130501,136393,499.05,67635826.22
2018-03-02,BTCZAR,130996,134513,130005,132709,406.83,53817762.35
2018-03-01,BTCZAR,126701,131889,124532,130996,488.14,62705019.99
2018-02-28,BTCZAR,126023,133232,126023,126701,565.79,73205222.74
2018-02-27,BTCZAR,123389,129600,123334,126023,678.54,86075994.23
2018-02-26,BTCZAR,116889,124499,115100,123389,570.2,68702927.22
2018-02-25,BTCZAR,117757,120711,115000,116889,310.89,36497426.64
2018-02-24,BTCZAR,121699,126630,115750,117757,409.96,49629846.73
2018-02-23,BTCZAR,119607,126700,116112,121699,584.76,71491379.05
2018-02-22,BTCZAR,126898,136349,116350,119607,1243.8,156100112.73
2018-02-21,BTCZAR,140000,141800,124001,126898,1409.39,188014034.03
2018-02-20,BTCZAR,133999,144995,133999,140000,889.49,124599003.2
2018-02-19,BTCZAR,131002,134893,129500,133999,495.22,65684986.78
2018-02-18,BTCZAR,135495,138000,126511,131002,721.9,94882238.38
2018-02-17,BTCZAR,123166,135827,123000,135495,893.06,117271185.86
2018-02-16,BTCZAR,122508,123700,119380,123166,572.02,69521005.68
2018-02-15,BTCZAR,114343,124899,114339,122508,1339.15,161094696.39
2018-02-14,BTCZAR,106483,114862,106383,114343,845.99,93988803.54
2018-02-13,BTCZAR,109083,109991,105961,106483,543.3,58261310.04
2018-02-12,BTCZAR,102212,109084,101499,109083,724.66,77177477.43
2018-02-11,BTCZAR,109582,110420,100015,102212,778.08,80995752.03
2018-02-10,BTCZAR,108543,118707,105487,109582,1033.6,115563655.11
2018-02-09,BTCZAR,104698,108799,101010,108543,803.4,84025665.94
2018-02-08,BTCZAR,96555,107923,96500,104698,909.12,95745970.25
2018-02-07,BTCZAR,97417,109000,92000,96555,1828.83,186783821.29
2018-02-06,BTCZAR,87322,98959,72222,97417,3333.01,282167199.8
2018-02-05,BTCZAR,106303,109995,81501,87322,2222.53,210698602.13
2018-02-04,BTCZAR,118821,121989,102050,106303,1052.31,117069080.1
2018-02-03,BTCZAR,108071,124800,103000,118821,1205.94,139368953.01
2018-02-02,BTCZAR,109001,117786,90200,108071,1039.61,107700812.34
2018-02-01,BTCZAR,124298,128499,118000,118304,494.64,61394814.31
2018-01-31,BTCZAR,124547,130785,120002,124298,887.85,112231142.84
2018-01-30,BTCZAR,141512,142200,120002,124547,1391.86,183673136.68
2018-01-29,BTCZAR,146997,146997,137500,141512,729.09,102540568.06
2018-01-28,BTCZAR,143501,149483,143300,146997,660.43,96416969.62
2018-01-27,BTCZAR,140611,144333,139950,143501,385.39,55038746.72
2018-01-26,BTCZAR,141945,145916,135165,140611,797.05,111515232.67
2018-01-25,BTCZAR,143497,148500,139500,141945,753.97,109019778.73
2018-01-24,BTCZAR,141500,147500,138500,143497,750.17,107234877.6
2018-01-23,BTCZAR,141989,149000,135008,141500,1079.71,152338236.21
2018-01-22,BTCZAR,158496,164889,135008,141989,1406.45,206390930.87
2018-01-21,BTCZAR,177019,177478,154006,158496,918.56,149774083.38
2018-01-20,BTCZAR,157739,177500,157194,177019,945.31,160415057.14
2018-01-19,BTCZAR,153545,164992,152505,157739,1001.52,159148228.93
2018-01-18,BTCZAR,141200,168990,141200,153545,2315.3,363084255.19
2018-01-17,BTCZAR,144784,154800,111520,141200,2614.07,362998033.91
2018-01-16,BTCZAR,187039,187039,130003,144784,4013.55,622091736.05
2018-01-15,BTCZAR,192400,194695,180251,187039,1034.4,193978101.03
2018-01-14,BTCZAR,196765,199000,190789,192400,418.34,81009651.07
2018-01-13,BTCZAR,195000,203199,193600,196493,565.8,112760280.99
