Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume REC,Volume BTC
2019-06-10,RECBTC,1.09e-06,1.09e-06,1.09e-06,1.09e-06,0.0,0.0
2019-06-09,RECBTC,1.09e-06,1.09e-06,1.09e-06,1.09e-06,0.0,0.0
2019-06-08,RECBTC,1.09e-06,1.09e-06,1.09e-06,1.09e-06,0.0,0.0
2019-06-07,RECBTC,1.09e-06,1.09e-06,1.09e-06,1.09e-06,0.0,0.0
2019-06-06,RECBTC,6.4e-07,1.09e-06,6.3e-07,1.09e-06,11035.17,0.007493
2019-06-05,RECBTC,7.7e-07,7.7e-07,6.4e-07,6.4e-07,387.83,0.0002482
2019-06-04,RECBTC,7.7e-07,7.7e-07,7.7e-07,7.7e-07,0.0,0.0
2019-06-03,RECBTC,7.7e-07,7.7e-07,7.7e-07,7.7e-07,3104.47,0.00239
2019-06-02,RECBTC,7.7e-07,7.7e-07,7.7e-07,7.7e-07,0.0,0.0
2019-06-01,RECBTC,7.5e-07,7.7e-07,7.5e-07,7.7e-07,6500.0,0.004982
2019-05-31,RECBTC,6.4e-07,7.5e-07,6.4e-07,7.5e-07,256.37,0.0001923
2019-05-30,RECBTC,6.4e-07,6.4e-07,6.4e-07,6.4e-07,0.0,0.0
2019-05-29,RECBTC,6.4e-07,6.4e-07,6.4e-07,6.4e-07,0.0,0.0
2019-05-28,RECBTC,6.4e-07,6.4e-07,6.4e-07,6.4e-07,0.0,0.0
2019-05-27,RECBTC,6.9e-07,6.9e-07,6.4e-07,6.4e-07,5473.69,0.003503
2019-05-26,RECBTC,6.9e-07,6.9e-07,6.9e-07,6.9e-07,0.0,0.0
2019-05-25,RECBTC,6.9e-07,6.9e-07,6.9e-07,6.9e-07,0.0,0.0
2019-05-24,RECBTC,6.9e-07,6.9e-07,6.9e-07,6.9e-07,0.0,0.0
2019-05-23,RECBTC,6.9e-07,6.9e-07,6.9e-07,6.9e-07,0.0,0.0
2019-05-22,RECBTC,6.9e-07,6.9e-07,6.9e-07,6.9e-07,0.0,0.0
2019-05-21,RECBTC,6.8e-07,6.9e-07,6.8e-07,6.9e-07,1956.54,0.00135
2019-05-20,RECBTC,7.7e-07,7.7e-07,6.8e-07,6.8e-07,465.69,0.0003167
2019-05-19,RECBTC,1.1e-06,1.1e-06,7.7e-07,7.7e-07,1116.9,0.0009355
2019-05-18,RECBTC,7.4e-07,1.1e-06,7.4e-07,1.1e-06,9000.0,0.008795
2019-05-17,RECBTC,6.1e-07,7.4e-07,5.9e-07,7.4e-07,2932.71,0.001773
2019-05-16,RECBTC,6.0e-07,6.1e-07,6.0e-07,6.1e-07,805.73,0.000484
2019-05-15,RECBTC,8.7e-07,8.7e-07,5.2e-07,6.0e-07,9350.18,0.005219
2019-05-14,RECBTC,8.7e-07,8.7e-07,8.7e-07,8.7e-07,0.0,0.0
2019-05-13,RECBTC,8.8e-07,8.8e-07,8.5e-07,8.7e-07,1764.14,0.001527
2019-05-12,RECBTC,8.7e-07,1.09e-06,8.7e-07,8.8e-07,4695.0,0.005024
2019-05-11,RECBTC,9.9e-07,9.9e-07,8.7e-07,8.7e-07,254.39,0.0002249
2019-05-10,RECBTC,9.9e-07,9.9e-07,9.9e-07,9.9e-07,0.0,0.0
2019-05-09,RECBTC,1.0e-06,1.0e-06,9.8e-07,9.9e-07,603.65,0.0005934
2019-05-08,RECBTC,9.6e-07,1.0e-06,8.5e-07,1.0e-06,15499.86,0.01354
2019-05-07,RECBTC,1.08e-06,1.08e-06,1.08e-06,1.08e-06,0.0,0.0
2019-05-06,RECBTC,1.08e-06,1.08e-06,1.08e-06,1.08e-06,0.0,0.0
2019-05-05,RECBTC,1.08e-06,1.08e-06,1.08e-06,1.08e-06,0.0,0.0
2019-05-04,RECBTC,9.3e-07,1.08e-06,9.3e-07,1.08e-06,1116.91,0.001201
2019-05-03,RECBTC,1.6e-06,1.6e-06,9.3e-07,9.3e-07,2207.77,0.002131
2019-05-02,RECBTC,8.6e-07,1.6e-06,8.6e-07,1.6e-06,27565.08,0.03369
2019-05-01,RECBTC,7.0e-07,9.4e-07,7.0e-07,8.6e-07,10655.13,0.009518
2019-04-30,RECBTC,7.0e-07,7.0e-07,7.0e-07,7.0e-07,0.0,0.0
2019-04-29,RECBTC,8.0e-07,8.0e-07,7.0e-07,7.0e-07,5764.95,0.004077
2019-04-28,RECBTC,8.1e-07,8.1e-07,8.0e-07,8.0e-07,522.89,0.0004225
2019-04-27,RECBTC,8.5e-07,8.5e-07,8.1e-07,8.1e-07,5113.08,0.004142
2019-04-26,RECBTC,8.7e-07,8.7e-07,8.5e-07,8.5e-07,572.41,0.000492
2019-04-25,RECBTC,8.8e-07,8.8e-07,8.7e-07,8.7e-07,1110.54,0.0009662
2019-04-24,RECBTC,8.8e-07,8.8e-07,8.8e-07,8.8e-07,822.49,0.0007238
2019-04-23,RECBTC,8.9e-07,8.9e-07,8.8e-07,8.8e-07,200.0,0.000176
2019-04-22,RECBTC,8.9e-07,8.9e-07,8.9e-07,8.9e-07,578.18,0.0005146
2019-04-21,RECBTC,8.8e-07,8.9e-07,8.8e-07,8.9e-07,174.84,0.0001556
2019-04-20,RECBTC,8.9e-07,8.9e-07,8.8e-07,8.8e-07,367.02,0.0003236
2019-04-19,RECBTC,8.9e-07,8.9e-07,8.9e-07,8.9e-07,0.0,0.0
2019-04-18,RECBTC,9.0e-07,9.0e-07,8.9e-07,8.9e-07,243.6,0.0002179
2019-04-17,RECBTC,9.0e-07,9.0e-07,9.0e-07,9.0e-07,428.22,0.0003854
2019-04-16,RECBTC,9.0e-07,9.0e-07,9.0e-07,9.0e-07,664.99,0.0005985
2019-04-15,RECBTC,8.9e-07,9.0e-07,8.9e-07,9.0e-07,1195.2,0.001076
2019-04-14,RECBTC,9.2e-07,9.2e-07,8.7e-07,8.9e-07,1918.73,0.001714
2019-04-13,RECBTC,9.3e-07,9.3e-07,9.2e-07,9.2e-07,294.98,0.0002728
2019-04-12,RECBTC,9.3e-07,9.3e-07,9.2e-07,9.3e-07,1005.97,0.000934
2019-04-11,RECBTC,9.1e-07,9.3e-07,9.1e-07,9.3e-07,1006.18,0.0009358
2019-04-10,RECBTC,1.0e-06,1.0e-06,9.1e-07,9.1e-07,4842.98,0.004542
2019-04-09,RECBTC,1.0e-06,1.0e-06,1.0e-06,1.0e-06,0.0,0.0
2019-04-08,RECBTC,1.0e-06,1.0e-06,1.0e-06,1.0e-06,1168.25,0.001168
2019-04-07,RECBTC,1.0e-06,1.0e-06,1.0e-06,1.0e-06,297.23,0.0002972
2019-04-06,RECBTC,1.01e-06,1.01e-06,1.0e-06,1.0e-06,113.84,0.0001138
2019-04-05,RECBTC,9.9e-07,1.01e-06,9.9e-07,1.01e-06,18124.44,0.01831
2019-04-04,RECBTC,9.9e-07,9.9e-07,9.9e-07,9.9e-07,0.0,0.0
2019-04-03,RECBTC,9.9e-07,9.9e-07,9.9e-07,9.9e-07,4481.23,0.004436
2019-04-02,RECBTC,1.01e-06,1.01e-06,9.9e-07,9.9e-07,1060.22,0.00105
2019-04-01,RECBTC,9.9e-07,1.01e-06,9.9e-07,1.01e-06,132.65,0.000134
2019-03-31,RECBTC,1.0e-06,1.0e-06,9.9e-07,9.9e-07,1458.94,0.001444
2019-03-30,RECBTC,1.0e-06,1.0e-06,1.0e-06,1.0e-06,370.97,0.000371
2019-03-29,RECBTC,9.9e-07,1.0e-06,9.9e-07,1.0e-06,119.76,0.0001198
2019-03-28,RECBTC,9.9e-07,9.9e-07,9.9e-07,9.9e-07,0.0,0.0
2019-03-27,RECBTC,9.8e-07,9.9e-07,9.8e-07,9.9e-07,510.1,0.000505
2019-03-26,RECBTC,9.0e-07,1.0e-06,9.0e-07,9.8e-07,297.6,0.0002954
2019-03-25,RECBTC,9.5e-07,9.5e-07,9.0e-07,9.0e-07,125.12,0.0001126
2019-03-24,RECBTC,9.5e-07,9.5e-07,9.5e-07,9.5e-07,0.0,0.0
2019-03-23,RECBTC,9.5e-07,9.5e-07,9.5e-07,9.5e-07,0.0,0.0
2019-03-22,RECBTC,1.01e-06,1.01e-06,9.5e-07,9.5e-07,184.75,0.0001755
2019-03-21,RECBTC,1.02e-06,1.02e-06,9.5e-07,1.01e-06,777.12,0.0007833
2019-03-20,RECBTC,9.5e-07,1.02e-06,9.5e-07,1.02e-06,204.57,0.0002066
2019-03-19,RECBTC,1.01e-06,1.01e-06,9.5e-07,9.5e-07,110.03,0.0001045
2019-03-18,RECBTC,1.01e-06,1.01e-06,1.01e-06,1.01e-06,0.0,0.0
2019-03-17,RECBTC,1.01e-06,1.01e-06,1.01e-06,1.01e-06,0.0,0.0
2019-03-16,RECBTC,1.04e-06,1.04e-06,9.5e-07,1.01e-06,1012.01,0.001006
2019-03-15,RECBTC,9.5e-07,1.04e-06,9.5e-07,1.04e-06,208.6,0.0002075
2019-03-14,RECBTC,8.9e-07,9.5e-07,8.9e-07,9.5e-07,18.09,1.718e-05
2019-03-13,RECBTC,8.9e-07,8.9e-07,8.9e-07,8.9e-07,0.0,0.0
2019-03-12,RECBTC,8.7e-07,1.07e-06,8.7e-07,8.9e-07,264.11,0.0002732
2019-03-11,RECBTC,1.06e-06,1.06e-06,8.7e-07,8.7e-07,1.44,1.25e-06
2019-03-10,RECBTC,8.0e-07,1.06e-06,8.0e-07,1.06e-06,94.35,0.0001
2019-03-09,RECBTC,9.1e-07,9.1e-07,8.0e-07,8.0e-07,46.43,3.714e-05
2019-03-08,RECBTC,9.1e-07,9.1e-07,9.1e-07,9.1e-07,4855.79,0.004419
2019-03-07,RECBTC,1.05e-06,1.05e-06,9.1e-07,9.1e-07,4901.12,0.004634
2019-03-06,RECBTC,1.05e-06,1.55e-06,1.05e-06,1.05e-06,841.56,0.0009123
2019-03-05,RECBTC,1.1e-06,1.1e-06,1.05e-06,1.05e-06,1000.01,0.00105
2019-03-04,RECBTC,1.06e-06,1.1e-06,1.06e-06,1.1e-06,111.2,0.0001223
2019-03-03,RECBTC,9.8e-07,1.01e-06,9.8e-07,1.01e-06,176.28,0.000178
2019-03-02,RECBTC,1.01e-06,1.01e-06,9.9e-07,9.9e-07,723.37,0.0007161
2019-03-01,RECBTC,1.01e-06,1.1e-06,1.01e-06,1.01e-06,211.73,0.000215
2019-02-28,RECBTC,1.01e-06,1.01e-06,1.01e-06,1.01e-06,0.0,0.0
2019-02-27,RECBTC,1.01e-06,1.01e-06,1.01e-06,1.01e-06,63.52,6.415e-05
2019-02-26,RECBTC,1.05e-06,1.05e-06,1.01e-06,1.01e-06,125.43,0.0001267
2019-02-25,RECBTC,1.05e-06,1.05e-06,1.05e-06,1.05e-06,0.0,0.0
2019-02-24,RECBTC,1.05e-06,1.05e-06,1.05e-06,1.05e-06,0.0,0.0
2019-02-23,RECBTC,1.03e-06,1.05e-06,1.03e-06,1.05e-06,2107.39,0.002202
2019-02-22,RECBTC,1.04e-06,1.04e-06,1.01e-06,1.03e-06,420.5,0.0004285
2019-02-21,RECBTC,1.04e-06,1.04e-06,1.04e-06,1.04e-06,0.0,0.0
2019-02-20,RECBTC,1.02e-06,1.05e-06,1.02e-06,1.04e-06,2803.25,0.002939
2019-02-19,RECBTC,1.02e-06,1.02e-06,1.02e-06,1.02e-06,0.0,0.0
2019-02-18,RECBTC,1.35e-06,1.35e-06,1.02e-06,1.02e-06,694.44,0.0007722
2019-02-17,RECBTC,1.27e-06,1.35e-06,1.27e-06,1.35e-06,74.23,0.0001002
2019-02-16,RECBTC,1.27e-06,1.27e-06,1.27e-06,1.27e-06,0.0,0.0
2019-02-15,RECBTC,1.27e-06,1.27e-06,1.27e-06,1.27e-06,0.0,0.0
2019-02-14,RECBTC,1.35e-06,1.35e-06,1.27e-06,1.27e-06,136.63,0.0001735
2019-02-13,RECBTC,1.35e-06,1.35e-06,1.35e-06,1.35e-06,0.0,0.0
2019-02-12,RECBTC,1.35e-06,1.35e-06,1.35e-06,1.35e-06,93.64,0.0001264
2019-02-11,RECBTC,1.36e-06,1.36e-06,1.35e-06,1.35e-06,88.71,0.0001198
2019-02-10,RECBTC,1.36e-06,1.36e-06,1.36e-06,1.36e-06,0.0,0.0
2019-02-09,RECBTC,1.36e-06,1.36e-06,1.36e-06,1.36e-06,0.0,0.0
2019-02-08,RECBTC,1.39e-06,1.39e-06,1.26e-06,1.36e-06,7559.72,0.009587
2019-02-07,RECBTC,1.27e-06,1.39e-06,1.27e-06,1.39e-06,1835.5,0.002538
2019-02-06,RECBTC,1.39e-06,1.39e-06,1.27e-06,1.27e-06,701.81,0.0008991
2019-02-05,RECBTC,1.39e-06,1.39e-06,1.39e-06,1.39e-06,0.0,0.0
2019-02-04,RECBTC,1.39e-06,1.39e-06,1.39e-06,1.39e-06,5643.11,0.007844
2019-02-03,RECBTC,1.39e-06,1.39e-06,1.39e-06,1.39e-06,0.0,0.0
2019-02-02,RECBTC,1.4e-06,1.4e-06,1.39e-06,1.39e-06,1186.43,0.00165
2019-02-01,RECBTC,1.4e-06,1.4e-06,1.4e-06,1.4e-06,0.0,0.0
2019-01-31,RECBTC,1.69e-06,1.69e-06,1.32e-06,1.4e-06,14244.22,0.02174
2019-01-30,RECBTC,1.69e-06,1.69e-06,1.69e-06,1.69e-06,474.19,0.0008014
2019-01-29,RECBTC,1.32e-06,1.69e-06,1.32e-06,1.69e-06,596.99,0.0009955
2019-01-28,RECBTC,1.4e-06,1.6e-06,1.32e-06,1.32e-06,834.05,0.001234
2019-01-27,RECBTC,1.26e-06,1.4e-06,1.26e-06,1.4e-06,100.0,0.00014
2019-01-26,RECBTC,1.26e-06,1.26e-06,1.26e-06,1.26e-06,0.0,0.0
2019-01-25,RECBTC,1.4e-06,1.4e-06,1.26e-06,1.26e-06,2775.63,0.003526
2019-01-24,RECBTC,1.7e-06,1.7e-06,1.4e-06,1.4e-06,354.33,0.0005215
2019-01-23,RECBTC,1.45e-06,1.7e-06,1.45e-06,1.7e-06,120.28,0.0001945
2019-01-22,RECBTC,1.46e-06,1.9e-06,1.45e-06,1.45e-06,977.43,0.001566
2019-01-21,RECBTC,1.41e-06,2.0e-06,1.41e-06,1.46e-06,3112.68,0.005385
2019-01-20,RECBTC,1.55e-06,1.56e-06,1.41e-06,1.41e-06,3770.69,0.005553
2019-01-19,RECBTC,1.55e-06,1.55e-06,1.55e-06,1.55e-06,0.0,0.0
2019-01-18,RECBTC,1.55e-06,1.55e-06,1.55e-06,1.55e-06,0.0,0.0
2019-01-17,RECBTC,1.54e-06,1.55e-06,1.54e-06,1.55e-06,295.78,0.0004585
2019-01-16,RECBTC,1.54e-06,1.54e-06,1.54e-06,1.54e-06,287.41,0.0004426
2019-01-15,RECBTC,2.0e-06,2.0e-06,1.54e-06,1.54e-06,800.0,0.001233
2019-01-14,RECBTC,2.1e-06,2.1e-06,2.0e-06,2.0e-06,618.85,0.001238
2019-01-13,RECBTC,1.27e-06,2.1e-06,1.27e-06,2.1e-06,37475.14,0.0695
2019-01-12,RECBTC,1.27e-06,1.38e-06,1.27e-06,1.27e-06,472.4,0.0006338
2019-01-11,RECBTC,1.27e-06,1.27e-06,1.27e-06,1.27e-06,974.22,0.001237
2019-01-10,RECBTC,1.3e-06,1.38e-06,1.27e-06,1.27e-06,3890.43,0.005134
2019-01-09,RECBTC,1.41e-06,1.45e-06,1.3e-06,1.3e-06,1666.73,0.002234
2019-01-08,RECBTC,1.6e-06,1.61e-06,1.41e-06,1.41e-06,7672.44,0.01112
2019-01-07,RECBTC,1.6e-06,1.6e-06,1.6e-06,1.6e-06,0.0,0.0
2019-01-06,RECBTC,1.77e-06,2.07e-06,1.54e-06,1.6e-06,2971.4,0.005325
2019-01-05,RECBTC,1.6e-06,1.77e-06,1.6e-06,1.77e-06,75.28,0.0001332
2019-01-04,RECBTC,1.7e-06,1.7e-06,1.41e-06,1.6e-06,9301.4,0.01375
2019-01-03,RECBTC,1.7e-06,1.7e-06,1.7e-06,1.7e-06,0.0,0.0
2019-01-02,RECBTC,1.51e-06,1.7e-06,1.51e-06,1.7e-06,795.29,0.001312
2019-01-01,RECBTC,1.51e-06,1.51e-06,1.51e-06,1.51e-06,0.0,0.0
2018-12-31,RECBTC,1.5e-06,1.6e-06,1.5e-06,1.51e-06,1352.77,0.002048
2018-12-30,RECBTC,1.69e-06,1.79e-06,1.5e-06,1.5e-06,6618.25,0.01016
2018-12-29,RECBTC,1.52e-06,1.69e-06,1.52e-06,1.69e-06,364.47,0.0005745
2018-12-28,RECBTC,1.52e-06,1.52e-06,1.52e-06,1.52e-06,0.0,0.0
2018-12-27,RECBTC,1.52e-06,1.52e-06,1.52e-06,1.52e-06,248.12,0.0003771
2018-12-26,RECBTC,1.69e-06,1.69e-06,1.5e-06,1.52e-06,1633.14,0.002462
2018-12-25,RECBTC,1.6e-06,1.69e-06,1.6e-06,1.69e-06,100.0,0.000169
2018-12-24,RECBTC,1.5e-06,1.6e-06,1.5e-06,1.6e-06,345.48,0.0005518
2018-12-23,RECBTC,1.5e-06,1.5e-06,1.5e-06,1.5e-06,0.0,0.0
2018-12-22,RECBTC,1.4e-06,1.5e-06,1.4e-06,1.5e-06,1484.01,0.002117
2018-12-21,RECBTC,1.4e-06,1.4e-06,1.4e-06,1.4e-06,0.0,0.0
2018-12-20,RECBTC,1.3e-06,1.4e-06,1.3e-06,1.4e-06,200.0,0.000279
2018-12-19,RECBTC,1.5e-06,1.8e-06,1.3e-06,1.3e-06,2743.24,0.003935
2018-12-18,RECBTC,1.28e-06,1.5e-06,1.27e-06,1.5e-06,1346.97,0.001783
2018-12-17,RECBTC,1.26e-06,1.28e-06,1.26e-06,1.28e-06,860.28,0.001101
2018-12-16,RECBTC,1.5e-06,1.5e-06,1.26e-06,1.26e-06,6663.52,0.008582
2018-12-15,RECBTC,1.4e-06,1.6e-06,1.4e-06,1.5e-06,300.0,0.00046
2018-12-14,RECBTC,1.4e-06,1.99e-06,1.33e-06,1.4e-06,5414.3,0.008509
2018-12-13,RECBTC,1.4e-06,1.41e-06,1.23e-06,1.4e-06,7287.35,0.009856
2018-12-12,RECBTC,1.9e-06,1.9e-06,1.4e-06,1.4e-06,3486.04,0.005647
2018-12-11,RECBTC,1.96e-06,2.19e-06,1.31e-06,1.9e-06,9399.35,0.01792
2018-12-10,RECBTC,2.19e-06,2.19e-06,1.4e-06,1.96e-06,4576.14,0.007334
2018-12-09,RECBTC,2.02e-06,2.19e-06,1.46e-06,2.19e-06,2900.28,0.005164
2018-12-08,RECBTC,1.4e-06,2.02e-06,1.4e-06,2.02e-06,4694.77,0.008375
2018-12-07,RECBTC,1.41e-06,1.42e-06,1.4e-06,1.4e-06,7188.37,0.01018
2018-12-06,RECBTC,1.54e-06,1.54e-06,1.41e-06,1.41e-06,709.22,0.001
2018-12-05,RECBTC,1.54e-06,1.54e-06,1.54e-06,1.54e-06,0.0,0.0
2018-12-04,RECBTC,1.4e-06,1.54e-06,1.4e-06,1.54e-06,2295.88,0.003269
2018-12-03,RECBTC,1.46e-06,1.46e-06,1.4e-06,1.4e-06,2609.92,0.003654
2018-12-02,RECBTC,1.45e-06,2.0e-06,1.42e-06,1.46e-06,4368.1,0.00636
2018-12-01,RECBTC,1.51e-06,2.35e-06,1.4e-06,1.45e-06,6839.27,0.01217
2018-11-30,RECBTC,1.34e-06,1.7e-06,1.34e-06,1.51e-06,38019.57,0.06406
2018-11-29,RECBTC,1.34e-06,1.34e-06,1.21e-06,1.34e-06,9852.83,0.01252
2018-11-28,RECBTC,1.34e-06,1.34e-06,1.34e-06,1.34e-06,0.0,0.0
2018-11-27,RECBTC,1.23e-06,1.34e-06,1.23e-06,1.34e-06,6942.81,0.009089
2018-11-26,RECBTC,1.23e-06,1.23e-06,1.23e-06,1.23e-06,0.0,0.0
2018-11-25,RECBTC,1.4e-06,1.4e-06,1.23e-06,1.23e-06,1000.0,0.001249
2018-11-24,RECBTC,1.26e-06,1.42e-06,1.26e-06,1.4e-06,297.77,0.0004189
2018-11-23,RECBTC,1.49e-06,2.12e-06,1.26e-06,1.26e-06,5692.25,0.01088
2018-11-22,RECBTC,1.39e-06,1.49e-06,1.24e-06,1.49e-06,2100.5,0.002849
2018-11-21,RECBTC,1.39e-06,1.39e-06,1.39e-06,1.39e-06,0.0,0.0
2018-11-20,RECBTC,1.39e-06,1.39e-06,1.38e-06,1.39e-06,708.87,0.000979
2018-11-19,RECBTC,1.29e-06,1.39e-06,1.22e-06,1.39e-06,2021.33,0.00264
2018-11-18,RECBTC,1.25e-06,1.29e-06,1.25e-06,1.29e-06,934.63,0.001206
2018-11-17,RECBTC,1.4e-06,1.4e-06,1.25e-06,1.25e-06,15475.26,0.02084
2018-11-16,RECBTC,1.5e-06,1.7e-06,1.34e-06,1.4e-06,1604.37,0.002332
2018-11-15,RECBTC,1.81e-06,1.81e-06,1.02e-06,1.5e-06,9676.04,0.01108
2018-11-14,RECBTC,2.08e-06,2.35e-06,1.72e-06,1.81e-06,9757.2,0.0203
2018-11-13,RECBTC,1.9e-06,2.08e-06,1.9e-06,2.08e-06,168.42,0.0003503
2018-11-12,RECBTC,2.04e-06,2.04e-06,1.9e-06,1.9e-06,2319.51,0.004407
2018-11-11,RECBTC,1.79e-06,2.04e-06,1.79e-06,2.04e-06,2315.16,0.004286
2018-11-10,RECBTC,1.88e-06,1.88e-06,1.78e-06,1.79e-06,5026.1,0.008955
2018-11-09,RECBTC,1.98e-06,2.06e-06,1.6e-06,1.88e-06,2867.27,0.005735
2018-11-08,RECBTC,1.89e-06,1.98e-06,1.89e-06,1.98e-06,1683.09,0.003308
2018-11-07,RECBTC,2.25e-06,2.59e-06,1.85e-06,1.89e-06,308716.46,0.74
2018-11-06,RECBTC,2.01e-06,2.25e-06,2.01e-06,2.25e-06,3637.94,0.007808
2018-11-05,RECBTC,2.03e-06,2.35e-06,2.01e-06,2.01e-06,2710.69,0.006007
2018-11-04,RECBTC,2.03e-06,2.03e-06,2.03e-06,2.03e-06,0.0,0.0
2018-11-03,RECBTC,2.03e-06,2.03e-06,2.03e-06,2.03e-06,0.0,0.0
2018-11-02,RECBTC,2.36e-06,2.36e-06,2.02e-06,2.03e-06,3673.12,0.008245
2018-11-01,RECBTC,2.24e-06,2.76e-06,2.24e-06,2.36e-06,7506.66,0.01951
2018-10-31,RECBTC,2.31e-06,2.31e-06,2.0e-06,2.24e-06,7272.3,0.01618
2018-10-30,RECBTC,2.29e-06,2.31e-06,2.29e-06,2.31e-06,1388.06,0.003206
2018-10-29,RECBTC,2.32e-06,2.32e-06,2.29e-06,2.29e-06,166.69,0.0003817
2018-10-28,RECBTC,2.43e-06,2.43e-06,2.32e-06,2.32e-06,7162.57,0.01667
2018-10-27,RECBTC,2.19e-06,2.43e-06,2.03e-06,2.43e-06,2122.35,0.004653
2018-10-26,RECBTC,2.69e-06,2.69e-06,2.0e-06,2.19e-06,12899.96,0.02865
2018-10-25,RECBTC,2.23e-06,2.8e-06,2.23e-06,2.69e-06,8143.12,0.02179
2018-10-24,RECBTC,2.8e-06,2.8e-06,2.23e-06,2.23e-06,10115.81,0.0254
2018-10-23,RECBTC,3.0e-06,3.0e-06,2.8e-06,2.8e-06,1189.35,0.003355
2018-10-22,RECBTC,3.17e-06,3.17e-06,2.85e-06,3.0e-06,49409.83,0.1516
2018-10-21,RECBTC,3.1e-06,3.2e-06,2.8e-06,3.17e-06,235565.28,0.7376
2018-10-20,RECBTC,2.6e-06,3.25e-06,2.59e-06,3.1e-06,913512.43,2.83
2018-10-19,RECBTC,3.2e-06,3.29e-06,2.52e-06,2.6e-06,102491.82,0.3096
2018-10-18,RECBTC,2.49e-06,3.2e-06,1.69e-06,3.2e-06,772159.33,1.98
2018-10-17,RECBTC,1.42e-06,2.78e-06,1.32e-06,2.49e-06,695037.26,1.34
2018-10-16,RECBTC,1.28e-06,1.42e-06,1.21e-06,1.42e-06,15959.72,0.01962
2018-10-15,RECBTC,1.35e-06,1.35e-06,1.28e-06,1.28e-06,580.69,0.0007457
2018-10-14,RECBTC,1.37e-06,1.37e-06,1.35e-06,1.35e-06,152.15,0.0002054
2018-10-13,RECBTC,1.4e-06,1.4e-06,1.37e-06,1.37e-06,10284.01,0.01409
2018-10-12,RECBTC,1.21e-06,1.4e-06,1.21e-06,1.4e-06,10549.33,0.01318
2018-10-11,RECBTC,1.09e-06,1.23e-06,1.09e-06,1.21e-06,367.16,0.0004463
2018-10-10,RECBTC,1.39e-06,1.48e-06,1.09e-06,1.09e-06,15750.87,0.02251
2018-10-09,RECBTC,1.07e-06,1.39e-06,1.07e-06,1.39e-06,4216.44,0.004581
2018-10-08,RECBTC,1.4e-06,1.47e-06,1.07e-06,1.07e-06,3810.12,0.005135
2018-10-07,RECBTC,1.48e-06,1.48e-06,1.4e-06,1.4e-06,1279.34,0.00185
2018-10-06,RECBTC,1.48e-06,1.48e-06,1.48e-06,1.48e-06,0.0,0.0
2018-10-05,RECBTC,1.48e-06,1.48e-06,1.32e-06,1.48e-06,2134.84,0.00314
2018-10-04,RECBTC,1.47e-06,1.48e-06,1.47e-06,1.48e-06,7494.85,0.01104
2018-10-03,RECBTC,1.19e-06,1.47e-06,9.6e-07,1.47e-06,24565.32,0.03038
2018-10-02,RECBTC,2.36e-06,2.5e-06,1.0e-06,1.19e-06,66951.88,0.1044
