Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume AUD
2019-07-03 10-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 09-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 08-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 07-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 06-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 05-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 04-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 03-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 02-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 01-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-03 12-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 11-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 10-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 09-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 08-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 07-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 06-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 05-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 04-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 03-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 02-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 01-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 12-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 11-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 10-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 09-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 08-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 07-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 06-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 05-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 04-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 03-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 02-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 01-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-02 12-AM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-01 11-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
2019-07-01 10-PM,ETHAUD,145.7,145.7,145.7,145.7,0.0,0.0
