Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HUSD
2019-07-03,DASHUSD,159.15,163.66,157.84,157.84,0.003382,0.5432
2019-07-02,DASHUSD,159.73,163.66,151.19,159.15,5.259,818.71
2019-07-01,DASHUSD,166.4,171.49,152.7,159.73,4.334,680.1
2019-06-30,DASHUSD,173.72,177.11,166.4,166.4,0.7208,121.99
2019-06-29,DASHUSD,175.13,178.09,168.65,173.72,2.614,452.59
2019-06-28,DASHUSD,151.86,175.13,151.86,175.13,7.343,1246.22
2019-06-27,DASHUSD,169.97,178.95,151.86,151.86,11.86,1897.02
2019-06-26,DASHUSD,175.55,193.8,165.08,169.97,30.86,5588.49
2019-06-25,DASHUSD,175.4,182,175.4,175.55,1.698,303.6
2019-06-24,DASHUSD,174.34,181.8,174,175.4,3.249,578.98
2019-06-23,DASHUSD,178,181.8,174,174.34,1.647,289.39
2019-06-22,DASHUSD,163,182,163,178,14.59,2583.32
2019-06-21,DASHUSD,162,169.17,162,163,1.596,266.6
2019-06-20,DASHUSD,163.02,168,161,162,4.522,746.64
2019-06-19,DASHUSD,167.85,167.85,161,163.02,0.08355,13.6
2019-06-18,DASHUSD,164.24,167.85,160.13,167.85,2.769,453.83
2019-06-17,DASHUSD,158.6,164.24,158.6,164.24,6.64,1071.34
2019-06-16,DASHUSD,160.28,164,158.6,158.6,1.195,191.33
2019-06-15,DASHUSD,158.14,163.85,158.14,160.28,1.41,229.09
2019-06-14,DASHUSD,160.33,163.78,158.14,158.14,3.391,545.65
2019-06-13,DASHUSD,162.59,165.54,160.01,160.33,8.198,1335.1
2019-06-12,DASHUSD,156.5,159.72,153.99,158.5,6.381,1007.86
2019-06-11,DASHUSD,155.39,157,149.75,156.5,6.931,1068.69
2019-06-10,DASHUSD,149.44,157.5,149.19,155.39,12.06,1862.24
2019-06-09,DASHUSD,150.54,154.7,148.3,149.44,145.67,21891.46
2019-06-08,DASHUSD,154.58,155.9,150.21,150.54,1.33,201.9
