Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume PLN
2019-05-11,LTCPLN,281,363.85,281,321.67,363.16,118961.4
2019-05-10,LTCPLN,275.02,300,275,281,143.66,41680.98
2019-05-09,LTCPLN,276,284.02,275.02,275.02,193.09,53717.01
2019-05-08,LTCPLN,282.7,284.78,273,276,237.66,66174.82
2019-05-07,LTCPLN,283.53,289.26,281.52,288.62,5.58,1587.69
2019-05-06,LTCPLN,278,289.28,271.35,283.53,77.58,21748.33
2019-05-05,LTCPLN,293,293,275.1,278,32.17,9054.74
2019-05-04,LTCPLN,302.25,307.92,280,293,127.2,37091.26
2019-05-03,LTCPLN,271.21,307.15,271.21,302.25,261.62,77341.66
2019-05-02,LTCPLN,277.73,283,267.17,271.21,125.94,34156.45
2019-05-01,LTCPLN,286.5,286.5,273.02,277.73,30.94,8535.02
2019-04-30,LTCPLN,261.91,286.5,260,286.5,382.31,102681.03
2019-04-29,LTCPLN,262.12,266,250.01,261.91,116.7,29700.92
2019-04-28,LTCPLN,275.21,279.96,231.87,262.12,383.06,96386.82
2019-04-27,LTCPLN,272.17,279.96,272.17,275.21,9.92,2741.17
2019-04-26,LTCPLN,279.86,297.04,270.61,272.17,120.45,33550.37
2019-04-25,LTCPLN,280.11,298.45,279.86,279.86,179.59,51331.98
2019-04-24,LTCPLN,290,290,270.61,280.11,312.08,87401.28
2019-04-23,LTCPLN,294,312.7,290,290,203.73,61140.15
2019-04-22,LTCPLN,296,314.82,291.01,294,82.93,24524.41
2019-04-21,LTCPLN,312,314.97,290.1,296,305.03,93866.9
2019-04-20,LTCPLN,310.01,316,310.01,312,232.82,72667.21
2019-04-19,LTCPLN,313,316.99,307.6,310.01,218.07,68145.35
2019-04-18,LTCPLN,302.5,317.44,302.5,313,97.98,30472.98
2019-04-17,LTCPLN,308,310.95,300,302.5,183.01,55381.92
2019-04-16,LTCPLN,296.23,312.92,296.22,308,71.52,21986.43
2019-04-15,LTCPLN,313,320,290.1,296.23,97.75,29688.98
2019-04-14,LTCPLN,298.12,314.79,296,313,72.4,22091.25
2019-04-13,LTCPLN,302.67,310,298,298.12,96.25,28791.59
2019-04-12,LTCPLN,299.61,314.78,295,302.67,91.12,27985.21
2019-04-11,LTCPLN,336,341,295,299.61,275.03,85175.51
2019-04-10,LTCPLN,329.52,359,329.52,336,70.25,23809.69
2019-04-09,LTCPLN,339,339,323.08,329.52,140.01,46219.49
2019-04-08,LTCPLN,351.22,355,332.5,339,138.52,47387.78
2019-04-07,LTCPLN,345.55,362,341.98,351.22,117.95,42031.53
2019-04-06,LTCPLN,333.43,371.24,328.67,345.55,229.13,81231.64
2019-04-05,LTCPLN,325.9,343.55,315.59,333.43,90.07,29987.68
2019-04-04,LTCPLN,307.13,350,295,325.9,396.68,127631.54
2019-04-03,LTCPLN,291.38,374.99,282.02,307.13,1048.89,340286.98
2019-04-02,LTCPLN,233.49,299.99,230.2,291.38,635.54,166030.05
2019-04-01,LTCPLN,232.15,233.5,228,233.49,87.94,20306.23
2019-03-31,LTCPLN,230,232.15,228.01,232.15,24.53,5641.05
2019-03-30,LTCPLN,234.5,235,230,230,40.69,9434.46
2019-03-29,LTCPLN,229.35,234.6,227.4,234.5,57.87,13408.11
2019-03-28,LTCPLN,232,233.08,227.4,229.35,21.4,4929.05
2019-03-27,LTCPLN,221,232,221,232,186.42,42816.89
2019-03-26,LTCPLN,223.5,225,221,221,75.73,16911.59
2019-03-25,LTCPLN,225,228.3,223.5,223.5,38.98,8774.33
2019-03-24,LTCPLN,229.47,231.99,224.23,225,23.51,5320.29
2019-03-23,LTCPLN,228.5,231.83,228.5,229.47,25.99,6003.36
2019-03-22,LTCPLN,222,229.93,222,228.5,50.03,11303.01
2019-03-21,LTCPLN,226.37,229.44,221,222,67.71,15222.39
2019-03-20,LTCPLN,224.17,228.94,221,226.37,118.85,26615.57
2019-03-19,LTCPLN,224.73,229.52,223.07,224.17,88.83,20033.4
2019-03-18,LTCPLN,227.41,236,223.06,224.73,102.36,23230.71
2019-03-17,LTCPLN,230,236.1,225.93,227.41,25.32,5765.59
2019-03-16,LTCPLN,221.85,245,221.85,230,278.39,63875.05
2019-03-15,LTCPLN,210.15,223.49,208.01,221.85,845.2,181644.03
2019-03-14,LTCPLN,205.31,217,205.31,210.15,160.08,33804.0
2019-03-13,LTCPLN,218,218.48,205.31,205.31,169.93,36227.97
2019-03-12,LTCPLN,208.62,220.42,207.5,218,568.42,118299.73
2019-03-11,LTCPLN,216,216,207.5,208.62,110.69,23135.02
2019-03-10,LTCPLN,218.55,218.55,200,216,110.87,22771.25
2019-03-09,LTCPLN,210,223.78,210,218.55,99.47,21577.57
2019-03-08,LTCPLN,220.75,220.75,210,210,330.84,70023.8
2019-03-07,LTCPLN,208.09,243.67,205.01,220.75,316.94,70041.9
2019-03-06,LTCPLN,200,212,193.06,208.09,342.72,69923.63
2019-03-05,LTCPLN,173,200,173,200,113.36,21675.87
2019-03-04,LTCPLN,179.08,179.08,170,173,103.97,18096.78
2019-03-03,LTCPLN,181.05,184,177.91,179.08,15.98,2895.18
2019-03-02,LTCPLN,178.03,184.9,174.81,181.05,28.29,5115.0
2019-03-01,LTCPLN,171.09,181.15,171.09,178.03,120.23,21410.85
2019-02-28,LTCPLN,174,176.67,169.58,171.09,151.02,26179.34
2019-02-27,LTCPLN,169.22,174.94,164.16,174,114.62,19411.51
2019-02-26,LTCPLN,172.04,176.97,169.2,169.22,50.53,8791.59
2019-02-25,LTCPLN,175,179.92,169.11,172.04,670.32,117712.62
2019-02-24,LTCPLN,198,203.9,162,175,446.35,78571.11
2019-02-23,LTCPLN,187.12,198,186.9,198,119.7,23048.38
2019-02-22,LTCPLN,175.7,189,175.7,187.12,72.8,13599.07
2019-02-21,LTCPLN,194.99,195.77,175,175.7,75.15,13842.81
2019-02-20,LTCPLN,183.68,197.93,177.95,194.99,213.3,41155.01
2019-02-19,LTCPLN,179,188.99,173,183.68,131.47,23866.98
2019-02-18,LTCPLN,166,184.99,166,179,296.52,51483.53
2019-02-17,LTCPLN,166,166,161,166,109.92,18137.41
2019-02-16,LTCPLN,162.3,166,159.68,166,83.84,13808.63
2019-02-15,LTCPLN,156.11,164.88,156.11,162.3,307.56,50008.38
2019-02-14,LTCPLN,160.84,164.87,156,156.11,42.68,6840.0
2019-02-13,LTCPLN,166,169.38,158,160.84,193.12,31869.99
2019-02-12,LTCPLN,161.56,169.65,158.16,166,26.16,4300.46
2019-02-11,LTCPLN,173.4,173.4,156,161.56,81.99,13401.7
2019-02-10,LTCPLN,166.5,173.5,158,173.4,265.01,44840.71
2019-02-09,LTCPLN,159,170,151.05,166.5,182.52,29961.97
2019-02-08,LTCPLN,123.04,164,122.81,159,429.7,61996.29
2019-02-07,LTCPLN,126.19,126.19,122.81,123.04,58.48,7202.01
2019-02-06,LTCPLN,122.58,126.28,120.72,126.19,90.73,11048.85
2019-02-05,LTCPLN,124.9,126.5,120.13,122.58,173.17,21339.54
2019-02-04,LTCPLN,119.15,126.99,119.04,124.9,80.49,9969.47
2019-02-03,LTCPLN,126,126,117.98,119.15,23.14,2765.31
2019-02-02,LTCPLN,116.04,126,116.01,126,83.09,10186.99
2019-02-01,LTCPLN,115.89,124,114.5,116.04,57.73,6860.33
2019-01-31,LTCPLN,117.19,119.2,114.5,115.89,116.44,13562.6
2019-01-30,LTCPLN,116.41,118.4,115.92,117.19,38.82,4540.54
2019-01-29,LTCPLN,116,119,115,116.41,66.74,7902.58
2019-01-28,LTCPLN,122.11,122.11,113.6,116,121.38,14197.27
2019-01-27,LTCPLN,120.16,122.11,119.3,122.11,29.82,3584.93
2019-01-26,LTCPLN,121,126,120.16,120.16,118.51,14642.85
2019-01-25,LTCPLN,121,123,119.75,121,133.33,16093.72
2019-01-24,LTCPLN,120,122.22,118.12,121,511.96,61237.06
2019-01-23,LTCPLN,118.17,120,118.14,120,183.16,21952.52
2019-01-22,LTCPLN,115.2,120,113.2,118.17,185.86,22075.46
2019-01-21,LTCPLN,118.85,121.47,115.02,115.2,13.74,1608.45
2019-01-20,LTCPLN,119.5,122.5,115,118.85,775.88,92148.44
2019-01-19,LTCPLN,115,122.8,115,119.5,210.72,24986.65
2019-01-18,LTCPLN,116.53,119.81,115,115,80.92,9400.14
2019-01-17,LTCPLN,118,118.89,115,116.53,67.71,7894.6
2019-01-16,LTCPLN,115.01,120.55,115.01,118,144.38,17201.34
2019-01-15,LTCPLN,123.05,123.05,115.01,115.01,82.29,9716.58
2019-01-14,LTCPLN,113,127,113,123.05,593.15,70131.7
2019-01-13,LTCPLN,122,123.3,113,113,188.01,21945.66
2019-01-12,LTCPLN,122,132.1,120.12,122,95.07,11809.06
2019-01-11,LTCPLN,125,132.5,122,122,144.06,18054.62
2019-01-10,LTCPLN,145.71,150,121.3,125,552.08,70582.28
2019-01-09,LTCPLN,146.25,149.86,145.22,145.71,277.69,40777.39
2019-01-08,LTCPLN,144.95,154.99,144.75,146.25,181.62,27535.89
2019-01-07,LTCPLN,143,148.09,137.99,144.95,159.63,22745.58
2019-01-06,LTCPLN,132.99,153.99,129.5,143,168.07,23588.46
2019-01-05,LTCPLN,118.77,135,118.77,132.99,259.84,32478.93
2019-01-04,LTCPLN,116,123.01,116,118.77,146.0,17593.63
2019-01-03,LTCPLN,126.99,126.99,115.22,116,90.87,10971.01
2019-01-02,LTCPLN,120.57,126.99,117.03,126.99,116.07,14153.31
2019-01-01,LTCPLN,110.3,120.99,110.3,120.57,119.58,13989.79
2018-12-31,LTCPLN,119.43,119.43,110.23,110.3,116.88,13323.78
2018-12-30,LTCPLN,104.22,119.75,104.22,119.43,41.14,4759.28
2018-12-29,LTCPLN,120,121,104.21,104.22,80.79,9156.99
2018-12-28,LTCPLN,109.1,123.5,108,120,234.72,27062.59
2018-12-27,LTCPLN,117.5,117.5,105,109.1,153.51,16479.64
2018-12-26,LTCPLN,119,120.9,112.86,117.5,262.96,30251.12
2018-12-25,LTCPLN,127.5,134.88,115.23,119,331.75,40764.87
2018-12-24,LTCPLN,123,139.2,123,127.5,208.94,27335.52
2018-12-23,LTCPLN,120.12,126.5,118.6,123,105.37,12939.29
2018-12-22,LTCPLN,116,121.38,112.62,120.12,137.39,15884.84
2018-12-21,LTCPLN,120,124.48,112.5,116,430.46,51206.75
2018-12-20,LTCPLN,111.97,124.5,108.01,120,301.62,35891.36
2018-12-19,LTCPLN,113.49,122.78,105.2,111.97,898.01,104141.79
2018-12-18,LTCPLN,109,114.08,106,113.49,381.21,41962.97
2018-12-17,LTCPLN,98,114.88,98,109,344.0,36683.5
2018-12-16,LTCPLN,91,99.88,91,98,319.26,30638.48
2018-12-15,LTCPLN,89.9,91.89,89.2,91,55.81,5052.84
2018-12-14,LTCPLN,91,93,86.6,89.9,122.57,10957.42
2018-12-13,LTCPLN,91,94.71,88.13,91,506.91,46276.69
2018-12-12,LTCPLN,89,97.84,89,91,250.74,23065.69
2018-12-11,LTCPLN,93.5,93.5,88.92,89,260.59,23641.23
2018-12-10,LTCPLN,98.2,98.75,90.14,93.5,234.73,21885.44
2018-12-09,LTCPLN,92.17,99,92.01,98.2,65.71,6379.26
2018-12-08,LTCPLN,94,100.81,88.1,92.17,568.24,52600.76
2018-12-07,LTCPLN,103.99,105,88,94,1414.11,136193.49
2018-12-06,LTCPLN,119.92,119.92,103.99,103.99,226.43,24460.06
2018-12-05,LTCPLN,121,121,108.11,119.92,51.24,5849.8
2018-12-04,LTCPLN,118,125,118,121,170.9,20638.04
2018-12-03,LTCPLN,126.01,126.01,114.1,118,141.39,17185.78
2018-12-02,LTCPLN,130,140,126,126.01,149.11,18990.29
2018-12-01,LTCPLN,118.5,138,118.5,130,66.95,8672.94
2018-11-30,LTCPLN,131.03,131.87,116.23,118.5,262.7,31639.52
2018-11-29,LTCPLN,129.71,139,121.02,131.03,348.8,45345.23
2018-11-28,LTCPLN,120,137.49,120,129.71,455.34,58682.87
2018-11-27,LTCPLN,114.99,123.99,107.5,120,108.52,12479.71
2018-11-26,LTCPLN,109.26,121.87,105,114.99,209.32,23786.73
2018-11-25,LTCPLN,120.11,120.99,102.13,109.26,397.15,42772.11
2018-11-24,LTCPLN,121.87,124,108.18,120.11,169.75,19753.92
2018-11-23,LTCPLN,122,125.58,114.13,121.87,287.3,34333.86
2018-11-22,LTCPLN,127.01,134,122,122,183.8,23278.9
2018-11-21,LTCPLN,138.35,138.35,121.1,127.01,261.73,33384.55
2018-11-20,LTCPLN,142,153,121.1,138.35,776.06,99510.59
2018-11-19,LTCPLN,164.99,168,133,142,290.05,41161.98
2018-11-18,LTCPLN,164,171,159,164.99,16.76,2773.52
2018-11-17,LTCPLN,160.03,167.91,158.5,164,31.11,4959.43
2018-11-16,LTCPLN,165,170,160.03,160.03,70.31,11522.08
2018-11-15,LTCPLN,163,171.5,155,165,119.66,19534.71
2018-11-14,LTCPLN,189.99,197.9,142.5,163,619.2,102720.63
2018-11-13,LTCPLN,192,198,186,189.99,62.23,11911.84
2018-11-12,LTCPLN,195,196,190.09,192,18.01,3495.77
2018-11-11,LTCPLN,198,198,192,195,271.67,52169.89
2018-11-10,LTCPLN,196,198,195,198,1.04,204.02
2018-11-09,LTCPLN,201,201,194.01,196,49.91,9821.05
2018-11-08,LTCPLN,203.18,203.5,199.08,201,56.15,11260.64
2018-11-07,LTCPLN,208,209,198.1,203.18,74.51,15140.51
2018-11-06,LTCPLN,201.4,208,195,208,90.86,18418.69
2018-11-05,LTCPLN,201.8,203,196.5,201.4,94.02,18788.55
2018-11-04,LTCPLN,191.11,207.7,191.1,201.8,113.6,22689.31
2018-11-03,LTCPLN,190.62,194.98,190.02,191.11,38.36,7360.9
2018-11-02,LTCPLN,189.88,194.91,187.02,190.62,44.29,8501.95
2018-11-01,LTCPLN,189.99,189.99,185.67,189.88,64.03,12045.25
2018-10-31,LTCPLN,187.95,189.99,184,189.99,89.65,16645.43
2018-10-30,LTCPLN,187.99,189.99,182.14,187.95,45.16,8502.88
2018-10-29,LTCPLN,195,197,172.38,187.99,444.42,83526.73
2018-10-28,LTCPLN,195.7,201,195,195,20.22,3999.54
2018-10-27,LTCPLN,195.1,200.99,194.5,195.7,26.39,5249.55
2018-10-26,LTCPLN,195.15,198.12,195.1,195.1,12.81,2511.66
2018-10-25,LTCPLN,200,200,195.1,195.15,37.17,7284.43
2018-10-24,LTCPLN,197.82,200,194.4,200,54.93,10889.59
2018-10-23,LTCPLN,195.5,200.47,192.2,197.82,72.14,14080.72
2018-10-22,LTCPLN,197.5,200.99,195.01,195.5,113.01,22312.48
2018-10-21,LTCPLN,197.5,201,197,197.5,28.84,5756.86
2018-10-20,LTCPLN,194,198.99,194,197.5,16.12,3175.93
2018-10-19,LTCPLN,195,199.99,193.01,194,49.65,9802.59
2018-10-18,LTCPLN,200.99,200.99,193,195,132.44,26037.12
2018-10-17,LTCPLN,200.97,200.99,193.52,200.99,22.58,4436.64
2018-10-16,LTCPLN,204.37,204.37,199,200.97,21.14,4252.19
2018-10-15,LTCPLN,196,212,193.11,204.37,164.03,33017.63
2018-10-14,LTCPLN,199.99,200,196,196,61.64,12275.76
2018-10-13,LTCPLN,202,202.08,199,199.99,44.64,8921.12
2018-10-12,LTCPLN,193,203,193,202,42.6,8444.58
2018-10-11,LTCPLN,215,215,192.98,193,301.59,60830.31
2018-10-10,LTCPLN,219.5,222.99,215,215,50.8,11024.95
2018-10-09,LTCPLN,221.5,224,219,219.5,19.74,4384.16
2018-10-08,LTCPLN,217,223.5,216,221.5,56.01,12234.39
2018-10-07,LTCPLN,217.94,217.94,213.06,217,27.65,5974.99
2018-10-06,LTCPLN,220,220,212.05,217.94,58.92,12727.53
2018-10-05,LTCPLN,210,220,210,220,47.25,10140.83
2018-10-04,LTCPLN,214,221.89,210,210,88.77,19142.52
2018-10-03,LTCPLN,220.21,223.83,212.68,214,47.84,10416.8
2018-10-02,LTCPLN,224.52,227,220.1,220.21,95.06,21247.09
2018-10-01,LTCPLN,224.76,227.43,219,224.52,103.5,23008.77
2018-09-30,LTCPLN,228.15,228.15,218.13,224.76,113.07,25305.71
2018-09-29,LTCPLN,226,231.83,218.5,228.15,89.2,20144.85
2018-09-28,LTCPLN,228.02,232.96,210,226,48.48,10920.49
2018-09-27,LTCPLN,210,235.66,210,228.02,360.73,80962.9
2018-09-26,LTCPLN,211.67,217,205.04,210,112.48,23724.68
2018-09-25,LTCPLN,212,216.94,201,211.67,69.19,14287.7
2018-09-24,LTCPLN,225.36,225.36,210,212,184.74,39793.84
2018-09-23,LTCPLN,217.01,232,214.14,225.36,150.96,33479.06
2018-09-22,LTCPLN,219.99,220,213.12,217.01,138.73,30246.4
2018-09-21,LTCPLN,206.9,227.5,204.08,219.99,240.41,50579.45
2018-09-20,LTCPLN,199,206.9,193.02,206.9,156.08,31229.24
2018-09-19,LTCPLN,197.1,204,192,199,97.05,19228.86
2018-09-18,LTCPLN,198.65,209,188,197.1,202.55,40611.09
2018-09-17,LTCPLN,215.83,215.83,192,198.65,200.19,40407.14
2018-09-16,LTCPLN,212.89,215.92,202.01,215.83,16.07,3353.43
2018-09-15,LTCPLN,213,217,207,212.89,65.44,13966.75
2018-09-14,LTCPLN,202,219.38,200,213,175.96,35770.31
2018-09-13,LTCPLN,190.19,207.51,190.19,202,168.0,33986.03
2018-09-12,LTCPLN,199.7,199.7,176.19,190.19,105.03,19737.31
2018-09-11,LTCPLN,205.88,205.89,189.22,199.7,128.61,25282.32
2018-09-10,LTCPLN,203.33,210.97,203,205.88,48.97,10068.52
2018-09-09,LTCPLN,196.03,212.62,196.03,203.33,43.34,8998.22
2018-09-08,LTCPLN,210.41,214.78,196.03,196.03,51.85,10745.66
2018-09-07,LTCPLN,208.78,216,205.26,210.41,186.97,39604.23
2018-09-06,LTCPLN,213.02,228.86,188.22,208.78,632.86,132255.45
2018-09-05,LTCPLN,253.86,253.86,212.66,213.02,338.53,76481.07
2018-09-04,LTCPLN,236.01,257.32,236.01,253.86,168.63,41976.5
2018-09-03,LTCPLN,242.39,244.49,226.84,236.01,141.11,33772.42
2018-09-02,LTCPLN,244.57,244.57,220.5,242.39,154.68,36684.79
2018-09-01,LTCPLN,230.93,245,230.93,244.57,90.26,21340.39
2018-08-31,LTCPLN,224.99,232.87,220,230.93,57.2,12942.4
2018-08-30,LTCPLN,229.93,229.93,216,224.99,105.4,23450.51
2018-08-29,LTCPLN,228.13,234.65,223.5,229.93,186.3,42310.48
2018-08-28,LTCPLN,218.01,233,216.5,228.13,167.7,37746.78
2018-08-27,LTCPLN,213.49,234,210.35,218.01,105.1,22786.07
2018-08-26,LTCPLN,214.13,214.33,208.01,213.49,22.23,4709.46
2018-08-25,LTCPLN,214.33,214.33,211.1,214.13,34.08,7265.58
2018-08-24,LTCPLN,211,214.33,206.45,214.33,90.6,19047.64
2018-08-23,LTCPLN,201,211,201,211,85.0,17694.08
2018-08-22,LTCPLN,207.93,222,201,201,113.05,24050.08
2018-08-21,LTCPLN,203,213.51,203,207.93,86.94,18094.95
2018-08-20,LTCPLN,224,224,203,203,184.2,39470.88
2018-08-19,LTCPLN,215,225.67,213,224,48.44,10568.37
2018-08-18,LTCPLN,230,237.85,202.52,215,176.78,38447.32
2018-08-17,LTCPLN,210.44,242.9,210.44,230,70.88,15960.01
2018-08-16,LTCPLN,208.08,222.99,208.08,210.44,57.42,12376.08
2018-08-15,LTCPLN,227.8,227.8,190,208.08,111.48,23365.48
2018-08-14,LTCPLN,212.56,227.8,192.46,227.8,431.14,86414.32
2018-08-13,LTCPLN,222,232.84,212.06,212.56,244.7,54522.15
2018-08-12,LTCPLN,208.95,208.95,208.95,208.95,0.0,0.0
2018-08-11,LTCPLN,225.75,225.75,156.56,208.95,858.86,166901.47
2018-08-10,LTCPLN,237.71,239,225,225.75,128.06,29649.24
2018-08-09,LTCPLN,231,243.69,225.2,237.71,185.09,42825.15
2018-08-08,LTCPLN,264.77,264.77,230,231,338.59,81639.42
2018-08-07,LTCPLN,274,280,255,264.77,186.94,49081.82
2018-08-06,LTCPLN,275,284.42,262.62,274,158.61,42834.65
2018-08-05,LTCPLN,268.57,275,268,275,37.13,10090.67
2018-08-04,LTCPLN,284.09,288.97,262.73,268.57,169.97,47038.46
2018-08-03,LTCPLN,281,284.79,276.48,284.09,63.33,17764.94
2018-08-02,LTCPLN,287,289.92,281,281,81.6,23293.11
2018-08-01,LTCPLN,288,295.1,280,287,97.52,27554.61
2018-07-31,LTCPLN,300,308.73,281,288,193.28,56480.7
2018-07-30,LTCPLN,309,312.31,300,300,67.74,20724.54
2018-07-29,LTCPLN,307.1,313,306.01,309,13.24,4090.22
2018-07-28,LTCPLN,318,318,307.1,307.1,49.62,15421.65
2018-07-27,LTCPLN,312,322,307.43,318,87.69,27655.69
2018-07-26,LTCPLN,320,324,312,312,133.08,42425.13
2018-07-25,LTCPLN,330,331,313.44,320,179.52,57259.63
2018-07-24,LTCPLN,315.97,330,304.56,330,173.93,55745.78
2018-07-23,LTCPLN,309.35,318.99,303.51,315.97,209.59,65568.67
2018-07-22,LTCPLN,310,320,307.39,309.35,57.52,17989.49
2018-07-21,LTCPLN,301,315.59,292.42,310,79.97,24318.58
2018-07-20,LTCPLN,329.96,329.96,300,301,185.06,57616.94
2018-07-19,LTCPLN,315.27,334.99,315.27,329.96,66.29,21696.06
2018-07-18,LTCPLN,329.89,342.97,315.27,315.27,355.97,117517.12
2018-07-17,LTCPLN,314,330,300.37,329.89,266.83,85084.96
2018-07-16,LTCPLN,295,314,285.04,314,168.78,51319.7
2018-07-15,LTCPLN,279.51,295,279.51,295,77.27,22043.37
2018-07-14,LTCPLN,288,290.31,277.95,279.51,68.9,19354.02
2018-07-13,LTCPLN,282.47,291.76,278.5,288,85.18,24243.27
2018-07-12,LTCPLN,293.9,293.9,277.71,282.47,54.38,15293.21
2018-07-11,LTCPLN,281.13,299.99,280,293.9,105.22,30299.57
2018-07-10,LTCPLN,300.03,302.03,262.16,281.13,323.37,92729.92
2018-07-09,LTCPLN,309.26,314,297.68,300.03,140.05,42661.17
2018-07-08,LTCPLN,301.01,338.79,301.01,309.26,26.57,8271.09
2018-07-07,LTCPLN,312.46,342.99,300,301.01,64.43,19800.33
2018-07-06,LTCPLN,314.54,314.54,293.04,312.46,184.11,56762.11
2018-07-05,LTCPLN,327.97,327.97,308.38,314.54,137.58,43409.34
2018-07-04,LTCPLN,318.24,331.46,318.2,327.97,135.83,44067.31
2018-07-03,LTCPLN,319,342.99,318.24,318.24,251.99,82703.46
2018-07-02,LTCPLN,298.16,327.99,293.29,319,242.36,75664.68
2018-07-01,LTCPLN,304.19,304.19,290.47,298.16,108.7,32329.89
2018-06-30,LTCPLN,300,309.66,275,304.19,108.44,32642.48
2018-06-29,LTCPLN,289.97,303.79,274.1,300,248.65,71789.46
2018-06-28,LTCPLN,301.01,305.97,288,289.97,99.44,29567.76
2018-06-27,LTCPLN,285.46,309,283.5,301.01,168.17,49167.64
2018-06-26,LTCPLN,302.01,309.66,285.44,285.46,123.81,36762.3
2018-06-25,LTCPLN,300.8,311.84,289,302.01,184.78,55736.83
2018-06-24,LTCPLN,318.57,318.57,264.34,300.8,705.5,201703.92
2018-06-23,LTCPLN,321.44,326.87,301.57,318.57,66.15,20746.27
2018-06-22,LTCPLN,356.1,356.1,311,321.44,403.71,131258.13
2018-06-21,LTCPLN,363.41,363.41,354.38,356.1,68.77,24686.89
2018-06-20,LTCPLN,365.63,367.55,352.51,363.41,111.26,40297.68
2018-06-19,LTCPLN,364,374.99,357,365.63,117.07,42599.52
2018-06-18,LTCPLN,350.6,391.5,345,364,195.7,69000.39
2018-06-17,LTCPLN,363,363,338.89,350.6,116.93,41277.41
2018-06-16,LTCPLN,345.04,363,345.04,363,67.52,23867.66
2018-06-15,LTCPLN,370.33,375,330.54,345.04,235.23,84046.18
