Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LIZ,Volume AUSD
2019-05-18,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-17,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-16,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-15,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-14,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-13,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-12,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-11,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-10,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-09,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-08,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-07,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-06,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-05,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-04,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-03,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-02,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-05-01,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-30,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-29,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-28,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-27,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-26,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-25,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-24,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-23,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-22,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-21,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-20,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-19,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-18,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-17,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-16,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-15,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-14,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-13,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-12,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-11,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-10,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-09,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-08,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-07,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-06,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-05,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-04,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-03,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-02,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-04-01,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-31,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-30,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-29,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-28,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-27,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-26,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-25,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-24,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-23,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-22,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-21,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-20,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-19,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-18,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-17,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-16,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-15,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-14,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-13,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-12,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-11,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-10,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-09,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-08,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-07,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-06,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-05,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-04,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-03,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-02,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-03-01,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-28,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-27,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-26,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-25,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-24,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-23,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-22,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-21,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-20,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-19,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-18,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-17,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-16,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-15,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-14,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-13,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-12,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-11,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-10,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-09,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-08,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-07,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-06,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-05,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-04,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-03,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-02,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-02-01,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-31,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-30,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-29,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-28,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-27,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-26,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-25,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-24,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-23,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-22,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-21,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-20,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-19,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-18,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-17,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-16,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-15,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-14,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-13,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-12,LIZAUSD,3333333.33,3333333.33,3333333.33,3333333.33,0.0,0.0
2019-01-11,LIZAUSD,7400301,7400301,3333333.33,3333333.33,0.0001,333.33
2019-01-10,LIZAUSD,1.0e-08,7400301,1.0e-08,7400301,38404209018.22,1148.2
2019-01-09,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,27505483933.24,275.05
2019-01-08,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,4852276685.42,48.52
2019-01-07,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,8720084934.87,87.2
2019-01-06,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,11058163827.2,110.58
2019-01-05,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,14407850988.52,144.08
2019-01-04,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,27958289742.76,279.58
2019-01-03,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,29666352217.63,296.66
2019-01-02,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,86854890123.05,868.55
2019-01-01,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,91506120192.22,915.06
2018-12-31,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,45889929049.35,458.9
2018-12-30,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,16405457107.43,164.05
2018-12-29,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,11564604129.09,115.65
2018-12-28,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,15608359821.45,156.08
2018-12-27,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,39731535691.65,397.32
2018-12-26,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,14160849489.46,141.61
2018-12-25,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,15324515078.14,153.25
2018-12-24,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,26040585984.19,260.41
2018-12-23,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,23554683428.77,235.55
2018-12-22,LIZAUSD,1.0e-08,1.0e-08,1.0e-08,1.0e-08,92995499671.92,929.95
2018-12-21,LIZAUSD,2.0e-08,2.0e-08,1.0e-08,1.0e-08,384828691869.48,3974.21
2018-12-20,LIZAUSD,2.0e-08,2.0e-08,1.0e-08,2.0e-08,253958799091.49,2960.11
2018-12-19,LIZAUSD,2.0e-08,2.0e-08,1.0e-08,2.0e-08,187795131266.34,2125.53
2018-12-18,LIZAUSD,2.0e-08,2.0e-08,1.0e-08,2.0e-08,16517449141.71,316.0
2018-12-17,LIZAUSD,1.0e-08,2.0e-08,1.0e-08,2.0e-08,76109133704.15,1507.06
2018-12-16,LIZAUSD,3.0e-08,3.0e-08,1.0e-08,1.0e-08,56404527408.11,1131.12
2018-12-15,LIZAUSD,3.0e-08,3.0e-08,1.0e-08,3.0e-08,71633740353.8,1471.61
2018-12-14,LIZAUSD,2.0e-08,3.0e-08,1.0e-08,3.0e-08,51649332065.53,1067.21
2018-12-13,LIZAUSD,4.0e-08,4.0e-08,1.0e-08,2.0e-08,170460900956.43,3932.92
2018-12-12,LIZAUSD,4.0e-08,5.0e-08,3.0e-08,4.0e-08,63809183412.31,2317.48
2018-12-11,LIZAUSD,4.0e-08,6.0e-08,3.0e-08,4.0e-08,56964975850.33,2213.88
2018-12-10,LIZAUSD,5.0e-08,6.0e-08,4.0e-08,4.0e-08,21089816836.4,1185.69
2018-12-09,LIZAUSD,6.0e-08,7.0e-08,4.0e-08,5.0e-08,37949649729.75,1912.69
2018-12-08,LIZAUSD,4.0e-08,7.0e-08,3.0e-08,6.0e-08,36375607698.4,1833.73
2018-12-07,LIZAUSD,1.0e-07,1.0e-07,2.0e-08,4.0e-08,277580348408.22,12217.87
2018-12-06,LIZAUSD,1.3e-07,1.4e-07,9.0e-08,1.0e-07,54552854103.24,5951.16
2018-12-05,LIZAUSD,1.4e-07,1.6e-07,1.1e-07,1.3e-07,19431917951.6,2535.62
2018-12-04,LIZAUSD,1.6e-07,1.7e-07,1.1e-07,1.4e-07,14784444907.3,1935.45
2018-12-03,LIZAUSD,1.9e-07,2.0e-07,1.1e-07,1.6e-07,20471562504.66,3047.94
2018-12-02,LIZAUSD,2.4e-07,2.4e-07,1.5e-07,1.9e-07,6262701833.92,1231.5
2018-12-01,LIZAUSD,2.1e-07,3.2e-07,2.0e-07,2.4e-07,5836904269.79,1296.78
2018-11-30,LIZAUSD,1.9e-07,2.7e-07,1.5e-07,2.1e-07,9677483478.7,2053.47
2018-11-29,LIZAUSD,4.4e-07,1.5e-06,1.6e-07,1.9e-07,14770278820.25,4345.32
2018-11-28,LIZAUSD,4.4e-07,5.3e-07,3.8e-07,4.4e-07,3158311851.15,1328.33
2018-11-27,LIZAUSD,4.5e-07,5.8e-07,3.7e-07,4.4e-07,2999731016.49,1436.9
2018-11-26,LIZAUSD,4.1e-07,5.0e-07,3.7e-07,4.5e-07,3999309125.25,1655.24
2018-11-25,LIZAUSD,5.2e-07,6.2e-07,4.0e-07,4.1e-07,2276493592.38,1090.89
2018-11-24,LIZAUSD,6.3e-07,9.0e-07,5.2e-07,5.2e-07,1371495470.43,781.06
2018-11-23,LIZAUSD,7.5e-07,7.6e-07,5.3e-07,6.3e-07,1002911997.13,651.22
2018-11-22,LIZAUSD,8.8e-07,1.24e-06,5.2e-07,7.5e-07,1612336902.21,1180.28
2018-11-21,LIZAUSD,9.0e-07,1.11e-06,8.1e-07,8.8e-07,706945345.77,651.19
2018-11-20,LIZAUSD,1.35e-06,1.65e-06,8.2e-07,9.0e-07,2111598137.81,2290.05
2018-11-19,LIZAUSD,2.0e-06,2.0e-06,1.35e-06,1.35e-06,1421255295.65,2106.23
2018-11-18,LIZAUSD,1.51e-06,3.4e-06,1.2e-06,2.0e-06,457266660.48,696.24
2018-11-17,LIZAUSD,1.74e-06,1.74e-06,1.3e-06,1.51e-06,347974017.49,513.3
2018-11-16,LIZAUSD,1.54e-06,1.76e-06,1.28e-06,1.74e-06,605714645.52,923.53
2018-11-15,LIZAUSD,2.04e-06,2.09e-06,1.3e-06,1.54e-06,784944244.64,1342.58
2018-11-14,LIZAUSD,3.3e-06,3.44e-06,1.8e-06,2.04e-06,626008312.71,1409.72
2018-11-13,LIZAUSD,3.6e-06,4.48e-06,2.76e-06,3.3e-06,566502880.03,1892.55
2018-11-12,LIZAUSD,4.29e-06,5.2e-06,2.71e-06,3.6e-06,235610920.3,859.2
2018-11-11,LIZAUSD,4.53e-06,4.73e-06,3.52e-06,4.29e-06,378419976.74,1640.82
2018-11-10,LIZAUSD,5.3e-06,5.3e-06,4.03e-06,4.53e-06,160393225.97,720.53
2018-11-09,LIZAUSD,4.35e-06,6.0e-06,3.6e-06,5.3e-06,410477442.04,1739.53
2018-11-08,LIZAUSD,5.99e-06,6.49e-06,3.04e-06,4.35e-06,292479952.09,1283.63
2018-11-07,LIZAUSD,6.4e-06,8.0e-06,5.27e-06,5.99e-06,161034592.08,1042.82
2018-11-06,LIZAUSD,9.87e-06,1.0e-05,6.0e-06,6.4e-06,44241045.28,336.36
2018-11-05,LIZAUSD,1.04e-05,1.299e-05,6.6e-06,9.87e-06,105734803.23,844.3
2018-11-04,LIZAUSD,1.1e-05,1.34e-05,9.51e-06,1.04e-05,58833925.71,673.95
2018-11-03,LIZAUSD,1.1e-05,1.377e-05,1.03e-05,1.1e-05,50972817.21,590.64
2018-11-02,LIZAUSD,1.55e-05,1.55e-05,1.002e-05,1.1e-05,16589782.22,196.2
2018-11-01,LIZAUSD,1.7e-05,1.91e-05,1.101e-05,1.55e-05,39513074.41,619.57
2018-10-31,LIZAUSD,2.05e-05,2.18e-05,1.7e-05,1.7e-05,13429364.2,248.66
2018-10-30,LIZAUSD,2.31e-05,2.31e-05,1.503e-05,2.05e-05,29724908.09,566.57
2018-10-29,LIZAUSD,3.01e-05,3.3e-05,1.7e-05,2.31e-05,68278501.33,1757.92
2018-10-28,LIZAUSD,3.038e-05,3.67e-05,3.01e-05,3.01e-05,31069105.88,1033.45
2018-10-27,LIZAUSD,3.204e-05,4.177e-05,3.005e-05,3.038e-05,27619778.16,979.64
2018-10-26,LIZAUSD,3.442e-05,4.2e-05,2.89e-05,3.204e-05,29866318.36,1010.34
2018-10-25,LIZAUSD,5.1e-05,5.1e-05,2.105e-05,3.442e-05,36680352.18,1255.34
2018-10-24,LIZAUSD,9.918e-05,9.95e-05,3.7e-05,5.1e-05,116997406.58,5520.33
2018-10-23,LIZAUSD,0.000118,0.00015,9.901e-05,9.918e-05,20459861.58,2346.94
2018-10-22,LIZAUSD,0.0001255,0.000141,9.901e-05,0.000118,9202799.05,1070.8
2018-10-21,LIZAUSD,0.0001338,0.0001338,0.0001011,0.0001255,13360840.83,1521.55
2018-10-20,LIZAUSD,0.00013,0.000142,0.0001171,0.0001338,15017067.39,1925.37
2018-10-19,LIZAUSD,0.0001307,0.0001455,0.000118,0.00013,5210649.76,662.56
2018-10-18,LIZAUSD,0.000129,0.000149,0.000114,0.0001307,6969128.0,899.18
2018-10-17,LIZAUSD,0.000165,0.000213,0.0001122,0.000129,17467752.92,2383.79
2018-10-16,LIZAUSD,0.000135,0.00019,0.0001201,0.000165,14005803.25,2004.74
2018-10-15,LIZAUSD,0.000141,0.000214,0.0001112,0.000135,5794471.69,876.34
2018-10-14,LIZAUSD,0.000265,0.00027,0.000141,0.000141,4134387.95,760.04
2018-10-13,LIZAUSD,0.000285,0.000339,0.00024,0.000265,798908.55,214.38
2018-10-12,LIZAUSD,0.0002509,0.0004,0.000211,0.000285,6943639.92,1696.45
2018-10-11,LIZAUSD,0.00051,0.00051,0.000225,0.0002509,4281387.77,1455.51
2018-10-10,LIZAUSD,0.00032,0.0005999,0.000225,0.00051,5150982.8,1872.26
2018-10-09,LIZAUSD,0.000452,0.0005379,0.000302,0.00032,3319767.49,1380.1
2018-10-08,LIZAUSD,0.0005718,0.0006,0.00042,0.000452,663659.14,316.98
2018-10-07,LIZAUSD,0.0005723,0.000619,0.0005224,0.0005718,1146708.23,667.94
2018-10-06,LIZAUSD,0.00052,0.0011,0.0005141,0.0005723,2724659.31,1636.2
2018-10-05,LIZAUSD,0.000641,0.000641,0.00038,0.00052,1191898.23,634.14
2018-10-04,LIZAUSD,0.00071,0.0013,0.000371,0.000641,3172383.69,1822.75
2018-10-03,LIZAUSD,0.0017,0.0017,0.0006756,0.00071,4343511.66,5080.11
2018-10-02,LIZAUSD,0.002,0.00299,0.00125,0.0017,3106978.9,5098.0
2018-10-01,LIZAUSD,0.001441,0.002,0.0011,0.002,429873.54,579.86
2018-09-30,LIZAUSD,0.001265,0.001656,0.001256,0.001441,439354.28,648.54
2018-09-29,LIZAUSD,0.001101,0.001699,0.0011,0.001265,241753.42,336.13
2018-09-28,LIZAUSD,0.001684,0.00185,0.001001,0.001101,863064.24,1190.58
2018-09-27,LIZAUSD,0.00299,0.005,0.001561,0.001684,495230.21,976.68
2018-09-26,LIZAUSD,0.00342,0.00342,0.0025,0.00299,177949.76,468.16
2018-09-25,LIZAUSD,0.0039,0.0054,0.0026,0.00342,259382.85,843.44
2018-09-24,LIZAUSD,0.0043,0.0043,0.00315,0.0039,79691.53,292.76
2018-09-23,LIZAUSD,0.00401,0.0053,0.0031,0.0043,111108.09,472.12
