Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
2019-07-03 10-AM,BTCUSD,11210.01,11361.22,11210.01,11346.73,0.1104,1253.68
2019-07-03 09-AM,BTCUSD,11177.17,11279.65,11100.26,11210.01,0.1231,1373.69
2019-07-03 08-AM,BTCUSD,11261.41,11305.77,11175.21,11177.17,4.502,50736.09
2019-07-03 07-AM,BTCUSD,11499.63,11499.63,11261.41,11261.41,0.9472,10727.08
2019-07-03 06-AM,BTCUSD,11500,11500,11387.68,11499.63,2.019,23011.45
2019-07-03 05-AM,BTCUSD,11281.86,11500,11281.86,11500,0.2167,2490.76
2019-07-03 04-AM,BTCUSD,11292.8,11358.52,11281.86,11281.86,0.174,1966.1
2019-07-03 03-AM,BTCUSD,11160.63,11336.79,11160.63,11292.8,0.008597,97.23
2019-07-03 02-AM,BTCUSD,11497.98,11497.98,11160.63,11160.63,0.0005015,5.597
2019-07-03 01-AM,BTCUSD,10800,11497.98,10800,11497.98,0.02348,270.0
2019-07-03 12-AM,BTCUSD,10800,10800,10800,10800,0.0,0.0
2019-07-02 11-PM,BTCUSD,10802.67,10802.67,10749.38,10800,0.0101,108.72
2019-07-02 10-PM,BTCUSD,10677.7,10802.67,10677.7,10802.67,0.02075,224.12
2019-07-02 09-PM,BTCUSD,10868.73,10868.73,10677.7,10677.7,0.05504,588.24
2019-07-02 08-PM,BTCUSD,10793.24,10940.52,10793.24,10868.73,2.792,30374.38
2019-07-02 07-PM,BTCUSD,10654.15,10828.46,10654.15,10793.24,3.374,36448.59
2019-07-02 06-PM,BTCUSD,10617.21,10654.15,10617.21,10654.15,0.05855,623.75
2019-07-02 05-PM,BTCUSD,10749.77,10749.77,10475.46,10617.21,0.105,1110.18
2019-07-02 04-PM,BTCUSD,10486.23,10750.02,10486.23,10749.77,0.3432,3689.47
2019-07-02 03-PM,BTCUSD,10500,10500,10421.28,10486.23,0.2245,2346.87
2019-07-02 02-PM,BTCUSD,9891.96,10500,9891.96,10500,3.405,34926.62
2019-07-02 01-PM,BTCUSD,10146.9,10146.9,9891.96,9891.96,0.05351,529.34
2019-07-02 12-PM,BTCUSD,10096.93,10146.9,10056.24,10146.9,0.02882,292.2
2019-07-02 11-AM,BTCUSD,10055.86,10096.93,9732.65,10096.93,1.209,12087.99
2019-07-02 10-AM,BTCUSD,10081.17,10081.17,10055.86,10055.86,0.1337,1344.93
2019-07-02 09-AM,BTCUSD,10081.17,10081.17,10081.17,10081.17,0.0,0.0
2019-07-02 08-AM,BTCUSD,9860.86,10122.73,9860.86,10081.17,0.1611,1615.25
2019-07-02 07-AM,BTCUSD,9800,9874.28,9800,9860.86,0.2512,2478.25
2019-07-02 06-AM,BTCUSD,10025.58,10025.58,9800,9800,0.02,196.0
2019-07-02 05-AM,BTCUSD,10000,10025.58,9827.56,10025.58,0.08153,804.01
2019-07-02 04-AM,BTCUSD,10658.34,10658.34,10000,10000,0.08566,871.28
2019-07-02 03-AM,BTCUSD,10658.34,10658.34,10658.34,10658.34,0.0,0.0
2019-07-02 02-AM,BTCUSD,10658.34,10658.34,10658.34,10658.34,0.0,0.0
2019-07-02 01-AM,BTCUSD,10658.34,10658.34,10658.34,10658.34,0.0,0.0
2019-07-02 12-AM,BTCUSD,10505.56,10658.34,10505.56,10658.34,0.2946,3139.56
2019-07-01 11-PM,BTCUSD,10505.56,10505.56,10505.56,10505.56,0.0,0.0
2019-07-01 10-PM,BTCUSD,10578.07,10578.07,10505.56,10505.56,0.000897,9.423
2019-07-01 09-PM,BTCUSD,10493.96,10578.07,10450.41,10578.07,0.08909,937.34
2019-07-01 08-PM,BTCUSD,10000,10502.5,10000,10493.96,0.1375,1431.23
