Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTG,Volume ETH
2019-07-04,BTGETH,0.08827,0.09658,0.08797,0.096,1047.64,96.9
2019-07-03,BTGETH,0.09005,0.09161,0.08744,0.08827,1189.39,106.61
2019-07-02,BTGETH,0.08891,0.094,0.08845,0.09005,1266.23,115.3
2019-07-01,BTGETH,0.09002,0.09199,0.08803,0.08891,1189.55,106.65
2019-06-30,BTGETH,0.08934,0.09251,0.0879,0.09002,1114.79,100.75
2019-06-29,BTGETH,0.09113,0.09515,0.08756,0.08934,1672.3,152.62
2019-06-28,BTGETH,0.08913,0.09219,0.08736,0.09113,1881.22,168.84
2019-06-27,BTGETH,0.09053,0.09413,0.08698,0.08913,2506.32,224.23
2019-06-26,BTGETH,0.09871,0.1008,0.08756,0.09053,3820.03,358.28
2019-06-25,BTGETH,0.09783,0.1016,0.09559,0.09871,1046.44,103.13
2019-06-24,BTGETH,0.1004,0.1033,0.09677,0.09783,578.92,57.01
2019-06-23,BTGETH,0.09808,0.1013,0.09605,0.1004,1500.96,147.31
2019-06-22,BTGETH,0.09867,0.1023,0.09479,0.09808,3293.78,324.49
2019-06-21,BTGETH,0.1037,0.1037,0.096,0.09867,1155.01,114.51
2019-06-20,BTGETH,0.1023,0.1062,0.1015,0.1037,2065.35,214.92
2019-06-19,BTGETH,0.101,0.1048,0.09893,0.1023,1201.1,122.14
2019-06-18,BTGETH,0.102,0.1025,0.1003,0.101,660.12,66.99
2019-06-17,BTGETH,0.1007,0.1035,0.1006,0.102,981.86,100.07
2019-06-16,BTGETH,0.1007,0.1028,0.0984,0.1007,1337.21,134.37
2019-06-15,BTGETH,0.1018,0.1034,0.09809,0.1007,1235.2,124.73
2019-06-14,BTGETH,0.1048,0.1069,0.1004,0.1018,812.4,83.8
2019-06-13,BTGETH,0.0998,0.1048,0.099,0.1048,684.32,69.71
2019-06-12,BTGETH,0.1035,0.1069,0.09913,0.0998,1214.48,125.89
2019-06-11,BTGETH,0.1047,0.1076,0.1025,0.1035,1128.24,117.62
2019-06-10,BTGETH,0.1053,0.1121,0.1037,0.1047,2110.96,226.85
2019-06-09,BTGETH,0.1065,0.1084,0.1032,0.1053,1348.67,142.12
2019-06-08,BTGETH,0.1058,0.109,0.1045,0.1065,1229.23,129.95
2019-06-07,BTGETH,0.1024,0.1108,0.1018,0.1058,1996.57,212.68
2019-06-06,BTGETH,0.1035,0.1043,0.1016,0.1024,991.82,102.01
2019-06-05,BTGETH,0.1048,0.1067,0.1027,0.1035,988.37,103.62
2019-06-04,BTGETH,0.1085,0.11,0.1039,0.1048,2598.74,276.73
2019-06-03,BTGETH,0.107,0.1134,0.1067,0.1085,2844.54,311.05
2019-06-02,BTGETH,0.1073,0.1086,0.1048,0.107,1199.82,128.09
2019-06-01,BTGETH,0.1098,0.11,0.104,0.1073,1265.51,135.13
2019-05-31,BTGETH,0.1048,0.1102,0.1039,0.1098,3389.31,361.95
2019-05-30,BTGETH,0.0982,0.1169,0.0982,0.1048,21607.06,2309.23
2019-05-29,BTGETH,0.0904,0.1012,0.0886,0.0982,6586.31,634.25
2019-05-28,BTGETH,0.09023,0.09354,0.08844,0.0904,752.1,68.13
2019-05-27,BTGETH,0.09136,0.09378,0.08966,0.09023,1920.4,175.26
2019-05-26,BTGETH,0.09046,0.09512,0.08995,0.09136,1233.35,114.09
2019-05-25,BTGETH,0.09294,0.0934,0.0894,0.09046,659.96,60.15
2019-05-24,BTGETH,0.09453,0.09592,0.09131,0.09294,1097.66,102.48
2019-05-23,BTGETH,0.09249,0.09744,0.09225,0.09453,2091.73,195.74
2019-05-22,BTGETH,0.09125,0.09629,0.09125,0.09249,4440.22,419.95
2019-05-21,BTGETH,0.08578,0.101,0.08482,0.09125,7391.54,689.0
2019-05-20,BTGETH,0.08657,0.08877,0.08455,0.08578,1059.76,91.92
2019-05-19,BTGETH,0.08829,0.08902,0.0856,0.08657,2853.79,249.37
2019-05-18,BTGETH,0.08845,0.09063,0.0867,0.08829,1337.47,118.65
2019-05-17,BTGETH,0.088,0.09181,0.08579,0.08845,3144.93,278.84
2019-05-16,BTGETH,0.09858,0.0991,0.0849,0.088,5422.74,500.49
2019-05-15,BTGETH,0.1048,0.1048,0.09732,0.09858,3349.53,336.91
2019-05-14,BTGETH,0.1165,0.1169,0.1025,0.1048,3561.3,392.1
2019-05-13,BTGETH,0.1156,0.1185,0.1138,0.1165,2123.45,245.8
2019-05-12,BTGETH,0.1148,0.1263,0.1126,0.1156,3694.89,444.2
2019-05-11,BTGETH,0.1169,0.1235,0.108,0.1148,2631.52,299.85
2019-05-10,BTGETH,0.1161,0.1179,0.1101,0.1169,3863.02,440.65
2019-05-09,BTGETH,0.1145,0.1249,0.1145,0.1161,3943.14,464.76
2019-05-08,BTGETH,0.1109,0.117,0.1087,0.1145,3261.06,368.74
2019-05-07,BTGETH,0.1062,0.1094,0.1025,0.1075,1206.77,128.55
2019-05-06,BTGETH,0.1129,0.1133,0.104,0.1062,2415.18,264.5
2019-05-05,BTGETH,0.1122,0.1165,0.1112,0.1129,2806.75,320.74
2019-05-04,BTGETH,0.1102,0.115,0.1093,0.1122,2850.7,318.43
2019-05-03,BTGETH,0.1031,0.1142,0.1015,0.1102,4343.96,474.62
2019-05-02,BTGETH,0.1042,0.1056,0.1026,0.1031,2307.05,241.78
2019-05-01,BTGETH,0.09966,0.1068,0.09913,0.1042,1819.23,189.17
2019-04-30,BTGETH,0.1006,0.1022,0.09763,0.09966,1475.01,147.7
2019-04-29,BTGETH,0.1022,0.1029,0.09987,0.1006,1063.14,107.7
2019-04-28,BTGETH,0.1014,0.104,0.1009,0.1022,885.59,90.5
2019-04-27,BTGETH,0.1043,0.1043,0.09965,0.1014,1639.33,166.68
2019-04-26,BTGETH,0.0958,0.11,0.09353,0.1043,5633.64,566.91
2019-04-25,BTGETH,0.0957,0.1055,0.094,0.0958,3826.29,373.02
2019-04-24,BTGETH,0.09878,0.09878,0.09521,0.0957,1680.12,162.95
2019-04-23,BTGETH,0.09933,0.1005,0.09772,0.09878,1107.83,109.87
2019-04-22,BTGETH,0.09825,0.1009,0.0978,0.09933,1112.4,110.5
2019-04-21,BTGETH,0.09945,0.09982,0.09694,0.09825,1515.12,148.88
2019-04-20,BTGETH,0.1,0.1001,0.0983,0.09945,708.18,70.18
2019-04-19,BTGETH,0.09946,0.1102,0.0986,0.1,5652.86,586.61
2019-04-18,BTGETH,0.1027,0.1027,0.098,0.09946,1371.3,136.69
2019-04-17,BTGETH,0.1011,0.1054,0.1001,0.1027,1358.01,139.34
2019-04-16,BTGETH,0.103,0.1038,0.09891,0.1011,1112.21,112.62
2019-04-15,BTGETH,0.09824,0.106,0.09757,0.103,3847.44,391.79
2019-04-14,BTGETH,0.09787,0.09848,0.0969,0.09824,739.8,72.33
2019-04-13,BTGETH,0.09823,0.09906,0.09729,0.09787,750.29,73.68
2019-04-12,BTGETH,0.09848,0.1004,0.09573,0.09823,1475.49,144.91
2019-04-11,BTGETH,0.1007,0.1025,0.0955,0.09848,4223.41,417.2
2019-04-10,BTGETH,0.1003,0.106,0.09846,0.1007,4840.38,497.94
2019-04-09,BTGETH,0.0972,0.1027,0.09639,0.1003,3066.81,305.95
2019-04-08,BTGETH,0.1083,0.1095,0.09607,0.0972,3769.23,382.44
2019-04-07,BTGETH,0.1121,0.1172,0.1056,0.1083,4988.37,546.03
2019-04-06,BTGETH,0.1084,0.1234,0.1072,0.1121,12140.35,1391.67
2019-04-05,BTGETH,0.097,0.1275,0.095,0.1084,20188.02,2254.02
2019-04-04,BTGETH,0.099,0.1038,0.09605,0.097,3554.22,352.28
2019-04-03,BTGETH,0.09065,0.1031,0.09065,0.099,9166.54,885.99
2019-04-02,BTGETH,0.09413,0.09767,0.08943,0.09065,7049.16,648.69
2019-04-01,BTGETH,0.09179,0.0958,0.09054,0.09413,2287.67,214.63
2019-03-19,BTGETH,0.09495,0.09503,0.09477,0.09501,20.39,1.94
2019-03-18,BTGETH,0.09556,0.09813,0.0946,0.09495,1240.45,120.09
2019-03-17,BTGETH,0.09541,0.09722,0.0943,0.09556,1020.43,97.02
2019-03-16,BTGETH,0.09813,0.101,0.09492,0.09541,1269.95,123.79
2019-03-15,BTGETH,0.09997,0.1,0.09704,0.09813,1878.65,184.51
2019-03-14,BTGETH,0.09555,0.1055,0.0942,0.09997,5011.36,493.99
2019-03-13,BTGETH,0.094,0.09788,0.09357,0.09555,2738.83,261.64
2019-03-12,BTGETH,0.09092,0.095,0.09034,0.094,1318.37,123.2
2019-03-11,BTGETH,0.09166,0.09249,0.09015,0.09092,866.63,79.46
2019-03-10,BTGETH,0.09234,0.09389,0.09146,0.09166,838.45,77.27
2019-03-09,BTGETH,0.0933,0.09394,0.0912,0.09234,577.41,53.42
2019-03-08,BTGETH,0.09069,0.09589,0.09007,0.0933,2810.12,262.25
2019-03-07,BTGETH,0.09075,0.09133,0.0895,0.09069,684.99,61.98
2019-03-06,BTGETH,0.09058,0.0923,0.08951,0.09075,1193.2,108.12
2019-03-05,BTGETH,0.0925,0.09292,0.0904,0.09058,1148.41,105.3
2019-03-04,BTGETH,0.09179,0.09299,0.08955,0.0925,1362.9,124.91
2019-03-03,BTGETH,0.09285,0.09339,0.09132,0.09179,702.71,64.78
2019-03-02,BTGETH,0.09212,0.09455,0.09161,0.09285,569.84,52.9
2019-03-01,BTGETH,0.09221,0.09237,0.09012,0.09212,897.7,81.97
2019-02-28,BTGETH,0.09333,0.09395,0.09074,0.09221,953.94,87.78
2019-02-27,BTGETH,0.09315,0.0948,0.0909,0.09333,1321.06,122.15
2019-02-26,BTGETH,0.09149,0.0945,0.09127,0.09315,915.17,84.96
2019-02-25,BTGETH,0.0921,0.093,0.08841,0.09149,1278.31,115.51
2019-02-24,BTGETH,0.08462,0.0921,0.08247,0.0921,4330.99,374.61
2019-02-23,BTGETH,0.085,0.08732,0.083,0.08462,1898.85,160.62
2019-02-22,BTGETH,0.08643,0.09,0.08393,0.085,913.79,78.13
2019-02-21,BTGETH,0.08516,0.09159,0.0837,0.08643,3879.67,337.46
2019-02-20,BTGETH,0.08629,0.08755,0.0837,0.08516,2150.62,183.02
2019-02-19,BTGETH,0.08209,0.08789,0.07977,0.08629,2816.46,234.97
2019-02-18,BTGETH,0.07777,0.0945,0.07713,0.08209,15564.97,1328.71
2019-02-17,BTGETH,0.08309,0.08314,0.076,0.07777,1122.66,89.76
2019-02-16,BTGETH,0.08352,0.084,0.08212,0.08309,584.45,48.44
2019-02-15,BTGETH,0.08349,0.08391,0.08184,0.08352,579.2,48.08
2019-02-14,BTGETH,0.08318,0.08349,0.08166,0.08349,862.15,71.35
2019-02-13,BTGETH,0.08346,0.08429,0.08182,0.08318,1072.48,89.35
2019-02-12,BTGETH,0.08394,0.08503,0.08244,0.08346,743.74,62.1
2019-02-11,BTGETH,0.08293,0.08502,0.08231,0.08394,2047.87,171.8
2019-02-10,BTGETH,0.08662,0.08727,0.08182,0.08293,1274.26,108.47
2019-02-09,BTGETH,0.08716,0.08859,0.08561,0.08662,1560.73,135.72
2019-02-08,BTGETH,0.08859,0.0913,0.08565,0.08716,1959.42,173.0
2019-02-07,BTGETH,0.08866,0.0913,0.0877,0.08859,1470.97,131.5
2019-02-06,BTGETH,0.0894,0.0934,0.08696,0.08866,1334.05,119.22
2019-02-05,BTGETH,0.09045,0.0906,0.08833,0.0894,835.28,74.51
2019-02-04,BTGETH,0.09033,0.09244,0.089,0.09045,1247.59,113.24
2019-02-03,BTGETH,0.09031,0.09175,0.09002,0.09033,920.14,83.46
2019-02-02,BTGETH,0.09369,0.09413,0.0899,0.09031,1772.28,163.44
2019-02-01,BTGETH,0.09241,0.09482,0.0915,0.09369,2512.26,234.27
2019-01-31,BTGETH,0.09383,0.09383,0.09118,0.09241,3021.62,280.52
2019-01-30,BTGETH,0.0944,0.1037,0.09149,0.09383,6527.31,632.59
2019-01-29,BTGETH,0.09077,0.09499,0.0903,0.0944,4227.85,389.83
2019-01-28,BTGETH,0.09653,0.0975,0.0821,0.09077,12402.65,1087.56
2019-01-27,BTGETH,0.09568,0.0975,0.09438,0.09653,3695.82,354.2
2019-01-26,BTGETH,0.09591,0.09639,0.09489,0.09568,1327.55,127.17
2019-01-25,BTGETH,0.09541,0.0971,0.09439,0.09591,1703.13,162.83
2019-01-24,BTGETH,0.09509,0.09689,0.09451,0.09541,981.76,93.96
2019-01-23,BTGETH,0.09438,0.09707,0.09313,0.09509,2337.31,222.91
2019-01-22,BTGETH,0.09538,0.09687,0.09389,0.09438,1878.99,177.81
2019-01-21,BTGETH,0.09396,0.09716,0.09363,0.09538,2666.52,253.1
2019-01-20,BTGETH,0.09218,0.09516,0.09166,0.09396,1936.21,181.54
2019-01-19,BTGETH,0.09211,0.09439,0.088,0.09218,3064.36,282.94
2019-01-18,BTGETH,0.09445,0.0959,0.08811,0.09211,7057.94,647.04
2019-01-17,BTGETH,0.09719,0.09778,0.093,0.09445,2365.94,225.13
2019-01-16,BTGETH,0.09838,0.0993,0.09448,0.09719,1795.48,172.79
2019-01-15,BTGETH,0.09474,0.1002,0.09217,0.09838,1209.86,115.56
2019-01-14,BTGETH,0.1013,0.1014,0.094,0.09474,2737.77,264.08
2019-01-13,BTGETH,0.09718,0.1021,0.09624,0.1013,527.69,52.39
2019-01-12,BTGETH,0.09871,0.09914,0.09544,0.09718,1202.42,116.76
2019-01-11,BTGETH,0.09521,0.09933,0.09081,0.09871,4401.35,412.18
2019-01-10,BTGETH,0.08919,0.104,0.08858,0.09521,6891.42,664.06
2019-01-09,BTGETH,0.08969,0.09014,0.08624,0.08919,1537.6,135.57
2019-01-08,BTGETH,0.08838,0.09016,0.08636,0.08969,1914.32,168.65
2019-01-07,BTGETH,0.08734,0.08935,0.08655,0.08838,1583.6,139.08
2019-01-06,BTGETH,0.0828,0.08854,0.0825,0.08734,1673.24,143.56
2019-01-05,BTGETH,0.0833,0.08334,0.08089,0.0828,1203.13,99.24
2019-01-04,BTGETH,0.08711,0.0875,0.0826,0.0833,1592.47,134.71
2019-01-03,BTGETH,0.08768,0.08904,0.08567,0.08711,885.79,77.5
2019-01-02,BTGETH,0.09283,0.09345,0.08514,0.08768,5875.48,516.76
2019-01-01,BTGETH,0.09408,0.09621,0.091,0.09283,1711.02,160.11
2018-12-31,BTGETH,0.09725,0.09978,0.09102,0.09408,2757.33,261.12
2018-12-30,BTGETH,0.101,0.1039,0.09634,0.09725,1370.13,135.98
2018-12-29,BTGETH,0.105,0.1061,0.09718,0.101,1660.32,170.55
2018-12-28,BTGETH,0.1154,0.1154,0.104,0.105,2506.08,273.25
2018-12-27,BTGETH,0.1101,0.1168,0.1091,0.1154,2855.6,323.91
2018-12-26,BTGETH,0.1081,0.1173,0.1055,0.1101,3133.64,340.53
2018-12-25,BTGETH,0.1094,0.1122,0.1039,0.1081,4177.46,448.5
2018-12-24,BTGETH,0.1165,0.117,0.09958,0.1094,4499.73,478.31
2018-12-23,BTGETH,0.1274,0.1274,0.1128,0.1165,2707.56,317.99
2018-12-22,BTGETH,0.132,0.1338,0.125,0.1274,2599.15,336.08
2018-12-21,BTGETH,0.128,0.1476,0.128,0.132,9986.96,1370.06
2018-12-20,BTGETH,0.1277,0.1347,0.122,0.128,7425.51,952.97
2018-12-19,BTGETH,0.1261,0.1289,0.1215,0.1277,6846.26,860.74
2018-12-18,BTGETH,0.1297,0.1317,0.1242,0.1261,2572.75,332.54
2018-12-17,BTGETH,0.1297,0.133,0.1278,0.1297,3811.17,496.31
2018-12-16,BTGETH,0.1423,0.1433,0.126,0.1297,5339.01,704.95
2018-12-15,BTGETH,0.1288,0.1484,0.1227,0.1423,5249.21,682.51
2018-12-14,BTGETH,0.13,0.1316,0.1272,0.1288,1900.95,246.47
2018-12-13,BTGETH,0.1314,0.1315,0.127,0.13,1150.3,148.86
2018-12-12,BTGETH,0.1301,0.133,0.1274,0.1314,2841.85,369.22
2018-12-11,BTGETH,0.1314,0.1333,0.1274,0.1289,2012.26,262.59
2018-12-10,BTGETH,0.1308,0.1364,0.129,0.1314,3417.37,446.57
2018-12-09,BTGETH,0.131,0.1345,0.1275,0.1308,3273.03,424.96
2018-12-08,BTGETH,0.132,0.1389,0.1271,0.131,3968.71,532.72
2018-12-07,BTGETH,0.151,0.1548,0.1266,0.132,8512.83,1191.79
2018-12-06,BTGETH,0.1481,0.1542,0.142,0.151,4450.61,652.1
2018-12-05,BTGETH,0.149,0.1505,0.1454,0.1481,2136.36,317.04
2018-12-04,BTGETH,0.1556,0.1558,0.1459,0.149,2513.15,377.17
2018-12-03,BTGETH,0.1559,0.16,0.1531,0.1556,2145.74,336.2
2018-12-02,BTGETH,0.1564,0.158,0.1532,0.1559,1245.09,193.38
2018-12-01,BTGETH,0.1633,0.1633,0.1556,0.1564,1359.99,215.5
2018-11-30,BTGETH,0.1603,0.1636,0.1543,0.1633,1810.83,288.98
2018-11-29,BTGETH,0.159,0.1613,0.1555,0.1603,2689.74,425.94
2018-11-28,BTGETH,0.1654,0.1659,0.1579,0.159,2647.41,430.37
2018-11-27,BTGETH,0.1647,0.175,0.1635,0.1654,2833.27,477.29
2018-11-26,BTGETH,0.1661,0.18,0.1546,0.1647,6134.08,1016.03
2018-11-25,BTGETH,0.1649,0.1779,0.1616,0.1661,6308.71,1079.31
2018-11-24,BTGETH,0.1592,0.185,0.1538,0.1649,6514.72,1101.61
2018-11-23,BTGETH,0.1551,0.1598,0.1486,0.1592,3040.56,473.48
2018-11-22,BTGETH,0.1564,0.1586,0.1522,0.1551,1894.72,294.64
2018-11-21,BTGETH,0.153,0.1604,0.15,0.1564,2655.03,412.95
2018-11-20,BTGETH,0.174,0.183,0.1353,0.153,10393.37,1606.08
2018-11-19,BTGETH,0.1519,0.1779,0.1519,0.174,4290.21,718.74
2018-11-18,BTGETH,0.1541,0.1572,0.1514,0.1519,1291.48,200.0
2018-11-17,BTGETH,0.1516,0.155,0.15,0.1541,1907.05,290.71
2018-11-16,BTGETH,0.147,0.152,0.1441,0.1516,1706.43,252.41
2018-11-15,BTGETH,0.1429,0.1538,0.139,0.147,2886.94,423.22
2018-11-14,BTGETH,0.1345,0.149,0.1345,0.1429,4047.09,570.5
2018-11-13,BTGETH,0.1356,0.1376,0.1336,0.1345,1056.78,143.35
2018-11-12,BTGETH,0.1385,0.1399,0.1336,0.1356,1168.32,158.95
2018-11-11,BTGETH,0.141,0.1427,0.1379,0.1385,1020.32,143.74
2018-11-10,BTGETH,0.1388,0.1421,0.1385,0.141,1131.77,157.96
2018-11-09,BTGETH,0.1415,0.1417,0.1366,0.1388,1809.4,252.06
2018-11-08,BTGETH,0.1438,0.1459,0.1392,0.1415,1887.2,268.93
2018-11-07,BTGETH,0.1458,0.15,0.1403,0.1438,3552.94,511.9
2018-11-06,BTGETH,0.1443,0.1478,0.1386,0.1458,3871.92,557.5
2018-11-05,BTGETH,0.1402,0.1457,0.1386,0.1443,2551.21,361.6
2018-11-04,BTGETH,0.1346,0.1488,0.1342,0.1402,5390.78,767.45
2018-11-03,BTGETH,0.1354,0.1371,0.1343,0.1346,513.49,69.66
2018-11-02,BTGETH,0.1344,0.1375,0.1325,0.1354,2161.0,292.29
2018-11-01,BTGETH,0.1331,0.1349,0.1324,0.1344,1151.74,153.73
2018-10-31,BTGETH,0.1316,0.1377,0.131,0.1331,2026.91,272.88
2018-10-30,BTGETH,0.1349,0.1355,0.1316,0.1316,2101.62,281.27
2018-10-29,BTGETH,0.1326,0.1359,0.1296,0.1349,1528.31,202.86
2018-10-28,BTGETH,0.1334,0.1371,0.1323,0.1326,2725.89,364.59
2018-10-27,BTGETH,0.1326,0.1353,0.1314,0.1334,1285.42,171.72
2018-10-26,BTGETH,0.1345,0.1345,0.131,0.1326,733.43,97.45
2018-10-25,BTGETH,0.1348,0.1354,0.1331,0.1345,1030.83,138.28
2018-10-24,BTGETH,0.1315,0.1377,0.1302,0.1348,4126.95,559.05
2018-10-23,BTGETH,0.1291,0.1343,0.1282,0.1315,1424.04,185.67
2018-10-22,BTGETH,0.1298,0.1302,0.1274,0.1291,2230.37,286.62
2018-10-21,BTGETH,0.1296,0.13,0.128,0.1298,844.15,108.71
2018-10-20,BTGETH,0.1286,0.1316,0.1274,0.1296,998.14,129.28
2018-10-19,BTGETH,0.1283,0.1299,0.1264,0.1286,732.88,94.23
2018-10-18,BTGETH,0.1268,0.1293,0.1261,0.1283,1381.62,175.83
2018-10-17,BTGETH,0.1279,0.1292,0.126,0.1268,4142.01,527.83
2018-10-16,BTGETH,0.1256,0.1267,0.1256,0.1261,7.14,0.9035
2018-10-15,BTGETH,0.1258,0.1275,0.1173,0.1256,3907.89,485.62
2018-10-14,BTGETH,0.1229,0.1265,0.1214,0.1258,1928.81,238.1
2018-10-13,BTGETH,0.1275,0.1278,0.1222,0.1229,1032.26,129.07
2018-10-12,BTGETH,0.1244,0.1306,0.1213,0.1275,3392.94,426.22
2018-10-11,BTGETH,0.1174,0.126,0.1174,0.1244,4767.2,583.37
2018-10-10,BTGETH,0.1191,0.1193,0.1164,0.1174,1321.48,155.4
2018-10-09,BTGETH,0.1202,0.1207,0.1177,0.1191,1566.97,187.28
2018-10-08,BTGETH,0.1206,0.1223,0.1191,0.1202,1496.59,180.49
2018-10-07,BTGETH,0.1254,0.1258,0.1191,0.1206,1497.64,182.25
2018-10-06,BTGETH,0.1217,0.1323,0.1195,0.1254,6226.76,787.34
2018-10-05,BTGETH,0.1168,0.1256,0.1154,0.1217,2609.17,315.48
2018-10-04,BTGETH,0.1162,0.1177,0.1145,0.1168,1323.77,153.81
2018-10-03,BTGETH,0.1136,0.1166,0.113,0.1162,1254.32,144.03
2018-10-02,BTGETH,0.1103,0.1138,0.11,0.1136,748.83,83.7
2018-10-01,BTGETH,0.1114,0.113,0.1096,0.1103,820.97,91.44
2018-09-30,BTGETH,0.1131,0.114,0.11,0.1114,1592.69,177.84
2018-09-29,BTGETH,0.1214,0.1231,0.1101,0.1131,3463.27,400.73
2018-09-28,BTGETH,0.1166,0.13,0.1131,0.1214,9072.55,1085.1
2018-09-27,BTGETH,0.1098,0.1318,0.107,0.1166,11180.75,1351.33
2018-09-26,BTGETH,0.1002,0.113,0.1002,0.1098,6068.98,651.23
2018-09-25,BTGETH,0.09774,0.1055,0.0974,0.1002,3362.46,342.84
2018-09-24,BTGETH,0.0935,0.0983,0.09289,0.09774,2333.0,222.75
2018-09-23,BTGETH,0.09373,0.09511,0.09237,0.0935,1836.16,172.23
2018-09-22,BTGETH,0.09259,0.095,0.09106,0.09373,1473.47,137.45
2018-09-21,BTGETH,0.0964,0.1009,0.09041,0.09259,2886.76,280.93
2018-09-20,BTGETH,0.1004,0.1015,0.09548,0.0964,1916.13,190.13
2018-09-19,BTGETH,0.101,0.1053,0.09795,0.1004,3742.63,378.32
2018-09-18,BTGETH,0.1039,0.1053,0.09862,0.101,5174.27,531.04
2018-09-17,BTGETH,0.09711,0.1055,0.09182,0.1039,4904.51,478.01
2018-09-16,BTGETH,0.09148,0.09729,0.09137,0.09711,1345.53,127.4
2018-09-15,BTGETH,0.0982,0.09873,0.08991,0.09148,1488.98,139.56
2018-09-14,BTGETH,0.09657,0.0982,0.09066,0.0982,3385.09,319.73
2018-09-13,BTGETH,0.1052,0.1052,0.088,0.09657,5293.44,531.24
2018-09-12,BTGETH,0.1027,0.1099,0.102,0.1052,4368.9,464.83
2018-09-11,BTGETH,0.09935,0.1058,0.09817,0.1027,3949.07,400.28
2018-09-10,BTGETH,0.09798,0.1022,0.09616,0.09935,2519.69,249.99
2018-09-09,BTGETH,0.09416,0.09995,0.09331,0.09798,6055.79,589.39
2018-09-08,BTGETH,0.08728,0.09839,0.08583,0.09416,5421.87,496.01
2018-09-07,BTGETH,0.08606,0.08817,0.08439,0.08728,4784.74,415.5
2018-09-06,BTGETH,0.08384,0.088,0.07935,0.08606,7507.97,637.05
2018-09-05,BTGETH,0.07515,0.0859,0.07407,0.08384,14860.73,1194.89
2018-09-04,BTGETH,0.07379,0.07695,0.07334,0.07515,6029.84,453.76
2018-09-03,BTGETH,0.07308,0.07586,0.0727,0.07379,2902.75,215.24
2018-09-02,BTGETH,0.0753,0.07552,0.0723,0.07308,4023.24,295.32
2018-09-01,BTGETH,0.07926,0.07947,0.07335,0.0753,11725.67,884.44
2018-08-31,BTGETH,0.07654,0.08116,0.07633,0.07926,3339.09,262.4
2018-08-30,BTGETH,0.07901,0.08151,0.07606,0.07654,2617.09,203.65
2018-08-29,BTGETH,0.07462,0.0798,0.07195,0.07901,4109.34,313.75
2018-08-28,BTGETH,0.07248,0.07756,0.07227,0.07462,3889.38,292.09
2018-08-27,BTGETH,0.07118,0.07389,0.06991,0.07248,3516.96,252.82
