Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume PLN
2019-03-27 09-AM,LTCPLN,225.19,229.39,225.19,227.07,4.19,950.64
2019-03-27 08-AM,LTCPLN,226.05,229.4,225.19,225.19,13.36,3052.87
2019-03-27 07-AM,LTCPLN,228.3,228.3,226.05,226.05,2.78,627.99
2019-03-27 06-AM,LTCPLN,228.3,228.3,228.3,228.3,0.0,0.0
2019-03-27 05-AM,LTCPLN,228.3,228.3,228.3,228.3,6.0,1369.8
2019-03-27 04-AM,LTCPLN,225,228.3,225,228.3,9.14,2086.4
2019-03-27 03-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-27 02-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-27 01-AM,LTCPLN,222,225,222,225,10.05,2261.22
2019-03-27 12-AM,LTCPLN,221,222,221,222,4.52,1004.47
2019-03-26 11-PM,LTCPLN,221,221,221,221,0.0,0.0
2019-03-26 10-PM,LTCPLN,221,221,221,221,0.0,0.0
2019-03-26 09-PM,LTCPLN,222.67,222.67,221,221,20.16,4470.45
2019-03-26 08-PM,LTCPLN,222.67,222.67,222.67,222.67,0.4218,93.92
2019-03-26 07-PM,LTCPLN,222.67,222.67,222.67,222.67,0.4774,106.3
2019-03-26 06-PM,LTCPLN,225,225,222.67,222.67,0.5785,128.8
2019-03-26 05-PM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-26 04-PM,LTCPLN,224.99,225,224.99,225,3.56,800.0
2019-03-26 03-PM,LTCPLN,222.1,224.99,222.1,224.99,8.89,2000.0
2019-03-26 02-PM,LTCPLN,224.89,224.89,222.1,222.1,3.06,679.9
2019-03-26 01-PM,LTCPLN,222.22,224.91,222.22,224.89,5.85,1314.88
2019-03-26 12-PM,LTCPLN,222.22,222.22,222.22,222.22,0.0,0.0
2019-03-26 11-AM,LTCPLN,223.5,223.5,222.22,222.22,17.58,3911.05
2019-03-26 10-AM,LTCPLN,223.5,223.5,223.5,223.5,0.15,33.53
2019-03-26 09-AM,LTCPLN,225,225,223.5,223.5,1.99,445.44
2019-03-26 08-AM,LTCPLN,223.5,225,223.5,225,12.84,2890.1
2019-03-26 07-AM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-26 06-AM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-26 05-AM,LTCPLN,223.5,223.5,223.5,223.5,0.1666,37.24
2019-03-26 04-AM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-26 03-AM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-26 02-AM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-26 01-AM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-26 12-AM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-25 11-PM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-25 10-PM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-25 09-PM,LTCPLN,223.5,225,223.5,223.5,3.0,673.72
2019-03-25 08-PM,LTCPLN,223.5,223.5,223.5,223.5,0.0,0.0
2019-03-25 07-PM,LTCPLN,224.9,224.9,223.5,223.5,2.27,506.37
2019-03-25 06-PM,LTCPLN,225,227,224.9,224.9,12.51,2816.84
2019-03-25 05-PM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-25 04-PM,LTCPLN,227,227,225,225,0.6013,135.3
2019-03-25 03-PM,LTCPLN,228.3,228.3,227,227,1.0,227.0
2019-03-25 02-PM,LTCPLN,225,228.3,225,228.3,0.3451,78.78
2019-03-25 01-PM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-25 12-PM,LTCPLN,225,225.12,225,225,3.62,814.98
2019-03-25 11-AM,LTCPLN,225.12,225.12,225,225,0.1992,44.83
2019-03-25 10-AM,LTCPLN,225,225.12,225,225.12,3.57,804.72
2019-03-25 09-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-25 08-AM,LTCPLN,225.12,225.12,225,225,0.5144,115.73
2019-03-25 07-AM,LTCPLN,225.12,225.12,225.12,225.12,0.0,0.0
2019-03-25 06-AM,LTCPLN,225,225.12,225,225.12,11.35,2556.06
2019-03-25 05-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-25 04-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-25 03-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-25 02-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-25 01-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-25 12-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-24 11-PM,LTCPLN,225,225,225,225,4.38,985.66
2019-03-24 10-PM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-24 09-PM,LTCPLN,225,225,225,225,0.434,97.66
2019-03-24 08-PM,LTCPLN,228.02,228.02,224.23,225,10.47,2352.6
2019-03-24 07-PM,LTCPLN,228.02,228.02,228.02,228.02,0.0,0.0
2019-03-24 06-PM,LTCPLN,228.11,228.11,228.02,228.02,0.3298,75.2
2019-03-24 05-PM,LTCPLN,229.39,229.39,228.11,228.11,0.4892,111.58
2019-03-24 04-PM,LTCPLN,229.39,229.39,229.39,229.39,0.0,0.0
2019-03-24 03-PM,LTCPLN,228.11,229.39,228.11,229.39,0.04185,9.6
2019-03-24 02-PM,LTCPLN,228.11,228.11,228.11,228.11,0.0,0.0
2019-03-24 01-PM,LTCPLN,229.35,229.35,228.11,228.11,0.7835,178.72
2019-03-24 12-PM,LTCPLN,229.35,229.35,229.35,229.35,0.3496,80.17
2019-03-24 11-AM,LTCPLN,229.35,229.35,229.35,229.35,0.03844,8.82
2019-03-24 10-AM,LTCPLN,229.35,229.35,229.35,229.35,0.0,0.0
2019-03-24 09-AM,LTCPLN,229.35,229.35,229.35,229.35,0.0,0.0
2019-03-24 08-AM,LTCPLN,229.35,229.35,229.35,229.35,0.0,0.0
2019-03-24 07-AM,LTCPLN,231.99,231.99,229.35,229.35,1.34,306.92
2019-03-24 06-AM,LTCPLN,229.35,231.99,229.35,231.99,0.04,9.28
2019-03-24 05-AM,LTCPLN,229.47,229.47,229.35,229.35,4.81,1104.09
2019-03-24 04-AM,LTCPLN,229.47,229.47,229.47,229.47,0.0,0.0
2019-03-24 03-AM,LTCPLN,229.47,229.47,229.47,229.47,0.0,0.0
2019-03-24 02-AM,LTCPLN,229.47,229.47,229.47,229.47,0.0,0.0
2019-03-24 01-AM,LTCPLN,229.47,229.47,229.47,229.47,0.0,0.0
2019-03-24 12-AM,LTCPLN,229.47,229.47,229.47,229.47,0.0,0.0
2019-03-23 11-PM,LTCPLN,230.12,230.12,229.47,229.47,3.92,898.66
2019-03-23 10-PM,LTCPLN,230.12,230.12,230.12,230.12,0.0,0.0
2019-03-23 09-PM,LTCPLN,230.12,230.12,230.12,230.12,0.0,0.0
2019-03-23 08-PM,LTCPLN,230.12,230.12,230.12,230.12,0.0,0.0
2019-03-23 07-PM,LTCPLN,230.12,230.12,230.12,230.12,0.0,0.0
2019-03-23 06-PM,LTCPLN,231.83,231.83,230.12,230.12,0.4345,100.0
2019-03-23 05-PM,LTCPLN,231.83,231.83,231.83,231.83,0.0,0.0
2019-03-23 04-PM,LTCPLN,231.83,231.83,231.83,231.83,0.0,0.0
2019-03-23 03-PM,LTCPLN,229.92,231.83,229.92,231.83,15.41,3573.2
2019-03-23 02-PM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 01-PM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 12-PM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 11-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 10-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 09-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 08-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 07-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 06-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 05-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 04-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 03-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 02-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 01-AM,LTCPLN,229.92,229.92,229.92,229.92,0.0,0.0
2019-03-23 12-AM,LTCPLN,228.5,229.92,228.5,229.92,6.23,1431.5
2019-03-22 11-PM,LTCPLN,228.5,228.5,228.5,228.5,0.1672,38.21
2019-03-22 10-PM,LTCPLN,228.5,228.5,228.5,228.5,0.0,0.0
2019-03-22 09-PM,LTCPLN,229.93,229.93,228.5,228.5,1.13,258.67
2019-03-22 08-PM,LTCPLN,229.93,229.93,229.93,229.93,0.0,0.0
2019-03-22 07-PM,LTCPLN,229.93,229.93,229.93,229.93,0.0,0.0
2019-03-22 06-PM,LTCPLN,229.25,229.93,229.25,229.93,3.84,882.96
2019-03-22 05-PM,LTCPLN,229.25,229.25,229.25,229.25,0.0,0.0
2019-03-22 04-PM,LTCPLN,227,229.25,227,229.25,8.46,1940.56
2019-03-22 03-PM,LTCPLN,227,227,227,227,0.0,0.0
2019-03-22 02-PM,LTCPLN,227,227,227,227,0.0,0.0
2019-03-22 01-PM,LTCPLN,223.8,227,223.8,227,13.07,2966.71
2019-03-22 12-PM,LTCPLN,222,223.8,222,223.8,12.0,2684.1
2019-03-22 11-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-22 10-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-22 09-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-22 08-AM,LTCPLN,222,222,222,222,0.09955,22.1
2019-03-22 07-AM,LTCPLN,227,227,222,222,9.04,2015.17
2019-03-22 06-AM,LTCPLN,222,227,222,227,2.22,494.53
2019-03-22 05-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-22 04-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-22 03-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-22 02-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-22 01-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-22 12-AM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-21 11-PM,LTCPLN,222,222,222,222,0.0,0.0
2019-03-21 10-PM,LTCPLN,226.96,226.96,222,222,1.4,310.68
2019-03-21 09-PM,LTCPLN,226.96,226.96,226.96,226.96,0.0,0.0
2019-03-21 08-PM,LTCPLN,221.07,226.96,221.07,226.96,12.25,2780.4
2019-03-21 07-PM,LTCPLN,221.07,221.07,221.07,221.07,0.0,0.0
2019-03-21 06-PM,LTCPLN,221,221.07,221,221.07,2.55,563.8
2019-03-21 05-PM,LTCPLN,221,221,221,221,0.0,0.0
2019-03-21 04-PM,LTCPLN,221,221,221,221,0.0,0.0
2019-03-21 03-PM,LTCPLN,221,221,221,221,13.68,3022.51
2019-03-21 02-PM,LTCPLN,221.04,221.04,221,221,2.5,552.28
2019-03-21 01-PM,LTCPLN,226.3,229.02,221.04,221.04,22.85,5164.46
2019-03-21 12-PM,LTCPLN,229.44,229.44,226.3,226.3,2.57,580.8
2019-03-21 11-AM,LTCPLN,229.44,229.44,229.44,229.44,0.0,0.0
2019-03-21 10-AM,LTCPLN,226.3,229.44,226.3,229.44,1.08,247.45
2019-03-21 09-AM,LTCPLN,226.3,226.3,226.3,226.3,0.0,0.0
2019-03-21 08-AM,LTCPLN,227,227,226.3,226.3,1.0,226.3
2019-03-21 07-AM,LTCPLN,226.3,227,226.3,227,0.2732,61.95
2019-03-21 06-AM,LTCPLN,226.37,226.37,226.3,226.3,2.56,579.92
2019-03-21 05-AM,LTCPLN,226.37,226.37,226.37,226.37,0.0,0.0
2019-03-21 04-AM,LTCPLN,226.37,226.37,226.37,226.37,0.0,0.0
2019-03-21 03-AM,LTCPLN,226.37,226.37,226.37,226.37,5.0,1131.84
2019-03-21 02-AM,LTCPLN,226.37,226.37,226.37,226.37,0.0,0.0
2019-03-21 01-AM,LTCPLN,226.37,226.37,226.37,226.37,0.0,0.0
2019-03-21 12-AM,LTCPLN,226.37,226.37,226.37,226.37,0.0,0.0
2019-03-20 11-PM,LTCPLN,226.37,226.37,226.37,226.37,0.0,0.0
2019-03-20 10-PM,LTCPLN,226.2,226.37,226.2,226.37,5.24,1185.59
2019-03-20 09-PM,LTCPLN,226.2,226.2,226.2,226.2,0.0,0.0
2019-03-20 08-PM,LTCPLN,228.8,228.8,226.2,226.2,4.39,993.25
2019-03-20 07-PM,LTCPLN,228.8,228.8,228.8,228.8,0.0,0.0
2019-03-20 06-PM,LTCPLN,228.22,228.8,228.22,228.8,15.09,3452.28
2019-03-20 05-PM,LTCPLN,225.9,228.22,225.9,228.22,0.201,45.8
2019-03-20 04-PM,LTCPLN,225.9,225.9,225.9,225.9,0.02184,4.93
2019-03-20 03-PM,LTCPLN,228.81,228.81,225.9,225.9,1.23,278.19
2019-03-20 02-PM,LTCPLN,228.81,228.81,228.81,228.81,0.0437,10.0
2019-03-20 01-PM,LTCPLN,225.21,228.81,225.21,228.81,9.0,2055.82
2019-03-20 12-PM,LTCPLN,225.21,225.21,225.21,225.21,0.0,0.0
2019-03-20 11-AM,LTCPLN,221.66,228.94,221.66,225.21,8.71,1964.44
2019-03-20 10-AM,LTCPLN,222.5,222.5,221,221.66,63.73,14116.48
2019-03-20 09-AM,LTCPLN,224.1,224.1,222.5,222.5,5.66,1267.4
2019-03-20 08-AM,LTCPLN,224.1,224.1,224.1,224.1,0.8956,200.71
2019-03-20 07-AM,LTCPLN,224.1,224.1,224.1,224.1,0.25,56.03
2019-03-20 06-AM,LTCPLN,224.1,224.1,224.1,224.1,0.0,0.0
2019-03-20 05-AM,LTCPLN,224.1,224.1,224.1,224.1,0.0,0.0
2019-03-20 04-AM,LTCPLN,224.1,224.1,224.1,224.1,3.65,818.44
2019-03-20 03-AM,LTCPLN,224.1,224.1,224.1,224.1,0.0,0.0
2019-03-20 02-AM,LTCPLN,224.1,224.1,224.1,224.1,0.0,0.0
2019-03-20 01-AM,LTCPLN,224.1,224.1,224.1,224.1,0.0,0.0
2019-03-20 12-AM,LTCPLN,224.17,224.17,224.1,224.1,0.7417,166.21
2019-03-19 11-PM,LTCPLN,224,224.17,224,224.17,13.25,2970.78
2019-03-19 10-PM,LTCPLN,224,224,224,224,0.0,0.0
2019-03-19 09-PM,LTCPLN,224,224,224,224,0.0,0.0
2019-03-19 08-PM,LTCPLN,229,229,224,224,8.3,1859.5
2019-03-19 07-PM,LTCPLN,226.3,229,226.3,229,7.21,1637.69
2019-03-19 06-PM,LTCPLN,228.99,228.99,226.3,226.3,8.85,2002.22
2019-03-19 05-PM,LTCPLN,228.99,228.99,228.99,228.99,0.0,0.0
2019-03-19 04-PM,LTCPLN,225.5,228.99,225.5,228.99,1.39,319.28
2019-03-19 03-PM,LTCPLN,229,229,225.5,225.5,15.83,3575.91
2019-03-19 02-PM,LTCPLN,229.52,229.52,229,229,2.18,500.05
2019-03-19 01-PM,LTCPLN,226,229.52,226,229.52,2.28,523.43
2019-03-19 12-PM,LTCPLN,225.04,226,225.04,226,0.415,93.8
2019-03-19 11-AM,LTCPLN,225.04,225.04,225.04,225.04,0.0,0.0
2019-03-19 10-AM,LTCPLN,225,225.04,225,225.04,5.29,1190.68
2019-03-19 09-AM,LTCPLN,229.51,229.51,224,225,13.0,2915.0
2019-03-19 08-AM,LTCPLN,229.51,229.51,229.51,229.51,0.0,0.0
2019-03-19 07-AM,LTCPLN,224,229.52,223.07,229.51,9.81,2219.1
2019-03-19 06-AM,LTCPLN,224.59,224.59,224,224,1.0,224.0
2019-03-19 05-AM,LTCPLN,224.59,224.59,224.59,224.59,0.0,0.0
2019-03-19 04-AM,LTCPLN,224.73,224.73,224.59,224.59,0.00879,1.97
2019-03-19 03-AM,LTCPLN,224.73,224.73,224.73,224.73,0.0,0.0
2019-03-19 02-AM,LTCPLN,224.73,224.73,224.73,224.73,0.0,0.0
2019-03-19 01-AM,LTCPLN,224.73,224.73,224.73,224.73,0.0,0.0
2019-03-19 12-AM,LTCPLN,224.73,224.73,224.73,224.73,0.0,0.0
2019-03-18 11-PM,LTCPLN,224.73,224.73,224.73,224.73,0.0,0.0
2019-03-18 10-PM,LTCPLN,224.73,224.73,224.73,224.73,0.0,0.0
2019-03-18 09-PM,LTCPLN,224.73,224.73,224.73,224.73,0.0,0.0
2019-03-18 08-PM,LTCPLN,224,224.73,224,224.73,0.9436,212.05
2019-03-18 07-PM,LTCPLN,224,224,224,224,0.0,0.0
2019-03-18 06-PM,LTCPLN,223.06,231.97,223.06,224,5.42,1222.7
2019-03-18 05-PM,LTCPLN,228,231.99,223.06,223.06,1.47,339.28
2019-03-18 04-PM,LTCPLN,228,228,228,228,0.0,0.0
2019-03-18 03-PM,LTCPLN,223.14,229,223.14,228,22.2,5029.99
2019-03-18 02-PM,LTCPLN,223.14,223.14,223.14,223.14,0.0,0.0
2019-03-18 01-PM,LTCPLN,223.49,229.78,223.14,223.14,1.27,291.94
2019-03-18 12-PM,LTCPLN,230,230,223.49,223.49,1.23,274.3
2019-03-18 11-AM,LTCPLN,232.3,232.3,230,230,0.04348,10.0
2019-03-18 10-AM,LTCPLN,223.55,232.3,223.1,232.3,6.87,1560.8
2019-03-18 09-AM,LTCPLN,223.41,223.55,223.41,223.55,1.63,365.41
2019-03-18 08-AM,LTCPLN,223.41,223.41,223.41,223.41,0.0,0.0
2019-03-18 07-AM,LTCPLN,223.1,223.41,223.1,223.41,0.999,223.18
2019-03-18 06-AM,LTCPLN,234.86,234.86,223.1,223.1,46.2,10420.65
2019-03-18 05-AM,LTCPLN,236,236,234.86,234.86,5.0,1174.29
2019-03-18 04-AM,LTCPLN,236,236,236,236,0.0,0.0
2019-03-18 03-AM,LTCPLN,236,236,236,236,0.0,0.0
2019-03-18 02-AM,LTCPLN,236,236,236,236,0.0,0.0
2019-03-18 01-AM,LTCPLN,226.47,236,226.47,236,8.9,2066.76
2019-03-18 12-AM,LTCPLN,227.41,230.74,226.47,226.47,0.1721,39.34
2019-03-17 11-PM,LTCPLN,227.41,227.41,227.41,227.41,0.0,0.0
2019-03-17 10-PM,LTCPLN,227.41,227.41,227.41,227.41,0.0,0.0
2019-03-17 09-PM,LTCPLN,227.41,227.41,227.41,227.41,0.0,0.0
2019-03-17 08-PM,LTCPLN,227.68,227.68,227.41,227.41,1.0,227.42
2019-03-17 07-PM,LTCPLN,227.68,227.68,227.68,227.68,0.0,0.0
2019-03-17 06-PM,LTCPLN,227.68,227.68,227.68,227.68,0.0,0.0
2019-03-17 05-PM,LTCPLN,227.68,227.68,227.68,227.68,0.0,0.0
2019-03-17 04-PM,LTCPLN,227.68,227.68,227.68,227.68,0.0,0.0
2019-03-17 03-PM,LTCPLN,227.68,227.68,227.68,227.68,0.0,0.0
2019-03-17 02-PM,LTCPLN,227.68,227.68,227.68,227.68,0.0,0.0
2019-03-17 01-PM,LTCPLN,227.68,227.68,227.68,227.68,0.0,0.0
2019-03-17 12-PM,LTCPLN,227.03,227.68,227.03,227.68,2.45,558.24
2019-03-17 11-AM,LTCPLN,227.03,227.03,227.03,227.03,0.0,0.0
2019-03-17 10-AM,LTCPLN,225.96,227.03,225.96,227.03,3.14,712.65
2019-03-17 09-AM,LTCPLN,225.96,225.96,225.96,225.96,0.0,0.0
2019-03-17 08-AM,LTCPLN,225.96,225.96,225.96,225.96,0.0,0.0
2019-03-17 07-AM,LTCPLN,225.96,225.96,225.96,225.96,0.0,0.0
2019-03-17 06-AM,LTCPLN,228,235.76,225.93,225.96,7.47,1689.7
2019-03-17 05-AM,LTCPLN,228,228,228,228,0.0,0.0
2019-03-17 04-AM,LTCPLN,228,228,228,228,0.0,0.0
2019-03-17 03-AM,LTCPLN,228,228,228,228,0.0,0.0
2019-03-17 02-AM,LTCPLN,236.1,236.1,228,228,10.39,2372.5
2019-03-17 01-AM,LTCPLN,230,236.1,230,236.1,0.8471,199.99
2019-03-17 12-AM,LTCPLN,230,230,230,230,0.02217,5.1
2019-03-16 11-PM,LTCPLN,230,230,230,230,0.0,0.0
2019-03-16 10-PM,LTCPLN,228.73,230,228.73,230,2.36,543.38
2019-03-16 09-PM,LTCPLN,228.66,228.73,228.66,228.73,4.99,1140.47
2019-03-16 08-PM,LTCPLN,230,230,228.5,228.66,26.72,6107.72
2019-03-16 07-PM,LTCPLN,230,230,230,230,0.0,0.0
2019-03-16 06-PM,LTCPLN,225.69,230,225.69,230,0.3639,83.7
2019-03-16 05-PM,LTCPLN,229.72,229.72,225.69,225.69,1.0,225.69
2019-03-16 04-PM,LTCPLN,239,245,224.42,229.72,30.94,7462.25
2019-03-16 03-PM,LTCPLN,224,239,224,239,53.49,12390.19
2019-03-16 02-PM,LTCPLN,222.6,224,222.6,224,9.17,2055.07
2019-03-16 01-PM,LTCPLN,225.1,232.47,222.6,222.6,14.62,3379.81
2019-03-16 12-PM,LTCPLN,226,226,224,225.1,3.69,831.23
2019-03-16 11-AM,LTCPLN,226,226,226,226,0.0,0.0
2019-03-16 10-AM,LTCPLN,230,230,222,226,34.83,7885.29
2019-03-16 09-AM,LTCPLN,231.98,231.98,228.05,230,7.97,1822.88
2019-03-16 08-AM,LTCPLN,232.85,232.85,227.3,231.98,11.86,2697.4
2019-03-16 07-AM,LTCPLN,232.79,232.85,232.79,232.85,0.03,6.99
2019-03-16 06-AM,LTCPLN,233.87,233.87,232.79,232.79,0.01,2.33
2019-03-16 05-AM,LTCPLN,225,233.87,225,233.87,1.48,335.34
2019-03-16 04-AM,LTCPLN,225,225,225,225,0.0,0.0
2019-03-16 03-AM,LTCPLN,232,232,225,225,2.06,462.99
2019-03-16 02-AM,LTCPLN,232,232,232,232,0.0,0.0
2019-03-16 01-AM,LTCPLN,221.89,235,221.89,232,70.69,15973.59
2019-03-16 12-AM,LTCPLN,221.85,221.89,221.85,221.89,2.11,468.75
2019-03-15 11-PM,LTCPLN,220.06,221.85,220.06,221.85,3.0,665.55
2019-03-15 10-PM,LTCPLN,223.44,223.44,220.06,220.06,1.94,430.5
2019-03-15 09-PM,LTCPLN,223.44,223.44,223.44,223.44,0.0,0.0
2019-03-15 08-PM,LTCPLN,222.61,223.49,220.05,223.44,29.81,6635.25
2019-03-15 07-PM,LTCPLN,219,222.61,219,222.61,6.61,1472.43
2019-03-15 06-PM,LTCPLN,222.66,222.66,219,219,18.3,4034.81
2019-03-15 05-PM,LTCPLN,220.09,222.66,220.09,222.66,3.0,667.98
2019-03-15 04-PM,LTCPLN,219.13,223.29,219.13,220.09,28.83,6421.42
2019-03-15 03-PM,LTCPLN,210.01,222,210.01,219.13,29.53,6515.78
2019-03-15 02-PM,LTCPLN,219,220.33,210.01,210.01,23.18,4946.49
2019-03-15 01-PM,LTCPLN,219.88,220.96,215.02,219,54.17,11739.36
2019-03-15 12-PM,LTCPLN,213,219.94,213,219.88,76.06,16659.11
2019-03-15 11-AM,LTCPLN,213,213,213,213,339.36,72284.62
2019-03-15 10-AM,LTCPLN,209.01,213,209.01,213,161.88,34480.87
2019-03-15 09-AM,LTCPLN,210.18,212,208.01,209.01,26.67,5592.57
2019-03-15 08-AM,LTCPLN,213,213,209.84,210.18,10.49,2207.12
2019-03-15 07-AM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-15 06-AM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-15 05-AM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-15 04-AM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-15 03-AM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-15 02-AM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-15 01-AM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-15 12-AM,LTCPLN,210.15,213,210.15,213,32.35,6890.17
2019-03-14 11-PM,LTCPLN,210.15,210.15,210.15,210.15,0.0,0.0
2019-03-14 10-PM,LTCPLN,213,213,210.14,210.15,12.36,2597.98
2019-03-14 09-PM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-14 08-PM,LTCPLN,212.83,213,212.65,213,59.15,12591.4
2019-03-14 07-PM,LTCPLN,212.83,212.83,212.83,212.83,0.0,0.0
2019-03-14 06-PM,LTCPLN,215.74,215.74,212.83,212.83,2.8,595.92
2019-03-14 05-PM,LTCPLN,215.74,215.74,215.74,215.74,0.0,0.0
2019-03-14 04-PM,LTCPLN,207.18,215.74,207.18,215.74,0.5562,120.0
2019-03-14 03-PM,LTCPLN,205.42,207.18,205.42,207.18,0.2653,54.96
2019-03-14 02-PM,LTCPLN,208.2,217,205.42,205.42,46.07,9663.03
2019-03-14 01-PM,LTCPLN,208.2,208.2,208.2,208.2,0.0,0.0
2019-03-14 12-PM,LTCPLN,210.3,210.3,208.2,208.2,5.68,1187.05
2019-03-14 11-AM,LTCPLN,210.21,210.3,210.21,210.3,1.38,290.41
2019-03-14 10-AM,LTCPLN,212.59,212.59,210.21,210.21,4.47,942.77
2019-03-14 09-AM,LTCPLN,208.18,212.59,208.18,212.59,9.41,1999.9
2019-03-14 08-AM,LTCPLN,208.09,212.8,208.09,208.18,2.07,435.8
2019-03-14 07-AM,LTCPLN,208.09,208.09,208.09,208.09,0.0,0.0
2019-03-14 06-AM,LTCPLN,213.05,213.05,208.09,208.09,10.89,2265.64
2019-03-14 05-AM,LTCPLN,205.31,213.05,205.31,213.05,4.97,1059.14
2019-03-14 04-AM,LTCPLN,205.31,205.31,205.31,205.31,0.0,0.0
2019-03-14 03-AM,LTCPLN,205.31,205.31,205.31,205.31,0.0,0.0
2019-03-14 02-AM,LTCPLN,205.31,205.31,205.31,205.31,0.0,0.0
2019-03-14 01-AM,LTCPLN,205.31,205.31,205.31,205.31,0.0,0.0
2019-03-14 12-AM,LTCPLN,205.31,205.31,205.31,205.31,0.0,0.0
2019-03-13 11-PM,LTCPLN,205.31,205.31,205.31,205.31,0.0,0.0
2019-03-13 10-PM,LTCPLN,205.31,205.31,205.31,205.31,0.0,0.0
2019-03-13 09-PM,LTCPLN,211,211,205.31,205.31,9.49,1973.2
2019-03-13 08-PM,LTCPLN,212,216.47,211,211,4.2,887.83
2019-03-13 07-PM,LTCPLN,212,212,212,212,0.0,0.0
2019-03-13 06-PM,LTCPLN,213,213,212,212,4.18,886.47
2019-03-13 05-PM,LTCPLN,213,213,213,213,0.0,0.0
2019-03-13 04-PM,LTCPLN,217.78,217.78,213,213,25.92,5557.41
2019-03-13 03-PM,LTCPLN,213,217.78,213,217.78,1.15,250.0
2019-03-13 02-PM,LTCPLN,211.01,213,211.01,213,104.29,22192.11
2019-03-13 01-PM,LTCPLN,217.96,217.97,211.01,211.01,3.07,653.82
2019-03-13 12-PM,LTCPLN,218.48,218.48,217.96,217.96,9.18,2000.0
2019-03-13 11-AM,LTCPLN,210,218.48,210,218.48,4.97,1086.5
2019-03-13 10-AM,LTCPLN,210,210,210,210,0.0,0.0
2019-03-13 09-AM,LTCPLN,218,218,210,210,2.79,590.95
2019-03-13 08-AM,LTCPLN,218,218,218,218,0.0,0.0
2019-03-13 07-AM,LTCPLN,218,218,218,218,0.0,0.0
2019-03-13 06-AM,LTCPLN,218,218,218,218,0.6866,149.68
2019-03-13 05-AM,LTCPLN,218,218,218,218,0.0,0.0
2019-03-13 04-AM,LTCPLN,218,218,218,218,0.0,0.0
