Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume AST,Volume BTC
2018-05-28,ASTBTC,3.69e-05,3.734e-05,3.354e-05,3.429e-05,1530545.0,53.8
2018-05-27,ASTBTC,3.86e-05,3.935e-05,3.675e-05,3.69e-05,1382266.0,52.12
2018-05-26,ASTBTC,3.829e-05,3.9e-05,3.411e-05,3.86e-05,950229.0,36.22
2018-05-25,ASTBTC,3.915e-05,3.923e-05,3.732e-05,3.829e-05,1083999.0,41.68
2018-05-24,ASTBTC,4.053e-05,4.129e-05,2.66e-05,3.915e-05,2860460.0,109.71
2018-05-23,ASTBTC,4.169e-05,4.217e-05,3.765e-05,4.053e-05,2715419.0,108.37
2018-05-22,ASTBTC,4.738e-05,4.831e-05,4.04e-05,4.169e-05,3739132.0,162.26
2018-05-21,ASTBTC,5.019e-05,5.22e-05,4.56e-05,4.738e-05,7337869.0,360.01
2018-05-20,ASTBTC,4.28e-05,5.02e-05,4.24e-05,5.019e-05,4223024.0,193.72
2018-05-19,ASTBTC,4.219e-05,4.39e-05,4.135e-05,4.28e-05,1524114.0,64.92
2018-05-18,ASTBTC,4.083e-05,4.47e-05,4.021e-05,4.219e-05,2840605.0,121.42
2018-05-17,ASTBTC,4.048e-05,4.527e-05,4.035e-05,4.083e-05,3760303.0,160.7
2018-05-16,ASTBTC,4.048e-05,4.2e-05,3.974e-05,4.048e-05,1506250.0,61.43
2018-05-15,ASTBTC,4.216e-05,4.343e-05,4.0e-05,4.048e-05,1998974.0,83.44
2018-05-14,ASTBTC,4.494e-05,4.502e-05,4.086e-05,4.216e-05,2279333.0,96.53
2018-05-13,ASTBTC,4.257e-05,5.075e-05,4.1e-05,4.494e-05,3067895.0,136.18
2018-05-12,ASTBTC,4.44e-05,4.447e-05,4.027e-05,4.257e-05,1749777.0,74.0
2018-05-11,ASTBTC,4.615e-05,4.635e-05,4.105e-05,4.44e-05,3181228.0,139.09
2018-05-10,ASTBTC,4.765e-05,5.138e-05,4.611e-05,4.615e-05,3020898.0,148.07
2018-05-09,ASTBTC,4.993e-05,5.133e-05,4.623e-05,4.765e-05,2586966.0,126.18
2018-05-08,ASTBTC,4.896e-05,5.4e-05,4.736e-05,4.993e-05,4116185.0,206.58
2018-05-07,ASTBTC,5.075e-05,5.123e-05,4.553e-05,4.896e-05,4110455.0,197.75
2018-05-06,ASTBTC,5.24e-05,5.305e-05,4.651e-05,5.075e-05,3721219.0,184.73
2018-05-05,ASTBTC,5.333e-05,5.395e-05,5.061e-05,5.24e-05,2946232.0,153.78
2018-05-04,ASTBTC,5.94e-05,6.0e-05,5.023e-05,5.333e-05,7817658.0,417.6
2018-05-03,ASTBTC,6.186e-05,6.377e-05,5.84e-05,5.94e-05,3482466.0,215.27
2018-05-02,ASTBTC,6.026e-05,6.303e-05,5.911e-05,6.186e-05,3235477.0,197.76
2018-05-01,ASTBTC,5.851e-05,6.196e-05,5.605e-05,6.026e-05,3313022.0,196.37
