Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume EUR
2019-08-07,LTCEUR,83.24,83.55,82.36,83.55,353.7,29233.34
2019-08-06,LTCEUR,85.71,88.59,80.8,83.24,26221.19,2222110.27
2019-08-05,LTCEUR,83.86,96.13,83.86,85.71,65738.56,5870278.94
2019-08-04,LTCEUR,84.67,85.24,81.4,83.86,10081.22,840591.05
2019-08-03,LTCEUR,85.36,87.01,84.27,84.67,7183.35,615961.37
2019-08-02,LTCEUR,89.33,90.13,83.38,85.36,16264.79,1402233.52
2019-08-01,LTCEUR,89.2,90.75,86.59,89.33,12970.26,1151645.22
2019-07-31,LTCEUR,81.03,90.43,80.87,89.2,13933.52,1208406.01
2019-07-30,LTCEUR,80.6,83.31,79.4,81.03,4784.05,390074.33
2019-07-29,LTCEUR,80.83,83.27,78.63,80.6,9179.72,740062.28
2019-07-28,LTCEUR,79.87,81.75,75,80.83,10743.08,846565.16
2019-07-27,LTCEUR,84.76,86.72,77.84,79.87,10684.93,865016.81
2019-07-26,LTCEUR,83.69,85,80.91,84.76,6422.73,536402.28
2019-07-25,LTCEUR,84.99,86.78,82.14,83.69,7179.25,608660.64
2019-07-24,LTCEUR,80.44,87.4,78.11,84.99,16294.49,1345327.95
2019-07-23,LTCEUR,84.87,84.87,79.32,80.44,12886.56,1051918.95
2019-07-22,LTCEUR,88.89,90,81.1,84.87,16689.95,1405633.67
2019-07-21,LTCEUR,89.84,90.74,86.25,88.89,8926.33,786420.57
2019-07-20,LTCEUR,87.87,94.41,87.42,89.84,9526.94,869532.93
2019-07-19,LTCEUR,89.88,90.21,84.66,87.87,20676.87,1801308.42
2019-07-18,LTCEUR,80.46,80.6,77.73,79.5,1074.77,84725.33
2019-07-17,LTCEUR,71,84.63,68.57,80.46,43099.86,3352549.71
2019-07-16,LTCEUR,80.77,81.45,68.47,71,25136.67,1874362.29
2019-07-15,LTCEUR,79.59,82.64,75.12,80.77,17705.98,1398543.52
2019-07-14,LTCEUR,89.86,90.36,78.29,79.59,22681.75,1875578.25
2019-07-13,LTCEUR,93.28,93.28,86.44,89.86,11323.27,1019210.11
2019-07-12,LTCEUR,90.94,95.48,89.69,93.28,13579.24,1267156.73
2019-07-11,LTCEUR,96.14,96.14,84.52,90.94,27452.34,2470650.52
2019-07-10,LTCEUR,106.71,107.45,91.14,96.14,36536.84,3546885.41
2019-07-09,LTCEUR,110.18,110.77,105.27,106.71,9762.19,1054729.38
2019-07-08,LTCEUR,107.09,111.72,105.5,110.18,9969.65,1074082.66
2019-07-07,LTCEUR,105.25,107.9,104.54,107.09,4124.67,437191.56
2019-07-06,LTCEUR,105.69,108.88,104.5,105.25,4433.68,472442.66
2019-07-05,LTCEUR,106.18,107.42,104.05,105.69,11868.3,1252466.18
2019-07-04,LTCEUR,107.78,113.07,105.16,106.18,13399.32,1461001.82
2019-07-03,LTCEUR,105.11,108.94,103.79,107.78,12608.94,1343899.04
2019-07-02,LTCEUR,108.66,109.24,99.18,105.11,16586.48,1710606.12
2019-07-01,LTCEUR,107,110.93,100.3,108.66,15785.2,1667375.3
2019-06-30,LTCEUR,117.55,120,105,107,23088.31,2600817.47
2019-06-29,LTCEUR,105.02,119.75,101,117.55,17640.91,1971666.31
2019-06-28,LTCEUR,99.88,106.6,98.84,105.02,12751.2,1315585.52
2019-06-27,LTCEUR,114.99,116.01,96.18,99.88,46252.21,4740295.71
2019-06-26,LTCEUR,119.36,121.5,110.05,114.99,38346.4,4481748.47
2019-06-25,LTCEUR,118.96,121.74,113.12,119.36,16113.01,1895843.79
2019-06-24,LTCEUR,119.67,119.9,116.17,118.96,13869.68,1640019.39
2019-06-23,LTCEUR,124.22,125.2,119.35,119.67,9305.99,1139554.12
2019-06-22,LTCEUR,122.26,128.63,120.56,124.22,25595.8,3186695.27
2019-06-21,LTCEUR,120.52,125.18,119.67,122.26,15952.87,1944484.8
2019-06-20,LTCEUR,121.78,121.94,118.04,120.52,13126.07,1576622.19
2019-06-19,LTCEUR,120.78,124.85,119.2,121.78,11731.34,1436646.76
2019-06-18,LTCEUR,119.33,122.33,114.4,120.78,10756.27,1276316.48
2019-06-17,LTCEUR,122.26,122.36,116.83,119.33,13222.71,1586458.38
2019-06-16,LTCEUR,123.35,123.6,119.2,122.26,13347.68,1615415.21
2019-06-15,LTCEUR,118.72,124.91,118.72,123.35,10588.8,1289067.58
2019-06-14,LTCEUR,116.48,118.72,112.25,118.72,12536.88,1447635.43
2019-06-13,LTCEUR,120.67,121.47,113.56,116.48,27279.57,3193780.46
2019-06-12,LTCEUR,120.4,127.46,115.77,120.67,29456.46,3603524.35
2019-06-11,LTCEUR,114.48,122.82,110.65,120.4,33939.79,3943621.85
