Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume WTC,Volume BTC
2019-06-07,WTCBTC,0.0002646,0.0002743,0.0002586,0.0002624,1376750.29,368.5
2019-06-06,WTCBTC,0.0002527,0.0002697,0.0002518,0.0002646,1230872.3,319.62
2019-06-05,WTCBTC,0.0002544,0.0002563,0.0002505,0.0002527,856442.12,216.44
2019-06-04,WTCBTC,0.0002567,0.0002627,0.0002487,0.0002544,1043427.47,267.45
2019-06-03,WTCBTC,0.0002612,0.0002623,0.0002521,0.0002567,1114476.47,287.55
2019-06-02,WTCBTC,0.000263,0.0002723,0.0002552,0.0002612,1355235.77,355.35
2019-06-01,WTCBTC,0.0002755,0.0002781,0.0002603,0.000263,1319392.67,353.72
2019-05-31,WTCBTC,0.0002856,0.0002935,0.0002701,0.0002755,1608789.45,452.7
2019-05-30,WTCBTC,0.0002815,0.000338,0.0002789,0.0002856,4066160.13,1229.31
2019-05-29,WTCBTC,0.0002628,0.0002852,0.0002566,0.0002815,1454358.45,393.03
2019-05-28,WTCBTC,0.0002698,0.0002721,0.0002587,0.0002628,1117676.25,297.33
2019-05-27,WTCBTC,0.0002556,0.0002742,0.0002527,0.0002698,1097664.13,286.84
2019-05-26,WTCBTC,0.0002768,0.0002896,0.0002484,0.0002556,1350912.65,370.36
2019-05-25,WTCBTC,0.000275,0.0002855,0.0002701,0.0002768,1096143.44,304.99
2019-05-24,WTCBTC,0.00028,0.0002927,0.0002681,0.000275,1172968.71,330.19
2019-05-23,WTCBTC,0.0002858,0.0002937,0.0002771,0.00028,1031285.83,294.14
2019-05-22,WTCBTC,0.0002843,0.0003,0.0002783,0.0002858,1353498.8,387.75
2019-05-21,WTCBTC,0.0002743,0.000286,0.0002728,0.0002843,1209454.87,335.67
2019-05-20,WTCBTC,0.0002711,0.0002868,0.0002663,0.0002743,1167472.89,322.32
2019-05-19,WTCBTC,0.0003016,0.0003032,0.0002688,0.0002711,1121654.75,318.24
2019-05-18,WTCBTC,0.0003123,0.0003123,0.0002937,0.0003016,1070069.18,322.62
2019-05-17,WTCBTC,0.0002823,0.0003143,0.0002751,0.0003123,1721436.49,503.73
2019-05-16,WTCBTC,0.0002944,0.0003154,0.000276,0.0002823,1883368.4,551.18
2019-05-15,WTCBTC,0.0002676,0.000301,0.000262,0.0002944,908764.25,257.21
2019-05-14,WTCBTC,0.000276,0.0002971,0.0002481,0.0002676,1397518.27,384.92
2019-05-13,WTCBTC,0.000277,0.0003178,0.000265,0.000276,1956509.33,579.4
2019-05-12,WTCBTC,0.0002717,0.0002905,0.0002675,0.000277,1042608.12,291.73
2019-05-11,WTCBTC,0.0002945,0.0003159,0.0002678,0.0002717,1393905.85,399.21
2019-05-10,WTCBTC,0.0002704,0.0003204,0.0002577,0.0002945,1510984.77,441.73
2019-05-09,WTCBTC,0.0003027,0.0003027,0.0002638,0.0002704,1096473.15,310.26
2019-05-08,WTCBTC,0.0003196,0.0003222,0.0002994,0.0003027,875954.37,275.8
2019-05-07,WTCBTC,0.0003574,0.0003642,0.000341,0.0003499,827249.92,290.35
2019-05-06,WTCBTC,0.0003422,0.0003607,0.0003362,0.0003574,1120894.16,389.98
2019-05-05,WTCBTC,0.0003507,0.0003623,0.0003392,0.0003422,899443.61,318.45
2019-05-04,WTCBTC,0.0003683,0.000388,0.0003465,0.0003507,786277.81,285.76
2019-05-03,WTCBTC,0.0003849,0.0003868,0.0003561,0.0003683,1020108.52,376.48
2019-05-02,WTCBTC,0.0003948,0.0004057,0.000383,0.0003849,917277.39,362.9
2019-05-01,WTCBTC,0.0004029,0.0004159,0.0003909,0.0003948,748383.15,304.63
2019-04-30,WTCBTC,0.0003781,0.0004085,0.0003771,0.0004029,1041311.9,413.37
2019-04-29,WTCBTC,0.0003893,0.0004006,0.0003596,0.0003781,1317047.02,505.02
2019-04-28,WTCBTC,0.0004098,0.0004256,0.0003849,0.0003893,1112969.06,453.14
2019-04-27,WTCBTC,0.0004005,0.0004189,0.0003939,0.0004098,1661004.64,679.99
2019-04-26,WTCBTC,0.0004143,0.0004176,0.0003902,0.0004005,1658080.52,672.51
2019-04-25,WTCBTC,0.0004341,0.0004536,0.0004124,0.0004143,1296323.51,569.35
2019-04-24,WTCBTC,0.0004466,0.0004799,0.0004001,0.0004341,2081167.12,931.74
2019-04-23,WTCBTC,0.0004779,0.0004989,0.0004421,0.0004466,1409563.31,667.44
2019-04-22,WTCBTC,0.0004905,0.000507,0.0004692,0.0004779,1392098.54,682.32
2019-04-21,WTCBTC,0.0005132,0.0005323,0.0004577,0.0004905,2208569.15,1079.63
2019-04-20,WTCBTC,0.000478,0.000528,0.0004727,0.0005132,2769406.22,1393.62
2019-04-19,WTCBTC,0.0004378,0.0005004,0.0004311,0.000478,3478494.59,1621.05
2019-04-18,WTCBTC,0.0004212,0.0004464,0.0004211,0.0004378,1843072.65,802.68
2019-04-17,WTCBTC,0.0004131,0.0004345,0.000407,0.0004212,1577852.82,667.9
2019-04-16,WTCBTC,0.0004063,0.0004291,0.0004052,0.0004131,1714075.74,718.46
2019-04-15,WTCBTC,0.000422,0.000444,0.0004061,0.0004063,2210139.59,952.63
2019-04-14,WTCBTC,0.0004234,0.0004363,0.0004077,0.000422,1777770.89,746.69
2019-04-13,WTCBTC,0.0004131,0.0004359,0.0004042,0.0004234,2228743.05,952.15
2019-04-12,WTCBTC,0.0003947,0.000424,0.0003668,0.0004131,1784604.84,721.4
2019-04-11,WTCBTC,0.0003873,0.0003999,0.0003563,0.0003947,1573009.78,591.24
2019-04-10,WTCBTC,0.0004051,0.0004278,0.0003853,0.0003873,1614993.8,670.42
2019-04-09,WTCBTC,0.0004216,0.0004304,0.0003972,0.0004051,1384115.72,574.26
2019-04-08,WTCBTC,0.0004399,0.000459,0.0004152,0.0004216,1503542.29,655.31
2019-04-07,WTCBTC,0.0004455,0.0004779,0.0004382,0.0004399,2222035.46,1017.05
2019-04-06,WTCBTC,0.0004235,0.0004615,0.0004219,0.0004455,3094240.36,1378.53
2019-04-05,WTCBTC,0.0004119,0.0004434,0.000409,0.0004235,1379095.48,587.98
2019-04-04,WTCBTC,0.0003914,0.0004464,0.0003849,0.0004119,1705196.95,714.65
2019-04-03,WTCBTC,0.000409,0.0004539,0.0003781,0.0003914,2733809.35,1151.89
2019-04-02,WTCBTC,0.0004639,0.0005341,0.000368,0.000409,5071744.08,2300.1
2019-04-01,WTCBTC,0.0004031,0.0004874,0.0003957,0.0004639,4904501.54,2175.93
2019-03-19,WTCBTC,0.000317,0.0003216,0.000316,0.0003216,37724.51,11.99
2019-03-18,WTCBTC,0.0003297,0.0003313,0.0003129,0.000317,1911202.78,617.11
2019-03-17,WTCBTC,0.0003386,0.00034,0.0003213,0.0003297,2039801.34,668.7
2019-03-16,WTCBTC,0.0003308,0.0003485,0.0003228,0.0003386,2625820.04,879.97
2019-03-15,WTCBTC,0.0003192,0.000334,0.000318,0.0003308,1920659.63,629.4
2019-03-14,WTCBTC,0.0003273,0.00033,0.00031,0.0003192,1959258.72,629.0
2019-03-13,WTCBTC,0.0003269,0.0003398,0.0003131,0.0003273,2664759.64,871.06
2019-03-12,WTCBTC,0.000307,0.000333,0.0002927,0.0003269,2146591.7,673.78
2019-03-11,WTCBTC,0.0003012,0.0003176,0.0003009,0.000307,2088219.13,644.94
2019-03-10,WTCBTC,0.0002992,0.0003074,0.0002936,0.0003012,1842382.5,553.83
2019-03-09,WTCBTC,0.0002844,0.0003005,0.0002824,0.0002992,1588413.16,462.73
2019-03-08,WTCBTC,0.0002895,0.0002967,0.0002827,0.0002844,1254955.73,364.11
2019-03-07,WTCBTC,0.0002862,0.0002926,0.000285,0.0002895,1263697.94,365.16
2019-03-06,WTCBTC,0.0002831,0.0002936,0.0002813,0.0002862,1246603.42,357.32
2019-03-05,WTCBTC,0.0002836,0.0002885,0.0002804,0.0002831,1185065.36,337.75
2019-03-04,WTCBTC,0.0003095,0.000321,0.0002759,0.0002836,1888893.23,557.56
2019-03-03,WTCBTC,0.0002896,0.000315,0.0002884,0.0003095,2060516.95,616.35
2019-03-02,WTCBTC,0.0002921,0.0002924,0.00028,0.0002896,966585.11,276.92
2019-03-01,WTCBTC,0.0002847,0.0002943,0.0002842,0.0002921,1052806.96,305.81
2019-02-28,WTCBTC,0.0002762,0.0002885,0.0002747,0.0002847,1163812.59,328.32
2019-02-27,WTCBTC,0.0002809,0.0002868,0.0002725,0.0002762,1222940.82,343.52
2019-02-26,WTCBTC,0.0002678,0.0002828,0.000264,0.0002809,1746646.48,480.63
2019-02-25,WTCBTC,0.0002672,0.0002706,0.000263,0.0002678,969838.38,258.69
2019-02-24,WTCBTC,0.0002721,0.0002789,0.0002625,0.0002672,1239796.1,337.64
2019-02-23,WTCBTC,0.00027,0.0002818,0.0002659,0.0002721,1596702.45,437.32
2019-02-22,WTCBTC,0.000272,0.0002729,0.0002622,0.00027,888994.26,238.91
2019-02-21,WTCBTC,0.0002832,0.0002841,0.00027,0.000272,949146.12,263.31
2019-02-20,WTCBTC,0.0002797,0.0002925,0.0002758,0.0002832,1515038.11,429.16
2019-02-19,WTCBTC,0.0002877,0.0003024,0.0002782,0.0002797,1497738.53,431.35
2019-02-18,WTCBTC,0.0002771,0.0003019,0.0002744,0.0002877,2222291.3,644.04
2019-02-17,WTCBTC,0.0002735,0.0002799,0.0002722,0.0002771,209769.99,57.94
2019-02-16,WTCBTC,0.0002772,0.0002785,0.0002706,0.0002735,199257.14,54.56
2019-02-15,WTCBTC,0.0002721,0.0002789,0.0002714,0.0002772,243020.03,66.86
2019-02-14,WTCBTC,0.0002785,0.0002808,0.00027,0.0002721,334891.23,92.28
2019-02-13,WTCBTC,0.0002791,0.000284,0.0002756,0.0002785,418409.28,116.59
2019-02-12,WTCBTC,0.0002784,0.0002893,0.000274,0.0002791,504453.25,140.33
2019-02-11,WTCBTC,0.0002799,0.0002831,0.0002757,0.0002784,368686.12,103.05
2019-02-10,WTCBTC,0.0002776,0.0002815,0.0002719,0.0002799,369368.69,102.42
2019-02-09,WTCBTC,0.0002728,0.0002875,0.0002697,0.0002776,767536.9,213.51
2019-02-08,WTCBTC,0.0002717,0.0002792,0.0002674,0.0002728,436797.55,119.23
2019-02-07,WTCBTC,0.0002733,0.0002785,0.0002676,0.0002717,301347.95,82.44
2019-02-06,WTCBTC,0.0002785,0.0002821,0.0002678,0.0002733,491818.95,133.85
2019-02-05,WTCBTC,0.0002773,0.0002908,0.0002737,0.0002785,651481.98,183.63
2019-02-04,WTCBTC,0.0002659,0.0002957,0.0002629,0.0002773,1092641.52,305.42
2019-02-03,WTCBTC,0.0002715,0.0002744,0.0002642,0.0002659,194370.18,52.35
2019-02-02,WTCBTC,0.0002704,0.0002748,0.0002678,0.0002715,246442.01,66.67
2019-02-01,WTCBTC,0.0002684,0.0002761,0.0002664,0.0002704,298544.03,81.12
2019-01-31,WTCBTC,0.0002865,0.0002902,0.0002663,0.0002684,587215.69,161.99
2019-01-30,WTCBTC,0.000289,0.0002909,0.0002826,0.0002865,385327.56,110.37
2019-01-29,WTCBTC,0.0002932,0.0002968,0.0002816,0.000289,482241.3,139.5
2019-01-28,WTCBTC,0.0002962,0.0002967,0.0002766,0.0002932,802261.72,227.79
2019-01-27,WTCBTC,0.0003109,0.0003116,0.0002944,0.0002962,746116.95,226.14
2019-01-26,WTCBTC,0.0003132,0.0003147,0.000306,0.0003109,496608.73,154.1
2019-01-25,WTCBTC,0.0003049,0.0003188,0.0003036,0.0003132,934377.16,293.35
2019-01-24,WTCBTC,0.0003058,0.0003116,0.0003012,0.0003049,527928.59,161.78
2019-01-23,WTCBTC,0.0003174,0.0003188,0.0002995,0.0003058,705793.12,219.57
2019-01-22,WTCBTC,0.0003121,0.0003228,0.0003025,0.0003174,870304.84,271.37
2019-01-21,WTCBTC,0.0003156,0.0003233,0.0003096,0.0003121,480005.01,151.35
2019-01-20,WTCBTC,0.000331,0.0003345,0.0003054,0.0003156,815224.69,259.09
2019-01-19,WTCBTC,0.0003138,0.0003365,0.0003097,0.000331,982632.68,315.76
2019-01-18,WTCBTC,0.0003342,0.000336,0.0003097,0.0003138,937422.03,301.08
2019-01-17,WTCBTC,0.0003501,0.0003512,0.0003242,0.0003342,1727989.75,577.65
2019-01-16,WTCBTC,0.0003192,0.000363,0.0003138,0.0003501,2663826.11,905.09
2019-01-15,WTCBTC,0.0003071,0.0003216,0.0003044,0.0003192,1132239.97,352.95
2019-01-14,WTCBTC,0.0002986,0.0003133,0.0002965,0.0003071,790102.81,241.63
2019-01-13,WTCBTC,0.0003037,0.000319,0.0002953,0.0002986,997790.06,303.94
2019-01-12,WTCBTC,0.0002919,0.0003247,0.0002871,0.0003037,1011538.26,307.74
2019-01-11,WTCBTC,0.0002941,0.0002945,0.000286,0.0002919,515705.72,149.89
2019-01-10,WTCBTC,0.0003176,0.0003256,0.0002795,0.0002941,1152303.47,350.64
2019-01-09,WTCBTC,0.0003108,0.0003296,0.0003075,0.0003176,1084321.97,344.34
2019-01-08,WTCBTC,0.0003036,0.0003155,0.0002982,0.0003108,874280.93,266.07
2019-01-07,WTCBTC,0.0003076,0.0003329,0.0003012,0.0003036,1737345.74,549.62
2019-01-06,WTCBTC,0.0002957,0.0003191,0.000293,0.0003076,1163156.87,353.41
2019-01-05,WTCBTC,0.0002974,0.0003048,0.0002933,0.0002957,691183.65,205.89
2019-01-04,WTCBTC,0.0003,0.000301,0.0002908,0.0002974,621960.34,184.1
2019-01-03,WTCBTC,0.0002927,0.0003015,0.0002908,0.0003,645244.52,191.51
2019-01-02,WTCBTC,0.0002915,0.000297,0.0002887,0.0002927,551793.65,161.72
2019-01-01,WTCBTC,0.0002939,0.0002972,0.0002866,0.0002915,457397.61,133.66
2018-12-31,WTCBTC,0.0003177,0.0003185,0.000286,0.0002939,848900.4,255.13
2018-12-30,WTCBTC,0.0002849,0.0003341,0.0002826,0.0003177,1808664.22,566.15
2018-12-29,WTCBTC,0.0002927,0.0002949,0.0002813,0.0002849,564807.75,162.04
2018-12-28,WTCBTC,0.0002916,0.0002959,0.0002758,0.0002927,630877.21,179.41
2018-12-27,WTCBTC,0.0003042,0.0003068,0.000279,0.0002916,774884.45,226.75
2018-12-26,WTCBTC,0.0003136,0.000317,0.0003025,0.0003042,622688.58,192.87
2018-12-25,WTCBTC,0.0003328,0.0003494,0.0003056,0.0003136,1895774.67,609.47
2018-12-24,WTCBTC,0.0003039,0.0003423,0.0003001,0.0003328,2051163.07,658.59
2018-12-23,WTCBTC,0.0002943,0.0003098,0.0002914,0.0003039,798419.79,239.73
2018-12-22,WTCBTC,0.0002871,0.0002996,0.000285,0.0002943,609642.11,178.57
2018-12-21,WTCBTC,0.0002913,0.0002977,0.000276,0.0002871,938391.49,269.33
2018-12-20,WTCBTC,0.0002888,0.0003133,0.0002792,0.0002913,1450873.29,428.58
2018-12-19,WTCBTC,0.0002841,0.0003179,0.0002814,0.0002888,1568198.9,470.3
2018-12-18,WTCBTC,0.0002821,0.0002988,0.0002783,0.0002841,616319.42,176.53
2018-12-17,WTCBTC,0.0002748,0.0002851,0.000269,0.0002821,569194.35,157.34
2018-12-16,WTCBTC,0.0002823,0.0002854,0.0002728,0.0002748,447797.13,125.01
2018-12-15,WTCBTC,0.0002791,0.0002959,0.0002753,0.0002823,737095.62,208.72
2018-12-14,WTCBTC,0.0002705,0.0003038,0.0002686,0.0002791,1438871.73,409.98
2018-12-13,WTCBTC,0.0002687,0.0002775,0.0002668,0.0002705,506712.57,137.75
2018-12-12,WTCBTC,0.0002689,0.0002723,0.0002637,0.0002687,418377.74,112.31
2018-12-11,WTCBTC,0.0002715,0.0002716,0.0002625,0.0002695,367843.38,98.41
2018-12-10,WTCBTC,0.0002667,0.0002763,0.000263,0.0002715,467197.49,125.28
2018-12-09,WTCBTC,0.0002679,0.0002766,0.000259,0.0002667,566270.19,151.3
2018-12-08,WTCBTC,0.0002729,0.0002786,0.000263,0.0002679,468806.98,126.79
2018-12-07,WTCBTC,0.0002741,0.0002788,0.0002621,0.0002729,732663.96,197.51
2018-12-06,WTCBTC,0.0003014,0.0003073,0.000271,0.0002741,776827.96,224.12
2018-12-05,WTCBTC,0.0003012,0.0003227,0.0003005,0.0003014,964099.95,298.25
2018-12-04,WTCBTC,0.0002923,0.0003168,0.0002788,0.0003012,925155.81,277.32
2018-12-03,WTCBTC,0.0002988,0.0003006,0.0002841,0.0002923,637772.54,186.16
2018-12-02,WTCBTC,0.000297,0.0003077,0.0002925,0.0002988,499609.1,149.28
2018-12-01,WTCBTC,0.0002936,0.0003047,0.0002915,0.000297,502096.46,149.7
2018-11-30,WTCBTC,0.0003046,0.0003069,0.000281,0.0002935,869768.7,256.14
2018-11-29,WTCBTC,0.0002999,0.0003252,0.0002901,0.0003046,1357814.32,422.97
2018-11-28,WTCBTC,0.0002894,0.0003223,0.0002816,0.0002999,1253019.29,369.5
2018-11-27,WTCBTC,0.0002833,0.000295,0.0002771,0.0002894,592834.96,168.07
2018-11-26,WTCBTC,0.0002938,0.0002957,0.0002788,0.0002833,658863.09,188.85
2018-11-25,WTCBTC,0.000293,0.0003005,0.0002747,0.0002938,808589.25,232.91
2018-11-24,WTCBTC,0.0003131,0.0003224,0.0002774,0.000293,756566.88,228.74
2018-11-23,WTCBTC,0.0003193,0.000324,0.0003038,0.0003131,506726.92,158.35
2018-11-22,WTCBTC,0.0003212,0.0003422,0.0003164,0.0003193,618893.54,205.08
2018-11-21,WTCBTC,0.0003067,0.0003318,0.0002979,0.0003212,918478.91,291.74
2018-11-20,WTCBTC,0.0003336,0.0003438,0.000302,0.0003067,1409335.55,447.65
2018-11-19,WTCBTC,0.000376,0.0003788,0.0003221,0.0003336,1162626.62,400.33
2018-11-18,WTCBTC,0.0003714,0.0003803,0.0003669,0.000376,381356.36,141.85
2018-11-17,WTCBTC,0.000373,0.0003795,0.0003653,0.0003714,553942.7,206.59
2018-11-16,WTCBTC,0.0003795,0.0003869,0.000368,0.000373,684441.99,258.54
2018-11-15,WTCBTC,0.0003917,0.0003985,0.0003566,0.0003795,960215.5,363.43
2018-11-14,WTCBTC,0.0004254,0.0004255,0.0003629,0.0003917,1132757.74,444.4
2018-11-13,WTCBTC,0.0004436,0.0004488,0.0004211,0.0004254,670762.48,294.4
2018-11-12,WTCBTC,0.0004749,0.0004754,0.0004413,0.0004436,566091.36,259.82
2018-11-11,WTCBTC,0.0004715,0.0004788,0.000462,0.0004749,585138.54,275.75
2018-11-10,WTCBTC,0.0004627,0.0004796,0.000461,0.0004715,617836.68,290.32
2018-11-09,WTCBTC,0.0004699,0.0004702,0.0004588,0.0004627,496344.18,230.71
2018-11-08,WTCBTC,0.000478,0.0004835,0.0004666,0.0004699,420538.2,198.81
2018-11-07,WTCBTC,0.0004801,0.000485,0.0004725,0.000478,372126.02,177.97
2018-11-06,WTCBTC,0.0004808,0.000488,0.0004724,0.0004801,493354.77,236.79
2018-11-05,WTCBTC,0.0004995,0.0005085,0.0004789,0.0004808,425154.67,211.05
2018-11-04,WTCBTC,0.0005217,0.0005245,0.0004912,0.0004995,420433.51,213.86
2018-11-03,WTCBTC,0.0005176,0.0005249,0.0005035,0.0005217,350453.75,180.15
2018-11-02,WTCBTC,0.0005223,0.0005375,0.0005115,0.0005176,493885.06,260.49
2018-11-01,WTCBTC,0.0005144,0.0005295,0.000507,0.0005223,433063.1,224.76
2018-10-31,WTCBTC,0.0005171,0.000524,0.0005054,0.0005144,660668.15,340.5
2018-10-30,WTCBTC,0.0005271,0.0005517,0.0005114,0.0005171,1379026.27,735.72
2018-10-29,WTCBTC,0.0004975,0.0005399,0.0004866,0.0005271,1313774.27,673.04
2018-10-28,WTCBTC,0.000475,0.0005099,0.0004666,0.0004975,736742.71,361.22
2018-10-27,WTCBTC,0.0005,0.0005157,0.000468,0.000475,988110.25,490.06
2018-10-26,WTCBTC,0.0004742,0.0005021,0.0004715,0.0005,1654361.28,808.08
2018-10-25,WTCBTC,0.0004678,0.0004795,0.00046,0.0004742,594325.61,279.77
2018-10-24,WTCBTC,0.000466,0.0004783,0.0004533,0.0004678,634838.93,294.8
2018-10-23,WTCBTC,0.0004622,0.0004836,0.0004534,0.000466,1392820.73,655.1
2018-10-22,WTCBTC,0.0004401,0.0004665,0.0004358,0.0004622,1047214.01,477.11
2018-10-21,WTCBTC,0.000451,0.0004574,0.0004348,0.0004401,388341.11,174.21
2018-10-20,WTCBTC,0.0004506,0.0004574,0.0004379,0.000451,539495.21,240.91
2018-10-19,WTCBTC,0.0004548,0.000475,0.0004471,0.0004506,499556.8,230.04
2018-10-18,WTCBTC,0.0004552,0.0004887,0.000446,0.0004548,1013526.96,471.13
2018-10-17,WTCBTC,0.0004392,0.0004595,0.0004369,0.0004552,532422.31,238.8
2018-10-16,WTCBTC,0.0004398,0.0004398,0.0004338,0.0004338,0.0,0.0
2018-10-15,WTCBTC,0.0004292,0.0004483,0.00042,0.0004398,477760.61,207.43
2018-10-14,WTCBTC,0.0004433,0.0004484,0.0004245,0.0004292,355513.63,156.43
2018-10-13,WTCBTC,0.000428,0.0004507,0.000423,0.0004433,365862.08,160.52
2018-10-12,WTCBTC,0.0004221,0.0004471,0.0004137,0.000428,410700.59,177.94
2018-10-11,WTCBTC,0.0004863,0.0004891,0.0004106,0.0004221,942650.01,419.52
2018-10-10,WTCBTC,0.0005103,0.0005159,0.0004696,0.0004863,663399.16,324.44
2018-10-09,WTCBTC,0.0004722,0.0005157,0.0004641,0.0005103,1356024.84,666.16
2018-10-08,WTCBTC,0.0004435,0.0004747,0.0004372,0.0004722,818656.76,376.41
2018-10-07,WTCBTC,0.000446,0.0004482,0.0004356,0.0004435,245193.6,108.12
2018-10-06,WTCBTC,0.0004335,0.0004556,0.000426,0.000446,521663.89,229.64
