Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume BTC
2019-07-03,BCHBTC,0.01003,0.01003,0.01003,0.01003,0.0,0.0
2019-07-02,BCHBTC,0.01003,0.01003,0.01003,0.01003,0.0,0.0
2019-07-01,BCHBTC,0.01003,0.01003,0.01003,0.01003,0.0,0.0
2019-06-30,BCHBTC,0.01003,0.01003,0.01003,0.01003,0.0,0.0
2019-06-29,BCHBTC,0.01003,0.01003,0.01003,0.01003,0.0,0.0
2019-06-28,BCHBTC,0.03448,0.03448,0.01003,0.01003,0.01499,0.0001502
2019-06-27,BCHBTC,0.03448,0.03448,0.03448,0.03448,0.0,0.0
2019-06-26,BCHBTC,0.03448,0.03605,0.03448,0.03448,0.4688,0.01616
2019-06-25,BCHBTC,0.03448,0.03448,0.03448,0.03448,0.007346,0.0002533
2019-06-24,BCHBTC,0.04235,0.04319,0.03448,0.03448,0.08962,0.00309
2019-06-23,BCHBTC,0.04235,0.04235,0.04235,0.04235,0.02121,0.0008983
2019-06-22,BCHBTC,0.05,0.05,0.04235,0.04235,0.09833,0.004165
2019-06-21,BCHBTC,0.05,0.05,0.05,0.05,0.0,0.0
2019-06-20,BCHBTC,0.05,0.05,0.05,0.05,0.0,0.0
2019-06-19,BCHBTC,0.05,0.05,0.05,0.05,1.033,0.05165
2019-06-18,BCHBTC,0.05,0.05,0.05,0.05,0.0,0.0
2019-06-17,BCHBTC,0.05,0.05,0.05,0.05,0.0,0.0
2019-06-16,BCHBTC,0.05,0.05,0.05,0.05,0.001213,6.067e-05
2019-06-15,BCHBTC,0.05,0.05002,0.05,0.05,0.345,0.01725
2019-06-14,BCHBTC,0.05,0.05,0.05,0.05,0.2787,0.01393
2019-06-13,BCHBTC,0.05,0.05,0.04605,0.05,1.997,0.09984
2019-06-12,BCHBTC,0.0515,0.0515,0.0461,0.05,0.279,0.01393
2019-06-11,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-10,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-09,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-08,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-07,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-06,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-05,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-04,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-03,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-02,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-06-01,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-31,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-30,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-29,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-28,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-27,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-26,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-25,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-24,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-23,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-22,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-21,BCHBTC,0.03246,0.0515,0.03246,0.0515,0.0112,0.0005767
2019-05-20,BCHBTC,0.03246,0.03246,0.03246,0.03246,0.0,0.0
2019-05-19,BCHBTC,0.04106,0.0512,0.03246,0.03246,1.15,0.05739
2019-05-18,BCHBTC,0.04106,0.04106,0.04106,0.04106,0.1087,0.004462
2019-05-17,BCHBTC,0.0515,0.0515,0.04106,0.04106,0.119,0.004887
2019-05-16,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.6198,0.03192
2019-05-15,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.009205,0.000474
2019-05-14,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-13,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-12,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-11,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-10,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-09,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-08,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-07,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-06,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-05,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-04,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-03,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-02,BCHBTC,0.0515,0.0515,0.0515,0.0515,0.0,0.0
2019-05-01,BCHBTC,0.051,0.052,0.051,0.0515,0.04485,0.002311
2019-04-30,BCHBTC,0.051,0.051,0.051,0.051,0.0,0.0
2019-04-29,BCHBTC,0.051,0.051,0.051,0.051,0.0,0.0
2019-04-28,BCHBTC,0.051,0.051,0.051,0.051,0.0,0.0
2019-04-27,BCHBTC,0.051,0.051,0.051,0.051,0.0,0.0
2019-04-26,BCHBTC,0.051,0.051,0.051,0.051,0.0,0.0
2019-04-25,BCHBTC,0.051,0.05113,0.051,0.051,0.05,0.00255
2019-04-24,BCHBTC,0.069,0.069,0.04006,0.051,0.3319,0.01524
2019-04-23,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-22,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-21,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-20,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-19,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-18,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-17,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-16,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-15,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-14,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-13,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-12,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-11,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-10,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-09,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-08,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-07,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-06,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-05,BCHBTC,0.069,0.069,0.069,0.069,0.0,0.0
2019-04-04,BCHBTC,0.06929,0.06929,0.06412,0.069,0.5,0.03327
2019-04-03,BCHBTC,0.0468,0.06929,0.0468,0.06929,0.006306,0.000437
2019-04-02,BCHBTC,0.03979,0.0468,0.03979,0.0468,2.43,0.1101
2019-04-01,BCHBTC,0.03591,0.03979,0.03038,0.03979,1.47,0.05284
2019-03-31,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.0,0.0
2019-03-30,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.0,0.0
2019-03-29,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.0,0.0
2019-03-28,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.0,0.0
2019-03-27,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.004705,0.0001689
2019-03-26,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.0,0.0
2019-03-25,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.8193,0.02942
2019-03-24,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.0,0.0
2019-03-23,BCHBTC,0.03591,0.03591,0.03591,0.03591,0.0,0.0
2019-03-22,BCHBTC,0.0359,0.03592,0.0359,0.03591,0.08559,0.003074
2019-03-21,BCHBTC,0.0359,0.0359,0.0359,0.0359,0.0,0.0
2019-03-20,BCHBTC,0.0359,0.0359,0.0359,0.0359,0.0,0.0
2019-03-19,BCHBTC,0.0359,0.0359,0.0359,0.0359,0.0001689,6.06e-06
