Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume QAS,Volume HUSD
2019-02-28,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-27,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-26,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-25,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-24,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-23,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-22,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-21,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-20,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-19,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-18,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-17,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-16,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-15,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-14,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-13,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-12,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-11,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-10,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-09,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-08,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-07,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-06,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-05,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-04,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-03,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-02,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-02-01,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-31,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-30,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-29,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-28,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-27,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-26,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-25,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-24,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-23,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-22,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-21,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-20,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-19,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-18,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-17,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-16,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-15,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-14,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-13,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-12,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-11,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-10,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-09,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-08,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-07,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-06,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-05,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-04,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-03,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-02,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-01,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-31,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-30,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-29,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-28,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-27,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-26,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-25,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-24,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-23,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-22,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-21,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-20,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-19,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-18,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-17,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-16,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-15,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-14,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-13,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-12,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-11,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-10,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-09,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-08,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-07,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-06,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-05,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-04,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-03,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-02,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-12-01,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-30,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-29,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-28,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-27,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-26,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-25,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-24,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-23,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-22,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-21,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-20,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-19,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-18,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-17,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-16,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-15,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-14,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-13,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-12,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-11,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-10,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-09,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-08,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-07,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-06,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-05,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-04,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-03,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-02,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-11-01,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-31,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-30,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-29,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-28,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-27,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-26,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-25,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-24,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-23,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-22,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-21,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-20,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-19,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-18,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-17,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-16,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-15,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-14,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-13,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-12,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-11,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-10,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-09,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-08,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-07,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-06,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-05,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-04,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-03,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-02,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-10-01,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-30,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-29,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-28,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-27,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-26,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-25,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-24,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-23,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-22,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-21,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-20,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-19,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-18,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-17,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-16,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-15,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-14,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-13,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-12,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-11,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-10,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-09,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-08,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-07,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-06,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-05,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-04,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-03,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-02,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-09-01,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-31,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-30,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-29,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-28,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-27,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-26,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-25,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-24,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-23,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-22,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-21,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-20,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-19,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-18,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-17,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-16,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-15,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-14,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-13,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-12,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-11,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-10,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-09,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-08,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-07,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-06,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-05,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-04,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-03,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-02,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-08-01,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-31,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-30,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-29,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-28,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-27,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-26,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-25,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-24,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-23,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-22,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-21,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-20,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-19,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-18,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-17,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-16,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-15,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-14,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-13,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-12,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-11,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-10,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-09,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-08,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-07,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-06,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-05,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
2018-07-04,QASHUSD,1.03,1.03,1.03,1.03,0.0,0.0
